year,strategy_return,benchmark_return,excess_return
2019,0.25851840899237466,0.3606961965560913,-0.07509228571545035
2020,0.1702183092404983,0.2721074626520459,-0.08009476903714763
2021,0.046114184217455056,-0.05198716608417131,0.10348103611257287
2022,-0.15033883067524656,-0.21632791414537078,0.08420496871234118
2023,0.022684954225055787,-0.11378155183477212,0.15398743542561055
2024,-0.11080174483519789,0.14683299616951362,-0.22464887378129683
2025,-0.024384454857062088,0.17663174838405737,-0.17084036999442498
