execution_date,symbol,shares,market_value_at_open
2019-01-02,SH600306,155700,999682.9556465149
2019-01-02,SZ002072,160200,999908.2981109619
2019-01-02,SZ002200,178200,999466.9901847839
2019-01-02,SZ300029,215000,999703.3739089966
2019-01-02,SZ300069,103700,999850.3009796143
2019-01-02,SZ300106,189500,999551.976442337
2019-01-02,SZ300321,83000,998896.5969085693
2019-01-02,SZ300354,126000,999494.0843582153
2019-01-02,SZ300489,128400,999974.1931915283
2019-01-02,SZ300592,110100,999366.6380882263
2019-02-01,SH600306,167000,933921.6547012329
2019-02-01,SZ002072,192800,934361.056137085
2019-02-01,SZ002200,177300,934202.6710510254
2019-02-01,SZ002633,128500,934365.5831813812
2019-02-01,SZ300029,219500,934037.5225543976
2019-02-01,SZ300321,80100,934197.6001739502
2019-02-01,SZ300330,145200,933886.0582351685
2019-02-01,SZ300405,262900,934346.8246459961
2019-02-01,SZ300489,124200,934217.2777175903
2019-02-01,SZ300592,111400,931400.5332946777
2019-03-01,SH600306,160400,1150307.409286499
2019-03-01,SZ002072,175100,1150352.925825119
2019-03-01,SZ002200,182500,1150225.614309311
2019-03-01,SZ300029,215700,1150547.1151828766
2019-03-01,SZ300106,187200,1150213.3140563965
2019-03-01,SZ300321,82000,1150289.499282837
2019-03-01,SZ300330,147100,1149960.9303951263
2019-03-01,SZ300405,267800,1150571.8524932861
2019-03-01,SZ300489,128400,1150606.048965454
2019-03-01,SZ300592,113200,1149780.2341461182
2019-04-01,SH600306,166000,1255362.6518249512
2019-04-01,SZ002072,206900,1255303.9153575897
2019-04-01,SZ002200,183100,1254937.99366951
2019-04-01,SZ300029,212200,1255346.3388442993
2019-04-01,SZ300106,188800,1254964.1021728516
2019-04-01,SZ300405,269700,1255080.0935268402
2019-04-01,SZ300489,122100,1254587.2346878052
2019-04-01,SZ300592,110000,1254380.5503845215
2019-04-01,SZ300665,154200,1255110.2600097656
2019-04-01,SZ300680,169400,1254097.8241920471
2019-05-06,SH600306,185100,1285870.287179947
2019-05-06,SH603029,122100,1285311.236858368
2019-05-06,SH603286,88600,1285119.0134048462
2019-05-06,SZ002072,206900,1022324.861907959
2019-05-06,SZ002890,136000,1285983.2305908203
2019-05-06,SZ300029,241600,1286265.468597412
2019-05-06,SZ300321,90000,1284966.0873413086
2019-05-06,SZ300354,140400,1285602.8411865234
2019-05-06,SZ300442,85700,628009.3198299408
2019-05-06,SZ300592,110000,1086173.0003356934
2019-05-06,SZ300665,154200,1115589.8889541626
2019-06-03,SH603029,131200,1410989.4500732422
2019-06-03,SH603269,160000,1411538.5437011719
2019-06-03,SH603286,92600,1411149.709892273
2019-06-03,SZ000691,345300,1411786.3901138306
2019-06-03,SZ002209,197100,1411314.2590999603
2019-06-03,SZ002473,51300,428989.41049575806
2019-06-03,SZ002890,136000,1371594.1162109375
2019-06-03,SZ300029,219000,1411253.7016868591
2019-06-03,SZ300321,90000,1333414.9360656738
2019-06-03,SZ300592,110000,1322156.7249298096
2019-06-03,SZ300665,154200,1185548.012638092
2019-07-01,SH603029,128600,1435847.080230713
2019-07-01,SH603269,156000,1435676.342010498
2019-07-01,SH603286,91200,1435249.754333496
2019-07-01,SZ000691,348500,1436059.588432312
2019-07-01,SZ002473,171100,1435907.4584960938
2019-07-01,SZ002890,139800,1435522.3468780518
2019-07-01,SZ300029,210000,1435866.7087554932
2019-07-01,SZ300321,97200,1435699.8481750488
2019-07-01,SZ300592,129000,1435428.7462234497
2019-07-01,SZ300665,177300,1435424.3007659912
2019-08-01,SH600306,219500,1382658.8175296783
2019-08-01,SZ000691,345800,1382656.851387024
2019-08-01,SZ002209,203900,1382410.5412006378
2019-08-01,SZ002473,176000,1382638.282775879
2019-08-01,SZ002633,153900,1382119.0916061401
2019-08-01,SZ002890,143300,1382577.7720451355
2019-08-01,SZ300029,213100,1382708.9269161224
2019-08-01,SZ300321,95700,1382030.9872627258
2019-08-01,SZ300592,131200,1381975.894165039
2019-08-01,SZ300665,183900,1378527.6945590973
2019-09-02,SH600306,229300,1330401.6719818115
2019-09-02,SH603269,158800,1330240.6200408936
2019-09-02,SZ000691,348400,1330425.719833374
2019-09-02,SZ002209,209200,1330582.5542449951
2019-09-02,SZ002473,165000,1330523.829460144
2019-09-02,SZ002633,163200,1329834.0270996094
2019-09-02,SZ002890,141400,1330474.8640060425
2019-09-02,SZ300029,210400,1329996.7105865479
2019-09-02,SZ300321,95700,1329593.5612678528
2019-09-02,SZ300665,184800,1330286.0893249512
2019-10-08,SH600306,242400,1366714.1967773438
2019-10-08,SH603269,159000,1366225.0471115112
2019-10-08,SZ000502,205500,1366417.451620102
2019-10-08,SZ000679,374500,1366834.2300653458
2019-10-08,SZ000691,360600,1366836.3906383514
2019-10-08,SZ000835,352900,1366709.9815130234
2019-10-08,SZ002633,158300,1366594.146347046
2019-10-08,SZ300029,222000,1366464.1399383545
2019-10-08,SZ300592,130000,1366994.924545288
2019-10-08,SZ300665,188400,1361409.7211837769
2019-11-01,SH600306,254000,1392203.5388946533
2019-11-01,SH603269,159600,1392420.715713501
2019-11-01,SH603991,81100,1391929.0538787842
2019-11-01,SZ000691,368500,1392509.5046758652
2019-11-01,SZ000835,363300,1392413.50543499
2019-11-01,SZ000929,195800,1392115.0584220886
2019-11-01,SZ002209,214200,1392316.2400245667
2019-11-01,SZ002633,168100,1392332.8618049622
2019-11-01,SZ300029,213400,1392032.8764915466
2019-11-01,SZ300665,190000,1389168.8871383667
2019-12-02,SH600306,254900,1387039.1269207
2019-12-02,SH603269,174100,1386910.3341579437
2019-12-02,SH603991,85500,1386460.464477539
2019-12-02,SZ000691,374000,1387023.3716964722
2019-12-02,SZ000929,211400,1386640.1414871216
2019-12-02,SZ002473,178800,1386747.9972839355
2019-12-02,SZ002633,174600,1386930.4450035095
2019-12-02,SZ300362,507500,1387179.137468338
2019-12-02,SZ300431,414000,1387128.5619735718
2019-12-02,SZ300665,195700,1383131.608581543
2020-01-02,SH600306,260400,1483968.2876586914
2020-01-02,SH603269,176100,1483787.9714012146
2020-01-02,SH603991,86200,1482728.5202026367
2020-01-02,SZ000679,414400,1483951.0242462158
2020-01-02,SZ000691,369300,1484168.6455249786
2020-01-02,SZ000929,213200,1483833.681678772
2020-01-02,SZ002633,173300,1483899.7604370117
2020-01-02,SZ300029,247600,1483970.2323913574
2020-01-02,SZ300362,542500,1482794.4099903107
2020-01-02,SZ300431,402000,1484009.7198486328
2020-02-03,SH600306,260400,1221104.786682129
2020-02-03,SH603269,176100,1327151.6149520874
2020-02-03,SH603991,86200,1299981.8172454834
2020-02-03,SZ000679,414400,1292960.062789917
2020-02-03,SZ000691,369300,1248710.9101295471
2020-02-03,SZ000929,213200,1285368.2209014893
2020-02-03,SZ002633,173300,1334826.947593689
2020-02-03,SZ300029,247600,1335105.1763534546
2020-02-03,SZ300362,542500,1155524.9327421188
2020-02-03,SZ300431,402000,1105825.9663581848
2020-03-02,SH600241,330400,1298829.2598724365
2020-03-02,SH600306,282400,1298857.7796936035
2020-03-02,SH600561,275600,1298787.8927230835
2020-03-02,SH603991,83500,1298234.218120575
2020-03-02,SZ000679,399600,1298879.3020248413
2020-03-02,SZ000929,210100,1298658.504486084
2020-03-02,SZ300029,239300,1298465.448474884
2020-03-02,SZ300106,237500,1298750.5495548248
2020-03-02,SZ300362,612700,1298923.9298820496
2020-03-02,SZ300431,450500,1294220.617055893
2020-04-01,SH600241,364400,1359560.3077888489
2020-04-01,SH600306,298900,1359739.649295807
2020-04-01,SH600561,276200,1359379.9936294556
2020-04-01,SH600599,201400,1359655.803012848
2020-04-01,SH603389,326800,1359544.5165634155
2020-04-01,SZ000679,434500,1359692.503452301
2020-04-01,SZ000835,422000,1359597.5246429443
2020-04-01,SZ002071,632100,1359694.8877573013
2020-04-01,SZ300362,763900,1359741.9781446457
2020-04-01,SZ300431,546500,1350897.3816633224
2020-05-06,SH600306,298900,1202145.535326004
2020-05-06,SH600561,252300,1158141.9745445251
2020-05-06,SH600599,192300,1157960.237789154
2020-05-06,SZ000835,416300,1157996.1584568024
2020-05-06,SZ000929,190800,1157973.3438491821
2020-05-06,SZ002071,656300,1158215.7547950745
2020-05-06,SZ002209,206000,1157817.8119659424
2020-05-06,SZ002633,156500,1157695.1742172241
2020-05-06,SZ300029,5800,31877.08101272583
2020-05-06,SZ300362,763900,1138210.9162211418
2020-05-06,SZ300431,546500,1098021.8589305878
2020-06-01,SH600306,298900,1184267.850446701
2020-06-01,SH600561,274000,1238542.1857833862
2020-06-01,SH600599,192300,1450089.8062705994
2020-06-01,SH603269,156700,1237932.779598236
2020-06-01,SZ000835,426800,1238533.7918281555
2020-06-01,SZ002209,211600,1238471.5270996094
2020-06-01,SZ002633,159600,1238094.5920944214
2020-06-01,SZ300029,228900,1238371.995306015
2020-06-01,SZ300090,851200,222265.94562530518
2020-06-01,SZ300362,763900,1138210.9162211418
2020-06-01,SZ300431,546500,956907.9747796059
2020-07-01,SH600561,257200,1198798.4722137451
2020-07-01,SH603269,148800,1198624.3469238281
2020-07-01,SZ000502,180300,1198390.7077789307
2020-07-01,SZ000835,426800,1016470.7054138184
2020-07-01,SZ000929,185300,1198786.6104125977
2020-07-01,SZ002209,197300,1198414.853143692
2020-07-01,SZ002473,45400,357062.4168395996
2020-07-01,SZ002633,152100,1198232.6703071594
2020-07-01,SZ300029,217500,1198296.0319519043
2020-07-01,SZ300090,851200,273558.0635070801
2020-07-01,SZ300362,763900,1138210.9162211418
2020-07-01,SZ300431,546500,808524.6299505234
2020-08-03,SH600365,364600,1255037.226819992
2020-08-03,SH600768,117800,1254479.4067382812
2020-08-03,SZ000502,175300,1254480.092716217
2020-08-03,SZ000929,176700,1254566.5286064148
2020-08-03,SZ002209,187800,1254625.3080368042
2020-08-03,SZ002633,146000,1254443.2792663574
2020-08-03,SZ300029,186700,1254917.2998428345
2020-08-03,SZ300362,763900,1138210.9162211418
2020-08-03,SZ300431,546500,808524.6299505234
2020-08-03,SZ300535,97300,1254253.3584594727
2020-08-03,SZ300665,71600,560368.1432723999
2020-09-01,SH600520,145000,1306644.1822052002
2020-09-01,SH600561,34400,180627.5245666504
2020-09-01,SH600768,117800,1254634.8892211914
2020-09-01,SZ000502,158600,1307493.175125122
2020-09-01,SZ000929,167800,1306903.9507865906
2020-09-01,SZ002209,183000,1306913.5222434998
2020-09-01,SZ002633,134800,1307251.0559082031
2020-09-01,SZ300029,186700,1210205.134010315
2020-09-01,SZ300362,763900,1138210.9162211418
2020-09-01,SZ300431,546500,808524.6299505234
2020-09-01,SZ300535,92300,1307080.3047180176
2020-09-01,SZ300665,71600,638361.0443115234
2020-10-09,SH600520,142900,1172116.31193161
2020-10-09,SH600561,239100,1171817.3622608185
2020-10-09,SH600768,121000,1171290.6532287598
2020-10-09,SH603029,101600,1171735.7460021973
2020-10-09,SH603269,79200,696280.4626464844
2020-10-09,SZ000502,149600,1172112.6529693604
2020-10-09,SZ002209,175700,1171669.9346065521
2020-10-09,SZ002633,134800,1163035.0231170654
2020-10-09,SZ300029,186700,874668.1231975555
2020-10-09,SZ300362,763900,1138210.9162211418
2020-10-09,SZ300431,546500,202381.30904734135
2020-10-09,SZ300665,71600,612408.9668273926
2020-11-02,SH600355,416500,1179145.6969976425
2020-11-02,SH600506,125400,1178356.9313049316
2020-11-02,SH600520,156900,1178607.600259781
2020-11-02,SH600768,126200,1178833.7888717651
2020-11-02,SH600778,269100,1178884.2534542084
2020-11-02,SH603029,107000,1178941.8811798096
2020-11-02,SH603958,182700,1178605.2311897278
2020-11-02,SZ000502,159800,1178576.4340400696
2020-11-02,SZ000702,7000,36181.57911300659
2020-11-02,SZ002633,133200,1178983.1565856934
2020-11-02,SZ300362,763900,1138210.9162211418
2020-12-01,SH600355,421000,1229690.4129981995
2020-12-01,SH600520,159000,1229414.81924057
2020-12-01,SH600561,248400,1229611.1040115356
2020-12-01,SH600768,123900,1229163.986492157
2020-12-01,SH600778,273300,1229624.8077392578
2020-12-01,SH603029,107300,1228765.0790214539
2020-12-01,SH603269,142900,1229538.596534729
2020-12-01,SZ000502,162300,1229597.3719596863
2020-12-01,SZ002633,146900,1229783.8593482971
2020-12-01,SZ300362,763900,1138210.9162211418
2020-12-01,SZ300478,8200,90529.98600006104
2021-01-04,SH600355,444400,1137715.361881256
2021-01-04,SH600520,167300,1137652.9554367065
2021-01-04,SH600615,169800,1137665.7972335815
2021-01-04,SH600766,211100,1137679.9945354462
2021-01-04,SH600768,129500,1137123.462677002
2021-01-04,SH600778,284400,1137823.7606048584
2021-01-04,SH603029,114500,1137143.1503295898
2021-01-04,SZ002633,157700,1137211.090040207
2021-01-04,SZ300362,763900,1138210.9162211418
2021-01-04,SZ300478,8200,81668.37959289551
2021-01-04,SZ300736,113800,1052462.897491455
2021-02-01,SH600355,466200,955531.3585281372
2021-02-01,SH600766,254200,955562.1190071106
2021-02-01,SH600768,125700,955448.2562541962
2021-02-01,SH600778,286900,955422.260427475
2021-02-01,SH603029,112300,955473.9312171936
2021-02-01,SZ000007,369000,955591.3760662079
2021-02-01,SZ002633,161900,955271.1577892303
2021-02-01,SZ002862,103600,860153.8951873779
2021-02-01,SZ300362,763900,1138210.9162211418
2021-02-01,SZ300478,8200,68484.00897979736
