symbol,net_contribution
SZ000796,27373.53751457564
SH600568,26775.95328893914
SH600266,26649.810654449975
SZ002430,26647.113074799825
SH600016,26302.703486880113
SH600236,26278.15239952039
SH601865,25984.81363174878
SZ002595,25967.41576278204
SZ000785,25610.30386202177
SZ300383,24614.573243265273
SZ002123,23372.905688285187
SH600182,23244.008487745188
SZ002166,22645.236421019305
SZ002249,22382.855216481083
SZ002230,22036.526722945273
SH600556,21521.86334188981
SZ002400,21234.14452965965
SZ000423,20852.5093948734
SH600571,20073.493662588822
SZ002434,20043.9402288039
SH600771,19848.068556899554
SZ000338,19240.274025699764
SH601933,19221.439721318136
SH600076,19161.465035098256
SH600607,18167.340468834154
SZ000538,17934.332832820714
SH688536,17552.548205705825
SH600083,17447.202858470846
SH600550,17443.794923125417
SZ002664,17320.399308077816
SZ002718,15303.521691011381
SH600779,14524.793339891417
SZ300070,14446.97619991895
SH600703,14175.114204102603
SH603019,13840.684923693188
SH600661,13204.914186678943
SH600595,12633.386781445763
SH601318,12587.916438783635
SZ002158,12489.597945506102
SZ002045,12370.313484368031
SZ002055,12194.037019212788
SZ002244,11696.39434568258
SZ002213,11039.689132371801
SZ300432,10679.350526464172
SZ000006,10416.411821080721
SH600020,10211.97158370982
SH600381,9977.170430818282
SZ002293,9325.583114659064
SH600027,8164.204943454824
SH600505,7771.588499923877
SZ002226,7373.312437156099
SZ002029,7134.191067030712
SZ300156,7118.955906502204
SZ002311,6846.964703417092
SZ002056,6393.904183220759
SH601628,5881.210145117366
SZ000631,5788.342133540544
SZ300073,5714.0390395961
SZ000430,5491.513900416903
SZ000736,5111.10138414416
SH601515,4502.931490490737
SZ300394,4378.723440577742
SZ002932,2947.43845307664
SH603392,2612.728381260764
SZ300357,2159.1525239890907
SZ000002,2109.545968364808
SZ000607,1792.9997507826192
SH600259,1451.1681394242332
SH600436,1254.7213311259402
SZ002335,498.30542432004586
SZ000737,116.4124326496385
SZ300342,74.05456513576519
SZ300284,-17.386300905513735
SZ002269,-107.75622979879358
SZ002283,-324.0127067269641
SZ300204,-629.2390753455184
SZ000650,-1067.5523155065603
SZ002242,-1246.149770865566
SZ000895,-1308.9141550192144
SH601699,-1381.7279089450021
SZ300571,-1656.7683651251718
SH600053,-1689.042931666947
SH600197,-1719.825065399229
SH600420,-2305.029984216555
SH600066,-2564.3444352772785
SZ000069,-3998.3338743416825
SZ002602,-4267.9096779106185
SH603898,-4427.67453974043
SH600641,-4531.566672464018
SZ000506,-5031.828518666152
SZ002746,-5446.913453769521
SH600160,-5699.507037622097
SH600346,-5775.026425727992
SZ000031,-5946.710031333147
SZ300127,-6001.646723466416
SZ002772,-6139.528486838564
SH600106,-6698.773756680253
SZ300315,-6964.906235291921
SH600276,-7028.424231242272
SZ002221,-7378.929606557242
SZ002174,-7533.254778892617
SZ002116,-8163.847850059625
SH603337,-8550.879170383909
SZ000536,-8615.056826355634
SH601166,-8674.480861112417
SZ300347,-9103.558054668494
SH600557,-9855.283010674524
SZ002440,-10108.519019260653
SZ002520,-10863.71130790509
SZ000411,-10929.497296766436
SH600477,-11022.27740401891
SH600166,-11572.85132075299
SZ002108,-11816.19621932006
SZ002568,-12214.737313703285
SZ002014,-13159.426093363378
SZ002182,-14130.695576896076
SZ002252,-14903.11439778353
SZ300286,-15183.413155474642
SZ000720,-15610.737664186745
SH603317,-16308.001003678888
SZ300366,-16646.263484326955
SZ002185,-16840.039803431428
SH600375,-16971.656736013945
SH600805,-17098.858498210902
SH600351,-17534.991077018785
SH600982,-17737.42592314328
SZ000933,-17970.243466337677
SH600392,-18171.518778234837
SZ300476,-18451.034097318654
SH601238,-18542.995263813413
SH600563,-19267.02616783441
SZ002065,-20166.917142514605
SH600406,-21616.646738750627
SH600298,-21676.118267031736
SZ002140,-22489.713064629934
SH600782,-22494.48810631386
SH600188,-23207.29598264559
SZ000858,-23767.120231991692
SZ000970,-23923.0095995756
SZ002127,-24330.29170256213
SH600176,-24394.935203132103
SZ002755,-24609.590521455044
SH601127,-24643.40026472695
SH600900,-25318.50631968421
SZ000400,-25415.49889172241
SH600293,-26108.20246789744
SH600525,-26593.208212477184
SZ002268,-26597.819948917604
SH600369,-27197.35301473504
SZ002223,-28233.64650503127
SZ002447,-28857.207483960316
SH600784,-30688.32716674602
SH600637,-30690.640234741557
SZ300253,-30868.175182994702
SH600080,-31438.798056433152
SH600054,-31524.59394517087
SZ000425,-31743.19210975198
SZ000809,-32537.672471716243
SH600985,-33560.822955487296
SZ300166,-33571.41191780183
SZ002305,-33961.47618766921
SZ002210,-34077.521769754705
SZ300197,-34392.029290902545
SZ000050,-34504.800375639985
SH600499,-34700.76120223134
SZ300355,-35018.68710367265
SZ300115,-36661.28606114176
SH603505,-36885.06298070424
SZ000028,-37074.21843641874
SH600887,-37284.31995027524
SH600532,-38048.871224028524
SH600332,-38572.860702696256
SH600815,-38775.499432372046
SZ001979,-38920.156834124355
SH600199,-39438.58108879806
SZ002867,-39713.87675676134
SH601009,-39774.6192574125
SH603486,-39877.55278889602
SH600970,-41403.67419861711
SH600489,-41493.13079608837
SH600988,-42396.13092238468
SZ000680,-42436.454767707444
SH600339,-42611.23142492457
SZ002007,-42649.69458605861
SZ300401,-42976.13288248179
SZ000550,-43153.823452970944
SZ000590,-43197.661673019174
SH600837,-43343.368833654444
SZ002646,-43669.55985887075
SH600978,-43746.47697598027
SZ300107,-44326.93265212781
SZ002170,-45165.83403546561
SZ300080,-45501.7795449791
SZ000703,-46011.3322887143
SH600585,-46063.97277817421
SZ000602,-46532.315802578116
SH600161,-46675.97677022801
SH600123,-46811.35126620182
SH603416,-47708.510462748585
SZ000961,-47885.62194805636
SZ000905,-48893.6412457258
SZ300590,-49529.463010902284
SZ000988,-49962.97699249338
SH600546,-50016.77456112148
SZ300234,-50196.818475714186
SZ002002,-50232.53919227084
SH600426,-50653.06052389438
SZ002037,-50937.17691141588
SH600983,-50959.9416132223
SZ300633,-51439.969632785534
SZ000581,-53157.7252088135
SH600629,-53242.73286549188
SH600612,-54021.097789004736
SH600742,-54537.03560528689
SZ002049,-54575.12762487354
SH601002,-54784.71772705071
SZ000552,-55910.11979626439
SZ300294,-56333.25471738214
SZ300232,-58701.46475181088
SZ002126,-59050.84770627029
SZ000791,-60671.89533647883
SZ002410,-61248.456482518755
SH603899,-61566.67206538841
SH600366,-62117.93121835118
SH601101,-62259.109353862645
SH600835,-62704.80256271921
SZ000813,-62816.694456535275
SH600715,-62950.835746286786
SZ300265,-63034.1286421346
SH600458,-63126.438394971774
SZ300426,-63295.86115419958
SH600403,-64233.50352455053
SZ000586,-65639.77272956516
SZ300176,-66051.28179953748
SZ002701,-66483.99596876127
SZ002217,-67388.33138758253
SH600958,-68161.63227448554
SH600850,-68488.27871564892
SH603218,-68777.777610088
SH600675,-70860.76641317667
SH600025,-71351.70235318504
SH600067,-74314.8906556667
SZ300630,-74718.80946253217
SZ300133,-75514.7298508432
SZ002161,-76253.95823678514
SZ002063,-77961.60793928307
SZ002749,-78995.81067437178
SH600666,-79035.79546624841
SH603306,-80570.62369054917
SZ000922,-80904.87893989938
SZ300487,-81447.64747805707
SZ300502,-81920.40758560714
SZ000055,-82217.62431712204
SH603877,-82545.36101092142
SZ000908,-83570.04081792716
SZ000024,-83758.07610340777
SZ000049,-83898.97706239403
SZ002769,-84350.24972590746
SH600705,-84350.6596068663
SZ000876,-86670.15343912318
SZ002204,-86978.28079055838
SZ300319,-87273.28571283212
SH603023,-87583.2695214391
SZ002859,-87773.75413550064
SZ300146,-87800.90026747494
SZ000528,-87974.58827128913
SH600211,-88003.45699339674
SH600201,-88134.33598185901
SH600894,-88745.73033012042
SZ300228,-89307.18977767124
SH600567,-89545.13986257568
SZ300525,-90795.35700828221
SZ000789,-91047.08067485003
SH600781,-91371.94428025663
SZ002006,-92499.01104231871
SH600569,-92907.54685148643
SH603129,-93248.88583916286
SZ002019,-94335.69728839735
SZ000039,-94793.33625633258
SZ002139,-94920.64593858528
SZ000596,-95887.63787947141
SZ002343,-96519.99087565974
SH603387,-97474.66508803633
SH600348,-98160.138458453
SZ002130,-98262.58210990438
SH600318,-98276.8324388187
SH600651,-98759.96025500773
SZ300144,-100207.28523075441
SZ002035,-100322.03041359375
SZ002219,-100409.85823212814
SZ300188,-100791.14784043655
SH600216,-100990.90007635226
SZ002626,-102152.98616140045
SZ300575,-103686.7904140132
SZ002198,-103789.42459184991
SZ300230,-104873.30190123292
SZ002082,-106863.39706682047
SZ000578,-107038.13630548632
SZ300413,-108568.62480949645
SZ000686,-109703.27634303331
SH603595,-110321.14808335074
SZ300293,-111117.7358085243
SZ300142,-115045.31475783815
SH600745,-116102.89481311338
SZ300423,-116598.88171757397
SZ000655,-121910.08520122583
SZ000034,-125439.0974240487
SH600631,-125599.00171178515
SZ300598,-129011.14814639324
SZ000677,-131864.77751268202
SH600516,-133060.44926319027
SH600681,-134387.37667659647
SZ300263,-134717.6659893429
SH600810,-135543.1673399231
SZ000029,-136699.65811721224
SZ002310,-137041.55034070392
SH603606,-137570.73090423248
SH600048,-140214.078108249
SH600518,-143951.5992462897
SZ002189,-145418.4124528272
SH603360,-147065.41947309743
SZ300559,-148168.09296447353
SZ300751,-149110.25248856377
SH600282,-150937.9294392909
SZ002517,-151565.1476704923
SZ300376,-151597.0341924976
SH600139,-153711.81740103965
SZ002041,-154657.01420767035
SZ300729,-156457.47142756544
SZ300428,-156457.84100337315
SZ000627,-156575.9725499167
SZ300684,-158457.90105535276
SH600826,-163720.72827674123
SZ300208,-164104.37800316
SH600999,-166445.48361936945
SH600622,-166686.1743591501
SZ002648,-166758.72764473828
SZ002234,-168170.38170040166
