symbol,net_contribution
SZ300390,2499798.42439075
SZ300014,1883451.5316716353
SZ002475,1351167.0966812703
SH601012,1319031.2000989642
SZ300595,1265533.9984450706
SZ300763,1151037.7118314637
SZ300296,1098108.088247208
SZ300593,936240.3433834943
SH601888,899684.9921073054
SZ300122,885479.2187137654
SH600702,840750.972276611
SZ300208,829102.6705391443
SH600309,792278.7477538994
SH600981,765358.0577713205
SH603010,732629.9578898312
SZ300638,719480.2721067558
SH600507,716882.6743403842
SZ300677,686639.9550759343
SZ002236,686278.664840448
SZ300850,647284.6301782486
SZ000671,645919.3239160646
SZ002373,604220.2848589781
SH603208,598314.1292393027
SZ002085,585895.5883004051
SH601669,585049.2237040632
SZ002916,565068.1691519761
SH603737,560493.9031036416
SZ002581,557457.0774172794
SH601766,537873.7048813634
SH603613,537107.3601862133
SH600816,531366.7276012141
SZ300726,525914.4966265166
SH603160,516178.294574939
SZ300661,512068.4178255835
SH603444,510445.11498806276
SH603489,481224.3683269378
SH603127,479849.9407348898
SH688298,473280.42519580247
SZ002241,471305.50564573
SH600763,461806.595094718
SZ002508,456491.2596317957
SZ300136,454600.4511171051
SZ002153,452548.297127324
SZ300628,451664.6282692696
SH688516,432840.95826641785
SZ002847,432579.2008325211
SH600132,426056.40178219276
SZ300715,423668.2368270232
SZ000957,423089.9276419433
SZ002036,415070.41667903087
SZ002673,410749.8542931946
SZ300072,407514.3892744829
SZ000333,400061.4974174367
SZ300782,394807.7566684431
SZ002074,388625.7009673041
SZ000977,386758.59688075236
SZ002901,384666.69900174486
SH688036,378988.482349138
SZ002285,378553.35759497783
SH603185,371511.22302108945
SH600233,371254.37452396116
SZ002271,370259.9598678389
SH600687,368025.31603508175
SZ000718,366309.33667357464
SH600886,363719.02540199866
SZ002648,354285.86816219194
SH601100,348400.2858735854
SH688356,345053.24128231197
SZ000661,339739.4840623888
SZ000708,338435.85986746533
SZ300751,336294.4718519354
SH600398,334566.2769836982
SZ002607,330767.7268128537
SH600340,327425.53901670035
SZ300724,327095.50720523077
SH600550,327021.1266214113
SZ002869,321172.83150736056
SZ002008,314647.7597483419
SZ002643,308611.8081129997
SZ000151,305459.61240721727
SZ300017,303992.1350161973
SZ002050,301905.5236508404
SZ300202,297281.6820051481
SZ000960,295195.1134614055
SZ002504,291086.5073053646
SZ000006,290366.34247639007
SH600876,288575.1976904324
SZ300587,287650.2010783355
SZ300529,280839.3129800685
SZ000600,277211.26574708725
SZ002146,275155.2549349745
SH603887,274383.1417758913
