symbol,net_contribution
SZ300763,1819568.6785681462
SZ300390,1788901.1019048784
SZ300014,1734882.059995124
SZ002475,1500583.2799311762
SZ300593,1144687.4828727192
SH600702,1137716.0455419947
SZ002085,1044082.8463795836
SH601012,1032173.8325145224
SZ300726,992193.0425164741
SZ300595,979378.1177774342
SZ002847,969761.9176563213
SZ300122,940355.467952589
SZ002916,938961.6304560073
SH688516,910937.6068467782
SH600606,868712.3669617617
SH603986,847824.2985938389
SZ002709,843809.5988470307
SH603208,836011.616412818
SH603613,779943.5220865619
SZ002236,758681.8143749279
SH603444,752103.056952863
SH601669,740341.0975962449
SH601766,727940.9606146283
SH601888,720276.3296960071
SZ300628,683099.272273099
SH603160,674636.7090390371
SH600507,671151.9742544969
SH600886,656092.4309453517
SZ300850,652596.0254426529
SZ002110,652403.9880770879
SH688356,648114.4150831994
SZ300661,635181.1964322877
SH600981,623157.7743655065
SH600687,618449.1575183576
SZ300296,588089.8579779302
SZ300715,585838.7826084255
SZ000671,570430.0176788017
SZ300033,569631.5754026858
SZ002581,566306.9391485889
SH600487,560161.5098442368
SH688298,551650.041487617
SH603185,551646.8636580978
SH605111,544943.2068572002
SH600816,535695.7459353711
SZ300529,528889.9239378681
SH600233,524519.9134030977
SZ002508,521599.7625034512
SH603887,516205.359143557
SH688036,509265.9323752562
SZ300677,505481.5550773324
SZ000902,493123.1668344748
SZ300638,488525.08629867877
SH601100,474876.5082254538
SH603127,469122.2911757496
SH600021,463475.4863468338
SZ000333,457471.880146605
SH601919,454042.00553243933
SZ002074,452145.6245912326
SH600763,449748.5859333264
SZ002373,447013.63261485635
SZ300587,441890.6113404166
SZ002153,438546.1844635629
SZ002271,437379.86432199134
SZ000708,426635.062454276
SZ300136,423591.24465493206
SH603737,411920.3542822333
SZ002901,406430.92229055334
SZ002869,393814.1410238759
SZ000957,393143.27689982974
SZ000799,387399.86355109
SZ000977,385542.4438978218
SZ000600,377856.99111948384
SZ002458,375332.44610932766
SH601155,374921.0844078859
SZ002635,374431.65243455296
SH600309,369104.16833863687
SZ300202,362710.6410108868
SZ002241,362361.71883324604
SZ000887,356246.5358010874
SZ002607,350486.0186650489
SZ000048,342679.12704190816
SZ002411,341635.5793387051
SH603010,335231.84882781934
SH603605,329692.6370323886
SH603489,328913.0011743426
SZ002050,327661.41915900505
SH600991,327447.1842298265
SZ300450,326950.50517474953
SZ300124,322328.01865005656
SZ300632,317950.4093115092
SH600132,315934.80399556784
SZ002643,315046.6202945681
