symbol,net_contribution
SZ300390,2349981.0332433754
SZ300763,2118996.0051315143
SZ300014,1852085.3843910818
SZ002475,1674498.309851154
SZ300593,1391199.132125741
SZ300726,1310007.91910415
SH600702,1268726.6383984992
SH603986,1225948.2966602517
SZ300122,1211507.2843258241
SZ300595,1208575.8264350947
SH603208,1156205.1490824833
SZ002847,1147727.841125376
SH605111,1051626.034328882
SH601012,1018384.9217107199
SZ002085,1009966.9335667251
SZ002916,1004600.8454022016
SH601669,1001708.8002863196
SH603444,974620.8848451655
SZ002709,924392.906566069
SH688516,897020.6581689031
SH603613,887892.8777709801
SH601766,883613.882553306
SH600606,879223.854919402
SZ002110,871790.4700766696
SZ300850,852835.5247020135
SH601888,849242.1572397366
SH600507,808206.941299737
SZ300661,795212.5420510052
SZ002236,790091.6548329438
SH603160,760842.1725266471
SZ300715,725447.6665741554
SH603010,723094.7694817325
SZ002714,706718.761311091
SZ300296,699943.2938314147
SZ000671,681046.5556806652
SZ300033,673468.6990889241
SH600487,656014.541294002
SH603127,651264.4559150056
SH688298,637136.6343826733
SZ300628,627700.9710879158
SH603887,613347.9491962702
SH600981,606416.8190918402
SZ002581,604243.4277914627
SH688036,586852.2502958493
SH600886,585284.9295710223
SH601919,583506.1820313728
SZ300529,581812.0155559562
SZ300724,576158.8112026771
SH601100,570766.5550104029
SH600233,556450.4200312141
SH600816,553044.9090017765
SH603185,552434.0218784632
SZ002153,542503.3766045866
SZ002508,540516.5558171895
SH600687,535199.123449204
SZ000957,530249.7625034463
SH600309,524082.1458753366
SZ300632,502263.24525573914
SZ002074,499390.9003441129
SH603737,496963.18815526133
SZ300638,483822.34236978274
SZ000799,477048.9254457541
SZ300136,472735.584199055
SZ000708,471188.1947049637
SZ300587,471146.95048341993
SH600763,463128.89060632396
SZ300677,461503.6716407561
SZ002869,440387.0190119636
SH600021,434227.8378661858
SZ000333,434226.9827010973
SZ002271,430667.3649081295
SZ300702,428156.66921667056
SZ000977,418721.2875853381
SH601155,418026.30963318737
SZ300782,416364.23472265527
SZ000600,415044.94718447485
SZ002635,408528.66460210487
SZ002373,396677.345636657
SZ000902,396512.99937078275
SH603605,391992.52768842946
SH600389,380224.5037539187
SZ002901,378831.67161365505
SZ000887,369411.45284186327
SZ002180,368016.3673593018
SZ002605,363537.90766703687
SZ002241,363369.7870529031
SH688169,354177.3154475535
SZ002607,348064.717543487
SZ002643,345465.6963502894
SZ300072,338260.24712474877
SH603489,336608.2231021614
SZ300450,336060.34328757087
SH600991,335316.63238777936
SZ300202,328167.2288334882
SH603267,326573.38841126603
SZ000960,326242.563476105
SZ300017,325437.6593412499
SZ002411,322834.7701245341
SH603659,322006.55604823027
SZ000531,318937.20633800764
SH600446,310374.9930197794
SZ000151,308767.4248536758
SZ002050,306537.0642898065
SH600398,304576.42457924306
SZ002100,293305.74187892815
SZ000048,285381.78123831365
SH600690,285287.15235734265
SZ000036,284193.9651915765
SH688188,283174.04166352237
SZ002458,277232.0371490123
SH600132,276202.70157597074
SH603233,274810.94609873416
SH600131,269904.8248821548
SH600566,263044.5251791687
SZ300251,261027.49386345764
SH603658,261009.07674006012
SZ000656,260525.06521490542
SH601636,259692.31821550848
SH600288,257934.16943666665
SZ300267,256390.74541653908
SZ300132,256358.89644233196
SZ002352,252981.60953010235
SH600807,249536.42379304074
SZ300454,247140.8847399964
SZ002555,244211.03126201732
SH601313,241652.1573211531
SZ002504,241457.8828192745
SH603707,235644.99002740602
SZ300025,234904.34017785906
SZ000527,233665.4694398367
SH601633,231293.5301661851
SZ000157,230795.0994746542
SZ002572,230718.78090386593
SZ000522,229706.81906051686
SZ300124,225514.2858227447
SZ000661,215158.3378445746
SZ300607,214363.7387536124
SZ000826,205615.40356320405
SZ002507,205281.94020566344
SZ300352,203718.38455728855
SH600396,203480.32852941437
SH688301,202770.48871081625
SZ300760,202130.88170563197
SH600582,200532.90026472608
SZ002008,198261.53152459243
SZ002120,198033.57064405538
SH600297,194413.889240582
SZ300662,190742.68805068784
SH600728,190271.4090285041
SZ002697,188260.75704203313
SH600415,186823.30971441182
SH600382,185722.3290505082
SZ300497,181649.922105341
SH600801,181533.26894795813
SZ300237,181342.47573296912
SZ000732,178901.84088623
SH603305,178291.01550254936
SZ000563,177140.81138470094
SZ000718,172457.67983110563
SZ300274,165904.27514130576
SZ000301,159923.9293189817
