symbol,net_contribution
SH603877,-92311.6262629719
SZ002019,-92436.39535557537
SZ300228,-93783.93484693399
SH603387,-94611.85045100597
SZ000039,-94793.33625633258
SZ002343,-94933.36088866263
SH600318,-95235.46492118214
SZ002219,-95674.75089829095
SZ300575,-95867.12168241572
SH600348,-96543.58663256362
SH600651,-97891.74082419451
SZ002198,-98250.26156764431
SZ002130,-98262.58210990438
SZ002139,-98482.5768713723
SH603129,-99044.23645568569
SZ300144,-99370.05713035853
SZ300188,-100142.97325625375
SZ002626,-100267.22463027341
SZ000596,-100427.88996159728
SH600216,-100990.90007635226
SZ300230,-104111.70591025171
SZ300413,-106845.31330458366
SZ002082,-106863.39706682047
SZ000578,-107038.13630548632
SZ300293,-107416.76088161406
SZ300142,-107509.08057339734
SH603595,-108576.94020851527
SZ000686,-108612.6023631735
SZ300423,-111269.86518569221
SZ000034,-121025.7552700165
SZ000655,-121910.08520122583
SZ300502,-122649.83736737655
SH600810,-125053.73238254094
SH600631,-125599.00171178515
SH600745,-128681.25237295101
SH600516,-130995.01161328086
SH600681,-131846.85145579255
SZ000677,-131864.77751268202
SZ300598,-132177.06589231687
SZ300263,-134717.6659893429
SZ002310,-134935.15488299006
SZ000029,-135678.15650574048
SZ002189,-135865.35991794895
SH603360,-137806.99122430314
SH600048,-138794.4606651127
SZ300684,-139721.32491705095
SZ002517,-139954.56700008176
SH600518,-142666.3171101621
SZ300559,-145885.64879830962
SH600282,-148528.89636473428
SH603606,-149870.77480461565
SZ000627,-153161.65505636972
SZ002041,-153257.40321936563
SH600139,-153525.55091674603
SZ300376,-153836.27691712405
SZ002234,-153927.68023106083
SZ300751,-158752.46540282597
SZ300729,-158965.65944929537
SH600826,-162350.83149387722
SZ300208,-163374.05865512916
SH600999,-165058.4379225414
SH600622,-165237.54840957664
SZ002104,-165584.8545694477
SZ000881,-167452.6879747532
SZ002631,-167673.25791782967
SZ000915,-169013.65261136484
SH600545,-172257.72040241997
SH600177,-174423.01329224824
SZ002648,-175647.5329558521
SZ300428,-178270.436540031
SZ000848,-178497.94690141804
SZ002658,-178769.65953339974
SZ300113,-182033.8233807378
SZ000567,-182732.8644273408
SH600252,-184159.07334103016
SH600809,-188548.13038592087
SZ002460,-189246.82082399772
SZ002285,-189632.5565032931
SZ300418,-189688.68923058663
SH688399,-189944.9028329386
SZ002717,-192737.62603863375
SH600633,-193215.73058687075
SZ002761,-200552.58599138644
SH600876,-200663.0360041079
SH600030,-204335.95631428808
SH600452,-204795.0945288419
SZ300531,-206383.37055178243
SZ000065,-207816.21499178337
SZ002768,-208979.41592629452
SZ300011,-210580.08948274737
SZ002280,-212794.6497435515
SZ002812,-214429.9883805008
SH601555,-218852.54619905062
SH600738,-220572.53011457773
SZ002469,-221452.75300618494
SZ300287,-224529.24571782118
SZ002466,-225913.9141752408
SZ002558,-227310.5365069504
SZ000783,-231225.5105990658
SH600486,-232672.57168736856
SZ300482,-234133.94185406878
SZ002258,-237426.4746227864
SZ000016,-238393.09871943737
SH600732,-240028.09563041944
SZ000422,-252069.85474914336
SZ300896,-254066.7140914495
SZ000830,-255102.48454944277
SZ002001,-256520.5602335761
SZ002950,-260847.06122171087
SZ002364,-262424.51118656376
SH600179,-262791.15710308694
SZ300121,-264058.06404667976
SH601099,-264629.8076371916
SZ002354,-265107.53930741164
SH600877,-267762.24287571665
SZ002168,-273109.84304312425
SZ000626,-273241.5453516471
SH600031,-273515.32363325986
SH600743,-275544.80765050824
SH688598,-281155.0709439283
SZ300618,-281801.5247275712
SH600649,-283925.48627085425
SZ000958,-284899.4232372853
SH600376,-285919.9363298731
SZ300016,-291984.4126694234
SZ300207,-301223.8717976635
SZ002270,-301385.30361713923
SZ300567,-305206.7337549487
SH603165,-308794.61552602204
SZ002673,-310366.90203658934
SZ002975,-317183.34549221466
SH600086,-317336.120560123
SZ300601,-326680.0230326061
SZ002487,-328656.9946649661
SZ300443,-331073.04352898174
SZ002036,-333132.7808295039
SZ000046,-334267.0038252373
SH600171,-335044.5991543855
SH603799,-337617.49672154884
SZ000537,-339354.67722262384
SZ300552,-341763.3789445304
SZ002959,-350758.47635780857
SZ002016,-352313.039228866
SH600570,-352661.8365537629
SH688111,-361101.67833276535
SH600230,-362259.6668287449
SZ002838,-367567.8192671889
SZ300216,-371199.41356445465
SZ002553,-375839.02997117233
SH605399,-378037.41900192876
SZ000951,-397279.41766074765
SZ000786,-398581.18959334726
SZ002919,-407259.5025733509
SZ002027,-408792.36732350755
SZ002312,-416799.8728794374
SZ002366,-442013.190716465
SZ000932,-449778.90273096296
SZ300219,-457428.6026767449
SZ300554,-473764.85775986954
SZ300015,-492405.47990375315
SH601377,-519812.65113445744
SZ002064,-532862.1874361024
SZ000516,-538776.5642512497
SZ300059,-543641.7333752516
SH601688,-549802.8705014981
SZ002677,-550292.5241904028
SZ300244,-566813.6205677207
SZ300316,-578602.6667588414
SH603301,-690414.483316028
SH688068,-715170.9911703137
SH603260,-822450.595093356
SZ002803,-1058010.4578201973
