symbol,net_contribution
SZ300390,2150012.3678621696
SZ300014,1721416.3771891617
SZ300763,1703270.3683134045
SZ002475,1508325.4569929712
SZ300593,1222692.9532235614
SH601012,1119293.8028016884
SZ002180,1041262.1181258977
SH603208,1034111.6712331828
SH600702,1021356.9375337475
SZ002085,945217.082795689
SZ300595,878577.5944692269
SZ300726,872280.3395618398
SZ300850,828508.7295552774
SZ002847,791263.2072414078
SZ002709,783485.3774988666
SZ002916,760428.80259664
SH601888,729476.7424121255
SZ300296,728909.4491525475
SH600507,721828.2350873586
SZ300122,711993.5717113549
SZ002236,701816.8848363714
SZ002568,684944.2001551664
SH603185,675632.371013516
SH603127,672103.1068337138
SH603160,667617.8329978301
SH603737,656195.245714607
SZ300628,648368.0725508293
SH603613,640563.2006028594
SZ300638,638579.7676056264
SH688298,637312.4162941573
SH600981,624831.4043313358
SZ000671,619330.4294223783
SZ300208,599255.1848936717
SH601669,593378.5431491907
SH600816,592293.5578014727
SZ300677,572906.0032252315
SZ002648,554905.7645277914
SH603444,548631.724987013
SZ000333,548469.6603852983
SH601919,546242.6240546663
SH603986,545496.0309204366
SZ300715,545339.3319316166
SZ002901,538746.1118371187
SH600309,520770.4950993598
SZ000006,518414.46072746755
SH688356,517094.5617844502
SZ002581,510566.0582513496
SZ300661,505649.3713546102
SH600233,504315.6865173561
SZ300136,495900.3159682872
SZ002153,494369.2136734878
SZ002932,488193.23199204914
SH603606,484978.86153780157
SZ002074,481807.37562171486
SH600550,481002.92620788876
SH600487,480789.62021415896
SH603010,478120.1905265639
SH600763,471609.6345799784
SZ300124,469267.7598622191
SH688036,461073.7033380236
SH600176,453657.89071903576
SZ000957,449852.96630845335
SH600886,443591.10345531
SZ000656,442018.29928851244
SZ002508,435875.32601260976
SZ300025,435010.07862403523
SH601100,434613.68437499576
SZ002271,429370.16317801556
SZ002607,425692.41083771887
SH600687,417678.29854967154
SZ300782,417047.8689620851
SZ300529,409396.3064531153
SH688516,397494.88315536827
SZ300587,394578.46204703697
SZ300072,390387.0953996567
SZ300017,384234.65208421974
SZ002458,381375.4124013285
SZ000960,378452.35717627127
SZ000600,374804.25535367517
SZ002241,369379.52287644456
SZ300100,341980.0808858528
SH600398,341259.125743728
SH603887,340606.1943839523
SH603605,322822.9093531973
SZ300033,320400.6412727712
SH600131,317729.3820363163
SH600991,317360.8735219549
SZ000977,316167.0131088549
SH600801,313806.2417650913
SH603707,308433.5312108882
SZ002643,303829.4580331807
SZ300632,303361.64208402496
SZ000708,302922.36561020126
SZ300132,295929.0462799588
SZ000887,293633.93795680744
SZ300202,292492.1472569087
SZ002008,289696.59950274404
SZ000718,282392.4012753621
SZ002110,278927.579723967
SH601155,275402.6463991804
SH600606,274781.4168106385
SH603489,266222.75749910134
SZ000799,265917.02625083877
SZ000151,262779.7565299064
SZ002373,260091.85296185163
SZ000527,256482.05057609134
SZ300230,256076.11065703025
SH600519,255577.90028011985
SZ000661,255451.99357997894
SZ002504,252722.73436056456
SZ002869,248449.13373239245
SH605111,246694.17496000603
SZ002572,245031.57970398827
SH601633,242703.07521114405
SZ300450,242617.536401276
SZ002030,238528.58488436928
SZ000902,234003.8960566045
SH600571,229853.22545594617
SZ000540,228759.23297369736
SZ000036,226340.317382531
SH600288,224981.91556643104
SZ002841,219792.5197098744
SH600177,216860.78021095973
SZ002050,213604.73245758528
SH600690,212813.6283246089
SZ000522,208537.65567858185
SZ000157,206863.08626458212
SZ002179,205624.36275849503
SZ002146,204416.64630216287
SH600415,202826.71250208316
SZ000531,197440.83885373396
SH600340,193019.03569395328
SZ000732,191581.68827655475
SZ000029,189168.63224186527
SH601003,186721.20459222718
SH601818,185905.25226396834
SZ002411,182789.08646967507
SZ300393,180886.55872627685
SH600132,180683.58453182294
SH600383,178568.29424728296
SZ300590,176055.3820921334
SZ002793,175293.36991739564
SZ000563,173884.53728118428
SH603659,173628.52422178863
SH600297,172194.53727008158
SZ002171,170105.5552537018
SZ002092,169064.69767904433
SZ002468,168918.69161230978
SH601000,167809.00532690412
SH600396,167713.49959411175
SZ000776,167633.80285660166
SZ002081,167365.02523835853
SZ002100,165402.34981416957
SZ002273,165344.74254626012
SZ002605,163406.49146272126
SH600338,161039.08289629605
SZ002467,159533.17194105248
SZ002635,158944.4746055554
SZ300724,158879.1350933977
SZ000568,157257.88592983596
SZ002681,156009.58824399993
SZ002043,155513.40388981067
SH603658,152971.12092180282
SZ002200,150928.6813669236
SZ300365,150623.36050105654
SH688301,150365.73280522833
SZ002069,149175.27244958928
SH600807,146641.72411824728
SH600266,146334.90344341774
SH600315,145713.3473424045
SZ000848,141949.01334894449
SZ300751,141023.6877727462
SH600382,139421.48331598728
SH600582,137788.7939545184
SZ000785,137399.0759520079
SZ300572,137321.03954762174
SZ300454,136991.04142845678
SZ002352,136917.05921570188
SZ300760,135608.1086928253
SZ300662,133682.9057126355
SH603039,133364.87608035072
SH600253,132773.69426311896
SZ300267,132569.51540012995
SZ300462,130448.17939575552
SZ300058,128958.14256273158
SZ300702,126127.31611690368
SZ002434,123869.84096658113
SH600755,122881.70048511785
SZ300113,122245.33895470749
SZ300273,121483.36790151356
SZ000301,120404.56130976591
SZ000673,120344.31483343674
SZ002699,112836.59715262591
SH600039,111917.62938808516
SZ300009,111707.76881794911
SZ000968,111105.9804483375
SZ300251,108255.15580756121
SH600263,108018.44453313085
SZ002597,105798.51984326367
SH601567,105627.83252190775
SZ000826,105511.78115101095
SH603233,105029.70945776347
SH600021,104552.82747163897
SZ002042,104318.957199833
SZ000651,103966.40733209543
SZ002120,99980.223771433
SZ000672,99419.27992267255
SZ002353,97353.02093460184
SZ000681,96940.33076413488
SH600553,96535.69468032575
SZ002450,96474.52467947418
SZ002299,95651.95965301851
SH600258,93969.24839595519
SH600183,90701.66102828307
