symbol,net_contribution
SZ300390,2290976.0028106426
SZ300763,2019308.4601588943
SZ300014,1732275.1634560144
SZ002475,1546056.3832920585
SZ300593,1324223.5610785598
SZ300726,1284351.119208726
SZ300122,1187845.9868336434
SH600702,1185546.2410219477
SH603986,1149002.1957556761
SZ300595,1144808.4044059506
SZ002847,1081536.3892019861
SH603208,1037755.0529994024
SH601669,1007487.6773998307
SZ002085,1004416.7978127939
SH601012,980869.4995073876
SZ002916,960086.423795602
SZ002709,945857.1446944759
SH605111,927905.3244078367
SH601766,889597.612739945
SH603444,889480.1316684906
SH600606,885549.2063936426
SH603613,870955.3844230315
SH688516,863629.4393622178
SZ002110,856837.2143095923
SH601888,836025.4772698153
SZ300850,834637.728098602
SH600507,794076.5149007123
SZ002236,781717.123343775
SZ300628,753712.8179016022
SH603160,734530.4153947956
SZ300661,709017.8424830129
SZ300296,690571.8982854642
SZ002714,690297.814148926
SZ000671,675796.9572559763
SZ300715,665274.8277010228
SZ300033,662650.2663928118
SH603010,644944.3235666126
SH600487,644756.3036643422
SH688298,621621.6904228693
SZ002581,607097.4336283508
SH603185,603283.5121984193
SH603127,600675.7200378751
SH600886,588505.9911222409
SH600981,578933.5876757096
SH688036,573033.931005769
SH688356,568793.6871816147
SH601919,566305.2334484519
SH601100,557794.8212714632
SH603887,554501.2933581518
SZ300529,551470.8324634247
SH600816,546842.0354146068
SH600233,546684.1090915262
SZ002153,545245.3349330247
SZ002508,530983.6375949339
SZ000957,530651.16160596
SZ300724,528790.4455186365
SH600687,523220.0830240351
SH600309,511963.75741086784
SZ002074,505416.12312842766
SZ300632,483618.725311211
SZ300638,477431.63903629396
SZ300136,465527.965004417
SZ000799,465194.0483445795
SZ300587,461094.65005566576
SH603737,457814.5910392249
SH600763,453490.15642870223
SZ300677,452694.1567337855
SZ000708,441684.50450510054
SH600021,436916.3103981144
SZ000333,427269.3018893338
SZ002271,423423.3482906535
SZ000977,421072.85718141426
SZ000600,417286.1464852433
SZ300782,413068.31566468324
SH601155,409202.50289912545
SZ002869,407155.07148842467
SZ002635,405433.10470183275
SZ000902,397357.98366152775
SZ300702,385416.0929872419
SH603605,384205.791373709
SZ002373,375026.18811897514
SZ000887,373097.47044260125
SZ002180,368551.6872992604
SZ002241,364595.6965116973
SH688169,354177.3154475535
SZ002901,352442.911421073
SZ002643,342289.3903033752
SH600389,335188.20330927963
SZ300072,332501.896101872
SZ300202,329554.1348652985
SH603489,328342.3382684761
SZ300450,325350.7146704525
SH600446,324535.37725106627
SH600991,323296.594543468
SZ002605,323097.16021181084
SZ300017,322279.02569798555
SZ000531,320981.6106119444
SH603267,319836.2232925738
SZ002607,317096.52011514246
SH603659,314570.76663998514
SZ002411,312507.4537804797
SZ000151,310568.88469177746
SZ000960,308747.5804129455
SH600398,306062.3402173674
SZ002050,301577.84122418927
SZ000048,282674.8129623743
SH600690,280270.2422897336
SZ000036,279280.2344440426
SH688188,277865.7429585105
SZ002100,268036.59354877146
SZ300251,262353.06433487654
SH600566,262248.6194768882
SZ000656,261645.32633816975
SH600131,258683.48001347645
SZ002458,258178.7768014212
SH600288,256377.89627308914
SZ300267,256365.71778339607
SH601636,254377.63958562375
SH600132,252719.1813740572
SZ300132,252181.27408927237
SH600807,247740.3539097428
SZ002352,246314.65900407324
SH603233,243062.58896945976
SZ002504,242638.00755886425
SH603658,238933.3101128455
SH601313,237690.64654539654
SH600183,236430.2913792337
SZ300025,235965.7451996309
SZ000527,230936.65382758592
SZ002572,229306.5351004022
SZ300454,225957.38033371104
SH601633,225623.95704238676
SZ000522,225474.26882268096
SZ000157,222990.49683541496
SH603707,219851.85706498544
SZ300124,218573.43869601632
SZ000661,213320.7845889388
SZ002555,210742.1763240816
SZ300352,206915.60538719303
SZ000826,206853.05033335823
SH600396,204626.98436981812
SH600582,201611.4225831497
SZ002507,201519.99352996238
SZ002120,198265.98607040348
SH600297,195578.93438648456
SH600728,191207.7840729358
SH600415,187944.2470754257
SH600382,186690.0521603527
SZ300662,182663.95588326687
SZ000732,181604.17068197322
SZ300237,179869.79288196994
SZ300760,177881.59712031018
SH600801,177785.607910787
SH603305,175787.12034155626
SZ000563,174895.66781560943
SZ002008,174066.2569500939
SZ000718,170844.78518899542
SZ300607,170084.771316387
SZ300497,168499.346444926
SZ002697,167604.7535079664
SZ300274,164746.00108612492
SH688301,163880.01830414636
SZ000540,158576.84869380808
SZ000301,157181.27351083094
SZ300009,156130.92995908204
SZ002043,153843.50882878993
SZ300602,153581.723288227
SZ002146,152330.94899240657
SH600315,151347.87466624542
SZ002092,148258.34938309214
SH600553,147474.21175628036
SZ002171,144345.08495556435
SH601003,142656.45086601155
SZ000921,141225.12684711628
SZ000753,140722.74840714934
SZ000877,139327.29186458234
SZ002042,138856.56858332787
SH600383,138808.21998427535
SZ002841,138022.2332391066
SH601000,137703.02747504518
SH600684,137661.5346590386
SZ002699,130555.59973242867
SZ300462,130498.11540743848
SZ300231,127469.00448595494
SZ002706,125666.22030417458
SH600755,125591.28598195431
SZ000673,125227.72494304727
SZ000062,124242.25957551925
SZ300367,119439.22272459057
SH603806,118557.92662075977
SZ300145,117937.61107336474
SH600856,116711.09095566161
SZ002299,115343.68937977322
SZ000838,114914.19775865541
SZ300273,114731.82670944062
SH600519,114653.94743179769
SH600419,113472.71856834891
SZ300100,112742.20041787834
SH603601,111851.3502021078
SZ002179,110561.56157591788
SZ002681,110527.59154878906
SZ002415,108126.91749985307
SZ000717,108079.97974893393
SZ000625,106981.8615899909
SZ000688,106405.868618006
SH603501,105888.4560463106
SZ002081,105047.44071095553
SZ300770,103509.23749092221
SH603039,103011.05259501259
SZ300027,101599.43521964591
SZ002038,101005.0320629573
SZ000968,100661.99339197983
SZ002061,99499.59885921911
SH601818,97935.13756228366
SH600253,97820.25976318907
SZ000651,95996.96876293141
SZ002200,95790.53151881718
SH600081,95660.18078240601
SH600863,95492.70948322874
SH603638,94469.4955205766
SH600340,91768.08539794781
SZ002450,91554.2321794377
SZ300572,90719.04841014964
SH603040,87620.47706284258
SH600263,86599.64453560143
SH600502,86214.12881826359
SH600057,85569.80755081028
SZ000413,85212.73413366004
SZ002030,85042.08094608015
SZ000156,84458.33578453888
SZ000982,83746.93918088693
SH600258,83590.99140856636
SZ300738,83057.47935967264
SZ000408,81814.15729263925
SZ002913,81776.45797127928
SZ300182,81019.71919334529
SZ300285,79837.07467066904
SZ002353,78856.28674951935
SZ300302,78784.11124543403
SZ002722,78744.26083944831
SZ000568,78024.17090018908
SZ002273,77493.38317900832
SZ000011,76662.96879606484
SH600323,76395.86159007752
SZ002294,75641.7841376192
SH600180,74278.2550461145
SZ002597,72825.49643393268
SH603788,71646.69072242442
SZ300058,71178.65818448737
SZ002323,69636.22003550734
SH600422,69273.85767454456
SZ002091,68775.82992541615
SZ300365,68771.56436188263
SH600475,67403.1843036688
SH601567,66411.0418424803
SZ002707,65959.74503125832
SZ002467,65720.73388563312
SH603882,65097.352756158216
SH600535,64786.075336634705
SZ300032,64618.61243587121
SZ000681,64400.54499313526
SZ300026,64400.244545097405
SZ002250,61772.82221242081
SZ002208,60144.93032538588
SZ300088,58892.81042478507
SZ002077,58155.4102836104
SZ002051,57580.073141199886
SH600873,57086.50190070871
SH603338,55938.081876896555
SZ002069,54922.83444708347
SZ000043,54175.94643525401
SZ001914,54012.578616139595
SZ002793,53712.13234971871
SZ000788,52658.61471934599
SZ000963,52113.473373912915
SZ002004,51698.379268636054
SH600157,51361.58351200976
SZ002456,50749.32144683815
SH600662,49536.96027875831
SZ000776,48402.875983823906
SZ002106,48079.48979955132
SH600562,47053.7745809746
SH601360,45852.05676447775
SZ002214,45798.21233041468
SZ300349,45531.67902957427
SZ002468,45136.362791209714
SH603520,44372.69931686984
SZ000861,44044.79346648857
SH603043,44014.23728874652
SH600503,43107.371281238185
SH600287,42950.41693427693
SH603568,42715.01767264621
SH600039,42168.32914352452
SZ300393,41600.415215493646
SH600483,41274.073228305206
SZ002912,40077.63427263254
SH600559,39523.92127849761
SH600527,39321.090915448265
SZ000700,38095.85285537137
SZ002653,36119.274549077905
SH600077,36023.24302773061
SH600710,35833.52684590506
SZ000997,35450.377238431945
SZ300303,35174.38887208828
SH600338,34969.948875475675
SH600658,34831.37485067139
SZ002463,34241.89495370677
SZ000930,34072.14301750122
SH601689,33532.053752039326
SH600111,32797.82258076599
SZ002462,32670.72537515266
SZ002018,32397.307304056187
SZ002664,32359.069365989708
SH601021,31133.86870540434
SZ002360,30987.10450177954
SZ000672,30973.532206968637
SZ002344,30292.770732508623
SZ000553,29985.949786861485
SZ300005,29480.94799401425
SZ002118,28857.435036805633
SZ000001,28728.89299560408
SZ300324,28659.387728968286
SZ000892,28645.67993337469
SZ002470,28005.191411151434
SH600547,27764.415255004948
SH600794,27498.022064224526
SH600885,27122.89234979538
SZ000796,27121.8235946435
SH601865,26796.83905774099
SH600568,26677.658385213872
SH600236,25985.77042249427
SH600266,25973.87039182335
SH600016,25886.259940608405
SZ002595,25779.829427896824
SZ300383,24354.788829088327
SZ002304,23626.091855489824
SH600182,23611.65306652279
SZ002123,23372.905688285187
SZ002249,22382.855216481083
SZ002166,22381.919718449237
SZ002230,22036.526722945273
SZ000785,21727.60453683778
SZ002400,21158.846144802694
SZ000423,20852.5093948734
SH600571,20334.57461205899
SH600771,19572.40093805373
SZ002434,19347.970081970445
SZ000338,19240.274025699764
SH600556,19106.70528019173
SH600076,18973.446412811405
SH601933,18358.877024279325
SH600607,18167.340468834154
SZ000538,17934.332832820714
SH600550,17256.730098212603
SH688536,17252.425105705857
SH600083,16667.439602226368
SZ002718,15098.105292474153
SH600703,14175.114204102603
SZ300070,13988.342034842179
SH603019,13672.409119149903
SH600661,12701.869836710277
SH600595,12633.386781445763
SZ002158,12489.597945506102
SZ002045,12370.313484368031
SH601318,12352.881033418002
SZ002055,12194.037019212788
SH600381,11566.919685812085
SZ002244,11565.508956259699
SZ002213,11039.689132371801
SZ300432,10550.94150209811
SH600020,10101.139988355222
SZ002293,9325.583114659064
SZ000006,9090.448228873545
SH600027,8134.400433143368
SH600505,7771.588499923877
SZ002311,7570.872865892918
SZ002226,7373.312437156099
SZ300156,7031.7850178512745
SZ002056,6393.904183220759
SZ002932,6118.870130580384
SZ002029,5995.501765306923
SZ000631,5912.103828422027
SH601628,5829.620582440984
SH600779,5735.025347779912
SZ300073,5726.262218205025
SZ000736,5017.391351127066
SZ002430,4550.539968059922
SZ000430,4424.52946838463
SH601515,4344.506295967323
SZ300394,4228.132422780036
SZ000737,3606.417054416146
SZ300571,2841.106533903745
SZ002746,2704.5840571192093
SZ000607,1771.7388841724023
SZ000002,1682.3355677073123
SH600259,1451.1681394242332
SH600436,1318.2181566546788
SZ002335,492.59418736502994
SZ300270,145.84195493879326
SZ300342,32.027282567882594
SZ300284,-17.386300905513735
SZ002269,-107.75622979879358
