trade_date,cash,positions_value,total_value,cash_ratio,daily_return
2018-11-15,99979.03220885003,101163.3,201142.33220885,0.4970561448250478,0.005711661044250027
2018-11-16,99979.03220885003,101666.59999999999,201645.63220885,0.49581551117010536,0.002502208234701264
2018-11-19,99979.03220885003,102529.4,202508.43220885002,0.4937030577854661,0.004278793398839298
2018-11-20,99979.03220885003,100660.0,200639.03220885003,0.4983030027017845,-0.009231220545286023
2018-11-21,99979.03220885003,100660.0,200639.03220885003,0.4983030027017845,0.0
2018-11-22,99979.03220885003,100372.4,200351.43220885002,0.4990183055174272,-0.0014334199922806379
2018-11-23,99979.03220885003,98934.4,198913.43220885002,0.5026258463223168,-0.007177388173102761
2018-11-26,99979.03220885003,98215.40000000001,198194.43220885005,0.5044492476130499,-0.0036146377447504596
2018-11-27,99979.03220885003,97855.9,197834.93220885002,0.5053659184076973,-0.0018138753747694025
2018-11-28,99979.03220885003,99150.1,199129.13220885003,0.5020813936154269,0.006541817390640414
2018-11-29,99979.03220885003,97999.7,197978.73220885004,0.5049988506006847,-0.005777155694092206
2018-11-30,99979.03220885003,98862.5,198841.53220885003,0.5028075930527364,0.004358043868519124
2018-12-03,99979.03220885003,101666.59999999999,201645.63220885,0.49581551117010536,0.014102184633413284
2018-12-04,99979.03220885003,101810.4,201789.43220885002,0.495462181118448,0.000713132233139957
2018-12-05,99979.03220885003,101379.0,201358.03220885003,0.49652368525905655,-0.002137872113904815
2018-12-06,99979.03220885003,99293.9,199272.93220885002,0.5017190799604735,-0.010355186615239265
2018-12-07,99979.03220885003,99221.99999999999,199201.03220885003,0.5019001714008599,-0.00036081167272949966
2018-12-10,99979.03220885003,98287.3,198266.33220885,0.5042663123637855,-0.004692244762165898
2018-12-11,99979.03220885003,98718.7,198697.73220885004,0.503171481110628,0.0021758611015489926
2018-12-12,99979.03220885003,98934.4,198913.43220885002,0.5026258463223168,0.0010855685044923735
2018-12-13,99979.03220885003,100588.1,200567.13220885003,0.49848163608752266,0.008313666812926446
2018-12-14,99979.03220885003,98790.6,198769.63220885003,0.5029894712679281,-0.00896208656026587
2018-12-17,99979.03220885003,98718.7,198697.73220885004,0.503171481110628,-0.00036172527564193313
2018-12-18,99979.03220885003,97568.3,197547.33220885,0.5061016572127164,-0.005789698690626399
2018-12-19,99979.03220885003,96489.8,196468.83220885,0.508879861934388,-0.0054594510993435375
2018-12-20,99979.03220885003,96058.40000000001,196037.43220885005,0.5099997030278205,-0.0021957681284601183
2018-12-21,99979.03220885003,94620.40000000001,194599.43220885005,0.5137683654778061,-0.00733533378700868
2018-12-24,99979.03220885003,94908.0,194887.03220885003,0.5130101837751208,0.0014779077037148092
2018-12-25,99979.03220885003,94260.9,194239.93220885002,0.5147192499086691,-0.0033203851106241578
2018-12-26,99979.03220885003,93901.40000000001,193880.43220885005,0.5156736606670629,-0.001850803776091925
2018-12-27,99979.03220885003,93757.6,193736.63220885003,0.516056416739358,-0.0007416942409387284
2018-12-28,99979.03220885003,93613.8,193592.83220885,0.5164397414310855,-0.000742244759602273
2019-01-02,99979.03220885003,92535.29999999999,192514.33220885,0.519332929978363,-0.005570970720840007
2019-01-03,99979.03220885003,92463.40000000001,192442.43220885005,0.5195269622260167,-0.00037347868688530905
2019-01-04,99979.03220885003,94836.09999999999,194815.13220885,0.5131995193354297,0.012329401435879683
2019-01-07,99979.03220885003,95051.8,195030.83220885,0.5126319314568009,0.001107203519328026
2019-01-08,99979.03220885003,95123.7,195102.73220885004,0.5124430143901126,0.00036865965850485516
2019-01-09,99979.03220885003,95914.6,195893.63220885003,0.5103740794507214,0.004053761785116183
2019-01-10,99979.03220885003,95842.7,195821.73220885004,0.5105614738522446,-0.00036703592245068695
2019-01-11,99979.03220885003,96633.6,196612.63220885003,0.5085076736201171,0.004038877560109011
2019-01-14,99979.03220885003,95770.8,195749.83220885,0.5107490059157757,-0.004388324342677663
2019-01-15,99979.03220885003,97496.40000000001,197475.43220885005,0.5062859267633464,0.008815333226742883
2019-01-16,99979.03220885003,97496.40000000001,197475.43220885005,0.5062859267633464,0.0
2019-01-17,99979.03220885003,96993.09999999999,196972.13220885,0.507579580358312,-0.002548671469510988
2019-01-18,99979.03220885003,98718.7,198697.73220885004,0.503171481110628,0.0087606301492964
2019-01-21,99979.03220885003,99221.99999999999,199201.03220885003,0.5019001714008599,0.0025329931771489456
2019-01-22,99979.03220885003,97999.7,197978.73220885004,0.5049988506006847,-0.006136012381293687
2019-01-23,99979.03220885003,97784.0,197763.03220885003,0.5055496524915029,-0.0010895109671298364
2019-01-24,99979.03220885003,98431.1,198410.13220885003,0.5039008396184642,0.0032720978879239304
2019-01-25,99979.03220885003,99150.1,199129.13220885003,0.5020813936154269,0.003623806869112789
2019-01-28,99979.03220885003,99221.99999999999,199201.03220885003,0.5019001714008599,0.00036107223088066576
2019-01-29,99979.03220885003,99509.59999999999,199488.63220885,0.5011765888703839,0.0014437676191279003
