year,strategy_return,benchmark_return,excess_return
2019,0.3732637908130725,0.3606961965560913,0.00923615005964562
2020,0.6983698730565837,0.2721074626520459,0.33508364892057196
2021,0.06025185328053406,-0.05198716608417131,0.11839398724286765
2022,-0.14487153651088358,-0.21632791414537078,0.09118147618663852
2023,-0.19094412840602382,-0.11378155183477212,-0.08706947675373311
2024,0.20082662258445372,0.14683299616951362,0.047080635624612954
2025,0.42246884876135327,0.17663174838405737,0.2089329144100689
