trade_date,symbol,shares,average_cost,close,market_value
2009-02-06,SH600376,83600,4.781433732891083,9.789999961853027,818443.9968109131
2009-02-06,SH600380,138400,2.8908668664455415,5.400000095367432,747360.0131988525
2009-02-06,SH600432,50800,7.872360408544541,16.149999618530273,820419.9806213379
2009-02-06,SH600456,42100,9.482843542099,18.260000228881836,768746.0096359253
2009-02-06,SH600595,78800,5.071521171712876,7.710000038146973,607548.0030059814
2009-02-06,SH600748,67700,5.901769618415833,8.609999656677246,582896.9767570496
2009-02-06,SH600804,78500,5.091526675653458,10.920000076293945,857220.0059890747
2009-02-06,SH601111,115900,3.451034809207916,5.03000020980835,582977.0243167877
2009-02-06,SH601168,72700,5.501650000000001,9.699999809265137,705189.9861335754
2009-02-06,SH601588,160000,2.50075,3.5999999046325684,575999.9847412109
2009-02-06,SZ000572,162600,2.4607380381584165,4.319999694824219,702431.950378418
2009-02-06,SZ000581,96300,4.151245095396042,7.260000228881836,699138.0220413208
2009-02-06,SZ000751,168700,2.3707111240148544,3.7799999713897705,637685.9951734543
2009-02-06,SZ000755,102000,3.921175837826729,6.980000019073486,711960.0019454956
2009-02-06,SZ000878,55200,7.242172248029709,11.879999160766602,655775.9536743164
2009-02-06,SZ000960,45400,8.812642465782165,14.559999465942383,661023.9757537842
2009-02-06,SZ002097,58900,6.792037438821792,14.64000129699707,862296.0763931274
2009-02-06,SZ002202,24200,16.50495,33.45000076293945,809490.0184631348
2009-02-09,SH600008,105800,3.781133732891083,6.099999904632568,645379.9899101257
2009-02-09,SH600026,54700,7.302189713811874,12.109999656677246,662416.9812202454
2009-02-09,SH600110,107500,3.7211160286188125,7.789999961853027,837424.9958992004
2009-02-09,SH600117,116200,3.4410320572376247,6.070000171661377,705334.019947052
2009-02-09,SH600158,120800,3.3109931812524795,6.849999904632568,827479.9884796143
2009-02-09,SH600307,102500,3.9011703338861468,6.84999942779541,702124.9413490295
2009-02-09,SH600309,47700,8.372510885524749,14.050000190734863,670185.009098053
2009-02-09,SH600376,83600,4.781433732891083,10.360000610351562,866096.0510253906
2009-02-09,SH600380,138400,2.8908668664455415,5.550000190734863,768120.0263977051
2009-02-09,SH600432,50800,7.872360408544541,17.71000099182129,899668.0503845215
2009-02-09,SH600456,42100,9.482843542099,19.299999237060547,812529.967880249
2009-02-09,SH600595,78800,5.071521171712876,8.479999542236328,668223.9639282227
2009-02-09,SH600748,67700,5.901769618415833,9.390000343322754,635703.0232429504
2009-02-09,SH600804,78500,5.091526675653458,11.700000762939453,918450.0598907471
2009-02-09,SH601111,115900,3.451034809207916,5.210000038146973,603839.0044212341
2009-02-09,SH601168,72700,5.501650000000001,10.489999771118164,762622.9833602905
2009-02-09,SH601588,160000,2.50075,3.9600000381469727,633600.0061035156
2009-02-09,SZ000572,162600,2.4607380381584165,4.380000114440918,712188.0186080933
2009-02-09,SZ000581,96300,4.151245095396042,7.300000190734863,702990.0183677673
2009-02-09,SZ000751,168700,2.3707111240148544,4.159999847412109,701791.9742584229
2009-02-09,SZ000755,102000,3.921175837826729,7.320000171661377,746640.0175094604
2009-02-09,SZ000878,55200,7.242172248029709,13.069999694824219,721463.9831542969
2009-02-09,SZ000960,45400,8.812642465782165,16.020000457763672,727308.0207824707
2009-02-09,SZ002097,58900,6.792037438821792,15.260000228881836,898814.0134811401
2009-02-09,SZ002202,24200,16.50495,34.83000183105469,842886.0443115234
2009-02-10,SH600008,105800,3.781133732891083,6.190000057220459,654902.0060539246
2009-02-10,SH600026,54700,7.302189713811874,12.229999542236328,668980.9749603271
2009-02-10,SH600110,107500,3.7211160286188125,8.239999771118164,885799.9753952026
2009-02-10,SH600117,116200,3.4410320572376247,6.140000343322754,713468.039894104
2009-02-10,SH600158,120800,3.3109931812524795,7.5400004386901855,910832.0529937744
2009-02-10,SH600307,102500,3.9011703338861468,6.84999942779541,702124.9413490295
2009-02-10,SH600309,47700,8.372510885524749,14.770000457763672,704529.0218353271
2009-02-10,SH600376,83600,4.781433732891083,10.760000228881836,899536.0191345215
2009-02-10,SH600380,138400,2.8908668664455415,6.109999656677246,845623.9524841309
2009-02-10,SH600432,50800,7.872360408544541,18.689998626708984,949451.9302368164
2009-02-10,SH600456,42100,9.482843542099,19.310001373291016,812951.0578155518
2009-02-10,SH600595,78800,5.071521171712876,8.800000190734863,693440.0150299072
2009-02-10,SH600748,67700,5.901769618415833,9.960000038146973,674292.00258255
2009-02-10,SH600804,78500,5.091526675653458,12.420000076293945,974970.0059890747
2009-02-10,SH601111,115900,3.451034809207916,5.190000057220459,601521.0066318512
2009-02-10,SH601168,72700,5.501650000000001,10.710000038146973,778617.0027732849
2009-02-10,SH601588,160000,2.50075,4.289999961853027,686399.9938964844
2009-02-10,SZ000572,162600,2.4607380381584165,4.430000305175781,720318.049621582
2009-02-10,SZ000581,96300,4.151245095396042,7.610000133514404,732843.0128574371
2009-02-10,SZ000751,168700,2.3707111240148544,4.580000400543213,772646.06757164
2009-02-10,SZ000755,102000,3.921175837826729,7.570000171661377,772140.0175094604
2009-02-10,SZ000878,55200,7.242172248029709,14.380001068115234,793776.0589599609
2009-02-10,SZ000960,45400,8.812642465782165,17.030000686645508,773162.031173706
2009-02-10,SZ002097,58900,6.792037438821792,16.790000915527344,988931.0539245605
2009-02-10,SZ002202,24200,16.50495,34.37999725341797,831995.9335327148
2009-02-11,SH600008,105800,3.781133732891083,6.239999771118164,660191.9757843018
2009-02-11,SH600026,54700,7.302189713811874,11.720000267028809,641084.0146064758
2009-02-11,SH600110,107500,3.7211160286188125,8.15999984741211,877199.9835968018
2009-02-11,SH600117,116200,3.4410320572376247,6.450000286102295,749490.0332450867
2009-02-11,SH600158,120800,3.3109931812524795,7.75,936200.0
2009-02-11,SH600307,102500,3.9011703338861468,6.84999942779541,702124.9413490295
2009-02-11,SH600309,47700,8.372510885524749,14.430000305175781,688311.0145568848
2009-02-11,SH600376,83600,4.781433732891083,11.839999198913574,989823.9330291748
2009-02-11,SH600380,138400,2.8908668664455415,6.2300004959106445,862232.0686340332
2009-02-11,SH600432,50800,7.872360408544541,17.920000076293945,910336.0038757324
2009-02-11,SH600456,42100,9.482843542099,18.65999984741211,785585.9935760498
2009-02-11,SH600595,78800,5.071521171712876,8.649999618530273,681619.9699401855
2009-02-11,SH600748,67700,5.901769618415833,10.140000343322754,686478.0232429504
2009-02-11,SH600804,78500,5.091526675653458,12.820000648498535,1006370.050907135
2009-02-11,SH601111,115900,3.451034809207916,5.090000152587891,589931.0176849365
2009-02-11,SH601168,72700,5.501650000000001,10.710000038146973,778617.0027732849
2009-02-11,SH601588,160000,2.50075,4.180000305175781,668800.048828125
2009-02-11,SZ000572,162600,2.4607380381584165,4.869999885559082,791861.9813919067
2009-02-11,SZ000581,96300,4.151245095396042,7.340000152587891,706842.0146942139
2009-02-11,SZ000751,168700,2.3707111240148544,4.580000400543213,772646.06757164
2009-02-11,SZ000755,102000,3.921175837826729,7.369999885559082,751739.9883270264
2009-02-11,SZ000878,55200,7.242172248029709,14.800000190734863,816960.0105285645
2009-02-11,SZ000960,45400,8.812642465782165,16.189998626708984,735025.9376525879
2009-02-11,SZ002097,58900,6.792037438821792,16.899999618530273,995409.9775314331
2009-02-11,SZ002202,24200,16.50495,34.0,822800.0
2009-02-12,SH600008,105800,3.781133732891083,6.190000057220459,654902.0060539246
2009-02-12,SH600026,54700,7.302189713811874,11.40000057220459,623580.0312995911
2009-02-12,SH600110,107500,3.7211160286188125,8.260000228881836,887950.0246047974
2009-02-12,SH600117,116200,3.4410320572376247,6.289999961853027,730897.9955673218
2009-02-12,SH600158,120800,3.3109931812524795,7.59999942779541,918079.9308776855
2009-02-12,SH600307,102500,3.9011703338861468,6.84999942779541,702124.9413490295
2009-02-12,SH600309,47700,8.372510885524749,13.920000076293945,663984.0036392212
2009-02-12,SH600376,83600,4.781433732891083,12.960000038146973,1083456.003189087
2009-02-12,SH600380,138400,2.8908668664455415,6.170000076293945,853928.010559082
2009-02-12,SH600432,50800,7.872360408544541,17.239999771118164,875791.9883728027
2009-02-12,SH600456,42100,9.482843542099,18.220001220703125,767062.0513916016
2009-02-12,SH600595,78800,5.071521171712876,8.40000057220459,661920.0450897217
2009-02-12,SH600748,67700,5.901769618415833,10.40999984741211,704756.9896697998
2009-02-12,SH600804,78500,5.091526675653458,13.350000381469727,1047975.0299453735
2009-02-12,SH601111,115900,3.451034809207916,5.200000286102295,602680.033159256
2009-02-12,SH601168,72700,5.501650000000001,9.979999542236328,725545.966720581
2009-02-12,SH601588,160000,2.50075,4.210000038146973,673600.0061035156
2009-02-12,SZ000572,162600,2.4607380381584165,5.180000305175781,842268.049621582
2009-02-12,SZ000581,96300,4.151245095396042,7.349999904632568,707804.9908161163
2009-02-12,SZ000751,168700,2.3707111240148544,4.580000400543213,772646.06757164
2009-02-12,SZ000755,102000,3.921175837826729,7.170000076293945,731340.0077819824
2009-02-12,SZ000878,55200,7.242172248029709,14.410000801086426,795432.0442199707
2009-02-12,SZ000960,45400,8.812642465782165,15.769999504089355,715957.9774856567
2009-02-12,SZ002097,58900,6.792037438821792,16.6200008392334,978918.0494308472
2009-02-12,SZ002202,24200,16.50495,34.0,822800.0
2009-02-13,SH600008,105800,3.781133732891083,6.810000419616699,720498.0443954468
2009-02-13,SH600026,54700,7.302189713811874,11.84000015258789,647648.0083465576
2009-02-13,SH600110,107500,3.7211160286188125,8.289999961853027,891174.9958992004
