fast,slow,signal,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,invested_ratio,filled_trade_count,rejected_order_count,positive_annualized,beats_buy_hold
8,21,7,0.9591646125437217,0.16211709047541012,0.2906655436114989,0.7303709258409845,0.24546820787626528,105.24540613139372,0.5397160298529059,1.0,359,"{""2021"": -0.0009899889999998024, ""2022"": -0.0843251387818873, ""2023"": 0.015338798055230862, ""2024"": 0.07433494697982868, ""2025"": 0.23937490332900557, ""2026"": 0.5841868852427403}",0.5577444387150837,0.4645390070921986,108,0,True,True
8,21,9,1.060925516248366,0.17533820516864207,0.284914001236346,0.778061328022255,0.24470650063907076,89.90923358754392,0.5476165732510114,1.0,360,"{""2021"": -0.0009899889999998024, ""2022"": -0.047134881200583956, ""2023"": -0.049583755516363515, ""2024"": 0.14251491267407457, ""2025"": 0.2507314003776857, ""2026"": 0.5941208626682009}",0.6154074717556367,0.45656028368794327,94,0,True,True
8,21,12,1.1756968387906936,0.1896546729571753,0.2864988134377804,0.8105991074910621,0.25189695071449725,85.1201731760977,0.5431903509196504,1.0,360,"{""2021"": -0.0009899889999998024, ""2022"": -0.012469670886318673, ""2023"": -0.07827106352256863, ""2024"": 0.2647406562532906, ""2025"": 0.22450031419505545, ""2026"": 0.5449502378907605}",0.6619736768939989,0.46099290780141844,88,0,True,True
8,26,7,1.0414002572243226,0.17284135478860696,0.3024294871018375,0.7706159200181771,0.24412300379847518,97.81553675848335,0.5493709321351009,1.0,360,"{""2021"": -0.0009899889999998024, ""2022"": -0.061958617000903216, ""2023"": -0.03797965261292213, ""2024"": 0.04865810530405179, ""2025"": 0.2567868413665486, ""2026"": 0.718131997244349}",0.5715095986338325,0.45478723404255317,102,0,True,True
8,26,9,1.1803613854913206,0.19022400048823074,0.31317019456124784,0.8153221532589937,0.25062950701436293,87.41575637277553,0.5458308807524223,1.0,360,"{""2021"": -0.0009899889999998024, ""2022"": -0.048732274434642675, ""2023"": -0.09896852238810305, ""2024"": 0.2385060905656049, ""2025"": 0.2293469870156175, ""2026"": 0.6724120506930029}",0.6074141274993777,0.4583333333333333,92,0,True,True
8,26,12,1.2914418776773515,0.20351040279593358,0.2915378732910783,0.8552439402909099,0.25248574618575503,75.39008285753505,0.5449369823113337,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.04860894357124623, ""2023"": -0.07317666958741942, ""2024"": 0.28061583925515454, ""2025"": 0.2986595946120649, ""2026"": 0.4399528688555219}",0.6980581990894336,0.4592198581560284,78,0,True,True
8,34,7,0.8998243633018732,0.15415934245519813,0.3118868074258542,0.7046233865347482,0.24426585780024473,103.73382682097736,0.5502413456009574,1.0,360,"{""2021"": -0.0009899889999998024, ""2022"": 0.00998286070746568, ""2023"": -0.10591575665477071, ""2024"": 0.14023454685687398, ""2025"": 0.21326491387000113, ""2026"": 0.5223038075714783}",0.4942797796660473,0.45390070921985815,106,0,True,True
8,34,9,1.2585370565782519,0.19962775923551623,0.30405498503035966,0.8432848857649875,0.25211509088451217,88.41293225799755,0.5458138611567592,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.053054172213152784, ""2023"": -0.09913620678208312, ""2024"": 0.2643994241822456, ""2025"": 0.32818365587216025, ""2026"": 0.4399224338086043}",0.6565515089830991,0.4583333333333333,90,0,True,True
8,34,12,1.3736387162822377,0.21302352347291253,0.3004912285063016,0.879634137448345,0.2552423192279382,75.60802610565793,0.5387731796318606,1.0,351,"{""2021"": -0.015454354068295761, ""2022"": 0.08396925942460975, ""2023"": -0.06895958883245334, ""2024"": 0.20952729143840987, ""2025"": 0.3764005608711052, ""2026"": 0.4349367237440156}",0.7089176097812293,0.4654255319148936,78,0,True,True
12,21,7,1.3512868693683022,0.2104622648254213,0.27767742275131013,0.8837284886963248,0.2502001288557929,81.68663858396764,0.5458331329029699,1.0,360,"{""2021"": -0.0009899889999998024, ""2022"": -0.025861364030702716, ""2023"": -0.05241312199651782, ""2024"": 0.23851451238813537, ""2025"": 0.23099163797070288, ""2026"": 0.6723984988170602}",0.7579379797611878,0.4583333333333333,86,0,True,True
12,21,9,1.6663023436908673,0.24494444326879594,0.282469651353205,0.9955293938392342,0.25039659667227504,74.94932263624489,0.5484491372619936,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.09008938085271723, ""2023"": -0.07245319377671666, ""2024"": 0.37712018992634366, ""2025"": 0.27962599076770656, ""2026"": 0.5199198858366019}",0.8671531334264052,0.45567375886524825,76,0,True,True
12,21,12,1.264970083962178,0.2003902706398708,0.27981281499578625,0.8419199096495852,0.2538098049014848,70.26488278744814,0.5431778431831777,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.05722290165871735, ""2023"": -0.05368259492111982, ""2024"": 0.31289678209183647, ""2025"": 0.2750476259352519, ""2026"": 0.3736188224611623}",0.7161583026241615,0.46099290780141844,72,0,True,True
12,26,7,1.2984831715543201,0.20433561824962565,0.2762839440394349,0.859368721648552,0.2518952910904225,82.89059168691931,0.5458199286895185,1.0,359,"{""2021"": -0.015454354068295761, ""2022"": 0.023759911015828195, ""2023"": -0.10829741909036861, ""2024"": 0.351191636686347, ""2025"": 0.3143944021604601, ""2026"": 0.4399409424594263}",0.7395855700556387,0.4583333333333333,86,0,True,True
12,26,9,1.7254085394995382,0.25105751235601526,0.2735722063109969,1.0067567710664338,0.25317556119997436,71.3930132939094,0.543168280203986,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.10471593720536387, ""2023"": -0.07559220360027186, ""2024"": 0.3310253406325985, ""2025"": 0.37374361146440993, ""2026"": 0.482482337465582}",0.9177010915743871,0.46099290780141844,74,0,True,True
12,26,12,1.1757302538042151,0.18965875476944216,0.29343753998592204,0.8048169505962193,0.25458222160292177,65.27319122197764,0.5361477606098516,1.0,351,"{""2021"": -0.015454354068295761, ""2022"": 0.026713659887404484, ""2023"": -0.06803966652499738, ""2024"": 0.25140560084193697, ""2025"": 0.33131905135321427, ""2026"": 0.38625199872056926}",0.6463343264755465,0.46808510638297873,68,0,True,True
12,34,7,1.3763954987864109,0.21333811917505496,0.2907115571914368,0.8842751166483139,0.2537768877404651,82.30971290505792,0.5458050252982362,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.06617484473736979, ""2023"": -0.07871016054448399, ""2024"": 0.2640295791379117, ""2025"": 0.35222434318922446, ""2026"": 0.43764667834589477}",0.7338480837711224,0.4583333333333333,84,0,True,True
12,34,9,1.0176196508360613,0.16977516447834495,0.3011445698525317,0.7378633665512693,0.25495564001666443,75.69178688792474,0.5387881531103857,1.0,351,"{""2021"": -0.015454354068295761, ""2022"": 0.014746564497970516, ""2023"": -0.0902397468789502, ""2024"": 0.21145085338473457, ""2025"": 0.3364915708825189, ""2026"": 0.37102972416203905}",0.5637663151671061,0.4654255319148936,78,0,True,True
12,34,12,1.13383487549658,0.18450234653579267,0.3230402811813855,0.7768404160515002,0.25986529957179305,63.10397036074388,0.534366553266717,1.0,351,"{""2021"": -0.005592286976275895, ""2022"": 0.10240605817159243, ""2023"": -0.14702928997605724, ""2024"": 0.21601976345799634, ""2025"": 0.33741992367746154, ""2026"": 0.403176146581107}",0.5711434681181309,0.4698581560283688,66,0,True,True
