model,label,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,invested_ratio,filled_trade_count,rejected_order_count
buy-hold,买入持有,0.24946894610066006,0.0510149191434377,0.554525186496249,0.311858159156182,0.32977786990566554,1.3154953073113083,0.013360397416949957,0.02101238764672751,929,"{""2021"": -0.03535845389933945, ""2022"": -0.30617818732138646, ""2023"": -0.10418035249811575, ""2024"": 0.1623757198196567, ""2025"": 0.35112017489191083, ""2026"": 0.3269374857524199}",0.09199747889861226,1.0,1,0
macd-cross-12-26-9,MACD 金叉/死叉 12/26/9,1.7254085394995382,0.25105751235601526,0.2735722063109969,1.0067567710664338,0.25317556119997436,71.3930132939094,0.543168280203986,1.0,360,"{""2021"": -0.015454354068295761, ""2022"": 0.10471593720536387, ""2023"": -0.07559220360027186, ""2024"": 0.3310253406325985, ""2025"": 0.37374361146440993, ""2026"": 0.482482337465582}",0.9177010915743871,0.46099290780141844,74,0
macd-zero-9-24,MACD 主线零轴 9/24,0.46943133289228745,0.0897876050023314,0.32397635076834697,0.45855764585717174,0.25886647271583674,48.45033571165751,0.5702673841263649,1.0,571,"{""2021"": -0.038518065794847955, ""2022"": 0.03733546721413994, ""2023"": -0.04534033160057016, ""2024"": -0.058358806352084236, ""2025"": 0.31786925362861274, ""2026"": 0.2436053748357765}",0.27714246669360226,0.43351063829787234,50,0
sma-200,收盘价 / SMA200,0.6326112606354368,0.1157295118763002,0.2277734321460405,0.5438427477247052,0.2639352360047001,27.39446472912294,0.5592844524636879,1.0,689,"{""2021"": -0.053024748416354406, ""2022"": 0.0, ""2023"": -0.1447018388567315, ""2024"": 0.2266107938489521, ""2025"": 0.3354278049440005, ""2026"": 0.23055045013798137}",0.5080904773920183,0.4441489361702128,29,0
tsmom-252-monthly,12 月时间序列动量（月频）,0.3115338710883362,0.062459646334811714,0.3538815289116638,0.37056619769532984,0.2417656192291669,4.901971331230567,0.5431246004663857,1.0,922,"{""2021"": -0.04973545499947174, ""2022"": -0.10407826429401845, ""2023"": -0.06430981257927726, ""2024"": -0.08298373895063893, ""2025"": 0.3522386474685639, ""2026"": 0.32770764570222477}",0.17649874670458696,0.46099290780141844,5,0
donchian-120-40,Donchian 120/40,-0.05983116931477572,-0.013688554985194168,0.30341269171534047,0.032119228914020144,0.20260865776778023,6.618633766693057,0.7866015493338535,1.0,766,"{""2021"": 0.0, ""2022"": 0.0, ""2023"": -0.1110188738050405, ""2024"": -0.082993992370339, ""2025"": 0.07318312123302562, ""2026"": 0.07465062070164818}",-0.04511530123478377,0.2154255319148936,7,0
bollinger-20-2,布林均值回归 20/2,-0.029127403624273573,-0.006582078632289101,0.29259733417127765,0.03572232116144802,0.1566852693197698,45.097841728035306,0.7261403679815163,1.0,1114,"{""2021"": -0.0004950461984162269, ""2022"": -0.206330914940271, ""2023"": 0.16270638103188406, ""2024"": -0.04832296829149607, ""2025"": 0.049334464666167976, ""2026"": 0.05405736452729615}",-0.02249534723524224,0.2765957446808511,45,0
elder-risk-sized,Elder 风险定仓,0.0913071029362662,0.019711969726489365,0.05643686191191655,0.4884212321019018,0.041746876392365004,6.934494488743897,0.9560821149122469,1.0,783,"{""2021"": -0.009828671266076006, ""2022"": -0.010394841687800138, ""2023"": -0.0002670636605933696, ""2024"": 0.006891812473662107, ""2025"": 0.05471816366906346, ""2026"": 0.04899024574361044}",0.3492747303571678,0.21187943262411346,34,0
elder-full-exposure,Elder 满仓信号,0.4480071601754305,0.08621766306311107,0.2581872389285269,0.5138399167602395,0.199131460902709,38.1489302666874,0.790034909912566,1.0,783,"{""2021"": -0.04819881222602573, ""2022"": -0.05148049352560413, ""2023"": -0.0025327551269876958, ""2024"": 0.03858975815668275, ""2025"": 0.28449962045925203, ""2026"": 0.20531771985752711}",0.333934641467615,0.21187943262411346,34,0
