order_id,trade_date,symbol,side,execution,requested_shares,filled_shares,unfilled_shares,price,gross_value,commission,tax,reason,model
1,2021-11-29,SH588000,buy,open,132800,132800,0,1.5053009999999998,199903.97279999996,59.97119183999998,0.0,filled,elder-risk-sized
2,2021-12-07,SH588000,sell,open,132800,132800,0,1.4677064,194911.40992,58.473422975999995,0.0,filled,elder-risk-sized
3,2021-12-08,SH588000,buy,open,137000,137000,0,1.4522903999999999,198963.7848,59.689135439999994,0.0,filled,elder-risk-sized
4,2021-12-21,SH588000,sell,open,137000,137000,0,1.4187162,194364.1194,58.30923581999999,0.0,filled,elder-risk-sized
5,2022-08-11,SH588000,buy,open,162900,162900,0,1.215243,197963.0847,59.38892541,0.0,filled,elder-risk-sized
6,2022-08-22,SH588000,sell,open,162900,162900,0,1.1527694,187786.13525999998,56.33584057799999,0.0,filled,elder-risk-sized
7,2023-02-07,SH588000,buy,open,183600,183600,0,1.0672134,195940.38024,58.78211407199999,0.0,filled,elder-risk-sized
8,2023-02-17,SH588000,sell,open,183600,183600,0,1.0457908,192007.19088,57.602157264,0.0,filled,elder-risk-sized
9,2023-03-28,SH588000,buy,open,177700,177700,0,1.0982196,195153.62292,58.54608687599999,0.0,filled,elder-risk-sized
10,2023-04-14,SH588000,sell,open,177700,177700,0,1.1487702,204136.46454,61.24093936199999,0.0,filled,elder-risk-sized
11,2023-04-19,SH588000,buy,open,168300,168300,0,1.170234,196950.3822,59.085114659999995,0.0,filled,elder-risk-sized
12,2023-04-25,SH588000,sell,open,168300,168300,0,1.1407718,191991.89394,57.597568181999996,0.0,filled,elder-risk-sized
13,2024-10-11,SH588000,buy,open,173200,173200,0,1.0002,173234.63999999998,51.97039199999999,0.0,filled,elder-risk-sized
14,2024-11-18,SH588000,sell,open,173200,173200,0,1.039792,180091.9744,54.02759232,0.0,filled,elder-risk-sized
15,2025-02-12,SH588000,buy,open,182300,182300,0,1.0822164,197288.04972,59.186414916,0.0,filled,elder-risk-sized
16,2025-03-04,SH588000,sell,open,182300,182300,0,1.1097780000000002,202312.52940000003,60.693758820000006,0.0,filled,elder-risk-sized
17,2025-03-05,SH588000,buy,open,174200,174200,0,1.1382275999999998,198279.24791999997,59.483774375999985,0.0,filled,elder-risk-sized
18,2025-03-21,SH588000,sell,open,174200,174200,0,1.114777,194194.15339999998,58.25824601999999,0.0,filled,elder-risk-sized
19,2025-07-31,SH588000,buy,open,178000,178000,0,1.1092218,197441.4804,59.23244412,0.0,filled,elder-risk-sized
20,2025-09-05,SH588000,sell,open,178000,178000,0,1.2817436,228150.3608,68.44510824,0.0,filled,elder-risk-sized
21,2025-09-08,SH588000,buy,open,153300,153300,0,1.3272654,203469.78582,61.04093574599999,0.0,filled,elder-risk-sized
22,2025-10-15,SH588000,sell,open,153300,153300,0,1.4787042000000001,226685.35386000003,68.005606158,0.0,filled,elder-risk-sized
23,2025-12-29,SH588000,buy,open,146600,146600,0,1.4192838,208067.00508,62.420101523999996,0.0,filled,elder-risk-sized
24,2026-02-03,SH588000,sell,open,146600,146600,0,1.5506898,227331.12468,68.19933740399999,0.0,filled,elder-risk-sized
25,2026-02-04,SH588000,buy,open,138300,138300,0,1.5323064,211917.97512,63.57539253599999,0.0,filled,elder-risk-sized
26,2026-03-04,SH588000,sell,open,138300,138300,0,1.4537092,201047.98236,60.314394707999995,0.0,filled,elder-risk-sized
27,2026-04-22,SH588000,buy,open,140200,140200,0,1.4962992,209781.14784,62.93434435199999,0.0,filled,elder-risk-sized
28,2026-06-02,SH588000,sell,open,140200,140200,0,1.7556488000000001,246141.96176,73.842588528,0.0,filled,elder-risk-sized
29,2026-06-03,SH588000,buy,open,121300,121300,0,1.7883576,216927.77688000002,65.078333064,0.0,filled,elder-risk-sized
30,2026-07-03,SH588000,sell,open,121300,121300,0,2.0885822,253345.02086,76.00350625799999,0.0,filled,elder-risk-sized
31,2026-07-06,SH588000,buy,open,104200,104200,0,2.1334266,222303.05172,66.69091551599999,0.0,filled,elder-risk-sized
32,2026-07-14,SH588000,sell,open,104200,104200,0,2.0935812,218151.16104,65.445348312,0.0,filled,elder-risk-sized
33,2026-07-15,SH588000,buy,open,90800,90800,0,2.1334266,193715.13528,58.11454058399999,0.0,filled,elder-risk-sized
34,2026-07-20,SH588000,sell,open,90800,90800,0,1.8506298,168037.18584000002,50.411155752,0.0,filled,elder-risk-sized
1,2021-11-29,SH588000,buy,open,657800,657800,0,1.5053009999999998,990186.9977999999,297.05609933999995,0.0,filled,elder-full-exposure
2,2021-12-07,SH588000,sell,open,657800,657800,0,1.4677064,965457.26992,289.63718097599997,0.0,filled,elder-full-exposure
3,2021-12-08,SH588000,buy,open,664500,664500,0,1.4522903999999999,965046.9707999999,289.51409123999997,0.0,filled,elder-full-exposure
4,2021-12-21,SH588000,sell,open,664500,664500,0,1.4187162,942736.9149,282.82107447,0.0,filled,elder-full-exposure
5,2022-08-11,SH588000,buy,open,775500,775500,0,1.215243,942420.9465000001,282.72628395,0.0,filled,elder-full-exposure
6,2022-08-22,SH588000,sell,open,775500,775500,0,1.1527694,893972.6697,268.19180091,0.0,filled,elder-full-exposure
7,2023-02-07,SH588000,buy,open,837600,837600,0,1.0672134,893897.94384,268.16938315199997,0.0,filled,elder-full-exposure
8,2023-02-17,SH588000,sell,open,837600,837600,0,1.0457908,875954.37408,262.78631222399997,0.0,filled,elder-full-exposure
9,2023-03-28,SH588000,buy,open,797300,797300,0,1.0982196,875610.48708,262.68314612399996,0.0,filled,elder-full-exposure
10,2023-04-14,SH588000,sell,open,797300,797300,0,1.1487702,915914.48046,274.77434413799995,0.0,filled,elder-full-exposure
11,2023-04-19,SH588000,buy,open,781900,781900,0,1.170234,915005.9646,274.50178937999993,0.0,filled,elder-full-exposure
12,2023-04-25,SH588000,sell,open,781900,781900,0,1.1407718,891969.47042,267.590841126,0.0,filled,elder-full-exposure
13,2024-10-11,SH588000,buy,open,891500,891500,0,1.0002,891678.2999999999,267.50348999999994,0.0,filled,elder-full-exposure
14,2024-11-18,SH588000,sell,open,891500,891500,0,1.039792,926974.5680000001,278.0923704,0.0,filled,elder-full-exposure
15,2025-02-12,SH588000,buy,open,855700,855700,0,1.0822164,926052.57348,277.81577204399997,0.0,filled,elder-full-exposure
16,2025-03-04,SH588000,sell,open,855700,855700,0,1.1097780000000002,949637.0346000001,284.89111038,0.0,filled,elder-full-exposure
17,2025-03-05,SH588000,buy,open,833600,833600,0,1.1382275999999998,948826.5273599998,284.6479582079999,0.0,filled,elder-full-exposure
18,2025-03-21,SH588000,sell,open,833600,833600,0,1.114777,929278.1072,278.78343215999996,0.0,filled,elder-full-exposure
19,2025-07-31,SH588000,buy,open,837500,837500,0,1.1092218,928973.2575000001,278.69197725,0.0,filled,elder-full-exposure
20,2025-09-05,SH588000,sell,open,837500,837500,0,1.2817436,1073460.265,322.0380794999999,0.0,filled,elder-full-exposure
21,2025-09-08,SH588000,buy,open,807200,807200,0,1.3272654,1071368.6308799998,321.4105892639999,0.0,filled,elder-full-exposure
22,2025-10-15,SH588000,sell,open,807200,807200,0,1.4787042000000001,1193610.03024,358.083009072,0.0,filled,elder-full-exposure
23,2025-12-29,SH588000,buy,open,839700,839700,0,1.4192838,1191772.6068600002,357.53178205800003,0.0,filled,elder-full-exposure
24,2026-02-03,SH588000,sell,open,839700,839700,0,1.5506898,1302114.22506,390.634267518,0.0,filled,elder-full-exposure
25,2026-02-04,SH588000,buy,open,848600,848600,0,1.5323064,1300315.21104,390.09456331199993,0.0,filled,elder-full-exposure
26,2026-03-04,SH588000,sell,open,848600,848600,0,1.4537092,1233617.62712,370.085288136,0.0,filled,elder-full-exposure
27,2026-04-22,SH588000,buy,open,824300,824300,0,1.4962992,1233399.43056,370.01982916799994,0.0,filled,elder-full-exposure
28,2026-06-02,SH588000,sell,open,824300,824300,0,1.7556488000000001,1447181.30584,434.154391752,0.0,filled,elder-full-exposure
29,2026-06-03,SH588000,buy,open,807600,807600,0,1.7883576,1444277.59776,433.283279328,0.0,filled,elder-full-exposure
30,2026-07-03,SH588000,sell,open,807600,807600,0,2.0885822,1686738.9847199998,506.0216954159999,0.0,filled,elder-full-exposure
31,2026-07-06,SH588000,buy,open,789100,789100,0,2.1334266,1683486.93006,505.04607901799994,0.0,filled,elder-full-exposure
32,2026-07-14,SH588000,sell,open,789100,789100,0,2.0935812,1652044.9249200001,495.613477476,0.0,filled,elder-full-exposure
33,2026-07-15,SH588000,buy,open,774000,774000,0,2.1334266,1651272.1883999999,495.3816565199999,0.0,filled,elder-full-exposure
34,2026-07-20,SH588000,sell,open,774000,774000,0,1.8506298,1432387.4652,429.71623955999996,0.0,filled,elder-full-exposure
