order_id,trade_date,symbol,side,execution,requested_shares,filled_shares,unfilled_shares,price,gross_value,commission,tax,reason,model
58,2025-05-19,SH588000,sell,open,1412800,1412800,0,1.0437912,1474668.2073600001,442.400462208,0.0,filled,macd-cross-12-26-9
59,2025-06-05,SH588000,buy,open,1415700,1415700,0,1.0412081999999998,1474038.4487399997,442.2115346219999,0.0,filled,macd-cross-12-26-9
60,2025-06-16,SH588000,sell,open,1415700,1415700,0,1.0197960000000001,1443725.1972000003,433.11755916000004,0.0,filled,macd-cross-12-26-9
61,2025-06-26,SH588000,buy,open,1378100,1378100,0,1.0472093999999998,1443159.2741399999,432.9477822419999,0.0,filled,macd-cross-12-26-9
62,2025-08-11,SH588000,sell,open,1378100,1378100,0,1.0957808,1510095.52048,453.02865614399997,0.0,filled,macd-cross-12-26-9
63,2025-08-14,SH588000,buy,open,1330000,1330000,0,1.1342268,1508521.644,452.5564932,0.0,filled,macd-cross-12-26-9
64,2025-09-08,SH588000,sell,open,1330000,1330000,0,1.3267346,1764557.018,529.3671053999999,0.0,filled,macd-cross-12-26-9
65,2025-09-18,SH588000,buy,open,1209300,1209300,0,1.4562912,1761092.94816,528.327884448,0.0,filled,macd-cross-12-26-9
66,2025-10-15,SH588000,sell,open,1209300,1209300,0,1.4787042000000001,1788196.98906,536.459096718,0.0,filled,macd-cross-12-26-9
67,2025-12-05,SH588000,buy,open,1285200,1285200,0,1.390278,1786785.2855999998,536.0355856799999,0.0,filled,macd-cross-12-26-9
68,2026-01-30,SH588000,sell,open,1285200,1285200,0,1.5786842,2028924.93384,608.6774801519999,0.0,filled,macd-cross-12-26-9
69,2026-04-09,SH588000,buy,open,1438300,1438300,0,1.4082815999999998,2025531.4252799996,607.6594275839998,0.0,filled,macd-cross-12-26-9
70,2026-06-01,SH588000,sell,open,1438300,1438300,0,1.8406318,2647380.71794,794.2142153819999,0.0,filled,macd-cross-12-26-9
71,2026-06-18,SH588000,buy,open,1364000,1364000,0,1.935387,2639867.868,791.9603603999999,0.0,filled,macd-cross-12-26-9
72,2026-07-08,SH588000,sell,open,1364000,1364000,0,2.1415716,2921103.6624,876.3310987199999,0.0,filled,macd-cross-12-26-9
73,2026-07-10,SH588000,buy,open,1249400,1249400,0,2.3344668,2916682.81992,875.004845976,0.0,filled,macd-cross-12-26-9
74,2026-07-13,SH588000,sell,open,1249400,1249400,0,2.159568,2698164.2592,809.44927776,0.0,filled,macd-cross-12-26-9
1,2021-11-29,SH588000,buy,open,657800,657800,0,1.5053009999999998,990186.9977999999,297.05609933999995,0.0,filled,macd-zero-9-24
2,2021-12-09,SH588000,sell,open,657800,657800,0,1.4687062000000002,966114.9383600001,289.834481508,0.0,filled,macd-zero-9-24
3,2021-12-13,SH588000,buy,open,645000,645000,0,1.4972994000000002,965758.1130000001,289.7274339,0.0,filled,macd-zero-9-24
4,2021-12-16,SH588000,sell,open,645000,645000,0,1.4767046000000001,952474.4670000001,285.7423401,0.0,filled,macd-zero-9-24
5,2022-05-19,SH588000,buy,open,914300,914300,0,1.0412081999999998,951976.6572599998,285.5929971779999,0.0,filled,macd-zero-9-24
6,2022-07-14,SH588000,sell,open,914300,914300,0,1.0967806,1002786.50258,300.83595077399997,0.0,filled,macd-zero-9-24
7,2022-07-25,SH588000,buy,open,881600,881600,0,1.1362271999999998,1001697.8995199997,300.5093698559999,0.0,filled,macd-zero-9-24
8,2022-08-25,SH588000,sell,open,881600,881600,0,1.1217756,988957.3689600001,296.687210688,0.0,filled,macd-zero-9-24
9,2022-10-28,SH588000,buy,open,950300,950300,0,1.040208,988509.6624,296.55289872,0.0,filled,macd-zero-9-24
10,2022-11-29,SH588000,sell,open,950300,950300,0,1.039792,988114.3376000001,296.43430128,0.0,filled,macd-zero-9-24
11,2023-01-11,SH588000,buy,open,957700,957700,0,1.0312062,987586.17774,296.275853322,0.0,filled,macd-zero-9-24
12,2023-01-12,SH588000,sell,open,957700,957700,0,1.014797,971871.0869,291.56132606999995,0.0,filled,macd-zero-9-24
13,2023-01-17,SH588000,buy,open,938400,938400,0,1.035207,971438.2488,291.43147464,0.0,filled,macd-zero-9-24
14,2023-02-22,SH588000,sell,open,938400,938400,0,1.0327933999999999,969173.3265599998,290.75199796799996,0.0,filled,macd-zero-9-24
15,2023-03-16,SH588000,buy,open,928500,928500,0,1.0432085999999998,968619.1850999999,290.5857555299999,0.0,filled,macd-zero-9-24
16,2023-03-17,SH588000,sell,open,928500,928500,0,1.039792,965446.8720000001,289.6340616,0.0,filled,macd-zero-9-24
17,2023-03-20,SH588000,buy,open,912700,912700,0,1.0572114,964916.8447799999,289.47505343399996,0.0,filled,macd-zero-9-24
18,2023-05-05,SH588000,sell,open,912700,912700,0,1.1067786,1010156.8282199999,303.0470484659999,0.0,filled,macd-zero-9-24
19,2023-06-20,SH588000,buy,open,918800,918800,0,1.0982196,1009044.16848,302.71325054399995,0.0,filled,macd-zero-9-24
20,2023-06-26,SH588000,sell,open,918800,918800,0,1.0587882,972814.5981599999,291.8443794479999,0.0,filled,macd-zero-9-24
21,2023-11-08,SH588000,buy,open,1042300,1042300,0,0.9331866,972660.39318,291.79811795399996,0.0,filled,macd-zero-9-24
22,2023-11-27,SH588000,sell,open,1042300,1042300,0,0.904819,943092.8437000001,282.92785311,0.0,filled,macd-zero-9-24
23,2024-02-28,SH588000,buy,open,1127500,1127500,0,0.8361672,942778.518,282.83355539999997,0.0,filled,macd-zero-9-24
24,2024-03-28,SH588000,sell,open,1127500,1127500,0,0.7878424,888292.3060000001,266.4876918,0.0,filled,macd-zero-9-24
25,2024-05-08,SH588000,buy,open,1104600,1104600,0,0.8041608,888276.01968,266.482805904,0.0,filled,macd-zero-9-24
26,2024-05-17,SH588000,sell,open,1104600,1104600,0,0.7788442000000001,860311.3033200001,258.093390996,0.0,filled,macd-zero-9-24
27,2024-06-13,SH588000,buy,open,1081600,1081600,0,0.7951590000000001,860043.9744000001,258.01319232,0.0,filled,macd-zero-9-24
28,2024-06-26,SH588000,sell,open,1081600,1081600,0,0.7508498,812119.14368,243.63574310399997,0.0,filled,macd-zero-9-24
29,2024-07-22,SH588000,buy,open,1035700,1035700,0,0.7841568,812151.19776,243.64535932799998,0.0,filled,macd-zero-9-24
30,2024-07-26,SH588000,sell,open,1035700,1035700,0,0.7488502,775584.15214,232.675245642,0.0,filled,macd-zero-9-24
31,2024-08-02,SH588000,buy,open,1010800,1010800,0,0.7671534,775438.65672,232.63159701599997,0.0,filled,macd-zero-9-24
32,2024-08-06,SH588000,sell,open,1010800,1010800,0,0.7468506,754916.58648,226.474975944,0.0,filled,macd-zero-9-24
33,2024-09-30,SH588000,buy,open,887700,887700,0,0.85017,754695.909,226.4087727,0.0,filled,macd-zero-9-24
34,2024-12-19,SH588000,sell,open,887700,887700,0,1.0217956000000001,907047.9541200001,272.11438623600003,0.0,filled,macd-zero-9-24
35,2024-12-23,SH588000,buy,open,849600,849600,0,1.065213,905004.9648,271.50148943999994,0.0,filled,macd-zero-9-24
36,2025-01-06,SH588000,sell,open,849600,849600,0,0.994801,845182.9296,253.55487888,0.0,filled,macd-zero-9-24
37,2025-02-07,SH588000,buy,open,792000,792000,0,1.0672134,845233.0128,253.56990384,0.0,filled,macd-zero-9-24
38,2025-03-25,SH588000,sell,open,792000,792000,0,1.0977804000000002,869442.0768000002,260.83262304000004,0.0,filled,macd-zero-9-24
39,2025-05-09,SH588000,buy,open,809500,809500,0,1.0732146,868767.2187,260.63016560999995,0.0,filled,macd-zero-9-24
40,2025-05-12,SH588000,sell,open,809500,809500,0,1.0607878,858707.7241,257.61231723,0.0,filled,macd-zero-9-24
41,2025-07-01,SH588000,buy,open,813400,813400,0,1.055211,858308.6273999999,257.49258821999996,0.0,filled,macd-zero-9-24
42,2025-11-12,SH588000,sell,open,813400,813400,0,1.4457108,1175941.16472,352.782349416,0.0,filled,macd-zero-9-24
43,2025-12-29,SH588000,buy,open,825900,825900,0,1.4192838,1172186.4904200002,351.655947126,0.0,filled,macd-zero-9-24
44,2026-02-10,SH588000,sell,open,825900,825900,0,1.5376924,1269980.15316,380.99404594799995,0.0,filled,macd-zero-9-24
45,2026-02-13,SH588000,buy,open,818100,818100,0,1.55031,1268308.611,380.4925833,0.0,filled,macd-zero-9-24
46,2026-03-04,SH588000,sell,open,818100,818100,0,1.4537092,1189279.49652,356.783848956,0.0,filled,macd-zero-9-24
47,2026-04-15,SH588000,buy,open,797500,797500,0,1.4912982000000001,1189310.3145,356.79309435,0.0,filled,macd-zero-9-24
48,2026-06-12,SH588000,sell,open,797500,797500,0,1.824635,1455146.4125,436.54392375,0.0,filled,macd-zero-9-24
49,2026-06-16,SH588000,buy,open,786700,786700,0,1.845369,1451751.7923,435.52553768999996,0.0,filled,macd-zero-9-24
50,2026-07-20,SH588000,sell,open,786700,786700,0,1.8506298,1455890.4636600001,436.767139098,0.0,filled,macd-zero-9-24
1,2021-11-29,SH588000,buy,open,657800,657800,0,1.5053009999999998,990186.9977999999,297.05609933999995,0.0,filled,sma-200
2,2021-12-08,SH588000,sell,open,657800,657800,0,1.4517096,954934.57488,286.48037246399997,0.0,filled,sma-200
3,2021-12-09,SH588000,buy,open,649700,649700,0,1.4692938,954600.18186,286.380054558,0.0,filled,sma-200
4,2021-12-20,SH588000,sell,open,649700,649700,0,1.4437112,937979.1666400001,281.393749992,0.0,filled,sma-200
5,2023-01-30,SH588000,buy,open,859300,859300,0,1.0912182,937683.7992599999,281.30513977799995,0.0,filled,sma-200
6,2023-02-01,SH588000,sell,open,859300,859300,0,1.0577884000000002,908957.5721200001,272.687271636,0.0,filled,sma-200
7,2023-02-02,SH588000,buy,open,845900,845900,0,1.0742148,908678.29932,272.60348979599996,0.0,filled,sma-200
8,2023-02-07,SH588000,sell,open,845900,845900,0,1.0667866,902394.7849399999,270.71843548199996,0.0,filled,sma-200
9,2023-02-10,SH588000,buy,open,834900,834900,0,1.080216,901872.3384,270.56170152,0.0,filled,sma-200
10,2023-02-13,SH588000,sell,open,834900,834900,0,1.0617876000000002,886486.4672400001,265.945940172,0.0,filled,sma-200
11,2023-03-24,SH588000,buy,open,805400,805400,0,1.10022,886117.188,265.83515639999996,0.0,filled,sma-200
12,2023-05-11,SH588000,sell,open,805400,805400,0,1.0767846,867242.3168400001,260.172695052,0.0,filled,sma-200
13,2023-05-19,SH588000,buy,open,801800,801800,0,1.0812161999999998,866919.1491599999,260.075744748,0.0,filled,sma-200
14,2023-05-24,SH588000,sell,open,801800,801800,0,1.054789,845729.8202,253.71894605999998,0.0,filled,sma-200
15,2023-05-29,SH588000,buy,open,778300,778300,0,1.0862172,845402.8467600001,253.620854028,0.0,filled,sma-200
16,2023-05-30,SH588000,sell,open,778300,778300,0,1.0697860000000001,832614.4438000001,249.78433314000003,0.0,filled,sma-200
17,2023-05-31,SH588000,buy,open,765500,765500,0,1.0872174,832264.9197,249.67947590999998,0.0,filled,sma-200
18,2023-06-07,SH588000,sell,open,765500,765500,0,1.0677864000000001,817390.4892000001,245.21714676,0.0,filled,sma-200
19,2023-06-12,SH588000,buy,open,759200,759200,0,1.0762152,817062.57984,245.118773952,0.0,filled,sma-200
20,2023-06-27,SH588000,sell,open,759200,759200,0,1.0567886,802313.90512,240.69417153599997,0.0,filled,sma-200
21,2024-09-30,SH588000,buy,open,943300,943300,0,0.85017,801965.361,240.58960829999998,0.0,filled,sma-200
22,2025-06-23,SH588000,sell,open,943300,943300,0,1.0017996,944997.56268,283.49926880399994,0.0,filled,sma-200
23,2025-06-24,SH588000,buy,open,929900,929900,0,1.0142028,943107.1837200001,282.932155116,0.0,filled,sma-200
24,2026-03-24,SH588000,sell,open,929900,929900,0,1.344731,1250465.3569,375.13960706999995,0.0,filled,sma-200
25,2026-03-25,SH588000,buy,open,914500,914500,0,1.3632726,1246712.7926999999,374.0138378099999,0.0,filled,sma-200
26,2026-04-01,SH588000,sell,open,914500,914500,0,1.3537292,1237985.3534000001,371.39560602,0.0,filled,sma-200
27,2026-04-02,SH588000,buy,open,907600,907600,0,1.3632726,1237306.2117599999,371.19186352799994,0.0,filled,sma-200
28,2026-04-03,SH588000,sell,open,907600,907600,0,1.334733,1211403.6708,363.42110124,0.0,filled,sma-200
29,2026-04-09,SH588000,buy,open,859900,859900,0,1.4082815999999998,1210981.34784,363.29440435199996,0.0,filled,sma-200
1,2021-12-01,SH588000,buy,open,647900,647900,0,1.5283056,990189.1982399999,297.05675947199995,0.0,filled,tsmom-252-monthly
2,2022-02-07,SH588000,sell,open,647900,647900,0,1.2997400000000001,842101.5460000001,252.6304638,0.0,filled,tsmom-252-monthly
3,2023-05-04,SH588000,buy,open,749100,749100,0,1.125225,842906.0475,252.87181424999997,0.0,filled,tsmom-252-monthly
4,2023-07-03,SH588000,sell,open,749100,749100,0,1.0527894,788644.53954,236.593361862,0.0,filled,tsmom-252-monthly
5,2024-10-08,SH588000,buy,open,691700,691700,0,1.1402279999999998,788695.7075999998,236.60871227999993,0.0,filled,tsmom-252-monthly
1,2023-04-04,SH588000,buy,open,846800,846800,0,1.1692338,990107.18184,297.03215455199995,0.0,filled,donchian-120-40
2,2023-07-10,SH588000,sell,open,846800,846800,0,1.0387922,879649.23496,263.894770488,0.0,filled,donchian-120-40
3,2024-10-08,SH588000,buy,open,772000,772000,0,1.1402279999999998,880256.0159999998,264.07680479999993,0.0,filled,donchian-120-40
4,2025-01-07,SH588000,sell,open,772000,772000,0,0.9908018000000001,764898.9896000001,229.46969688000001,0.0,filled,donchian-120-40
5,2025-08-21,SH588000,buy,open,633000,633000,0,1.2092418,765450.0594,229.63501782,0.0,filled,donchian-120-40
6,2025-11-21,SH588000,sell,open,633000,633000,0,1.3707258,867669.4314,260.30082941999996,0.0,filled,donchian-120-40
7,2026-05-07,SH588000,buy,open,494300,494300,0,1.7523503999999999,866186.8027199999,259.85604081599996,0.0,filled,donchian-120-40
1,2021-12-08,SH588000,buy,open,681800,681800,0,1.4522903999999999,990171.5947199999,297.05147841599995,0.0,filled,bollinger-20-2
2,2022-01-04,SH588000,sell,open,681800,681800,0,1.4537092,991138.93256,297.34167976799995,0.0,filled,bollinger-20-2
3,2022-01-28,SH588000,buy,open,760600,760600,0,1.3022604,990499.26024,297.14977807199995,0.0,filled,bollinger-20-2
4,2022-02-24,SH588000,sell,open,760600,760600,0,1.2707458,966529.25548,289.958776644,0.0,filled,bollinger-20-2
5,2022-03-09,SH588000,buy,open,811100,811100,0,1.1912382000000001,966213.3040200002,289.86399120600004,0.0,filled,bollinger-20-2
6,2022-05-11,SH588000,sell,open,811100,811100,0,1.0127974,821479.9711399999,246.44399134199995,0.0,filled,bollinger-20-2
7,2022-07-13,SH588000,buy,open,750200,750200,0,1.0962192000000002,822383.6438400001,246.71509315200004,0.0,filled,bollinger-20-2
8,2022-07-22,SH588000,sell,open,750200,750200,0,1.1477704,861057.35408,258.31720622399996,0.0,filled,bollinger-20-2
9,2022-08-26,SH588000,buy,open,774100,774100,0,1.1112222,860197.10502,258.05913150599997,0.0,filled,bollinger-20-2
10,2022-10-21,SH588000,sell,open,774100,774100,0,1.0057988,778588.85108,233.576655324,0.0,filled,bollinger-20-2
11,2022-12-20,SH588000,buy,open,783400,783400,0,0.9941987999999999,778855.3399199999,233.65660197599996,0.0,filled,bollinger-20-2
12,2023-01-04,SH588000,sell,open,783400,783400,0,1.0227954,801257.9163599999,240.37737490799995,0.0,filled,bollinger-20-2
13,2023-02-20,SH588000,buy,open,779400,779400,0,1.0272054,800603.88876,240.18116662799997,0.0,filled,bollinger-20-2
14,2023-03-07,SH588000,sell,open,779400,779400,0,1.04979,818206.326,245.46189779999997,0.0,filled,bollinger-20-2
15,2023-07-21,SH588000,buy,open,813300,813300,0,1.0052009999999998,817529.9732999998,245.25899198999994,0.0,filled,bollinger-20-2
16,2023-08-07,SH588000,sell,open,813300,813300,0,1.0187962,828586.9494599999,248.57608483799996,0.0,filled,bollinger-20-2
17,2023-08-14,SH588000,buy,open,847300,847300,0,0.9771953999999999,827977.66242,248.39329872599995,0.0,filled,bollinger-20-2
18,2023-08-30,SH588000,sell,open,847300,847300,0,0.9768046,827646.53758,248.29396127399997,0.0,filled,bollinger-20-2
19,2023-10-24,SH588000,buy,open,932400,932400,0,0.8871774,827204.20776,248.161262328,0.0,filled,bollinger-20-2
20,2023-10-31,SH588000,sell,open,932400,932400,0,0.9198160000000001,857636.4384000001,257.29093152,0.0,filled,bollinger-20-2
21,2023-12-06,SH588000,buy,open,963600,963600,0,0.8891778,856811.72808,257.043518424,0.0,filled,bollinger-20-2
22,2023-12-12,SH588000,sell,open,963600,963600,0,0.9208158000000001,887298.1048800001,266.189431464,0.0,filled,bollinger-20-2
23,2023-12-27,SH588000,buy,open,1018700,1018700,0,0.870174,886446.2538,265.93387613999994,0.0,filled,bollinger-20-2
24,2024-01-02,SH588000,sell,open,1018700,1018700,0,0.8978204000000001,914609.6414800001,274.382892444,0.0,filled,bollinger-20-2
25,2024-01-08,SH588000,buy,open,1081200,1081200,0,0.845169,913796.7228,274.13901683999995,0.0,filled,bollinger-20-2
26,2024-02-08,SH588000,sell,open,1081200,1081200,0,0.7838432000000001,847491.2678400001,254.24738035200002,0.0,filled,bollinger-20-2
27,2024-03-27,SH588000,buy,open,1047600,1047600,0,0.8091618,847677.90168,254.303370504,0.0,filled,bollinger-20-2
28,2024-04-29,SH588000,sell,open,1047600,1047600,0,0.789842,827438.4792000001,248.23154376,0.0,filled,bollinger-20-2
29,2024-05-27,SH588000,buy,open,1088100,1088100,0,0.7601519999999999,827121.3912,248.13641735999997,0.0,filled,bollinger-20-2
30,2024-06-05,SH588000,sell,open,1088100,1088100,0,0.7878424,857251.31544,257.175394632,0.0,filled,bollinger-20-2
31,2024-06-26,SH588000,buy,open,1140200,1140200,0,0.7511502,856461.4580399999,256.938437412,0.0,filled,bollinger-20-2
32,2024-07-17,SH588000,sell,open,1140200,1140200,0,0.7628474000000001,869798.60548,260.939581644,0.0,filled,bollinger-20-2
33,2025-01-03,SH588000,buy,open,861200,861200,0,1.0092017999999998,869124.5901599998,260.7373770479999,0.0,filled,bollinger-20-2
34,2025-01-15,SH588000,sell,open,861200,861200,0,1.0307937999999999,887719.6205599998,266.3158861679999,0.0,filled,bollinger-20-2
35,2025-03-24,SH588000,buy,open,811400,811400,0,1.0932186,887037.57204,266.111271612,0.0,filled,bollinger-20-2
36,2025-04-18,SH588000,sell,open,811400,811400,0,1.0627874,862345.69636,258.70370890799995,0.0,filled,bollinger-20-2
37,2025-06-18,SH588000,buy,open,852500,852500,0,1.0112021999999998,862049.8754999998,258.61496264999994,0.0,filled,bollinger-20-2
38,2025-06-25,SH588000,sell,open,852500,852500,0,1.0317936,879604.0440000001,263.8812132,0.0,filled,bollinger-20-2
39,2025-11-24,SH588000,buy,open,647500,647500,0,1.3572714,878833.2315,263.64996944999996,0.0,filled,bollinger-20-2
40,2025-12-09,SH588000,sell,open,647500,647500,0,1.409718,912792.405,273.8377215,0.0,filled,bollinger-20-2
41,2026-03-04,SH588000,buy,open,627100,627100,0,1.4542907999999999,911985.76068,273.59572820399995,0.0,filled,bollinger-20-2
42,2026-04-09,SH588000,sell,open,627100,627100,0,1.4077184,882780.20864,264.83406259199995,0.0,filled,bollinger-20-2
43,2026-06-09,SH588000,buy,open,512700,512700,0,1.7213442,882533.17134,264.75995140199996,0.0,filled,bollinger-20-2
44,2026-06-16,SH588000,sell,open,512700,512700,0,1.844631,945742.3136999999,283.72269410999996,0.0,filled,bollinger-20-2
45,2026-07-20,SH588000,buy,open,510200,510200,0,1.8513701999999999,944569.07604,283.37072281199994,0.0,filled,bollinger-20-2
