execution_date,symbol,shares,market_value_at_open
2019-01-02,SZ000929,15700,99823.50158691406
2019-01-02,SZ002072,16000,99926.94091796875
2019-01-02,SZ002200,17800,99816.5060043335
2019-01-02,SZ300069,10300,99309.24263000488
2019-01-02,SZ300106,18900,99748.88048171997
2019-01-02,SZ300321,8300,99710.91985702515
2019-01-02,SZ300354,12700,99858.01572799683
2019-01-02,SZ300405,26000,99696.16508483887
2019-01-02,SZ300489,12800,99676.51977539062
2019-01-02,SZ300592,15800,99859.69438552856
2019-02-01,SZ000929,15500,93902.0094871521
2019-02-01,SZ002072,19400,94075.03061294556
2019-02-01,SZ002200,17900,94298.9776134491
2019-02-01,SZ002633,12900,93806.55269622803
2019-02-01,SZ002890,14900,94044.44880485535
2019-02-01,SZ300106,18200,94274.13969039917
2019-02-01,SZ300321,8100,94300.3870010376
2019-02-01,SZ300405,26500,94175.67121982574
2019-02-01,SZ300489,12500,94014.63270187378
2019-02-01,SZ300592,16200,94310.90040206909
2019-03-01,SH603286,7600,113633.50143432617
2019-03-01,SZ000929,15900,113858.8198184967
2019-03-01,SZ002072,17400,114382.37915039062
2019-03-01,SZ002200,18100,114056.57753944397
2019-03-01,SZ002633,13100,114263.49868774414
2019-03-01,SZ300106,18600,114349.83329772949
2019-03-01,SZ300321,8100,113422.84212112427
2019-03-01,SZ300405,26600,114277.34184265137
2019-03-01,SZ300489,12700,113795.3311920166
2019-03-01,SZ300592,16100,113864.9121761322
2019-04-01,SZ002072,20700,125667.70820617676
2019-04-01,SZ002200,18300,125402.61669158936
2019-04-01,SZ300069,10200,125658.65650177002
2019-04-01,SZ300106,18900,125701.7014503479
2019-04-01,SZ300321,8100,124354.16049957275
2019-04-01,SZ300405,27000,125640.47241210938
2019-04-01,SZ300489,12200,125344.17495727539
2019-04-01,SZ300592,15800,125455.39121627808
2019-04-01,SZ300665,15600,125712.48550415039
2019-04-01,SZ300680,17200,125378.15742492676
2019-05-06,SH603029,12800,132028.6865234375
2019-05-06,SH603031,15900,131830.69667816162
2019-05-06,SH603269,30500,131968.35589408875
2019-05-06,SH603286,9100,131638.64374160767
2019-05-06,SZ002072,20700,102344.31896209717
2019-05-06,SZ002890,18300,131467.20900535583
2019-05-06,SZ300321,9200,131117.04750061035
2019-05-06,SZ300354,14500,131606.48345947266
2019-05-06,SZ300442,10600,74358.72058868408
2019-05-06,SZ300592,15800,108632.31554031372
2019-05-06,SZ300665,15600,111738.06324005127
2019-06-03,SH600137,10500,140942.94548034668
2019-06-03,SH603029,13300,140154.56428527832
2019-06-03,SH603269,32800,141028.5732269287
2019-06-03,SH603286,9200,139824.19662475586
2019-06-03,SZ000679,35700,140993.94414424896
2019-06-03,SZ000691,34500,141060.63723564148
2019-06-03,SZ002209,5500,39055.45711517334
2019-06-03,SZ002890,18300,140219.2804813385
2019-06-03,SZ300321,9200,136060.7349395752
2019-06-03,SZ300592,15800,132233.94374847412
2019-06-03,SZ300665,15600,118745.1021194458
2019-07-01,SH603029,13100,143319.14167404175
2019-07-01,SH603269,31900,143081.3762664795
2019-07-01,SH603286,9100,142825.72088241577
2019-07-01,SZ000679,35800,143187.46151924133
2019-07-01,SZ000691,34700,142992.57140159607
2019-07-01,SZ002209,20100,143280.59735298157
2019-07-01,SZ002890,18300,142765.68446159363
2019-07-01,SZ300321,9700,143018.20106506348
2019-07-01,SZ300592,18500,143337.3146057129
2019-07-01,SZ300665,17800,142675.0015258789
2019-08-01,SH603029,12800,137909.08203125
2019-08-01,SH603286,8800,137057.8582763672
2019-08-01,SZ000679,35500,138094.65670585632
2019-08-01,SZ000691,34600,138350.21557807922
2019-08-01,SZ002209,20500,137833.749294281
2019-08-01,SZ002633,15400,138311.2030029297
2019-08-01,SZ002890,18800,137806.95686340332
2019-08-01,SZ300321,9600,138388.27514648438
2019-08-01,SZ300592,18800,137885.97030639648
2019-08-01,SZ300665,18600,138039.3982887268
2019-09-02,SH603029,12900,131479.63457107544
2019-09-02,SH603269,32300,131869.00029182434
2019-09-02,SH603286,8900,130957.78064727783
2019-09-02,SZ000679,36300,131784.02853012085
2019-09-02,SZ000691,34500,131748.56615066528
2019-09-02,SZ002209,20900,131828.20262908936
2019-09-02,SZ002633,16100,131199.71647262573
2019-09-02,SZ002890,18400,131536.11946105957
2019-09-02,SZ300321,9500,131750.648021698
