trade_date,strategy_return,benchmark_return
2021-08-11,1013.83,115.25
2021-08-12,1010.72,113.45
2021-08-13,1014.72,112.27
2021-08-16,1017.39,112.06
2021-08-17,1021.17,107.61
2021-08-18,1014.5,110.05
2021-08-19,995.14,108.67
2021-08-20,1005.38,104.69
2021-08-23,1023.62,107.55
2021-08-24,1039.86,109.8
2021-08-25,1038.75,110.22
2021-08-26,1037.19,106.08
2021-08-27,1038.08,107.17
2021-08-30,1046.76,106.58
2021-08-31,1062.34,106.25
2021-09-01,1057.0,108.99
2021-09-02,1055.44,108.98
2021-09-03,1052.99,107.85
2021-09-06,1055.88,111.75
2021-09-07,1057.0,114.28
2021-09-08,1055.44,113.39
2021-09-09,1049.21,113.3
2021-09-10,1045.43,115.17
2021-09-13,1039.64,114.23
2021-09-14,1032.97,111.03
2021-09-15,1030.52,108.9
2021-09-16,1031.38,106.34
2021-09-17,1039.47,108.41
2021-09-22,1033.33,106.94
2021-09-23,1038.07,108.29
2021-09-24,1036.96,108.13
2021-09-27,1039.19,109.33
2021-09-28,1044.21,109.6
2021-09-29,1035.28,107.46
2021-09-30,1034.45,108.85
2021-10-08,1050.34,111.58
2021-10-11,1052.58,111.85
2021-10-12,1042.26,109.6
2021-10-13,1068.29,112.02
2021-10-14,1069.41,110.88
2021-10-15,1093.47,111.68
2021-10-18,1091.96,109.22
2021-10-19,1099.1,111.27
2021-10-20,1096.85,110.73
2021-10-21,1092.71,111.5
2021-10-22,1096.85,112.86
2021-10-25,1116.01,113.71
2021-10-26,1110.38,113.01
2021-10-27,1104.36,110.22
2021-10-28,1094.22,108.76
2021-10-29,1120.9,110.67
2021-11-01,1111.5,109.9
2021-11-02,1113.01,107.72
2021-11-03,1110.75,106.91
2021-11-04,1125.03,108.96
2021-11-05,1120.52,107.82
2021-11-08,1113.64,108.07
2021-11-09,1114.99,108.01
2021-11-10,1103.23,106.92
2021-11-11,1093.27,110.24
2021-11-12,1092.82,109.8
2021-11-15,1107.75,109.54
2021-11-16,1100.51,109.58
2021-11-17,1110.24,109.69
2021-11-18,1112.96,107.62
2021-11-19,1129.7,109.87
2021-11-22,1133.1,110.83
2021-11-23,1112.96,110.87
2021-11-24,1114.99,111.01
2021-11-25,1121.1,110.14
2021-11-26,1108.66,108.59
2021-11-29,1104.58,108.21
2021-11-30,1113.32,107.38
2021-12-01,1105.79,107.89
2021-12-02,1102.21,108.42
2021-12-03,1107.58,110.34
2021-12-06,1080.34,109.98
2021-12-07,1070.31,111.25
2021-12-08,1087.51,114.41
2021-12-09,1101.49,117.97
2021-12-10,1088.08,116.96
2021-12-13,1095.41,118.19
2021-12-14,1086.67,116.72
2021-12-15,1079.34,114.84
2021-12-16,1085.54,116.08
2021-12-17,1069.19,112.65
2021-12-20,1057.35,109.46
2021-12-21,1065.24,110.88
2021-12-22,1061.3,110.92
2021-12-23,1067.22,112.39
2021-12-24,1064.68,111.21
2021-12-27,1062.14,111.13
2021-12-28,1071.16,112.7
2021-12-29,1054.53,109.59
2021-12-30,1061.01,111.22
2021-12-31,1063.55,112.03
2022-01-04,1063.73,111.06
2022-01-05,1068.55,108.93
2022-01-06,1061.8,106.79
2022-01-07,1054.73,106.97
2022-01-10,1056.98,107.9
2022-01-11,1066.62,105.91
2022-01-12,1072.09,107.96
2022-01-13,1074.66,104.54
2022-01-14,1073.37,102.86
2022-01-17,1068.55,104.6
2022-01-18,1066.62,106.58
2022-01-19,1065.34,105.16
2022-01-20,1081.09,107.01
2022-01-21,1080.45,105.12
2022-01-24,1077.23,105.44
2022-01-25,1080.13,100.79
2022-01-26,1081.09,102.24
2022-01-27,1059.23,98.28
2022-01-28,1055.37,95.87
2022-02-07,1063.73,98.89
2022-02-08,1070.48,97.8
2022-02-09,1075.95,99.66
2022-02-10,1078.2,99.13
2022-02-11,1071.77,97.48
2022-02-14,1091.06,95.35
2022-02-15,1102.95,97.43
2022-02-16,1086.88,98.19
2022-02-17,1097.81,98.67
2022-02-18,1108.74,99.62
2022-02-21,1106.81,98.89
2022-02-22,1121.92,96.31
2022-02-23,1112.6,98.41
2022-02-24,1138.64,94.39
2022-02-25,1123.85,96.28
2022-02-28,1117.42,96.63
2022-03-01,1117.1,98.27
2022-03-02,1133.5,96.5
2022-03-03,1130.28,95.35
2022-03-04,1134.78,92.98
2022-03-07,1162.11,86.81
2022-03-08,1190.72,83.06
2022-03-09,1205.51,81.39
2022-03-10,1163.72,84.24
2022-03-11,1165.65,84.83
2022-03-14,1159.22,79.17
2022-03-15,1131.89,70.98
2022-03-16,1120.31,78.37
2022-03-17,1136.07,81.87
2022-03-18,1138.0,83.08
2022-03-21,1134.78,82.78
2022-03-22,1142.82,82.63
2022-03-23,1132.85,83.54
2022-03-24,1147.32,82.46
2022-03-25,1156.0,79.16
2022-03-28,1153.87,78.04
2022-03-29,1180.05,77.43
2022-03-30,1195.76,82.58
2022-03-31,1186.59,81.23
2022-04-01,1173.5,83.52
2022-04-06,1165.65,83.0
2022-04-07,1139.47,80.65
2022-04-08,1147.32,81.58
2022-04-11,1115.9,75.97
2022-04-12,1092.34,79.4
2022-04-13,1100.19,77.67
2022-04-14,1118.52,79.89
2022-04-15,1084.49,79.77
2022-04-18,1077.94,78.81
2022-04-19,1094.96,77.46
2022-04-20,1104.16,74.71
2022-04-21,1119.96,71.49
2022-04-22,1124.3,72.24
2022-04-25,1115.93,63.73
2022-04-26,1105.4,62.41
2022-04-27,1106.02,67.19
2022-04-28,1105.4,68.29
2022-04-29,1121.51,72.37
2022-05-05,1117.48,72.11
2022-05-06,1115.31,67.76
2022-05-09,1120.58,66.41
2022-05-10,1111.59,68.23
2022-05-11,1105.4,70.66
2022-05-12,1117.17,69.9
2022-05-13,1104.78,71.18
2022-05-16,1093.31,69.81
2022-05-17,1101.37,71.92
2022-05-18,1088.66,71.32
2022-05-19,1093.0,71.65
2022-05-20,1114.24,75.0
2022-05-23,1106.48,73.99
2022-05-24,1061.98,69.92
2022-05-25,1065.61,70.95
2022-05-26,1063.54,71.37
2022-05-27,1064.57,71.73
2022-05-30,1077.51,72.92
2022-05-31,1107.51,75.6
2022-06-01,1117.86,75.24
2022-06-02,1134.42,75.52
2022-06-06,1181.5,78.8
2022-06-07,1182.02,79.36
2022-06-08,1190.3,81.11
2022-06-09,1153.56,79.21
2022-06-10,1183.06,81.93
2022-06-13,1177.36,79.8
2022-06-14,1180.47,81.21
2022-06-15,1191.85,83.61
2022-06-16,1197.02,82.4
2022-06-17,1236.86,84.93
2022-06-20,1258.6,85.85
2022-06-21,1252.9,85.64
2022-06-22,1243.07,83.29
2022-06-23,1286.54,86.43
2022-06-24,1316.54,88.61
2022-06-27,1318.1,90.74
2022-06-28,1324.82,92.72
2022-06-29,1288.09,89.76
2022-06-30,1312.41,92.49
2022-07-01,1296.37,91.7
2022-07-04,1322.75,92.96
2022-07-05,1317.06,92.68
2022-07-06,1309.82,89.87
2022-07-07,1332.58,90.7
2022-07-08,1312.92,90.07
2022-07-11,1291.71,86.89
2022-07-12,1256.53,85.13
2022-07-13,1278.77,85.47
2022-07-14,1314.99,85.49
2022-07-15,1286.54,82.34
2022-07-18,1305.68,84.23
2022-07-19,1281.36,83.23
2022-07-20,1286.54,83.85
2022-07-21,1282.88,81.8
2022-07-22,1292.52,81.9
2022-07-25,1271.63,80.8
2022-07-26,1263.6,82.23
2022-07-27,1263.6,81.33
2022-07-28,1287.7,81.36
2022-07-29,1326.25,78.97
2022-08-01,1323.04,79.77
2022-08-02,1323.04,76.26
2022-08-03,1323.04,74.55
2022-08-04,1363.2,76.03
2022-08-05,1369.62,78.41
2022-08-08,1364.8,78.03
2022-08-09,1353.56,78.38
2022-08-10,1332.68,76.38
2022-08-11,1382.47,79.98
2022-08-12,1368.02,79.88
2022-08-15,1395.33,79.64
2022-08-16,1413.0,79.3
2022-08-17,1408.18,80.98
2022-08-18,1387.29,79.4
2022-08-19,1390.51,78.16
2022-08-22,1364.8,79.46
2022-08-23,1337.49,78.58
2022-08-24,1342.31,75.21
2022-08-25,1361.59,76.66
2022-08-26,1369.62,76.29
2022-08-29,1311.79,75.51
2022-08-30,1318.22,74.92
2022-08-31,1305.37,75.06
2022-09-01,1276.53,73.55
2022-09-02,1275.05,72.68
2022-09-05,1289.45,72.33
2022-09-06,1296.46,73.92
2022-09-07,1287.23,74.03
2022-09-08,1298.67,73.29
2022-09-09,1296.83,75.7
2022-09-13,1297.57,76.44
2022-09-14,1287.6,74.48
2022-09-15,1281.7,72.84
2022-09-16,1275.79,68.78
2022-09-19,1280.59,68.58
2022-09-20,1285.39,68.79
2022-09-21,1287.23,67.54
2022-09-22,1285.02,66.06
2022-09-23,1291.29,65.49
2022-09-26,1278.74,64.66
2022-09-27,1282.43,67.05
2022-09-28,1284.28,64.32
2022-09-29,1294.98,64.25
2022-09-30,1296.09,63.3
2022-10-10,1306.06,59.69
2022-10-11,1303.1,59.98
2022-10-12,1306.8,62.41
2022-10-13,1308.64,61.06
2022-10-14,1307.16,64.91
2022-10-17,1299.41,65.08
2022-10-18,1303.1,64.73
2022-10-19,1299.78,62.08
2022-10-20,1293.14,61.15
2022-10-21,1291.66,60.64
2022-10-24,1309.75,55.94
2022-10-25,1312.33,55.68
2022-10-26,1311.22,56.95
2022-10-27,1308.64,55.84
2022-10-28,1309.75,51.99
2022-10-31,1304.95,50.59
2022-11-01,1306.06,55.97
2022-11-02,1308.64,57.84
2022-11-03,1304.21,56.56
2022-11-04,1303.84,61.68
2022-11-07,1335.49,62.03
2022-11-08,1337.25,60.91
2022-11-09,1340.77,59.41
2022-11-10,1323.16,58.18
2022-11-11,1397.64,62.59
2022-11-14,1381.54,62.83
2022-11-15,1383.21,65.92
2022-11-16,1391.13,64.56
2022-11-17,1392.64,63.89
2022-11-18,1390.38,63.16
2022-11-21,1384.34,61.76
2022-11-22,1382.84,61.78
2022-11-23,1382.84,61.95
2022-11-24,1388.49,61.23
2022-11-25,1406.17,62.05
2022-11-28,1387.45,60.22
2022-11-29,1436.5,65.17
2022-11-30,1434.71,65.36
2022-12-01,1448.98,67.16
2022-12-02,1438.28,66.13
2022-12-05,1475.29,69.39
2022-12-06,1474.84,70.31
2022-12-07,1468.15,69.89
2022-12-08,1466.37,69.92
2022-12-09,1480.19,71.6
2022-12-12,1462.36,69.67
2022-12-13,1461.47,69.34
2022-12-14,1465.03,69.74
2022-12-15,1460.57,69.61
2022-12-16,1462.8,69.71
2022-12-19,1434.71,67.09
2022-12-20,1416.88,64.33
2022-12-21,1416.88,64.4
2022-12-22,1417.32,64.63
2022-12-23,1417.32,64.3
2022-12-26,1418.21,64.95
2022-12-27,1435.16,66.86
2022-12-28,1434.27,66.15
2022-12-29,1424.9,65.52
2022-12-30,1434.91,66.16
2023-01-03,1435.3,66.86
2023-01-04,1441.07,67.08
2023-01-05,1440.69,70.32
2023-01-06,1429.52,70.85
2023-01-09,1446.08,72.23
2023-01-10,1445.31,72.42
2023-01-11,1449.93,72.1
2023-01-12,1447.62,72.44
2023-01-13,1450.7,74.86
2023-01-16,1459.56,77.59
2023-01-17,1469.81,77.56
2023-01-18,1468.54,77.26
2023-01-19,1486.34,78.37
2023-01-20,1493.33,79.46
2023-01-30,1509.85,80.31
2023-01-31,1493.33,78.4
2023-02-01,1512.4,80.08
2023-02-02,1504.13,79.45
2023-02-03,1488.88,77.75
2023-02-06,1468.54,75.4
2023-02-07,1464.09,75.72
2023-02-08,1455.19,74.94
2023-02-09,1484.43,77.29
2023-02-10,1478.29,76.23
2023-02-13,1476.45,77.83
2023-02-14,1498.48,77.91
2023-02-15,1502.15,76.98
2023-02-16,1533.35,75.68
2023-02-17,1487.47,73.15
2023-02-20,1492.97,77.4
2023-02-21,1489.3,77.87
2023-02-22,1459.93,76.26
2023-02-23,1472.78,76.12
2023-02-24,1478.29,74.29
2023-02-27,1463.6,73.55
2023-02-28,1469.11,74.65
2023-03-01,1463.6,77.12
2023-03-02,1441.58,76.72
2023-03-03,1458.1,77.27
2023-03-06,1498.48,76.35
2023-03-07,1482.13,73.77
2023-03-08,1477.71,73.14
2023-03-09,1471.52,72.52
2023-03-10,1461.06,70.26
2023-03-13,1471.82,72.04
2023-03-14,1492.19,71.01
2023-03-15,1491.04,71.11
2023-03-16,1504.49,69.06
2023-03-17,1513.72,69.9
2023-03-20,1563.31,69.06
2023-03-21,1547.55,70.92
2023-03-22,1523.33,71.65
2023-03-23,1534.86,73.35
2023-03-24,1543.32,72.83
2023-03-27,1532.17,72.21
2023-03-28,1524.1,71.65
2023-03-29,1529.86,71.94
2023-03-30,1532.94,73.33
2023-03-31,1545.62,73.86
2023-04-03,1522.56,75.56
2023-04-04,1541.01,76.1
2023-04-06,1561.58,75.82
2023-04-07,1576.25,76.96
2023-04-10,1568.91,76.17
2023-04-11,1578.08,75.97
2023-04-12,1565.24,75.85
2023-04-13,1554.24,74.63
2023-04-14,1568.91,75.62
2023-04-17,1576.25,78.08
2023-04-18,1576.25,78.63
2023-04-19,1572.58,77.02
2023-04-20,1557.27,76.52
2023-04-21,1525.0,73.07
2023-04-24,1507.76,70.93
2023-04-25,1505.49,70.07
2023-04-26,1499.6,69.92
2023-04-27,1499.39,71.17
2023-04-28,1486.47,72.92
2023-05-04,1522.27,72.97
2023-05-05,1529.66,72.4
2023-05-08,1512.31,74.36
2023-05-09,1515.63,72.87
2023-05-10,1523.38,71.54
2023-05-11,1521.91,71.27
2023-05-12,1511.2,69.0
2023-05-15,1518.54,71.62
2023-05-16,1523.69,70.74
2023-05-17,1533.98,69.96
2023-05-18,1559.7,69.79
2023-05-19,1597.43,69.29
2023-05-22,1587.14,70.36
2023-05-23,1600.86,67.95
2023-05-24,1575.14,65.62
2023-05-25,1602.57,65.26
2023-05-26,1607.72,65.27
2023-05-29,1669.46,64.54
2023-05-30,1674.6,64.71
2023-05-31,1667.74,63.03
2023-06-01,1666.03,63.38
2023-06-02,1688.32,65.74
2023-06-05,1696.89,64.99
2023-06-06,1698.61,63.44
2023-06-07,1703.75,62.63
2023-06-08,1666.03,63.95
2023-06-09,1695.18,64.66
