trade_date,strategy_return,benchmark_return
2014-01-02,0.15,-0.35
2014-01-03,-0.53,-1.68
2014-01-06,-0.88,-3.92
2014-01-07,1.61,-3.95
2014-01-08,5.52,-3.78
2014-01-09,3.45,-4.63
2014-01-10,1.61,-5.37
2014-01-13,2.53,-5.85
2014-01-14,5.67,-5.03
2014-01-15,6.67,-5.2
2014-01-16,5.21,-5.07
2014-01-17,4.9,-6.5
2014-01-20,2.99,-7.04
2014-01-21,5.98,-6.12
2014-01-22,7.36,-3.7
2014-01-23,9.74,-4.21
2014-01-24,11.5,-3.62
2014-01-27,10.89,-4.9
2014-01-28,10.58,-4.73
2014-01-29,12.5,-4.39
2014-01-30,12.27,-5.48
2014-02-07,14.95,-5.04
2014-02-10,16.33,-2.68
2014-02-11,14.49,-1.91
2014-02-12,15.57,-1.66
2014-02-13,11.27,-2.17
2014-02-14,13.5,-1.48
2014-02-17,16.72,-0.79
2014-02-18,15.64,-2.04
2014-02-19,15.57,-0.92
2014-02-20,13.8,-1.83
2014-02-21,13.8,-2.82
2014-02-24,15.49,-4.96
2014-02-25,9.89,-7.39
2014-02-26,9.25,-7.15
2014-02-27,7.23,-7.55
2014-02-28,8.02,-6.48
2014-03-03,9.25,-5.99
2014-03-04,8.92,-6.26
2014-03-05,8.14,-7.13
2014-03-06,8.1,-6.71
2014-03-07,9.17,-6.94
2014-03-10,7.56,-9.97
2014-03-11,8.84,-9.5
2014-03-12,9.95,-9.27
2014-03-13,11.03,-8.14
2014-03-14,10.94,-8.89
2014-03-17,12.18,-8.03
2014-03-18,10.7,-8.24
2014-03-19,10.45,-8.98
2014-03-20,9.09,-10.43
2014-03-21,9.09,-7.35
2014-03-24,8.8,-6.59
2014-03-25,7.48,-6.68
2014-03-26,7.73,-6.82
2014-03-27,6.33,-7.48
2014-03-28,6.66,-7.64
2014-03-31,6.04,-7.89
2014-04-01,6.19,-7.16
2014-04-02,7.14,-6.41
2014-04-03,6.36,-7.08
2014-04-04,7.54,-6.2
2014-04-08,10.29,-3.98
2014-04-09,10.07,-3.92
2014-04-10,12.48,-2.41
2014-04-11,12.2,-2.55
2014-04-14,12.03,-2.64
2014-04-15,9.95,-4.32
2014-04-16,10.01,-4.18
2014-04-17,9.62,-4.52
2014-04-18,9.45,-4.53
2014-04-21,7.59,-6.13
2014-04-22,8.21,-5.72
2014-04-23,7.93,-5.81
2014-04-24,7.93,-5.99
2014-04-25,7.03,-6.96
2014-04-28,5.29,-8.37
2014-04-29,6.25,-7.36
2014-04-30,6.3,-7.35
2014-05-05,5.82,-7.45
2014-05-06,5.9,-7.41
2014-05-07,5.86,-8.27
2014-05-08,4.33,-8.35
2014-05-09,4.37,-8.42
2014-05-12,4.57,-6.44
2014-05-13,4.66,-6.66
2014-05-14,5.18,-6.77
2014-05-15,4.83,-7.98
2014-05-16,4.21,-7.9
2014-05-19,4.48,-9.22
2014-05-20,5.18,-9.2
2014-05-21,4.57,-8.33
2014-05-22,5.8,-8.55
2014-05-23,6.25,-7.79
2014-05-26,7.04,-7.47
2014-05-27,7.48,-7.84
2014-05-28,8.63,-6.9
2014-05-29,8.19,-7.51
2014-05-30,9.52,-7.45
2014-06-03,9.25,-7.73
2014-06-04,8.99,-8.66
2014-06-05,9.78,-7.7
2014-06-06,10.93,-8.38
2014-06-09,11.02,-8.4
2014-06-10,10.4,-7.24
2014-06-11,10.93,-7.26
2014-06-12,10.31,-7.58
2014-06-13,9.69,-6.6
2014-06-16,11.08,-5.93
2014-06-17,10.02,-6.88
2014-06-18,8.96,-7.29
2014-06-19,5.21,-8.72
2014-06-20,6.35,-8.3
2014-06-23,8.55,-8.41
2014-06-24,9.36,-7.95
2014-06-25,8.22,-8.44
2014-06-26,10.42,-7.77
2014-06-27,10.59,-7.72
2014-06-30,11.81,-7.08
2014-07-01,12.54,-7.1
2014-07-02,13.19,-6.83
2014-07-03,13.28,-6.43
2014-07-04,13.15,-6.49
2014-07-07,12.38,-6.6
2014-07-08,12.9,-6.42
2014-07-09,13.07,-7.78
2014-07-10,13.58,-8.03
2014-07-11,14.61,-7.81
2014-07-14,12.94,-6.79
2014-07-15,12.34,-6.65
2014-07-16,11.91,-6.83
2014-07-17,12.25,-7.42
2014-07-18,11.39,-7.12
2014-07-21,12.43,-7.03
2014-07-22,12.17,-5.89
2014-07-23,12.6,-5.67
2014-07-24,15.05,-3.99
2014-07-25,16.36,-2.99
2014-07-28,19.69,-0.26
2014-07-29,20.15,0.06
2014-07-30,19.69,-0.34
2014-07-31,21.35,0.87
2014-08-01,19.97,-0.03
2014-08-04,22.67,1.96
2014-08-05,22.27,1.69
2014-08-06,21.46,1.42
2014-08-07,19.52,-0.11
2014-08-08,20.03,0.05
2014-08-11,21.64,1.52
2014-08-12,21.23,1.16
2014-08-13,21.46,1.24
2014-08-14,20.32,0.25
2014-08-15,21.75,1.31
2014-08-18,22.09,1.91
2014-08-19,21.92,1.92
2014-08-20,21.52,1.55
2014-08-21,23.31,1.04
2014-08-22,24.53,1.52
2014-08-25,22.7,0.55
2014-08-26,20.0,-0.25
2014-08-27,20.95,-0.1
2014-08-28,19.39,-0.8
2014-08-29,21.48,0.35
2014-09-01,23.48,1.09
2014-09-02,24.61,2.42
2014-09-03,25.4,3.38
2014-09-04,26.96,4.13
2014-09-05,27.23,5.12
2014-09-09,27.05,4.94
2014-09-10,27.84,4.39
2014-09-11,28.18,4.01
2014-09-12,29.23,4.65
2014-09-15,29.23,4.6
2014-09-16,25.31,2.52
2014-09-17,25.48,3.06
2014-09-18,26.88,3.37
2014-09-19,27.23,4.08
2014-09-22,25.66,2.1
2014-09-23,27.31,2.98
2014-09-24,28.88,4.8
2014-09-25,28.01,4.59
2014-09-26,28.27,4.6
2014-09-29,29.75,5.05
2014-09-30,30.71,5.19
2014-10-08,32.02,6.37
2014-10-09,32.36,6.52
2014-10-10,31.76,5.87
2014-10-13,31.15,5.36
2014-10-14,30.1,5.0
2014-10-15,30.88,5.74
2014-10-16,29.14,4.91
2014-10-17,28.1,4.79
2014-10-20,30.27,5.35
2014-10-21,28.45,4.44
2014-10-22,27.57,3.8
2014-10-23,25.31,2.83
2014-10-24,25.57,2.6
2014-10-27,26.62,1.67
2014-10-28,26.67,3.72
2014-10-29,26.98,5.21
2014-10-30,25.31,5.96
2014-10-31,22.85,7.65
2014-11-03,20.53,7.83
2014-11-04,22.68,7.86
2014-11-05,22.23,7.44
2014-11-06,22.23,7.56
2014-11-07,23.04,7.39
2014-11-10,23.04,10.12
2014-11-11,23.04,9.81
2014-11-12,22.95,11.34
2014-11-13,23.13,10.72
2014-11-14,23.22,10.77
2014-11-17,23.49,10.17
2014-11-18,23.49,9.07
2014-11-19,25.03,8.89
2014-11-20,23.85,8.89
2014-11-21,24.4,10.88
2014-11-24,26.19,13.7
2014-11-25,27.38,15.26
2014-11-26,29.76,16.87
2014-11-27,31.7,18.22
2014-11-28,34.84,20.55
2014-12-01,34.9,21.02
2014-12-02,40.68,25.49
2014-12-03,42.2,27.36
2014-12-04,49.45,33.23
2014-12-05,51.4,34.11
2014-12-08,59.08,39.61
2014-12-09,50.1,33.34
2014-12-10,54.97,38.26
2014-12-11,52.42,36.61
2014-12-12,52.91,37.05
2014-12-15,54.1,38.08
2014-12-16,59.46,41.77
2014-12-17,63.24,44.23
2014-12-18,62.38,43.6
2014-12-19,65.19,45.2
2014-12-22,65.68,45.68
2014-12-23,61.62,42.7
2014-12-24,56.43,38.64
2014-12-25,62.54,43.15
2014-12-26,69.14,47.89
2014-12-29,69.14,48.3
2014-12-30,69.52,48.39
2014-12-31,73.9,51.66
2015-01-05,78.5,56.29
2015-01-06,77.2,56.27
2015-01-07,77.53,56.38
2015-01-08,73.04,52.76
2015-01-09,73.09,52.22
2015-01-12,71.41,50.8
2015-01-13,70.6,50.82
2015-01-14,70.66,50.32
2015-01-15,76.44,54.68
2015-01-16,78.18,56.01
2015-01-19,60.38,44.0
2015-01-20,64.33,45.76
2015-01-21,66.96,52.31
2015-01-22,64.99,53.11
2015-01-23,66.13,53.29
2015-01-26,66.26,54.85
2015-01-27,65.18,53.43
2015-01-28,63.22,51.3
2015-01-29,61.66,49.43
2015-01-30,58.82,47.4
2015-02-02,60.39,43.94
2015-02-03,65.67,47.53
2015-02-04,66.16,46.0
2015-02-05,67.23,44.5
2015-02-06,62.54,42.16
2015-02-09,60.97,43.6
2015-02-10,64.88,46.22
2015-02-11,66.84,47.39
2015-02-12,68.31,47.76
2015-02-13,72.32,48.92
2015-02-16,79.07,50.19
2015-02-17,78.09,51.17
2015-02-25,76.43,49.3
2015-02-26,77.5,53.06
2015-02-27,82.29,53.34
2015-03-02,87.28,54.56
2015-03-03,84.25,50.55
2015-03-04,89.82,51.54
2015-03-05,89.63,50.06
2015-03-06,83.96,49.29
2015-03-09,88.55,51.83
2015-03-10,92.95,51.1
2015-03-11,91.78,51.27
2015-03-12,89.82,54.2
2015-03-13,94.91,55.26
2015-03-16,101.66,59.04
2015-03-17,100.88,61.25
2015-03-18,105.37,65.06
2015-03-19,104.98,64.79
2015-03-20,108.01,67.06
2015-03-23,115.84,70.47
2015-03-24,122.39,70.51
2015-03-25,123.86,69.11
2015-03-26,114.27,69.53
2015-03-27,117.99,70.46
2015-03-30,114.57,75.46
2015-03-31,119.85,73.87
2015-04-01,124.64,76.99
2015-04-02,131.78,77.03
2015-04-03,133.93,78.99
2015-04-07,138.53,82.83
2015-04-08,132.56,84.37
2015-04-09,141.27,82.92
2015-04-10,137.16,86.45
2015-04-13,139.8,89.74
2015-04-14,138.72,90.48
2015-04-15,127.97,88.0
2015-04-16,132.37,93.71
2015-04-17,135.15,97.26
2015-04-20,130.53,94.07
2015-04-21,132.81,98.24
2015-04-22,140.39,103.42
2015-04-23,139.54,103.47
2015-04-24,138.28,101.83
2015-04-27,144.21,106.33
2015-04-28,141.19,103.51
2015-04-29,142.39,104.9
2015-04-30,141.02,103.86
2015-05-04,142.96,105.48
2015-05-05,133.67,97.29
2015-05-06,131.27,95.42
2015-05-07,128.91,91.85
2015-05-08,146.63,95.64
2015-05-11,159.92,101.31
2015-05-12,166.65,103.75
2015-05-13,158.73,102.51
2015-05-14,156.34,101.75
2015-05-15,157.02,98.17
2015-05-18,169.04,96.36
2015-05-19,171.42,103.05
2015-05-20,178.15,104.07
2015-05-21,190.59,107.76
2015-05-22,188.21,112.5
2015-05-25,183.52,118.86
2015-05-26,195.11,123.13
2015-05-27,195.11,122.38
2015-05-28,180.37,107.47
2015-05-29,188.38,107.76
2015-06-01,204.05,117.86
2015-06-02,221.09,121.54
2015-06-03,222.97,120.75
2015-06-04,219.65,122.38
2015-06-05,215.56,124.48
2015-06-08,201.07,129.77
2015-06-09,200.48,128.21
2015-06-10,211.89,127.86
2015-06-11,212.4,127.75
2015-06-12,215.64,128.97
2015-06-15,199.28,124.08
2015-06-16,189.91,117.37
2015-06-17,202.09,120.55
2015-06-18,182.92,111.61
2015-06-19,168.44,99.01
2015-06-23,175.69,105.41
2015-06-24,176.31,109.44
2015-06-25,165.32,101.99
2015-06-26,158.0,86.1
2015-06-29,155.55,79.89
2015-06-30,152.74,91.97
2015-07-01,152.74,82.53
2015-07-02,153.97,76.31
2015-07-03,153.26,66.78
2015-07-06,148.18,71.61
2015-07-07,149.05,68.58
2015-07-08,142.21,57.21
2015-07-09,142.56,67.28
2015-07-10,143.26,76.24
2015-07-13,145.72,80.76
2015-07-14,152.91,76.48
2015-07-15,156.6,70.25
2015-07-16,152.56,71.56
2015-07-17,158.88,78.17
2015-07-20,164.67,78.56
2015-07-21,167.66,78.8
2015-07-22,164.5,78.42
2015-07-23,165.02,82.44
2015-07-24,162.92,79.24
2015-07-27,159.41,63.89
2015-07-28,158.35,63.56
2015-07-29,163.09,68.68
2015-07-30,166.78,63.75
2015-07-31,167.83,63.8
2015-08-03,168.18,64.34
2015-08-04,165.2,69.45
2015-08-05,163.62,65.96
2015-08-06,166.78,64.45
2015-08-07,162.74,67.68
2015-08-10,161.51,75.29
2015-08-11,174.5,74.53
2015-08-12,168.36,72.36
2015-08-13,170.99,74.91
2015-08-14,172.39,74.83
2015-08-17,173.27,75.01
2015-08-18,176.78,64.18
2015-08-19,173.45,66.78
2015-08-20,169.76,61.43
2015-08-21,160.99,54.06
2015-08-24,145.47,40.58
2015-08-25,144.13,30.6
2015-08-26,142.17,29.86
2015-08-27,139.38,37.58
2015-08-28,140.52,43.44
2015-08-31,141.14,44.48
2015-09-01,142.68,44.29
2015-09-02,142.37,44.45
2015-09-07,138.46,39.5
2015-09-08,137.42,43.09
2015-09-09,138.46,45.89
2015-09-10,135.67,44.1
2015-09-11,135.77,43.65
2015-09-14,135.26,40.82
2015-09-15,135.05,35.29
2015-09-16,134.74,42.03
2015-09-17,137.63,38.93
2015-09-18,138.97,39.54
2015-09-21,141.96,41.98
2015-09-22,140.52,43.3
2015-09-23,138.32,40.04
2015-09-24,138.32,40.99
2015-09-25,138.98,38.71
2015-09-28,136.34,39.17
2015-09-29,129.58,36.43
2015-09-30,124.6,37.46
2015-10-08,141.42,41.48
2015-10-09,144.09,43.35
2015-10-12,157.66,47.97
2015-10-13,158.35,47.85
2015-10-14,153.25,46.18
2015-10-15,166.71,49.65
2015-10-16,170.3,51.67
2015-10-19,166.24,51.68
2015-10-20,177.49,53.55
2015-10-21,157.66,49.06
2015-10-22,172.51,51.27
2015-10-23,181.67,53.27
2015-10-26,178.31,54.04
2015-10-27,183.64,54.2
2015-10-28,173.9,51.28
2015-10-29,172.97,51.64
2015-10-30,172.62,51.68
2015-11-02,168.21,49.18
2015-11-03,167.52,48.73
2015-11-04,188.86,55.73
2015-11-05,183.53,59.05
2015-11-06,195.71,62.8
2015-11-09,199.77,64.82
2015-11-10,202.78,64.51
2015-11-11,211.02,64.53
2015-11-12,207.31,62.89
2015-11-13,199.42,60.78
2015-11-16,209.86,61.55
2015-11-17,198.14,61.3
2015-11-18,191.99,59.46
2015-11-19,204.52,62.01
2015-11-20,206.96,61.99
2015-11-23,203.94,61.09
2015-11-24,209.05,61.11
2015-11-25,218.67,62.3
2015-11-26,210.32,61.35
2015-11-27,189.67,52.66
2015-11-30,192.46,53.06
2015-12-01,190.95,54.15
2015-12-02,184.8,59.74
2015-12-03,197.21,60.91
2015-12-04,193.62,57.83
2015-12-07,198.37,58.26
2015-12-08,196.51,55.49
2015-12-09,196.89,56.05
2015-12-10,193.55,55.49
2015-12-11,194.1,54.85
2015-12-14,189.47,59.28
2015-12-15,191.69,58.56
2015-12-16,194.1,58.17
2015-12-17,198.93,61.19
2015-12-18,194.1,61.71
2015-12-21,192.06,65.92
2015-12-22,192.06,66.38
2015-12-23,193.13,65.94
2015-12-24,193.27,64.35
2015-12-25,193.92,64.73
2015-12-28,193.13,59.98
2015-12-29,193.66,61.45
2015-12-30,193.27,61.59
2015-12-31,191.57,60.13
2016-01-04,165.9,48.89
2016-01-05,159.67,49.3
2016-01-06,161.85,51.92
2016-01-07,167.57,41.39
2016-01-08,167.45,44.27
2016-01-11,168.48,37.01
2016-01-12,165.17,38.01
2016-01-13,163.11,35.44
2016-01-14,165.05,38.26
2016-01-15,163.56,33.85
2016-01-18,164.59,34.36
2016-01-19,164.36,38.33
2016-01-20,166.42,36.24
2016-01-21,168.83,32.25
2016-01-22,167.11,33.62
2016-01-25,167.57,34.29
2016-01-26,172.14,26.2
2016-01-27,171.69,25.76
2016-01-28,170.08,22.48
2016-01-29,170.31,26.44
2016-02-01,172.6,24.51
2016-02-02,173.29,27.09
2016-02-03,174.43,26.55
2016-02-04,176.95,28.1
2016-02-05,180.38,27.2
2016-02-15,191.36,26.47
2016-02-16,187.36,30.34
2016-02-17,189.76,31.47
2016-02-18,190.22,31.06
2016-02-19,194.45,30.97
2016-02-22,192.28,33.86
2016-02-23,192.51,32.59
2016-02-24,194.79,33.46
2016-02-25,199.03,25.27
2016-02-26,198.8,26.52
2016-02-29,195.94,23.49
2016-03-01,200.4,25.78
2016-03-02,196.85,30.96
2016-03-03,199.37,31.26
2016-03-04,203.26,32.78
2016-03-07,203.03,33.25
2016-03-08,204.52,33.37
2016-03-09,201.32,31.84
2016-03-10,199.49,29.32
2016-03-11,203.26,29.54
2016-03-14,200.17,31.57
2016-03-15,194.22,31.96
2016-03-16,196.4,32.62
2016-03-17,199.37,34.08
2016-03-18,199.37,36.13
2016-03-21,196.02,39.46
2016-03-22,196.21,38.44
2016-03-23,198.56,38.89
2016-03-24,194.2,36.56
2016-03-25,195.27,37.24
2016-03-28,191.95,36.04
2016-03-29,189.06,34.57
2016-03-30,200.5,38.04
2016-03-31,198.39,38.11
2016-04-01,195.29,38.28
2016-04-05,205.29,40.11
2016-04-06,207.12,39.81
2016-04-07,202.05,37.74
2016-04-08,199.23,36.72
2016-04-11,205.57,38.63
2016-04-12,204.44,38.13
2016-04-13,206.56,39.97
2016-04-14,211.48,40.59
2016-04-15,209.09,40.44
2016-04-18,204.16,38.56
2016-04-19,204.3,38.98
2016-04-20,185.86,36.52
2016-04-21,182.06,35.65
2016-04-22,178.18,36.26
2016-04-25,175.84,35.71
2016-04-26,175.66,36.44
2016-04-27,173.68,35.87
2016-04-28,175.67,35.65
2016-04-29,180.63,35.48
2016-05-03,185.06,37.92
2016-05-04,182.42,37.74
2016-05-05,182.21,37.93
2016-05-06,182.74,34.35
2016-05-09,181.68,31.57
2016-05-10,180.31,31.72
2016-05-11,181.58,32.31
2016-05-12,180.63,32.62
2016-05-13,182.95,31.97
2016-05-16,184.32,32.84
2016-05-17,182.95,32.45
2016-05-18,182.84,31.67
2016-05-19,178.52,31.44
2016-05-20,178.31,32.11
2016-05-23,177.99,32.5
2016-05-24,176.72,31.48
2016-05-25,172.29,31.3
2016-05-26,173.35,31.51
2016-05-27,172.19,31.44
2016-05-30,171.16,31.62
2016-05-31,172.55,36.03
2016-06-01,172.72,35.64
2016-06-02,171.68,35.93
2016-06-03,171.68,36.88
2016-06-06,169.78,36.43
2016-06-07,170.82,36.35
2016-06-08,169.78,35.79
2016-06-13,166.32,31.6
2016-06-14,167.09,32.01
2016-06-15,177.0,33.75
2016-06-16,172.8,32.82
2016-06-17,176.19,33.49
2016-06-20,175.65,33.59
2016-06-21,172.52,33.32
2016-06-22,179.04,34.5
2016-06-23,178.5,33.79
2016-06-24,188.33,32.07
2016-06-27,190.69,33.93
2016-06-28,189.56,34.61
2016-06-29,190.9,35.25
2016-06-30,189.67,35.36
2016-07-01,193.78,35.37
2016-07-04,197.99,37.54
2016-07-05,197.07,37.65
2016-07-06,202.93,38.06
2016-07-07,201.8,37.76
2016-07-08,199.74,37.01
2016-07-11,202.41,37.48
2016-07-12,200.05,40.48
2016-07-13,197.27,40.89
2016-07-14,195.22,40.63
2016-07-15,195.53,40.61
2016-07-18,192.37,40.0
2016-07-19,195.77,39.41
2016-07-20,194.34,38.95
2016-07-21,195.69,39.59
2016-07-22,193.31,38.42
2016-07-25,193.1,38.66
2016-07-26,193.87,40.32
2016-07-27,194.23,38.12
2016-07-28,195.48,38.24
2016-07-29,197.08,37.51
2016-08-01,197.98,36.34
2016-08-02,199.4,36.87
2016-08-03,195.12,37.06
2016-08-04,195.48,37.39
2016-08-05,197.62,37.56
2016-08-08,201.19,38.8
2016-08-09,202.44,39.78
2016-08-10,203.33,39.2
2016-08-11,202.08,38.77
2016-08-12,203.69,41.38
2016-08-15,202.97,45.64
2016-08-16,203.69,44.99
2016-08-17,201.19,44.76
2016-08-18,201.9,44.4
2016-08-19,201.72,44.42
2016-08-22,201.72,43.21
2016-08-23,203.86,43.42
2016-08-24,204.58,42.91
2016-08-25,202.44,42.01
2016-08-26,201.9,41.93
2016-08-29,201.07,41.96
2016-08-30,201.69,42.14
2016-08-31,202.94,42.82
2016-09-01,201.07,41.7
2016-09-02,200.63,42.23
2016-09-05,201.64,42.47
2016-09-06,207.42,43.46
2016-09-07,205.4,43.38
2016-09-08,207.42,43.33
2016-09-09,204.68,42.4
2016-09-12,197.6,40.02
2016-09-13,196.88,39.93
2016-09-14,196.3,39.0
2016-09-19,199.33,40.05
2016-09-20,197.53,39.8
2016-09-21,197.53,40.2
2016-09-22,202.25,41.25
2016-09-23,210.12,40.58
2016-09-26,205.22,38.21
2016-09-27,201.2,39.09
2016-09-28,201.55,38.66
2016-09-29,201.55,39.24
2016-09-30,198.58,39.62
2016-10-10,201.02,41.37
2016-10-11,204.87,41.91
2016-10-12,204.35,41.63
2016-10-13,203.47,41.74
2016-10-14,203.3,41.88
2016-10-17,200.32,40.68
2016-10-18,200.32,42.54
2016-10-19,201.72,42.33
2016-10-20,203.12,42.43
2016-10-21,202.25,42.82
2016-10-24,204.17,44.53
2016-10-25,206.38,44.52
2016-10-26,205.2,43.98
2016-10-27,204.06,43.59
2016-10-28,203.96,43.35
2016-10-31,203.44,43.19
2016-11-01,205.1,44.16
2016-11-02,203.34,43.06
2016-11-03,206.55,44.42
2016-11-04,205.72,43.95
2016-11-07,206.03,44.06
2016-11-08,207.07,44.68
2016-11-09,205.41,43.91
2016-11-10,208.52,45.52
2016-11-11,211.62,46.66
2016-11-14,212.22,47.22
2016-11-15,214.84,47.2
2016-11-16,214.53,47.19
2016-11-17,215.57,47.49
2016-11-18,213.9,46.67
2016-11-21,216.72,47.69
2016-11-22,219.22,48.85
2016-11-23,219.64,49.13
2016-11-24,221.21,49.73
2016-11-25,224.97,51.13
2016-11-28,226.43,51.72
2016-11-29,228.83,52.96
2016-11-30,225.7,51.84
2016-12-01,228.1,53.0
2016-12-02,225.17,51.46
2016-12-05,220.37,48.9
2016-12-06,219.54,48.46
2016-12-07,221.21,49.17
2016-12-08,220.27,48.93
2016-12-09,223.71,49.94
2016-12-12,219.02,46.31
2016-12-13,218.23,46.14
2016-12-14,220.71,45.02
2016-12-15,221.07,43.36
2016-12-16,222.49,43.6
2016-12-19,221.6,42.87
2016-12-20,222.13,42.02
2016-12-21,227.46,43.28
2016-12-22,226.04,43.16
2016-12-23,225.68,41.96
2016-12-26,230.83,42.59
2016-12-27,225.33,42.33
2016-12-28,226.92,41.71
2016-12-29,223.73,41.53
2016-12-30,222.31,42.06
2017-01-03,219.47,43.44
2017-01-04,221.42,44.56
2017-01-05,221.25,44.54
2017-01-06,221.42,43.67
2017-01-09,223.37,44.37
2017-01-10,224.97,44.13
2017-01-11,226.75,43.11
2017-01-12,226.39,42.39
2017-01-13,225.86,42.48
2017-01-16,227.92,42.46
2017-01-17,229.38,42.76
2017-01-18,228.28,43.32
2017-01-19,225.47,42.89
2017-01-20,226.21,43.98
2017-01-23,227.79,44.38
2017-01-24,227.3,44.4
2017-01-25,224.13,44.89
2017-01-26,222.91,45.4
2017-02-03,226.94,44.4
2017-02-06,230.24,44.77
2017-02-07,231.56,44.45
2017-02-08,232.88,45.2
2017-02-09,233.62,45.76
2017-02-10,236.97,46.5
2017-02-13,237.5,47.48
2017-02-14,237.32,47.46
2017-02-15,239.79,46.85
2017-02-16,241.37,47.68
2017-02-17,240.14,46.84
2017-02-20,241.2,48.98
2017-02-21,241.55,49.48
2017-02-22,246.13,49.77
2017-02-23,245.77,49.07
2017-02-24,244.72,49.09
2017-02-27,242.96,47.9
2017-02-28,244.36,48.19
2017-03-01,242.96,48.43
2017-03-02,250.35,47.43
2017-03-03,248.42,47.12
2017-03-06,255.81,47.92
2017-03-07,251.06,48.24
2017-03-08,248.42,48.01
2017-03-09,248.59,47.08
2017-03-10,251.41,47.12
2017-03-13,254.05,48.41
2017-03-14,256.69,48.35
2017-03-15,255.64,48.65
2017-03-16,259.33,49.42
2017-03-17,258.28,47.89
2017-03-20,257.22,48.05
2017-03-21,259.33,48.77
2017-03-22,248.24,48.07
2017-03-23,249.12,48.58
2017-03-24,244.36,49.77
2017-03-27,241.02,49.27
2017-03-28,241.59,48.92
2017-03-29,238.29,48.72
2017-03-30,237.3,47.5
2017-03-31,234.51,48.33
2017-04-05,238.27,50.38
2017-04-06,238.51,50.82
2017-04-07,241.54,50.96
2017-04-10,240.2,50.43
2017-04-11,240.93,50.96
2017-04-12,244.32,50.62
2017-04-13,245.65,50.84
2017-04-14,246.38,49.63
2017-04-17,245.53,49.35
2017-04-18,244.44,48.61
2017-04-19,244.2,47.89
2017-04-20,243.6,48.56
2017-04-21,242.51,48.79
2017-04-24,239.84,47.26
2017-04-25,240.08,47.68
2017-04-26,238.51,47.86
2017-04-27,239.48,47.93
2017-04-28,240.69,47.63
2017-05-02,237.78,47.06
2017-05-03,237.23,46.48
2017-05-04,236.24,46.11
2017-05-05,235.24,45.17
2017-05-08,241.2,44.15
2017-05-09,242.69,43.88
2017-05-10,242.52,43.25
2017-05-11,242.36,44.06
2017-05-12,239.21,45.29
2017-05-15,240.7,45.89
2017-05-16,242.85,47.15
2017-05-17,241.36,46.35
2017-05-18,234.09,45.84
2017-05-19,236.24,46.09
2017-05-22,239.05,46.4
2017-05-23,242.36,46.96
2017-05-24,242.19,46.96
2017-05-25,244.34,49.6
2017-05-26,248.64,49.37
2017-05-31,248.48,49.91
2017-06-01,245.17,50.12
2017-06-02,250.13,49.63
2017-06-05,253.11,48.87
2017-06-06,251.12,49.91
2017-06-07,253.14,51.67
2017-06-08,255.84,52.83
2017-06-09,257.98,53.48
2017-06-12,256.75,53.41
2017-06-13,257.53,53.74
2017-06-14,253.93,51.73
2017-06-15,252.47,51.45
2017-06-16,252.13,51.02
2017-06-19,255.62,52.52
2017-06-20,254.83,52.21
2017-06-21,257.98,53.99
2017-06-22,259.67,54.09
2017-06-23,261.02,55.49
2017-06-26,264.29,57.43
2017-06-27,265.42,57.71
2017-06-28,263.5,56.49
2017-06-29,265.64,57.46
2017-06-30,265.42,57.37
2017-07-03,264.29,56.69
2017-07-04,261.59,55.36
2017-07-05,265.64,57.07
2017-07-06,266.54,57.08
2017-07-07,266.77,56.9
2017-07-10,267.67,56.81
2017-07-11,269.47,57.54
2017-07-12,268.46,57.03
2017-07-13,273.07,58.23
2017-07-14,275.77,58.93
2017-07-17,273.75,57.23
2017-07-18,273.86,57.39
2017-07-19,280.84,60.07
2017-07-20,281.63,60.85
2017-07-21,279.83,60.02
2017-07-24,281.52,60.66
2017-07-25,279.15,59.64
2017-07-26,278.7,59.03
2017-07-27,279.15,59.32
2017-07-28,279.27,59.74
2017-07-31,281.29,60.42
2017-08-01,285.46,61.82
2017-08-02,285.57,61.41
2017-08-03,282.31,59.99
2017-08-04,280.05,59.12
2017-08-07,282.08,59.95
2017-08-08,282.08,60.18
2017-08-09,281.18,60.13
2017-08-10,279.72,59.48
2017-08-11,273.07,56.54
2017-08-14,271.89,58.57
2017-08-15,269.19,59.06
2017-08-16,268.25,58.86
2017-08-17,276.16,59.71
2017-08-18,273.35,59.86
2017-08-21,274.22,60.56
2017-08-22,271.85,61.04
2017-08-23,269.91,61.2
2017-08-24,267.32,60.28
2017-08-25,271.2,62.91
2017-08-28,278.09,64.92
2017-08-29,275.51,64.57
2017-08-30,278.31,64.56
2017-08-31,280.25,64.04
2017-09-01,282.62,64.4
2017-09-04,286.93,65.05
2017-09-05,286.93,65.54
2017-09-06,290.59,65.21
2017-09-07,287.79,64.37
2017-09-08,285.85,64.2
2017-09-11,289.29,64.19
2017-09-12,286.28,64.72
2017-09-13,287.14,64.92
2017-09-14,284.99,64.37
2017-09-15,283.91,64.43
2017-09-18,289.51,64.94
2017-09-19,285.63,64.47
2017-09-20,288.0,64.91
2017-09-21,283.48,64.71
2017-09-22,281.97,64.71
2017-09-25,277.02,63.85
2017-09-26,276.16,63.98
2017-09-27,278.52,64.0
2017-09-28,279.39,64.06
2017-09-29,280.98,64.65
2017-10-09,285.22,66.62
2017-10-10,285.03,66.94
2017-10-11,286.69,67.5
2017-10-12,287.24,67.94
2017-10-13,286.87,68.28
