date,equity,cash,market_value,held_symbol,units,gross_traded,benchmark_value
2014-02-21,113801.94163999999,55.84163999998418,113746.1,SZ159915,76700.0,0.0,0.97454417
2014-02-24,115489.34163999997,55.84163999998418,115433.49999999999,SZ159915,76700.0,0.0,0.95311904
2014-02-25,109890.24163999998,55.84163999998418,109834.4,SZ159915,76700.0,0.0,0.92875856
2014-02-26,109253.70951999999,32.509519999992335,109221.2,SH518880,41200.0,215660.59999999998,0.9311257
2014-02-27,107234.90951999999,32.509519999992335,107202.4,SH518880,41200.0,0.0,0.927123
2014-02-28,108017.70951999999,32.509519999992335,107985.2,SH518880,41200.0,0.0,0.93782276
2014-03-03,109253.70951999999,32.509519999992335,109221.2,SH518880,41200.0,0.0,0.94272923
2014-03-04,108924.10951999998,32.509519999992335,108891.59999999999,SH518880,41200.0,0.0,0.9401038
2014-03-05,108141.30952,32.509519999992335,108108.8,SH518880,41200.0,0.0,0.93137103
2014-03-06,108100.10952,32.509519999992335,108067.6,SH518880,41200.0,0.0,0.9355244
2014-03-07,109171.30952,32.509519999992335,109138.8,SH518880,41200.0,0.0,0.9332562
2014-03-10,107564.50951999999,32.509519999992335,107532.0,SH518880,41200.0,0.0,0.902883
2014-03-11,108841.70951999999,32.509519999992335,108809.2,SH518880,41200.0,0.0,0.9075615
2014-03-12,109954.10952,32.509519999992335,109921.6,SH518880,41200.0,0.0,0.9099158
2014-03-13,111025.30952,32.509519999992335,110992.8,SH518880,41200.0,0.0,0.92119217
2014-03-14,110942.90952,32.509519999992335,110910.40000000001,SH518880,41200.0,0.0,0.9136645
2014-03-17,112178.90951999999,32.509519999992335,112146.4,SH518880,41200.0,0.0,0.9223585
2014-03-18,110695.70951999999,32.509519999992335,110663.2,SH518880,41200.0,0.0,0.9202453
2014-03-19,110448.50951999999,32.509519999992335,110416.0,SH518880,41200.0,0.0,0.9128166
2014-03-20,109088.90951999999,32.509519999992335,109056.4,SH518880,41200.0,0.0,0.8982261
2014-03-21,109088.90951999999,32.509519999992335,109056.4,SH518880,41200.0,0.0,0.9291416
2014-03-24,108800.50951999999,32.509519999992335,108768.0,SH518880,41200.0,0.0,0.93678117
2014-03-25,107482.10952,32.509519999992335,107449.6,SH518880,41200.0,0.0,0.93587303
2014-03-26,107729.30951999998,32.509519999992335,107696.79999999999,SH518880,41200.0,0.0,0.93441397
2014-03-27,106328.50951999999,32.509519999992335,106296.0,SH518880,41200.0,0.0,0.9278117
2014-03-28,106658.10952,32.509519999992335,106625.6,SH518880,41200.0,0.0,0.92620194
2014-03-31,106040.10951999998,32.509519999992335,106007.59999999999,SH518880,41200.0,0.0,0.9237616
2014-04-01,106188.65916436026,222.68580154095253,105965.9733628193,SH510180,20800.0,211041.21547536398,0.9309966
2014-04-02,107143.30757303428,222.68580154095253,106920.62177149333,SH510180,20800.0,0.0,0.9385802
2014-04-03,106357.12653059684,222.68580154095253,106134.44072905589,SH510180,20800.0,0.0,0.9318144
2014-04-04,107536.39809425303,222.68580154095253,107313.71229271208,SH510180,20800.0,0.0,0.9406203
2014-04-08,110288.0317427841,222.68580154095253,110065.34594124314,SH510180,20800.0,0.0,0.9629364
2014-04-09,110063.40858780198,222.68580154095253,109840.72278626103,SH510180,20800.0,0.0,0.9634959
2014-04-10,112478.10750385986,222.68580154095253,112255.42170231891,SH510180,20800.0,0.0,0.97862005
2014-04-11,112197.3285601322,222.68580154095253,111974.64275859125,SH510180,20800.0,0.0,0.9772901
2014-04-14,112028.8611938956,222.68580154095253,111806.17539235465,SH510180,20800.0,0.0,0.97640353
2014-04-15,109951.09701031091,222.68580154095253,109728.41120876996,SH510180,20800.0,0.0,0.9595534
2014-04-16,110007.25279905644,222.68580154095253,109784.56699751549,SH510180,20800.0,0.0,0.96087474
2014-04-17,109614.16227783772,222.68580154095253,109391.47647629677,SH510180,20800.0,0.0,0.95754784
2014-04-18,109445.69491160112,222.68580154095253,109223.00911006017,SH510180,20800.0,0.0,0.9574101
2014-04-21,107592.55388299855,222.68580154095253,107369.8680814576,SH510180,20800.0,0.0,0.94138646
2014-04-22,108210.26755919942,222.68580154095253,107987.58175765847,SH510180,20800.0,0.0,0.94549674
2014-04-23,107929.48861547175,222.68580154095253,107706.8028139308,SH510180,20800.0,0.0,0.9445799
2014-04-24,107929.48861547175,222.68580154095253,107706.8028139308,SH510180,20800.0,0.0,0.94277227
2014-04-25,107030.99599554324,222.68580154095253,106808.31019400229,SH510180,20800.0,0.0,0.9330281
2014-04-28,105290.16654443173,222.68580154095253,105067.48074289078,SH510180,20800.0,0.0,0.9188853
2014-04-29,106244.81495310577,222.68580154095253,106022.12915156482,SH510180,20800.0,0.0,0.9289996
2014-04-30,106300.97074185131,222.68580154095253,106078.28494031036,SH510180,20800.0,0.0,0.9290814
2014-05-05,105823.8520496877,76.65204968769103,105747.20000000001,SH518880,40300.0,212035.57336281933,0.92813873
2014-05-06,105904.45204968768,76.65204968769103,105827.79999999999,SH518880,40300.0,0.0,0.9285089
2014-05-07,105864.15204968769,76.65204968769103,105787.5,SH518880,40300.0,0.0,0.91989666
2014-05-08,104332.7520496877,76.65204968769103,104256.1,SH518880,40300.0,0.0,0.9191133
2014-05-09,104373.0520496877,76.65204968769103,104296.40000000001,SH518880,40300.0,0.0,0.918429
2014-05-12,104574.55204968769,76.65204968769103,104497.9,SH518880,40300.0,0.0,0.93828756
2014-05-13,104655.1520496877,76.65204968769103,104578.50000000001,SH518880,40300.0,0.0,0.9360494
2014-05-14,105183.41884968769,106.41884968768863,105077.0,SH513100,88300.0,209166.0,0.93498206
2014-05-15,104830.21884968768,106.41884968768863,104723.79999999999,SH513100,88300.0,0.0,0.92280614
2014-05-16,104212.11884968769,106.41884968768863,104105.7,SH513100,88300.0,0.0,0.9236109
2014-05-19,104477.01884968768,106.41884968768863,104370.59999999999,SH513100,88300.0,0.0,0.91035044
2014-05-20,105183.41884968769,106.41884968768863,105077.0,SH513100,88300.0,0.0,0.91062164
2014-05-21,104565.3188496877,106.41884968768863,104458.90000000001,SH513100,88300.0,0.0,0.91928977
2014-05-22,105801.5188496877,106.41884968768863,105695.1,SH513100,88300.0,0.0,0.91712064
2014-05-23,106243.01884968768,106.41884968768863,106136.59999999999,SH513100,88300.0,0.0,0.92466974
2014-05-26,107037.71884968769,106.41884968768863,106931.3,SH513100,88300.0,0.0,0.92792785
2014-05-27,107479.21884968769,106.41884968768863,107372.8,SH513100,88300.0,0.0,0.9241835
2014-05-28,108627.1188496877,106.41884968768863,108520.70000000001,SH513100,88300.0,0.0,0.9336823
2014-05-29,108185.61884968769,106.41884968768863,108079.2,SH513100,88300.0,0.0,0.9275749
2014-05-30,109510.1188496877,106.41884968768863,109403.70000000001,SH513100,88300.0,0.0,0.9281345
2014-06-03,109245.21884968769,106.41884968768863,109138.8,SH513100,88300.0,0.0,0.9253196
2014-06-04,108980.3188496877,106.41884968768863,108873.90000000001,SH513100,88300.0,0.0,0.9160016
2014-06-05,109775.0188496877,106.41884968768863,109668.6,SH513100,88300.0,0.0,0.9256123
2014-06-06,110922.91884968767,106.41884968768863,110816.49999999999,SH513100,88300.0,0.0,0.91877764
2014-06-09,111011.21884968769,106.41884968768863,110904.8,SH513100,88300.0,0.0,0.9185883
2014-06-10,110393.1188496877,106.41884968768863,110286.70000000001,SH513100,88300.0,0.0,0.93020463
2014-06-11,110922.91884968767,106.41884968768863,110816.49999999999,SH513100,88300.0,0.0,0.9299895
2014-06-12,110304.81884968768,106.41884968768863,110198.4,SH513100,88300.0,0.0,0.92682177
2014-06-13,109686.71884968769,106.41884968768863,109580.3,SH513100,88300.0,0.0,0.9366478
2014-06-16,111067.88626968769,119.6862696876924,110948.2,SZ159915,81400.0,220162.90000000002,0.9433705
2014-06-17,110009.68626968769,119.6862696876924,109890.0,SZ159915,81400.0,0.0,0.93382007
2014-06-18,108951.4862696877,119.6862696876924,108831.8,SZ159915,81400.0,0.0,0.9297614
2014-06-19,105207.08626968769,119.6862696876924,105087.4,SZ159915,81400.0,0.0,0.9154162
2014-06-20,106346.68626968769,119.6862696876924,106227.0,SZ159915,81400.0,0.0,0.91964275
2014-06-23,108544.4862696877,119.6862696876924,108424.8,SZ159915,81400.0,0.0,0.918515
2014-06-24,109358.4862696877,119.6862696876924,109238.8,SZ159915,81400.0,0.0,0.9231247
2014-06-25,108218.8862696877,119.6862696876924,108099.20000000001,SZ159915,81400.0,0.0,0.91819656
2014-06-26,110416.68626968769,119.6862696876924,110297.0,SZ159915,81400.0,0.0,0.92495805
2014-06-27,110579.4862696877,119.6862696876924,110459.8,SZ159915,81400.0,0.0,0.92546594
2014-06-30,111800.4862696877,119.6862696876924,111680.8,SZ159915,81400.0,0.0,0.9318617
2014-07-01,112533.08626968769,119.6862696876924,112413.4,SZ159915,81400.0,0.0,0.93162066
2014-07-02,113184.2862696877,119.6862696876924,113064.6,SZ159915,81400.0,0.0,0.9343365
2014-07-03,113272.19848968768,101.99848968768492,113170.2,SH518880,42900.0,225938.9,0.93834776
2014-07-04,113143.49848968767,101.99848968768492,113041.49999999999,SH518880,42900.0,0.0,0.9377065
2014-07-07,112371.29848968769,101.99848968768492,112269.3,SH518880,42900.0,0.0,0.93666923
2014-07-08,112886.09848968769,101.99848968768492,112784.1,SH518880,42900.0,0.0,0.9384683
2014-07-09,113057.69848968768,101.99848968768492,112955.7,SH518880,42900.0,0.0,0.92479885
2014-07-10,113572.49848968768,101.99848968768492,113470.5,SH518880,42900.0,0.0,0.92227674
2014-07-11,114602.09848968769,101.99848968768492,114500.1,SH518880,42900.0,0.0,0.9244976
2014-07-14,112928.99848968768,101.99848968768492,112827.0,SH518880,42900.0,0.0,0.9347195
2014-07-15,112328.52704968769,52.227049687702674,112276.29999999999,SH513100,86300.0,223857.2,0.9361054
2014-07-16,111897.0270496877,52.227049687702674,111844.8,SH513100,86300.0,0.0,0.9343365
2014-07-17,112242.2270496877,52.227049687702674,112190.0,SH513100,86300.0,0.0,0.928397
2014-07-18,111379.2270496877,52.227049687702674,111327.0,SH513100,86300.0,0.0,0.93143994
2014-07-21,112414.82704968771,52.227049687702674,112362.6,SH513100,86300.0,0.0,0.93236953
2014-07-22,112155.9270496877,52.227049687702674,112103.7,SH513100,86300.0,0.0,0.9437321
2014-07-23,112587.4270496877,52.227049687702674,112535.2,SH513100,86300.0,0.0,0.94593996
2014-07-24,115033.44430488985,218.6145385918935,114814.82976629796,SH510180,21200.0,225376.73716366306,0.9628073
2014-07-25,116349.86558336686,218.6145385918935,116131.25104477497,SH510180,21200.0,0.0,0.97289145
2014-07-28,119669.5366334393,218.6145385918935,119450.92209484741,SH510180,21200.0,0.0,1.0002002
2014-07-29,120127.42229551825,218.6145385918935,119908.80775692636,SH510180,21200.0,0.0,1.0034152
2014-07-30,119669.5366334393,218.6145385918935,119450.92209484741,SH510180,21200.0,0.0,0.9993867
2014-07-31,121329.37215847551,218.6145385918935,121110.75761988362,SH510180,21200.0,0.0,1.0115411
2014-08-01,119955.71517223865,218.6145385918935,119737.10063364675,SH510180,21200.0,0.0,1.0025674
2014-08-04,122645.79343695249,218.6145385918935,122427.1788983606,SH510180,21200.0,0.0,1.0224603
2014-08-05,122245.14348263342,218.6145385918935,122026.52894404152,SH510180,21200.0,0.0,1.0197617
2014-08-06,121443.84357399523,218.6145385918935,121225.22903540333,SH510180,21200.0,0.0,1.0171235
2014-08-07,119497.82951015967,218.6145385918935,119279.21497156778,SH510180,21200.0,0.0,1.0017323
2014-08-08,120012.9508799985,218.6145385918935,119794.33634140661,SH510180,21200.0,0.0,1.003312
2014-08-11,121615.55069727484,218.6145385918935,121396.93615868295,SH510180,21200.0,0.0,1.0180401
2014-08-12,121214.90074295575,218.6145385918935,120996.28620436386,SH510180,21200.0,0.0,1.0144678
2014-08-13,121443.84357399523,218.6145385918935,121225.22903540333,SH510180,21200.0,0.0,1.015264
2014-08-14,120299.12941879785,218.6145385918935,120080.51488020596,SH510180,21200.0,0.0,1.0053865
2014-08-15,121730.02211279458,218.6145385918935,121511.40757420269,SH510180,21200.0,0.0,1.0160129
2014-08-18,122073.4363593538,218.6145385918935,121854.8218207619,SH510180,21200.0,0.0,1.0220041
2014-08-19,121901.72923607418,218.6145385918935,121683.11469748229,SH510180,21200.0,0.0,1.0220945
2014-08-20,121501.07928175513,218.6145385918935,121282.46474316323,SH510180,21200.0,0.0,1.0183802
2014-08-21,123286.76342509658,40.26342509657843,123246.5,SZ159915,87100.0,242008.05049660397,1.0132583
2014-08-22,124506.16342509659,40.26342509657843,124465.90000000001,SZ159915,87100.0,0.0,1.0180445
2014-08-25,122677.06342509657,40.26342509657843,122636.79999999999,SZ159915,87100.0,0.0,1.0083605
2014-08-26,119976.96342509658,40.26342509657843,119936.7,SZ159915,87100.0,0.0,1.0002819
2014-08-27,120935.06342509657,40.26342509657843,120894.79999999999,SZ159915,87100.0,0.0,1.0017884
2014-08-28,119367.2634250966,40.26342509657843,119327.00000000001,SZ159915,87100.0,0.0,0.99476856
2014-08-29,121457.66342509657,40.26342509657843,121417.4,SZ159915,87100.0,0.0,1.0063936
2014-09-01,123460.96342509658,40.26342509657843,123420.7,SZ159915,87100.0,0.0,1.0137233
2014-09-02,124593.26342509658,40.26342509657843,124553.0,SZ159915,87100.0,0.0,1.0271258
2014-09-03,125377.16342509659,40.26342509657843,125336.90000000001,SZ159915,87100.0,0.0,1.0367582
2014-09-04,126944.96342509659,40.26342509657843,126904.70000000001,SZ159915,87100.0,0.0,1.0442384
2014-09-05,127206.26342509658,40.26342509657843,127166.0,SZ159915,87100.0,0.0,1.0541548
2014-09-09,127032.06342509658,40.26342509657843,126991.8,SZ159915,87100.0,0.0,1.052416
2014-09-10,127815.96342509659,40.26342509657843,127775.70000000001,SZ159915,87100.0,0.0,1.0469112
2014-09-11,128164.36342509658,40.26342509657843,128124.1,SZ159915,87100.0,0.0,1.0430462
2014-09-12,129209.56342509658,40.26342509657843,129169.3,SZ159915,87100.0,0.0,1.0494635
2014-09-15,129209.56342509658,40.26342509657843,129169.3,SZ159915,87100.0,0.0,1.04896
2014-09-16,125290.06342509657,40.26342509657843,125249.79999999999,SZ159915,87100.0,0.0,1.02812
2014-09-17,125464.26342509658,40.26342509657843,125424.0,SZ159915,87100.0,0.0,1.0335258
2014-09-18,126857.86342509657,40.26342509657843,126817.59999999999,SZ159915,87100.0,0.0,1.0366807
2014-09-19,127206.26342509658,40.26342509657843,127166.0,SZ159915,87100.0,0.0,1.0438037
2014-09-22,125638.46342509658,40.26342509657843,125598.2,SZ159915,87100.0,0.0,1.0238807
2014-09-23,127293.36342509658,40.26342509657843,127253.1,SZ159915,87100.0,0.0,1.0327209
2014-09-24,128861.16342509659,40.26342509657843,128820.90000000001,SZ159915,87100.0,0.0,1.0509698
2014-09-25,127990.16342509659,40.26342509657843,127949.90000000001,SZ159915,87100.0,0.0,1.0488652
2014-09-26,128251.46342509658,40.26342509657843,128211.2,SZ159915,87100.0,0.0,1.0489641
2014-09-29,129732.16342509659,40.26342509657843,129691.90000000001,SZ159915,87100.0,0.0,1.0535264
2014-09-30,130690.26342509658,40.26342509657843,130650.0,SZ159915,87100.0,0.0,1.0548995
2014-10-08,131996.76342509658,40.26342509657843,131956.5,SZ159915,87100.0,0.0,1.066688
2014-10-09,132345.16342509657,40.26342509657843,132304.9,SZ159915,87100.0,0.0,1.0682288
2014-10-10,131735.4634250966,40.26342509657843,131695.2,SZ159915,87100.0,0.0,1.0616996
2014-10-13,131125.76342509658,40.26342509657843,131085.5,SZ159915,87100.0,0.0,1.0566038
2014-10-14,130080.56342509658,40.26342509657843,130040.3,SZ159915,87100.0,0.0,1.0529927
2014-10-15,130864.46342509658,40.26342509657843,130824.2,SZ159915,87100.0,0.0,1.0604428
2014-10-16,129122.46342509658,40.26342509657843,129082.2,SZ159915,87100.0,0.0,1.052063
2014-10-17,128077.26342509658,40.26342509657843,128037.0,SZ159915,87100.0,0.0,1.0509139
2014-10-20,130254.7634250966,40.26342509657843,130214.50000000001,SZ159915,87100.0,0.0,1.0565004
2014-10-21,128425.66342509657,40.26342509657843,128385.4,SZ159915,87100.0,0.0,1.0473244
2014-10-22,127554.66342509657,40.26342509657843,127514.4,SZ159915,87100.0,0.0,1.040976
2014-10-23,125290.06342509657,40.26342509657843,125249.79999999999,SZ159915,87100.0,0.0,1.031206
2014-10-24,125551.36342509658,40.26342509657843,125511.1,SZ159915,87100.0,0.0,1.028955
2014-10-27,126596.56342509658,40.26342509657843,126556.3,SZ159915,87100.0,0.0,1.0195379
2014-10-28,126650.5829050966,222.18290509658982,126428.40000000001,SH518880,52200.0,253402.59999999998,1.0401195
2014-10-29,126963.78290509658,222.18290509658982,126741.59999999999,SH518880,52200.0,0.0,1.0550672
2014-10-30,125293.38290509659,222.18290509658982,125071.2,SH518880,52200.0,0.0,1.0626206
2014-10-31,122839.98290509661,222.18290509658982,122617.80000000002,SH518880,52200.0,0.0,1.0795741
2014-11-03,120521.57534434192,66.05974071510718,120455.51560362682,SH510180,19900.0,241793.7644114992,1.0813946
2014-11-04,122673.40224143112,91.60224143111554,122581.8,SH513100,90200.0,240727.28795830766,1.0816615
2014-11-05,122222.40224143112,91.60224143111554,122130.8,SH513100,90200.0,0.0,1.077478
2014-11-06,122222.40224143112,91.60224143111554,122130.8,SH513100,90200.0,0.0,1.0786057
2014-11-07,123034.20224143112,91.60224143111554,122942.6,SH513100,90200.0,0.0,1.0769185
2014-11-10,123034.20224143112,91.60224143111554,122942.6,SH513100,90200.0,0.0,1.1042831
2014-11-11,123034.20224143112,91.60224143111554,122942.6,SH513100,90200.0,0.0,1.1012187
2014-11-12,122944.00224143112,91.60224143111554,122852.40000000001,SH513100,90200.0,0.0,1.1165881
2014-11-13,123124.40224143112,91.60224143111554,123032.8,SH513100,90200.0,0.0,1.1103172
2014-11-14,123214.60224143112,91.60224143111554,123123.0,SH513100,90200.0,0.0,1.1108941
2014-11-17,123485.20224143112,91.60224143111554,123393.6,SH513100,90200.0,0.0,1.1048728
2014-11-18,123485.20224143112,91.60224143111554,123393.6,SH513100,90200.0,0.0,1.0938201
2014-11-19,125018.60224143112,91.60224143111554,124927.0,SH513100,90200.0,0.0,1.0920125
2014-11-20,123846.00224143112,91.60224143111554,123754.40000000001,SH513100,90200.0,0.0,1.0919609
2014-11-21,124387.2022414311,91.60224143111554,124295.59999999999,SH513100,90200.0,0.0,1.1119142
2014-11-24,126170.90466371935,479.74365068123734,125691.16101303812,SH510180,19500.0,248153.42790516885,1.1402342
2014-11-25,127357.17902763479,479.74365068123734,126877.43537695355,SH510180,19500.0,0.0,1.1558577
2014-11-26,129729.7277554656,479.74365068123734,129249.98410478437,SH510180,19500.0,0.0,1.1719803
2014-11-27,131670.90398732718,479.74365068123734,131191.16033664596,SH510180,19500.0,0.0,1.185525
2014-11-28,134798.3545831042,479.74365068123734,134318.61093242298,SH510180,19500.0,0.0,1.2089084
2014-12-01,134852.27614510036,479.74365068123734,134372.53249441914,SH510180,19500.0,0.0,1.2136385
2014-12-02,140621.883278689,479.74365068123734,140142.13962800775,SH510180,19500.0,0.0,1.2584558
2014-12-03,142131.68701458134,479.74365068123734,141651.9433639001,SH510180,19500.0,0.0,1.2772254
2014-12-04,149357.17632206617,479.74365068123734,148877.43267138492,SH510180,19500.0,0.0,1.3361037
2014-12-05,151298.35255392775,479.74365068123734,150818.60890324652,SH510180,19500.0,0.0,1.3449441
2014-12-08,158955.2143573818,479.74365068123734,158475.47070670058,SH510180,19500.0,0.0,1.4000306
2014-12-09,150004.23506602005,479.74365068123734,149524.4914153388,SH510180,19500.0,0.0,1.3372055
2014-12-10,154857.175645674,479.74365068123734,154377.43199499277,SH510180,19500.0,0.0,1.3865463
2014-12-11,152322.8622318547,479.74365068123734,151843.11858117345,SH510180,19500.0,0.0,1.3699588
2014-12-12,152808.1562898201,479.74365068123734,152328.41263913887,SH510180,19500.0,0.0,1.3743575
2014-12-15,153994.43065373553,479.74365068123734,153514.68700305428,SH510180,19500.0,0.0,1.384687
2014-12-16,159332.66529135488,479.74365068123734,158852.92164067365,SH510180,19500.0,0.0,1.4217743
2014-12-17,163107.17463108577,479.74365068123734,162627.43098040452,SH510180,19500.0,0.0,1.446393
2014-12-18,162244.42963914725,479.74365068123734,161764.68598846602,SH510180,19500.0,0.0,1.440079
2014-12-19,165048.35086294735,479.74365068123734,164568.60721226613,SH510180,19500.0,0.0,1.4561071
2014-12-22,165533.64492091275,479.74365068123734,165053.90127023152,SH510180,19500.0,0.0,1.4609749
2014-12-23,161489.5277712011,479.74365068123734,161009.78412051988,SH510180,19500.0,0.0,1.4310365
2014-12-24,156313.05781957024,479.74365068123734,155833.314168889,SH510180,19500.0,0.0,1.3903509
2014-12-25,162406.1943251358,479.74365068123734,161926.45067445454,SH510180,19500.0,0.0,1.4355556
2014-12-26,168984.62488866673,479.74365068123734,168504.88123798548,SH510180,19500.0,0.0,1.4830801
2014-12-29,168984.62488866673,479.74365068123734,168504.88123798548,SH510180,19500.0,0.0,1.4872204
2014-12-30,169362.0758226398,479.74365068123734,168882.33217195855,SH510180,19500.0,0.0,1.4881201
2014-12-31,173729.72234432836,479.74365068123734,173249.97869364714,SH510180,19500.0,0.0,1.520899
2015-01-05,178313.05511400162,479.74365068123734,177833.31146332037,SH510180,19500.0,0.0,1.5673089
2015-01-06,177018.93762609386,479.74365068123734,176539.19397541264,SH510180,19500.0,0.0,1.5671022
2015-01-07,177342.46699807077,479.74365068123734,176862.72334738955,SH510180,19500.0,0.0,1.5682772
2015-01-08,172866.9773523899,479.74365068123734,172387.23370170864,SH510180,19500.0,0.0,1.5318958
2015-01-09,172920.89891438605,479.74365068123734,172441.15526370483,SH510180,19500.0,0.0,1.5264986
2015-01-12,171249.33049250522,479.74365068123734,170769.58684182397,SH510180,19500.0,0.0,1.5122352
2015-01-13,170440.50706256292,479.74365068123734,169960.7634118817,SH510180,19500.0,0.0,1.5124332
2015-01-14,170494.42862455908,479.74365068123734,170014.68497387783,SH510180,19500.0,0.0,1.507432
2015-01-15,176264.03575814766,479.74365068123734,175784.29210746643,SH510180,19500.0,0.0,1.5512033
2015-01-16,177989.52574202465,479.74365068123734,177509.78209134343,SH510180,19500.0,0.0,1.5645586
2015-01-19,160249.33184528956,479.74365068123734,159769.5881946083,SH510180,19500.0,0.0,1.4440516
2015-01-20,164185.60587100888,479.74365068123734,163705.86222032766,SH510180,19500.0,0.0,1.4617238
2015-01-21,166812.87680297502,180.87680297502084,166632.0,SH518880,63600.0,330232.7797082354,1.5274324
2015-01-22,164841.27680297502,180.87680297502084,164660.4,SH518880,63600.0,0.0,1.5354896
2015-01-23,165986.07680297503,180.87680297502084,165805.2,SH518880,63600.0,0.0,1.5372628
2015-01-26,166113.27680297502,180.87680297502084,165932.4,SH518880,63600.0,0.0,1.5528691
2015-01-27,165034.38756297505,116.78756297504879,164917.6,SZ159915,97700.0,329446.19999999995,1.53864
2015-01-28,163080.38756297505,116.78756297504879,162963.6,SZ159915,97700.0,0.0,1.5172881
2015-01-29,161517.18756297504,116.78756297504879,161400.4,SZ159915,97700.0,0.0,1.4985572
2015-01-30,158683.88756297505,116.78756297504879,158567.1,SZ159915,97700.0,0.0,1.478152
2015-02-02,160247.08756297504,116.78756297504879,160130.3,SZ159915,97700.0,0.0,1.4435352
2015-02-03,165522.88756297505,116.78756297504879,165406.1,SZ159915,97700.0,0.0,1.4794691
2015-02-04,166011.38756297505,116.78756297504879,165894.6,SZ159915,97700.0,0.0,1.4641125
2015-02-05,167086.08756297507,116.78756297504879,166969.30000000002,SZ159915,97700.0,0.0,1.4491261
2015-02-06,162396.48756297506,116.78756297504879,162279.7,SZ159915,97700.0,0.0,1.4256564
2015-02-09,160833.28756297505,116.78756297504879,160716.5,SZ159915,97700.0,0.0,1.4400748
2015-02-10,164741.28756297505,116.78756297504879,164624.5,SZ159915,97700.0,0.0,1.4663376
2015-02-11,166695.28756297505,116.78756297504879,166578.5,SZ159915,97700.0,0.0,1.4780358
2015-02-12,168160.78756297505,116.78756297504879,168044.0,SZ159915,97700.0,0.0,1.4818017
2015-02-13,172166.48756297503,116.78756297504879,172049.69999999998,SZ159915,97700.0,0.0,1.4934053
2015-02-16,178907.78756297505,116.78756297504879,178791.0,SZ159915,97700.0,0.0,1.5061666
2015-02-17,177930.78756297505,116.78756297504879,177814.0,SZ159915,97700.0,0.0,1.5159968
2015-02-25,176269.88756297505,116.78756297504879,176153.1,SZ159915,97700.0,0.0,1.4972359
2015-02-26,177344.58756297507,116.78756297504879,177227.80000000002,SZ159915,97700.0,0.0,1.5349257
