strategy_id,name,execution_field,start_date,end_date,jq_total_return,local_total_return,jq_annualized_return,local_annualized_return,annualized_return_delta_pp,jq_max_drawdown,local_max_drawdown,max_drawdown_delta_pp,jq_sharpe,local_sharpe,sharpe_delta,jq_benchmark_annualized_return,local_benchmark_annualized_return,benchmark_annualized_delta_pp,trade_count,turnover,comparison
macd-market-timing,MACD——大盘择时,open,2005-07-01,2018-02-01,11.08913827,11.960182545047427,0.22534374,0.23231494507110018,0.6971205071100189,0.30022293,0.29504276907774407,-0.5180160922255928,0.96858476409965,1.190106239510226,0.22152147541057599,0.13706185,0.1373530471162847,0.029119711628469713,99,103.04767776190772,接近
rsrs-standard,RSRS——大盘择时,open,2008-07-01,2018-02-01,3.03761235,3.540431937844761,0.16102088,0.1756899561861902,1.4669076186190204,0.29143794,0.3013244216558739,0.9886481655873913,0.70643443962257,1.0212092071973502,0.3147747675747802,0.04587126,0.04557597702670435,-0.029528297329564634,79,80.20208294944275,接近
rsrs-volume-right-skew,RSRS 成交量加权右偏标准分,open,2014-01-01,2020-05-13,2.65363086,2.3162337700501516,0.23259567,0.21347053264340832,-1.9125137356591688,0.1422977,0.13491452336785115,-0.7383176632148852,1.1611795796101,1.2388503068260674,0.07767072721596735,0.089734,0.0902324954892002,0.04984954892002097,26,24.004186045535107,接近
rsrs-volume-right-skew,RSRS 成交量加权右偏标准分,close,2014-01-01,2020-05-13,2.65363086,2.2912237576867627,0.23259567,0.211988819484078,-2.060685051592201,0.1422977,0.16169096546847617,1.9393265468476169,1.1611795796101,1.234667596855813,0.07348801724571286,0.089734,0.0902324954892002,0.04984954892002097,26,23.909222616768208,接近
