date,equity,cash,market_value,position,gross_traded,signal,target,benchmark_value
2014-01-02,9972468.626907889,2.1004780137445778e-09,9972468.626907887,1.0,9972468.626907887,0.16145660639224763,1.0,0.99937385
2014-01-03,9838470.34265753,2.1004780137445778e-09,9838470.342657529,1.0,0.0,0.20421334962312984,1.0,0.9859454
2014-01-06,9614538.412639102,2.1004780137445778e-09,9614538.4126391,1.0,0.0,0.04560772052319684,1.0,0.9635045
2014-01-07,9611790.096296463,2.1004780137445778e-09,9611790.096296461,1.0,0.0,0.0005301033117745137,1.0,0.96322906
2014-01-08,9628582.902890977,2.1004780137445778e-09,9628582.902890975,1.0,0.0,0.19582734324184606,1.0,0.96491194
2014-01-09,9544018.084544355,2.1004780137445778e-09,9544018.084544353,1.0,0.0,0.24010210450410305,1.0,0.9564374
2014-01-10,9469417.045073042,2.1004780137445778e-09,9469417.04507304,1.0,0.0,0.17271900935412035,1.0,0.9489614
2014-01-13,9421443.77946706,2.1004780137445778e-09,9421443.779467057,1.0,0.0,0.41178393090511356,1.0,0.94415385
2014-01-14,9503775.527888997,2.1004780137445778e-09,9503775.527888995,1.0,0.0,0.8461097613182864,1.0,0.95240456
2014-01-15,9486982.721294483,2.1004780137445778e-09,9486982.721294481,1.0,0.0,1.0201451151313283,1.0,0.9507217
2014-01-16,9499438.199644115,2.1004780137445778e-09,9499438.199644113,1.0,0.0,0.8321769629603252,1.0,0.9519699
2014-01-17,9356205.733496996,2.1004780137445778e-09,9356205.733496994,1.0,0.0,0.9001562204181514,1.0,0.9376161
2014-01-20,9302520.478304483,2.1004780137445778e-09,9302520.478304481,1.0,0.0,0.9478201031141831,1.0,0.93223614
2014-01-21,9394515.109744368,2.1004780137445778e-09,9394515.109744366,1.0,0.0,1.0971550154479697,1.0,0.9414552
2014-01-22,9636700.046655064,2.1004780137445778e-09,9636700.046655063,1.0,0.0,0.7647557902048459,1.0,0.96572536
2014-01-23,9585548.757244596,2.1004780137445778e-09,9585548.757244594,1.0,0.0,0.5508370858091846,1.0,0.9605993
2014-01-24,9644773.91777077,2.1004780137445778e-09,9644773.917770768,1.0,0.0,0.7575129906519176,1.0,0.9665345
2014-01-27,9516960.603217173,2.1004780137445778e-09,9516960.603217172,1.0,0.0,0.39312724694094936,1.0,0.9537259
2014-01-28,9533882.221416175,2.1004780137445778e-09,9533882.221416174,1.0,0.0,1.0037918102110837,1.0,0.9554216
2014-01-29,9567897.542067047,2.1004780137445778e-09,9567897.542067045,1.0,0.0,0.6803220178210889,1.0,0.9588304
2014-01-30,9459109.09769199,2.1004780137445778e-09,9459109.097691989,1.0,0.0,-0.09021679593225672,1.0,0.94792837
2014-02-07,9502186.515986754,2.1004780137445778e-09,9502186.515986752,1.0,0.0,-0.1354489591612641,1.0,0.9522453
2014-02-10,9738616.190662535,2.1004780137445778e-09,9738616.190662533,1.0,0.0,0.2798837422946762,1.0,0.97593874
2014-02-11,9816051.085432593,2.1004780137445778e-09,9816051.08543259,1.0,0.0,0.5905186961053397,1.0,0.9836987
2014-02-12,9840489.062021622,2.1004780137445778e-09,9840489.06202162,1.0,0.0,0.1549344655885668,1.0,0.9861477
2014-02-13,9790239.453842573,2.1004780137445778e-09,9790239.453842571,1.0,0.0,0.3267041814985146,1.0,0.98111206
2014-02-14,9859041.95843059,2.1004780137445778e-09,9859041.958430588,1.0,0.0,0.25455797575709965,1.0,0.98800695
2014-02-17,9928103.092568243,2.1004780137445778e-09,9928103.092568241,1.0,0.0,0.13425139433351557,1.0,0.9949278
2014-02-18,9802651.659543822,2.1004780137445778e-09,9802651.65954382,1.0,0.0,0.22025999707677313,1.0,0.9823559
2014-02-19,9915261.179405147,2.1004780137445778e-09,9915261.179405145,1.0,0.0,0.3904663769337167,1.0,0.9936409
2014-02-20,9824125.962888958,2.1004780137445778e-09,9824125.962888956,1.0,0.0,0.5558492816333607,1.0,0.9845079
2014-02-21,9724700.512015149,2.1004780137445778e-09,9724700.512015147,1.0,0.0,0.47357178785441967,1.0,0.97454417
2014-02-24,9510905.45146556,2.1004780137445778e-09,9510905.451465558,1.0,0.0,0.5060451854483305,1.0,0.95311904
2014-02-25,9267818.833323445,2.1004780137445778e-09,9267818.833323443,1.0,0.0,-0.45413420906177654,1.0,0.92875856
2014-02-26,9291439.661296502,2.1004780137445778e-09,9291439.6612965,1.0,0.0,-0.07153448368094956,1.0,0.9311257
2014-02-27,9251498.000498503,2.1004780137445778e-09,9251498.000498502,1.0,0.0,0.09046186841275236,1.0,0.927123
2014-02-28,9358267.72550947,2.1004780137445778e-09,9358267.725509468,1.0,0.0,0.043171106195520295,1.0,0.93782276
2014-03-03,9407228.211302975,2.1004780137445778e-09,9407228.211302973,1.0,0.0,0.15110144801537095,1.0,0.94272923
2014-03-04,9381030.144899491,2.1004780137445778e-09,9381030.14489949,1.0,0.0,0.22862227763932397,1.0,0.9401038
2014-03-05,9293888.088122442,2.1004780137445778e-09,9293888.08812244,1.0,0.0,0.2774303800878717,1.0,0.93137103
2014-03-06,9335333.221866578,2.1004780137445778e-09,9335333.221866576,1.0,0.0,0.24942080847539314,1.0,0.9355244
2014-03-07,9312699.614081046,2.1004780137445778e-09,9312699.614081044,1.0,0.0,0.2997984297155813,1.0,0.9332562
2014-03-10,9009613.959445167,2.1004780137445778e-09,9009613.959445165,1.0,0.0,0.2891986506429397,1.0,0.902883
2014-03-11,9056299.109006265,2.1004780137445778e-09,9056299.109006263,1.0,0.0,0.4507844639469008,1.0,0.9075615
2014-03-12,9079792.131715493,2.1004780137445778e-09,9079792.131715491,1.0,0.0,0.5790014284814856,1.0,0.9099158
2014-03-13,9192316.112620713,2.1004780137445778e-09,9192316.112620711,1.0,0.0,0.8582904179761311,1.0,0.92119217
2014-03-14,9117199.826731447,2.1004780137445778e-09,9117199.826731445,1.0,0.0,1.0207137238018973,1.0,0.9136645
2014-03-17,9203954.44235437,2.1004780137445778e-09,9203954.442354368,1.0,0.0,1.0471780974696197,1.0,0.9223585
2014-03-18,9182867.58016336,2.1004780137445778e-09,9182867.580163358,1.0,0.0,0.8385476781346674,1.0,0.9202453
2014-03-19,9108738.514461616,2.1004780137445778e-09,9108738.514461614,1.0,0.0,1.0135926059092102,1.0,0.9128166
2014-03-20,8963144.166785324,2.1004780137445778e-09,8963144.166785322,1.0,0.0,0.05981094140802931,1.0,0.8982261
2014-03-21,9271640.915150374,2.1004780137445778e-09,9271640.915150372,1.0,0.0,-1.031806323642251,1.0,0.9291416
