date,equity,cash,market_value,position,gross_traded,signal,target,benchmark_value
2014-01-02,9969209.05293238,0.0,9969209.05293238,1.0,9975455.379765775,0.16145660639224763,1.0,0.99937385
2014-01-03,9835254.566996807,0.0,9835254.566996807,1.0,0.0,0.20421334962312984,1.0,0.9859454
2014-01-06,9611395.830760047,0.0,9611395.830760047,1.0,0.0,0.04560772052319684,1.0,0.9635045
2014-01-07,9608648.412724614,0.0,9608648.412724614,1.0,0.0,0.0005301033117745137,1.0,0.96322906
2014-01-08,9625435.730468031,0.0,9625435.730468031,1.0,0.0,0.19582734324184606,1.0,0.96491194
2014-01-09,9540898.552747963,0.0,9540898.552747963,1.0,0.0,0.24010210450410305,1.0,0.9564374
2014-01-10,9466321.897169534,0.0,9466321.897169534,1.0,0.0,0.17271900935412035,1.0,0.9489614
2014-01-13,9418364.311974688,0.0,9418364.311974688,1.0,0.0,0.41178393090511356,1.0,0.94415385
2014-01-14,9500669.149665235,0.0,9500669.149665235,1.0,0.0,0.8461097613182864,1.0,0.95240456
2014-01-15,9483881.831921818,0.0,9483881.831921818,1.0,0.0,1.0201451151313283,1.0,0.9507217
2014-01-16,9496333.239107667,0.0,9496333.239107667,1.0,0.0,0.8321769629603252,1.0,0.9519699
2014-01-17,9353147.589534916,0.0,9353147.589534916,1.0,0.0,0.9001562204181514,1.0,0.9376161
2014-01-20,9299479.881758919,0.0,9299479.881758919,1.0,0.0,0.9478201031141831,1.0,0.93223614
2014-01-21,9391444.44408375,0.0,9391444.44408375,1.0,0.0,1.0971550154479697,1.0,0.9414552
2014-01-22,9633550.221084584,0.0,9633550.221084584,1.0,0.0,0.7647557902048459,1.0,0.96572536
2014-01-23,9582415.650845468,0.0,9582415.650845468,1.0,0.0,0.5508370858091846,1.0,0.9605993
2014-01-24,9641621.453196732,0.0,9641621.453196732,1.0,0.0,0.7575129906519176,1.0,0.9665345
2014-01-27,9513849.915355546,0.0,9513849.915355546,1.0,0.0,0.39312724694094936,1.0,0.9537259
2014-01-28,9530766.00260044,0.0,9530766.00260044,1.0,0.0,1.0037918102110837,1.0,0.9554216
2014-01-29,9564770.205096109,0.0,9564770.205096109,1.0,0.0,0.6803220178210889,1.0,0.9588304
2014-01-30,9456017.319016133,0.0,9456017.319016133,1.0,0.0,-0.09021679593225672,1.0,0.94792837
2014-02-07,9499080.6571431,0.0,9499080.6571431,1.0,0.0,-0.1354489591612641,1.0,0.9522453
2014-02-10,9735433.053058382,0.0,9735433.053058382,1.0,0.0,0.2798837422946762,1.0,0.97593874
2014-02-11,9812842.637669317,0.0,9812842.637669317,1.0,0.0,0.5905186961053397,1.0,0.9836987
2014-02-12,9837272.626527777,0.0,9837272.626527777,1.0,0.0,0.1549344655885668,1.0,0.9861477
2014-02-13,9787039.442799006,0.0,9787039.442799006,1.0,0.0,0.3267041814985146,1.0,0.98111206
2014-02-14,9855819.458787479,0.0,9855819.458787479,1.0,0.0,0.25455797575709965,1.0,0.98800695
2014-02-17,9924858.019790636,0.0,9924858.019790636,1.0,0.0,0.13425139433351557,1.0,0.9949278
2014-02-18,9799447.591480453,0.0,9799447.591480453,1.0,0.0,0.22025999707677313,1.0,0.9823559
2014-02-19,9912020.304100355,0.0,9912020.304100355,1.0,0.0,0.3904663769337167,1.0,0.9936409
2014-02-20,9820914.875793196,0.0,9820914.875793196,1.0,0.0,0.5558492816333607,1.0,0.9845079
2014-02-21,9721521.922851875,0.0,9721521.922851875,1.0,0.0,0.47357178785441967,1.0,0.97454417
2014-02-24,9507796.742774367,0.0,9507796.742774367,1.0,0.0,0.5060451854483305,1.0,0.95311904
2014-02-25,9264789.57926319,0.0,9264789.57926319,1.0,0.0,-0.45413420906177654,1.0,0.92875856
2014-02-26,9288402.686596652,0.0,9288402.686596652,1.0,0.0,-0.07153448368094956,1.0,0.9311257
2014-02-27,9248474.081021281,0.0,9248474.081021281,1.0,0.0,0.09046186841275236,1.0,0.927123
2014-02-28,9355208.907570288,0.0,9355208.907570288,1.0,0.0,0.043171106195520295,1.0,0.93782276
2014-03-03,9404153.390272554,0.0,9404153.390272554,1.0,0.0,0.15110144801537095,1.0,0.94272923
2014-03-04,9377963.88689781,0.0,9377963.88689781,1.0,0.0,0.22862227763932397,1.0,0.9401038
2014-03-05,9290850.313136458,0.0,9290850.313136458,1.0,0.0,0.2774303800878717,1.0,0.93137103
2014-03-06,9332281.900236888,0.0,9332281.900236888,1.0,0.0,0.24942080847539314,1.0,0.9355244
2014-03-07,9309655.690410843,0.0,9309655.690410843,1.0,0.0,0.2997984297155813,1.0,0.9332562
2014-03-10,9006669.101527806,0.0,9006669.101527806,1.0,0.0,0.2891986506429397,1.0,0.902883
2014-03-11,9053338.991707876,0.0,9053338.991707876,1.0,0.0,0.4507844639469008,1.0,0.9075615
2014-03-12,9076824.335551592,0.0,9076824.335551592,1.0,0.0,0.5790014284814856,1.0,0.9099158
2014-03-13,9189311.537174419,0.0,9189311.537174419,1.0,0.0,0.8582904179761311,1.0,0.92119217
2014-03-14,9114219.803590082,0.0,9114219.803590082,1.0,0.0,1.0207137238018973,1.0,0.9136645
2014-03-17,9200946.06283527,0.0,9200946.06283527,1.0,0.0,1.0471780974696197,1.0,0.9223585
2014-03-18,9179866.09303869,0.0,9179866.09303869,1.0,0.0,0.8385476781346674,1.0,0.9202453
2014-03-19,9105761.256961768,0.0,9105761.256961768,1.0,0.0,1.0135926059092102,1.0,0.9128166
2014-03-20,8960214.497858018,0.0,8960214.497858018,1.0,0.0,0.05981094140802931,1.0,0.8982261
2014-03-21,9268610.411814848,0.0,9268610.411814848,1.0,0.0,-1.031806323642251,1.0,0.9291416
2014-03-24,9247024.555777298,9247024.555777298,0.0,0.0,9281894.79671338,-0.9988403840529655,0.0,0.93678117
2014-03-25,9247024.555777298,9247024.555777298,0.0,0.0,0.0,-0.9935593772112103,0.0,0.93587303
2014-03-26,9247024.555777298,9247024.555777298,0.0,0.0,0.0,-1.026191815758948,0.0,0.93441397
2014-03-27,9247024.555777298,9247024.555777298,0.0,0.0,0.0,-0.9736653865035999,0.0,0.9278117
2014-03-28,9247024.555777298,9247024.555777298,0.0,0.0,0.0,-0.9509133130595527,0.0,0.92620194
2014-03-31,9247024.555777298,9247024.555777298,0.0,0.0,0.0,-0.9285089686537942,0.0,0.9237616
2014-04-01,9247024.555777298,9247024.555777298,0.0,0.0,0.0,-0.9398261599150468,0.0,0.9309966
