date,side,market_price,execution_price,units,gross_traded
2014-01-02,buy,2.3626410961151123,2.3684531932115553,4220898.655875242,9972468.626907887
2014-03-24,sell,2.2146644592285156,2.2092163846588133,4220898.655875242,9347874.239172311
2014-05-08,buy,2.1728954315185547,2.17824075428009,4274074.442551927,9287116.830191296
2014-06-12,sell,2.1911191940307617,2.185729040813446,4274074.442551927,9365006.547791855
2014-07-25,buy,2.3000335693359375,2.305691651916504,4046429.6536391154,9306924.039326357
2014-08-21,sell,2.395465850830078,2.389573004837036,4046429.6536391154,9693084.053078681
2014-10-28,buy,2.4589688777923584,2.4650179412317272,3916309.3956310065,9630082.919662446
2015-06-17,sell,5.228817939758301,5.215955047626495,3916309.3956310065,20477668.825519394
2015-09-15,buy,3.207429885864258,3.215320163383484,6342951.512141597,20344572.244630847
2015-09-22,sell,3.397500991821289,3.3891431393814084,6342951.512141597,21550184.053575423
2015-10-21,buy,3.534071445465088,3.5427652612209317,6060017.442878422,21416534.60389699
2015-11-30,sell,3.6288626194000244,3.6199356173563,6060017.442878422,21990970.77137363
2016-01-27,buy,2.9816644191741943,2.9889993136453628,7329660.448024165,21854587.762502037
2017-08-03,sell,3.79310941696167,3.7837783677959442,7329660.448024165,27802204.068531953
2017-08-29,buy,3.9016880989074707,3.911286251630783,7079371.868060194,27621500.965350807
2017-09-20,sell,3.90972638130188,3.900108454403877,7079371.868060194,27678406.955601312
2017-09-29,buy,3.9036824703216553,3.9132855291986464,7044248.26884387,27498508.48367948
2018-02-08,sell,4.082306385040283,4.072263911333084,7044248.26884387,28756779.685710292
2018-09-18,buy,3.3266820907592773,3.3348657287025447,8588098.125072794,28569872.226362992
2018-11-16,sell,3.314716339111328,3.306562136917114,8588098.125072794,28467109.177070152
2018-11-28,buy,3.2345974445343018,3.2425545542478558,8743618.006278977,28282084.459094085
2019-01-17,sell,3.165905237197876,3.158117110314369,8743618.006278977,27681466.038136262
2019-01-31,buy,3.257694959640503,3.265708889241218,8444557.732017824,27509793.159987703
2019-07-15,sell,3.8911569118499756,3.8815846658468245,8444557.732017824,32859099.18645731
2019-09-16,buy,4.02702522277832,4.036931704826355,8109042.077124643,32655316.97715164
2020-01-23,sell,4.074013710021973,4.063991636295318,8109042.077124643,33036348.59735085
