model,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,longest_underwater_trading_days,yearly_returns,benchmark_total_return,benchmark_annualized_return,annualized_excess_return,positive_excess_year_ratio
growth-momentum,1.2506914454079232,0.18373315948610136,0.40015034601914634,0.7708867461205531,0.26427228392489976,532,"{'2010': 0.20678787115470998, '2011': -0.3304213962904178, '2012': 0.4648115771841237, '2013': 0.47460700677499745, '2014': 0.28951203355765287}",0.18006157875061035,0.03502413293574502,0.14870902655035634,0.8
quality-growth-momentum,0.7835855263985363,0.12784452313653882,0.33693926550947406,0.64649993180673,0.22557811460976757,592,"{'2010': 0.18789403370340074, '2011': -0.23906225119611713, '2012': 0.332347742264937, '2013': 0.2618632178171518, '2014': 0.17364630977968165}",0.18006157875061035,0.03502413293574502,0.0928203902007938,0.8
