model,year,strategy_return,benchmark_return,excess_return
growth-momentum,2010,0.20678787115470998,0.09448671340942383,0.11230115774528615
growth-momentum,2011,-0.3304213962904178,-0.33826887607574463,0.00784747978532685
growth-momentum,2012,0.4648115771841237,0.0027796030044555664,0.4620319741796681
growth-momentum,2013,0.47460700677499745,0.16888439655303955,0.3057226102219579
growth-momentum,2014,0.28951203355765287,0.390067458152771,-0.10055542459511813
