period,use_excess_hurdle,use_dispersion_gate,use_rank_buffer,use_correlation_guard,trial,lookbacks,top_k,active_sleeve,minimum_excess_horizons,minimum_dispersion_iqr,rank_buffer,maximum_pair_correlation,minimum_adv20,initial_cash,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio,average_active_exposure,maximum_active_exposure,gate_open_ratio,decision_count
era_2014_2017,False,False,True,False,factorial_0010,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3310212652892375,0.07654289572483974,0.3363069875052024,0.539181411443353,0.7978488826632251,0.2275982913487805,0.16094271233562168,14.976291460424711,3.8628714923511027,23134.009150894984,0.007639736057936672,0.2952629272443533,624,0.16746229873855478,0.5373592630501536,0.2952629272443533,0.33544948230099136,1.0,205
era_2014_2017,False,False,True,True,factorial_0011,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3753622934783676,0.08568106806842879,0.3165127874740339,0.6064185265425325,0.9055195419453399,0.2707033379353051,0.15563736962569072,16.34869817984098,4.216859714759393,26097.47539207501,0.011555944028972507,0.2930511374222432,624,0.22528827626791803,0.5322415557830092,0.2930511374222432,0.3314629490387383,1.0,205
era_2014_2017,False,True,False,False,factorial_0100,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.34919854187779453,0.08031594362340555,0.29923868440898993,0.6136591458472171,0.9176903267766505,0.26840093814084637,0.14251132556418197,18.123914154403106,4.674745513725264,28692.46254064973,0.01183576747774402,0.10727683919291683,624,0.2110921593328421,0.534288638689867,0.10727683919291683,0.3255552007383479,0.375609756097561,205
era_2014_2017,False,True,False,True,factorial_0101,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3435474029351986,0.07914700170360778,0.30219919430341513,0.5984179295140784,0.8892137185535308,0.2619034173338739,0.14491726909659264,16.50703490789139,4.257699894358885,26143.651287607732,0.009908243595929286,0.10760929107137944,624,0.20601948110777313,0.5404298874104401,0.10760929107137944,0.32235504017991823,0.375609756097561,205
era_2014_2017,False,True,True,False,factorial_0110,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3317229376406876,0.07668924876796246,0.306971146447245,0.5796076920847774,0.8607463068853917,0.24982559323744785,0.14595080913709052,13.820122030895526,3.5646578830969013,21687.18489625995,0.01145392031689521,0.10736747412725481,624,0.19540538928808093,0.5353121801432958,0.10736747412725481,0.3102022800022398,0.375609756097561,205
era_2014_2017,False,True,True,True,factorial_0111,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.341042409308036,0.07862767473717924,0.30352433725733985,0.5924641205532424,0.8785251888839288,0.25904899570051815,0.1457775090782728,13.240020288995897,3.41503082172668,20888.291736222523,0.012351934675690835,0.10854428270821104,624,0.20377090312101287,0.5363357215967247,0.10854428270821104,0.3192719695246282,0.375609756097561,205
era_2014_2017,True,False,False,False,factorial_1000,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.31960675183180487,0.07415400484390089,0.33041439526918137,0.546013645959932,0.8133180222495656,0.2244272825446641,0.15236829727486248,28.9262754816705,7.461024996295769,45007.88483557185,0.012368938167652034,0.24342032022313867,624,0.1796316507791087,0.534288638689867,0.24342032022313867,0.33842329959745665,0.9121951219512195,205
era_2014_2017,True,False,False,True,factorial_1001,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.34034807692615043,0.07848360064524007,0.32280365137334477,0.5750741219481559,0.8517171805233288,0.2431310808020209,0.15141993760746889,29.381496862195814,7.578441360566371,46338.504079493796,0.011790886025565798,0.24032945240894257,624,0.20108994421478332,0.5404298874104401,0.24032945240894257,0.33795992616098347,0.9121951219512195,205
era_2014_2017,True,False,True,False,factorial_1010,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3386336601252735,0.07812762150137487,0.33032493434101906,0.5682844798648341,0.8441899892359871,0.2365174813619062,0.15310402187515285,19.28728615011554,4.97481689849449,30091.890929470705,0.01092963017363389,0.24500568462957767,628,0.19120889407384078,0.534288638689867,0.24500568462957767,0.33187787562161797,0.9121951219512195,205
era_2014_2017,True,False,True,True,factorial_1011,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3715287206597899,0.08489972010693903,0.32230876964378585,0.6108039898761903,0.9065280164699198,0.26341113895464213,0.15256337236440032,21.790331117174034,5.620433409956864,34767.86158217468,0.011243683291706205,0.24171393991813392,624,0.22285803671272153,0.5373592630501536,0.24171393991813392,0.3451528153099493,0.9121951219512195,205
era_2014_2017,True,True,False,False,factorial_1100,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3422211124304664,0.07887212914664654,0.30534078484479943,0.6059926468213873,0.9038036168003015,0.25830852955570993,0.14198517892195964,18.412406537266417,4.749157059765749,29050.399588428518,0.008724228727432023,0.10335960486424417,624,0.20482895207781793,0.534288638689867,0.10335960486424417,0.3255552007383479,0.36585365853658536,205
era_2014_2017,True,True,False,True,factorial_1101,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.3470917210530766,0.07988057183897013,0.30135390836278586,0.605577373153672,0.8970258874042712,0.26507229414395267,0.14414354527753112,16.719753056740323,4.312566806856255,26518.08733792545,0.010339104445540528,0.10300059984646816,624,0.20920099646634238,0.5404298874104401,0.10300059984646816,0.32235504017991823,0.36585365853658536,205
era_2014_2017,True,True,True,False,factorial_1110,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.31910467405155174,0.07404857578735657,0.3134421417226779,0.5644730256796958,0.8359157937478565,0.23624320386654335,0.14536278707254238,14.507879994078648,3.7420529769783206,22655.15703346201,0.010450455980643236,0.103367134264682,624,0.18407875379088545,0.5363357215967247,0.103367134264682,0.31017949852864857,0.36585365853658536,205
era_2014_2017,True,True,True,True,factorial_1111,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,977,0.34529030515915116,0.07950791068384988,0.30357404910821195,0.5994837469000256,0.8866361171255507,0.26190615079719315,0.14532330713815678,14.000531548765812,3.6111913513705063,22114.529957777675,0.009022952278853774,0.10366219312588852,624,0.20758397673417273,0.5373592630501536,0.10366219312588852,0.3192719695246282,0.36585365853658536,205
era_2018_2021,False,False,False,False,factorial_0000,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.3328280811540336,0.07724776846454162,0.17222460471705403,0.6125845814144344,0.9786867667435822,0.4485292249121498,0.13677396981553305,30.20481192659109,7.822828988181866,43994.15005179962,0.003999742304237823,0.29761278840233385,459,0.21742571321194237,0.5251798561151079,0.29761278840233385,0.3474763561297053,1.0,206
era_2018_2021,False,False,False,True,factorial_0001,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.33926274198755335,0.07859232625507384,0.17203141846345127,0.631976537034941,1.0123853861507597,0.45684867890437747,0.13394359991703392,30.282993944780568,7.843077568432377,44450.541841251965,0.004022316601221684,0.29576395027193636,392,0.24133510644052825,0.5282631038026722,0.29576395027193636,0.3372848901270907,1.0,206
era_2018_2021,False,False,True,False,factorial_0010,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.3563525242544041,0.08214023767551248,0.1546448677959883,0.6493653305553322,1.039495814902984,0.5311539842620197,0.13580238177283924,15.091177130646098,3.9085063072176944,22127.327474106743,0.009058529641166269,0.29940126693272223,459,0.21080421199014476,0.5159301130524152,0.29940126693272223,0.3582345039894832,1.0,206
era_2018_2021,False,False,True,True,factorial_0011,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.32340929869571844,0.07527096169298075,0.17102850390171487,0.5982871370434084,0.9604320899331249,0.4401077012065591,0.13702985387758151,21.49505612972028,5.567064896905971,31434.481509412337,0.006534337778022833,0.30367904503926746,459,0.2211212295084759,0.5210688591983555,0.30367904503926746,0.35982411709479495,1.0,206
era_2018_2021,False,True,False,False,factorial_0100,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.31246694578655565,0.07296125435298939,0.15063944537891627,0.6042382932598962,0.9413605406388924,0.484343620420692,0.13073606377795866,26.477608987154834,6.857510241277511,38438.15410206337,0.005975084008311356,0.20946394570012794,392,0.1912292970040248,0.5344295991778006,0.20946394570012794,0.3515915838766572,0.6990291262135923,206
era_2018_2021,False,True,False,True,factorial_0101,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.31852105240027684,0.07424090832558661,0.1441729718319429,0.6322104294430497,0.988646000261429,0.5149433169216107,0.12584038074558393,25.27796402788364,6.546810827365547,37159.927960326444,0.005941388746220807,0.20506921614819756,385,0.2278893461092515,0.5354573484069887,0.20506921614819756,0.34721773799666983,0.6990291262135923,206
era_2018_2021,False,True,True,False,factorial_0110,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.36220591612887243,0.08334780970345546,0.14815276229152397,0.682764199194236,1.071012137553965,0.5625801936750248,0.1295921946937795,16.51608459009245,4.277547088081498,24432.169943800218,0.008959667712505861,0.21306706257390673,389,0.21753894313628308,0.5292908530318602,0.21306706257390673,0.3584454656577461,0.6990291262135923,206
era_2018_2021,False,True,True,True,factorial_0111,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.30077264486962396,0.07047699795023354,0.14756602964563115,0.5912994791147054,0.9307004205289164,0.47759635547204743,0.12936852320727626,21.130553595203118,5.472661362786419,30833.78423720332,0.011634821779721246,0.21144817864043597,392,0.19768527318204154,0.5241521068859198,0.21144817864043597,0.35486956246650375,0.6990291262135923,206
era_2018_2021,True,False,False,False,factorial_1000,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.32837846856365394,0.07631518166081319,0.1565583962723459,0.6152061498711896,0.9785982290562796,0.48745505496911706,0.13422141694614853,29.9441169893307,7.755310874934569,43628.84192055267,0.007897540886789373,0.24317300274602266,459,0.214764952174598,0.527235354573484,0.24317300274602266,0.344784920929795,0.8592233009708737,206
era_2018_2021,True,False,False,True,factorial_1001,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.34793665080944525,0.08039723234204965,0.15523904917510434,0.6490745865819533,1.0349387655994997,0.5178930995085156,0.13274674197681116,29.6669946489949,7.6835381824735,43878.48928452278,0.006054512444820457,0.24554633366129583,389,0.24887249708255021,0.5313463514902363,0.24554633366129583,0.33752979021230456,0.8592233009708737,206
era_2018_2021,True,False,True,False,factorial_1010,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.37259080538182854,0.08548081386680684,0.15012793040574057,0.6775937496842053,1.0842653412347982,0.5693864801558487,0.13441804093043003,17.910503009253908,4.638691426857127,26475.395462873912,0.008572873706664347,0.25043985301297,458,0.22723659308639332,0.5200411099691675,0.25043985301297,0.3575382307475738,0.8592233009708737,206
era_2018_2021,True,False,True,True,factorial_1011,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.3352757285603871,0.07775978353465018,0.15440723959781388,0.625882534036162,1.0002598879206335,0.5036019278447816,0.1340323767735558,21.588329408927684,5.591222005189904,31877.783695942922,0.008623503270244902,0.24744868110005722,390,0.22706333650693766,0.5241521068859198,0.24744868110005722,0.3465653490160343,0.8592233009708737,206
era_2018_2021,True,True,False,False,factorial_1100,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.2920579133049961,0.06861491702944877,0.15163762630410282,0.5801365527307967,0.904710922217116,0.452492687348221,0.1287146965287629,26.96002838192064,6.9824533938787265,38584.440806424245,0.006544732013894495,0.18711237676644374,469,0.17260211709068085,0.5334018499486125,0.18711237676644374,0.336661281141665,0.6456310679611651,206
era_2018_2021,True,True,False,True,factorial_1101,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.29120598883995363,0.06843238706650023,0.1486265035289227,0.5904432259948121,0.9197261986561551,0.46043192460073784,0.12548148550894567,26.137622465491397,6.76945617811288,37777.328510387364,0.007515512712149795,0.1854604890924516,459,0.20398623827690532,0.5364850976361768,0.1854604890924516,0.34008403490002675,0.6456310679611651,206
era_2018_2021,True,True,True,False,factorial_1110,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.34041317854480635,0.07883221161245513,0.1481492993282929,0.6554076714847238,1.0274477517262608,0.5321132936158282,0.12838889276014007,17.975132611379294,4.655430028846435,26221.555709325963,0.011856093233386886,0.19142739027564418,459,0.19666040980673838,0.5282631038026722,0.19142739027564418,0.3600653059492284,0.6456310679611651,206
era_2018_2021,True,True,True,True,factorial_1111,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,973,0.26577282640171784,0.0629416081121521,0.1486265035289227,0.541915117063998,0.8489686692127498,0.4234884533894971,0.12773099896491916,21.663112258587944,5.610590225245798,31037.058468544084,0.007441038245298387,0.18871473344315357,471,0.1725465179822805,0.5292908530318602,0.18871473344315357,0.3547539149775257,0.6456310679611651,206
era_2022_2026,False,False,False,False,factorial_0000,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.12770601464728082,0.027838976551202155,0.17725073772432576,0.2589958205046729,0.41047803278397565,0.15705986281704234,0.14889109825781122,43.16131328915056,9.860970941854887,52714.47387402515,0.006410372171877824,0.2988980787434055,875,-0.08787579388299271,0.5086128739800544,0.2988980787434055,0.3621916526258415,1.0,232
era_2022_2026,False,False,False,True,factorial_0001,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.17906923526145957,0.03835158298316599,0.1493895701689213,0.3343437067631691,0.5349027294824013,0.25672195816481824,0.14331133138818222,43.94148571126564,10.03921523049768,55310.840040027804,0.0037684189372220777,0.29406276201717296,664,-0.042299165380027426,0.5113327289211242,0.29406276201717296,0.35661439163475644,1.0,232
era_2022_2026,False,False,True,False,factorial_0010,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.038627841426229104,0.008696632887263522,0.24770368988566938,0.13233562941276597,0.20849769220336212,0.03510901630604517,0.1450303000168623,28.241782985389733,6.452338451784417,32215.792610770448,0.008983268825751992,0.2923923900413802,908,-0.14433619758784777,0.49773345421577514,0.2923923900413802,0.33675238805302876,1.0,232
era_2022_2026,False,False,True,True,factorial_0011,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.13009782692095806,0.028336629139570135,0.18766762906568057,0.26715521240994616,0.4260207580613656,0.1509936971050707,0.14281002950871882,34.19787431358754,7.813113623775212,41493.32537139868,0.006066757339880075,0.3000933082451639,875,-0.07764588832821484,0.5031731640979148,0.3000933082451639,0.35998980533668484,1.0,232
era_2022_2026,False,True,False,False,factorial_0100,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.12804700048241524,0.0279099735352768,0.17013151424612205,0.26206723070981486,0.4164515868736538,0.1640494041268605,0.14548895944404008,48.96609874044518,11.187177590745408,59770.1518340086,0.006384143460764584,0.2416091698766082,876,-0.07600080473905357,0.5067996373526745,0.2416091698766082,0.3622079649217314,0.7974137931034483,232
era_2022_2026,False,True,False,True,factorial_0101,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.1896827347127421,0.04047965357504557,0.15502092598759043,0.3577803040959643,0.5793737821778928,0.2611238019458483,0.1372488369989249,48.7404600188184,11.135626405024693,61120.30415979991,0.007071561129500447,0.24066629836032802,684,-0.03766419127682319,0.514959202175884,0.24066629836032802,0.3590421372055879,0.7974137931034483,232
era_2022_2026,False,True,True,False,factorial_0110,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.05278202266457854,0.011820837888062652,0.22647945229965982,0.15369205915020165,0.24148700223433137,0.052193864688538046,0.1447711522833435,36.480835615124136,8.334696804180671,42101.15667169347,0.00614533766983332,0.23978287378064808,904,-0.12247164102750119,0.5013599274705349,0.23978287378064808,0.35468727270272427,0.7974137931034483,232
era_2022_2026,False,True,True,True,factorial_0111,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.15397333494827614,0.033260274514430366,0.17273184384579032,0.3061622628904135,0.49323748597774353,0.1925543882002679,0.13796976630667526,39.773152273540376,9.0868851975813,49031.201653454045,0.00695500782106691,0.2397009304592752,686,-0.04287005070855254,0.5131459655485041,0.2397009304592752,0.3590879839474573,0.7974137931034483,232
era_2022_2026,True,False,False,False,factorial_1000,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.10760351369777421,0.02362383468297624,0.19379821964783261,0.23154678971269282,0.36678670422088316,0.12189913161176165,0.14862017167581656,43.630870335229716,9.96824961421386,52544.48809548263,0.006621225568848258,0.2967283686667854,880,-0.10476069600253801,0.5067996373526745,0.2967283686667854,0.362154019265682,1.0,232
era_2022_2026,True,False,False,True,factorial_1001,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.13171526738365236,0.02867270161866231,0.18051131482309601,0.2684279687009754,0.4288655568859027,0.15884157537028645,0.14395376737122242,44.576196739260226,10.184226272251655,54406.44912374296,0.006096432717197739,0.2958152384827088,862,-0.08141025443392902,0.5031731640979148,0.2958152384827088,0.36640236636914814,1.0,232
era_2022_2026,True,False,True,False,factorial_1010,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.0818935006931012,0.018146003155391055,0.21811852123795428,0.19570158547825736,0.30793164675625156,0.08319331642449038,0.1478346335522398,29.44372171269253,6.726942766635101,34666.63000171546,0.004519100945215653,0.29342247029440427,886,-0.13126755888645547,0.499546690843155,0.29342247029440427,0.35465554490624746,1.0,232
era_2022_2026,True,False,True,True,factorial_1011,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.13205012965562868,0.028742233138388862,0.17807223143484252,0.26957147772940904,0.4292514754228673,0.16140772150039454,0.1432169075597544,35.528675760634655,8.117158922647263,43298.123395979346,0.005478122251491606,0.29816436163239063,875,-0.09116290902005209,0.5031731640979148,0.29816436163239063,0.3609544859560242,1.0,232
era_2022_2026,True,True,False,False,factorial_1100,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.11566632707517499,0.025321498276231758,0.17731741618503238,0.24506272829281453,0.3896877487682615,0.1428032215956076,0.14500581201317755,49.10806410568881,11.219612107555376,59486.68092954172,0.006359479031667119,0.24186560398577372,881,-0.08588538485734576,0.5058930190389845,0.24186560398577372,0.36214215900191016,0.7974137931034483,232
era_2022_2026,True,True,False,True,factorial_1101,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.17917103963613612,0.03837206544364258,0.16217204766465898,0.3430589505920748,0.5555370644918018,0.23661331281324588,0.13721100057252875,48.320021950328574,11.039569838153037,59980.124851541026,0.00818077750130164,0.24063958152468332,686,-0.0500215535473052,0.514959202175884,0.24063958152468332,0.35736766922501734,0.7974137931034483,232
era_2022_2026,True,True,True,False,factorial_1110,63/126/252,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,1103,0.04777801131605641,0.010720043255129985,0.2119594932662756,0.14616282583654333,0.23011487432225483,0.050575905282349655,0.1439339879824444,36.466573488436914,8.331438367258478,42696.35994177323,0.005125744597041804,0.23853168715599182,901,-0.12811633725979477,0.5031731640979148,0.23853168715599182,0.35470527948898284,0.7974137931034483,232
