regime,v2_trading_days,v2_total_return,v2_annualized_return,v2_maximum_drawdown,v2_sharpe,v2_sortino,v2_calmar,v2_annualized_volatility,v2_turnover,v2_annualized_turnover,v2_transaction_cost,v2_average_cash_ratio,v2_average_risk_weight,v2_longest_underwater_trading_days,v2_worst_rolling_three_year_return,v2_positive_day_ratio,core_trading_days,core_total_return,core_annualized_return,core_maximum_drawdown,core_sharpe,core_sortino,core_calmar,core_annualized_volatility,core_turnover,core_annualized_turnover,core_transaction_cost,core_average_cash_ratio,core_average_risk_weight,core_longest_underwater_trading_days,core_worst_rolling_three_year_return,core_positive_day_ratio,annualized_excess
bull,1410,0.6484922137044531,0.09344894481220578,0.29402452629881504,0.6168480956089267,0.9384541092344169,0.3178270397661802,0.16774028521287757,32.85997189221164,5.872846040310166,65920.03627328468,0.006457395671623614,0.2148047064252007,738,-0.016324329919875646,0.5460992907801419,1410,0.653434320748236,0.09403410016087244,0.19056978610924735,0.8698558757203328,1.3278680692086202,0.4934365624305513,0.11035452249280428,1.1061147915294882,0.1976886010393128,2506.7991008471395,0.009858510838179589,0.0,618,0.08394925536173425,0.5560283687943263,-0.000585155348666655
bear,748,0.3264463908924289,0.09985127832331187,0.1325697287084212,1.1015425188346062,1.880031899438269,0.7531981795250443,0.09009850183229144,22.512746638136026,7.58450822568219,39760.65518319879,0.0062435567187182255,0.1197054017670837,403,,0.5294117647058824,748,0.4951090267914282,0.14510947325465118,0.09249021878349162,1.751102414870148,3.2497567423450264,1.568916964012539,0.07918652951419747,0.5240632054705309,0.17655605317991147,1051.7704993183233,0.004059422486189342,0.0,293,,0.5267379679144385,-0.04525819493133931
sideways,895,-0.09180445342977506,-0.026749119534583254,0.23724852629672677,-0.19988935108807537,-0.32559426412218057,-0.11274725264732784,0.10702039212690709,19.776431124828758,5.568335914476925,36327.359484459215,0.006425480607757707,0.1548399494333891,773,-0.20797632510689823,0.4849162011173184,895,-0.011922050441035004,-0.00337129809498371,0.17180369790720562,-0.004473417592955501,-0.007396832184049489,-0.01962296583863178,0.07790648030352035,0.984503939559724,0.2772011092391625,2020.6596302073008,0.010088641295240003,0.0,773,-0.1284419187330187,0.49162011173184356,-0.023377821439599544
