trade_date,symbol,net_pnl_contribution,return_contribution
2014-01-06,SH510300,-8911.37848015641,-0.00891137848015641
2014-01-06,SH511010,-1445.8223025806292,-0.0014458223025806292
2014-01-06,SH518880,-423.7841999999819,-0.00042378419999998193
2014-01-07,SH510300,171.25574809804266,0.0001731221756741646
2014-01-07,SH511010,698.947529663026,0.0007065649962772183
2014-01-07,SH518880,574.0000000000097,0.0005802557282928824
2014-01-08,SH510300,-342.5114961960852,-0.00034573959128669665
2014-01-08,SH511010,1081.312942949259,0.0010915040782580453
2014-01-08,SH518880,-2542.0000000000114,-0.0025659577877282123
2014-01-09,SH510300,-2397.5804733728214,-0.0024245903621413533
2014-01-09,SH511010,-390.5883253999349,-0.0003949884893737841
2014-01-09,SH518880,81.99999999999096,8.292376915127357e-05
2014-01-10,SH510300,-2740.0919695688317,-0.0027785643862249616
2014-01-10,SH511010,271.35609975146195,0.00027516609045533726
2014-01-10,SH518880,1312.0000000000011,0.0013304212103876162
2014-01-13,SH510300,-2740.0919695689067,-0.002781827406027796
2014-01-13,SH511010,464.5945344231351,0.00047167095955262246
2014-01-13,SH518880,1640.0000000000014,0.001664979495780702
2014-01-14,SH510300,2568.836221470864,0.0026096468771656723
2014-01-14,SH511010,-333.02794060413845,-0.0003383186977599078
2014-01-14,SH518880,574.0000000000095,0.0005831190384863974
2014-01-15,SH510300,0.0,0.0
2014-01-15,SH511010,308.35920426309116,0.0003123664200227991
2014-01-15,SH518880,-1721.9999999999925,-0.0017443778808701534
2014-01-16,SH510300,171.25574809804255,0.00017373004878337735
2014-01-16,SH511010,-8.222912113702023,-8.341716634451498e-06
2014-01-16,SH518880,245.99999999997289,0.0002495542046053788
2014-01-17,SH510300,-5480.183939137813,-0.005557055702278544
2014-01-17,SH511010,-583.8267600714331,-0.0005920162283290429
2014-01-17,SH518880,-163.99999999998195,-0.00016630046460027457
2014-01-20,SH510300,-1883.8132290785436,-0.0019223784333492861
2014-01-20,SH511010,-209.68425889896025,-0.00021397689054204153
2014-01-20,SH518880,1968.0000000000016,0.002008288666006422
2014-01-21,SH510300,3082.603465764917,0.003146113075849448
2014-01-21,SH511010,1434.898163837623,0.0014644607799536482
2014-01-21,SH518880,-656.0000000000006,-0.0006695152979220816
2014-01-22,SH510300,10501.383636810224,0.010675665895975843
2014-01-22,SH511010,1200.5451685976154,0.0012204695644153379
2014-01-22,SH518880,-1558.0000000000105,-0.001583856760325216
2014-01-23,SH510300,-2100.2767273620448,-0.002113339829881481
2014-01-23,SH511010,304.24774820626936,0.0003061400795711548
2014-01-23,SH518880,-491.9999999999822,-0.00049506009506071
2014-01-24,SH510300,2100.2767273620448,0.0021182165147070925
2014-01-24,SH511010,-279.57901186522207,-0.00028196707242584174
2014-01-24,SH518880,2787.999999999984,0.0028118140652926152
2014-01-27,SH510300,-5075.668757791576,-0.005095339780980775
2014-01-27,SH511010,1722.7000878164886,0.0017293765032786782
2014-01-27,SH518880,1312.0000000000011,0.001317084725512203
2014-01-28,SH510300,350.04612122699507,0.00035212420324363817
2014-01-28,SH511010,-180.9040665010329,-0.00018197802065888979
2014-01-28,SH518880,-1065.9999999999918,-0.001072328410159135
2014-01-29,SH510300,1225.1614242944825,0.0012335475960707756
