trade_date,symbol,shares,adjusted_close,market_value,active_fraction,active_market_value
2020-07-01,SH518880,55100,3.939,217038.9,0.0,0.0
2020-07-01,SZ159938,88600,1.914,169580.4,1.0,169580.4
2020-07-01,SZ159949,205900,0.932,191898.80000000002,1.0,191898.80000000002
2020-07-02,SH510300,86600,4.941890322197121,427967.7019022707,0.0,0.0
2020-07-02,SH511010,3300,123.77269872800261,408449.9058024086,0.0,0.0
2020-07-02,SH512760,69600,2.325,161820.0,1.0,161820.0
2020-07-02,SH518880,55100,3.903,215055.3,0.0,0.0
2020-07-02,SZ159938,88600,1.908,169048.8,1.0,169048.8
2020-07-02,SZ159949,205900,0.938,193134.19999999998,1.0,193134.19999999998
2020-07-03,SH510300,86600,5.040275781700816,436487.8826952907,0.0,0.0
2020-07-03,SH511010,3300,123.62189711786252,407952.2604889463,0.0,0.0
2020-07-03,SH512760,69600,2.351,163629.6,1.0,163629.6
2020-07-03,SH518880,55100,3.915,215716.5,0.0,0.0
2020-07-03,SZ159938,88600,1.932,171175.19999999998,1.0,171175.19999999998
2020-07-03,SZ159949,205900,0.952,196016.8,1.0,196016.8
2020-07-06,SH510300,86600,5.410069405352638,468512.0105035384,0.0,0.0
2020-07-06,SH511010,3300,122.88408252865362,405517.47234455694,0.0,0.0
2020-07-06,SH512290,84800,1.907,161713.6,1.0,161713.6
2020-07-06,SH512760,69600,2.586,179985.59999999998,1.0,179985.59999999998
2020-07-06,SH518880,55100,3.902,215000.2,0.0,0.0
2020-07-06,SZ159949,205900,0.983,202399.69999999998,1.0,202399.69999999998
2020-07-07,SH510300,86600,5.355787772523013,463811.2211004929,0.0,0.0
2020-07-07,SH511010,3300,122.562237481509,404455.3836889797,0.0,0.0
2020-07-07,SH512290,84800,1.944,164851.19999999998,1.0,164851.19999999998
2020-07-07,SH512760,69600,2.573,179080.8,1.0,179080.8
2020-07-07,SH518880,55100,3.911,215496.1,0.0,0.0
2020-07-07,SZ159949,205900,1.006,207135.4,1.0,207135.4
2020-07-08,SH510300,86600,5.425901548261279,469883.07407942676,0.0,0.0
2020-07-08,SH511010,3300,122.33654111197048,403710.58566950256,0.0,0.0
2020-07-08,SH512290,84800,1.962,166377.6,1.0,166377.6
2020-07-08,SH512760,69600,2.662,185275.19999999998,1.0,185275.19999999998
2020-07-08,SH518880,55100,3.928,216432.8,0.0,0.0
2020-07-08,SZ159949,205900,1.046,215371.4,1.0,215371.4
2020-07-09,SH510300,86600,5.509585732206951,477130.1244091219,0.0,0.0
2020-07-09,SH511010,3300,122.34868620808913,403750.66448669415,0.0,0.0
2020-07-09,SH512290,84800,2.043,173246.40000000002,1.0,173246.40000000002
2020-07-09,SH512760,69600,2.743,190912.8,1.0,190912.8
2020-07-09,SH518880,55100,3.954,217865.40000000002,0.0,0.0
2020-07-09,SZ159949,205900,1.075,221342.5,1.0,221342.5
2020-07-10,SH510300,86600,5.4112002727032555,468609.9436161019,0.0,0.0
2020-07-10,SH511010,3300,122.71911163970842,404973.0684110378,0.0,0.0
2020-07-10,SH512290,84800,2.101,178164.8,1.0,178164.8
2020-07-10,SH512760,69600,2.78,193488.0,1.0,193488.0
2020-07-10,SH518880,55100,3.926,216322.6,0.0,0.0
2020-07-10,SZ159949,205900,1.084,223195.6,1.0,223195.6
2020-07-13,SH510300,86600,5.524287007764974,478403.2548724467,0.0,0.0
2020-07-13,SH511010,3800,122.4023270492799,465128.8427872636,0.0,0.0
2020-07-13,SH512290,84800,2.188,185542.40000000002,1.0,185542.40000000002
2020-07-13,SH512760,69600,2.891,201213.6,1.0,201213.6
2020-07-13,SH518880,55100,3.939,217038.9,0.0,0.0
2020-07-13,SZ159949,156500,1.14,178409.99999999997,1.0,178409.99999999997
2020-07-14,SH510300,86600,5.475659711688435,474192.13103221846,0.0,0.0
2020-07-14,SH511010,3800,122.86788906716207,466897.97845521587,0.0,0.0
2020-07-14,SH512290,84800,2.169,183931.2,1.0,183931.2
2020-07-14,SH512760,69600,2.852,198499.19999999998,1.0,198499.19999999998
2020-07-14,SH518880,55100,3.935,216818.5,0.0,0.0
2020-07-14,SZ159949,156500,1.124,175906.00000000003,1.0,175906.00000000003
2020-07-15,SH510300,86600,5.410069405352638,468512.0105035384,0.0,0.0
2020-07-15,SH511010,3800,123.08751288864127,467732.54897683684,0.0,0.0
2020-07-15,SH512290,84800,2.16,183168.0,1.0,183168.0
2020-07-15,SH512760,69600,2.701,187989.6,1.0,187989.6
2020-07-15,SH518880,55100,3.94,217094.0,0.0,0.0
2020-07-15,SZ159949,156500,1.104,172776.0,1.0,172776.0
2020-07-16,SH510300,86600,5.1522316494119185,446183.2608390721,0.0,0.0
2020-07-16,SH511010,3800,123.49133733458689,469267.08187143016,0.0,0.0
2020-07-16,SH512290,84800,2.033,172398.4,1.0,172398.4
2020-07-16,SH512760,69600,2.468,171772.8,1.0,171772.8
2020-07-16,SH518880,55100,3.927,216377.7,0.0,0.0
2020-07-16,SZ159949,156500,1.039,162603.5,1.0,162603.5
2020-07-17,SH510300,86600,5.207644149592162,450981.98335468123,0.0,0.0
2020-07-17,SH511010,3800,123.27373769579413,468440.20324401767,0.0,0.0
2020-07-17,SH512290,84800,2.053,174094.4,1.0,174094.4
2020-07-17,SH512760,69600,2.426,168849.6,1.0,168849.6
2020-07-17,SH518880,55100,3.904,215110.4,0.0,0.0
2020-07-17,SZ159949,156500,1.042,163073.0,1.0,163073.0
2020-07-20,SH510300,86600,5.3456099663674586,462929.8230874219,0.0,0.0
2020-07-20,SH511010,3800,123.01261812924284,467447.94889112277,0.0,0.0
2020-07-20,SH512290,84800,2.051,173924.80000000002,1.0,173924.80000000002
2020-07-20,SH512760,69600,2.528,175948.8,1.0,175948.8
2020-07-20,SH518880,55100,3.925,216267.5,0.0,0.0
2020-07-20,SZ159949,156500,1.06,165890.0,1.0,165890.0
2020-07-21,SH510300,86600,5.359180374574865,464105.0204381833,0.0,0.0
2020-07-21,SH511010,3800,123.24135077281103,468317.1329366819,0.0,0.0
2020-07-21,SH512290,84800,2.135,181047.99999999997,1.0,181047.99999999997
2020-07-21,SH512760,69600,2.509,174626.4,1.0,174626.4
2020-07-21,SH518880,55100,3.951,217700.1,0.0,0.0
2020-07-21,SZ159949,156500,1.079,168863.5,1.0,168863.5
2020-07-22,SH510300,86600,5.419116344157575,469295.475404046,0.0,0.0
2020-07-22,SH511010,3800,123.67958632442618,469982.4280328195,0.0,0.0
2020-07-22,SH512290,84800,2.179,184779.19999999998,1.0,184779.19999999998
2020-07-22,SH512760,69600,2.539,176714.40000000002,1.0,176714.40000000002
2020-07-22,SH518880,55100,4.043,222769.30000000002,0.0,0.0
2020-07-22,SZ159949,156500,1.093,171054.5,1.0,171054.5
2020-07-23,SH510300,86600,5.389713793041529,466749.2144773964,0.0,0.0
2020-07-23,SH511010,3800,123.9730928139606,471097.7526930503,0.0,0.0
2020-07-23,SH512290,84800,2.267,192241.6,1.0,192241.6
2020-07-23,SH512760,69600,2.534,176366.4,1.0,176366.4
