trial,lookbacks,top_k,active_sleeve,minimum_excess_horizons,minimum_dispersion_iqr,rank_buffer,maximum_pair_correlation,minimum_adv20,initial_cash,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio,average_active_exposure,maximum_active_exposure,gate_open_ratio,decision_count
grid_0336,42/84/168,3,0.3,1,0.1,1,0.95,20000000.0,1000000.0,3053,0.8794785822003555,0.053463585877231656,0.3060447472871274,0.4623717711777451,0.7177836887307216,0.17469205516888936,0.1313622300176583,98.07015404727888,8.094883334397077,176736.3074819435,0.008985631527105919,0.1442073183867808,1234,-0.24644504987160631,0.5276776940714052,0.1442073183867808,0.3639057134166013,0.4976671850699845,643
grid_0337,42/84/168,3,0.3,1,0.1,2,0.85,20000000.0,1000000.0,3053,1.1095020095626285,0.06355115557602842,0.2982263857085432,0.5457554578860253,0.8502191420887915,0.2130970250168843,0.12794077413757754,95.05446229627997,7.845962823014265,182488.21850489068,0.00807213662046628,0.1438683089937715,1231,-0.23022995289891035,0.5266950540452014,0.1438683089937715,0.34982556487838423,0.4976671850699845,643
grid_0338,42/84/168,3,0.3,1,0.1,2,0.9,20000000.0,1000000.0,3053,1.07023996854433,0.06190313893267496,0.29584323804458923,0.5236141098876612,0.8127753814675515,0.2092430414899156,0.13120007126945987,95.06102116816209,7.846504203857466,180289.513475082,0.008112020455315685,0.14599470141473161,1232,-0.23055150833566251,0.5286603340976089,0.14599470141473161,0.3642283544259937,0.4976671850699845,643
grid_0339,42/84/168,3,0.3,1,0.1,2,0.95,20000000.0,1000000.0,3053,0.8768389259172045,0.053341382494818124,0.31670538279145,0.46070373057840236,0.7126113385196652,0.1684258790446367,0.13168357736272868,92.77070039839177,7.6574570915148135,165365.2696778287,0.008710271150109193,0.1445650195745463,1234,-0.2467842440747381,0.5286603340976089,0.1445650195745463,0.36374173002503557,0.4976671850699845,643
grid_0340,42/84/168,3,0.3,1,0.1,3,0.85,20000000.0,1000000.0,3053,1.0846880468476874,0.06251290272141974,0.2982263857085432,0.5385745420306751,0.8387804117072525,0.20961559981655556,0.1277998598874554,90.88123315364885,7.50149713551245,174630.31514410095,0.007830600895818364,0.14428321299047625,1232,-0.23022995289891035,0.5244022273173927,0.14428321299047625,0.34305406834598484,0.4976671850699845,643
grid_0341,42/84/168,3,0.3,1,0.1,3,0.9,20000000.0,1000000.0,3053,1.0007330770105645,0.058913983379984325,0.29912605334991593,0.5031441218079435,0.7785585044944894,0.1969537013583604,0.1308435289945894,88.60180018892001,7.313348721784422,165954.9078688046,0.00729430381300655,0.14594092489893742,1233,-0.23138108660432588,0.5263675073698002,0.14594092489893742,0.37082718698497874,0.4976671850699845,643
grid_0342,42/84/168,3,0.3,1,0.1,3,0.95,20000000.0,1000000.0,3053,0.7588568636351503,0.047711612308719786,0.3132471562805027,0.41998401647687716,0.6477131054770222,0.15231299423511951,0.13169175370568376,86.64915074788634,7.152173595960484,153166.07927599148,0.008502500396359173,0.1454182386696999,1234,-0.26962967971576424,0.5263675073698002,0.1454182386696999,0.3575310772933546,0.4976671850699845,643
grid_0343,42/84/168,3,0.3,1,0.15,1,0.85,20000000.0,1000000.0,3053,1.2167345065113122,0.06791286027197785,0.24770010177434731,0.6191567668647011,0.9542741681688639,0.27417372776796795,0.11726733049984248,50.55776322064589,4.173126869178763,100766.91041342876,0.009164111156116594,0.0629806814965524,1141,-0.15539456698104437,0.5312807075008189,0.0629806814965524,0.3578350160126647,0.2223950233281493,643
grid_0344,42/84/168,3,0.3,1,0.15,1,0.9,20000000.0,1000000.0,3053,1.2469192574196923,0.06910570991233689,0.2511814951042911,0.6262622474600213,0.9681407148333872,0.2751226155559113,0.1178217947244824,49.11774562970615,4.054265279621995,98937.49095796705,0.007596700632845816,0.0622483538553721,1137,-0.1484959103230311,0.5322633475270226,0.0622483538553721,0.36423672969444704,0.2223950233281493,643
grid_0345,42/84/168,3,0.3,1,0.15,1,0.95,20000000.0,1000000.0,3053,1.2627000772908064,0.06972350049337162,0.24878050876808444,0.6294033056706511,0.9746670724038609,0.28026110581825575,0.1182282918817356,47.16910188992868,3.893420791438594,95161.09245689101,0.00825304872424314,0.0612255463025934,1112,-0.14030848322949863,0.5332459875532264,0.0612255463025934,0.3642727183608547,0.2223950233281493,643
grid_0346,42/84/168,3,0.3,1,0.15,2,0.85,20000000.0,1000000.0,3053,1.2245280855644776,0.06822226959433753,0.2460172649912249,0.6241837060325662,0.9644304659021116,0.27730683696841735,0.11667419387735511,49.40276160419663,4.0777910004119065,97870.62943711801,0.008737398646718035,0.06308730629223368,1141,-0.15320395961183686,0.5312807075008189,0.06308730629223368,0.35771443138340875,0.2223950233281493,643
grid_0347,42/84/168,3,0.3,1,0.15,2,0.9,20000000.0,1000000.0,3053,1.2193711188503964,0.06801764676552557,0.24664595539450884,0.61753394675853,0.9549456626923701,0.27577037157058476,0.11784126266280451,47.65932046072203,3.933884296135588,94969.76977017331,0.008955838507302935,0.06257953883750111,1140,-0.15046433895043343,0.5322633475270226,0.06257953883750111,0.3644367466559505,0.2223950233281493,643
grid_0348,42/84/168,3,0.3,1,0.15,2,0.95,20000000.0,1000000.0,3053,1.2215404804340593,0.06810377777228793,0.25055196407506497,0.6173387043166985,0.9543766512623872,0.271814982667165,0.1180513873837699,45.497966049584434,3.755482294299141,90256.02815266026,0.0092038842671027,0.06171146912871791,1113,-0.14455514641854894,0.5322633475270226,0.06171146912871791,0.36426921000283197,0.2223950233281493,643
grid_0349,42/84/168,3,0.3,1,0.15,3,0.85,20000000.0,1000000.0,3053,1.294571957284787,0.07095926526276664,0.25347710798008594,0.6442213206062212,0.9956092584703158,0.2799434861326469,0.11709548265242657,48.67975188294245,4.01811250393105,97348.77801193928,0.008684363007852712,0.06307563175571558,1141,-0.15425830647045125,0.5309531608254177,0.06307563175571558,0.3599014623811922,0.2223950233281493,643
grid_0350,42/84/168,3,0.3,1,0.15,3,0.9,20000000.0,1000000.0,3053,1.262308325738915,0.06970821204179267,0.25291723700647206,0.6278743141245798,0.968058036802519,0.27561669132107774,0.11855716641478853,44.64874815158746,3.6853863525057453,88803.49783396623,0.009124187107628882,0.0631197771217847,1140,-0.15009885860466998,0.5322633475270226,0.0631197771217847,0.37349457178667966,0.2223950233281493,643
grid_0351,42/84/168,3,0.3,1,0.15,3,0.95,20000000.0,1000000.0,3053,1.183878984668444,0.06659740785499024,0.25136078468725975,0.6035004926680361,0.9313405765568155,0.2649474854952016,0.11850830505017917,42.753525191988544,3.52895130965644,84330.68326933609,0.009198762212737455,0.06245362216727259,1118,-0.14746664787945718,0.5309531608254177,0.06245362216727259,0.3742447682113398,0.2223950233281493,643
grid_0352,42/84/168,3,0.3,2,0.05,1,0.85,20000000.0,1000000.0,3053,1.1787666365560332,0.06639109184531589,0.30588820635865455,0.5398028557057425,0.8337094535934864,0.21704364687886069,0.13637147927346133,102.55778633644528,8.46530041165549,199294.75097384327,0.01012154323319988,0.21622015945654055,1231,-0.22616094275090604,0.5240746806419915,0.21622015945654055,0.3427182695005706,0.7776049766718507,643
grid_0353,42/84/168,3,0.3,2,0.05,1,0.9,20000000.0,1000000.0,3053,1.2615100022521584,0.0696770492404486,0.29562660113565187,0.560179641663175,0.8675637711117421,0.23569275894924094,0.1370740636974472,101.91250021457022,8.412037358031998,204520.15326680217,0.011246776272496345,0.21746170916567395,1230,-0.20657810825458178,0.5266950540452014,0.21746170916567395,0.3647687562676542,0.7776049766718507,643
grid_0354,42/84/168,3,0.3,2,0.05,1,0.95,20000000.0,1000000.0,3053,1.0671516325610417,0.061772293106845844,0.31324652993052504,0.5001517499049514,0.7747903843907546,0.1972002471042419,0.1393083095358272,101.05785870880818,8.341493742096187,190140.53982293492,0.0091633971689258,0.21795700299215195,1231,-0.22794095284799498,0.5296429741238127,0.21795700299215195,0.3591391408893672,0.7776049766718507,643
grid_0355,42/84/168,3,0.3,2,0.05,2,0.85,20000000.0,1000000.0,3053,1.2524517699628266,0.06932274966172791,0.31403851497637025,0.5574851582525033,0.8612583318093329,0.22074601157423027,0.13716831523662512,95.42901634299064,7.876879174069321,185184.65663355734,0.010659200488548952,0.21904826595366,1231,-0.22678664188883213,0.5263675073698002,0.21904826595366,0.35820371897502945,0.7776049766718507,643
grid_0356,42/84/168,3,0.3,2,0.05,2,0.9,20000000.0,1000000.0,3053,1.2559514394514872,0.06945978883621473,0.30354053915329116,0.5565599114336196,0.8601806993178206,0.22883200059527076,0.13777573224437786,93.89293275862431,7.750088128127523,186487.95944504224,0.010600449285852973,0.21743865350693353,1229,-0.211266720268376,0.5270226007206027,0.21743865350693353,0.36476207787341697,0.7776049766718507,643
grid_0357,42/84/168,3,0.3,2,0.05,2,0.95,20000000.0,1000000.0,3053,1.151279745121677,0.0652741472979892,0.31530568404217196,0.5258981009976953,0.8148306761820301,0.2070186190784268,0.13855295586340594,90.72774359895213,7.488827837188318,173190.7055672765,0.009975833615609728,0.21677654581555006,1231,-0.22555826938470058,0.5306256141500164,0.21677654581555006,0.3561185382117103,0.7776049766718507,643
grid_0358,42/84/168,3,0.3,2,0.05,3,0.85,20000000.0,1000000.0,3053,1.3249045617334998,0.07212080820881717,0.30690158132660705,0.5794212087074909,0.8993649602639615,0.23499653503598483,0.13627126355530095,87.91355993953455,7.256540158782412,174035.80925695295,0.011212462259109662,0.21726912526823405,1231,-0.2252111676201285,0.523419587291189,0.21726912526823405,0.3516113401293791,0.7776049766718507,643
grid_0359,42/84/168,3,0.3,2,0.05,3,0.9,20000000.0,1000000.0,3053,1.3107650144133847,0.0715810956786076,0.3017839015300293,0.5720232583185685,0.885186598408425,0.23719322109527716,0.137433136961284,82.06063152693184,6.773429133569218,163604.41583450296,0.009459682497595904,0.21658415585178536,1229,-0.2106668931943898,0.5276776940714052,0.21658415585178536,0.3543538726114427,0.7776049766718507,643
grid_0360,42/84/168,3,0.3,2,0.05,3,0.95,20000000.0,1000000.0,3053,1.021722143000662,0.05982653474312083,0.3182689890680511,0.48872239730531347,0.7538963254510235,0.18797475342572234,0.13862205907049718,82.35739258307568,6.797924314095995,154973.00140835153,0.010117585752960514,0.21916756530214077,1231,-0.23395548551344447,0.5250573206681952,0.21916756530214077,0.3558074545410378,0.7776049766718507,643
grid_0361,42/84/168,3,0.3,2,0.1,1,0.85,20000000.0,1000000.0,3053,1.2493417010320154,0.0692008023332864,0.2698096922368334,0.5898139480260604,0.9256998764363209,0.2564800462117698,0.12720246875081606,97.54760541670277,8.051751249593545,195960.41730986605,0.007416170513268041,0.1381282438000404,1229,-0.19909611196638666,0.5276776940714052,0.1381282438000404,0.3559334207639508,0.48367029548989116,643
grid_0362,42/84/168,3,0.3,2,0.1,1,0.9,20000000.0,1000000.0,3053,1.2076615119043064,0.06755139772211893,0.26716394880592065,0.5715351890006581,0.897153957756133,0.2528462317765454,0.12896258776492586,97.62759114574433,8.058353412619578,196795.6760402268,0.007346064798716624,0.1392878724851414,1228,-0.20896522197929923,0.5296429741238127,0.1392878724851414,0.3648993461591131,0.48367029548989116,643
grid_0363,42/84/168,3,0.3,2,0.1,1,0.95,20000000.0,1000000.0,3053,1.003585350368653,0.059038507236683024,0.2898602506477247,0.5054349076262139,0.7890523007827046,0.20367921129149294,0.13034596877632856,96.32759414186678,7.951049369063357,180441.61589665475,0.007384006168098644,0.1389032115368683,1231,-0.2347909930997708,0.5296429741238127,0.1389032115368683,0.3640891064001777,0.48367029548989116,643
grid_0364,42/84/168,3,0.3,2,0.1,2,0.85,20000000.0,1000000.0,3053,1.1992128217569848,0.06721357951663154,0.27348870227984845,0.5762656174510382,0.9042634303065926,0.24576364199445053,0.12689621019700742,93.84650117748947,7.7462555835988685,185788.9062247841,0.007067387276307121,0.13880623811286955,1230,-0.20703349719540032,0.5270226007206027,0.13880623811286955,0.34822780246503415,0.48367029548989116,643
grid_0365,42/84/168,3,0.3,2,0.1,2,0.9,20000000.0,1000000.0,3053,1.1889553248507663,0.06680183274015095,0.2711473816881985,0.5647627645827693,0.885191902828473,0.24636724250934725,0.12935614999814085,92.71249521288792,7.652652732934082,182953.16146547018,0.00736195172973586,0.14040219861105446,1229,-0.21902424930655717,0.5296429741238127,0.14040219861105446,0.36426773198107854,0.48367029548989116,643
grid_0366,42/84/168,3,0.3,2,0.1,2,0.95,20000000.0,1000000.0,3053,0.9850370686321137,0.05822580270665689,0.29603618324714376,0.49906978883121084,0.7769344064550454,0.1966847500464073,0.13051774163230992,91.39373480407883,7.54379992486992,168600.74854514748,0.007540374371816451,0.13972530569547037,1231,-0.23984813323062493,0.5302980674746152,0.13972530569547037,0.36380066777485864,0.48367029548989116,643
grid_0367,42/84/168,3,0.3,2,0.1,3,0.85,20000000.0,1000000.0,3053,1.1957103244071954,0.06707318403562224,0.27348870227984845,0.5753628489071112,0.9030965089639668,0.24525029179080796,0.12685870008235278,89.92108397237169,7.422244730113876,178471.81763080455,0.007404474095717641,0.1394396308145969,1230,-0.20767552984880477,0.5244022273173927,0.1394396308145969,0.3487938932293116,0.48367029548989116,643
grid_0368,42/84/168,3,0.3,2,0.1,3,0.9,20000000.0,1000000.0,3053,1.1208635922007208,0.06402280615260136,0.2743153366325213,0.5460700983419774,0.8540356927115191,0.2333912749412465,0.12889929404143177,86.31269755968306,7.124402156908002,169526.18957006076,0.006309903430372674,0.1400131564047782,1228,-0.22174277502157858,0.5276776940714052,0.1400131564047782,0.36619020769818567,0.48367029548989116,643
grid_0369,42/84/168,3,0.3,2,0.1,3,0.95,20000000.0,1000000.0,3053,0.8252825667419397,0.05092239637545237,0.29252878798967963,0.44713338445640693,0.6942456461083073,0.1740765301268363,0.1300484790117557,85.5577718801344,7.062089260987182,155346.76128033947,0.007704022110835882,0.13969175190653071,1231,-0.2624129823159892,0.5276776940714052,0.13969175190653071,0.3596447960048966,0.48367029548989116,643
grid_0370,42/84/168,3,0.3,2,0.15,1,0.85,20000000.0,1000000.0,3053,1.2178295338889846,0.06795639365879436,0.24770010177434731,0.6192395524460719,0.9544384828358876,0.27434947814717514,0.11732916323465793,50.58587842269443,4.1754475475004895,100760.30777493003,0.008945847076445936,0.06221589112700066,1141,-0.15330797835033472,0.5325908942024239,0.06221589112700066,0.3577742455758101,0.2192846034214619,643
grid_0371,42/84/168,3,0.3,2,0.15,1,0.9,20000000.0,1000000.0,3053,1.2490314499424189,0.06918862875162235,0.2511814951042911,0.6266301292849485,0.968762443341106,0.27545273079489824,0.1178890038701267,49.27855461162939,4.067538736367705,99215.97410073824,0.0074950672261223095,0.06153051607861888,1140,-0.14688610431685423,0.5329184408778251,0.06153051607861888,0.36439814286794986,0.2192846034214619,643
grid_0372,42/84/168,3,0.3,2,0.15,1,0.95,20000000.0,1000000.0,3053,1.2530062811929912,0.0693444760906119,0.24878050876808444,0.6259750654706485,0.9694081815740907,0.2787375764845608,0.1183284237413244,47.44624918002282,3.9162970171522273,95381.05592282476,0.008050632448981231,0.06067891679952266,1114,-0.14048256419240757,0.53422862757943,0.06067891679952266,0.3641847234762107,0.2192846034214619,643
grid_0373,42/84/168,3,0.3,2,0.15,2,0.85,20000000.0,1000000.0,3053,1.2311532855650031,0.06848451256115062,0.2460172649912249,0.6258700963850549,0.9673415755634164,0.2783727904770967,0.11676973107372149,49.70272563993532,4.102550560518736,98454.91363996273,0.008854469411178135,0.06255357985333265,1141,-0.1515399927715737,0.5325908942024239,0.06255357985333265,0.3577687698047419,0.2192846034214619,643
grid_0374,42/84/168,3,0.3,2,0.15,2,0.9,20000000.0,1000000.0,3053,1.2144488918919127,0.067821930861107,0.24664595539450884,0.6155740406909149,0.951838901450465,0.27497686208811406,0.1179368999222372,47.63270920709084,3.931687756366489,94738.32614189957,0.009319347800026506,0.06182456977358053,1140,-0.1486970812473981,0.5335735342286276,0.06182456977358053,0.3645952105209687,0.2192846034214619,643
grid_0375,42/84/168,3,0.3,2,0.15,2,0.95,20000000.0,1000000.0,3053,1.2063774166504886,0.06750013009802958,0.25055196407506497,0.612457225323272,0.9465676775075124,0.26940571129510943,0.11807333800370075,45.471808655194884,3.753323216871638,89816.0210978495,0.009093736581896932,0.060894541766379894,1137,-0.14474807031604964,0.5332459875532264,0.060894541766379894,0.3642027087401308,0.2192846034214619,643
grid_0376,42/84/168,3,0.3,2,0.15,3,0.85,20000000.0,1000000.0,3053,1.2931291658683683,0.07090366538226611,0.25347710798008594,0.6434797082658539,0.9942265125653748,0.27972413740745594,0.11716184954377384,48.731437792673674,4.022378750001233,97334.22698863022,0.008670003307069437,0.06239999622444415,1141,-0.15260446329835553,0.5319358008516214,0.06239999622444415,0.35968382370091156,0.2192846034214619,643
grid_0377,42/84/168,3,0.3,2,0.15,3,0.9,20000000.0,1000000.0,3053,1.2474934505620814,0.06912825822326663,0.25291723700647206,0.6231034579300485,0.9605025417173513,0.2733236336181296,0.11860309093677265,44.83100790673463,3.7004303938739356,88778.13783305629,0.008840171329243517,0.062405321682849874,1140,-0.15175642491500807,0.5335735342286276,0.062405321682849874,0.3735314159309384,0.2192846034214619,643
grid_0378,42/84/168,3,0.3,2,0.15,3,0.95,20000000.0,1000000.0,3053,1.1581573612127873,0.0655548457923083,0.25136078468725975,0.5947324344797106,0.9177312070049322,0.2607998135980953,0.11863600651319504,43.069105925815585,3.554999899543245,84404.96580760796,0.00920956649213044,0.06187978272406728,1140,-0.1486325948379933,0.5322633475270226,0.06187978272406728,0.37428574549173504,0.2192846034214619,643
grid_0379,42/84/168,3,0.3,3,0.05,1,0.85,20000000.0,1000000.0,3053,1.4443298223658334,0.07656286319953609,0.26324807129394323,0.6293823737166229,0.9785763099314587,0.29083921801670437,0.13087709600041447,98.99399327606343,8.171138652331472,213081.36281931913,0.00892651477054186,0.18885213061134282,1141,-0.1713253714023658,0.524729773992794,0.18885213061134282,0.35811451945652933,0.71850699844479,643
grid_0380,42/84/168,3,0.3,3,0.05,1,0.9,20000000.0,1000000.0,3053,1.4039838683635213,0.07508489820781628,0.26110979071342644,0.6153656718941265,0.95830766700543,0.2875606387744516,0.13182368453281806,99.0916124124521,8.179196307873543,213686.47827136333,0.009811868273223438,0.18937787955563776,1140,-0.18061807112900663,0.5270226007206027,0.18937787955563776,0.34401420510604397,0.71850699844479,643
grid_0381,42/84/168,3,0.3,3,0.05,1,0.95,20000000.0,1000000.0,3053,1.2145947517516937,0.0678277362267834,0.2579457860898108,0.5600400768668347,0.8718771051111264,0.2629534572166546,0.13303509195074928,100.34043985641085,8.282276725783012,205153.6011859325,0.009725091761222876,0.18991744215697123,1140,-0.18548245802459684,0.5240746806419915,0.18991744215697123,0.3542172383145457,0.71850699844479,643
grid_0382,42/84/168,3,0.3,3,0.05,2,0.85,20000000.0,1000000.0,3053,1.4443039857862345,0.07656192392954142,0.2596186090176871,0.629624443243562,0.9803365311403581,0.29490152581599216,0.1308097987241541,94.66371223717101,7.813709624555222,203737.40696151144,0.010735867488909341,0.18927266147912752,1138,-0.16364604750920597,0.526039960694399,0.18927266147912752,0.34668521968384997,0.71850699844479,643
grid_0383,42/84/168,3,0.3,3,0.05,2,0.9,20000000.0,1000000.0,3053,1.4102509136380417,0.07531596044333733,0.2598347054970711,0.6156792278721871,0.9576184876890286,0.28986104954400055,0.13218478358239216,94.19958084844993,7.775399401837334,199896.50663849027,0.009564444104611866,0.18932851822424018,1138,-0.17784336837156056,0.5286603340976089,0.18932851822424018,0.36449025670254664,0.71850699844479,643
grid_0384,42/84/168,3,0.3,3,0.05,2,0.95,20000000.0,1000000.0,3053,1.2703561337658487,0.07002179843145773,0.2599104838248667,0.5760748878621486,0.8980845528575865,0.2694073644164347,0.1328555956903166,94.65795122802932,7.81323410070861,195716.30061544362,0.009590153370386004,0.1919998400383462,1140,-0.18738756140877122,0.5273501473960039,0.1919998400383462,0.34640655408784404,0.71850699844479,643
grid_0385,42/84/168,3,0.3,3,0.05,3,0.85,20000000.0,1000000.0,3053,1.5778877692522904,0.08130062940769478,0.2614788868488145,0.6638176357645373,1.037100514139345,0.3109261722331804,0.13065982185003983,90.63723121492484,7.481356785509682,199100.53682067883,0.01034600282124523,0.18964324522906037,1137,-0.16482644514916678,0.5250573206681952,0.18964324522906037,0.34521681858344655,0.71850699844479,643
grid_0386,42/84/168,3,0.3,3,0.05,3,0.9,20000000.0,1000000.0,3053,1.4870803240638186,0.07810468756542255,0.2609930187586712,0.6367517158474527,0.9914958598212298,0.2992596811091048,0.13179758795997493,85.78428679630728,7.08078620133293,183900.5307541052,0.01011000071139196,0.1904682455048992,1137,-0.16817967454387872,0.5263675073698002,0.1904682455048992,0.3754856081875149,0.71850699844479,643
grid_0387,42/84/168,3,0.3,3,0.05,3,0.95,20000000.0,1000000.0,3053,1.2953248360101908,0.07098826570852812,0.2586711172954683,0.5844452354851197,0.9107963055717214,0.27443444962369506,0.13239160039038286,86.511764911394,7.140833526914932,182916.74295988906,0.009370245561756979,0.19203661632949662,1137,-0.17247397082766258,0.5263675073698002,0.19203661632949662,0.35038829943939426,0.71850699844479,643
grid_0388,42/84/168,3,0.3,3,0.1,1,0.85,20000000.0,1000000.0,3053,1.3358492406907048,0.07253650751712848,0.25120026263404305,0.6216763638052031,0.97839552885246,0.2887596802508208,0.1253074660211524,93.37165240190623,7.707060728883187,194153.35609374338,0.006769293297778974,0.12593545371541442,1223,-0.1972519171059799,0.5244022273173927,0.12593545371541442,0.3569628150941115,0.4603421461897356,643
grid_0389,42/84/168,3,0.3,3,0.1,1,0.9,20000000.0,1000000.0,3053,1.267100980253805,0.0698950829562619,0.2544776252502132,0.5946246254755068,0.9377958930043836,0.27466101543323534,0.1272739255983641,96.5747789419647,7.9714524380527685,198496.03843399754,0.007507762864866309,0.12826370904250822,1142,-0.2097314335774707,0.526039960694399,0.12826370904250822,0.36486324442923596,0.4603421461897356,643
grid_0390,42/84/168,3,0.3,3,0.1,1,0.95,20000000.0,1000000.0,3053,1.1609034205724535,0.06566669244625523,0.25944584856572606,0.5610540816580337,0.8810963694566923,0.2531036546133816,0.12799899229064166,95.17643039685227,7.856030284967825,189559.6410855156,0.007648992827321683,0.12663781331538126,1142,-0.2104797397250987,0.5276776940714052,0.12663781331538126,0.36390049672055563,0.4603421461897356,643
grid_0391,42/84/168,3,0.3,3,0.1,2,0.85,20000000.0,1000000.0,3053,1.2872290199316048,0.07067596093433592,0.26325716850976877,0.6092282278336972,0.9557863080921578,0.2684673748274905,0.12494408942860838,90.70086701508745,7.486609396594182,185929.19448842914,0.006386949957698027,0.12527747089763672,1227,-0.1950643737274057,0.5250573206681952,0.12527747089763672,0.3481328184814734,0.4603421461897356,643
grid_0392,42/84/168,3,0.3,3,0.1,2,0.9,20000000.0,1000000.0,3053,1.3003257642964354,0.071180677307906,0.2581005074750281,0.6040138654069042,0.9513698609004737,0.27578666157714904,0.1272883162475589,92.61942449865987,7.644970512172383,188907.84170012816,0.007177489107204256,0.12850377254455647,1223,-0.20482793222451645,0.5283327874222077,0.12850377254455647,0.36425449558818584,0.4603421461897356,643
grid_0393,42/84/168,3,0.3,3,0.1,2,0.95,20000000.0,1000000.0,3053,1.1299818073199925,0.06439965462144848,0.26632462971486226,0.5505873327141784,0.8620871799056152,0.2418088581983473,0.12835789988890464,91.23374481683906,7.5305940693886155,177992.57953999465,0.00673081021435342,0.12763448096503033,1223,-0.21527188687752863,0.5283327874222077,0.12763448096503033,0.363878087047208,0.4603421461897356,643
grid_0394,42/84/168,3,0.3,3,0.1,3,0.85,20000000.0,1000000.0,3053,1.2918006926356775,0.07085244251620137,0.26325716850976877,0.6107587527100466,0.9597662216760586,0.2691377519452893,0.12488908553596566,89.06393214522197,7.3514939078270345,183489.32130023898,0.006844166600491422,0.12717141897551842,1227,-0.18764000343410114,0.5230920406157877,0.12717141897551842,0.34897211747326407,0.4603421461897356,643
grid_0395,42/84/168,3,0.3,3,0.1,3,0.9,20000000.0,1000000.0,3053,1.2720615267130344,0.07008811884646415,0.2606948004936226,0.5974805839792532,0.9393760048689391,0.26885123413951145,0.1268877720001719,86.9623635584134,7.178026733285351,176829.9921528807,0.006320158456198241,0.1283388126217859,1224,-0.1986220851983702,0.5266950540452014,0.1283388126217859,0.359872314429483,0.4603421461897356,643
grid_0396,42/84/168,3,0.3,3,0.1,3,0.95,20000000.0,1000000.0,3053,1.0400260827806576,0.06061527606549366,0.25883879801487397,0.5238361921652873,0.8178537247828054,0.2341815698820022,0.12803285000618483,86.9376701564932,7.175988496376117,170872.04312322824,0.007026547669995652,0.12822422283724463,1142,-0.22753277452151488,0.5266950540452014,0.12822422283724463,0.3598951395674915,0.4603421461897356,643
grid_0397,42/84/168,3,0.3,3,0.15,1,0.85,20000000.0,1000000.0,3053,1.251595304820758,0.06928918266406559,0.25037306526638126,0.6315140943169448,0.9729969138306016,0.2767437567229775,0.11695500719670732,49.77351924319039,4.108393989283976,101283.55809292581,0.009074096786947514,0.0589489141561955,1111,-0.14833910864666444,0.5319358008516214,0.0589489141561955,0.3579297866364427,0.2115085536547434,643
grid_0398,42/84/168,3,0.3,3,0.15,1,0.9,20000000.0,1000000.0,3053,1.2562996823906887,0.06947341457370348,0.2503360284217603,0.6286067110370467,0.97379213987673,0.27752063900549023,0.11795027782001259,49.65613317493483,4.0987047363523015,100421.0861150474,0.008963295293238246,0.05882669031445996,1114,-0.15080893573110588,0.5339010809040288,0.05882669031445996,0.3642984860260316,0.2115085536547434,643
grid_0399,42/84/168,3,0.3,3,0.15,1,0.95,20000000.0,1000000.0,3053,1.226783594953496,0.06831162898441723,0.2494461919114056,0.617902712055223,0.957621857466639,0.2738531643276362,0.11830186409127512,48.29161729937976,3.9860751914325903,97456.27497011617,0.008111858436675976,0.0581229369813621,1113,-0.14822377678656717,0.5319358008516214,0.0581229369813621,0.36419177826473764,0.2115085536547434,643
grid_0400,42/84/168,3,0.3,3,0.15,2,0.85,20000000.0,1000000.0,3053,1.2448654001751258,0.0690250125485925,0.24833670197560753,0.6323549242644445,0.9766757890699461,0.27794930028253484,0.11628263813948696,48.808667065334056,4.028753390260132,98320.96546327107,0.009389919709780965,0.059058281923885424,1113,-0.1478824739612159,0.5316082541762202,0.059058281923885424,0.357699017464491,0.2115085536547434,643
grid_0401,42/84/168,3,0.3,3,0.15,2,0.9,20000000.0,1000000.0,3053,1.2635724297014401,0.06975753609653834,0.2451216310662071,0.6319595493915608,0.9812679100395966,0.2845833547741729,0.11769593691585474,48.232500228995015,3.9811955642668666,97267.51796291822,0.00856890221409261,0.05916124646524162,1113,-0.14706911502131836,0.5332459875532264,0.05916124646524162,0.3644723043336453,0.2115085536547434,643
grid_0402,42/84/168,3,0.3,3,0.15,2,0.95,20000000.0,1000000.0,3053,1.2677373709534927,0.06991986927159721,0.24732838158888615,0.6321685995356694,0.980608145324286,0.2827005490531181,0.11794747071651215,46.80801653664054,3.8636161700731786,94658.00255494623,0.008431840766374998,0.05834086415079423,1109,-0.14400678511336662,0.5329184408778251,0.05834086415079423,0.36416720763930666,0.2115085536547434,643
grid_0403,42/84/168,3,0.3,3,0.15,3,0.85,20000000.0,1000000.0,3053,1.3131788116622811,0.07167344543768595,0.24853511939416983,0.6532032707897889,1.01070151613699,0.2883835717559652,0.11637640958134275,47.98532652891976,3.960793411492885,97606.87148866965,0.008609661365809358,0.0590291197252793,1113,-0.1487407888990927,0.5309531608254177,0.0590291197252793,0.3597618513049119,0.2115085536547434,643
