trade_date,symbol,active_net_pnl_contribution,active_return_contribution
2018-04-11,SH511010,0.0,0.0
2018-04-11,SH518880,0.0,0.0
2018-04-12,SH510300,0.0,0.0
2018-04-12,SH511010,0.0,0.0
2018-04-12,SH518880,0.0,0.0
2018-04-13,SH510300,0.0,0.0
2018-04-13,SH511010,0.0,0.0
2018-04-13,SH518880,0.0,0.0
2018-04-16,SH510300,0.0,0.0
2018-04-16,SH511010,0.0,0.0
2018-04-16,SH518880,0.0,0.0
2018-04-17,SH510300,0.0,0.0
2018-04-17,SH511010,0.0,0.0
2018-04-17,SH518880,0.0,0.0
2018-04-18,SH510300,0.0,0.0
2018-04-18,SH511010,0.0,0.0
2018-04-18,SH518880,0.0,0.0
2018-04-19,SH510300,0.0,0.0
2018-04-19,SH511010,0.0,0.0
2018-04-19,SH518880,0.0,0.0
2018-04-20,SH510300,0.0,0.0
2018-04-20,SH511010,0.0,0.0
2018-04-20,SH518880,0.0,0.0
2018-04-23,SH510300,0.0,0.0
2018-04-23,SH511010,0.0,0.0
2018-04-23,SH518880,0.0,0.0
2018-04-24,SH510300,0.0,0.0
2018-04-24,SH511010,0.0,0.0
2018-04-24,SH518880,0.0,0.0
2018-04-25,SH510300,0.0,0.0
2018-04-25,SH511010,0.0,0.0
2018-04-25,SH518880,0.0,0.0
2018-04-26,SH510300,0.0,0.0
2018-04-26,SH511010,0.0,0.0
2018-04-26,SH518880,0.0,0.0
2018-04-27,SH510300,0.0,0.0
2018-04-27,SH511010,0.0,0.0
2018-04-27,SH518880,0.0,0.0
2018-05-02,SH510300,0.0,0.0
2018-05-02,SH511010,0.0,0.0
2018-05-02,SH518880,0.0,0.0
2018-05-03,SH510300,0.0,0.0
2018-05-03,SH511010,0.0,0.0
2018-05-03,SH518880,0.0,0.0
2018-05-04,SH510300,0.0,0.0
2018-05-04,SH511010,0.0,0.0
2018-05-04,SH518880,0.0,0.0
2018-05-07,SH510300,0.0,0.0
2018-05-07,SH511010,0.0,0.0
2018-05-07,SH518880,0.0,0.0
2018-05-08,SH510300,0.0,0.0
2018-05-08,SH511010,0.0,0.0
2018-05-08,SH518880,0.0,0.0
2018-05-09,SH510300,0.0,0.0
2018-05-09,SH511010,0.0,0.0
2018-05-09,SH518880,0.0,0.0
2018-05-10,SH510300,0.0,0.0
2018-05-10,SH511010,0.0,0.0
2018-05-10,SH518880,0.0,0.0
2018-05-11,SH510300,0.0,0.0
2018-05-11,SH511010,0.0,0.0
2018-05-11,SH518880,0.0,0.0
2018-05-14,SH510300,0.0,0.0
2018-05-14,SH511010,0.0,0.0
2018-05-14,SH518880,0.0,0.0
2018-05-15,SH510300,0.0,0.0
2018-05-15,SH511010,0.0,0.0
2018-05-15,SH518880,0.0,0.0
2018-05-16,SH510300,0.0,0.0
2018-05-16,SH511010,0.0,0.0
2018-05-16,SH518880,0.0,0.0
2018-05-17,SH510300,0.0,0.0
2018-05-17,SH511010,0.0,0.0
2018-05-17,SH518880,0.0,0.0
2018-05-18,SH510300,0.0,0.0
2018-05-18,SH511010,0.0,0.0
2018-05-18,SH518880,0.0,0.0
2018-05-21,SH510300,0.0,0.0
2018-05-21,SH511010,0.0,0.0
2018-05-21,SH518880,0.0,0.0
2018-05-22,SH510300,0.0,0.0
2018-05-22,SH511010,0.0,0.0
2018-05-22,SH518880,0.0,0.0
2018-05-23,SH510300,0.0,0.0
2018-05-23,SH511010,0.0,0.0
2018-05-23,SH518880,0.0,0.0
2018-05-24,SH510300,0.0,0.0
2018-05-24,SH511010,0.0,0.0
2018-05-24,SH518880,0.0,0.0
2018-05-25,SH510300,0.0,0.0
2018-05-25,SH511010,0.0,0.0
2018-05-25,SH518880,0.0,0.0
2018-05-28,SH510300,0.0,0.0
2018-05-28,SH511010,0.0,0.0
2018-05-28,SH518880,0.0,0.0
2018-05-29,SH510300,0.0,0.0
2018-05-29,SH511010,0.0,0.0
2018-05-29,SH518880,0.0,0.0
2018-05-30,SH510300,0.0,0.0
2018-05-30,SH511010,0.0,0.0
2018-05-30,SH518880,0.0,0.0
2018-05-31,SH510300,0.0,0.0
2018-05-31,SH511010,0.0,0.0
2018-05-31,SH518880,0.0,0.0
2018-06-01,SH510300,0.0,0.0
2018-06-01,SH511010,0.0,0.0
2018-06-01,SH518880,0.0,0.0
2018-06-04,SH510300,0.0,0.0
2018-06-04,SH511010,0.0,0.0
2018-06-04,SH518880,0.0,0.0
2018-06-05,SH510300,0.0,0.0
2018-06-05,SH511010,0.0,0.0
2018-06-05,SH518880,0.0,0.0
2018-06-06,SH510300,0.0,0.0
2018-06-06,SH511010,0.0,0.0
2018-06-06,SH518880,0.0,0.0
2018-06-07,SH510300,0.0,0.0
2018-06-07,SH511010,0.0,0.0
2018-06-07,SH518880,0.0,0.0
2018-06-08,SH510300,0.0,0.0
2018-06-08,SH511010,0.0,0.0
2018-06-08,SH518880,0.0,0.0
2018-06-11,SH510300,0.0,0.0
2018-06-11,SH511010,0.0,0.0
2018-06-11,SH518880,0.0,0.0
2018-06-12,SH510300,0.0,0.0
2018-06-12,SH511010,0.0,0.0
2018-06-12,SH518880,0.0,0.0
2018-06-13,SH510300,0.0,0.0
2018-06-13,SH511010,0.0,0.0
2018-06-13,SH518880,0.0,0.0
2018-06-14,SH510300,0.0,0.0
2018-06-14,SH511010,0.0,0.0
2018-06-14,SH518880,0.0,0.0
2018-06-15,SH510300,0.0,0.0
2018-06-15,SH511010,0.0,0.0
2018-06-15,SH518880,0.0,0.0
2018-06-19,SH510300,0.0,0.0
2018-06-19,SH511010,0.0,0.0
2018-06-19,SH518880,0.0,0.0
2018-06-20,SH510300,0.0,0.0
2018-06-20,SH511010,0.0,0.0
2018-06-20,SH518880,0.0,0.0
2018-06-21,SH510300,0.0,0.0
2018-06-21,SH511010,0.0,0.0
2018-06-21,SH518880,0.0,0.0
2018-06-22,SH510300,0.0,0.0
2018-06-22,SH511010,0.0,0.0
2018-06-22,SH518880,0.0,0.0
2018-06-25,SH510300,0.0,0.0
2018-06-25,SH511010,0.0,0.0
2018-06-25,SH518880,0.0,0.0
2018-06-26,SH510300,0.0,0.0
2018-06-26,SH511010,0.0,0.0
2018-06-26,SH518880,0.0,0.0
2018-06-27,SH510300,0.0,0.0
2018-06-27,SH511010,0.0,0.0
2018-06-27,SH518880,0.0,0.0
2018-06-28,SH510300,0.0,0.0
2018-06-28,SH511010,0.0,0.0
2018-06-28,SH518880,0.0,0.0
2018-06-29,SH510300,0.0,0.0
2018-06-29,SH511010,0.0,0.0
2018-06-29,SH518880,0.0,0.0
2018-07-02,SH510300,0.0,0.0
2018-07-02,SH511010,0.0,0.0
2018-07-02,SH518880,0.0,0.0
2018-07-03,SH510300,0.0,0.0
2018-07-03,SH511010,0.0,0.0
2018-07-03,SH518880,0.0,0.0
2018-07-04,SH510300,0.0,0.0
2018-07-04,SH511010,0.0,0.0
2018-07-04,SH518880,0.0,0.0
2018-07-05,SH510300,0.0,0.0
2018-07-05,SH511010,0.0,0.0
2018-07-05,SH518880,0.0,0.0
2018-07-06,SH510300,0.0,0.0
2018-07-06,SH511010,0.0,0.0
2018-07-06,SH518880,0.0,0.0
2018-07-09,SH510300,0.0,0.0
2018-07-09,SH511010,0.0,0.0
2018-07-09,SH518880,0.0,0.0
2018-07-10,SH510300,0.0,0.0
2018-07-10,SH511010,0.0,0.0
2018-07-10,SH518880,0.0,0.0
2018-07-11,SH510300,0.0,0.0
2018-07-11,SH511010,0.0,0.0
2018-07-11,SH518880,0.0,0.0
2018-07-12,SH510300,0.0,0.0
2018-07-12,SH511010,0.0,0.0
2018-07-12,SH518880,0.0,0.0
2018-07-13,SH510300,0.0,0.0
2018-07-13,SH511010,0.0,0.0
2018-07-13,SH518880,0.0,0.0
2018-07-16,SH510300,0.0,0.0
2018-07-16,SH511010,0.0,0.0
2018-07-16,SH518880,0.0,0.0
2018-07-17,SH510300,0.0,0.0
2018-07-17,SH511010,0.0,0.0
2018-07-17,SH518880,0.0,0.0
2018-07-18,SH510300,0.0,0.0
2018-07-18,SH511010,0.0,0.0
2018-07-18,SH518880,0.0,0.0
2018-07-19,SH510300,0.0,0.0
2018-07-19,SH511010,0.0,0.0
2018-07-19,SH518880,0.0,0.0
2018-07-20,SH510300,0.0,0.0
2018-07-20,SH511010,0.0,0.0
2018-07-20,SH518880,0.0,0.0
2018-07-23,SH510300,0.0,0.0
2018-07-23,SH511010,0.0,0.0
2018-07-23,SH518880,0.0,0.0
2018-07-24,SH510300,0.0,0.0
2018-07-24,SH511010,0.0,0.0
2018-07-24,SH518880,0.0,0.0
2018-07-25,SH510300,0.0,0.0
2018-07-25,SH511010,0.0,0.0
2018-07-25,SH518880,0.0,0.0
2018-07-26,SH510300,0.0,0.0
2018-07-26,SH511010,0.0,0.0
2018-07-26,SH518880,0.0,0.0
2018-07-27,SH510300,0.0,0.0
2018-07-27,SH511010,0.0,0.0
2018-07-27,SH518880,0.0,0.0
2018-07-30,SH510300,0.0,0.0
2018-07-30,SH511010,0.0,0.0
2018-07-30,SH518880,0.0,0.0
2018-07-31,SH510300,0.0,0.0
2018-07-31,SH511010,0.0,0.0
2018-07-31,SH518880,0.0,0.0
2018-08-01,SH510300,0.0,0.0
2018-08-01,SH511010,0.0,0.0
2018-08-01,SH518880,0.0,0.0
2018-08-02,SH510300,0.0,0.0
2018-08-02,SH511010,0.0,0.0
2018-08-02,SH518880,0.0,0.0
2018-08-03,SH510300,0.0,0.0
2018-08-03,SH511010,0.0,0.0
2018-08-03,SH518880,0.0,0.0
2018-08-06,SH510300,0.0,0.0
2018-08-06,SH511010,0.0,0.0
2018-08-06,SH518880,0.0,0.0
2018-08-07,SH510300,0.0,0.0
2018-08-07,SH511010,0.0,0.0
2018-08-07,SH518880,0.0,0.0
2018-08-08,SH510300,0.0,0.0
2018-08-08,SH511010,0.0,0.0
2018-08-08,SH518880,0.0,0.0
2018-08-09,SH510300,0.0,0.0
2018-08-09,SH511010,0.0,0.0
2018-08-09,SH518880,0.0,0.0
2018-08-10,SH510300,0.0,0.0
2018-08-10,SH511010,0.0,0.0
2018-08-10,SH518880,0.0,0.0
2018-08-13,SH510300,0.0,0.0
2018-08-13,SH511010,0.0,0.0
2018-08-13,SH518880,0.0,0.0
2018-08-14,SH510300,0.0,0.0
2018-08-14,SH511010,0.0,0.0
2018-08-14,SH518880,0.0,0.0
2018-08-15,SH510300,0.0,0.0
2018-08-15,SH511010,0.0,0.0
2018-08-15,SH518880,0.0,0.0
2018-08-16,SH510300,0.0,0.0
2018-08-16,SH511010,0.0,0.0
2018-08-16,SH518880,0.0,0.0
2018-08-17,SH510300,0.0,0.0
2018-08-17,SH511010,0.0,0.0
2018-08-17,SH518880,0.0,0.0
2018-08-20,SH510300,0.0,0.0
2018-08-20,SH511010,0.0,0.0
2018-08-20,SH518880,0.0,0.0
2018-08-21,SH510300,0.0,0.0
2018-08-21,SH511010,0.0,0.0
2018-08-21,SH518880,0.0,0.0
2018-08-22,SH510300,0.0,0.0
2018-08-22,SH511010,0.0,0.0
2018-08-22,SH518880,0.0,0.0
2018-08-23,SH510300,0.0,0.0
2018-08-23,SH511010,0.0,0.0
2018-08-23,SH518880,0.0,0.0
2018-08-24,SH510300,0.0,0.0
2018-08-24,SH511010,0.0,0.0
2018-08-24,SH518880,0.0,0.0
2018-08-27,SH510300,0.0,0.0
2018-08-27,SH511010,0.0,0.0
2018-08-27,SH518880,0.0,0.0
2018-08-28,SH510300,0.0,0.0
2018-08-28,SH511010,0.0,0.0
2018-08-28,SH518880,0.0,0.0
2018-08-29,SH510300,0.0,0.0
2018-08-29,SH511010,0.0,0.0
2018-08-29,SH518880,0.0,0.0
2018-08-30,SH510300,0.0,0.0
2018-08-30,SH511010,0.0,0.0
2018-08-30,SH518880,0.0,0.0
2018-08-31,SH510300,0.0,0.0
2018-08-31,SH511010,0.0,0.0
2018-08-31,SH518880,0.0,0.0
2018-09-03,SH510300,0.0,0.0
2018-09-03,SH511010,0.0,0.0
2018-09-03,SH518880,0.0,0.0
2018-09-04,SH510300,0.0,0.0
2018-09-04,SH511010,0.0,0.0
2018-09-04,SH518880,0.0,0.0
2018-09-05,SH510300,0.0,0.0
2018-09-05,SH511010,0.0,0.0
2018-09-05,SH518880,0.0,0.0
2018-09-06,SH510300,0.0,0.0
2018-09-06,SH511010,0.0,0.0
2018-09-06,SH518880,0.0,0.0
2018-09-07,SH510300,0.0,0.0
2018-09-07,SH511010,0.0,0.0
2018-09-07,SH518880,0.0,0.0
2018-09-10,SH510300,0.0,0.0
2018-09-10,SH511010,0.0,0.0
2018-09-10,SH518880,0.0,0.0
2018-09-11,SH510300,0.0,0.0
2018-09-11,SH511010,0.0,0.0
2018-09-11,SH518880,0.0,0.0
2018-09-12,SH510300,0.0,0.0
2018-09-12,SH511010,0.0,0.0
2018-09-12,SH518880,0.0,0.0
2018-09-13,SH510300,0.0,0.0
2018-09-13,SH511010,0.0,0.0
2018-09-13,SH518880,0.0,0.0
2018-09-14,SH510300,0.0,0.0
2018-09-14,SH511010,0.0,0.0
2018-09-14,SH518880,0.0,0.0
2018-09-17,SH510300,0.0,0.0
2018-09-17,SH511010,0.0,0.0
2018-09-17,SH518880,0.0,0.0
2018-09-18,SH510300,0.0,0.0
2018-09-18,SH511010,0.0,0.0
2018-09-18,SH518880,0.0,0.0
2018-09-19,SH510300,0.0,0.0
2018-09-19,SH511010,0.0,0.0
2018-09-19,SH518880,0.0,0.0
2018-09-20,SH510300,0.0,0.0
2018-09-20,SH511010,0.0,0.0
2018-09-20,SH518880,0.0,0.0
2018-09-21,SH510300,0.0,0.0
2018-09-21,SH511010,0.0,0.0
2018-09-21,SH518880,0.0,0.0
2018-09-25,SH510300,0.0,0.0
2018-09-25,SH511010,0.0,0.0
2018-09-25,SH518880,0.0,0.0
2018-09-26,SH510300,0.0,0.0
2018-09-26,SH511010,0.0,0.0
2018-09-26,SH518880,0.0,0.0
2018-09-27,SH510300,0.0,0.0
2018-09-27,SH511010,0.0,0.0
2018-09-27,SH518880,0.0,0.0
2018-09-28,SH510300,0.0,0.0
2018-09-28,SH511010,0.0,0.0
2018-09-28,SH518880,0.0,0.0
2018-10-08,SH510300,0.0,0.0
2018-10-08,SH511010,0.0,0.0
2018-10-08,SH518880,0.0,0.0
2018-10-09,SH510300,0.0,0.0
2018-10-09,SH511010,0.0,0.0
2018-10-09,SH518880,0.0,0.0
2018-10-10,SH510300,0.0,0.0
2018-10-10,SH511010,0.0,0.0
2018-10-10,SH518880,0.0,0.0
2018-10-11,SH510300,0.0,0.0
2018-10-11,SH511010,0.0,0.0
2018-10-11,SH518880,0.0,0.0
2018-10-12,SH510300,0.0,0.0
2018-10-12,SH511010,0.0,0.0
2018-10-12,SH518880,0.0,0.0
2018-10-15,SH510300,0.0,0.0
2018-10-15,SH511010,0.0,0.0
2018-10-15,SH518880,0.0,0.0
2018-10-16,SH510300,0.0,0.0
2018-10-16,SH511010,0.0,0.0
2018-10-16,SH518880,0.0,0.0
2018-10-17,SH510300,0.0,0.0
2018-10-17,SH511010,0.0,0.0
2018-10-17,SH518880,0.0,0.0
2018-10-18,SH510300,0.0,0.0
2018-10-18,SH511010,0.0,0.0
2018-10-18,SH518880,0.0,0.0
2018-10-19,SH510300,0.0,0.0
2018-10-19,SH511010,0.0,0.0
2018-10-19,SH518880,0.0,0.0
2018-10-22,SH510300,0.0,0.0
2018-10-22,SH511010,0.0,0.0
2018-10-22,SH518880,0.0,0.0
2018-10-23,SH510300,0.0,0.0
2018-10-23,SH511010,0.0,0.0
2018-10-23,SH518880,0.0,0.0
2018-10-24,SH510300,0.0,0.0
2018-10-24,SH511010,0.0,0.0
2018-10-24,SH518880,0.0,0.0
2018-10-25,SH510300,0.0,0.0
2018-10-25,SH511010,0.0,0.0
2018-10-25,SH518880,0.0,0.0
2018-10-26,SH510300,0.0,0.0
2018-10-26,SH511010,0.0,0.0
2018-10-26,SH518880,0.0,0.0
2018-10-29,SH510300,0.0,0.0
2018-10-29,SH511010,0.0,0.0
2018-10-29,SH518880,0.0,0.0
2018-10-30,SH510300,0.0,0.0
2018-10-30,SH511010,0.0,0.0
2018-10-30,SH518880,0.0,0.0
2018-10-31,SH510300,0.0,0.0
2018-10-31,SH511010,0.0,0.0
2018-10-31,SH518880,0.0,0.0
2018-11-01,SH510300,0.0,0.0
2018-11-01,SH511010,0.0,0.0
2018-11-01,SH518880,0.0,0.0
2018-11-02,SH510300,0.0,0.0
2018-11-02,SH511010,0.0,0.0
2018-11-02,SH518880,0.0,0.0
2018-11-05,SH510300,0.0,0.0
2018-11-05,SH511010,0.0,0.0
2018-11-05,SH518880,0.0,0.0
2018-11-05,SH512800,-1197.3110800000009,-0.000953304812082773
2018-11-06,SH510300,0.0,0.0
2018-11-06,SH511010,0.0,0.0
2018-11-06,SH518880,0.0,0.0
2018-11-06,SH512800,-953.0000000000008,-0.0007628516817582894
2018-11-07,SH510300,0.0,0.0
2018-11-07,SH511010,0.0,0.0
2018-11-07,SH518880,0.0,0.0
2018-11-07,SH512800,-953.0000000000008,-0.0007647243448958085
2018-11-08,SH510300,0.0,0.0
2018-11-08,SH511010,0.0,0.0
2018-11-08,SH518880,0.0,0.0
2018-11-08,SH512800,1524.8000000000013,0.0012271827525000226
2018-11-09,SH510300,0.0,0.0
2018-11-09,SH511010,0.0,0.0
2018-11-09,SH518880,0.0,0.0
2018-11-09,SH512800,-5718.0000000000055,-0.004598914166414562
2018-11-12,SH510300,0.0,0.0
2018-11-12,SH511010,0.0,0.0
2018-11-12,SH518880,0.0,0.0
2018-11-12,SH512800,-806.1998800000005,-0.0006545495670092877
2018-11-13,SH510300,0.0,0.0
2018-11-13,SH511010,0.0,0.0
2018-11-13,SH518880,0.0,0.0
2018-11-14,SH510300,0.0,0.0
2018-11-14,SH511010,0.0,0.0
2018-11-14,SH518880,0.0,0.0
2018-11-15,SH510300,0.0,0.0
2018-11-15,SH511010,0.0,0.0
2018-11-15,SH518880,0.0,0.0
2018-11-16,SH510300,0.0,0.0
2018-11-16,SH511010,0.0,0.0
2018-11-16,SH518880,0.0,0.0
2018-11-19,SH510300,0.0,0.0
2018-11-19,SH511010,0.0,0.0
2018-11-19,SH518880,0.0,0.0
2018-11-20,SH510300,0.0,0.0
2018-11-20,SH511010,0.0,0.0
2018-11-20,SH518880,0.0,0.0
2018-11-21,SH510300,0.0,0.0
2018-11-21,SH511010,0.0,0.0
2018-11-21,SH518880,0.0,0.0
2018-11-22,SH510300,0.0,0.0
2018-11-22,SH511010,0.0,0.0
2018-11-22,SH518880,0.0,0.0
2018-11-23,SH510300,0.0,0.0
2018-11-23,SH511010,0.0,0.0
2018-11-23,SH518880,0.0,0.0
2018-11-26,SH510300,0.0,0.0
2018-11-26,SH511010,0.0,0.0
2018-11-26,SH518880,-109.344178125,-8.925065728831143e-05
2018-11-27,SH510300,0.0,0.0
2018-11-27,SH511010,0.0,0.0
2018-11-27,SH518880,-337.0312499999928,-0.0002750760909476406
2018-11-28,SH510300,0.0,0.0
2018-11-28,SH511010,0.0,0.0
2018-11-28,SH518880,-808.8750000000007,-0.0006607185304279965
2018-11-29,SH510300,0.0,0.0
2018-11-29,SH511010,0.0,0.0
2018-11-29,SH518880,1415.5312499999936,0.0011519707870651283
2018-11-30,SH510300,0.0,0.0
2018-11-30,SH511010,0.0,0.0
2018-11-30,SH518880,67.40625000002251,5.490702902673212e-05
2018-12-03,SH510300,0.0,0.0
2018-12-03,SH511010,0.0,0.0
2018-12-03,SH518880,-828.5194921875081,-0.0006723893506404302
2018-12-04,SH510300,0.0,0.0
2018-12-04,SH511010,0.0,0.0
2018-12-04,SH518880,0.0,0.0
2018-12-05,SH510300,0.0,0.0
2018-12-05,SH511010,0.0,0.0
2018-12-05,SH518880,0.0,0.0
2018-12-06,SH510300,0.0,0.0
2018-12-06,SH511010,0.0,0.0
2018-12-06,SH518880,0.0,0.0
2018-12-07,SH510300,0.0,0.0
2018-12-07,SH511010,0.0,0.0
2018-12-07,SH518880,0.0,0.0
2018-12-10,SH510300,0.0,0.0
2018-12-10,SH511010,0.0,0.0
2018-12-10,SH518880,0.0,0.0
2018-12-11,SH510300,0.0,0.0
2018-12-11,SH511010,0.0,0.0
2018-12-11,SH518880,0.0,0.0
2018-12-12,SH510300,0.0,0.0
2018-12-12,SH511010,0.0,0.0
2018-12-12,SH518880,0.0,0.0
2018-12-13,SH510300,0.0,0.0
2018-12-13,SH511010,0.0,0.0
2018-12-13,SH518880,0.0,0.0
2018-12-14,SH510300,0.0,0.0
2018-12-14,SH511010,0.0,0.0
2018-12-14,SH518880,0.0,0.0
2018-12-17,SH510300,0.0,0.0
2018-12-17,SH511010,0.0,0.0
2018-12-17,SH518880,0.0,0.0
2018-12-18,SH510300,0.0,0.0
2018-12-18,SH511010,0.0,0.0
2018-12-18,SH518880,0.0,0.0
2018-12-19,SH510300,0.0,0.0
2018-12-19,SH511010,0.0,0.0
2018-12-19,SH518880,0.0,0.0
2018-12-20,SH510300,0.0,0.0
2018-12-20,SH511010,0.0,0.0
2018-12-20,SH518880,0.0,0.0
2018-12-21,SH510300,0.0,0.0
2018-12-21,SH511010,0.0,0.0
2018-12-21,SH518880,0.0,0.0
2018-12-24,SH510300,0.0,0.0
2018-12-24,SH511010,0.0,0.0
2018-12-24,SH518880,-81.670996875,-6.704221966601486e-05
2018-12-25,SH510300,0.0,0.0
2018-12-25,SH511010,0.0,0.0
2018-12-25,SH518880,1435.4999999999868,0.00117712265664073
2018-12-26,SH510300,0.0,0.0
2018-12-26,SH511010,0.0,0.0
2018-12-26,SH518880,-65.24999999999281,-5.349095067399701e-05
2018-12-27,SH510300,0.0,0.0
2018-12-27,SH511010,0.0,0.0
2018-12-27,SH518880,-652.4999999999861,-0.0005359955609962565
2018-12-28,SH510300,0.0,0.0
2018-12-28,SH511010,0.0,0.0
2018-12-28,SH518880,1109.2499999999936,0.0009128386129395819
2019-01-02,SH510300,0.0,0.0
2019-01-02,SH511010,0.0,0.0
2019-01-02,SH518880,717.7500000000078,0.0005880566683133778
2019-01-03,SH510300,0.0,0.0
2019-01-03,SH511010,0.0,0.0
2019-01-03,SH518880,2022.74999999998,0.0016644405049874031
2019-01-04,SH510300,0.0,0.0
2019-01-04,SH511010,0.0,0.0
2019-01-04,SH518880,-978.7499999999792,-0.0008024013062663449
2019-01-07,SH510300,0.0,0.0
2019-01-07,SH511010,0.0,0.0
2019-01-07,SH518880,-809.7411724137938,-0.0006589810775592058
2019-01-07,SH512880,-944.9139200000006,-0.0007689869484419541
2019-01-08,SH510300,0.0,0.0
2019-01-08,SH511010,0.0,0.0
2019-01-08,SH518880,-843.2068965517465,-0.0006866488865152807
2019-01-08,SH512880,235.1000000000002,0.0001914490427911672
2019-01-09,SH510300,0.0,0.0
2019-01-09,SH511010,0.0,0.0
2019-01-09,SH518880,-713.4827586206686,-0.0005816936872833126
2019-01-09,SH512880,940.4000000000009,0.0007666965135622285
2019-01-10,SH510300,0.0,0.0
2019-01-10,SH511010,0.0,0.0
2019-01-10,SH518880,389.17241379308945,0.0003167426039654488
2019-01-10,SH512880,-3056.300000000003,-0.0024874846885069527
2019-01-11,SH510300,0.0,0.0
2019-01-11,SH511010,0.0,0.0
2019-01-11,SH518880,-1167.517241379297,-0.0009517714590950164
2019-01-11,SH512880,1410.6000000000013,0.0011499348982746752
2019-01-14,SH510300,0.0,0.0
2019-01-14,SH511010,0.0,0.0
2019-01-14,SH518880,129.7241379310202,0.00010561794214088006
2019-01-14,SH512880,-470.2000000000005,-0.00038282433159084856
2019-01-15,SH510300,0.0,0.0
2019-01-15,SH511010,0.0,0.0
2019-01-15,SH518880,-389.1724137930894,-0.00031775962127266876
2019-01-15,SH512880,4937.100000000004,0.004031146531931169
2019-01-16,SH510300,0.0,0.0
2019-01-16,SH511010,0.0,0.0
2019-01-16,SH518880,129.72413793102018,0.00010499333421131405
2019-01-16,SH512880,-2115.900000000002,-0.001712521658658846
2019-01-17,SH510300,0.0,0.0
2019-01-17,SH511010,0.0,0.0
2019-01-17,SH518880,454.0344827586283,0.0003679490648890962
2019-01-17,SH512880,-1880.8000000000018,-0.0015241983318947851
2019-01-18,SH510300,0.0,0.0
2019-01-18,SH511010,0.0,0.0
2019-01-18,SH518880,64.8620689655101,5.2679708601310246e-05
2019-01-18,SH512880,2351.0000000000023,0.0019094363916688623
2019-01-21,SH510300,0.0,0.0
2019-01-21,SH511010,0.0,0.0
2019-01-21,SH518880,-713.4827586206975,-0.0005755687478382615
2019-01-21,SH512880,-940.4000000000009,-0.0007586235882048125
2019-01-22,SH510300,0.0,0.0
2019-01-22,SH511010,0.0,0.0
2019-01-22,SH518880,-64.86206896551008,-5.235677259990282e-05
2019-01-22,SH512880,-3056.300000000003,-0.002467050568216865
2019-01-23,SH510300,0.0,0.0
2019-01-23,SH511010,0.0,0.0
2019-01-23,SH518880,194.58620689655913,0.0001580379360428657
2019-01-23,SH512880,-235.10000000000022,-0.00019094220169176218
2019-01-24,SH510300,0.0,0.0
2019-01-24,SH511010,0.0,0.0
2019-01-24,SH518880,-129.724137931049,-0.00010543049754684716
2019-01-24,SH512880,3056.3000000000025,0.0024839419617010638
2019-01-25,SH510300,0.0,0.0
2019-01-25,SH511010,0.0,0.0
2019-01-25,SH518880,-194.58620689653029,-0.00015742697900996664
2019-01-25,SH512880,-235.10000000000022,-0.00019020404043809512
2019-01-28,SH510300,0.0,0.0
2019-01-28,SH511010,0.0,0.0
2019-01-28,SH518880,1331.430579310332,0.001075363280074813
2019-01-28,SH512880,-1175.500000000001,-0.0009494220392494889
2019-01-29,SH510300,0.0,0.0
2019-01-29,SH511010,0.0,0.0
2019-01-29,SH518880,0.0,0.0
2019-01-29,SH512880,-1410.6000000000013,-0.0011387174156539549
2019-01-30,SH510300,0.0,0.0
2019-01-30,SH511010,0.0,0.0
2019-01-30,SH518880,0.0,0.0
2019-01-30,SH512880,-2351.0000000000023,-0.001895649773032063
2019-01-31,SH510300,0.0,0.0
2019-01-31,SH511010,0.0,0.0
2019-01-31,SH518880,0.0,0.0
2019-01-31,SH512880,2115.900000000002,0.0017118206189000605
2019-02-01,SH510300,0.0,0.0
2019-02-01,SH511010,0.0,0.0
2019-02-01,SH518880,0.0,0.0
2019-02-01,SH512880,4937.100000000004,0.0039750932090735595
2019-02-11,SH510300,0.0,0.0
2019-02-11,SH511010,0.0,0.0
2019-02-11,SH518880,-577.1590312500077,-0.00045972094151949767
2019-02-11,SH512880,461.7128900000006,0.00036776533504600807
2019-02-12,SH510300,0.0,0.0
2019-02-12,SH511010,0.0,0.0
2019-02-12,SH518880,727.031250000008,0.00057670759528688
2019-02-13,SH510300,0.0,0.0
2019-02-13,SH511010,0.0,0.0
2019-02-13,SH518880,-264.3750000000002,-0.0002088896207530089
2019-02-14,SH510300,0.0,0.0
2019-02-14,SH511010,0.0,0.0
2019-02-14,SH518880,-264.3750000000002,-0.00020747288121439694
2019-02-15,SH510300,0.0,0.0
2019-02-15,SH511010,0.0,0.0
2019-02-15,SH518880,1189.687500000016,0.000933882088290454
2019-02-18,SH510300,0.0,0.0
2019-02-18,SH511010,0.0,0.0
2019-02-18,SH518880,635.4997124999786,0.0005005953986868544
2019-02-19,SH510300,0.0,0.0
2019-02-19,SH511010,0.0,0.0
2019-02-19,SH518880,0.0,0.0
2019-02-20,SH510300,0.0,0.0
2019-02-20,SH511010,0.0,0.0
2019-02-20,SH518880,0.0,0.0
2019-02-21,SH510300,0.0,0.0
2019-02-21,SH511010,0.0,0.0
2019-02-21,SH518880,0.0,0.0
2019-02-22,SH510300,0.0,0.0
2019-02-22,SH511010,0.0,0.0
2019-02-22,SH518880,0.0,0.0
2019-02-25,SH510300,0.0,0.0
