split,train_blocks,test_blocks,selected_trial,is_sharpe,oos_sharpe,oos_percentile,logit,below_oos_median
1,0;1;2;3,4;5;6;7,grid_1537,0.7432044907120693,0.5625050974713638,0.540695016003658,0.16314093611109898,False
2,0;1;2;4,3;5;6;7,grid_1618,0.7768558251121688,0.3804008107753684,0.06744398719707362,-2.626631782977739,True
3,0;1;2;5,3;4;6;7,grid_0316,0.4780655937486347,0.868853950041138,0.7295381801554641,0.9922807622998568,False
4,0;1;2;6,3;4;5;7,grid_0508,0.6831772698926224,0.7352728590368862,0.7684042066758117,1.1993223234764225,False
5,0;1;2;7,3;4;5;6,grid_0548,0.7586187405567943,0.5604999088209142,0.5736168267032464,0.2966232142885063,False
6,0;1;3;4,2;5;6;7,grid_1537,0.9613411369969281,0.28624941238420976,0.3646547782350251,-0.5552174145235589,True
7,0;1;3;5,2;4;6;7,grid_0564,0.7104513307007824,0.6686260114142488,0.758344764517604,1.1436260530768148,False
8,0;1;3;6,2;4;5;7,grid_0508,0.9004520844538274,0.48658704880233294,0.5800182898948331,0.32284847438415604,False
9,0;1;3;7,2;4;5;6,grid_0061,0.948334362960208,0.3355148874313468,0.676954732510288,0.7398119454170637,False
10,0;1;4;5,2;3;6;7,grid_0385,0.7084030490918005,0.6163181894277591,0.521490626428898,0.08601549983838816,False
11,0;1;4;6,2;3;5;7,grid_1777,0.8614084017657394,0.4518157865383816,0.40260631001371744,-0.39461715702440636,True
12,0;1;4;7,2;3;5;6,grid_0548,0.9389327531951185,0.2989325196006393,0.5397805212620027,0.15945911144572125,False
13,0;1;5;6,2;3;4;7,grid_0535,0.6574629198171995,0.7512232844285204,0.5356652949245542,0.14290387692741086,False
14,0;1;5;7,2;3;4;6,grid_0073,0.7330441371386759,0.6252471721661286,0.5553269318701417,0.22221767294962574,False
15,0;1;6;7,2;3;4;5,grid_0512,0.9001217519200062,0.4761859055887024,0.6015089163237312,0.41175623552027185,False
16,0;2;3;4,1;5;6;7,grid_1483,1.0346433777901747,0.13543062394248775,0.12734339277549153,-1.9246548128179457,True
17,0;2;3;5,1;4;6;7,grid_1524,0.7386863250352464,0.5574514222063736,0.5370370370370371,0.1484200051182734,False
18,0;2;3;6,1;4;5;7,grid_0511,0.9325374855814184,0.49493523994871835,0.8136716963877457,1.4740467722693296,False
19,0;2;3;7,1;4;5;6,grid_1775,0.9900483772199156,0.23107561846934954,0.37837219935985367,-0.4964631568213074,True
20,0;2;4;5,1;3;6;7,grid_1492,0.7515669353690616,0.48898521750395696,0.35413808870598995,-0.6008988031636726,True
21,0;2;4;6,1;3;5;7,grid_1723,0.9216309999469607,0.3532883444075888,0.31252857796067673,-0.7883243462645794,True
22,0;2;4;7,1;3;5;6,grid_1519,1.0057720320174304,0.33851439357640983,0.783493369913123,1.2861414286885307,False
23,0;2;5;6,1;3;4;7,grid_0511,0.6685180257559965,0.7517591895909773,0.8680841335162323,1.8841242937237026,False
24,0;2;5;7,1;3;4;6,grid_1519,0.7542089895970394,0.6333812293565096,0.8703703703703703,1.904237452654745,False
25,0;2;6;7,1;3;4;5,grid_0539,0.935387273444906,0.4531625755218845,0.758344764517604,1.1436260530768148,False
26,0;3;4;5,1;2;6;7,grid_1744,0.961489692646113,0.41325954899763023,0.8036122542295382,1.40902588226051,False
27,0;3;4;6,1;2;5;7,grid_1723,1.1351976011273037,0.09396321591234236,0.20050297210791038,-1.3831537446911928,True
28,0;3;4;7,1;2;5;6,grid_1717,1.1998313990066953,0.05576395181483009,0.8017832647462277,1.3974772733596363,False
29,0;3;5;6,1;2;4;7,grid_0511,0.8994686582026545,0.5206812290121539,0.7537722908093278,1.1188335659153426,False
30,0;3;5;7,1;2;4;6,grid_1717,0.9650538787368484,0.3932044782237149,0.8877457704618198,2.0679192019371464,False
31,0;3;6;7,1;2;4;5,grid_0512,1.1198684566170578,0.20292020322511273,0.764288980338363,1.1763394024031384,False
32,0;4;5;6,1;2;3;7,grid_1744,0.849147863981406,0.5380555971573051,0.7702331961591221,1.209628422913377,False
33,0;4;5;7,1;2;3;6,grid_1717,0.9670378494152688,0.3775253880744896,0.7533150434385002,1.1163714816784727,False
34,0;4;6;7,1;2;3;5,grid_1717,1.0988579678749382,0.20587189289906296,0.7208504801097394,0.9486841854343563,False
35,0;5;6;7,1;2;3;4,grid_0512,0.9070656425127613,0.48905535783459775,0.6742112482853223,0.7272943161125252,False
36,1;2;3;4,0;5;6;7,grid_1618,0.6474644768362307,0.5421774693916119,0.18724279835390947,-1.4680262583842718,True
37,1;2;3;5,0;4;6;7,grid_0887,0.32719877874089776,0.7830637527717423,0.16392318244170095,-1.629322577549761,True
38,1;2;3;6,0;4;5;7,grid_0508,0.557595751221213,0.8352272468685995,0.8095564700502972,1.4471308099450608,False
39,1;2;3;7,0;4;5;6,grid_1763,0.6450198056385753,0.7370199167439493,0.8754000914494742,1.9495731568140504,False
40,1;2;4;5,0;3;6;7,grid_1933,0.36976994910006783,0.8903181848290193,0.5539551897576589,0.21666438019341452,False
41,1;2;4;6,0;3;5;7,grid_1777,0.49582038457168454,0.8278681695870033,0.7519433013260174,1.109003580214497,False
42,1;2;4;7,0;3;5;6,grid_1844,0.6881561734922953,0.6055763269325133,0.39026063100137176,-0.44621680138757364,True
43,1;2;5;6,0;3;4;7,grid_0508,0.23968240822310866,1.0611145896223328,0.7917238225880201,1.3353476471424635,False
44,1;2;5;7,0;3;4;6,grid_0161,0.38346961975139093,0.779991930209862,0.09853680841335162,-2.2135890437738794,True
45,1;2;6;7,0;3;4;5,grid_0323,0.5740746930109581,0.8117043745106991,0.7130772748056698,0.9103768650419188,False
46,1;3;4;5,0;2;6;7,grid_0886,0.605006480391286,0.6369668078236315,0.26634659350708734,-1.013238275110056,True
47,1;3;4;6,0;2;5;7,grid_0805,0.7212931650986432,0.6049721424593176,0.5928212162780064,0.37564050224900286,False
48,1;3;4;7,0;2;5;6,grid_0068,0.8537097059843489,0.4419589143883677,0.5548696844993142,0.2203662003544019,False
49,1;3;5;6,0;2;4;7,grid_0508,0.5261187348972908,0.8623210143700554,0.6618655692729767,0.6716189272962959,False
50,1;3;5;7,0;2;4;6,grid_0079,0.6184723333997352,0.7182668759802446,0.5576131687242798,0.231480792752038,False
51,1;3;6;7,0;2;4;5,grid_0323,0.8119161658430863,0.5758720769411652,0.49314128943758573,-0.027436563227155125,True
52,1;4;5;6,0;2;3;7,grid_0540,0.4432671942407873,0.8910218922739426,0.8004115226337448,1.3888683651150633,False
53,1;4;5;7,0;2;3;6,grid_1843,0.6243932872651866,0.7562839881755498,0.6929583904892547,0.8139866805345656,False
54,1;4;6;7,0;2;3;5,grid_0043,0.74820667355183,0.5612090663471782,0.4240969364426155,-0.30597730131107465,True
55,1;5;6;7,0;2;3;4,grid_0026,0.5489808827094225,0.7864296995963609,0.2681755829903978,-1.0038986913163876,True
56,2;3;4;5,0;1;6;7,grid_0865,0.6436800007995326,0.6387420267123926,0.5091449474165524,0.03658386937858655,False
57,2;3;4;6,0;1;5;7,grid_1723,0.8093300836898472,0.5199860079862729,0.49862825788751713,-0.005486982216259082,True
58,2;3;4;7,0;1;5;6,grid_1762,0.9389525224318112,0.5113012015292661,0.8598536808413352,1.814075222534125,False
59,2;3;5;6,0;1;4;7,grid_0511,0.5273617585235432,0.8572687812545267,0.9133516232281664,2.355262653117949,False
