trade_date,target,target_changed,dynamic_pool,observation_date,available_count,leader,reason,leader_momentum_percent,leader_ma_gap_percent,target_market,low_volume_streak
2006-01-05,SH511880,True,,2006-01-04,0,,no_complete_volume_history,,,,
2006-01-06,SH511880,False,,2006-01-05,0,,no_complete_volume_history,,,,
2006-01-09,SH511880,False,,2006-01-06,0,,no_complete_volume_history,,,,
2006-01-10,SH511880,False,,2006-01-09,0,,no_complete_volume_history,,,,
2006-01-11,SH511880,False,,2006-01-10,0,,no_complete_volume_history,,,,
2006-01-12,SH511880,False,,2006-01-11,0,,no_complete_volume_history,,,,
2006-01-13,SH511880,False,,2006-01-12,0,,no_complete_volume_history,,,,
2006-01-16,SH511880,False,,2006-01-13,0,,no_complete_volume_history,,,,
2006-01-17,SH511880,False,,2006-01-16,0,,no_complete_volume_history,,,,
2006-01-18,SH511880,False,,2006-01-17,0,,no_complete_volume_history,,,,
2006-01-19,SH511880,False,,2006-01-18,0,,no_complete_volume_history,,,,
2006-01-20,SH511880,False,,2006-01-19,0,,no_complete_volume_history,,,,
2006-01-23,SH511880,False,,2006-01-20,0,,no_complete_volume_history,,,,
2006-01-24,SH511880,False,,2006-01-23,0,,no_complete_volume_history,,,,
2006-01-25,SH511880,False,,2006-01-24,0,,no_complete_volume_history,,,,
2006-02-06,SH511880,False,,2006-01-25,0,,no_complete_volume_history,,,,
2006-02-07,SH511880,False,,2006-02-06,0,,no_complete_volume_history,,,,
2006-02-08,SH511880,False,,2006-02-07,0,,no_complete_volume_history,,,,
2006-02-09,SH511880,False,,2006-02-08,0,,no_complete_volume_history,,,,
2006-02-10,SH511880,False,,2006-02-09,0,,no_complete_volume_history,,,,
2006-02-13,SH511880,False,,2006-02-10,0,,no_complete_volume_history,,,,
2006-02-14,SH511880,False,,2006-02-13,0,,no_complete_volume_history,,,,
2006-02-15,SH511880,False,,2006-02-14,0,,no_complete_volume_history,,,,
2006-02-16,SH511880,False,,2006-02-15,0,,no_complete_volume_history,,,,
2006-02-17,SH511880,False,,2006-02-16,0,,no_complete_volume_history,,,,
2006-02-20,SH511880,False,,2006-02-17,0,,no_complete_volume_history,,,,
2006-02-21,SH511880,False,,2006-02-20,0,,no_complete_volume_history,,,,
2006-02-22,SH511880,False,,2006-02-21,0,,no_complete_volume_history,,,,
2006-02-23,SH511880,False,,2006-02-22,0,,no_complete_volume_history,,,,
2006-02-24,SH510050,True,SH510050,2006-02-23,1,SH510050,risk_on_leader,1.9473081328751363,1.3756242880925251,SH510050,1.0
2006-02-27,SH510050,False,SH510050,2006-02-24,1,SH510050,risk_on_leader,2.394526795895091,2.063297779332074,SH510050,2.0
2006-02-28,SH510050,False,SH510050,2006-02-27,1,SH510050,risk_on_leader,4.161849710982657,2.189844704240085,SH510050,0.0
2006-03-01,SH510050,False,SH510050,2006-02-28,1,SH510050,risk_on_leader,3.640500568828209,2.9110184219673263,SH510050,1.0
2006-03-02,SH510050,False,SH510050,2006-03-01,1,SH510050,risk_on_leader,4.908675799086759,3.45514374783511,SH510050,2.0
2006-03-03,SH510050,False,SH510050,2006-03-02,1,SH510050,risk_on_leader,2.736602052451542,1.2097122612978461,SH510050,3.0
2006-03-06,SH510050,False,SH510050,2006-03-03,1,SH510050,risk_on_leader,1.9209039548022666,1.103638558372122,SH510050,4.0
2006-03-07,SH510050,False,SH510050,2006-03-06,1,SH510050,risk_on_leader,2.5142857142857133,0.4392764857881204,SH510050,5.0
2006-03-08,SH511880,True,SH510050,2006-03-07,1,SH510050,persistent_low_volume,0.6857142857142895,-1.4032369146005474,SH510050,6.0
2006-03-09,SH511880,False,SH510050,2006-03-08,1,SH510050,persistent_low_volume,0.5733944954128489,-1.867791358237203,SH510050,7.0
2006-03-10,SH511880,False,SH510050,2006-03-09,1,SH510050,no_positive_leader,-1.6910935738444155,-2.427268032363572,SH510050,0.0
2006-03-13,SH511880,False,SH510050,2006-03-10,1,SH510050,no_positive_leader,-0.9070294784580546,-2.0939250323136593,SH510050,1.0
2006-03-14,SH511880,False,SH510050,2006-03-13,1,SH510050,no_positive_leader,-0.8988764044943864,-1.197759586385161,SH510050,2.0
2006-03-15,SH511880,False,SH510050,2006-03-14,1,SH510050,no_positive_leader,-2.2271714922049046,-1.5440351936513386,SH510050,3.0
2006-03-16,SH511880,False,SH510050,2006-03-15,1,SH510050,no_positive_leader,-1.7758046614872347,-0.6476683937823968,SH510050,4.0
2006-03-17,SH511880,False,SH510050,2006-03-16,1,SH510050,no_positive_leader,-3.183315038419321,-0.8217282242020674,SH510050,5.0
2006-03-20,SH511880,False,SH510050,2006-03-17,1,SH510050,persistent_low_volume,-4.134929270946685,-0.6764374295377684,SH510050,6.0
2006-03-21,SH511880,False,SH510050,2006-03-20,1,SH510050,no_positive_leader,-1.1098779134295245,0.6954707467617061,SH510050,0.0
2006-03-22,SH511880,False,SH510050,2006-03-21,1,SH510050,no_positive_leader,-1.1086474501108667,0.8874195232295046,SH510050,0.0
2006-03-23,SH511880,False,SH510050,2006-03-22,1,SH510050,no_positive_leader,0.0,1.497084167464524,SH510050,1.0
2006-03-24,SH510050,True,SH510050,2006-03-23,1,SH510050,risk_on_leader,1.4755959137343844,1.184050148006266,SH510050,0.0
2006-03-27,SH510050,False,SH510050,2006-03-24,1,SH510050,risk_on_leader,2.052451539338662,1.1739130434782696,SH510050,0.0
2006-03-28,SH510050,False,SH510050,2006-03-27,1,SH510050,risk_on_leader,2.8669724770642224,1.2239583333333304,SH510050,0.0
2006-03-29,SH510050,False,SH510050,2006-03-28,1,SH510050,risk_on_leader,3.4324942791762014,1.7313019390581719,SH510050,1.0
2006-03-30,SH510050,False,SH510050,2006-03-29,1,SH510050,risk_on_leader,3.401360544217691,2.2950819672131306,SH510050,2.0
2006-03-31,SH510050,False,SH510050,2006-03-30,1,SH510050,risk_on_leader,3.1890660592255093,1.412088858274485,SH510050,3.0
2006-04-03,SH510050,False,SH510050,2006-03-31,1,SH510050,risk_on_leader,2.824858757062154,1.579941610853508,SH510050,4.0
2006-04-04,SH510050,False,SH510050,2006-04-03,1,SH510050,risk_on_leader,4.308390022675734,2.3884941357760647,SH510050,5.0
2006-04-05,SH510050,False,SH510050,2006-04-04,1,SH510050,risk_on_leader,4.9943246311010325,2.5673831456840768,SH510050,0.0
2006-04-06,SH510050,False,SH510050,2006-04-05,1,SH510050,risk_on_leader,4.601571268237947,2.8959660297239953,SH510050,0.0
2006-04-07,SH510050,False,SH510050,2006-04-06,1,SH510050,risk_on_leader,4.260089686098656,2.3362112747587593,SH510050,1.0
2006-04-10,SH510050,False,SH510050,2006-04-07,1,SH510050,risk_on_leader,2.4526198439241975,0.8951946626129414,SH510050,2.0
2006-04-11,SH510050,False,SH510050,2006-04-10,1,SH510050,risk_on_leader,4.250559284116329,2.020882452004047,SH510050,0.0
2006-04-12,SH510050,False,SH510050,2006-04-11,1,SH510050,risk_on_leader,4.5810055865921795,2.097667393858038,SH510050,1.0
2006-04-13,SH510050,False,SH510050,2006-04-12,1,SH510050,risk_on_leader,4.013377926421402,1.446972231515553,SH510050,2.0
2006-04-14,SH511880,True,SH510050,2006-04-13,1,SH510050,no_positive_leader,1.7699115044247815,-0.15861090241255926,SH510050,0.0
2006-04-17,SH510050,True,SH510050,2006-04-14,1,SH510050,risk_on_leader,2.8508771929824483,1.5067010738366804,SH510050,1.0
2006-04-18,SH510050,False,SH510050,2006-04-17,1,SH510050,risk_on_leader,4.5253863134657735,2.1829349269588016,SH510050,0.0
2006-04-19,SH510050,False,SH510050,2006-04-18,1,SH510050,risk_on_leader,4.39560439560438,2.133642077406539,SH510050,1.0
2006-04-20,SH510050,False,SH510050,2006-04-19,1,SH510050,risk_on_leader,3.4782608695651973,1.9943959123124966,SH510050,0.0
2006-04-21,SH510050,False,SH510050,2006-04-20,1,SH510050,risk_on_leader,1.513513513513498,0.44433473216489716,SH510050,0.0
2006-04-24,SH510050,False,SH510050,2006-04-21,1,SH510050,risk_on_leader,3.218884120171661,2.5922887612797485,SH510050,0.0
2006-04-25,SH510050,False,SH510050,2006-04-24,1,SH510050,risk_on_leader,3.3333333333333215,2.2424093624682895,SH510050,1.0
2006-04-26,SH510050,False,SH510050,2006-04-25,1,SH510050,risk_on_leader,2.502720348204557,0.1226391954868733,SH510050,2.0
2006-04-27,SH510050,False,SH510050,2006-04-26,1,SH510050,risk_on_leader,3.3261802575107247,1.9877800407331891,SH510050,3.0
2006-04-28,SH510050,False,SH510050,2006-04-27,1,SH510050,risk_on_leader,2.991452991452981,1.8282278378158656,SH510050,4.0
2006-05-08,SH510050,False,SH510050,2006-04-28,1,SH510050,risk_on_leader,6.3236870310825255,4.311251314405884,SH510050,5.0
2006-05-09,SH511880,True,SH510050,2006-05-08,1,SH510050,persistent_low_volume,11.52173913043477,7.080924855491344,SH510050,6.0
2006-05-10,SH511880,False,SH510050,2006-05-09,1,SH510050,persistent_low_volume,11.513859275053306,8.0750278175171,SH510050,7.0
2006-05-11,SH510050,True,SH510050,2006-05-10,1,SH510050,risk_on_leader,11.087645195353769,7.718966603654698,SH510050,0.0
2006-05-12,SH510050,False,SH510050,2006-05-11,1,SH510050,risk_on_leader,9.789473684210526,5.9959349593496025,SH510050,0.0
2006-05-15,SH510050,False,SH510050,2006-05-12,1,SH510050,risk_on_leader,13.445378151260524,8.651911468812878,SH510050,0.0
2006-05-16,SH510050,False,SH510050,2006-05-15,1,SH510050,risk_on_leader,21.299254526091605,12.952933099397356,SH510050,1.0
2006-05-17,SH510050,False,SH510050,2006-05-16,1,SH510050,risk_on_leader,14.760914760914767,8.121139068856431,SH510050,2.0
2006-05-18,SH510050,False,SH510050,2006-05-17,1,SH510050,risk_on_leader,15.192507804370447,7.243460764587528,SH510050,3.0
2006-05-19,SH510050,False,SH510050,2006-05-18,1,SH510050,risk_on_leader,17.30360934182591,5.913146059131469,SH510050,4.0
2006-05-22,SH510050,False,SH510050,2006-05-19,1,SH510050,risk_on_leader,16.82242990654206,6.394587516368411,SH510050,5.0
2006-05-23,SH511880,True,SH510050,2006-05-22,1,SH510050,persistent_low_volume,16.595249132248725,5.067516533071736,SH510050,6.0
2006-05-24,SH510050,True,SH510050,2006-05-23,1,SH510050,risk_on_leader,9.596114968796709,0.7365791861952742,SH510050,0.0
2006-05-25,SH510050,False,SH510050,2006-05-24,1,SH510050,risk_on_leader,6.1634558694647845,0.23127400907159146,SH510050,1.0
2006-05-26,SH511880,True,SH510050,2006-05-25,1,SH510050,no_positive_leader,4.0358756076085855,-0.3018093583368353,SH510050,2.0
2006-05-29,SH510050,True,SH510050,2006-05-26,1,SH510050,risk_on_leader,5.870743154339486,1.5535713603161971,SH510050,3.0
2006-05-30,SH510050,False,SH510050,2006-05-29,1,SH510050,risk_on_leader,8.547707435844544,2.65350228701704,SH510050,4.0
2006-05-31,SH510050,False,SH510050,2006-05-30,1,SH510050,risk_on_leader,5.396609143203168,2.5280143179572168,SH510050,5.0
2006-06-01,SH511880,True,SH510050,2006-05-31,1,SH510050,persistent_low_volume,-0.42175721807693467,1.7776887507088723,SH510050,6.0
2006-06-02,SH511880,False,SH510050,2006-06-01,1,SH510050,persistent_low_volume,5.326679303400073,4.173864776680825,SH510050,7.0
2006-06-05,SH510050,True,SH510050,2006-06-02,1,SH510050,risk_on_leader,4.94893777275649,3.6694927823420542,SH510050,0.0
2006-06-06,SH510050,False,SH510050,2006-06-05,1,SH510050,risk_on_leader,3.9367748776308,2.193061800738927,SH510050,0.0
2006-06-07,SH510050,False,SH510050,2006-06-06,1,SH510050,risk_on_leader,1.9073569482289,1.7225747960108784,SH510050,1.0
2006-06-08,SH511880,True,SH510050,2006-06-07,1,SH510050,no_positive_leader,-2.454545454545476,-2.529522744741808,SH510050,0.0
2006-06-09,SH511880,False,SH510050,2006-06-08,1,SH510050,no_positive_leader,1.4097744360902054,-1.8404478656403156,SH510050,0.0
2006-06-12,SH511880,False,SZ159901|SH510050,2006-06-09,2,SH510050,no_positive_leader,-0.46904315197000557,-3.4576888080072976,SZ159901,2.0
2006-06-13,SH511880,False,SZ159901|SH510050,2006-06-12,2,SH510050,no_positive_leader,-0.3755868544600971,-3.423890211454994,SZ159901,3.0
2006-06-14,SH511880,False,SZ159901|SH510050,2006-06-13,2,SH510050,no_positive_leader,-2.9357798165137616,-3.6497373029772295,SZ159901,4.0
2006-06-15,SH511880,False,SZ159901|SH510050,2006-06-14,2,SH510050,no_positive_leader,-5.054151624548742,-3.9404368897941966,SZ159901,0.0
2006-06-16,SH511880,False,SZ159901|SH510050,2006-06-15,2,SH510050,no_positive_leader,-5.4757630161580195,-3.4762374841348365,SZ159901,1.0
2006-06-19,SH511880,False,SZ159901|SH510050,2006-06-16,2,SH510050,no_positive_leader,-3.063063063063065,-1.1029411764705732,SZ159901,2.0
2006-06-20,SH511880,False,SZ159901|SH510050,2006-06-19,2,SZ159901,persistent_low_volume,-4.545454545454541,0.6495786516853785,SH510050,6.0
2006-06-21,SH511880,False,SH510050|SZ159901,2006-06-20,2,SZ159901,no_positive_leader,-2.7941176470588247,0.9515977443609103,SH510050,0.0
2006-06-22,SH511880,False,SH510050|SZ159901,2006-06-21,2,SH510050,no_positive_leader,-3.2918149466192426,0.8132981379753046,SZ159901,0.0
2006-06-23,SH511880,False,SH510050|SZ159901,2006-06-22,2,SH510050,no_positive_leader,-3.3868092691622165,0.8227802818916885,SZ159901,1.0
2006-06-26,SH510050,True,SH510050|SZ159901,2006-06-23,2,SH510050,risk_on_leader,1.7707362534948867,1.78533017853304,SZ159901,2.0
2006-06-27,SZ159901,True,SH510050|SZ159901,2006-06-26,2,SZ159901,risk_on_leader,4.240555127216661,3.9016315913927846,SH510050,0.0
2006-06-28,SZ159901,False,SH510050|SZ159901,2006-06-27,2,SZ159901,risk_on_leader,5.781250000000004,3.705885818653165,SH510050,0.0
2006-06-29,SH511880,True,SH510050|SZ159901|SH510180,2006-06-28,3,SZ159901,persistent_low_volume,5.794831636648401,3.04505984510679,SH510180,8.0
2006-06-30,SZ159901,True,SH510050|SZ159901|SH510180,2006-06-29,3,SZ159901,risk_on_leader,8.685446009389675,5.25180694800651,SH510180,0.0
2006-07-03,SZ159901,False,SH510050|SZ159901|SH510180,2006-06-30,3,SZ159901,risk_on_leader,9.535066981875495,4.644429001621475,SH510050,0.0
2006-07-04,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-03,3,SZ159901,risk_on_leader,11.532385466034745,5.427603239331447,SH510050,1.0
2006-07-05,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-04,3,SZ159901,risk_on_leader,7.6271186440677985,3.5286740394481875,SH510050,0.0
2006-07-06,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-05,3,SZ159901,risk_on_leader,4.913076341647771,2.3366606170598825,SH510050,1.0
2006-07-07,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-06,3,SZ159901,risk_on_leader,7.034795763993951,3.785827127059349,SH510050,2.0
2006-07-10,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-07,3,SZ159901,risk_on_leader,6.671721000758146,2.7064967151440245,SH510050,3.0
2006-07-11,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-10,3,SZ159901,risk_on_leader,7.46951219512193,2.402234636871481,SH510050,4.0
2006-07-12,SZ159901,False,SH510050|SZ159901|SH510180,2006-07-11,3,SZ159901,risk_on_leader,6.8783068783068835,2.1108765692700704,SH510050,5.0
2006-07-13,SH511880,True,SH510050|SZ159901|SH510180,2006-07-12,3,SZ159901,persistent_low_volume,5.399408284023655,2.3254529385771106,SH510050,6.0
2006-07-14,SH511880,False,SH510050|SZ159901|SH510180,2006-07-13,3,SZ159901,no_positive_leader,-0.2954209748892156,-3.0493868080874953,SH510050,0.0
2006-07-17,SH511880,False,SH510050|SZ159901|SH510180,2006-07-14,3,SZ159901,no_positive_leader,0.888230940044421,-2.1644304566285744,SH510050,0.0
2006-07-18,SH511880,False,SH510050|SZ159901|SH510180,2006-07-17,3,SZ159901,no_positive_leader,-1.1519078473722133,-1.5662052611261412,SH510050,0.0
2006-07-19,SH511880,False,SH510050|SZ159901|SH510180,2006-07-18,3,SZ159901,no_positive_leader,-0.7913669064748108,-1.0814986481266886,SH510050,0.0
2006-07-20,SH511880,False,SH510050|SZ159901|SH510180,2006-07-19,3,SH510180,no_positive_leader,-4.331797235023038,-2.3306311522872103,SH510050,1.0
2006-07-21,SH511880,False,SH510050|SZ159901|SH510180,2006-07-20,3,SZ159901,no_positive_leader,-3.7938439513242606,-2.9710668073526736,SH510050,2.0
2006-07-24,SH511880,False,SH510050|SZ159901|SH510180,2006-07-21,3,SZ159901,no_positive_leader,-2.3775216138328448,-1.948232674645134,SH510180,2.0
2006-07-25,SH511880,False,SH510050|SZ159901|SH510180,2006-07-24,3,SZ159901,no_positive_leader,-4.240282685512375,-1.7677894267231653,SH510050,4.0
2006-07-26,SH511880,False,SH510050|SZ159901|SH510180,2006-07-25,3,SZ159901,no_positive_leader,-2.3454157782515916,-0.16209267229331248,SH510180,0.0
2006-07-27,SH511880,False,SH510050|SZ159901|SH510180,2006-07-26,3,SH510050,no_positive_leader,-2.395740905057664,0.15408320493066618,SH510180,1.0
2006-07-28,SH511880,False,SH510050|SZ159901|SH510180,2006-07-27,3,SH510050,persistent_low_volume,-3.362831858407067,-0.3299866601137347,SZ159901,9.0
2006-07-31,SH511880,False,SH510050|SZ159901|SH510180,2006-07-28,3,SH510050,no_positive_leader,-4.59363957597172,-1.0779961953075623,SZ159901,0.0
2006-08-01,SH511880,False,SH510050|SZ159901|SH510180,2006-07-31,3,SH510180,no_positive_leader,-3.0254264563888134,-2.8402043954953715,SZ159901,0.0
2006-08-02,SH511880,False,SH510050|SZ159901|SH510180,2006-08-01,3,SH510180,no_positive_leader,-4.308681672025716,-3.720478809446792,SZ159901,1.0
2006-08-03,SH511880,False,SH510050|SZ159901|SH510180,2006-08-02,3,SH510050,no_positive_leader,-5.651777575205108,-3.995718872636478,SZ159901,2.0
2006-08-04,SH511880,False,SH510050|SZ159901|SH510180,2006-08-03,3,SH510050,no_positive_leader,-5.027422303473516,-3.2241885792075875,SZ159901,3.0
2006-08-07,SH511880,False,SH510050|SZ159901|SH510180,2006-08-04,3,SH510050,no_positive_leader,-4.299065420560755,-4.140563116583862,SZ159901,0.0
2006-08-08,SH511880,False,SH510050|SZ159901|SH510180,2006-08-07,3,SH510050,no_positive_leader,-6.3197026022304925,-5.215189873417724,SZ159901,0.0
2006-08-09,SH511880,False,SH510050|SZ159901|SH510180,2006-08-08,3,SH510050,no_positive_leader,-5.882352941176472,-3.347128439700864,SZ159901,1.0
2006-08-10,SH511880,False,SH510050|SZ159901|SH510180,2006-08-09,3,SH510050,no_positive_leader,-5.514705882352944,-2.5450302632538557,SZ159901,2.0
2006-08-11,SH511880,False,SH510050|SZ159901|SH510180,2006-08-10,3,SH510050,no_positive_leader,-5.272727272727273,-0.8853442598960926,SZ159901,3.0
2006-08-14,SH511880,False,SH510050|SZ159901|SH510180,2006-08-11,3,SH510050,no_positive_leader,-5.454545454545457,-0.6393767913573933,SZ159901,0.0
2006-08-15,SH511880,False,SH510050|SZ159901|SH510180,2006-08-14,3,SH510050,no_positive_leader,-6.043956043956045,-1.4409221902017322,SZ159901,1.0
2006-08-16,SH511880,False,SH510050|SZ159901|SH510180,2006-08-15,3,SH510050,no_positive_leader,-3.8888888888888973,0.11128421989761161,SZ159901,2.0
2006-08-17,SH511880,False,SH510050|SZ159901|SH510180,2006-08-16,3,SH510050,no_positive_leader,-0.38022813688213253,1.3162787238789386,SH510180,0.0
2006-08-18,SH511880,False,SH510050|SZ159901|SH510180,2006-08-17,3,SH510050,no_positive_leader,-0.3835091083413289,0.5433973500074352,SH510180,0.0
2006-08-21,SH510050,True,SH510050|SZ159901|SH510180,2006-08-18,3,SH510050,risk_on_leader,0.6763285024154797,0.8412119407429586,SZ159901,5.0
2006-08-22,SH510050,False,SH510050|SZ159901|SH510180,2006-08-21,3,SH510050,risk_on_leader,0.38498556304138454,0.87791086972695,SH510180,2.0
2006-08-23,SZ159901,True,SH510050|SZ159901|SH510180,2006-08-22,3,SZ159901,risk_on_leader,3.5889070146818858,1.9261637239165408,SH510180,3.0
2006-08-24,SZ159901,False,SH510050|SZ159901|SH510180,2006-08-23,3,SZ159901,risk_on_leader,5.306799336650081,1.6500430981406078,SH510180,0.0
2006-08-25,SH510050,True,SH510050|SZ159901|SH510180,2006-08-24,3,SH510050,risk_on_leader,3.515625,1.7950801506980918,SZ159901,2.0
2006-08-28,SZ159901,True,SH510050|SZ159901|SH510180,2006-08-25,3,SZ159901,risk_on_leader,3.5598705501618255,1.7737003058104106,SH510180,0.0
2006-08-29,SZ159901,False,SH510050|SZ159901|SH510180,2006-08-28,3,SZ159901,risk_on_leader,5.027932960893877,4.12659768715764,SH510050,0.0
2006-08-30,SZ159901,False,SH510050|SZ159901|SH510180,2006-08-29,3,SZ159901,risk_on_leader,5.661881977671457,4.381287116713128,SH510050,0.0
2006-08-31,SZ159901,False,SH510050|SZ159901|SH510180,2006-08-30,3,SZ159901,risk_on_leader,7.779578606158832,4.294848594522871,SH510050,0.0
2006-09-01,SZ159901,False,SH510050|SZ159901|SH510180,2006-08-31,3,SZ159901,risk_on_leader,7.205764611689336,4.339747047893061,SH510050,1.0
2006-09-04,SZ159901,False,SH510050|SZ159901|SH510180,2006-09-01,3,SZ159901,risk_on_leader,4.018912529550844,2.4233018980541976,SH510050,0.0
2006-09-05,SZ159901,False,SH510050|SZ159901|SH510180,2006-09-04,3,SZ159901,risk_on_leader,6.52866242038217,3.3941627533733643,SH510050,1.0
2006-09-06,SZ159901,False,SH510050|SZ159901|SH510180,2006-09-05,3,SZ159901,risk_on_leader,6.2200956937799035,2.467601633232741,SH510050,2.0
2006-09-07,SZ159901,False,SH510050|SZ159901|SH510180,2006-09-06,3,SZ159901,risk_on_leader,6.554756195043976,2.0673813169984623,SH510050,3.0
2006-09-08,SH510180,True,SH510050|SZ159901|SH510180,2006-09-07,3,SH510180,risk_on_leader,4.640054588877529,1.3935864506777307,SH510050,4.0
2006-09-11,SZ159901,True,SH510050|SZ159901|SH510180,2006-09-08,3,SZ159901,risk_on_leader,3.543307086614167,0.0409644194756531,SH510050,5.0
2006-09-12,SH511880,True,SH510050|SZ159901|SH510180,2006-09-11,3,SZ159901,persistent_low_volume,3.5321821036106593,0.05835327070080609,SH510050,6.0
2006-09-13,SZ159901,True,SH510050|SZ159901|SH510180,2006-09-12,3,SZ159901,risk_on_leader,4.374999999999996,0.9826152683295453,SH510050,0.0
2006-09-14,SH510050,True,SH510050|SZ159901|SH510180,2006-09-13,3,SH510050,risk_on_leader,1.7511520737327313,1.910104381168809,SH510180,0.0
2006-09-15,SH510050,False,SH510050|SZ159901|SH510180,2006-09-14,3,SH510050,risk_on_leader,1.9426456984274143,1.6028368794326342,SZ159901,0.0
2006-09-18,SH510050,False,SH510050|SZ159901|SH510180,2006-09-15,3,SH510050,risk_on_leader,4.823747680890533,3.823591773270185,SZ159901,0.0
2006-09-19,SH510050,False,SH510050|SZ159901|SH510180,2006-09-18,3,SH510050,risk_on_leader,6.592386258124439,4.958154581897456,SZ159901,0.0
2006-09-20,SH510050,False,SH510050|SZ159901|SH510180,2006-09-19,3,SH510050,risk_on_leader,6.484962406015016,3.180385288966714,SZ159901,1.0
2006-09-21,SH510050,False,SH510050|SZ159901|SH510180,2006-09-20,3,SH510050,risk_on_leader,4.925650557620798,2.3500697350069766,SZ159901,0.0
2006-09-22,SH510050,False,SH510050|SZ159901|SH510180,2006-09-21,3,SH510050,risk_on_leader,5.827937095282154,3.2204330927262603,SZ159901,0.0
2006-09-25,SH510180,True,SH510050|SZ159901|SH510180,2006-09-22,3,SH510180,risk_on_leader,3.9413680781758886,2.293295193943723,SZ159901,1.0
2006-09-26,SH510050,True,SH510050|SZ159901|SH510180,2006-09-25,3,SH510050,risk_on_leader,4.545454545454519,1.0692604856512133,SH510180,2.0
2006-09-27,SH510180,True,SH510050|SZ159901|SH510180,2006-09-26,3,SH510180,risk_on_leader,3.7866315442871334,0.574345883854499,SZ159901,3.0
2006-09-28,SH510180,False,SH510050|SZ159901|SH510180,2006-09-27,3,SH510180,risk_on_leader,4.139290407358742,0.8195718654434359,SZ159901,4.0
2006-09-29,SH510050,True,SH510050|SZ159901|SH510180,2006-09-28,3,SH510050,risk_on_leader,3.7238873751135326,1.4694826054268306,SZ159901,0.0
2006-10-09,SH510180,True,SH510050|SZ159901|SH510180,2006-09-29,3,SH510180,risk_on_leader,5.095748133722822,2.2443526839931893,SZ159901,0.0
2006-10-10,SZ159901,True,SH510050|SZ159901|SH510180,2006-10-09,3,SZ159901,risk_on_leader,7.938931297709906,3.9647078785136403,SH510180,0.0
2006-10-11,SH510180,True,SH510050|SZ159901|SH510180,2006-10-10,3,SH510180,risk_on_leader,6.666666666666665,3.8951059026943957,SH510050,0.0
2006-10-12,SH510180,False,SH510050|SZ159901|SH510180,2006-10-11,3,SH510180,risk_on_leader,4.782882315921966,3.4359170410016127,SZ159901,1.0
2006-10-13,SH510050,True,SH510050|SZ159901|SH510180,2006-10-12,3,SH510050,risk_on_leader,4.766107678729048,3.17598288312384,SZ159901,2.0
2006-10-16,SH510050,False,SH510050|SZ159901|SH510180,2006-10-13,3,SH510050,risk_on_leader,5.048715677590798,2.7250316476780556,SZ159901,3.0
2006-10-17,SH510180,True,SH510050|SZ159901|SH510180,2006-10-16,3,SH510180,risk_on_leader,2.3067331670822977,1.1186424610134083,SH510050,4.0
2006-10-18,SZ159901,True,SH510050|SZ159901|SH510180,2006-10-17,3,SZ159901,risk_on_leader,2.954209748892156,0.6665926008221357,SH510050,5.0
2006-10-19,SH510050,True,SH510050|SZ159901|SH510180,2006-10-18,3,SH510050,risk_on_leader,5.1464063886424105,1.8916595012897774,SZ159901,0.0
2006-10-20,SH510050,False,SH510050|SZ159901|SH510180,2006-10-19,3,SH510050,risk_on_leader,6.732495511669656,1.8180620512482815,SH510180,0.0
2006-10-23,SH510050,False,SH510050|SZ159901|SH510180,2006-10-20,3,SH510050,risk_on_leader,5.955555555555558,1.5531817288158,SH510180,0.0
2006-10-24,SH511880,True,SH510050|SZ159902|SZ159901|SH510180,2006-10-23,4,SH510050,no_positive_leader,2.7145359019264514,-0.3789116090677447,SZ159902,0.0
2006-10-25,SH510050,True,SH510050|SZ159902|SZ159901|SH510180,2006-10-24,4,SH510050,risk_on_leader,3.287197231833905,1.061267009570921,SZ159902,0.0
2006-10-26,SH510050,False,SH510050|SZ159902|SZ159901|SH510180,2006-10-25,4,SH510050,risk_on_leader,1.2647554806070938,1.356790444040512,SZ159902,0.0
2006-10-27,SH510050,False,SH510050|SZ159902|SZ159901|SH510180,2006-10-26,4,SH510050,risk_on_leader,2.183039462636449,2.5008098477486307,SZ159902,1.0
2006-10-30,SZ159901,True,SH510050|SZ159902|SZ159901|SH510180,2006-10-27,4,SZ159901,risk_on_leader,1.3475177304964614,1.1433549300375878,SZ159902,2.0
2006-10-31,SH510050,True,SH510050|SZ159902|SZ159901|SH510180,2006-10-30,4,SH510050,risk_on_leader,2.1903959561920816,1.9459529350918103,SZ159902,3.0
2006-11-01,SH510050,False,SH510050|SZ159902|SZ159901|SH510180,2006-10-31,4,SH510050,risk_on_leader,3.9629005059022004,3.3195823127497803,SZ159902,4.0
2006-11-02,SH510050,False,SH510050|SZ159902|SZ159901|SH510180,2006-11-01,4,SH510050,risk_on_leader,7.014542343883656,4.3905257076834125,SZ159902,5.0
2006-11-03,SH511880,True,SH510050|SZ159902|SZ159901|SH510180,2006-11-02,4,SH510050,persistent_low_volume,7.321274763135244,3.4619315278487495,SZ159902,6.0
