year,strategy_return,benchmark_return,excess_return
2019,0.21732682618299748,0.3606961965560913,-0.10536471751443144
2020,0.13399540966589885,0.2721074626520459,-0.10856948570855462
2021,0.017323492857855394,-0.05198716608417131,0.07311151965710683
2022,-0.18041491693725475,-0.21632791414537078,0.04582656171675592
2023,0.0005830323156825745,-0.11378155183477212,0.1290478486283242
2024,-0.1302079043518377,0.14683299616951362,-0.24157039555600812
2025,-0.008261047744758776,0.17663174838405737,-0.15713735107244986
