date,equity,cash,market_value,positions,gross_traded,benchmark_value,market_state,market_exposure,watchlist_size,daily_return,drawdown
2019-02-19,997728.9643874518,924536.9648883801,73191.99949907161,1,75440.40299072265,1.142480731010437,confirmed_uptrend,0.7,3,-0.0022710356125482667,-0.0022710356125482667
2019-02-20,998500.6520627112,924536.9648883801,73963.687174331,1,0.0,1.1465729475021362,confirmed_uptrend,0.7,3,0.0007734441945697057,-0.0014993479372887863
2019-02-21,997263.1723782261,924536.9648883801,72726.20748984597,1,0.0,1.1435105800628662,confirmed_uptrend,0.7,3,-0.0012393378831838664,-0.002736827621773963
2019-02-22,1001406.6401619604,924536.9648883801,76869.67527358021,1,0.0,1.1692225933074951,confirmed_uptrend,0.7,3,0.004154838861494481,0.0
2019-02-25,1011168.5902672323,843161.7563285979,168006.83393863437,2,81350.80331878662,1.238762378692627,confirmed_uptrend,0.7,5,0.009748237842414298,0.0
2019-02-26,1006164.4353305368,677181.9709485106,328982.4643820262,4,165930.00637817383,1.223885178565979,confirmed_uptrend,0.7,5,-0.004948882891400941,-0.004948882891400941
2019-02-27,1002827.1555191671,677181.9709485106,325645.1845706565,4,0.0,1.2217925786972046,confirmed_uptrend,0.7,5,-0.003316833406334263,-0.008249301677636822
2019-02-28,1003547.2674831074,677181.9709485106,326365.2965345968,4,0.0,1.2187966108322144,confirmed_uptrend,0.7,5,0.0007180818349175055,-0.007537143516404776
2019-03-01,1011857.1207587549,677181.9709485106,334675.14981024433,4,0.0,1.2454818487167358,confirmed_uptrend,0.7,5,0.008280480197498497,0.0
2019-03-04,1023923.0587278679,595469.4642432432,428453.5944846246,5,81688.00030517578,1.2602261304855347,confirmed_uptrend,0.7,3,0.011924547173285838,0.0
2019-03-05,1025489.2592153054,595469.4642432432,430019.7949720622,5,0.0,1.2675036191940308,confirmed_uptrend,0.7,3,0.001529607595109228,0.0
2019-03-06,1026511.6115671332,595469.4642432432,431042.14732389,5,0.0,1.2781591415405273,confirmed_uptrend,0.7,3,0.0009969410626593511,0.0
2019-03-07,1014120.1225455895,595469.4642432432,418650.6583023462,5,0.0,1.2651253938674927,confirmed_uptrend,0.7,3,-0.012071455287900879,-0.012071455287900879
2019-03-08,1012187.0041115881,595469.4642432432,416717.5398683449,5,0.0,1.2148804664611816,confirmed_uptrend,0.7,3,-0.001906202619418429,-0.013954647267629405
2019-03-11,1021826.003392668,670168.9628145604,351657.0405781075,4,74796.73432594092,1.2389185428619385,confirmed_uptrend,0.7,2,0.009522943133951856,-0.004564593446061416
2019-03-12,1027156.8718454132,670168.9628145604,356987.90903085284,4,0.0,1.2473552227020264,confirmed_uptrend,0.7,2,0.005217002146202576,0.0
2019-03-13,1016252.3651981949,670168.9628145604,346083.4023836345,4,0.0,1.2370052337646484,confirmed_uptrend,0.7,2,-0.010616203762164433,-0.010616203762164433
2019-03-14,1022433.080797478,670168.9628145604,352264.1179829176,4,0.0,1.228468894958496,confirmed_uptrend,0.7,2,0.006081870813730017,-0.004598899328248085
2019-03-15,1032521.4032169413,670168.9628145604,362352.4404023809,4,0.0,1.2439206838607788,confirmed_uptrend,0.7,2,0.009866975755121965,0.0
2019-03-18,1046456.1004676633,670168.9628145604,376287.13765310287,4,0.0,1.2793748378753662,confirmed_uptrend,0.7,3,0.013495795057910431,0.0
2019-03-19,1040250.8497124035,670168.9628145604,370081.88689784304,4,0.0,1.273465871810913,confirmed_uptrend,0.7,3,-0.005929776464093095,-0.005929776464093095
2019-03-20,1041729.8688756353,670168.9628145604,371560.90606107493,4,0.0,1.273957371711731,confirmed_uptrend,0.7,3,0.0014217908725002726,-0.004516416493645314
2019-03-21,1040333.2982344418,585895.8869863821,454437.4112480597,5,84247.80148773194,1.2744389772415161,confirmed_uptrend,0.7,3,-0.0013406264742134022,-0.0058509881403387975
2019-03-22,1038483.7567411135,585895.8869863821,452587.8697547315,5,0.0,1.2734127044677734,confirmed_uptrend,0.7,3,-0.0017778355229686182,-0.007618421568747036
2019-03-25,1024919.5643622294,585895.8869863821,439023.67737584736,5,0.0,1.2431966066360474,confirmed_uptrend,0.7,2,-0.013061535426851623,-0.02058044871238185
2019-03-26,1018339.3626513872,585895.8869863821,432443.4756650051,5,0.0,1.2291165590286255,confirmed_uptrend,0.7,2,-0.0064202128046377815,-0.026868530656671274
2019-03-27,1032808.6580874468,585895.8869863821,446912.77110106475,5,0.0,1.2433825731277466,confirmed_uptrend,0.7,2,0.014208716628989704,-0.013041581366019406
2019-03-28,1034603.4906700336,585895.8869863821,448707.60368365154,5,0.0,1.2384036779403687,confirmed_uptrend,0.7,2,0.0017378171344055726,-0.011326428115171483
2019-03-29,1058840.3996148873,585895.8869863821,472944.51262850536,5,0.0,1.2862138748168945,confirmed_uptrend,0.7,2,0.023426277954230912,0.0
2019-04-01,1071899.2146542228,690517.8953140535,381381.3193401693,4,104758.19397984524,1.3199574947357178,confirmed_uptrend,0.7,5,0.012333128811561345,0.0
2019-04-02,1068261.126932655,690517.8953140535,377743.2316186016,4,0.0,1.3190804719924927,confirmed_uptrend,0.7,5,-0.0033940576425754987,-0.0033940576425754987
2019-04-03,1078198.3675670158,690517.8953140535,387680.4722529624,4,0.0,1.33597731590271,confirmed_uptrend,0.7,5,0.009302258018967668,0.0
2019-04-04,1084022.6267100782,783219.0611189912,300803.565591087,3,92821.83418938391,1.349286675453186,confirmed_uptrend,0.7,5,0.005401843777787407,0.0
2019-04-08,1095528.9534335134,887188.7963170783,208340.15711643515,2,104105.07179141589,1.347625970840454,confirmed_uptrend,0.7,0,0.010614470989739333,0.0
2019-04-09,1089651.3035015638,887188.7963170783,202462.50718448556,2,0.0,1.3536710739135742,confirmed_uptrend,0.7,0,-0.005365125142086202,-0.005365125142086202
2019-04-10,1089089.4346645596,887188.7963170783,201900.63834748132,2,0.0,1.357132077217102,confirmed_uptrend,0.7,0,-0.0005156409533937367,-0.005877999617236673
2019-04-11,1079295.8173841226,887188.7963170783,192107.0210670444,2,0.0,1.327812910079956,confirmed_uptrend,0.7,0,-0.008992482131142343,-0.014817623941854041
2019-04-12,1080119.1498367852,887188.7963170783,192930.35351970687,2,0.0,1.3248368501663208,confirmed_uptrend,0.7,0,0.0007628422526995138,-0.014066085198781941
2019-04-15,1075460.9511715716,887188.7963170783,188272.1548544934,2,0.0,1.3204855918884277,confirmed_uptrend,0.7,1,-0.004312671121438294,-0.018318093920791756
2019-04-16,1085479.4965379,887188.7963170783,198290.70022082166,2,0.0,1.357112169265747,confirmed_uptrend,0.7,1,0.009315582639624953,-0.00917315499888638
2019-04-17,1085131.1630135903,887188.7963170783,197942.36669651195,2,0.0,1.3575937747955322,confirmed_uptrend,0.7,1,-0.00032090290550934597,-0.009491114212303864
2019-04-18,1087614.3272076247,887188.7963170783,200425.53089054633,2,0.0,1.3525583744049072,confirmed_uptrend,0.7,1,0.0022883539600302427,-0.007224479281066398
2019-04-19,1087789.844619235,887188.7963170783,200601.04830215685,2,0.0,1.3686778545379639,confirmed_uptrend,0.7,1,0.00016137835556184754,-0.007064266800090646
2019-04-22,1080650.9554457911,887188.7963170783,193462.15912871284,2,0.0,1.3371232748031616,confirmed_uptrend,0.7,1,-0.006562746663573371,-0.013580652470291166
2019-04-23,1078938.2169761793,887188.7963170783,191749.42065910087,2,0.0,1.3349308967590332,confirmed_uptrend,0.7,1,-0.0015849136679894071,-0.015144041976560163
2019-04-24,1080008.3774109203,887188.7963170783,192819.58109384216,2,0.0,1.338611125946045,confirmed_uptrend,0.7,1,0.000991864425509359,-0.014167198387545876
2019-04-25,1074698.1456966898,887188.7963170783,187509.3493796116,2,0.0,1.309291958808899,confirmed_uptrend,0.7,1,-0.0049168430776070915,-0.019014383573832006
2019-04-26,1076489.5533638077,887188.7963170783,189300.7570467295,2,0.0,1.2918373346328735,uptrend_under_pressure,0.35,1,0.001666893791797408,-0.0173791847399688
2019-04-29,1076729.4223485962,887188.7963170783,189540.62603151775,2,0.0,1.2955108880996704,uptrend_under_pressure,0.35,2,0.0002228251858449326,-0.01716023207419337
2019-04-30,1075057.931221454,887188.7963170783,187869.1349043757,2,0.0,1.2997890710830688,uptrend_under_pressure,0.35,2,-0.0015523780556644384,-0.01868597096215574
2019-05-06,1057492.7692338685,887188.7963170783,170303.9729167902,2,0.0,1.2238619327545166,uptrend_under_pressure,0.35,4,-0.016338805079674557,-0.034719469604555075
2019-05-07,1059101.6340334942,1059101.6340334942,0.0,0,172136.61531632708,1.2358360290527344,correction,0.0,4,0.0015213955560104964,-0.03325089609530796
2019-05-08,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.218162178993225,correction,0.0,4,0.0,-0.03325089609530796
2019-05-09,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.195655345916748,correction,0.0,4,0.0,-0.03325089609530796
2019-05-10,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2390844821929932,correction,0.0,4,0.0,-0.03325089609530796
2019-05-13,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2185839414596558,correction,0.0,6,0.0,-0.03325089609530796
2019-05-14,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2107517719268799,correction,0.0,6,0.0,-0.03325089609530796
2019-05-15,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2379685640335083,correction,0.0,6,0.0,-0.03325089609530796
2019-05-16,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2435719966888428,uptrend_under_pressure,0.35,6,0.0,-0.03325089609530796
2019-05-17,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2119508981704712,uptrend_under_pressure,0.35,6,0.0,-0.03325089609530796
2019-05-20,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2016640901565552,uptrend_under_pressure,0.35,7,0.0,-0.03325089609530796
2019-05-21,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2179362773895264,correction,0.0,7,0.0,-0.03325089609530796
2019-05-22,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2121567726135254,correction,0.0,7,0.0,-0.03325089609530796
2019-05-23,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.190427303314209,correction,0.0,7,0.0,-0.03325089609530796
2019-05-24,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.1937322616577148,correction,0.0,7,0.0,-0.03325089609530796
2019-05-27,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2081111669540405,correction,0.0,4,0.0,-0.03325089609530796
2019-05-28,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2197564840316772,correction,0.0,4,0.0,-0.03325089609530796
2019-05-29,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2169829607009888,correction,0.0,4,0.0,-0.03325089609530796
2019-05-30,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2094330787658691,correction,0.0,4,0.0,-0.03325089609530796
2019-05-31,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.205649971961975,correction,0.0,4,0.0,-0.03325089609530796
2019-06-03,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2063872814178467,correction,0.0,7,0.0,-0.03325089609530796
2019-06-04,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.1952468156814575,correction,0.0,7,0.0,-0.03325089609530796
2019-06-05,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.19479501247406,correction,0.0,7,0.0,-0.03325089609530796
2019-06-06,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.184023380279541,correction,0.0,7,0.0,-0.03325089609530796
2019-06-10,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.1993223428726196,correction,0.0,5,0.0,-0.03325089609530796
2019-06-11,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.2353744506835938,correction,0.0,5,0.0,-0.03325089609530796
2019-06-12,1059101.6340334942,1059101.6340334942,0.0,0,0.0,1.226014256477356,uptrend_under_pressure,0.35,5,0.0,-0.03325089609530796
2019-06-13,1058867.4614018158,971832.4606374347,87035.00076438092,1,87243.00049591064,1.2241177558898926,uptrend_under_pressure,0.35,5,-0.00022110496684490943,-0.03346464912387426
2019-06-14,1059932.4580630125,971832.4606374347,88099.99742557773,1,0.0,1.2139836549758911,uptrend_under_pressure,0.35,5,0.0010057884485248358,-0.0324925190328722
2019-06-17,1055518.9564595497,1055518.9564595497,0.0,0,83795.42988096019,1.2139637470245361,uptrend_under_pressure,0.35,8,-0.004163946079666525,-0.03652116801529326
2019-06-18,1055518.9564595497,1055518.9564595497,0.0,0,0.0,1.2182153463363647,uptrend_under_pressure,0.35,8,0.0,-0.03652116801529326
2019-06-19,1055518.9564595497,1055518.9564595497,0.0,0,0.0,1.2342649698257446,uptrend_under_pressure,0.35,8,0.0,-0.03652116801529326
2019-06-20,1055518.9564595497,1055518.9564595497,0.0,0,0.0,1.2716588973999023,uptrend_under_pressure,0.35,8,0.0,-0.03652116801529326
2019-06-21,1054931.273939139,969891.2773858864,85039.99655325255,1,85601.9984741211,1.2734591960906982,confirmed_uptrend,0.7,8,-0.0005567711662725072,-0.03705760524825619
2019-06-24,1055956.2403126943,969891.2773858864,86064.96292680797,1,0.0,1.2758939266204834,confirmed_uptrend,0.7,14,0.0009715954004549943,-0.03612201484661237
2019-06-25,1054959.1047723016,969891.2773858864,85067.82738641521,1,0.0,1.2626209259033203,confirmed_uptrend,0.7,14,-0.0009442962713089864,-0.03703220123398954
2019-06-26,1055441.4378898197,969891.2773858864,85550.16050393337,1,0.0,1.2603025436401367,confirmed_uptrend,0.7,14,0.0004572055118878815,-0.03659192704862324
2019-06-27,1057032.2298803814,969891.2773858864,87140.95249449495,1,0.0,1.2737514972686768,confirmed_uptrend,0.7,14,0.0015072290450734993,-0.035139850418812624
2019-06-28,1059119.2704050425,969891.2773858864,89227.99301915601,1,0.0,1.2706856727600098,confirmed_uptrend,0.7,14,0.001974434142748116,-0.033234797596502386
2019-07-01,1062317.9584114223,885731.6454912649,176586.31292015748,2,84134.39157714843,1.307295799255371,confirmed_uptrend,0.7,15,0.0030201395591231694,-0.030315031764339917
2019-07-02,1062778.7159419816,885731.6454912649,177047.07045071683,2,0.0,1.307747483253479,confirmed_uptrend,0.7,15,0.0004337284585194112,-0.02989445179781758
2019-07-03,1054616.9693947604,799279.9199644531,255337.04943030738,3,86425.79778747559,1.2932522296905518,confirmed_uptrend,0.7,15,-0.007679629281987621,-0.03734450277240975
2019-07-04,1045143.4849289848,799279.9199644531,245863.56496453166,3,0.0,1.286466360092163,confirmed_uptrend,0.7,15,-0.008982867468188438,-0.04599190952152821
2019-07-05,1053150.1226035755,880070.0008396186,173080.12176395676,2,80895.24469326681,1.2931426763534546,confirmed_uptrend,0.7,15,0.007660802358763874,-0.03868344209171093
2019-07-08,1049320.0056270184,880070.0008396186,169250.00478739978,2,0.0,1.2631125450134277,confirmed_uptrend,0.7,15,-0.0036368195704979955,-0.04217957696295549
2019-07-09,1049332.1587530335,880070.0008396186,169262.1579134148,2,0.0,1.259903907775879,confirmed_uptrend,0.7,15,1.158190632977174e-05,-0.04216848357653524
2019-07-10,1052698.4480494398,880070.0008396186,172628.44720982126,2,0.0,1.2577815055847168,confirmed_uptrend,0.7,15,0.0032080302393540094,-0.03909573110764242
2019-07-11,1050135.1630533654,880070.0008396186,170065.1622137468,2,0.0,1.2572766542434692,confirmed_uptrend,0.7,15,-0.0024349660634761516,-0.04143550039264465
2019-07-12,1053323.9464533164,880070.0008396186,173253.9456136977,2,0.0,1.2650855779647827,confirmed_uptrend,0.7,15,0.0030365456868231,-0.03852477549582023
2019-07-15,1052039.7225810317,880070.0008396186,171969.72174141323,2,0.0,1.2702207565307617,confirmed_uptrend,0.7,17,-0.0012192107438635524,-0.03969701641949441
2019-07-16,1048451.7553543838,793406.4035496679,255045.35180471593,3,86637.6060081482,1.2644578218460083,confirmed_uptrend,0.7,17,-0.003410486457531614,-0.04297211674012291
2019-07-17,1047139.0547476135,793406.4035496679,253732.65119794555,3,0.0,1.263727068901062,confirmed_uptrend,0.7,17,-0.0012520372063534735,-0.04417035125748203
2019-07-18,1044169.0266077673,793406.4035496679,250762.62305809942,3,0.0,1.2516897916793823,confirmed_uptrend,0.7,17,-0.0028363263946468154,-0.04688139611899633
2019-07-19,1049064.1467845151,708428.5190125788,340635.6277719365,4,84952.39881744386,1.2648298740386963,confirmed_uptrend,0.7,17,0.004688053420480065,-0.04241312518794893
2019-07-22,1048189.9097791028,622641.1928678738,425548.716911229,5,85761.59766540528,1.2561007738113403,confirmed_uptrend,0.7,20,-0.0008333494268124575,-0.04321112966119667
2019-07-23,1045031.8250142265,705972.2323584557,339059.59265577083,4,83439.51085469293,1.2588344812393188,confirmed_uptrend,0.7,20,-0.003012893689791185,-0.04609383281110291
2019-07-24,1046038.5913878082,705972.2323584557,340066.35902935255,4,0.0,1.2687724828720093,confirmed_uptrend,0.7,20,0.0009633834582674083,-0.045174855388893875
2019-07-25,1048197.2453794805,628447.9820584557,419749.2633210249,5,77501.0,1.279149055480957,confirmed_uptrend,0.7,20,0.002063646608686298,-0.04320443371732885
2019-07-26,1057895.9877990787,628447.9820584557,429448.0057406231,5,0.0,1.2816401720046997,confirmed_uptrend,0.7,20,0.009252783731640957,-0.03435141126712227
2019-07-29,1057465.5107395747,628447.9820584557,429017.5286811191,5,0.0,1.2802119255065918,confirmed_uptrend,0.7,21,-0.00040691813228221907,-0.03474435118729047
2019-07-30,1055565.0746751095,628447.9820584557,427117.0926166537,5,0.0,1.2855429649353027,confirmed_uptrend,0.7,21,-0.00179716127397489,-0.036479071258822104
2019-07-31,1051938.4197922125,628447.9820584557,423490.43773375684,5,0.0,1.2739307880401611,confirmed_uptrend,0.7,21,-0.0034357473261543703,-0.03978948571343832
2019-08-01,1049606.642274237,710472.0461056682,339134.5961685689,4,82130.83413158357,1.2633384466171265,confirmed_uptrend,0.7,21,-0.0022166483076415666,-0.04191793472491134
2019-08-02,1046222.1161061627,710472.0461056682,335750.0700004945,4,0.0,1.2447278499603271,confirmed_uptrend,0.7,21,-0.003224566262977291,-0.045007333829760965
2019-08-05,1043239.0052723441,1043239.0052723441,0.0,0,333200.11932179425,1.220895767211914,correction,0.0,14,-0.0028513169315528275,-0.04773032058832094
2019-08-06,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2078222036361694,correction,0.0,14,0.0,-0.04773032058832094
2019-08-07,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2028731107711792,correction,0.0,14,0.0,-0.04773032058832094
2019-08-08,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2187700271606445,correction,0.0,14,0.0,-0.04773032058832094
2019-08-09,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2068921327590942,correction,0.0,14,0.0,-0.04773032058832094
2019-08-12,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2286714315414429,correction,0.0,6,0.0,-0.04773032058832094
2019-08-13,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2175941467285156,correction,0.0,6,0.0,-0.04773032058832094
2019-08-14,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2231245040893555,correction,0.0,6,0.0,-0.04773032058832094
2019-08-15,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2269775867462158,correction,0.0,6,0.0,-0.04773032058832094
2019-08-16,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2324713468551636,correction,0.0,6,0.0,-0.04773032058832094
2019-08-19,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2592263221740723,correction,0.0,12,0.0,-0.04773032058832094
2019-08-20,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2581102848052979,correction,0.0,12,0.0,-0.04773032058832094
2019-08-21,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2561273574829102,correction,0.0,12,0.0,-0.04773032058832094
2019-08-22,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2600301504135132,correction,0.0,12,0.0,-0.04773032058832094
2019-08-23,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.26911461353302,correction,0.0,12,0.0,-0.04773032058832094
2019-08-26,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.250862717628479,correction,0.0,14,0.0,-0.04773032058832094
2019-08-27,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2678158283233643,correction,0.0,14,0.0,-0.04773032058832094
2019-08-28,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2630428075790405,correction,0.0,14,0.0,-0.04773032058832094
2019-08-29,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2589274644851685,correction,0.0,14,0.0,-0.04773032058832094
2019-08-30,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.262049674987793,correction,0.0,14,0.0,-0.04773032058832094
2019-09-02,1043239.0052723441,1043239.0052723441,0.0,0,0.0,1.2782355546951294,correction,0.0,14,0.0,-0.04773032058832094
2019-09-03,1045023.6801921931,874773.6823357857,170249.99785640743,2,168414.79849700927,1.279992699623108,uptrend_under_pressure,0.35,14,0.0017107057067744513,-0.04610126741336318
2019-09-04,1044261.0658558293,874773.6823357857,169487.38352004363,2,0.0,1.2907510995864868,uptrend_under_pressure,0.35,14,-0.0007297579478998673,-0.04679738259495991
2019-09-05,1048726.2092825803,874773.6823357857,173952.52694679465,2,0.0,1.3038114309310913,uptrend_under_pressure,0.35,14,0.004275888063576927,-0.04272159490102745
2019-09-06,1046709.7045907568,874773.6823357857,171936.02225497112,2,0.0,1.311514139175415,uptrend_under_pressure,0.35,14,-0.0019228132890880545,-0.04456226253970874
2019-09-09,1048318.1125887014,874773.6823357857,173544.4302529157,2,0.0,1.3196319341659546,uptrend_under_pressure,0.35,14,0.0015366323545968896,-0.04309410599952457
2019-09-10,1047089.1151751922,874773.6823357857,172315.43283940648,2,0.0,1.3150880336761475,uptrend_under_pressure,0.35,14,-0.0011723515970494258,-0.044215936152582014
2019-09-11,1047878.7175772863,789773.7919389699,258104.92563831646,3,84974.39807739257,1.3053990602493286,uptrend_under_pressure,0.35,14,0.0007540928376110756,-0.0434951862357319
2019-09-12,1048391.7429312307,789773.7919389699,258617.95099226083,3,0.0,1.3194425106048584,uptrend_under_pressure,0.35,14,0.0004895846678998339,-0.04302689614414046
2019-09-16,1044627.8295760527,789773.7919389699,254854.0376370828,3,0.0,1.3145732879638672,uptrend_under_pressure,0.35,12,-0.0035901783665849285,-0.04646260027900739
2019-09-17,1043627.1378158208,789773.7919389699,253853.3458768509,3,0.0,1.292484998703003,uptrend_under_pressure,0.35,12,-0.0009579409354220081,-0.04737603278765601
2019-09-18,1041861.3036630334,870922.3434454391,170938.9602175943,2,81254.18194299519,1.2987494468688965,uptrend_under_pressure,0.35,12,-0.0016920163234572794,-0.04898788809029597
2019-09-19,1042312.1743897601,870922.3434454391,171389.830944321,2,0.0,1.3034992218017578,uptrend_under_pressure,0.35,12,0.00043275503672268734,-0.04857633280888263
2019-09-20,1047707.3767705942,784896.1422951618,262811.2344754323,3,86000.40102996826,1.307242512702942,uptrend_under_pressure,0.35,12,0.005176186667869231,-0.04365158630727284
2019-09-23,1047498.1452313756,784896.1422951618,262602.00293621374,3,0.0,1.2922989130020142,uptrend_under_pressure,0.35,14,-0.00019970417681269836,-0.04384257307997541
2019-09-24,1053815.3751766423,784896.1422951618,268919.2328814805,3,0.0,1.2957600355148315,uptrend_under_pressure,0.35,14,0.006030779122641272,-0.03807619883174784
2019-09-25,1043603.337993772,699231.2555949679,344372.0823988041,4,85639.19494171142,1.2857621908187866,uptrend_under_pressure,0.35,14,-0.009690537283305933,-0.0473977572906682
2019-09-26,1037472.9794905309,775944.712995528,261528.26649500284,3,76813.31470968277,1.2758506536483765,uptrend_under_pressure,0.35,14,-0.0058742227818340265,-0.05299355508681758
2019-09-27,1044480.5591481477,775944.712995528,268535.8461526197,3,0.0,1.2796738147735596,uptrend_under_pressure,0.35,14,0.006754469558385878,-0.04659702888305617
2019-09-30,1041215.2920432574,775944.712995528,265270.5790477294,3,0.0,1.267012119293213,uptrend_under_pressure,0.35,10,-0.0031262114706600563,-0.049577568187523235
2019-10-08,1039625.9012514087,775944.712995528,263681.18825588067,3,0.0,1.274701476097107,uptrend_under_pressure,0.35,11,-0.0015264766124685192,-0.05102836580165049
