date,equity,cash,market_value,positions,gross_traded,benchmark_value,daily_return,drawdown
2023-03-02,481539.50962031144,304500.2102139872,177039.29940632422,6,0.0,1.3677246570587158,0.0006853109390014822,-0.5851314078759815
2023-03-03,480425.30959649367,325536.14830608875,154889.1612904049,5,21063.320408632782,1.3719794750213623,-0.0023138288791636485,-0.5860913428054959
2023-03-06,478685.40180212836,100995.39894822521,377690.00285390316,10,224473.40733566287,1.364824891090393,-0.0036215989449570607,-0.5875903539617002
2023-03-07,470044.1654094127,114332.48312437165,355711.6822850411,9,13355.439615762203,1.3448424339294434,-0.018052015708403868,-0.5950351793702808
2023-03-08,472388.5455144022,244871.8042708207,227516.74124358152,6,130709.2431625604,1.3399465084075928,0.004987574099441394,-0.5930153873197231
2023-03-09,472659.8806829676,268280.5600045272,204379.32067844042,5,23439.22672845352,1.335209846496582,0.0005743898135166514,-0.5927816195039416
2023-03-10,467574.5869957549,336349.4748939848,131225.11210177012,4,68157.51966502208,1.3177021741867065,-0.010758885818412889,-0.5971628355628577
2023-03-13,471033.9344307614,69640.33706051702,401393.5973702444,10,397214.5834247016,1.3315030336380005,0.007398493269776152,-0.5941824475129538
2023-03-14,469905.50936680345,269304.93116466963,200600.5782021338,5,199924.49594888618,1.3235347270965576,-0.0023956343300862715,-0.5951546379734434
2023-03-15,469125.2780224968,289405.4075251236,179719.87049737317,4,20126.640993745877,1.324265480041504,-0.0016604005034076552,-0.5958268434163545
2023-03-16,467601.19004798844,377354.05094431306,90247.13910367535,2,88063.12548231645,1.3084051609039307,-0.0032487867226699274,-0.597139915801123
2023-03-17,471987.1380833258,377354.05094431306,94633.08713901276,2,0.0,1.3149385452270508,0.009379676802976578,-0.5933612184145176
2023-03-20,462410.14332371246,25173.63866399152,437236.50465972093,10,352074.7898433685,1.3083817958831787,-0.02029079605538453,-0.6016122429998787
2023-03-21,456463.1351539189,65605.03944707016,390858.0957068487,9,40484.03002210737,1.3227641582489014,-0.012860894717939497,-0.6067358659995733
2023-03-22,460239.41216114163,232237.12879268528,228002.28336845638,7,166848.99303656266,1.3284306526184082,0.008272906871108932,-0.6034824284432405
2023-03-23,465039.807954694,255156.695711797,209883.11224289707,7,22949.40114059448,1.3416005373001099,0.010430214507295643,-0.5993466651159916
2023-03-24,463993.7440126025,275438.4692643022,188555.27474830026,6,20308.174178937843,1.3376014232635498,-0.002249407307069573,-0.6002478976550814
2023-03-27,462660.02408788336,57785.83985716012,404874.18423072324,10,300987.39886165044,1.3327620029449463,-0.0028744351447180794,-0.6013969591472366
2023-03-28,457391.8928558416,100754.47735170828,356637.4155041333,9,43024.56943481342,1.3284538984298706,-0.011386614269144335,-0.6059356982199349
2023-03-29,455880.7377821493,182497.25135806907,273383.4864240802,8,81849.17793767973,1.3306561708450317,-0.0033038518987668075,-0.6072376283116072
2023-03-30,451821.5651355642,253021.3967574829,198800.16837808126,6,70615.94612938202,1.3414145708084106,-0.008904023158190166,-0.6107347935647864
2023-03-31,455252.57722820755,296861.52963553526,158391.0475926723,6,43897.199237060544,1.3455332517623901,0.0075937324762573866,-0.6077788177248022
2023-04-03,475189.60696074314,105562.51712829348,369627.0898324497,10,228610.25693191413,1.358699917793274,0.04379333743462066,-0.5906021431404187
2023-04-04,472201.1696645252,148377.04222616059,323824.1274383646,8,42870.25643122772,1.3628650903701782,-0.006288936568566106,-0.5931768202935155
2023-04-06,472872.90742910426,148377.04222616059,324495.8652029437,8,0.0,1.3607161045074463,0.0014225669221792359,-0.5925980870948893
2023-04-07,473794.8280422882,209555.72467282857,264239.1033694596,7,61258.31826040652,1.3695646524429321,0.0019496160568728271,-0.5918038097838887
2023-04-10,451415.4961727927,97213.4258348482,354202.0703379445,10,112308.60625610352,1.3634299039840698,-0.04723422575541081,-0.6110846407850552
2023-04-11,460147.7033863634,215296.74985946063,244850.95352690277,7,118237.0321664288,1.361881971359253,0.019344057276731608,-0.6035614398006006
2023-04-12,465599.848093968,234571.4616433559,231028.38645061207,6,19299.801525878906,1.3609319925308228,0.011848683949698513,-0.5988641645953245
2023-04-13,459437.18090692966,281633.84661900165,177803.334287928,5,47123.645715075356,1.3515287637710571,-0.013235973362677234,-0.604173587827556
2023-04-14,456706.33771870553,281633.84661900165,175072.49109970388,5,0.0,1.3591749668121338,-0.005943888091149763,-0.6065263357250303
2023-04-17,454991.43922366726,69487.22098696591,385504.21823670133,10,275882.0471004076,1.378233790397644,-0.0037549259850527816,-0.6080038002114505
2023-04-18,454271.44827025523,69487.22098696591,384784.2272832893,10,0.0,1.38243567943573,-0.001582427473010295,-0.6086241057673114
2023-04-19,456363.24857149203,138153.16866202236,318210.0799094697,8,68755.32960354106,1.3699898719787598,0.0046047364614303365,-0.6068219229170133
2023-04-20,471420.25626324,138153.16866202236,333267.0876012177,8,0.0,1.366156816482544,0.032993471185244205,-0.5938496133601061
2023-04-21,459635.412023632,138153.16866202236,321482.24336160964,8,0.0,1.3394348621368408,-0.024998595378615596,-0.6040028025385851
