year,strategy_return,benchmark_return,excess_return
2019,-0.17474058220871558,0.3606961965560913,-0.39350207645173996
2020,0.16366417521123733,0.2721074626520459,-0.08524695485610134
2021,-0.22067284924044472,-0.05198716608417131,-0.17793607546377432
2022,-0.36719245835199876,-0.21632791414537078,-0.192509784295945
2023,-0.21366384360288238,-0.11378155183477212,-0.1127061752944778
2024,-0.23208692532839215,0.14683299616951362,-0.33040549300858935
2025,0.15366092185113667,0.17663174838405737,-0.019522528237460812
