order_id,trade_date,symbol,asset_type,commission,stamp_tax,total_fees
1,2019-01-02,SZ300029,stock,299.911012172699,0.0,299.911012172699
2,2019-01-02,SZ002200,stock,299.84009705543514,0.0,299.84009705543514
3,2019-01-02,SZ300489,stock,299.9922579574585,0.0,299.9922579574585
4,2019-01-02,SZ002072,stock,299.97248943328856,0.0,299.97248943328856
5,2019-01-02,SZ300592,stock,299.8099914264679,0.0,299.8099914264679
6,2019-01-02,SZ300069,stock,299.95509029388427,0.0,299.95509029388427
7,2019-01-02,SZ300106,stock,299.8655929327011,0.0,299.8655929327011
8,2019-01-02,SZ300321,stock,299.6689790725708,0.0,299.6689790725708
9,2019-01-02,SZ300354,stock,299.8482253074646,0.0,299.8482253074646
10,2019-01-02,SH600306,stock,299.90488669395444,0.0,299.90488669395444
11,2019-02-01,SZ002200,stock,5.0,4.742145538330078,9.742145538330078
12,2019-02-01,SZ300069,stock,301.83339285850525,1006.1113095283508,1307.944702386856
13,2019-02-01,SZ300106,stock,294.30770866870876,981.0256955623627,1275.3334042310714
14,2019-02-01,SZ300321,stock,10.146715507507324,33.82238502502442,43.96910053253174
15,2019-02-01,SZ300354,stock,300.20155849456785,1000.6718616485596,1300.8734201431275
16,2019-02-01,SZ300489,stock,9.477566585540771,31.591888618469238,41.06945520401001
17,2019-02-01,SZ300029,stock,5.744649910926818,0.0,5.744649910926818
18,2019-02-01,SZ002072,stock,47.396530752182,0.0,47.396530752182
19,2019-02-01,SH600306,stock,18.958050355911254,0.0,18.958050355911254
20,2019-02-01,SZ300592,stock,5.0,0.0,5.0
21,2019-02-01,SZ300405,stock,280.3040473937988,0.0,280.3040473937988
22,2019-02-01,SZ002633,stock,280.30967495441433,0.0,280.30967495441433
23,2019-02-01,SZ300330,stock,279.394010810852,0.0,279.394010810852
24,2019-03-01,SH600306,stock,14.199555301666258,47.3318510055542,61.53140630722046
25,2019-03-01,SZ002072,stock,34.88506017208099,116.28353390693665,151.16859407901765
26,2019-03-01,SZ002633,stock,336.2256415843963,1120.7521386146545,1456.9777801990508
27,2019-03-01,SZ300029,stock,6.080777521133422,20.26925840377808,26.350035924911502
28,2019-03-01,SZ002200,stock,9.832065525054931,0.0,9.832065525054931
29,2019-03-01,SZ300489,stock,11.290993938446045,0.0,11.290993938446045
30,2019-03-01,SZ300592,stock,5.0,0.0,5.0
31,2019-03-01,SZ300405,stock,6.315685672760009,0.0,6.315685672760009
32,2019-03-01,SZ300321,stock,7.995914812088012,0.0,7.995914812088012
33,2019-03-01,SZ300106,stock,345.0639942169189,0.0,345.0639942169189
34,2019-03-01,SZ300330,stock,5.394106335639953,0.0,5.394106335639953
35,2019-04-01,SZ300029,stock,6.211657190322875,20.70552396774292,26.917181158065794
36,2019-04-01,SZ300321,stock,378.3451875686645,1261.1506252288818,1639.4958127975465
37,2019-04-01,SZ300330,stock,416.5220749855041,1388.4069166183472,1804.9289916038513
38,2019-04-01,SZ300489,stock,19.419900684356687,64.73300228118896,84.15290296554565
39,2019-04-01,SZ300592,stock,10.947321166992186,36.49107055664063,47.43839172363282
40,2019-04-01,SZ002072,stock,57.881098852157585,0.0,57.881098852157585
41,2019-04-01,SZ002200,stock,5.0,0.0,5.0
42,2019-04-01,SH600306,stock,12.704875030517577,0.0,12.704875030517577
43,2019-04-01,SZ300405,stock,5.0,0.0,5.0
44,2019-04-01,SZ300665,stock,376.53307800292964,0.0,376.53307800292964
45,2019-04-01,SZ300106,stock,5.0,0.0,5.0
46,2019-04-01,SZ300680,stock,376.2293472576141,0.0,376.2293472576141
48,2019-05-06,SZ002200,stock,401.08511136531826,1336.9503712177277,1738.035482583046
49,2019-05-06,SZ300106,stock,383.41355621337885,1278.0451873779298,1661.4587435913086
50,2019-05-06,SZ300405,stock,620.3654278850555,2067.8847596168516,2688.250187501907
51,2019-05-06,SZ300489,stock,413.6445027637481,1378.815009212494,1792.459511976242
52,2019-05-06,SZ300680,stock,388.2369981193542,1294.1233270645141,1682.3603251838683
53,2019-05-06,SZ300029,stock,46.95720791816711,0.0,46.95720791816711
54,2019-05-06,SZ300592,stock,59.83825801849365,0.0,59.83825801849365
55,2019-05-06,SH600306,stock,39.805709052085874,0.0,39.805709052085874
56,2019-05-06,SZ300665,stock,51.00459609031677,0.0,51.00459609031677
57,2019-05-06,SZ002890,stock,385.79496917724606,0.0,385.79496917724606
58,2019-05-06,SH603286,stock,385.5357040214538,0.0,385.5357040214538
59,2019-05-06,SZ300354,stock,385.680852355957,0.0,385.680852355957
60,2019-05-06,SZ300321,stock,385.4898262023925,0.0,385.4898262023925
61,2019-05-06,SZ300442,stock,385.8190278768539,0.0,385.8190278768539
62,2019-05-06,SH603029,stock,77.37131524085999,0.0,77.37131524085999
63,2019-06-03,SH600306,stock,433.21582998275755,1444.0527666091918,1877.2685965919495
64,2019-06-03,SZ002072,stock,316.90029295921323,1056.3343098640441,1373.2346028232573
65,2019-06-03,SZ300029,stock,41.75764377593994,139.1921459197998,180.94978969573975
66,2019-06-03,SZ300354,stock,457.50657588958734,1525.021919631958,1982.5284955215454
67,2019-06-03,SZ300442,stock,405.14723203182217,1350.4907734394073,1755.6380054712295
69,2019-06-03,SZ000691,stock,425.3757776641845,0.0,425.3757776641845
70,2019-06-03,SZ300665,stock,15.453641409873962,0.0,15.453641409873962
71,2019-06-03,SZ002473,stock,425.4772164916992,0.0,425.4772164916992
72,2019-06-03,SH603269,stock,425.31420744895934,0.0,425.31420744895934
73,2019-06-03,SH603029,stock,346.18712193489074,0.0,346.18712193489074
74,2019-06-03,SZ002890,stock,13.917646179199217,0.0,13.917646179199217
78,2019-07-01,SH603029,stock,9.043826866149901,30.146089553833008,39.18991641998291
