order_id,trade_date,symbol,side,execution,requested_shares,filled_shares,unfilled_shares,price,gross_value,commission,tax,reason
1,2019-01-02,SZ002072,buy,open,160200,160200,0,6.24162483215332,999908.2981109619,299.97248943328856,0.0,filled
2,2019-01-02,SZ002200,buy,open,178200,178200,0,5.6086812019348145,999466.9901847839,299.84009705543514,0.0,filled
3,2019-01-02,SZ300029,buy,open,215000,215000,0,4.649783134460449,999703.3739089966,299.911012172699,0.0,filled
4,2019-01-02,SZ300069,buy,open,103700,103700,0,9.64175796508789,999850.3009796143,299.95509029388427,0.0,filled
5,2019-01-02,SZ300106,buy,open,189500,189500,0,5.2746806144714355,999551.976442337,299.8655929327011,0.0,filled
6,2019-01-02,SZ300321,buy,open,83000,83000,0,12.03489875793457,998896.5969085693,299.6689790725708,0.0,filled
7,2019-01-02,SZ300354,buy,open,126000,126000,0,7.932492733001709,999494.0843582153,299.8482253074646,0.0,filled
8,2019-01-02,SZ300405,buy,open,260700,260700,0,3.834685802459717,999702.5887012482,299.9107766103744,0.0,filled
9,2019-01-02,SZ300489,buy,open,128400,128400,0,7.787961006164551,999974.1931915283,299.9922579574585,0.0,filled
10,2019-01-02,SZ300592,buy,open,110100,110100,0,9.076899528503418,999366.6380882263,299.8099914264679,0.0,filled
11,2019-02-01,SZ300069,sell,open,103700,103700,0,9.702134132385254,1006111.3095283508,301.83339285850525,1006.1113095283508,filled
12,2019-02-01,SZ300106,sell,open,8000,8000,0,5.176916599273682,41415.33279418945,12.424599838256835,41.41533279418945,filled
13,2019-02-01,SZ300321,sell,open,2500,2500,0,11.662891387939453,29157.228469848633,8.74716854095459,29.157228469848633,filled
14,2019-02-01,SZ300354,sell,open,126000,126000,0,7.941840171813965,1000671.8616485596,300.20155849456785,1000.6718616485596,filled
15,2019-02-01,SZ300489,sell,open,3500,3500,0,7.521878242492676,26326.573848724365,7.8979721546173085,26.326573848724365,filled
16,2019-02-01,SZ002072,buy,open,33700,33700,0,4.84627103805542,163319.33398246765,48.99580019474029,0.0,filled
17,2019-02-01,SZ002200,buy,open,200,200,0,5.269050598144531,1053.8101196289062,5.0,0.0,filled
