experiment,name,stock_count,minimum_quarter_roe,minimum_quarter_roa,maximum_price,minimum_average_money,maximum_industry_count,minimum_market_cap,target_exposure,risk_ma_days,risk_off_exposure,slippage_rate,cost_multiplier,initial_cash,full_total_return,full_annualized_return,full_maximum_drawdown,full_sharpe,full_annualized_volatility,full_turnover,full_average_cash_ratio,full_longest_underwater_trading_days,pre_2019_total_return,pre_2019_annualized_return,pre_2019_maximum_drawdown,pre_2019_sharpe,pre_2019_annualized_volatility,pre_2019_turnover,pre_2019_average_cash_ratio,pre_2019_longest_underwater_trading_days,published_2019_2023_total_return,published_2019_2023_annualized_return,published_2019_2023_maximum_drawdown,published_2019_2023_sharpe,published_2019_2023_annualized_volatility,published_2019_2023_turnover,published_2019_2023_average_cash_ratio,published_2019_2023_longest_underwater_trading_days,post_publication_total_return,post_publication_annualized_return,post_publication_maximum_drawdown,post_publication_sharpe,post_publication_annualized_volatility,post_publication_turnover,post_publication_average_cash_ratio,post_publication_longest_underwater_trading_days,trade_count,rejection_count
risk-scaled-20,risk-scaled-20,20,1.0,0.5,,10000000.0,4,0.0,0.95,120,0.5,0.004,1.0,,3.0297586210519505,0.12093524241245612,0.6795303534153114,0.6170989396447902,0.2274600957609221,79.0125383487812,0.301614700227321,2308,0.28324248050315637,0.05243288892278053,0.6795303534153114,0.3287594990925089,0.25914762484449555,29.117381156779448,0.2369036789401016,867,1.5999551349165508,0.22168285011067157,0.21765283831786364,1.2256782792932686,0.17613360742095058,32.175154648590436,0.3692554652031056,173,0.20782621433083048,0.07667125553368548,0.3330711827152454,0.42368885978501214,0.24712502427401004,16.847511617812767,0.2988791968694126,200,3815,232
risk-scaled-15,risk-scaled-15,15,1.0,0.5,,10000000.0,3,0.0,0.95,120,0.5,0.004,1.0,,4.155156935680044,0.14377928206899293,0.636196130559907,0.6987660317220303,0.23085277584683322,81.21977444564126,0.29846109524043724,1734,0.47938459280232437,0.0835592967582739,0.636196130559907,0.43846947635402983,0.26320991748290234,31.099497932839707,0.22994448881557863,866,1.9372560701767605,0.2533140063273196,0.22005016054454374,1.3416229271127376,0.1805640850227867,33.36968554247716,0.36697444236067167,219,0.18636681311401326,0.06914636397569596,0.3287675020311509,0.3945765651068778,0.24797049138858773,16.58001194797586,0.3013622481729688,200,2948,201
risk-scaled-30,risk-scaled-30,30,1.0,0.5,,10000000.0,6,0.0,0.95,120,0.5,0.004,1.0,,2.7015386338831595,0.1131615121064331,0.670046239664822,0.5987400668735728,0.21997184273259207,74.35836830486106,0.3023487948514154,2424,0.3035758108259621,0.055828796452618956,0.670046239664822,0.3447633122607134,0.24801889848324293,27.94723481670049,0.23156808666701725,867,1.3022285868903274,0.19094110609846382,0.21133932567121883,1.1033320943605303,0.17188625517207812,30.45763638034543,0.37435054924325284,206,0.23338184432000753,0.08552709869128505,0.324045467321198,0.4614783770958401,0.24211982412151387,15.588222964990551,0.30305986057207857,194,5515,368
risk-scaled-20-double-friction,risk-scaled-20-double-friction,20,1.0,0.5,,10000000.0,4,0.0,0.95,120,0.5,0.008,2.0,,1.8638449247436077,0.09000962375081101,0.7061825171999195,0.493595699707593,0.2278653746413167,78.74936270423987,0.30128454975498514,2518,0.12795896617858027,0.024981059828417918,0.7061825171999195,0.22681014015278494,0.25950251068562136,29.092137280255322,0.23660850757866458,867,1.2501952997892714,0.18524946528490194,0.2283424714301453,1.0496007394478915,0.17695904580921631,32.346689430615186,0.36901307056015653,180,0.12832960564117468,0.048370665731049645,0.3414438503074767,0.3158872389916032,0.24710559582298403,16.792788477556073,0.2983184247699172,204,3778,236
risk-scaled-20-5m,risk-scaled-20-5m,20,1.0,0.5,,10000000.0,4,0.0,0.95,120,0.5,0.004,1.0,5000000.0,3.0472757194229034,0.12133358255464488,0.6805394309713956,0.617013960321487,0.22843167669227982,79.26657838328045,0.2985017325673675,2308,0.282180313332129,0.05225432172269562,0.6805394309713956,0.3278445505870484,0.26021393980086627,29.144725788125996,0.23391982785711385,867,1.6116420765305195,0.22283159316887402,0.21851272387508192,1.2258169163204762,0.17700770671330293,32.314481439319124,0.36575526602016095,173,0.2086485356077239,0.07695798304775314,0.3337234825230804,0.4240817792094205,0.2480989833974547,16.90722326054831,0.29624266893251117,200,3953,237
