open,close,low,trade_date,high
1398.148,1396.438,1393.114,2014-08-12,1402.75
1396.262,1384.309,1370.077,2014-08-13,1397.098
1384.717,1380.303,1378.954,2014-08-14,1394.516
1382.872,1392.451,1377.932,2014-08-15,1392.486
1394.638,1428.739,1394.638,2014-08-18,1429.001
1436.424,1436.396,1427.055,2014-08-19,1446.792
1438.288,1427.404,1421.924,2014-08-20,1438.288
1428.628,1447.881,1421.244,2014-08-21,1447.912
1450.101,1461.722,1446.038,2014-08-22,1465.665
1461.207,1443.806,1439.855,2014-08-25,1461.492
1440.704,1411.15,1406.336,2014-08-26,1443.596
1411.76,1420.54,1411.76,2014-08-27,1427.315
1423.343,1403.795,1398.56,2014-08-28,1424.291
1400.839,1424.469,1400.83,2014-08-29,1424.469
1428.365,1452.843,1427.927,2014-09-01,1453.124
1457.505,1465.033,1452.707,2014-09-02,1465.038
1468.093,1477.673,1461.234,2014-09-03,1479.832
1478.328,1495.513,1472.894,2014-09-04,1495.811
1497.992,1489.835,1482.039,2014-09-05,1498.257
1492.445,1494.017,1479.055,2014-09-09,1497.424
1491.413,1504.914,1484.707,2014-09-10,1506.473
1506.004,1513.014,1502.389,2014-09-11,1532.305
1512.397,1524.121,1506.875,2014-09-12,1524.325
1522.57,1526.135,1517.304,2014-09-15,1528.57
1527.065,1473.13,1471.61,2014-09-16,1529.397
1473.522,1479.118,1456.502,2014-09-17,1481.064
1477.314,1490.787,1474.654,2014-09-18,1492.614
1492.099,1499.124,1486.283,2014-09-19,1501.385
1496.959,1483.353,1480.182,2014-09-22,1496.959
1485.505,1500.99,1483.037,2014-09-23,1502.04
1501.039,1517.421,1497.889,2014-09-24,1517.421
1520.099,1508.416,1505.651,2014-09-25,1523.25
1506.313,1511.357,1502.498,2014-09-26,1512.798
1515.376,1526.175,1515.376,2014-09-29,1526.363
1527.26,1540.874,1527.26,2014-09-30,1540.952
1543.593,1557.568,1537.01,2014-10-08,1557.568
1562.102,1561.166,1541.673,2014-10-09,1569.055
1559.928,1554.217,1546.223,2014-10-10,1563.874
1548.177,1548.327,1527.704,2014-10-13,1548.878
1546.666,1539.119,1532.444,2014-10-14,1560.059
1539.347,1545.623,1527.188,2014-10-15,1545.754
1539.858,1526.56,1526.537,2014-10-16,1551.842
1527.457,1511.054,1488.472,2014-10-17,1529.548
1513.422,1532.38,1513.422,2014-10-20,1532.38
1535.066,1517.483,1515.929,2014-10-21,1537.673
1518.803,1504.552,1503.817,2014-10-22,1524.802
1500.547,1477.837,1474.04,2014-10-23,1501.724
1478.339,1477.588,1473.059,2014-10-24,1493.527
1473.662,1492.01,1465.956,2014-10-27,1492.01
1495.694,1522.052,1495.694,2014-10-28,1522.052
1525.983,1530.084,1524.076,2014-10-29,1535.797
1532.909,1525.767,1522.637,2014-10-30,1539.207
1527.605,1513.267,1502.245,2014-10-31,1529.553
1513.253,1529.892,1513.199,2014-11-03,1529.899
1531.821,1516.396,1514.465,2014-11-04,1538.175
1514.77,1512.487,1505.978,2014-11-05,1517.015
1513.722,1532.52,1510.78,2014-11-06,1532.868
1535.494,1522.625,1517.286,2014-11-07,1543.717
1525.198,1514.818,1506.803,2014-11-10,1526.375
1513.529,1461.508,1452.032,2014-11-11,1514.372
1457.239,1475.753,1455.094,2014-11-12,1476.03
1473.739,1442.859,1434.269,2014-11-13,1473.739
1438.966,1441.213,1435.5,2014-11-14,1449.098
1444.064,1471.685,1437.992,2014-11-17,1474.36
1471.082,1481.86,1470.509,2014-11-18,1483.141
1488.456,1505.552,1488.456,2014-11-19,1509.728
1504.584,1494.591,1491.646,2014-11-20,1504.584
1493.159,1504.833,1493.159,2014-11-21,1508.217
1513.428,1507.811,1497.849,2014-11-24,1515.843
1510.622,1541.922,1510.247,2014-11-25,1541.922
1544.687,1554.22,1544.099,2014-11-26,1561.304
1557.771,1563.409,1548.287,2014-11-27,1566.834
1562.829,1570.851,1558.309,2014-11-28,1582.483
1569.65,1552.306,1544.184,2014-12-01,1569.65
1554.464,1565.417,1552.126,2014-12-02,1567.541
1568.474,1604.447,1540.423,2014-12-03,1604.88
1604.891,1621.845,1604.891,2014-12-04,1631.314
1626.118,1581.907,1544.465,2014-12-05,1626.118
1575.303,1567.163,1554.785,2014-12-08,1600.865
1557.017,1504.623,1504.227,2014-12-09,1577.748
1499.33,1572.685,1499.33,2014-12-10,1576.888
1572.605,1587.665,1563.315,2014-12-11,1593.382
1588.241,1623.569,1586.751,2014-12-12,1626.339
1623.603,1657.498,1619.702,2014-12-15,1664.26
1665.298,1649.582,1636.176,2014-12-16,1674.977
1639.154,1644.212,1623.696,2014-12-17,1652.975
1641.577,1634.052,1633.256,2014-12-18,1663.667
1627.8,1596.811,1568.983,2014-12-19,1627.8
1583.955,1517.928,1510.047,2014-12-22,1583.955
1501.527,1496.534,1489.118,2014-12-23,1543.348
1502.667,1519.798,1501.228,2014-12-24,1524.268
1521.995,1529.468,1514.227,2014-12-25,1531.636
1531.2,1536.082,1524.008,2014-12-26,1539.16
1531.117,1499.4,1491.21,2014-12-29,1531.117
1491.1,1460.108,1450.049,2014-12-30,1493.437
1455.679,1471.764,1451.287,2014-12-31,1479.856
1470.578,1464.774,1429.084,2015-01-05,1470.578
1458.573,1539.828,1454.137,2015-01-06,1542.151
1542.4,1523.387,1517.371,2015-01-07,1547.249
1516.833,1541.887,1516.833,2015-01-08,1565.774
1535.328,1553.239,1534.607,2015-01-09,1583.75
1552.054,1586.124,1550.62,2015-01-12,1587.182
1587.691,1601.168,1578.398,2015-01-13,1611.125
1598.723,1588.007,1579.554,2015-01-14,1605.155
1584.677,1586.335,1578.224,2015-01-15,1606.558
1586.71,1639.555,1586.636,2015-01-16,1641.533
1608.251,1630.065,1599.661,2015-01-19,1691.136
1635.572,1700.852,1635.572,2015-01-20,1700.941
1704.101,1722.581,1701.871,2015-01-21,1729.84
1723.244,1744.037,1716.389,2015-01-22,1744.082
1742.087,1697.288,1693.52,2015-01-23,1742.087
1698.985,1739.79,1698.985,2015-01-26,1740.366
1742.465,1743.675,1715.525,2015-01-27,1754.207
1741.07,1731.413,1727.923,2015-01-28,1759.003
1717.398,1711.372,1709.36,2015-01-29,1733.631
1712.854,1680.58,1679.692,2015-01-30,1721.143
1667.119,1696.829,1660.046,2015-02-02,1708.706
1703.927,1750.906,1703.927,2015-02-03,1762.728
1753.769,1757.739,1743.024,2015-02-04,1770.2
1757.234,1774.312,1741.959,2015-02-05,1809.719
1772.352,1730.966,1725.642,2015-02-06,1783.618
1727.223,1708.845,1702.562,2015-02-09,1753.5
1707.262,1747.675,1700.875,2015-02-10,1747.862
1748.23,1772.845,1748.23,2015-02-11,1783.237
1777.216,1788.809,1776.347,2015-02-12,1799.455
1798.54,1825.488,1796.41,2015-02-13,1828.235
1836.714,1896.628,1836.714,2015-02-16,1897.661
1908.183,1894.306,1873.17,2015-02-17,1909.906
1899.389,1876.745,1872.103,2015-02-25,1909.653
1875.332,1880.388,1847.73,2015-02-26,1891.782
1880.63,1928.044,1880.63,2015-02-27,1928.044
1944.106,1986.986,1940.32,2015-03-02,1987.798
1987.332,1961.743,1961.006,2015-03-03,2004.033
1960.536,2009.827,1960.536,2015-03-04,2011.078
2015.703,2014.786,1997.457,2015-03-05,2032.218
2016.813,1951.398,1949.287,2015-03-06,2018.182
1941.42,1994.39,1932.82,2015-03-09,1996.895
2001.185,2045.322,2001.185,2015-03-10,2048.302
2050.76,2035.829,2022.319,2015-03-11,2054.774
2034.621,2018.132,1984.914,2015-03-12,2054.392
2020.656,2069.072,2011.172,2015-03-13,2070.953
2088.199,2142.672,2088.199,2015-03-16,2144.777
2149.369,2137.462,2117.78,2015-03-17,2164.49
2138.366,2182.919,2124.979,2015-03-18,2186.023
2184.763,2183.878,2160.986,2015-03-19,2192.553
2187.468,2213.766,2187.013,2015-03-20,2232.078
2225.848,2293.649,2221.713,2015-03-23,2293.918
2310.513,2357.969,2253.203,2015-03-24,2363.055
2364.941,2385.014,2344.109,2015-03-25,2405.559
2362.446,2291.789,2270.787,2015-03-26,2370.295
2274.677,2323.818,2267.868,2015-03-27,2326.418
2319.307,2290.476,2266.846,2015-03-30,2332.603
2294.317,2335.171,2288.311,2015-03-31,2358.206
2346.996,2404.909,2345.75,2015-04-01,2407.49
2434.764,2475.325,2420.187,2015-04-02,2475.325
2469.847,2510.16,2460.938,2015-04-03,2515.575
2530.072,2556.698,2522.262,2015-04-07,2557.874
2566.937,2488.158,2442.816,2015-04-08,2568.087
2481.688,2496.487,2346.888,2015-04-09,2501.296
2475.555,2552.829,2457.821,2015-04-10,2567.683
2558.186,2577.776,2545.258,2015-04-13,2596.922
2584.586,2558.848,2539.938,2015-04-14,2593.7
2548.992,2441.739,2441.739,2015-04-15,2548.992
2420.931,2484.33,2407.851,2015-04-16,2532.305
2507.472,2463.99,2453.281,2015-04-17,2511.981
2462.406,2424.848,2411.34,2015-04-20,2493.196
2443.12,2566.091,2443.12,2015-04-21,2566.091
2610.738,2634.931,2610.738,2015-04-22,2655.373
2656.177,2706.185,2656.177,2015-04-23,2718.263
2689.907,2734.75,2672.203,2015-04-24,2747.624
2781.597,2747.497,2737.148,2015-04-27,2806.755
2764.406,2687.974,2650.425,2015-04-28,2779.2
2693.481,2797.524,2674.757,2015-04-29,2798.515
2825.161,2857.89,2825.161,2015-04-30,2918.745
2868.102,2845.252,2803.817,2015-05-04,2884.442
2830.794,2783.443,2753.87,2015-05-05,2845.711
2806.299,2846.558,2806.299,2015-05-06,2927.026
2824.82,2806.047,2801.465,2015-05-07,2879.682
2838.97,2973.596,2838.97,2015-05-08,2974.367
3015.433,3146.83,2991.328,2015-05-11,3150.492
3176.543,3250.296,3133.964,2015-05-12,3254.99
3185.342,3192.147,3123.918,2015-05-13,3271.175
3174.448,3141.593,3137.275,2015-05-14,3228.031
3109.114,3145.335,3059.859,2015-05-15,3176.115
3178.369,3278.483,3178.369,2015-05-18,3286.408
3310.091,3322.774,3206.778,2015-05-19,3340.42
3339.17,3406.284,3339.17,2015-05-20,3471.949
3421.611,3527.413,3421.447,2015-05-21,3531.842
3594.589,3516.627,3438.566,2015-05-22,3618.236
3415.668,3467.916,3370.836,2015-05-25,3499.535
3471.795,3618.231,3471.795,2015-05-26,3619.485
3638.21,3628.673,3546.584,2015-05-27,3662.98
3618.339,3432.982,3432.982,2015-05-28,3677.325
3444.062,3542.844,3328.457,2015-05-29,3595.168
3580.077,3718.753,3580.077,2015-06-01,3722.864
3757.104,3901.543,3756.092,2015-06-02,3912.481
3949.284,3982.251,3838.224,2015-06-03,4011.039
3991.797,3943.467,3695.826,2015-06-04,4015.203
3994.44,3885.832,3841.415,2015-06-05,4037.959
3862.801,3704.553,3643.035,2015-06-08,3862.801
3664.372,3705.536,3633.724,2015-06-09,3793.365
3695.064,3834.699,3676.761,2015-06-10,3876.851
3843.98,3862.138,3815.06,2015-06-11,3884.371
3889.155,3899.705,3850.591,2015-06-12,3922.698
3919.356,3696.027,3688.89,2015-06-15,3919.356
3636.787,3590.669,3475.354,2015-06-16,3669.818
3586.371,3741.357,3511.11,2015-06-17,3754.369
3734.91,3504.554,3497.732,2015-06-18,3752.179
3408.526,3314.976,3304.65,2015-06-19,3476.033
3314.885,3393.94,3154.602,2015-06-23,3397.266
3425.569,3383.404,3304.672,2015-06-24,3459.46
3403.628,3206.381,3172.368,2015-06-25,3408.232
3078.398,2920.703,2915.939,2015-06-26,3078.398
2943.504,2689.76,2663.438,2015-06-29,2950.129
2566.017,2858.606,2485.456,2015-06-30,2875.09
2842.166,2759.408,2743.606,2015-07-01,3008.194
2756.245,2649.316,2591.05,2015-07-02,2825.153
2559.025,2605.276,2458.285,2015-07-03,2788.763
2795.671,2493.828,2417.558,2015-07-06,2795.671
2398.103,2352.01,2350.966,2015-07-07,2415.681
2304.761,2364.049,2304.761,2015-07-08,2364.08
2338.109,2435.755,2338.109,2015-07-09,2435.755
2487.388,2535.889,2478.865,2015-07-10,2535.889
2612.768,2683.074,2592.196,2015-07-13,2683.074
2725.043,2726.048,2715.975,2015-07-14,2827.551
2750.655,2590.031,2583.462,2015-07-15,2750.655
2526.647,2627.076,2439.239,2015-07-16,2698.155
2651.44,2783.324,2646.501,2015-07-17,2805.798
2820.723,2848.303,2777.914,2015-07-20,2907.148
2802.022,2882.897,2779.533,2015-07-21,2917.407
2882.061,2897.373,2828.447,2015-07-22,2932.06
2896.249,2967.952,2864.428,2015-07-23,2969.347
2976.935,2897.824,2879.264,2015-07-24,3014.177
2822.374,2683.446,2683.051,2015-07-27,2924.08
2546.406,2581.962,2492.189,2015-07-28,2705.184
2617.938,2693.865,2483.916,2015-07-29,2693.99
2671.455,2561.191,2556.093,2015-07-30,2707.759
2507.265,2539.844,2499.245,2015-07-31,2605.344
2475.328,2399.273,2371.479,2015-08-03,2494.801
2396.408,2546.162,2380.281,2015-08-04,2546.162
2542.269,2502.041,2480.445,2015-08-05,2584.191
2441.955,2480.926,2430.53,2015-08-06,2517.991
2509.963,2576.993,2505.274,2015-08-07,2586.529
2606.735,2706.718,2593.414,2015-08-10,2726.9
2705.037,2698.912,2675.147,2015-08-11,2747.832
2658.843,2622.188,2622.188,2015-08-12,2700.401
2608.74,2684.258,2578.907,2015-08-13,2684.258
2713.784,2674.022,2664.416,2015-08-14,2725.466
2665.373,2666.287,2613.784,2015-08-17,2676.715
2674.422,2504.172,2488.608,2015-08-18,2720.575
2427.937,2570.691,2359.166,2015-08-19,2584.36
2556.772,2508.817,2508.349,2015-08-20,2610.895
2452.615,2341.954,2340.917,2015-08-21,2480.675
2222.542,2152.614,2152.614,2015-08-24,2246.55
1996.043,1990.706,1987.124,2015-08-25,2048.026
1975.923,1890.036,1875.029,2015-08-26,2044.656
1924.778,1959.494,1843.186,2015-08-27,1959.982
1990.345,2082.124,1960.393,2015-08-28,2086.872
2056.286,1996.865,1987.576,2015-08-31,2058.852
1959.455,1889.491,1877.361,2015-09-01,1959.455
1787.709,1855.032,1779.181,2015-09-02,1953.914
1882.859,1893.521,1878.263,2015-09-07,1953.397
1875.674,2001.156,1859.205,2015-09-08,2004.81
2023.305,2071.717,2017.098,2015-09-09,2102.225
2030.032,2039.118,2024.892,2015-09-10,2078.423
2039.012,2060.505,2029.811,2015-09-11,2084.051
2068.202,1906.214,1905.203,2015-09-14,2075.671
1843.23,1797.557,1794.292,2015-09-15,1892.809
1813.727,1926.245,1808.748,2015-09-16,1928.778
1943.285,1933.297,1922.799,2015-09-17,2020.554
1948.116,1983.298,1922.142,2015-09-18,1995.497
1950.328,2079.06,1945.354,2015-09-21,2080.219
2082.336,2078.718,2042.133,2015-09-22,2108.559
2039.487,2077.99,2036.063,2015-09-23,2103.224
2090.557,2106.594,2084.31,2015-09-24,2130.465
2091.854,2020.972,2002.45,2015-09-25,2106.954
2024.892,2122.257,2007.916,2015-09-28,2124.062
2089.538,2098.567,2075.972,2015-09-29,2135.512
2111.987,2082.673,2049.425,2015-09-30,2124.289
2153.118,2190.311,2138.541,2015-10-08,2210.035
2190.839,2216.656,2184.552,2015-10-09,2230.028
2233.605,2316.782,2232.271,2015-10-12,2344.207
2297.932,2342.039,2290.639,2015-10-13,2351.521
2330.083,2305.003,2295.597,2015-10-14,2350.594
2300.617,2404.533,2296.795,2015-10-15,2406.208
2424.62,2449.03,2401.093,2015-10-16,2452.94
2465.11,2433.599,2398.34,2015-10-19,2466.477
2430.183,2511.164,2427.784,2015-10-20,2520.084
2504.784,2344.74,2335.663,2015-10-21,2527.771
2355.157,2458.138,2355.157,2015-10-22,2465.104
2488.306,2538.383,2461.492,2015-10-23,2549.763
2570.128,2527.477,2481.589,2015-10-26,2570.128
2497.155,2563.958,2423.597,2015-10-27,2586.948
2551.701,2485.235,2473.465,2015-10-28,2583.819
2504.854,2485.276,2436.777,2015-10-29,2528.704
2475.229,2478.277,2439.158,2015-10-30,2534.472
2416.1,2432.038,2408.779,2015-11-02,2513.323
2444.051,2429.27,2407.553,2015-11-03,2461.331
2451.227,2584.317,2451.227,2015-11-04,2584.317
2587.819,2564.722,2542.848,2015-11-05,2630.826
2571.656,2661.412,2571.656,2015-11-06,2666.399
2653.309,2724.619,2612.263,2015-11-09,2747.787
2710.899,2746.609,2700.286,2015-11-10,2783.118
2738.584,2804.677,2730.52,2015-11-11,2806.536
2818.568,2783.298,2743.26,2015-11-12,2827.711
2751.386,2710.161,2681.606,2015-11-13,2772.815
2656.574,2797.162,2654.636,2015-11-16,2797.162
2834.98,2717.052,2711.583,2015-11-17,2847.899
2727.61,2661.165,2655.061,2015-11-18,2741.327
2678.355,2770.752,2676.755,2015-11-19,2770.752
2783.036,2800.15,2757.839,2015-11-20,2817.961
2797.122,2770.577,2759.306,2015-11-23,2839.843
2767.723,2816.048,2739.517,2015-11-24,2816.048
2813.51,2897.569,2806.819,2015-11-25,2906.796
2911.853,2833.198,2831.381,2015-11-26,2915.95
2819.364,2649.55,2629.125,2015-11-27,2844.053
2658.972,2672.581,2507.381,2015-11-30,2687.047
2669.302,2655.345,2621.167,2015-12-01,2700.346
2653.237,2613.263,2525.342,2015-12-02,2660.115
2622.486,2708.123,2622.486,2015-12-03,2710.807
2702.563,2692.161,2679.351,2015-12-04,2749.179
2699.337,2738.149,2687.022,2015-12-07,2751.239
2723.619,2691.658,2678.661,2015-12-08,2731.715
2677.587,2667.912,2650.445,2015-12-09,2699.636
2665.275,2695.507,2663.374,2015-12-10,2729.238
2686.305,2671.292,2666.887,2015-12-11,2701.686
2642.817,2709.265,2622.473,2015-12-14,2709.265
2718.251,2745.7,2718.251,2015-12-15,2764.795
2760.256,2763.114,2749.795,2015-12-16,2789.276
2784.97,2835.701,2784.97,2015-12-17,2835.701
2836.916,2830.259,2801.635,2015-12-18,2850.693
2825.315,2829.921,2800.349,2015-12-21,2836.608
2836.957,2839.852,2811.606,2015-12-22,2849.36
2845.434,2783.942,2779.926,2015-12-23,2848.829
2775.984,2795.78,2735.969,2015-12-24,2801.565
2807.514,2794.73,2777.457,2015-12-25,2820.532
2809.519,2735.485,2735.485,2015-12-28,2823.748
2732.554,2749.822,2710.199,2015-12-29,2749.822
2758.25,2779.513,2749.289,2015-12-30,2781.84
2780.539,2714.048,2713.689,2015-12-31,2785.656
2706.275,2491.24,2490.469,2016-01-04,2710.299
2353.233,2416.725,2333.608,2016-01-05,2481.202
2433.358,2468.366,2388.69,2016-01-06,2472.19
2415.329,2256.524,2254.496,2016-01-07,2415.329
2297.592,2248.99,2142.326,2016-01-08,2318.123
2188.188,2106.358,2105.771,2016-01-11,2230.423
2117.251,2147.531,2087.272,2016-01-12,2179.088
2160.323,2059.776,2059.776,2016-01-13,2174.227
1991.232,2175.012,1989.865,2016-01-14,2179.379
2160.174,2112.902,2096.186,2016-01-15,2184.563
2074.858,2174.934,2074.858,2016-01-18,2206.835
2170.094,2241.696,2148.72,2016-01-19,2244.785
2222.601,2204.648,2190.505,2016-01-20,2249.355
2173.315,2112.404,2112.404,2016-01-21,2241.471
2140.281,2149.586,2078.117,2016-01-22,2161.236
2165.726,2158.824,2136.875,2016-01-25,2185.213
2132.217,1994.047,1990.514,2016-01-26,2135.565
1997.316,1997.465,1888.25,2016-01-27,2012.296
1969.309,1906.461,1900.882,2016-01-28,1990.916
1908.262,1994.065,1907.289,2016-01-29,2011.057
1989.207,1992.695,1956.92,2016-02-01,2011.679
1996.594,2075.287,1996.594,2016-02-02,2089.214
2049.324,2090.513,2034.602,2016-02-03,2105.38
2095.617,2126.534,2095.617,2016-02-04,2142.869
2127.347,2096.986,2096.986,2016-02-05,2141.556
2029.556,2116.838,2029.556,2016-02-15,2130.362
2128.056,2201.925,2128.056,2016-02-16,2208.572
2197.925,2215.341,2170.998,2016-02-17,2219.783
2230.799,2190.911,2188.187,2016-02-18,2239.91
2186.015,2211.006,2182.959,2016-02-19,2230.216
2235.17,2245.564,2216.156,2016-02-22,2245.564
2245.75,2218.119,2189.527,2016-02-23,2249.691
2212.589,2203.741,2154.274,2016-02-24,2230.006
2198.928,2037.143,2030.42,2016-02-25,2198.928
2045.51,2014.92,1980.166,2016-02-26,2057.802
2000.572,1880.66,1866.25,2016-02-29,2000.572
1881.321,1934.919,1841.224,2016-03-01,1952.432
1930.842,2017.604,1925.023,2016-03-02,2022.863
2014.179,2007.076,2006.707,2016-03-03,2063.531
1994.061,1907.041,1895.396,2016-03-04,2003.689
