model,trade_date,side,symbol,shares,price,gross_value,commission,slippage_rate
m4,2018-04-02,sell,SH513100,1127100,2.1885622000000002,2466728.45562,740.018536686,0.0002
m4,2018-04-02,buy,SZ159915,1366400,1.805361,2466845.2704,740.0535811199999,0.0002
m4,2018-04-09,sell,SZ159915,1366400,1.7316536,2366131.47904,709.8394437119999,0.0002
m4,2018-04-16,buy,SH513100,1077000,2.195439,2364487.803,709.3463408999999,0.0002
m4,2018-11-26,sell,SH513100,1077000,2.3625274,2544442.0097999997,763.3326029399998,0.0002
m4,2018-11-26,buy,SH518880,932100,2.7275454,2542345.06734,762.7035202019999,0.0002
m4,2018-12-03,sell,SH518880,932100,2.7204558000000003,2535736.85118,760.721055354,0.0002
m4,2018-12-03,buy,SH513100,991300,2.5565112,2534269.55256,760.280865768,0.0002
m4,2018-12-10,sell,SH513100,991300,2.3675264,2346928.92032,704.078676096,0.0002
m4,2018-12-10,buy,SH518880,850900,2.7585516,2347251.55644,704.175466932,0.0002
m4,2019-02-25,sell,SH518880,850900,2.8524294,2427132.17646,728.139652938,0.0002
m4,2019-02-25,buy,SZ159915,1693200,1.4322864,2425147.33248,727.5441997439999,0.0002
m4,2019-04-01,sell,SZ159915,1693200,1.634673,2767828.3236000002,830.34849708,0.0002
m4,2019-04-01,buy,SH513100,1067800,2.5875174000000003,2762951.0797200003,828.8853239160001,0.0002
m4,2019-08-26,sell,SH513100,1067800,2.764447,2951876.5066,885.5629519799999,0.0002
m4,2019-08-26,buy,SZ159915,1914200,1.540308,2948457.5736000002,884.53727208,0.0002
m4,2019-09-02,sell,SZ159915,1914200,1.54969,2966416.598,889.9249794,0.0002
m4,2019-09-02,buy,SH513100,1045100,2.8365671999999997,2964496.38072,889.3489142159999,0.0002
m4,2019-09-09,sell,SH513100,1045100,2.8934212,3023914.4961200003,907.174348836,0.0002
m4,2019-09-09,buy,SZ159915,1843200,1.6393278,3021609.00096,906.4827002879999,0.0002
m4,2019-09-30,sell,SZ159915,1843200,1.584683,2920887.7056,876.26631168,0.0002
m4,2019-09-30,buy,SH513100,1026200,2.8455690000000002,2920122.9078,876.03687234,0.0002
m4,2019-12-09,sell,SH513100,1026200,3.0753848,3155959.8817600003,946.787964528,0.0002
m4,2019-12-09,buy,SZ159915,1890400,1.6673334,3151927.05936,945.5781178079999,0.0002
m4,2020-03-02,sell,SZ159915,1890400,2.0255948,3829184.40992,1148.755322976,0.0002
m4,2020-03-02,buy,SH513100,1115600,3.4246847999999996,3820578.3628799994,1146.1735088639998,0.0002
m4,2020-06-15,sell,SH513100,1115600,3.709258,4138048.2248,1241.41446744,0.0002
m4,2020-06-15,buy,SZ159915,1928200,2.1434285999999996,4132959.0265199994,1239.8877079559998,0.0002
m4,2020-07-27,sell,SZ159915,1928200,2.5434912,4904359.7318400005,1471.307919552,0.0002
m4,2020-07-27,buy,SH513100,1277600,3.830766,4894186.6416,1468.2559924799998,0.0002
m4,2020-12-21,sell,SH513100,1277600,4.3001398,5493858.60848,1648.1575825439998,0.0002
m4,2020-12-21,buy,SZ159915,2041100,2.6875373999999996,5485532.5871399995,1645.6597761419996,0.0002
m4,2021-02-01,sell,SZ159915,2041100,3.0233952,6171051.94272,1851.3155828159997,0.0002
m4,2021-02-01,buy,SH513100,1444300,4.265853,6161171.4879,1848.3514463699998,0.0002
m4,2021-02-18,sell,SH513100,1444300,4.519095999999999,6526930.352799999,1958.0791058399993,0.0002
m4,2021-02-18,buy,SZ159915,1944000,3.3536706,6519535.6464,1955.86069392,0.0002
m4,2021-02-22,sell,SZ159915,1944000,3.1553688,6134036.9472,1840.21108416,0.0002
m4,2021-02-22,buy,SH513100,1355600,4.5249048,6133960.94688,1840.1882840639998,0.0002
m4,2021-03-08,sell,SH513100,1355600,4.229154,5733041.162400001,1719.91234872,0.0002
m4,2021-03-15,buy,SH513100,1321900,4.3348667999999995,5730260.422919999,1719.0781268759995,0.0002
m4,2021-05-31,sell,SH513100,1321900,4.4821034,5924892.48446,1777.4677453379998,0.0002
m4,2021-05-31,buy,SZ159915,1891800,3.130626,5922518.266799999,1776.7554800399996,0.0002
m4,2021-06-15,sell,SZ159915,1891800,3.1903618,6035526.45324,1810.6579359719997,0.0002
m4,2021-06-15,buy,SH513100,1309100,4.6069211999999995,6030920.542919999,1809.2761628759995,0.0002
m4,2021-11-15,sell,SH513100,1309100,5.3239350000000005,6969563.3085,2090.86899255,0.0002
m4,2021-11-15,buy,SZ159915,2092600,3.3246648,6957193.5604799995,2087.1580681439996,0.0002
m4,2021-12-06,sell,SZ159915,2092600,3.3533292,7017176.683920001,2105.153005176,0.0002
m4,2021-12-06,buy,SH513100,1364000,5.1410279999999995,7012362.191999999,2103.7086575999997,0.0002
m4,2022-01-24,sell,SH513100,1364000,4.739052,6464066.928,1939.2200784,0.0002
m4,2022-01-24,buy,SH518880,1766100,3.660732,6465218.7852,1939.5656355599997,0.0002
m4,2022-02-07,sell,SH518880,1766100,3.619276,6392003.3436,1917.6010030799998,0.0002
m4,2022-02-21,buy,SH518880,1696600,3.7637525999999997,6385582.66116,1915.6747983479997,0.0002
m4,2022-06-27,sell,SH518880,1696600,3.8412316,6517033.53256,1955.110059768,0.0002
m4,2022-06-27,buy,SZ159915,2367800,2.7515501999999996,6515120.563559999,1954.5361690679995,0.0002
m4,2022-07-04,sell,SZ159915,2367800,2.6814636,6349169.51208,1904.7508536239998,0.0002
m4,2022-07-04,buy,SH518880,1672500,3.7947588,6346734.092999999,1904.0202278999996,0.0002
m4,2022-07-11,sell,SH518880,1672500,3.664267,6128486.5575,1838.5459672499999,0.0002
m4,2022-08-01,buy,SH518880,1634000,3.7477494,6123822.5196,1837.14675588,0.0002
m4,2022-09-05,sell,SH518880,1634000,3.74925,6126274.5,1837.8823499999999,0.0002
m4,2022-09-13,buy,SH518880,1618600,3.7827564,6122769.50904,1836.8308527119998,0.0002
m4,2022-09-19,sell,SH518880,1618600,3.7372524,6049116.73464,1814.735020392,0.0002
m4,2022-09-26,buy,SH518880,1617200,3.7387476,6046302.61872,1813.8907856159997,0.0002
m4,2022-10-24,sell,SH518880,1617200,3.814237,6168384.0764,1850.5152229199998,0.0002
m4,2022-10-31,buy,SH518880,1618700,3.8077614,6163623.37818,1849.0870134539998,0.0002
m4,2023-01-16,sell,SH518880,1618700,4.0571884,6567370.8630800005,1970.211258924,0.0002
m4,2023-01-16,buy,SZ159915,2710200,2.4214841999999996,6562706.478839999,1968.8119436519996,0.0002
m4,2023-02-13,sell,SZ159915,2710200,2.4625074000000002,6673887.555480001,2002.166266644,0.0002
m4,2023-02-13,buy,SH513100,1557800,4.280856,6668717.4768,2000.61524304,0.0002
m4,2023-03-06,sell,SH513100,1557800,4.324135,6736137.5030000005,2020.8412509,0.0002
m4,2023-03-06,buy,SH518880,1656500,4.063812599999999,6731705.571899999,2019.5116715699994,0.0002
m4,2023-03-13,sell,SH518880,1656500,4.1051788,6800228.6822,2040.0686046599997,0.0002
m4,2023-03-13,buy,SH513100,1610000,4.220844,6795558.839999999,2038.6676519999994,0.0002
m4,2024-09-30,sell,SH513100,1610000,7.003599,11275794.39,3382.738317,0.0002
m4,2024-09-30,buy,SZ159915,5613300,2.0004,11228845.32,3368.6535959999997,0.0002
m4,2024-10-28,sell,SZ159915,5613300,2.1925614,12307504.906620001,3692.251471986,0.0002
m4,2024-10-28,buy,SH513100,1668400,7.366473,12290223.5532,3687.06706596,0.0002
m4,2025-03-17,sell,SH513100,1668400,7.258548,12110161.4832,3633.04844496,0.0002
m4,2025-03-17,buy,SH518880,1813300,6.6753348,12104384.59284,3631.3153778519995,0.0002
m4,2025-05-19,sell,SH518880,1813300,7.204558800000001,13064026.472040001,3919.207941612,0.0002
m4,2025-05-19,buy,SH513100,1683200,7.75155,13047408.959999999,3914.2226879999994,0.0002
m4,2025-06-30,sell,SH513100,1683200,8.123375,13673264.799999999,4101.979439999999,0.0002
m4,2025-06-30,buy,SZ159915,6472700,2.110422,13660128.4794,4098.038543819999,0.0002
m4,2025-08-04,sell,SZ159915,6472700,2.284543,14787161.476100001,4436.14844283,0.0002
m4,2025-08-04,buy,SH513100,1797300,8.216643,14767772.4639,4430.331739169999,0.0002
m4,2025-08-18,sell,SH513100,1797300,8.573285000000002,15408765.130500004,4622.629539150001,0.0002
m4,2025-08-18,buy,SZ159915,6107600,2.520504,15394230.2304,4618.26906912,0.0002
m4,2025-09-22,sell,SZ159915,6107600,3.0673864,18734369.17664,5620.310752992,0.0002
m4,2025-09-22,buy,SH513100,2121400,8.811762,18693271.906799998,5607.981572039999,0.0002
m4,2026-01-12,sell,SH513100,2121400,9.518096,20191688.8544,6057.50665632,0.0002
m4,2026-01-12,buy,SZ159915,6083900,3.3146628,20166077.00892,6049.8231026759995,0.0002
m4,2026-01-26,sell,SZ159915,6083900,3.3513296,20389154.153440002,6116.746246032,0.0002
m4,2026-01-26,buy,SH513100,2157900,9.441887999999999,20374650.115199998,6112.395034559999,0.0002
m4,2026-03-23,sell,SH513100,2157900,8.623275,18608165.1225,5582.449536749999,0.0002
m4,2026-03-23,buy,SH518880,1961400,9.489897599999999,18613485.15264,5584.045545792,0.0002
m4,2026-04-13,sell,SH518880,1961400,9.9160164,19449274.56696,5834.782370087999,0.0002
m4,2026-04-13,buy,SZ159915,5663600,3.430686,19430033.2296,5829.00996888,0.0002
m4,2026-05-25,sell,SZ159915,5663600,3.9812036,22547944.70896,6764.383412687999,0.0002
m4,2026-05-25,buy,SH513100,2035400,11.057210999999999,22505847.269399997,6751.7541808199985,0.0002
m4,2026-06-22,sell,SH513100,2035400,11.552688999999999,23514343.190599997,7054.302957179998,0.0002
m4,2026-06-22,buy,SZ159915,5473600,4.2918582,23491915.04352,7047.574513055999,0.0002
m4,2026-06-29,sell,SZ159915,5473600,4.19916,22984522.176,6895.356652799999,0.0002
m4,2026-06-29,buy,SH513100,2125900,10.807160999999999,22974943.5699,6892.483070969999,0.0002
b1,2014-01-02,buy,SH513100,282700,1.1672334,329976.88218,98.993064654,0.0002
b1,2014-01-02,buy,SH518880,138100,2.3894778,329986.88418,98.99606525399999,0.0002
b1,2014-01-02,buy,SZ159915,259200,1.2732545999999998,330027.59231999994,99.00827769599998,0.0002
b1,2014-02-07,sell,SZ159915,19500,1.4507098,28288.8411,8.48665233,0.0002
b1,2014-02-07,buy,SH513100,16600,1.1622324,19293.057839999998,5.787917351999999,0.0002
b1,2014-02-07,buy,SH518880,3200,2.4614922,7876.7750399999995,5.0,0.0002
b1,2014-03-03,sell,SH513100,9800,1.2447510000000002,12198.5598,5.0,0.0002
b1,2014-03-03,sell,SH518880,4900,2.6424714,12948.109859999999,5.0,0.0002
b1,2014-03-03,buy,SZ159915,17800,1.40028,24924.984,7.4774952,0.0002
b1,2014-04-01,sell,SH513100,800,1.1867626,949.41008,5.0,0.0002
b1,2014-04-01,sell,SH518880,2800,2.5634872,7177.76416,5.0,0.0002
b1,2014-04-01,buy,SZ159915,6500,1.2982596,8438.687399999999,5.0,0.0002
b1,2014-05-05,sell,SH518880,4400,2.6314736,11578.48384,5.0,0.0002
b1,2014-05-05,buy,SH513100,1800,1.1712342,2108.22156,5.0,0.0002
b1,2014-05-05,buy,SZ159915,7500,1.2532505999999999,9399.3795,5.0,0.0002
b1,2014-06-03,sell,SH513100,11100,1.2357528,13716.85608,5.0,0.0002
b1,2014-06-03,sell,SZ159915,4000,1.2907418,5162.9672,5.0,0.0002
b1,2014-06-03,buy,SH518880,7500,2.5265052,18948.789,5.6846366999999995,0.0002
b1,2014-07-01,sell,SZ159915,5000,1.3757248,6878.624,5.0,0.0002
b1,2014-07-01,buy,SH513100,4600,1.2722544,5852.37024,5.0,0.0002
b1,2014-07-01,buy,SH518880,200,2.6395277999999998,527.9055599999999,5.0,0.0002
b1,2014-08-01,sell,SH513100,8300,1.2827434,10646.77022,5.0,0.0002
b1,2014-08-01,buy,SH518880,400,2.575515,1030.2060000000001,5.0,0.0002
b1,2014-08-01,buy,SZ159915,7500,1.310262,9826.965,5.0,0.0002
b1,2014-09-01,sell,SH513100,3100,1.3397320000000001,4153.1692,5.0,0.0002
b1,2014-09-01,sell,SZ159915,8100,1.394721,11297.2401,5.0,0.0002
b1,2014-09-01,buy,SH518880,5900,2.5515102,15053.91018,5.0,0.0002
b1,2014-10-08,sell,SZ159915,19400,1.5006998,29113.57612,8.734072836,0.0002
b1,2014-10-08,buy,SH513100,8700,1.2942588,11260.05156,5.0,0.0002
b1,2014-10-08,buy,SH518880,7300,2.4184836,17654.93028,5.296479084,0.0002
b1,2014-11-03,sell,SH513100,14500,1.3607278,19730.5531,5.91916593,0.0002
b1,2014-11-03,buy,SH518880,6300,2.315463,14587.416899999998,5.0,0.0002
b1,2014-11-03,buy,SZ159915,3600,1.475295,5311.062,5.0,0.0002
b1,2014-12-01,sell,SH513100,2800,1.3997199999999999,3919.2159999999994,5.0,0.0002
b1,2014-12-01,sell,SZ159915,2900,1.5196960000000002,4407.1184,5.0,0.0002
b1,2014-12-01,buy,SH518880,3500,2.305461,8069.1135,5.0,0.0002
b1,2015-01-05,sell,SH518880,8500,2.4125174,20506.3979,6.151919369999999,0.0002
b1,2015-01-05,buy,SH513100,500,1.3852769999999999,692.6384999999999,5.0,0.0002
b1,2015-01-05,buy,SZ159915,14100,1.4242848,20082.41568,6.024724703999999,0.0002
b1,2015-02-02,sell,SH518880,1400,2.5794840000000003,3611.2776000000003,5.0,0.0002
b1,2015-02-02,sell,SZ159915,16000,1.6086782,25738.851199999997,7.721655359999999,0.0002
b1,2015-02-02,buy,SH513100,21000,1.3602720000000001,28565.712000000003,8.5697136,0.0002
b1,2015-03-02,sell,SH513100,1700,1.4517096,2467.90632,5.0,0.0002
b1,2015-03-02,sell,SZ159915,20700,1.8676264000000002,38659.866480000004,11.597959944,0.0002
b1,2015-03-02,buy,SH518880,16300,2.4724944,40301.65872,12.090497615999999,0.0002
b1,2015-04-01,sell,SZ159915,28200,2.2405518,63183.56076,18.955068228,0.0002
b1,2015-04-01,buy,SH513100,18300,1.4272854,26119.322819999998,7.835796845999998,0.0002
b1,2015-04-01,buy,SH518880,15500,2.3664732,36680.3346,11.004100379999999,0.0002
b1,2015-05-04,sell,SZ159915,22700,2.7574484,62594.07868,18.778223603999997,0.0002
b1,2015-05-04,buy,SH513100,18500,1.460292,27015.402,8.104620599999999,0.0002
b1,2015-05-04,buy,SH518880,14400,2.3814762,34293.25728,10.287977183999999,0.0002
b1,2015-06-01,sell,SZ159915,21100,3.3973204000000004,71683.46044000001,21.505038132000003,0.0002
b1,2015-06-01,buy,SH513100,23200,1.4692938,34087.61616,10.226284847999999,0.0002
b1,2015-06-01,buy,SH518880,15300,2.3834766,36467.191979999996,10.940157593999999,0.0002
b1,2015-07-01,sell,SH513100,22500,1.4397119999999999,32393.519999999997,9.718055999999999,0.0002
b1,2015-07-01,sell,SH518880,14400,2.3425314,33732.45216,10.119735647999999,0.0002
b1,2015-07-01,buy,SZ159915,25300,2.660532,67311.4596,20.193437879999998,0.0002
b1,2015-08-03,sell,SH513100,32300,1.529694,49409.116200000004,14.82273486,0.0002
b1,2015-08-03,buy,SH518880,5600,2.1774354,12193.638239999998,5.0,0.0002
b1,2015-08-03,buy,SZ159915,16300,2.3254650000000003,37905.07950000001,11.37152385,0.0002
b1,2015-09-01,sell,SH513100,5000,1.4557088,7278.544,5.0,0.0002
b1,2015-09-01,sell,SH518880,27100,2.34953,63672.263000000006,19.1016789,0.0002
b1,2015-09-01,buy,SZ159915,39900,1.7973594,71714.64005999999,21.514392017999995,0.0002
b1,2015-10-08,sell,SZ159915,18700,2.034593,38046.8891,11.414066729999998,0.0002
b1,2015-10-08,buy,SH513100,12500,1.4512902,18141.127500000002,5.442338250000001,0.0002
b1,2015-10-08,buy,SH518880,8200,2.335467,19150.8294,5.745248819999999,0.0002
b1,2015-11-02,sell,SH513100,3800,1.5636872000000002,5942.01136,5.0,0.0002
b1,2015-11-02,sell,SZ159915,10000,2.2725454000000003,22725.454,6.8176362,0.0002
b1,2015-11-02,buy,SH518880,12000,2.3334666,28001.5992,8.40047976,0.0002
b1,2015-12-01,sell,SZ159915,15300,2.509498,38395.3194,11.51859582,0.0002
b1,2015-12-01,buy,SH513100,1100,1.5903180000000001,1749.3498000000002,5.0,0.0002
b1,2015-12-01,buy,SH518880,16500,2.1964392,36241.2468,10.872374039999999,0.0002
b1,2016-01-04,sell,SH513100,800,1.6166766000000001,1293.34128,5.0,0.0002
b1,2016-01-04,sell,SH518880,700,2.234553,1564.1871,5.0,0.0002
b1,2016-01-04,buy,SZ159915,1100,2.5315062,2784.6568199999997,5.0,0.0002
b1,2016-02-01,sell,SH513100,1800,1.4707058000000002,2647.2704400000002,5.0,0.0002
b1,2016-02-01,sell,SH518880,31000,2.3665266000000003,73362.3246,22.00869738,0.0002
b1,2016-02-01,buy,SZ159915,41300,1.875375,77452.9875,23.23589625,0.0002
b1,2016-03-01,sell,SH518880,14900,2.619476,39030.1924,11.709057719999999,0.0002
b1,2016-03-01,buy,SH513100,6300,1.4632926,9218.74338,5.0,0.0002
b1,2016-03-01,buy,SZ159915,16600,1.7763552,29487.496320000002,8.846248896,0.0002
b1,2016-04-01,sell,SZ159915,24400,2.1085782,51449.30808,15.434792424,0.0002
b1,2016-04-01,buy,SH513100,5800,1.535307,8904.7806,5.0,0.0002
b1,2016-04-01,buy,SH518880,16200,2.5535106,41366.87172,12.410061515999999,0.0002
b1,2016-05-03,sell,SH518880,9700,2.69946,26184.762000000002,7.8554286,0.0002
b1,2016-05-03,buy,SH513100,6400,1.5053009999999998,9633.926399999998,5.0,0.0002
b1,2016-05-03,buy,SZ159915,8200,2.0364072,16698.539040000003,5.009561712000001,0.0002
b1,2016-06-01,sell,SH513100,12200,1.5766846,19235.55212,5.7706656359999995,0.0002
b1,2016-06-01,sell,SZ159915,2000,2.0665866000000004,4133.173200000001,5.0,0.0002
b1,2016-06-01,buy,SH518880,9000,2.5835166000000003,23251.649400000002,6.97549482,0.0002
b1,2016-07-01,sell,SH518880,10300,2.8384322,29235.85166,8.770755498,0.0002
b1,2016-07-01,buy,SH513100,17400,1.5453089999999998,26888.376599999996,8.066512979999999,0.0002
b1,2016-07-01,buy,SZ159915,700,2.1374274,1496.19918,5.0,0.0002
b1,2016-08-01,sell,SH513100,27400,1.7416516,47721.25384,14.316376151999998,0.0002
b1,2016-08-01,buy,SH518880,2500,2.8815761999999996,7203.940499999999,5.0,0.0002
b1,2016-08-01,buy,SZ159915,19800,2.0244048,40083.21504,12.024964512,0.0002
b1,2016-09-01,sell,SZ159915,9800,2.0985802000000002,20566.085960000004,6.169825788000001,0.0002
b1,2016-09-01,buy,SH513100,7100,1.6933386,12022.70406,5.0,0.0002
b1,2016-09-01,buy,SH518880,3100,2.8195638,8740.64778,5.0,0.0002
b1,2016-10-10,sell,SH513100,6800,1.7136572,11652.86896,5.0,0.0002
b1,2016-10-10,buy,SH518880,3900,2.7295458,10645.22862,5.0,0.0002
b1,2016-10-10,buy,SZ159915,600,2.0714142,1242.84852,5.0,0.0002
b1,2016-11-01,sell,SH513100,100,1.7346530000000002,173.4653,5.0,0.0002
b1,2016-11-01,sell,SH518880,2100,2.7924414000000004,5864.126940000001,5.0,0.0002
b1,2016-11-01,buy,SZ159915,2800,2.0714142,5799.95976,5.0,0.0002
b1,2016-12-01,sell,SH513100,9900,1.7826434,17648.16966,5.294450897999999,0.0002
b1,2016-12-01,sell,SZ159915,4000,2.089582,8358.328,5.0,0.0002
b1,2016-12-01,buy,SH518880,10000,2.625525,26255.25,7.876574999999999,0.0002
b1,2017-01-03,sell,SH513100,11100,1.8056388,20042.59068,6.012777204,0.0002
b1,2017-01-03,sell,SH518880,5900,2.634473,15543.3907,5.0,0.0002
b1,2017-01-03,buy,SZ159915,19000,1.8823763999999998,35765.1516,10.729545479999999,0.0002
b1,2017-02-03,sell,SH513100,7600,1.8636272,14163.56672,5.0,0.0002
b1,2017-02-03,sell,SH518880,2500,2.6774644,6693.661,5.0,0.0002
b1,2017-02-03,buy,SZ159915,11500,1.8063612,20773.1538,6.23194614,0.0002
b1,2017-03-01,sell,SH513100,3500,1.9466106,6813.1371,5.0,0.0002
b1,2017-03-01,buy,SH518880,500,2.7525503999999996,1376.2751999999998,5.0,0.0002
b1,2017-03-01,buy,SZ159915,2700,1.8423684,4974.39468,5.0,0.0002
b1,2017-04-05,sell,SH513100,4100,1.9996,8198.36,5.0,0.0002
b1,2017-04-05,sell,SH518880,100,2.7834432,278.34432,5.0,0.0002
b1,2017-04-05,buy,SZ159915,4600,1.8313662,8424.28452,5.0,0.0002
b1,2017-05-02,sell,SH513100,5100,2.034593,10376.4243,5.0,0.0002
b1,2017-05-02,sell,SH518880,1100,2.7914415999999997,3070.58576,5.0,0.0002
b1,2017-05-02,buy,SZ159915,7700,1.7753549999999998,13670.233499999998,5.0,0.0002
b1,2017-06-01,sell,SH513100,9400,2.09958,19736.052,5.920815599999999,0.0002
b1,2017-06-01,sell,SH518880,500,2.7784442,1389.2221,5.0,0.0002
b1,2017-06-01,buy,SZ159915,12500,1.6873374,21091.717500000002,6.32751525,0.0002
b1,2017-07-03,sell,SZ159915,13100,1.7466506000000002,22881.122860000003,6.864336858000001,0.0002
b1,2017-07-03,buy,SH513100,7800,2.0124024,15696.73872,5.0,0.0002
b1,2017-07-03,buy,SH518880,2700,2.7095418000000002,7315.762860000001,5.0,0.0002
b1,2017-08-01,sell,SH513100,8200,2.0715856,16987.001920000002,5.096100576,0.0002
b1,2017-08-01,sell,SH518880,2900,2.7394520000000004,7944.4108000000015,5.0,0.0002
b1,2017-08-01,buy,SZ159915,15100,1.6513302,24935.086020000002,7.480525806,0.0002
b1,2017-09-01,sell,SZ159915,12100,1.7676464,21388.52144,6.416556431999999,0.0002
b1,2017-09-01,buy,SH513100,6900,2.0684136,14272.05384,5.0,0.0002
b1,2017-09-01,buy,SH518880,2400,2.7785556,6668.533439999999,5.0,0.0002
b1,2017-10-09,sell,SH513100,2800,2.1035792,5890.02176,5.0,0.0002
b1,2017-10-09,sell,SZ159915,3000,1.7966406,5389.9218,5.0,0.0002
b1,2017-10-09,buy,SH518880,4100,2.7325464,11203.44024,5.0,0.0002
b1,2017-11-01,sell,SH513100,7000,2.1775644,15242.9508,5.0,0.0002
b1,2017-11-01,buy,SH518880,2100,2.7145428,5700.539879999999,5.0,0.0002
b1,2017-11-01,buy,SZ159915,5200,1.7733545999999998,9221.44392,5.0,0.0002
b1,2017-12-01,sell,SH513100,8500,2.2315536000000002,18968.2056,5.690461679999999,0.0002
b1,2017-12-01,sell,SH518880,2000,2.7084582,5416.9164,5.0,0.0002
b1,2017-12-01,buy,SZ159915,14800,1.665333,24646.9284,7.39407852,0.0002
b1,2018-01-02,sell,SH518880,1500,2.7214556,4082.1834000000003,5.0,0.0002
b1,2018-01-02,buy,SH513100,600,2.2194437999999996,1331.6662799999997,5.0,0.0002
b1,2018-01-02,buy,SZ159915,1700,1.6503299999999999,2805.5609999999997,5.0,0.0002
b1,2018-02-01,sell,SH513100,6500,2.3105378,15018.495700000001,5.0,0.0002
b1,2018-02-01,buy,SH518880,1500,2.7315462,4097.3193,5.0,0.0002
b1,2018-02-01,buy,SZ159915,6600,1.6343268,10786.55688,5.0,0.0002
b1,2018-03-01,sell,SZ159915,3600,1.639672,5902.8192,5.0,0.0002
b1,2018-03-01,buy,SH513100,1100,2.2814562,2509.60182,5.0,0.0002
b1,2018-03-01,buy,SH518880,1300,2.6925384,3500.29992,5.0,0.0002
b1,2018-04-02,sell,SZ159915,22300,1.8046389999999999,40243.4497,12.073034909999999,0.0002
b1,2018-04-02,buy,SH513100,14000,2.1894378,30652.1292,9.19563876,0.0002
b1,2018-04-02,buy,SH518880,3400,2.6985395999999997,9175.03464,5.0,0.0002
b1,2018-05-02,sell,SH513100,7600,2.234553,16982.6028,5.094780839999999,0.0002
b1,2018-05-02,sell,SH518880,1200,2.6804638,3216.55656,5.0,0.0002
b1,2018-05-02,buy,SZ159915,11900,1.7113422,20364.97218,6.109491653999999,0.0002
b1,2018-06-01,sell,SH513100,10200,2.3445310000000004,23914.216200000003,7.17426486,0.0002
b1,2018-06-01,buy,SH518880,700,2.6775354,1874.27478,5.0,0.0002
b1,2018-06-01,buy,SZ159915,13400,1.6413282,21993.797880000002,6.598139364,0.0002
b1,2018-07-02,sell,SH513100,11400,2.4475104,27901.618560000003,8.370485568,0.0002
b1,2018-07-02,sell,SH518880,1200,2.664467,3197.3604,5.0,0.0002
b1,2018-07-02,buy,SZ159915,20500,1.5223044,31207.240199999997,9.362172059999999,0.0002
b1,2018-08-01,sell,SH513100,9200,2.6024794000000004,23942.810480000004,7.1828431440000005,0.0002
b1,2018-08-01,buy,SH518880,2500,2.6725344,6681.336,5.0,0.0002
b1,2018-08-01,buy,SZ159915,11500,1.4942988,17184.4362,5.155330859999999,0.0002
b1,2018-09-03,sell,SH513100,12800,2.7424513999999998,35103.37792,10.531013375999999,0.0002
b1,2018-09-03,sell,SH518880,600,2.639472,1583.6832,5.0,0.0002
b1,2018-09-03,buy,SZ159915,26900,1.3642728000000002,36698.93832,11.009681495999999,0.0002
b1,2018-10-08,sell,SH518880,4500,2.64947,11922.615,5.0,0.0002
b1,2018-10-08,buy,SH513100,1900,2.6625324,5058.81156,5.0,0.0002
b1,2018-10-08,buy,SZ159915,5600,1.3172633999999999,7376.675039999999,5.0,0.0002
b1,2018-11-01,sell,SH518880,10200,2.7214556,27758.847120000002,8.327654136,0.0002
b1,2018-11-01,buy,SH513100,4100,2.5285056,10366.872959999999,5.0,0.0002
b1,2018-11-01,buy,SZ159915,14500,1.2312462,17853.0699,5.355920969999999,0.0002
b1,2018-12-03,sell,SZ159915,12800,1.3007398,16649.469439999997,5.0,0.0002
b1,2018-12-03,buy,SH513100,2100,2.5565112,5368.67352,5.0,0.0002
b1,2018-12-03,buy,SH518880,4000,2.7215442,10886.1768,5.0,0.0002
b1,2019-01-02,sell,SH518880,15300,2.8204358000000003,43152.667740000004,12.945800322,0.0002
b1,2019-01-02,buy,SH513100,13200,2.2684536,29943.58752,8.983076256,0.0002
b1,2019-01-02,buy,SZ159915,11500,1.1982396,13779.7554,5.0,0.0002
b1,2019-02-01,sell,SH513100,8300,2.4055188000000003,19965.806040000003,5.989741812,0.0002
b1,2019-02-01,buy,SH518880,1900,2.8395677999999998,5395.178819999999,5.0,0.0002
b1,2019-02-01,buy,SZ159915,12200,1.1822363999999999,14423.284079999998,5.0,0.0002
b1,2019-03-01,sell,SZ159915,53000,1.4887022,78901.2166,23.67036498,0.0002
b1,2019-03-01,buy,SH513100,12800,2.4684936,31596.71808,9.479015423999998,0.0002
b1,2019-03-01,buy,SH518880,16200,2.8275653999999997,45806.559479999996,13.741967843999998,0.0002
b1,2019-04-01,sell,SH513100,800,2.5864826,2069.18608,5.0,0.0002
b1,2019-04-01,sell,SZ159915,17100,1.634673,27952.9083,8.385872489999999,0.0002
b1,2019-04-01,buy,SH518880,10600,2.7895578,29569.31268,8.870793804,0.0002
b1,2019-05-06,sell,SH513100,15000,2.7804438,41706.657,12.511997099999999,0.0002
b1,2019-05-06,sell,SH518880,1100,2.7974404,3077.18444,5.0,0.0002
b1,2019-05-06,buy,SZ159915,29800,1.4962992,44589.716159999996,13.376914847999998,0.0002
b1,2019-06-03,sell,SH518880,12700,2.9054188,36898.81876,11.069645628,0.0002
b1,2019-06-03,buy,SH513100,11600,2.5445088,29516.30208,8.854890624,0.0002
b1,2019-06-03,buy,SZ159915,5700,1.4282856,8141.227919999999,5.0,0.0002
b1,2019-07-01,sell,SH513100,4800,2.7524494,13211.75712,5.0,0.0002
