model,trade_date,side,symbol,shares,price,gross_value,commission,slippage_rate
m2,2015-07-20,buy,SH513100,741700,1.480296,1097935.5432,329.38066295999994,0.0002
m2,2015-09-07,sell,SH513100,741700,1.4277144,1058935.77048,317.68073114399994,0.0002
m2,2015-09-14,buy,SH513100,716600,1.4772954,1058629.8836400001,317.588965092,0.0002
m2,2015-10-08,sell,SH513100,716600,1.4507098,1039578.64268,311.873592804,0.0002
m2,2015-10-12,buy,SH513100,715500,1.4522903999999999,1039113.7811999999,311.7341343599999,0.0002
m2,2016-01-18,sell,SH513100,715500,1.44971,1037267.505,311.1802515,0.0002
m2,2016-01-25,buy,SH518880,444500,2.3324664,1036781.3147999999,311.03439443999997,0.0002
m2,2016-03-07,sell,SH518880,444500,2.6594680000000004,1182133.526,354.64005779999997,0.0002
m2,2016-03-07,buy,SH513100,777000,1.5193037999999999,1180499.0525999998,354.1497157799999,0.0002
m2,2016-03-14,sell,SH513100,777000,1.5076984,1171481.6568,351.44449704,0.0002
m2,2016-03-14,buy,SH518880,446500,2.6225243999999996,1170957.1445999998,351.2871433799999,0.0002
m2,2016-03-21,sell,SH518880,446500,2.5984802000000005,1160221.4093000002,348.06642279000005,0.0002
m2,2016-03-21,buy,SH513100,764800,1.5163032,1159668.68736,347.900606208,0.0002
m2,2016-05-03,sell,SH513100,764800,1.504699,1150793.7952,345.23813856,0.0002
m2,2016-05-03,buy,SH518880,425900,2.70054,1150159.986,345.04799579999997,0.0002
m2,2016-05-30,sell,SH518880,425900,2.54949,1085827.791,325.74833729999995,0.0002
m2,2016-05-30,buy,SH513100,698100,1.5553109999999999,1085762.6091,325.72878273,0.0002
m2,2018-02-12,sell,SH513100,698100,2.1135772,1475488.24332,442.64647299599994,0.0002
m2,2018-02-22,buy,SH513100,658900,2.2314461999999997,1470299.9011799998,441.0899703539999,0.0002
m2,2018-04-09,sell,SH513100,658900,2.1315736000000003,1404493.8450400003,421.34815351200007,0.0002
m2,2018-04-16,buy,SH513100,639600,2.195439,1404202.7844,421.26083531999996,0.0002
m2,2018-11-26,sell,SH513100,639600,2.3625274,1511072.52504,453.321757512,0.0002
m2,2018-11-26,buy,SH518880,553600,2.7275454,1509969.13344,452.99074003199996,0.0002
m2,2018-12-03,sell,SH518880,553600,2.7204558000000003,1506044.3308800003,451.813299264,0.0002
m2,2018-12-03,buy,SH513100,588800,2.5565112,1505273.79456,451.58213836799996,0.0002
m2,2018-12-10,sell,SH513100,588800,2.3675264,1393999.54432,418.199863296,0.0002
m2,2018-12-10,buy,SH518880,505400,2.7585516,1394171.97864,418.251593592,0.0002
m2,2019-03-04,sell,SH518880,505400,2.7974404,1413826.37816,424.147913448,0.0002
m2,2019-03-04,buy,SH513100,564100,2.5045007999999997,1412788.9012799999,423.83667038399994,0.0002
m2,2019-03-11,sell,SH513100,564100,2.4465106000000003,1380076.6294600002,414.022988838,0.0002
m2,2019-03-11,buy,SH518880,491000,2.8095618,1379494.8438,413.84845313999995,0.0002
m2,2019-03-18,sell,SH518880,491000,2.8064386,1377961.3525999999,413.3884057799999,0.0002
m2,2019-03-18,buy,SH513100,540600,2.5475094,1377183.58164,413.155074492,0.0002
m2,2021-03-08,sell,SH513100,540600,4.229154,2286280.6524,685.88419572,0.0002
m2,2021-03-15,buy,SH513100,524900,4.3348667999999995,2275371.5833199997,682.6114749959999,0.0002
m2,2022-01-24,sell,SH513100,524900,4.739052,2487528.3948,746.2585184399999,0.0002
m2,2022-01-24,buy,SH518880,678900,3.660732,2485270.9548,745.5812864399999,0.0002
m2,2022-02-07,sell,SH518880,678900,3.619276,2457126.4764,737.13794292,0.0002
m2,2022-02-21,buy,SH518880,652200,3.7637525999999997,2454719.4457199997,736.4158337159998,0.0002
m2,2022-07-11,sell,SH518880,652200,3.664267,2389834.9374,716.95048122,0.0002
m2,2022-08-01,buy,SH518880,637500,3.7477494,2389190.2425,716.75707275,0.0002
m2,2022-09-05,sell,SH518880,637500,3.74925,2390146.875,717.0440624999999,0.0002
m2,2022-09-13,buy,SH518880,631500,3.7827564,2388810.6665999996,716.6431999799998,0.0002
m2,2022-09-19,sell,SH518880,631500,3.7372524,2360074.8906,708.0224671799999,0.0002
m2,2022-09-26,buy,SH518880,630900,3.7387476,2358775.8608399997,707.6327582519999,0.0002
m2,2022-10-24,sell,SH518880,630900,3.814237,2406402.1233,721.9206369899999,0.0002
m2,2022-10-31,buy,SH518880,631500,3.8077614,2404601.3241,721.3803972299999,0.0002
m2,2023-02-06,sell,SH518880,631500,4.0201958,2538753.6476999996,761.6260943099999,0.0002
m2,2023-02-06,buy,SH513100,583100,4.35087,2536992.297,761.0976890999999,0.0002
m2,2023-03-06,sell,SH513100,583100,4.324135,2521403.1185,756.4209355499999,0.0002
m2,2023-03-06,buy,SH518880,620200,4.063812599999999,2520376.57452,756.1129723559999,0.0002
m2,2023-03-13,sell,SH518880,620200,4.1051788,2546031.89176,763.8095675279999,0.0002
m2,2023-03-13,buy,SH513100,602800,4.220844,2544324.7632,763.2974289599999,0.0002
m2,2025-03-17,sell,SH513100,602800,7.258548,4375452.7344,1312.63582032,0.0002
m2,2025-03-17,buy,SH518880,652600,6.6753348,4356323.49048,1306.897047144,0.0002
m2,2025-05-19,sell,SH518880,652600,7.204558800000001,4701695.072880001,1410.5085218640002,0.0002
m2,2025-05-19,buy,SH513100,605700,7.75155,4695113.835,1408.5341505,0.0002
m2,2026-03-23,sell,SH513100,605700,8.623275,5223117.6674999995,1566.9353002499997,0.0002
m2,2026-03-23,buy,SH518880,549600,9.489897599999999,5215647.72096,1564.6943162879998,0.0002
m2,2026-04-13,sell,SH518880,549600,9.9160164,5449842.61344,1634.952784032,0.0002
m2,2026-04-13,buy,SH513100,604800,9.0018,5444288.64,1633.2865919999997,0.0002
m3,2014-01-20,buy,SZ159915,727400,1.3612722,990189.39828,297.05681948399996,0.0002
m3,2014-02-17,sell,SZ159915,727400,1.4827034000000001,1078518.45316,323.555535948,0.0002
m3,2014-06-09,buy,SH513100,853900,1.2612522,1076983.25358,323.094976074,0.0002
m3,2014-07-07,sell,SH513100,853900,1.3047389999999999,1114116.6320999998,334.2349896299999,0.0002
m3,2014-07-07,buy,SZ159915,809800,1.375275,1113697.695,334.1093085,0.0002
m3,2014-07-14,sell,SZ159915,809800,1.3287342,1076008.95516,322.80268654799994,0.0002
m3,2014-07-14,buy,SH513100,836900,1.2852569999999999,1075631.5832999998,322.6894749899999,0.0002
m3,2014-08-25,sell,SH513100,836900,1.3337332000000002,1116201.31508,334.860394524,0.0002
m3,2014-08-25,buy,SZ159915,781900,1.4262852,1115212.3978799998,334.5637193639999,0.0002
m3,2014-09-01,sell,SZ159915,781900,1.394721,1090532.3499,327.15970497,0.0002
m3,2014-09-01,buy,SH513100,813300,1.340268,1090039.9644,327.01198931999994,0.0002
m3,2014-09-09,sell,SH513100,813300,1.344731,1093669.7223,328.10091668999996,0.0002
m3,2014-09-09,buy,SZ159915,752100,1.4532906,1093019.86026,327.90595807799997,0.0002
m3,2014-09-22,sell,SZ159915,752100,1.4517096,1091830.79016,327.549237048,0.0002
m3,2014-09-22,buy,SH513100,808100,1.35027,1091153.1870000002,327.3459561,0.0002
m3,2014-12-08,sell,SH513100,808100,1.3927214,1125458.1633400002,337.63744900200004,0.0002
m3,2014-12-08,buy,SZ159915,738700,1.5223044,1124526.2602799998,337.35787808399994,0.0002
m3,2014-12-29,sell,SZ159915,738700,1.4887022,1099704.31514,329.911294542,0.0002
m3,2014-12-29,buy,SH513100,786700,1.3972794,1099239.70398,329.771911194,0.0002
m3,2015-01-19,sell,SH513100,786700,1.3577284,1068124.93228,320.437479684,0.0002
m3,2015-01-19,buy,SZ159915,677400,1.5763152,1067795.9164800001,320.338774944,0.0002
m3,2015-04-20,sell,SZ159915,677400,2.354529,1594957.9445999998,478.4873833799999,0.0002
m3,2015-04-20,buy,SH513100,1118200,1.4212842,1589279.9924400002,476.783997732,0.0002
m3,2015-05-04,sell,SH513100,1118200,1.459708,1632245.4856,489.67364567999994,0.0002
m3,2015-05-04,buy,SZ159915,591200,2.7585516,1630855.70592,489.256711776,0.0002
m3,2015-06-15,sell,SZ159915,591200,3.7112576,2194095.49312,658.228647936,0.0002
m3,2015-06-15,buy,SH513100,1502300,1.4562912,2187786.26976,656.3358809279999,0.0002
m3,2015-07-13,sell,SH513100,1502300,1.4007198,2104301.35554,631.2904066619999,0.0002
m3,2015-07-20,buy,SH513100,1420500,1.480296,2102760.468,630.8281403999999,0.0002
m3,2015-09-07,sell,SH513100,1420500,1.4277144,2028068.3051999998,608.4204915599998,0.0002
m3,2015-09-14,buy,SH513100,1372500,1.4772954,2027587.9365,608.27638095,0.0002
m3,2015-10-08,sell,SH513100,1372500,1.4507098,1991099.2005,597.32976015,0.0002
m3,2015-10-12,buy,SH513100,1370400,1.4522903999999999,1990218.7641599998,597.0656292479999,0.0002
m3,2016-01-18,sell,SH513100,1370400,1.44971,1986682.584,596.0047751999999,0.0002
m3,2016-01-25,buy,SH518880,851200,2.3324664,1985395.39968,595.618619904,0.0002
m3,2016-03-07,sell,SH518880,851200,2.6594680000000004,2263739.1616,679.1217484800001,0.0002
m3,2016-03-07,buy,SH513100,1488200,1.5193037999999999,2261027.91516,678.3083745479998,0.0002
m3,2016-03-14,sell,SH513100,1488200,1.5076984,2243756.75888,673.127027664,0.0002
m3,2016-03-14,buy,SH518880,855100,2.6225243999999996,2242520.6144399997,672.7561843319999,0.0002
m3,2016-03-21,sell,SH518880,855100,2.5984802000000005,2221960.4190200004,666.588125706,0.0002
m3,2016-03-21,buy,SH513100,1464600,1.5163032,2220777.66672,666.2333000159999,0.0002
m3,2016-05-03,sell,SH513100,1464600,1.504699,2203782.1554,661.13464662,0.0002
m3,2016-05-03,buy,SH518880,815600,2.70054,2202560.424,660.7681272,0.0002
m3,2016-05-30,sell,SH518880,815600,2.54949,2079364.044,623.8092131999999,0.0002
m3,2016-05-30,buy,SH513100,1336900,1.5553109999999999,2079295.2758999998,623.7885827699998,0.0002
m3,2017-09-11,sell,SH513100,1336900,2.034593,2720047.3817000003,816.01421451,0.0002
m3,2017-09-11,buy,SZ159915,1515200,1.790358,2712750.4416,813.82513248,0.0002
m3,2017-09-18,sell,SZ159915,1515200,1.7816436,2699546.38272,809.8639148159999,0.0002
m3,2017-09-18,buy,SH513100,1315200,2.0514102000000003,2698014.6950400006,809.4044085120001,0.0002
m3,2018-02-12,sell,SH513100,1315200,2.1135772,2779776.73344,833.933020032,0.0002
m3,2018-02-22,buy,SH513100,1244000,2.2314461999999997,2775919.0727999997,832.7757218399998,0.0002
m3,2018-04-09,sell,SH513100,1244000,2.1315736000000003,2651677.5584000004,795.50326752,0.0002
m3,2018-04-16,buy,SH513100,1207700,2.195439,2651431.6803,795.42950409,0.0002
m3,2018-11-26,sell,SH513100,1207700,2.3625274,2853224.34098,855.9673022939999,0.0002
m3,2018-11-26,buy,SH518880,1045200,2.7275454,2850830.4520799997,855.2491356239998,0.0002
m3,2018-12-03,sell,SH518880,1045200,2.7204558000000003,2843420.4021600005,853.0261206480001,0.0002
m3,2018-12-03,buy,SH513100,1111600,2.5565112,2841817.84992,852.5453549759999,0.0002
m3,2018-12-10,sell,SH513100,1111600,2.3675264,2631742.34624,789.5227038719999,0.0002
m3,2018-12-10,buy,SH518880,954200,2.7585516,2632209.93672,789.662981016,0.0002
m3,2019-02-25,sell,SH518880,954200,2.8524294,2721788.1334800003,816.5364400440001,0.0002
m3,2019-02-25,buy,SZ159915,1898600,1.4322864,2719338.95904,815.801687712,0.0002
m3,2019-04-01,sell,SZ159915,1898600,1.634673,3103590.1578,931.0770473399999,0.0002
m3,2019-04-01,buy,SH513100,1197400,2.5875174000000003,3098293.3347600005,929.4880004280001,0.0002
m3,2019-08-26,sell,SH513100,1197400,2.764447,3310148.8378000003,993.04465134,0.0002
m3,2019-08-26,buy,SZ159915,2146500,1.540308,3306271.122,991.8813365999999,0.0002
m3,2019-09-30,sell,SZ159915,2146500,1.584683,3401522.0595,1020.4566178499999,0.0002
m3,2019-09-30,buy,SH513100,1194300,2.8455690000000002,3398463.0567,1019.53891701,0.0002
m3,2019-12-16,sell,SH513100,1194300,3.1013796,3703977.65628,1111.193296884,0.0002
m3,2019-12-16,buy,SZ159915,2184600,1.6933386,3699267.50556,1109.780251668,0.0002
m3,2020-02-10,sell,SZ159915,2184600,1.9376124,4232908.04904,1269.872414712,0.0002
m3,2020-02-10,buy,SH513100,1151700,3.6687336,4225280.48712,1267.5841461359998,0.0002
m3,2020-02-17,sell,SH513100,1151700,4.009198,4617393.336599999,1385.2180009799997,0.0002
m3,2020-02-17,buy,SZ159915,2299500,2.005401,4611419.5995,1383.4258798499998,0.0002
m3,2020-03-09,sell,SZ159915,2299500,2.0675864,4754414.9268000005,1426.32447804,0.0002
m3,2020-03-09,buy,SH513100,1396000,3.4026804,4750141.8384,1425.0425515199997,0.0002
m3,2020-06-15,sell,SH513100,1396000,3.709258,5178124.1680000005,1553.4372504,0.0002
m3,2020-06-15,buy,SZ159915,2412600,2.1434285999999996,5171235.840359999,1551.3707521079996,0.0002
m3,2020-07-27,sell,SZ159915,2412600,2.5434912,6136426.86912,1840.928060736,0.0002
m3,2020-07-27,buy,SH513100,1598600,3.830766,6123862.527600001,1837.15875828,0.0002
m3,2020-12-28,sell,SH513100,1598600,4.3221354000000005,6909365.650440001,2072.809695132,0.0002
m3,2020-12-28,buy,SZ159915,2509800,2.7485496,6898309.78608,2069.4929358239997,0.0002
m3,2021-02-01,sell,SZ159915,2509800,3.0233952,7588117.27296,2276.4351818879995,0.0002
m3,2021-02-01,buy,SH513100,1776300,4.265853,7577434.6839,2273.23040517,0.0002
m3,2021-03-08,sell,SH513100,1776300,4.229154,7512246.250200001,2253.67387506,0.0002
m3,2021-03-15,buy,SH513100,1731200,4.3348667999999995,7504521.404159999,2251.3564212479996,0.0002
m3,2021-05-31,sell,SH513100,1731200,4.4821034,7759417.406079999,2327.8252218239995,0.0002
m3,2021-05-31,buy,SZ159915,2477600,3.130626,7756438.9776,2326.9316932799998,0.0002
m3,2021-06-15,sell,SZ159915,2477600,3.1903618,7904440.395679999,2371.3321187039996,0.0002
m3,2021-06-15,buy,SH513100,1714400,4.6069211999999995,7898105.705279999,2369.4317115839995,0.0002
m3,2021-11-15,sell,SH513100,1714400,5.3239350000000005,9127354.164,2738.2062492,0.0002
m3,2021-11-15,buy,SZ159915,2740500,3.3246648,9111243.884399999,2733.3731653199993,0.0002
m3,2021-12-13,sell,SZ159915,2740500,3.3613276,9211718.287800001,2763.51548634,0.0002
m3,2021-12-13,buy,SH513100,1721200,5.3480694,9205097.05128,2761.5291153839994,0.0002
m3,2022-01-24,sell,SH513100,1721200,4.739052,8156856.3024,2447.05689072,0.0002
m3,2022-01-24,buy,SH518880,2229500,3.660732,8161601.994,2448.4805982,0.0002
m3,2022-02-07,sell,SH518880,2229500,3.619276,8069175.842,2420.7527526,0.0002
m3,2022-02-21,buy,SH518880,2141800,3.7637525999999997,8061205.31868,2418.361595604,0.0002
m3,2022-06-27,sell,SH518880,2141800,3.8412316,8227149.84088,2468.1449522639996,0.0002
m3,2022-06-27,buy,SZ159915,2989100,2.7515501999999996,8224658.702819999,2467.3976108459997,0.0002
m3,2022-07-18,sell,SZ159915,2989100,2.684463,8024128.353300001,2407.23850599,0.0002
m3,2022-08-01,buy,SH518880,2139200,3.7477494,8017185.51648,2405.1556549439997,0.0002
m3,2022-09-05,sell,SH518880,2139200,3.74925,8020395.6,2406.1186799999996,0.0002
m3,2022-09-13,buy,SH518880,2119000,3.7827564,8015660.8116,2404.6982434799997,0.0002
m3,2022-09-19,sell,SH518880,2119000,3.7372524,7919237.8356,2375.7713506799996,0.0002
m3,2022-09-26,buy,SH518880,2117100,3.7387476,7915302.543959999,2374.5907631879995,0.0002
m3,2022-10-24,sell,SH518880,2117100,3.814237,8075121.1526999995,2422.5363458099996,0.0002
m3,2022-10-31,buy,SH518880,2119100,3.8077614,8069027.18274,2420.708154822,0.0002
m3,2023-01-16,sell,SH518880,2119100,4.0571884,8597587.93844,2579.276381532,0.0002
m3,2023-01-16,buy,SZ159915,3548100,2.4214841999999996,8591668.09002,2577.5004270059994,0.0002
m3,2023-02-13,sell,SZ159915,3548100,2.4625074000000002,8737222.505940001,2621.166751782,0.0002
m3,2023-02-13,buy,SH513100,2039500,4.280856,8730805.812,2619.2417436,0.0002
m3,2023-03-06,sell,SH513100,2039500,4.324135,8819073.3325,2645.7219997499997,0.0002
m3,2023-03-06,buy,SH518880,2168600,4.063812599999999,8812784.00436,2643.835201308,0.0002
m3,2023-03-13,sell,SH518880,2168600,4.1051788,8902490.74568,2670.747223704,0.0002
m3,2023-03-13,buy,SH513100,2107700,4.220844,8896272.898799999,2668.8818696399994,0.0002
m3,2024-09-30,sell,SH513100,2107700,7.003599,14761485.612300001,4428.44568369,0.0002
m3,2024-09-30,buy,SZ159915,7348600,2.0004,14700139.44,4410.041832,0.0002
m3,2024-10-28,sell,SZ159915,7348600,2.1925614,16112256.704040002,4833.677011212,0.0002
m3,2024-10-28,buy,SH513100,2184200,7.366473,16089850.3266,4826.95509798,0.0002
m3,2025-03-17,sell,SH513100,2184200,7.258548,15854120.5416,4756.23616248,0.0002
m3,2025-03-17,buy,SH518880,2373900,6.6753348,15846577.28172,4753.9731845159995,0.0002
m3,2025-05-19,sell,SH518880,2373900,7.204558800000001,17102902.13532,5130.870640595999,0.0002
m3,2025-05-19,buy,SH513100,2203600,7.75155,17081315.58,5124.394673999999,0.0002
m3,2025-07-07,sell,SH513100,2203600,8.163367,17988795.521199998,5396.638656359999,0.0002
m3,2025-07-07,buy,SZ159915,8451000,2.1264252,17970419.365199998,5391.125809559999,0.0002
m3,2025-08-11,sell,SZ159915,8451000,2.3165366,19577050.8066,5873.11524198,0.0002
m3,2025-08-11,buy,SH513100,2291500,8.531706,19550404.299,5865.121289699999,0.0002
m3,2025-08-18,sell,SH513100,2291500,8.573285000000002,19645682.577500004,5893.7047732500005,0.0002
m3,2025-08-18,buy,SZ159915,7789600,2.520504,19633717.9584,5890.11538752,0.0002
m3,2025-09-29,sell,SZ159915,7789600,3.1253748,24345419.54208,7303.625862624,0.0002
m3,2025-09-29,buy,SH513100,2708700,8.966793,24288352.1991,7286.505659729999,0.0002
m3,2026-01-12,sell,SH513100,2708700,9.518096,25781666.6352,7734.49999056,0.0002
m3,2026-01-12,buy,SZ159915,7769400,3.3146628,25752941.15832,7725.882347495999,0.0002
m3,2026-01-26,sell,SZ159915,7769400,3.3513296,26037820.19424,7811.346058271999,0.0002
m3,2026-01-26,buy,SH513100,2755700,9.441887999999999,26019010.761599995,7805.703228479998,0.0002
m3,2026-03-23,sell,SH513100,2755700,8.623275,23763158.9175,7128.9476752499995,0.0002
m3,2026-03-23,buy,SH518880,2504700,9.489897599999999,23769346.518719997,7130.803955615998,0.0002
m3,2026-04-13,sell,SH518880,2504700,9.9160164,24836646.27708,7450.993883123999,0.0002
m3,2026-04-13,buy,SH513100,2756400,9.0018,24812561.52,7443.768455999999,0.0002
m3,2026-04-20,sell,SH513100,2756400,9.4981,26180562.840000004,7854.168852000001,0.0002
m3,2026-04-20,buy,SZ159915,7150100,3.6577314,26153145.28314,7845.943584942,0.0002
m3,2026-05-25,sell,SZ159915,7150100,3.9812036,28466003.86036,8539.801158107999,0.0002
m3,2026-05-25,buy,SH513100,2571000,11.057210999999999,28428089.481,8528.426844299998,0.0002
m4,2014-01-20,buy,SZ159915,727400,1.3612722,990189.39828,297.05681948399996,0.0002
m4,2014-02-17,sell,SZ159915,727400,1.4827034000000001,1078518.45316,323.555535948,0.0002
m4,2014-06-09,buy,SH513100,853900,1.2612522,1076983.25358,323.094976074,0.0002
m4,2014-08-25,sell,SH513100,853900,1.3337332000000002,1138874.7794800003,341.662433844,0.0002
m4,2014-08-25,buy,SZ159915,798000,1.4262852,1138175.5895999998,341.4526768799999,0.0002
m4,2014-09-01,sell,SZ159915,798000,1.394721,1112987.358,333.8962074,0.0002
m4,2014-09-01,buy,SH513100,830100,1.340268,1112556.4668,333.76694004,0.0002
m4,2014-09-09,sell,SH513100,830100,1.344731,1116261.2030999998,334.87836092999993,0.0002
m4,2014-09-09,buy,SZ159915,767600,1.4532906,1115545.8645600001,334.663759368,0.0002
m4,2014-09-22,sell,SZ159915,767600,1.4517096,1114332.28896,334.299686688,0.0002
m4,2014-09-22,buy,SH513100,824800,1.35027,1113702.696,334.1108088,0.0002
m4,2014-12-01,sell,SH513100,824800,1.3997199999999999,1154489.0559999999,346.3467167999999,0.0002
m4,2014-12-01,buy,SZ159915,758700,1.5203039999999999,1153454.6448,346.0363934399999,0.0002
m4,2014-12-22,sell,SZ159915,758700,1.5336932,1163613.0308400001,349.083909252,0.0002
m4,2014-12-22,buy,SH513100,826300,1.4072814,1162836.62082,348.850986246,0.0002
m4,2015-01-19,sell,SH513100,826300,1.3577284,1121890.97692,336.567293076,0.0002
m4,2015-01-19,buy,SZ159915,711500,1.5763152,1121548.2648,336.46447944,0.0002
m4,2015-02-02,sell,SZ159915,711500,1.6086782,1144574.5393,343.37236179,0.0002
m4,2015-02-02,buy,SH513100,840800,1.3602720000000001,1143716.6976,343.11500928,0.0002
m4,2015-02-09,sell,SH513100,840800,1.3817236,1161753.20288,348.52596086399996,0.0002
m4,2015-02-09,buy,SZ159915,698800,1.6613322,1160938.94136,348.281682408,0.0002
m4,2015-04-20,sell,SZ159915,698800,2.354529,1645344.8652,493.6034595599999,0.0002
m4,2015-04-20,buy,SH513100,1153800,1.4212842,1639877.7099600001,491.963312988,0.0002
m4,2015-04-27,sell,SH513100,1153800,1.469706,1695746.7828,508.72403483999994,0.0002
m4,2015-04-27,buy,SZ159915,634400,2.670534,1694186.7696,508.25603087999997,0.0002
m4,2015-06-23,sell,SZ159915,634400,3.14937,1997960.3279999997,599.3880983999999,0.0002
m4,2015-06-23,buy,SH513100,1360900,1.465293,1994117.2437,598.2351731099999,0.0002
m4,2015-07-13,sell,SH513100,1360900,1.4007198,1906239.5758200001,571.871872746,0.0002
m4,2015-07-20,buy,SH513100,1286900,1.480296,1904992.9224,571.4978767199999,0.0002
m4,2015-09-07,sell,SH513100,1286900,1.4277144,1837325.66136,551.197698408,0.0002
m4,2015-09-14,buy,SH513100,1243400,1.4772954,1836869.10036,551.0607301079999,0.0002
m4,2015-10-08,sell,SH513100,1243400,1.4507098,1803812.56532,541.143769596,0.0002
m4,2015-10-12,buy,SH513100,1241500,1.4522903999999999,1803018.5315999999,540.90555948,0.0002
m4,2016-01-18,sell,SH513100,1241500,1.44971,1799814.965,539.9444895,0.0002
m4,2016-01-25,buy,SH518880,771200,2.3324664,1798798.0876799999,539.6394263039999,0.0002
m4,2016-03-07,sell,SH518880,771200,2.6594680000000004,2050981.7216000003,615.2945164800001,0.0002
m4,2016-03-07,buy,SH513100,1348200,1.5193037999999999,2048325.3831599997,614.4976149479999,0.0002
m4,2016-03-14,sell,SH513100,1348200,1.5076984,2032678.98288,609.8036948639999,0.0002
m4,2016-03-14,buy,SH518880,774700,2.6225243999999996,2031669.6526799998,609.5008958039999,0.0002
m4,2016-03-21,sell,SH518880,774700,2.5984802000000005,2013042.6109400003,603.9127832820001,0.0002
m4,2016-03-21,buy,SH513100,1326900,1.5163032,2011982.7160800002,603.594814824,0.0002
m4,2016-05-03,sell,SH513100,1326900,1.504699,1996585.1031,598.9755309299999,0.0002
m4,2016-05-03,buy,SH518880,738900,2.70054,1995429.006,598.6287017999999,0.0002
m4,2016-05-30,sell,SH518880,738900,2.54949,1883818.161,565.1454483,0.0002
m4,2016-05-30,buy,SH513100,1211200,1.5553109999999999,1883792.6831999999,565.1378049599999,0.0002
m4,2017-09-11,sell,SH513100,1211200,2.034593,2464299.0416,739.2897124799999,0.0002
m4,2017-09-11,buy,SZ159915,1372700,1.790358,2457624.4266,737.2873279799999,0.0002
m4,2017-09-18,sell,SZ159915,1372700,1.7816436,2445662.16972,733.698650916,0.0002
m4,2017-09-18,buy,SH513100,1191500,2.0514102000000003,2444255.2533000004,733.2765759900001,0.0002
m4,2018-02-12,sell,SH513100,1191500,2.1135772,2518327.2338,755.49817014,0.0002
m4,2018-02-22,buy,SH513100,1127100,2.2314461999999997,2515063.01202,754.5189036059999,0.0002
