model,trade_date,symbol,shares,close,market_value
m1,2017-01-18,SH513100,655700,1.832,1201242.4000000001
m1,2017-01-19,SH513100,655700,1.833,1201898.0999999999
m1,2017-01-20,SH513100,655700,1.833,1201898.0999999999
m1,2017-01-23,SH513100,655700,1.83,1199931.0
m1,2017-01-24,SH513100,655700,1.836,1203865.2
m1,2017-01-25,SH513100,655700,1.851,1213700.7
m1,2017-01-26,SH513100,655700,1.881,1233371.7
m1,2017-02-03,SH513100,655700,1.868,1224847.6
m1,2017-02-06,SH513100,655700,1.874,1228781.8
m1,2017-02-07,SH513100,655700,1.874,1228781.8
m1,2017-02-08,SH513100,655700,1.889,1238617.3
m1,2017-02-09,SH513100,655700,1.894,1241895.8
m1,2017-02-10,SH513100,655700,1.913,1254354.1
m1,2017-02-13,SH513100,655700,1.916,1256321.2
m1,2017-02-14,SH513100,655700,1.915,1255665.5
m1,2017-02-15,SH513100,655700,1.929,1264845.3
m1,2017-02-16,SH513100,655700,1.938,1270746.5999999999
m1,2017-02-17,SH513100,655700,1.931,1266156.7
m1,2017-02-20,SH513100,655700,1.937,1270090.9000000001
m1,2017-02-21,SH513100,655700,1.939,1271402.3
m1,2017-02-22,SH513100,655700,1.965,1288450.5
m1,2017-02-23,SH513100,655700,1.963,1287139.1
m1,2017-02-24,SH513100,655700,1.957,1283204.9000000001
m1,2017-02-27,SH513100,655700,1.947,1276647.9000000001
m1,2017-02-28,SH513100,655700,1.955,1281893.5
m1,2017-03-01,SH513100,655700,1.947,1276647.9000000001
m1,2017-03-02,SH513100,655700,1.989,1304187.3
m1,2017-03-03,SH513100,655700,1.978,1296974.6
m1,2017-03-06,SH513100,655700,2.02,1324514.0
m1,2017-03-07,SH513100,655700,1.993,1306810.1
m1,2017-03-08,SH513100,655700,1.978,1296974.6
m1,2017-03-09,SH513100,655700,1.979,1297630.3
m1,2017-03-10,SH513100,655700,1.995,1308121.5
m1,2017-03-13,SH513100,655700,2.01,1317956.9999999998
m1,2017-03-14,SH513100,655700,2.025,1327792.5
m1,2017-03-15,SH513100,655700,2.019,1323858.3
m1,2017-03-16,SH513100,655700,2.04,1337628.0
m1,2017-03-17,SH513100,655700,2.034,1333693.7999999998
m1,2017-03-20,SH513100,655700,2.028,1329759.6
m1,2017-03-21,SH513100,655700,2.04,1337628.0
m1,2017-03-22,SH513100,655700,1.977,1296318.9000000001
m1,2017-03-23,SH513100,655700,1.982,1299597.4
m1,2017-03-24,SH513100,655700,1.955,1281893.5
m1,2017-03-27,SH513100,655700,1.936,1269435.2
m1,2017-03-28,SH513100,655700,1.959,1284516.3
m1,2017-03-29,SH513100,655700,1.99,1304843.0
m1,2017-03-30,SH513100,655700,1.992,1306154.4
m1,2017-03-31,SH513100,655700,2.007,1315989.9000000001
m1,2017-04-05,SH513100,655700,1.99,1304843.0
m1,2017-04-06,SH513100,655700,1.969,1291073.3
m1,2017-04-07,SH513100,655700,1.963,1287139.1
m1,2017-04-10,SH513100,655700,1.972,1293040.4
m1,2017-04-11,SH513100,655700,1.969,1291073.3
m1,2017-04-12,SH513100,655700,1.968,1290417.6
m1,2017-04-13,SH513100,655700,1.954,1281237.8
m1,2017-04-14,SH513100,655700,1.935,1268779.5
m1,2017-04-17,SH513100,655700,1.936,1269435.2
m1,2017-04-18,SH513100,655700,1.964,1287794.8
m1,2017-04-19,SH513100,655700,1.952,1279926.4
m1,2017-04-20,SH513100,655700,1.949,1277959.3
m1,2017-04-21,SH513100,655700,1.968,1290417.6
m1,2017-04-24,SH513100,655700,1.984,1300908.8
m1,2017-04-25,SH513100,655700,2.0,1311400.0
m1,2017-04-26,SH513100,655700,2.02,1324514.0
m1,2017-04-27,SH513100,655700,2.006,1315334.2
m1,2017-04-28,SH513100,655700,2.019,1323858.3
m1,2017-05-02,SH513100,655700,2.042,1338939.4
m1,2017-05-03,SH513100,655700,2.039,1336972.3
m1,2017-05-04,SH513100,655700,2.033,1333038.0999999999
m1,2017-05-05,SH513100,655700,2.027,1329103.9000000001
m1,2017-05-08,SH513100,655700,2.063,1352709.1
m1,2017-05-09,SH513100,655700,2.072,1358610.4000000001
m1,2017-05-10,SH513100,655700,2.071,1357954.7000000002
m1,2017-05-11,SH513100,655700,2.07,1357299.0
m1,2017-05-12,SH513100,655700,2.051,1344840.7000000002
m1,2017-05-15,SH513100,655700,2.06,1350742.0
m1,2017-05-16,SH513100,655700,2.073,1359266.0999999999
m1,2017-05-17,SH513100,655700,2.064,1353364.8
m1,2017-05-18,SH513100,655700,2.02,1324514.0
m1,2017-05-19,SH513100,655700,2.033,1333038.0999999999
m1,2017-05-22,SH513100,655700,2.05,1344184.9999999998
m1,2017-05-23,SH513100,655700,2.07,1357299.0
m1,2017-05-24,SH513100,655700,2.069,1356643.3
m1,2017-05-25,SH513100,655700,2.082,1365167.4
m1,2017-05-26,SH513100,655700,2.108,1382215.6
m1,2017-05-31,SH513100,655700,2.107,1381559.9000000001
m1,2017-06-01,SH513100,655700,2.087,1368445.9000000001
m1,2017-06-02,SH513100,655700,2.117,1388116.9
m1,2017-06-05,SH513100,655700,2.135,1399919.4999999998
m1,2017-06-06,SH513100,655700,2.123,1392051.1
m1,2017-06-07,SH513100,655700,2.112,1384838.4000000001
m1,2017-06-08,SH513100,655700,2.119,1389428.3
m1,2017-06-09,SH513100,655700,2.123,1392051.1
m1,2017-06-12,SH513100,655700,2.097,1375002.9
m1,2017-06-13,SH513100,655700,2.079,1363200.3
m1,2017-06-14,SH513100,655700,2.078,1362544.5999999999
m1,2017-06-15,SH513100,655700,2.044,1340250.8
m1,2017-06-16,SH513100,655700,2.052,1345496.4000000001
m1,2017-06-19,SH513100,655700,2.051,1344840.7000000002
m1,2017-06-20,SH513100,655700,2.079,1363200.3
m1,2017-06-21,SH513100,655700,2.054,1346807.7999999998
m1,2017-06-22,SH513100,655700,2.072,1358610.4000000001
m1,2017-06-23,SH513100,655700,2.072,1358610.4000000001
m1,2017-06-26,SH513100,655700,2.084,1366478.8
m1,2017-06-27,SH513100,655700,2.073,1359266.0999999999
m1,2017-06-28,SH513100,655700,2.034,1333693.7999999998
m1,2017-06-29,SH513100,655700,2.049,1343529.3
m1,2017-06-30,SH513100,655700,2.013,1319924.0999999999
m1,2017-07-03,SH513100,655700,2.017,1322546.9
m1,2017-07-04,SH513100,655700,1.993,1306810.1
m1,2017-07-05,SH513100,655700,2.0,1311400.0
m1,2017-07-06,SH513100,655700,2.013,1319924.0999999999
m1,2017-07-07,SH513100,655700,1.998,1310088.6
m1,2017-07-10,SH513100,655700,2.021,1325169.7
m1,2017-07-11,SH513100,655700,2.026,1328448.2
m1,2017-07-12,SH513100,655700,2.032,1332382.4
m1,2017-07-13,SH513100,655700,2.06,1350742.0
m1,2017-07-14,SH513100,655700,2.056,1348119.2
m1,2017-07-17,SH513100,655700,2.07,1357299.0
m1,2017-07-18,SH513100,655700,2.073,1359266.0999999999
m1,2017-07-19,SH513100,655700,2.089,1369757.3
m1,2017-07-20,SH513100,655700,2.098,1375658.5999999999
m1,2017-07-21,SH513100,655700,2.095,1373691.5000000002
m1,2017-07-24,SH513100,655700,2.094,1373035.7999999998
m1,2017-07-25,SH513100,655700,2.098,1375658.5999999999
m1,2017-07-26,SH513100,655700,2.098,1375658.5999999999
m1,2017-07-27,SH513100,655700,2.116,1387461.2
m1,2017-07-28,SH513100,655700,2.079,1363200.3
m1,2017-07-31,SH513100,655700,2.077,1361888.9
m1,2017-08-01,SH513100,655700,2.081,1364511.7
m1,2017-08-02,SH513100,655700,2.098,1375658.5999999999
m1,2017-08-03,SH513100,655700,2.083,1365823.1
m1,2017-08-04,SH513100,655700,2.075,1360577.5000000002
m1,2017-08-07,SH513100,655700,2.087,1368445.9000000001
m1,2017-08-08,SH513100,655700,2.092,1371724.4000000001
m1,2017-08-09,SH513100,655700,2.075,1360577.5000000002
m1,2017-08-10,SH513100,655700,2.066,1354676.2
m1,2017-08-11,SH513100,655700,2.031,1331726.7000000002
m1,2017-08-14,SH513100,655700,2.044,1340250.8
m1,2017-08-15,SH513100,655700,2.075,1360577.5000000002
m1,2017-08-16,SH513100,655700,2.063,1352709.1
m1,2017-08-17,SH513100,655700,2.062,1352053.4
m1,2017-08-18,SH513100,655700,2.044,1340250.8
m1,2017-08-21,SH513100,655700,2.04,1337628.0
m1,2017-08-22,SH513100,655700,2.053,1346152.0999999999
m1,2017-08-23,SH513100,655700,2.062,1352053.4
m1,2017-08-24,SH513100,655700,2.045,1340906.5
m1,2017-08-25,SH513100,655700,2.05,1344184.9999999998
m1,2017-08-28,SH513100,655700,2.039,1336972.3
m1,2017-08-29,SH513100,655700,2.03,1331070.9999999998
m1,2017-08-30,SH513100,655700,2.038,1336316.5999999999
m1,2017-08-31,SH513100,655700,2.056,1348119.2
m1,2017-09-01,SH513100,655700,2.069,1356643.3
m1,2017-09-04,SH513100,655700,2.056,1348119.2
m1,2017-09-05,SH513100,655700,2.055,1347463.5
m1,2017-09-06,SH513100,655700,2.041,1338283.7
m1,2017-09-07,SH513100,655700,2.036,1335005.2
m1,2017-09-08,SH513100,655700,2.039,1336972.3
m1,2017-09-11,SH513100,655700,2.036,1335005.2
m1,2017-09-12,SH513100,655700,2.048,1342873.6
m1,2017-09-13,SH513100,655700,2.048,1342873.6
m1,2017-09-14,SH513100,655700,2.059,1350086.3
m1,2017-09-15,SH513100,655700,2.05,1344184.9999999998
m1,2017-09-18,SH513100,655700,2.058,1349430.5999999999
m1,2017-09-19,SH513100,655700,2.058,1349430.5999999999
m1,2017-09-20,SH513100,655700,2.06,1350742.0
m1,2017-09-21,SH513100,655700,2.058,1349430.5999999999
m1,2017-09-22,SH513100,655700,2.051,1344840.7000000002
m1,2017-09-25,SH513100,655700,2.048,1342873.6
m1,2017-09-26,SH513100,655700,2.033,1333038.0999999999
m1,2017-09-27,SH513100,655700,2.044,1340250.8
m1,2017-09-28,SH513100,655700,2.062,1352053.4
m1,2017-09-29,SH513100,655700,2.07,1357299.0
m1,2017-10-09,SH513100,655700,2.093,1372380.1
m1,2017-10-10,SH513100,655700,2.092,1371724.4000000001
m1,2017-10-11,SH513100,655700,2.101,1377625.7
m1,2017-10-12,SH513100,655700,2.104,1379592.8
m1,2017-10-13,SH513100,655700,2.102,1378281.4
m1,2017-10-16,SH513100,655700,2.112,1384838.4000000001
m1,2017-10-17,SH513100,655700,2.122,1391395.4
m1,2017-10-18,SH513100,655700,2.119,1389428.3
m1,2017-10-19,SH513100,655700,2.123,1392051.1
m1,2017-10-20,SH513100,655700,2.123,1392051.1
m1,2017-10-23,SH513100,655700,2.128,1395329.6
m1,2017-10-24,SH513100,655700,2.119,1389428.3
m1,2017-10-25,SH513100,655700,2.123,1392051.1
m1,2017-10-26,SH513100,655700,2.113,1385494.1
m1,2017-10-27,SH513100,655700,2.125,1393362.5
m1,2017-10-30,SH513100,655700,2.168,1421557.6
m1,2017-10-31,SH513100,655700,2.172,1424180.4000000001
m1,2017-11-01,SH513100,655700,2.183,1431393.0999999999
m1,2017-11-02,SH513100,655700,2.176,1426803.2000000002
m1,2017-11-03,SH513100,655700,2.179,1428770.2999999998
m1,2017-11-06,SH513100,655700,2.186,1433360.2
m1,2017-11-07,SH513100,655700,2.191,1436638.7
m1,2017-11-08,SH513100,655700,2.195,1439261.5
m1,2017-11-09,SH513100,655700,2.202,1443851.4
m1,2017-11-10,SH513100,655700,2.196,1439917.2000000002
m1,2017-11-13,SH513100,655700,2.197,1440572.9000000001
m1,2017-11-14,SH513100,655700,2.2,1442540.0000000002
m1,2017-11-15,SH513100,655700,2.185,1432704.5
m1,2017-11-16,SH513100,655700,2.177,1427458.9000000001
m1,2017-11-17,SH513100,655700,2.203,1444507.0999999999
m1,2017-11-20,SH513100,655700,2.194,1438605.8
m1,2017-11-21,SH513100,655700,2.198,1441228.5999999999
m1,2017-11-22,SH513100,655700,2.215,1452375.5
m1,2017-11-23,SH513100,655700,2.208,1447785.6
m1,2017-11-24,SH513100,655700,2.208,1447785.6
m1,2017-11-27,SH513100,655700,2.219,1454998.2999999998
m1,2017-11-28,SH513100,655700,2.224,1458276.8
m1,2017-11-29,SH513100,655700,2.246,1472702.2
m1,2017-11-30,SH513100,655700,2.214,1451719.8
m1,2017-12-01,SH513100,655700,2.241,1469423.7
m1,2017-12-04,SH513100,655700,2.262,1483193.4
m1,2017-12-05,SH513100,655700,2.2,1442540.0000000002
m1,2017-12-06,SH513100,655700,2.175,1426147.4999999998
m1,2017-12-07,SH513100,655700,2.19,1435983.0
m1,2017-12-08,SH513100,655700,2.21,1449097.0
m1,2017-12-11,SH513100,655700,2.22,1455654.0000000002
m1,2017-12-12,SH513100,655700,2.235,1465489.5
m1,2017-12-13,SH513100,655700,2.237,1466800.9000000001
m1,2017-12-14,SH513100,655700,2.243,1470735.0999999999
m1,2017-12-15,SH513100,655700,2.232,1463522.4000000001
m1,2017-12-18,SH513100,655700,2.266,1485816.2
m1,2017-12-19,SH513100,655700,2.28,1494995.9999999998
m1,2017-12-20,SH513100,655700,2.276,1492373.2
m1,2017-12-21,SH513100,655700,2.262,1483193.4
m1,2017-12-22,SH513100,655700,2.269,1487783.3
m1,2017-12-25,SH513100,655700,2.262,1483193.4
m1,2017-12-26,SH513100,655700,2.261,1482537.7000000002
m1,2017-12-27,SH513100,655700,2.234,1464833.8
m1,2017-12-28,SH513100,655700,2.227,1460243.9
m1,2017-12-29,SH513100,655700,2.229,1461555.3
m1,2018-01-02,SH513100,655700,2.218,1454342.6
m1,2018-01-03,SH513100,655700,2.248,1474013.6
m1,2018-01-04,SH513100,655700,2.256,1479259.2
m1,2018-01-05,SH513100,655700,2.25,1475325.0
m1,2018-01-08,SH513100,655700,2.268,1487127.5999999999
m1,2018-01-09,SH513100,655700,2.274,1491061.8
m1,2018-01-10,SH513100,655700,2.285,1498274.5
m1,2018-01-11,SH513100,655700,2.283,1496963.0999999999
m1,2018-01-12,SH513100,655700,2.312,1515978.4
m1,2018-01-15,SH513100,655700,2.309,1514011.3
m1,2018-01-16,SH513100,655700,2.306,1512044.2
m1,2018-01-17,SH513100,655700,2.293,1503520.1
m1,2018-01-18,SH513100,655700,2.313,1516634.1
m1,2018-01-19,SH513100,655700,2.31,1514667.0
m1,2018-01-22,SH513100,655700,2.3,1508109.9999999998
m1,2018-01-23,SH513100,655700,2.326,1525158.2
m1,2018-01-24,SH513100,655700,2.344,1536960.7999999998
m1,2018-01-25,SH513100,655700,2.324,1523846.7999999998
m1,2018-01-26,SH513100,655700,2.32,1521224.0
m1,2018-01-29,SH513100,655700,2.344,1536960.7999999998
m1,2018-01-30,SH513100,655700,2.32,1521224.0
m1,2018-01-31,SH513100,655700,2.309,1514011.3
m1,2018-02-01,SH513100,655700,2.305,1511388.5
m1,2018-02-02,SH513100,655700,2.294,1504175.8
m1,2018-02-05,SH513100,655700,2.227,1460243.9
m1,2018-02-06,SH513100,655700,2.095,1373691.5000000002
m1,2018-02-07,SH513100,655700,2.164,1418934.8
m1,2018-02-08,SH513100,655700,2.169,1422213.3
m1,2018-02-09,SH513100,655700,2.092,1371724.4000000001
m1,2018-02-22,SH513100,619100,2.232,1381831.2000000002
m1,2018-02-23,SH513100,619100,2.249,1392355.9000000001
m1,2018-02-26,SH513100,619100,2.292,1418977.2
m1,2018-02-27,SH513100,619100,2.32,1436312.0
m1,2018-02-28,SH513100,619100,2.286,1415262.6
m1,2018-03-01,SH513100,619100,2.288,1416500.7999999998
m1,2018-03-02,SH513100,619100,2.253,1394832.3
m1,2018-03-05,SH513100,619100,2.268,1404118.7999999998
m1,2018-03-06,SH513100,619100,2.298,1422691.8
m1,2018-03-07,SH513100,619100,2.284,1414024.4
m1,2018-03-08,SH513100,619100,2.302,1425168.2
m1,2018-03-09,SH513100,619100,2.319,1435692.9
m1,2018-03-12,SH513100,619100,2.368,1466028.7999999998
m1,2018-03-13,SH513100,619100,2.368,1466028.7999999998
m1,2018-03-14,SH513100,619100,2.338,1447455.8
m1,2018-03-15,SH513100,619100,2.337,1446836.7000000002
m1,2018-03-16,SH513100,619100,2.338,1447455.8
m1,2018-03-19,SH513100,619100,2.333,1444360.3
m1,2018-03-20,SH513100,619100,2.293,1419596.3
m1,2018-03-21,SH513100,619100,2.294,1420215.4000000001
m1,2018-03-22,SH513100,619100,2.288,1416500.7999999998
m1,2018-03-23,SH513100,619100,2.204,1364496.4000000001
m1,2018-03-26,SH513100,619100,2.187,1353971.7
m1,2018-03-27,SH513100,619100,2.27,1405357.0
m1,2018-03-28,SH513100,619100,2.185,1352733.5
m1,2018-03-29,SH513100,619100,2.186,1353352.5999999999
m1,2018-03-30,SH513100,619100,2.194,1358305.4
m1,2018-04-02,SH513100,619100,2.177,1347780.7
m1,2018-04-03,SH513100,619100,2.126,1316206.5999999999
m1,2018-04-04,SH513100,619100,2.13,1318683.0
m1,2018-04-16,SH513100,601000,2.189,1315589.0
m1,2018-04-17,SH513100,601000,2.208,1327008.0
m1,2018-04-18,SH513100,601000,2.247,1350447.0
m1,2018-04-19,SH513100,601000,2.249,1351649.0
m1,2018-04-20,SH513100,601000,2.236,1343836.0000000002
m1,2018-04-23,SH513100,601000,2.202,1323402.0
m1,2018-04-24,SH513100,601000,2.215,1331215.0
m1,2018-04-25,SH513100,601000,2.171,1304771.0
m1,2018-04-26,SH513100,601000,2.171,1304771.0
m1,2018-04-27,SH513100,601000,2.233,1342033.0
m1,2018-05-02,SH513100,601000,2.231,1340831.0
m1,2018-05-03,SH513100,601000,2.221,1334821.0
m1,2018-05-04,SH513100,601000,2.228,1339028.0000000002
m1,2018-05-07,SH513100,601000,2.27,1364270.0
m1,2018-05-08,SH513100,601000,2.274,1366674.0
m1,2018-05-09,SH513100,601000,2.272,1365471.9999999998
m1,2018-05-10,SH513100,601000,2.304,1384704.0
m1,2018-05-11,SH513100,601000,2.317,1392517.0
m1,2018-05-14,SH513100,601000,2.315,1391315.0
m1,2018-05-15,SH513100,601000,2.311,1388911.0
m1,2018-05-16,SH513100,601000,2.289,1375689.0
m1,2018-05-17,SH513100,601000,2.309,1387709.0
m1,2018-05-18,SH513100,601000,2.308,1387108.0
m1,2018-05-21,SH513100,601000,2.324,1396724.0
m1,2018-05-22,SH513100,601000,2.316,1391916.0
m1,2018-05-23,SH513100,601000,2.298,1381098.0
m1,2018-05-24,SH513100,601000,2.323,1396123.0
m1,2018-05-25,SH513100,601000,2.327,1398527.0
m1,2018-05-28,SH513100,601000,2.337,1404537.0
m1,2018-05-29,SH513100,601000,2.335,1403335.0
m1,2018-05-30,SH513100,601000,2.319,1393719.0
m1,2018-05-31,SH513100,601000,2.35,1412350.0
m1,2018-06-01,SH513100,601000,2.341,1406941.0
m1,2018-06-04,SH513100,601000,2.384,1432784.0
m1,2018-06-05,SH513100,601000,2.414,1450814.0
m1,2018-06-06,SH513100,601000,2.42,1454420.0
m1,2018-06-07,SH513100,601000,2.439,1465839.0
m1,2018-06-08,SH513100,601000,2.405,1445404.9999999998
m1,2018-06-11,SH513100,601000,2.431,1461031.0
m1,2018-06-12,SH513100,601000,2.438,1465238.0
m1,2018-06-13,SH513100,601000,2.451,1473051.0
m1,2018-06-14,SH513100,601000,2.436,1464036.0
m1,2018-06-15,SH513100,601000,2.472,1485672.0
m1,2018-06-19,SH513100,601000,2.442,1467642.0
m1,2018-06-20,SH513100,601000,2.458,1477258.0
m1,2018-06-21,SH513100,601000,2.505,1505505.0
m1,2018-06-22,SH513100,601000,2.488,1495288.0
m1,2018-06-25,SH513100,601000,2.471,1485071.0
m1,2018-06-26,SH513100,601000,2.431,1461031.0
m1,2018-06-27,SH513100,601000,2.413,1450213.0
m1,2018-06-28,SH513100,601000,2.396,1439996.0
m1,2018-06-29,SH513100,601000,2.449,1471849.0
m1,2018-07-02,SH513100,601000,2.437,1464637.0
m1,2018-07-03,SH513100,601000,2.503,1504303.0
m1,2018-07-04,SH513100,601000,2.459,1477859.0
m1,2018-07-05,SH513100,601000,2.46,1478460.0
m1,2018-07-06,SH513100,601000,2.497,1500697.0
m1,2018-07-09,SH513100,601000,2.574,1546974.0
m1,2018-07-10,SH513100,601000,2.604,1565004.0
m1,2018-07-11,SH513100,601000,2.554,1534954.0
m1,2018-07-12,SH513100,601000,2.578,1549378.0
m1,2018-07-13,SH513100,601000,2.603,1564403.0000000002
m1,2018-07-16,SH513100,601000,2.584,1552984.0
m1,2018-07-17,SH513100,601000,2.559,1537959.0
m1,2018-07-18,SH513100,601000,2.595,1559595.0000000002
m1,2018-07-19,SH513100,601000,2.607,1566807.0000000002
m1,2018-07-20,SH513100,601000,2.61,1568610.0
m1,2018-07-23,SH513100,601000,2.602,1563802.0
m1,2018-07-24,SH513100,601000,2.641,1587241.0
m1,2018-07-25,SH513100,601000,2.65,1592650.0
m1,2018-07-26,SH513100,601000,2.656,1596256.0
m1,2018-07-27,SH513100,601000,2.658,1597458.0
m1,2018-07-30,SH513100,601000,2.646,1590246.0
m1,2018-07-31,SH513100,601000,2.584,1552984.0
m1,2018-08-01,SH513100,601000,2.617,1572817.0
m1,2018-08-02,SH513100,601000,2.623,1576423.0000000002
m1,2018-08-03,SH513100,601000,2.702,1623902.0
m1,2018-08-06,SH513100,601000,2.768,1663567.9999999998
m1,2018-08-07,SH513100,601000,2.754,1655154.0
m1,2018-08-08,SH513100,601000,2.71,1628710.0
m1,2018-08-09,SH513100,601000,2.673,1606473.0
m1,2018-08-10,SH513100,601000,2.667,1602867.0
m1,2018-08-13,SH513100,601000,2.66,1598660.0
m1,2018-08-14,SH513100,601000,2.679,1610079.0
m1,2018-08-15,SH513100,601000,2.71,1628710.0
m1,2018-08-16,SH513100,601000,2.662,1599862.0
m1,2018-08-17,SH513100,601000,2.668,1603468.0
m1,2018-08-20,SH513100,601000,2.655,1595654.9999999998
m1,2018-08-21,SH513100,601000,2.638,1585438.0
m1,2018-08-22,SH513100,601000,2.636,1584236.0
m1,2018-08-23,SH513100,601000,2.665,1601665.0
m1,2018-08-24,SH513100,601000,2.666,1602266.0
m1,2018-08-27,SH513100,601000,2.678,1609478.0
m1,2018-08-28,SH513100,601000,2.705,1625705.0
m1,2018-08-29,SH513100,601000,2.708,1627508.0
m1,2018-08-30,SH513100,601000,2.748,1651548.0000000002
m1,2018-08-31,SH513100,601000,2.74,1646740.0000000002
m1,2018-09-03,SH513100,601000,2.742,1647942.0
m1,2018-09-04,SH513100,601000,2.754,1655154.0
m1,2018-09-05,SH513100,601000,2.728,1639528.0000000002
m1,2018-09-06,SH513100,601000,2.684,1613084.0
m1,2018-09-07,SH513100,601000,2.662,1599862.0
m1,2018-09-10,SH513100,601000,2.68,1610680.0
m1,2018-09-11,SH513100,601000,2.693,1618493.0
m1,2018-09-12,SH513100,601000,2.722,1635922.0
m1,2018-09-13,SH513100,601000,2.695,1619695.0
m1,2018-09-14,SH513100,601000,2.722,1635922.0
m1,2018-09-17,SH513100,601000,2.709,1628109.0
m1,2018-09-18,SH513100,601000,2.673,1606473.0
m1,2018-09-19,SH513100,601000,2.696,1620296.0
m1,2018-09-20,SH513100,601000,2.691,1617291.0
m1,2018-09-21,SH513100,601000,2.72,1634720.0000000002
m1,2018-09-25,SH513100,601000,2.709,1628109.0
m1,2018-09-26,SH513100,601000,2.726,1638326.0
m1,2018-09-27,SH513100,601000,2.721,1635321.0
m1,2018-09-28,SH513100,601000,2.754,1655154.0
m1,2018-10-08,SH513100,601000,2.677,1608877.0
m1,2018-10-09,SH513100,601000,2.675,1607675.0
m1,2018-10-10,SH513100,601000,2.685,1613685.0
m1,2018-10-11,SH513100,601000,2.51,1508509.9999999998
m1,2018-10-12,SH513100,601000,2.564,1540964.0
m1,2018-10-15,SH513100,601000,2.555,1535555.0
m1,2018-10-16,SH513100,601000,2.559,1537959.0
m1,2018-10-17,SH513100,601000,2.647,1590846.9999999998
m1,2018-10-18,SH513100,601000,2.619,1574019.0000000002
m1,2018-10-19,SH513100,601000,2.599,1561999.0000000002
m1,2018-10-22,SH513100,601000,2.587,1554787.0
m1,2018-10-23,SH513100,601000,2.544,1528944.0
m1,2018-10-24,SH513100,601000,2.56,1538560.0
m1,2018-10-25,SH513100,601000,2.477,1488677.0
m1,2018-10-26,SH513100,601000,2.49,1496490.0000000002
m1,2018-10-29,SH513100,601000,2.483,1492283.0
m1,2018-10-30,SH513100,601000,2.449,1471849.0
m1,2018-10-31,SH513100,601000,2.486,1494086.0000000002
m1,2018-11-01,SH513100,601000,2.514,1510913.9999999998
m1,2018-11-02,SH513100,601000,2.547,1530747.0
m1,2018-11-05,SH513100,601000,2.505,1505505.0
m1,2018-11-06,SH513100,601000,2.499,1501899.0
m1,2018-11-07,SH513100,601000,2.528,1519328.0
m1,2018-11-08,SH513100,601000,2.588,1555388.0
m1,2018-11-09,SH513100,601000,2.575,1547575.0
m1,2018-11-12,SH513100,601000,2.568,1543368.0
m1,2018-11-13,SH513100,601000,2.491,1497091.0
m1,2018-11-14,SH513100,601000,2.483,1492283.0
m1,2018-11-15,SH513100,601000,2.464,1480864.0
m1,2018-11-16,SH513100,601000,2.474,1486874.0000000002
m1,2018-11-19,SH513100,601000,2.484,1492884.0
m1,2018-11-20,SH513100,601000,2.396,1439996.0
m1,2018-11-21,SH513100,601000,2.379,1429779.0
m1,2018-11-22,SH513100,601000,2.377,1428576.9999999998
m1,2018-11-23,SH513100,601000,2.361,1418961.0000000002
m1,2018-12-03,SH513100,554700,2.558,1418922.5999999999
m1,2018-12-04,SH513100,554700,2.513,1393961.0999999999
m1,2018-12-05,SH513100,554700,2.444,1355686.8
m1,2018-12-06,SH513100,554700,2.404,1333498.8
m1,2018-12-07,SH513100,554700,2.44,1353468.0
m1,2019-03-04,SH513100,524500,2.501,1311774.5
m1,2019-03-05,SH513100,524500,2.486,1303907.0
m1,2019-03-06,SH513100,524500,2.491,1306529.5
m1,2019-03-07,SH513100,524500,2.471,1296039.5
m1,2019-03-08,SH513100,524500,2.442,1280829.0
m1,2019-03-18,SH513100,503500,2.558,1287953.0
m1,2019-03-19,SH513100,503500,2.565,1291477.5
m1,2019-03-20,SH513100,503500,2.563,1290470.5
m1,2019-03-21,SH513100,503500,2.564,1290974.0
m1,2019-03-22,SH513100,503500,2.615,1316652.5
m1,2019-03-25,SH513100,503500,2.538,1277883.0
m1,2019-03-26,SH513100,503500,2.558,1287953.0
m1,2019-03-27,SH513100,503500,2.576,1297016.0
m1,2019-03-28,SH513100,503500,2.548,1282918.0
m1,2019-03-29,SH513100,503500,2.569,1293491.5
m1,2019-04-01,SH513100,503500,2.604,1311114.0
m1,2019-04-02,SH513100,503500,2.613,1315645.5
m1,2019-04-03,SH513100,503500,2.633,1325715.5
m1,2019-04-04,SH513100,503500,2.636,1327226.0
m1,2019-04-08,SH513100,503500,2.645,1331757.5
m1,2019-04-09,SH513100,503500,2.648,1333268.0
m1,2019-04-10,SH513100,503500,2.645,1331757.5
m1,2019-04-11,SH513100,503500,2.659,1338806.5
m1,2019-04-12,SH513100,503500,2.654,1336289.0
m1,2019-04-15,SH513100,503500,2.662,1340317.0
m1,2019-04-16,SH513100,503500,2.677,1347869.5
m1,2019-04-17,SH513100,503500,2.679,1348876.5
m1,2019-04-18,SH513100,503500,2.67,1344345.0
m1,2019-04-19,SH513100,503500,2.676,1347366.0
m1,2019-04-22,SH513100,503500,2.679,1348876.5
m1,2019-04-23,SH513100,503500,2.699,1358946.5
m1,2019-04-24,SH513100,503500,2.741,1380093.5
m1,2019-04-25,SH513100,503500,2.76,1389660.0
m1,2019-04-26,SH513100,503500,2.778,1398723.0
m1,2019-04-29,SH513100,503500,2.814,1416849.0
m1,2019-04-30,SH513100,503500,2.807,1413324.5
m1,2019-05-06,SH513100,503500,2.727,1373044.5
m1,2019-05-07,SH513100,503500,2.757,1388149.5
