cci_period,cci_threshold,ma_period,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,transaction_fees,order_count,average_cash_ratio,longest_underwater_trading_days,worst_rolling_three_year_return
10,100,30,3051,10.58687154873542,0.2223111106465716,0.2951386359350089,0.9371797729039744,1.5369044332848403,0.7532429969471218,0.24673029544244413,246.45576060727257,293254.1204246159,259,0.05288147424898861,912,-0.16502794553559474
10,100,31,3051,11.255704042642902,0.2279447185827692,0.29513134029105315,0.9556965803035987,1.5683010082098152,0.7723500945645905,0.24677812779749664,247.83952880933933,306185.56341712206,257,0.05288112604424943,912,-0.15973242828539702
10,100,32,3051,12.309266619051485,0.23627070890359114,0.2951439365613199,0.9819189319409002,1.6119298239786368,0.8005270636976237,0.24717592196685628,240.94349523837977,323784.23662853986,245,0.05288619771590062,912,-0.1597613104978004
10,100,33,3051,12.306510159970319,0.23624972674831302,0.3042352148718921,0.981580071040794,1.612002582449918,0.7765364270792698,0.24726556509644063,222.73667798595392,307364.07274970395,237,0.05611264646021043,912,-0.16159816364791457
10,100,34,3051,12.282047432558993,0.23606334152199304,0.30506896439937403,0.981065422278982,1.6101351147113865,0.7738032021276217,0.2472335772659817,222.74787265031804,302910.76938103786,237,0.06033937393305076,912,-0.16259209533990626
10,100,35,3051,11.347609670233497,0.22869667050312437,0.3050532931250408,0.957089166952398,1.5678831451863817,0.7496941539633929,0.24715831150623718,227.363151170968,292862.54738652596,243,0.06196508080732861,917,-0.16257639224954823
10,100,36,3051,13.142406121522365,0.24243672254385285,0.309825555994122,1.002896148529534,1.6442634302107577,0.782494270900146,0.24690396117947178,226.09968937046187,321601.31505766214,243,0.06196602557101132,918,-0.16832476620020942
10,100,37,3051,12.312697328649762,0.23629681787912116,0.3008083716657972,0.9830515073769445,1.609665630469259,0.7855393670414552,0.24682605909033922,229.06153692573994,317733.35113026627,243,0.06488955402872033,950,-0.1666754343443443
10,100,38,3051,12.510083851936203,0.2377886982018993,0.295504240331809,0.9863267339356949,1.615534260561601,0.8046879392826871,0.24736529335303217,233.3047949748011,318437.85706382385,247,0.06391555131439217,949,-0.1666479498283745
10,100,39,3051,12.551752802617015,0.2381010792979743,0.28013591862035314,0.987323406522593,1.6180207894955434,0.8499484124370875,0.24737310130698464,235.61720568915405,323992.6264430101,249,0.06261825038858244,918,-0.16665814100768395
10,100,40,3051,13.914042278518766,0.2478569792048133,0.28010796183935294,1.0201070290243581,1.6746694243857994,0.8848623137208925,0.24704156518520684,232.0671401611927,338966.120001252,247,0.06359320995669744,918,-0.1666531220895574
10,100,41,3051,14.193000919619951,0.24975327694882,0.28012515305414576,1.0259434177821207,1.6849572031491902,0.8915774760881429,0.2471413683581988,226.73836705952948,334477.07544007787,241,0.06358812133521591,918,-0.16665530739651924
10,100,42,3051,12.834313829846195,0.24019639343622434,0.2801183273278154,0.9930957875349022,1.6279824529638434,0.8574818924829883,0.24772812080728168,226.34882536171278,318146.99027383205,241,0.061972944097623106,918,-0.1666378513144683
10,100,43,3051,12.692294262403616,0.23914821792394902,0.28012292449810894,0.989433113778002,1.6223626047015764,0.8537259788802594,0.24781046740469423,221.9237939018315,307352.1311964119,237,0.05871371530917403,918,-0.16662017450232758
10,100,44,3051,14.131253505669894,0.24933630305737986,0.2801372232783398,1.0254843475402384,1.6916456456786058,0.8900505978444834,0.24683907033200225,221.79585400341148,308915.3448501359,237,0.05708668303392761,918,-0.1666450209900857
10,100,45,3051,14.329595865263379,0.2506701884006213,0.2801071724301223,1.03007540231435,1.6995952271959516,0.8949081390022435,0.2467556007202247,225.93764479141703,314379.1488366539,241,0.05838687956390924,918,-0.1666380579025637
10,100,46,3051,14.609139624014738,0.25252351192603406,0.2816449520325297,1.0366319629839562,1.7087504953138302,0.8966023005335734,0.24658496246215839,225.61666110429417,319672.073305296,239,0.06001672690076716,918,-0.15825545535714602
10,100,47,3051,15.547149772376695,0.2585271885362428,0.261221494174958,1.0548878124941417,1.7409150173454218,0.9896857429469007,0.2469366050642063,220.61991752257038,328966.28372334596,233,0.05513911210732176,914,-0.15827493762337352
10,100,48,3051,14.946543709783873,0.2547202766872645,0.26121536516621613,1.0460175520602868,1.72972656172789,0.9751351208807388,0.24587557379102767,219.792203610648,325142.5215561659,231,0.05677943876563816,914,-0.15826426029700225
10,100,49,3051,14.946543709783873,0.2547202766872645,0.26121536516621613,1.0460175520602868,1.72972656172789,0.9751351208807388,0.24587557379102767,219.792203610648,325142.5215561659,231,0.05677943876563816,914,-0.15826426029700225
10,100,50,3051,14.922620405795323,0.25456592955406054,0.26121536516621613,1.0459506812632928,1.7304190533571833,0.9745442401218457,0.24574174882469182,222.08514027875373,328593.483804708,233,0.0551554955689524,914,-0.15826426029700225
10,100,51,3051,13.107595319955326,0.2421858495023892,0.267410287157677,1.0018517748371063,1.6447179991671534,0.9056714013383698,0.24697392873336219,228.36837143840674,320987.876024694,237,0.058404015180914086,917,-0.17061154324220684
10,100,52,3051,14.031373443937357,0.24865850464321348,0.2673887551796744,1.0220381005336998,1.68150708668177,0.9299512407547769,0.24724583162886263,235.49375297113042,333685.24092266994,241,0.06165395558457668,914,-0.17060830990475295
10,100,53,3051,15.43507610221042,0.25782654876463496,0.3007541773124841,1.0497286973424498,1.7261110950646041,0.8572667254983884,0.24784209286582995,233.073372826915,374140.62402961205,239,0.060669690304426815,571,-0.05270119944099361
10,100,54,3051,16.429342408240498,0.2638950022752218,0.30075001876101726,1.0677706142276997,1.7574856344171486,0.8774563119310017,0.24826354946455284,231.83369821519466,396184.7392995417,237,0.058997299871203765,610,-0.024930314824220368
10,100,55,3051,14.540104800321165,0.25206867445917447,0.30075471171028134,1.0269985418153948,1.6928395460179428,0.8381204504685985,0.24916851426445583,233.23477097983215,360129.365918856,241,0.06063039694786903,610,-0.10494827558140052
10,100,56,3051,14.356713396372509,0.25085132559849477,0.3007490733151452,1.022845684218627,1.6873447913887782,0.8340884406836917,0.24924490043289524,222.65510763785286,339611.10916752595,235,0.06225523945054556,610,-0.10495164803042101
10,100,57,3051,14.886597903997194,0.2543331193308267,0.3007517826837266,1.0331698257428241,1.7053184802346468,0.8456578945644548,0.24951120074122182,220.38140999706678,345896.1642228299,233,0.06226001925699214,576,-0.08498688670584464
10,100,58,3051,15.098351485670616,0.2556947764113908,0.3007545391599492,1.0380270474196063,1.713235187091536,0.8501776136964821,0.24935128280322033,218.45116527161747,347187.01510941016,227,0.06388892168578977,576,-0.07028628581981211
10,100,59,3051,15.549013531267768,0.2585388031422151,0.30075325270819675,1.0467047859188316,1.7282260739011932,0.8596375959832433,0.24947747467260167,216.78318014639385,351390.1074722579,223,0.06388434772321205,574,-0.0645925330905589
10,100,60,3051,15.549013531267768,0.2585388031422151,0.30075325270819675,1.0467047859188316,1.7282260739011932,0.8596375959832433,0.24947747467260167,216.78318014639385,351390.1074722579,223,0.06388434772321205,574,-0.0645925330905589
10,110,30,3051,11.855234705283412,0.23275962304077424,0.3112577246817848,0.9858382527259738,1.5999761009322988,0.7478035228803933,0.2420675977169162,241.96397155991795,293500.206216618,247,0.05275227986490991,907,-0.14136176026565306
10,110,31,3051,12.596823668856251,0.23843797247901222,0.3112525074428806,1.0046455980531153,1.6316914633073036,0.7660596036251021,0.24212957072439503,243.572583305538,307352.84734377597,245,0.052766954446693784,907,-0.13591778403968136
10,110,32,3051,13.779442885437433,0.24693032818329308,0.3112619443798429,1.0315601333600986,1.6761517555004986,0.793320007928615,0.24253919664474966,235.86751357144252,323749.99648258794,231,0.05277616851050507,907,-0.13593045714714458
10,110,33,3051,13.776769631609094,0.24691184579099246,0.3112563053055616,1.0311917774602544,1.676242564174805,0.7932750006416676,0.24263249407382131,216.2037517973208,304676.92953092995,223,0.056000103435989254,907,-0.13783100441275908
10,110,34,3051,13.749639835457927,0.24672410144593582,0.3155636149062532,1.030677281147939,1.674356145922801,0.7818521838115968,0.24259987251268128,216.48053521168154,300663.0474021058,223,0.060228707339120155,907,-0.13884905019310145
10,110,35,3051,12.712116936884476,0.23929511685788074,0.3155655420218435,1.006268804716194,1.6316179455236035,0.7583055973878057,0.24252279139776903,220.8054102498464,290259.88719555596,229,0.0618481683863364,913,-0.13883157062078932
10,110,36,3051,14.704854500658197,0.25315108570943434,0.313760541562647,1.0530163643850254,1.7088894600945799,0.80682894174215,0.24226402845836595,220.0585642401778,319985.7672818339,229,0.06184724856635064,914,-0.14475602371587615
10,110,37,3051,13.783973984097631,0.24696164836937573,0.31375341337941864,1.0328245855050553,1.673924837061875,0.7871201964286765,0.24218466538712885,222.493352597285,315158.0576223959,229,0.06476895209688642,948,-0.1428685244698117
10,110,38,3051,14.003231327484185,0.2484667821384492,0.308567264879802,1.0360028104232109,1.6796566669966806,0.8052272888870304,0.24273619374289235,227.4403571824603,317127.65147583606,233,0.06379533068784408,918,-0.13637713526061057
10,110,39,3051,14.049523690126026,0.24878198126435125,0.29347612293622727,1.0370232818494214,1.6822088180937589,0.84770774117938,0.24274213253396915,229.58206139767145,322412.29365398985,235,0.06249539418967411,917,-0.11751967620032466
10,110,40,3051,15.562356381867637,0.258621918302119,0.29346269590446483,1.070535790616043,1.7396824613868678,0.8812769797027693,0.24240247784980545,226.84931356977313,339088.5776124,233,0.06346921081905081,917,-0.11751031604567896
10,110,41,3051,15.86938122024565,0.260517649337755,0.29346436499543027,1.0764041472356112,1.7499653196314822,0.8877318012420748,0.24250281796206202,222.198136535797,335570.4546544019,227,0.06348287919624682,917,-0.11752672071251768
10,110,42,3051,14.36198768980912,0.2508865222253869,0.29346443789899,1.0427735825266757,1.69208344737663,0.8549128610661221,0.2431043976754257,220.8219590098001,317337.49397090985,227,0.06185756045807924,917,-0.11752953145805478
10,110,43,3051,14.202725010915353,0.24981880088641306,0.29346924300895383,1.0389982748192927,1.6863449116842055,0.8512605897810934,0.2431836551920696,216.70522535653075,306908.821784658,223,0.0586183441699472,917,-0.11753170442504013
10,110,44,3051,15.817908612439279,0.26020205239217553,0.29346841240566257,1.0763314769941965,1.757753332097618,0.8866441545078357,0.24220566935130228,217.63664061785624,310593.0003607439,221,0.05699105240373425,917,-0.11753525747971694
10,110,45,3051,16.03853358664479,0.261548592833855,0.2934671718212857,1.0810260774264941,1.7658264215461577,0.891236287897754,0.24212422271780434,222.12744284035927,316931.1755152678,225,0.05827926785667729,917,-0.11752441916346301
10,110,46,3051,16.33078890971796,0.26330787845273607,0.2934655130810985,1.0873374975956698,1.7745428837096866,0.8972361886351246,0.24196766345902593,222.225399606079,322521.06140208,225,0.05992248487645774,914,-0.11939143090601922
10,110,47,3051,17.184462072039683,0.2682950376085256,0.26873388807931176,1.1024742092140025,1.8011732429708565,0.9983669701133612,0.2422938005832466,217.53560498284682,329019.20356035605,219,0.056677816246091896,481,-0.08855985582347092
10,110,48,3051,16.524006804689087,0.26445609432054673,0.2687417073812224,1.0937044892656407,1.7903503944931598,0.9840530407340298,0.24121861292430335,215.75523075078803,323680.14433093794,217,0.05830049822335925,481,-0.08859169958018398
10,110,49,3051,16.524006804689087,0.26445609432054673,0.2687417073812224,1.0937044892656407,1.7903503944931598,0.9840530407340298,0.24121861292430335,215.75523075078803,323680.14433093794,217,0.05830049822335925,481,-0.08859169958018398
10,110,50,3051,16.49775262413387,0.26430076070102837,0.2687417073812224,1.093674577218819,1.7911301929787384,0.9834750373380104,0.24108237459115114,218.00637366996375,327100.37252616603,219,0.05667822511762958,481,-0.08859169958018398
10,110,51,3051,14.503673515902102,0.25182789784991777,0.268727425708957,1.0484001498884985,1.7036637046254024,0.9371127535105325,0.2423358845332224,222.9825127022928,317336.5782979319,223,0.059936100136180316,482,-0.10191079601808528
10,110,52,3051,15.519045670064678,0.2583519031349091,0.26874706283849914,1.0688947005106038,1.7409122067791267,0.9613199132530169,0.24261499123675018,231.74377459659888,332666.18495536206,227,0.06318292850434154,482,-0.10194357489767747
10,110,53,3051,17.060943421556225,0.2675869156215569,0.30075451051416113,1.0969390375975205,1.7856313197764306,0.8897187116632037,0.24322105740902034,228.2446764014998,370945.37218381814,225,0.06219569607739019,418,0.025721058531783525
10,110,54,3051,18.15319876024901,0.273700440125644,0.3007509356823217,1.1152045547466511,1.8171981194124673,0.910056819955331,0.2436489420317845,226.68853788733503,392024.9678910181,223,0.060524077728354414,379,0.11588684583053732
10,110,55,3051,16.078646009294037,0.26179168982951984,0.30075405720345305,1.0734253126944515,1.7517712280187663,0.8704510664420527,0.24457587878389658,227.83102811961817,355842.1803659822,227,0.062149743900459214,379,0.04263540654214881
10,110,56,3051,15.875432819902443,0.26055469575932544,0.3007558975788257,1.0691568626851868,1.746239902215087,0.8663327896705206,0.24464886195991475,216.68880360371944,334294.8549175861,221,0.0637837781593041,379,0.042662474183023935
10,110,57,3051,16.457813481150456,0.2640640487813857,0.30075446267856887,1.079592232787457,1.7642904629318465,0.878005421530865,0.24492376619850098,214.57453284498337,340744.15776957595,219,0.06377832548246716,359,0.06589518768003311
10,110,58,3051,16.69116321375644,0.2654400985967553,0.3007570060969622,1.0846012024207417,1.7723957324850217,0.8825732841321711,0.24475949156564344,212.76873511838437,342158.098103598,213,0.06540888276078659,321,0.08304973834045803
10,110,59,3051,17.186614898535527,0.268307340383078,0.3007489936116772,1.093413805999901,1.7875112697613567,0.8921304678728622,0.24488724144147908,211.43663100852245,346948.38694450783,209,0.06540684278743884,321,0.08965991606527468
10,110,60,3051,17.186614898535527,0.268307340383078,0.3007489936116772,1.093413805999901,1.7875112697613567,0.8921304678728622,0.24488724144147908,211.43663100852245,346948.38694450783,209,0.06540684278743884,321,0.08965991606527468
