execution_date,symbol,shares,market_value_at_open
2019-01-02,SZ002072,16000,99865.99731445312
2019-01-02,SZ002200,17800,99834.5253944397
2019-01-02,SZ300029,21500,99970.33739089966
2019-01-02,SZ300069,10300,99310.10704040527
2019-01-02,SZ300106,18900,99691.46361351013
2019-01-02,SZ300321,8300,99889.65969085693
2019-01-02,SZ300354,12600,99949.40843582153
2019-01-02,SZ300405,26000,99701.83086395264
2019-01-02,SZ300489,12800,99685.90087890625
2019-01-02,SZ300592,11000,99845.8948135376
2019-02-01,SZ002072,19300,93533.0310344696
2019-02-01,SZ002200,17800,93789.10064697266
2019-02-01,SZ002633,12900,93800.12469291687
2019-02-01,SZ002890,11300,93876.18198394775
2019-02-01,SZ300029,22000,93616.51706695557
2019-02-01,SZ300106,18100,93702.19044685364
2019-02-01,SZ300321,8000,93303.13110351562
2019-02-01,SZ300405,26400,93825.62255859375
2019-02-01,SZ300489,12400,93271.29020690918
2019-02-01,SZ300592,11200,93641.70532226562
2019-03-01,SH600306,15900,114026.73196792603
2019-03-01,SZ002072,17400,114312.62655258179
2019-03-01,SZ002200,18100,114077.17051506042
2019-03-01,SZ002633,13100,114255.66549301147
2019-03-01,SZ300029,21500,114681.33044242859
2019-03-01,SZ300106,18600,114284.01517868042
2019-03-01,SZ300321,8100,113626.15785598755
2019-03-01,SZ300405,26600,114283.83598327637
2019-03-01,SZ300489,12700,113806.05001449585
2019-03-01,SZ300592,11200,113759.17510986328
2019-04-01,SH600306,16500,124780.02262115479
2019-04-01,SZ002072,20600,124984.34343338013
2019-04-01,SZ002200,18200,124739.87703323364
2019-04-01,SZ300029,21100,124824.73020553589
2019-04-01,SZ300106,18800,124964.64576721191
2019-04-01,SZ300405,26900,125182.25626945496
2019-04-01,SZ300489,12100,124328.4646987915
2019-04-01,SZ300592,10900,124297.70908355713
2019-04-01,SZ300665,15400,125348.23608398438
2019-04-01,SZ300680,16900,125113.65542411804
2019-05-06,SH603029,12200,128425.856590271
2019-05-06,SH603269,14400,127841.54205322266
2019-05-06,SH603286,8800,127641.61758422852
2019-05-06,SZ002072,20600,101787.78228759766
2019-05-06,SZ002890,13500,127652.74715423584
2019-05-06,SZ300029,24100,128307.11007118225
2019-05-06,SZ300321,8900,127068.86863708496
2019-05-06,SZ300354,14000,128194.01550292969
2019-05-06,SZ300442,9100,66684.77025032043
2019-05-06,SZ300592,10900,107629.87003326416
2019-05-06,SZ300665,15400,111414.29500579834
2019-06-03,SH600306,17800,138866.23039245605
2019-06-03,SH603029,12900,138732.9566001892
2019-06-03,SH603269,15700,138507.2196006775
2019-06-03,SH603286,9100,138676.6993522644
2019-06-03,SZ000691,34000,139011.69204711914
2019-06-03,SZ000835,32100,139074.91779327393
2019-06-03,SZ002473,4100,34285.70337295532
2019-06-03,SZ002890,13500,136150.88653564453
2019-06-03,SZ300029,21600,139192.1459197998
2019-06-03,SZ300592,10900,131013.71183395386
2019-06-03,SZ300665,15400,118401.03368759155
2019-07-01,SH600306,17800,142914.3886566162
2019-07-01,SH603029,12700,141798.27308654785
2019-07-01,SH603269,15500,142647.32885360718
2019-07-01,SH603286,9000,141636.48891448975
2019-07-01,SZ000691,34600,142575.7869720459
2019-07-01,SZ002473,17000,142667.6025390625
2019-07-01,SZ002890,13900,142730.76267242432
2019-07-01,SZ300029,20800,142219.17877197266
2019-07-01,SZ300321,2900,42834.66625213623
2019-07-01,SZ300592,10900,121288.16537857056
2019-07-01,SZ300665,15400,124678.70407104492
2019-08-01,SH600306,21400,134801.36079788208
2019-08-01,SZ000691,33700,134747.06735610962
2019-08-01,SZ002209,19900,134918.92971992493
2019-08-01,SZ002473,17100,134335.87861061096
2019-08-01,SZ002633,15000,134709.46311950684
2019-08-01,SZ002890,13900,134109.07907485962
2019-08-01,SZ300029,20800,134961.73477172852
2019-08-01,SZ300321,9300,134303.9517402649
2019-08-01,SZ300592,12800,134826.91650390625
2019-08-01,SZ300665,18000,134929.30126190186
2019-09-02,SH600306,22300,129384.89875793457
2019-09-02,SH603269,15500,129840.86656570435
2019-09-02,SZ000691,34000,129834.88655090332
2019-09-02,SZ002209,20400,129750.88005065918
2019-09-02,SZ002473,16100,129826.87063217163
2019-09-02,SZ002633,15900,129561.03572845459
2019-09-02,SZ002890,13800,129848.3247756958
2019-09-02,SZ300029,20500,129586.18140220642
2019-09-02,SZ300321,9300,129208.15172195435
2019-09-02,SZ300665,18000,129573.32038879395
2019-10-08,SH600306,23600,133062.93334960938
2019-10-08,SH603269,15500,133185.46056747437
2019-10-08,SH603286,8900,132548.11277389526
2019-10-08,SZ000679,36500,133216.15326404572
2019-10-08,SZ000691,35200,133423.85177612305
2019-10-08,SZ002209,19700,133042.20247268677
2019-10-08,SZ002633,15400,132947.2511291504
2019-10-08,SZ300029,21600,132953.26766967773
2019-10-08,SZ300592,12600,132493.3542251587
2019-10-08,SZ300665,18400,132961.4589691162
2019-11-01,SH600306,24500,134287.34922409058
2019-11-01,SH603269,15400,134356.38484954834
2019-11-01,SH603991,7800,133872.33810424805
2019-11-01,SZ000691,35600,134527.37684249878
2019-11-01,SZ000835,35100,134527.15122699738
2019-11-01,SZ000929,18900,134376.7855167389
2019-11-01,SZ002209,20700,134551.5694141388
2019-11-01,SZ002633,16200,134180.79929351807
2019-11-01,SZ300029,20600,134376.1820793152
2019-11-01,SZ300665,18400,134530.03959655762
2019-12-02,SH600306,24600,133860.97497940063
2019-12-02,SH603269,16800,133831.6692352295
2019-12-02,SH603991,8200,132970.47729492188
2019-12-02,SZ000691,36100,133881.13293647766
2019-12-02,SZ000929,20400,133810.11772155762
2019-12-02,SZ002473,17300,134176.40018463135
2019-12-02,SZ002633,16800,133450.35209655762
2019-12-02,SZ300362,49100,134207.87320137024
2019-12-02,SZ300431,40000,134022.0832824707
2019-12-02,SZ300665,18900,133577.86102294922
2020-01-02,SH600306,25100,143039.95399475098
2020-01-02,SH603269,17000,143239.0432357788
2020-01-02,SH603991,8300,142768.52340698242
2020-01-02,SZ000679,40000,143238.51585388184
2020-01-02,SZ000691,35700,143473.65460395813
2020-01-02,SZ000929,20600,143372.2975730896
2020-01-02,SZ002633,16700,142995.5337524414
2020-01-02,SZ300029,23900,143242.68398284912
2020-01-02,SZ300362,52500,143496.23322486877
2020-01-02,SZ300431,38800,143232.77893066406
2020-02-03,SH600306,25700,120516.10221862793
2020-02-03,SH603269,17000,128117.98667907715
2020-02-03,SH603991,8300,125172.26314544678
2020-02-03,SZ000679,40000,124803.0948638916
2020-02-03,SZ000691,35800,121050.23174285889
2020-02-03,SZ000929,20600,124195.99132537842
2020-02-03,SZ002633,16700,128630.17902374268
2020-02-03,SZ300029,23900,128873.23794364929
2020-02-03,SZ300362,52500,111824.99349117279
2020-02-03,SZ300431,38800,106731.46142959595
2020-03-02,SH600241,31900,125401.49331092834
2020-03-02,SH600306,27300,125562.38451004028
2020-03-02,SH600561,26600,125354.70952987671
2020-03-02,SH603991,8000,124381.72149658203
2020-03-02,SZ000679,38600,125467.31996536255
2020-03-02,SZ000929,20300,125477.23770141602
2020-03-02,SZ300029,23100,125342.88282394409
2020-03-02,SZ300106,22900,125226.89509391785
2020-03-02,SZ300362,59200,125503.99322509766
2020-03-02,SZ300431,43700,125543.70913505554
2020-04-01,SH600241,35200,131329.64553833008
2020-04-01,SH600306,28900,131470.3106880188
2020-04-01,SH600561,26700,131410.01386642456
2020-04-01,SH600599,19400,130969.82412338257
2020-04-01,SH603389,31600,131461.46488189697
2020-04-01,SZ000679,42000,131431.72645568848
2020-04-01,SZ000691,35700,131371.6700077057
2020-04-01,SZ002633,16500,130737.6959323883
2020-04-01,SZ300362,73800,131363.99788856506
2020-04-01,SZ300431,53200,131505.47246932983
2020-05-06,SH600306,28900,116232.87377357483
2020-05-06,SH600561,25600,117512.6220703125
2020-05-06,SH600599,19500,117421.86498641968
2020-05-06,SZ000835,42300,117663.31372261047
2020-05-06,SZ000929,19400,117739.42804336548
2020-05-06,SZ002071,66700,117709.87482070923
2020-05-06,SZ002209,20900,117467.92364120483
2020-05-06,SZ002633,15900,117618.87073516846
2020-05-06,SZ300029,3800,20884.98411178589
2020-05-06,SZ300362,73800,109961.99190616608
2020-05-06,SZ300431,53200,106888.86165618896
2020-06-01,SH600306,28900,114504.31876182556
2020-06-01,SH600561,27800,125662.30936050415
2020-06-01,SH600599,19500,147044.988155365
2020-06-01,SZ000835,43400,125942.7520275116
2020-06-01,SZ002071,50800,125983.98885726929
2020-06-01,SZ002209,21500,125837.1353149414
2020-06-01,SZ002633,16200,125671.2555885315
2020-06-01,SZ300029,23200,125514.33067321777
2020-06-01,SZ300090,154800,40421.48541212082
2020-06-01,SZ300362,73800,109961.99190616608
2020-06-01,SZ300431,53200,93151.88336372375
2020-07-01,SH600561,25400,118388.34056854248
2020-07-01,SH600768,12400,118304.64401245117
2020-07-01,SH603269,14700,118412.48588562012
2020-07-01,SZ000835,43400,103361.82899475098
2020-07-01,SZ000929,6500,42051.33819580078
2020-07-01,SZ002071,50800,92847.58486747742
2020-07-01,SZ002209,19500,118444.44823265076
2020-07-01,SZ002633,15000,118168.90239715576
2020-07-01,SZ300029,21500,118452.25143432617
2020-07-01,SZ300090,154800,49749.516248703
2020-07-01,SZ300362,73800,109961.99190616608
2020-07-01,SZ300405,100,437.6883029937744
2020-07-01,SZ300431,53200,78707.24668502808
2020-08-03,SH600365,35400,121854.95839118958
2020-08-03,SZ000502,17000,121655.22861480713
2020-08-03,SZ000929,17100,121409.6640586853
2020-08-03,SZ002209,18200,121587.75615692139
2020-08-03,SZ002633,14200,122007.49702453613
2020-08-03,SZ300029,18100,121660.43453216553
2020-08-03,SZ300312,26300,121698.57378005981
2020-08-03,SZ300362,73800,109961.99190616608
2020-08-03,SZ300431,53200,78707.24668502808
2020-08-03,SZ300535,9400,121171.44470214844
2020-08-03,SZ300665,7400,57915.14329910278
2020-09-01,SH600520,14500,130664.41822052002
2020-09-01,SH600561,24900,130744.92330551147
2020-09-01,SH600768,2300,24496.26693725586
2020-09-01,SZ000502,15900,131079.07619476318
2020-09-01,SZ000929,16800,130846.16432189941
2020-09-01,SZ002209,18200,129977.1918296814
2020-09-01,SZ002633,13500,130919.05975341797
2020-09-01,SZ300029,18100,117325.72536468506
2020-09-01,SZ300362,73800,109961.99190616608
2020-09-01,SZ300431,53200,78707.24668502808
2020-09-01,SZ300535,9200,130283.19396972656
2020-09-01,SZ300665,7400,65975.86212158203
2020-10-09,SH600520,14300,117293.65472793579
2020-10-09,SH600561,24000,117622.82180786133
2020-10-09,SH600768,12100,117129.06532287598
2020-10-09,SH603029,10200,117634.88788604736
2020-10-09,SH603269,13400,117805.0277709961
2020-10-09,SH603286,4900,79987.06436157227
2020-10-09,SZ002209,17700,118033.90917778015
2020-10-09,SZ002633,13500,116476.0594367981
2020-10-09,SZ300029,18100,84796.42758369446
2020-10-09,SZ300362,73800,109961.99190616608
2020-10-09,SZ300431,53200,19701.163113117218
2020-10-09,SZ300665,7400,63293.66416931152
2020-11-02,SH600355,42100,119188.55664730072
2020-11-02,SH600506,12700,119339.1788482666
2020-11-02,SH600520,15800,118687.0623588562
2020-11-02,SH600768,12700,118630.6586265564
2020-11-02,SH600778,27200,119158.86917114258
2020-11-02,SH603029,10800,118996.00296020508
2020-11-02,SH603958,18500,119344.26259994507
2020-11-02,SZ000695,18600,119267.47827529907
2020-11-02,SZ000702,2100,10854.473733901978
2020-11-02,SZ002633,13400,118606.4136505127
2020-11-02,SZ300362,73800,109961.99190616608
2020-12-01,SH600355,42700,124721.56920433044
2020-12-01,SH600520,16100,124487.9156589508
2020-12-01,SH600561,25200,124743.15547943115
2020-12-01,SH600768,12500,124007.66611099243
2020-12-01,SH600778,27700,124627.17590332031
2020-12-01,SH603029,10800,123678.12538146973
2020-12-01,SH603269,14500,124760.73932647705
2020-12-01,SZ000502,16400,124247.67036437988
2020-12-01,SZ002633,14900,124736.41595840454
2020-12-01,SZ300362,73800,109961.99190616608
2020-12-01,SZ300478,1500,16560.36329269409
2021-01-04,SH600355,45000,115205.20091056824
2021-01-04,SH600455,5600,114208.89434814453
2021-01-04,SH600520,16900,114921.30870819092
2021-01-04,SH600561,25800,115076.60036087036
2021-01-04,SH600615,17200,115240.58723449707
2021-01-04,SH600768,13100,115029.47769165039
2021-01-04,SH600778,28800,115222.65930175781
2021-01-04,SH603029,11600,115204.02221679688
2021-01-04,SZ002633,15000,108168.46132278442
2021-01-04,SZ300362,73800,109961.99190616608
2021-01-04,SZ300478,1500,14939.337730407715
2021-02-01,SH600355,48500,99406.4154624939
2021-02-01,SH600766,26400,99240.12565612793
2021-02-01,SH600768,13000,98813.2643699646
2021-02-01,SH600778,29800,99238.70115280151
2021-02-01,SH603029,11700,99546.25997543335
2021-02-01,SZ000007,38400,99443.65539550781
2021-02-01,SZ002633,16800,99126.34620666504
2021-02-01,SZ002862,11900,98801.4609336853
2021-02-01,SZ300362,73800,109961.99190616608
2021-02-01,SZ300478,10900,91033.62169265747
2021-03-01,SH600355,51500,112259.05096530914
2021-03-01,SH600520,15900,111924.59650039673
2021-03-01,SH600766,26400,126992.16842651367
2021-03-01,SH600768,14800,112170.65372467041
2021-03-01,SH600778,31000,112185.76145172119
2021-03-01,SH603029,13000,111491.99485778809
2021-03-01,SH603269,16300,111912.71719932556
2021-03-01,SH603813,1000,12322.700500488281
2021-03-01,SZ002633,16900,108463.11583518982
2021-03-01,SZ300362,73800,109961.99190616608
2021-03-01,SZ300478,10900,92463.15937042236
2021-04-01,SH600355,49900,112801.30333900452
2021-04-01,SH600520,16500,112718.61004829407
2021-04-01,SH600701,416300,112926.2423992157
2021-04-01,SH600766,26100,112522.22414016724
2021-04-01,SH600768,13700,112882.3787689209
2021-04-01,SH600891,236500,96730.3065508604
2021-04-01,SZ000609,30700,112673.24030399323
2021-04-01,SZ002633,17800,112868.68953704834
2021-04-01,SZ300362,73800,109961.99190616608
2021-04-01,SZ300478,13800,112651.9941329956
2021-04-01,SZ300736,2700,19877.73084640503
2021-05-06,SH600355,51700,114238.25376033783
2021-05-06,SH600520,16500,111546.23508453369
2021-05-06,SH600701,416300,187335.0074440241
2021-05-06,SH600766,26100,96061.84108257294
2021-05-06,SH600768,13700,109745.35188674927
2021-05-06,SH600891,236500,89869.99887228012
