total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,completed_positions,trade_count,order_count,rejected_order_count,period_start,period_end,scenario,yearly_returns_json
2.4747744406111374,0.2226511283403978,0.13486109706961102,1.2897193689951607,0.16670367979663087,23.8913739740623,0.3479325878905448,1.0,258,13,26,26,0,2014-01-02,2020-05-13,index-source-cost-calibration,"{""2014"": 0.5195165835120736, ""2015"": 0.4462357246509583, ""2016"": 0.11743492905520858, ""2017"": 0.17629174737864495, ""2018"": -0.04021173330726291, ""2019"": 0.2590550947068293, ""2020"": -0.004538140050261097}"
