experiment_id,entry_rule,period,symbol,candidate_trade_date,observation_date,candidate_rank,entry_date,return_5,benchmark_return_5,excess_return_5,return_20,benchmark_return_20,excess_return_20,return_60,benchmark_return_60,excess_return_60,return_120,benchmark_return_120,excess_return_120
h22,new-high-55-volume-1.4,selection-validation,SH603737,2019-10-08,2019-09-30,16,2019-10-11,-0.06275582313537598,-0.005528926849365234,-0.05722689628601074,0.1447829008102417,-0.010032892227172852,0.15481579303741455,0.2724149227142334,0.0638270378112793,0.2085878849029541,0.37833237648010254,0.04137265682220459,0.33695971965789795
h18-control,direct,selection-validation,SH603737,2019-11-01,2019-10-31,8,2019-11-01,0.0676565170288086,0.020050644874572754,0.04760587215423584,0.10772287845611572,-0.003949761390686035,0.11167263984680176,0.12054407596588135,0.00045871734619140625,0.12008535861968994,0.5200411081314087,0.06502842903137207,0.4550126791000366
h20,new-high-20,selection-validation,SH603737,2019-11-01,2019-10-31,8,2019-11-04,-0.03359556198120117,0.0027990341186523438,-0.036394596099853516,0.021457910537719727,-0.015967249870300293,0.03742516040802002,0.051220059394836426,0.00444340705871582,0.046776652336120605,0.3493093252182007,0.05074882507324219,0.2985605001449585
h21,new-high-55,selection-validation,SH603737,2019-11-01,2019-10-31,8,2019-11-04,-0.03359556198120117,0.0027990341186523438,-0.036394596099853516,0.021457910537719727,-0.015967249870300293,0.03742516040802002,0.051220059394836426,0.00444340705871582,0.046776652336120605,0.3493093252182007,0.05074882507324219,0.2985605001449585
h22,new-high-55-volume-1.4,selection-validation,SH603737,2019-11-01,2019-10-31,8,2019-11-04,-0.03359556198120117,0.0027990341186523438,-0.036394596099853516,0.021457910537719727,-0.015967249870300293,0.03742516040802002,0.051220059394836426,0.00444340705871582,0.046776652336120605,0.3493093252182007,0.05074882507324219,0.2985605001449585
h18-control,direct,selection-validation,SH603737,2019-12-02,2019-11-29,8,2019-12-02,0.021419405937194824,0.023047924041748047,-0.0016285181045532227,-0.022689998149871826,0.05748903751373291,-0.08017903566360474,0.2503150701522827,0.16587412357330322,0.08444094657897949,0.4196532964706421,0.13717865943908691,0.2824746370315552
h18-control,direct,selection-validation,SH603737,2020-01-02,2019-12-31,7,2020-01-02,0.12989270687103271,0.022072196006774902,0.10782051086425781,-0.0035100579261779785,-0.004481196403503418,0.0009711384773254395,0.09433162212371826,-0.03005087375640869,0.12438249588012695,0.5605260133743286,0.14035916328430176,0.42016685009002686
h20,new-high-20,selection-validation,SH603737,2020-01-02,2019-12-31,7,2020-01-03,0.05684971809387207,0.02260112762451172,0.03424859046936035,0.01156759262084961,-0.009113729000091553,0.020681321620941162,0.02890300750732422,-0.05003601312637329,0.07893902063369751,0.5263892412185669,0.17184126377105713,0.35454797744750977
h21,new-high-55,selection-validation,SH603737,2020-01-02,2019-12-31,7,2020-01-07,0.04025089740753174,0.021633267402648926,0.018617630004882812,0.040898799896240234,-0.014815330505371094,0.05571413040161133,0.03989744186401367,-0.03125816583633423,0.0711556077003479,0.476884126663208,0.2009437084197998,0.2759404182434082
h18-control,direct,selection-validation,SH603737,2020-02-03,2020-01-23,8,2020-02-03,0.0659862756729126,0.08784067630767822,-0.021854400634765625,0.14289426803588867,0.11321389675140381,0.029680371284484863,0.3830451965332031,0.07531845569610596,0.30772674083709717,1.1926279067993164,0.28627264499664307,0.9063552618026733
h20,new-high-20,selection-validation,SH603737,2020-02-03,2020-01-23,8,2020-02-21,0.006289362907409668,0.00857090950012207,-0.0022815465927124023,-0.1781262755393982,-0.09588611125946045,-0.08224016427993774,0.19379329681396484,-0.03771084547042847,0.2315041422843933,1.1266250610351562,0.16104340553283691,0.9655816555023193
h21,new-high-55,selection-validation,SH603737,2020-02-03,2020-01-23,8,2020-02-21,0.006289362907409668,0.00857090950012207,-0.0022815465927124023,-0.1781262755393982,-0.09588611125946045,-0.08224016427993774,0.19379329681396484,-0.03771084547042847,0.2315041422843933,1.1266250610351562,0.16104340553283691,0.9655816555023193
h22,new-high-55-volume-1.4,selection-validation,SH603737,2020-02-03,2020-01-23,8,2020-02-21,0.006289362907409668,0.00857090950012207,-0.0022815465927124023,-0.1781262755393982,-0.09588611125946045,-0.08224016427993774,0.19379329681396484,-0.03771084547042847,0.2315041422843933,1.1266250610351562,0.16104340553283691,0.9655816555023193
h18-control,direct,selection-validation,SH603737,2020-03-02,2020-02-28,7,2020-03-02,0.011975884437561035,0.04485154151916504,-0.032875657081604004,-0.056904137134552,-0.0687217116355896,0.011817574501037598,0.18573236465454102,-0.02814662456512451,0.21387898921966553,1.405480146408081,0.21255040168762207,1.192929744720459
h20,new-high-20,selection-validation,SH603737,2020-03-02,2020-02-28,7,2020-03-03,-0.0733957290649414,-0.04012095928192139,-0.03327476978302002,-0.1092381477355957,-0.12668484449386597,0.017446696758270264,0.1759873628616333,-0.060875535011291504,0.2368628978729248,1.2958052158355713,0.15560102462768555,1.1402041912078857
h21,new-high-55,selection-validation,SH603737,2020-03-02,2020-02-28,7,2020-03-03,-0.0733957290649414,-0.04012095928192139,-0.03327476978302002,-0.1092381477355957,-0.12668484449386597,0.017446696758270264,0.1759873628616333,-0.060875535011291504,0.2368628978729248,1.2958052158355713,0.15560102462768555,1.1402041912078857
h22,new-high-55-volume-1.4,selection-validation,SH603737,2020-03-02,2020-02-28,7,2020-03-03,-0.0733957290649414,-0.04012095928192139,-0.03327476978302002,-0.1092381477355957,-0.12668484449386597,0.017446696758270264,0.1759873628616333,-0.060875535011291504,0.2368628978729248,1.2958052158355713,0.15560102462768555,1.1402041912078857
h18-control,direct,selection-validation,SH603737,2020-04-01,2020-03-31,10,2020-04-01,0.06097769737243652,0.04815793037414551,0.012819766998291016,0.21512138843536377,0.039212942123413086,0.17590844631195068,0.48416686058044434,0.169458270072937,0.3147085905075073,1.68678879737854,0.2708861827850342,1.4159026145935059
h20,new-high-20,selection-validation,SH603737,2020-04-01,2020-03-31,10,2020-04-13,0.01868271827697754,0.02743244171142578,-0.008749723434448242,0.21561360359191895,0.06951344013214111,0.14610016345977783,0.567603588104248,0.289772629737854,0.27783095836639404,1.512209177017212,0.26364266872406006,1.2485665082931519
h21,new-high-55,selection-validation,SH603737,2020-04-01,2020-03-31,10,2020-04-21,0.0771416425704956,-0.017332911491394043,0.09447455406188965,0.08964765071868896,0.012609601020812988,0.07703804969787598,0.5660930871963501,0.2180103063583374,0.3480827808380127,1.0942845344543457,0.19865453243255615,0.8956300020217896
h18-control,direct,selection-validation,SH603737,2020-09-01,2020-08-31,21,2020-09-01,-0.0849219560623169,-0.028251588344573975,-0.05667036771774292,-0.00926828384399414,-0.07329922914505005,0.06403094530105591,-0.12245965003967285,-0.0360795259475708,-0.08638012409210205,0.17369437217712402,-0.021361112594604492,0.19505548477172852
h20,new-high-20,selection-validation,SH603737,2020-09-01,2020-08-31,21,2020-09-24,-0.05560046434402466,-0.025370240211486816,-0.030230224132537842,-0.1123497486114502,-0.01550358533859253,-0.09684616327285767,-0.20830106735229492,-0.02336829900741577,-0.18493276834487915,0.15851521492004395,-0.016038715839385986,0.17455393075942993
h21,new-high-55,selection-validation,SH603737,2020-09-01,2020-08-31,21,2020-09-25,0.0020624399185180664,0.013755321502685547,-0.01169288158416748,-0.12907230854034424,-0.025546610355377197,-0.10352569818496704,-0.18354439735412598,0.0010840892791748047,-0.18462848663330078,0.15159261226654053,-0.002672433853149414,0.15426504611968994
h18-control,direct,selection-validation,SH603737,2020-10-09,2020-09-30,19,2020-10-09,-0.031626880168914795,0.02539193630218506,-0.057018816471099854,-0.08640635013580322,0.00823974609375,-0.09464609622955322,-0.07498234510421753,0.010641336441040039,-0.08562368154525757,0.22509980201721191,0.004212737083435059,0.22088706493377686
h18-control,direct,development,SH603788,2016-08-01,2016-07-29,28,2016-08-01,0.047031402587890625,0.003898024559020996,0.04313337802886963,0.05691564083099365,0.037468671798706055,0.019446969032287598,0.07597839832305908,0.053202033042907715,0.022776365280151367,-0.10852891206741333,5.924701690673828e-05,-0.10858815908432007
h18-control,direct,development,SH603788,2016-11-01,2016-10-31,28,2016-11-01,0.0550159215927124,0.0018306970596313477,0.053185224533081055,0.08209657669067383,0.03311145305633545,0.04898512363433838,-0.16004925966262817,-0.045181870460510254,-0.11486738920211792,-0.155084490776062,-0.04099416732788086,-0.11409032344818115
h20,new-high-20,development,SH603788,2016-11-01,2016-10-31,28,2016-11-11,-0.007870078086853027,0.014849543571472168,-0.022719621658325195,-0.047207415103912354,-0.001824796199798584,-0.04538261890411377,-0.20455694198608398,-0.030928611755371094,-0.1736283302307129,-0.14596498012542725,-0.099936842918396,-0.04602813720703125
h21,new-high-55,development,SH603788,2016-11-01,2016-10-31,28,2016-11-14,0.004998207092285156,0.005125522613525391,-0.00012731552124023438,-0.08099323511123657,-0.008333861827850342,-0.07265937328338623,-0.20631229877471924,-0.03029721975326538,-0.17601507902145386,-0.1490526795387268,-0.10596102476119995,-0.043091654777526855
h22,new-high-55-volume-1.4,development,SH603788,2016-11-01,2016-10-31,28,2016-11-14,0.004998207092285156,0.005125522613525391,-0.00012731552124023438,-0.08099323511123657,-0.008333861827850342,-0.07265937328338623,-0.20631229877471924,-0.03029721975326538,-0.17601507902145386,-0.1490526795387268,-0.10596102476119995,-0.043091654777526855
h18-control,direct,selection-validation,SH603799,2018-05-02,2018-04-27,3,2018-05-02,-0.0841684341430664,0.03070235252380371,-0.11487078666687012,-0.0476762056350708,-0.004501700401306152,-0.04317450523376465,-0.07429617643356323,-0.09436941146850586,0.020073235034942627,-0.5708196461200714,-0.2776293158531189,-0.2931903302669525
h18-control,direct,selection-validation,SH603799,2018-06-01,2018-05-31,6,2018-06-01,0.017530441284179688,0.0014132261276245117,0.016117215156555176,-0.05339944362640381,-0.08938384056091309,0.03598439693450928,-0.31637078523635864,-0.1531665325164795,-0.16320425271987915,-0.5610066056251526,-0.23778027296066284,-0.32322633266448975
h18-control,direct,selection-validation,SH603799,2018-07-02,2018-06-29,7,2018-07-02,-0.06304806470870972,-0.0422133207321167,-0.020834743976593018,0.020659208297729492,0.0062181949615478516,0.01444101333618164,-0.22964900732040405,-0.07890403270721436,-0.1507449746131897,-0.5340667963027954,-0.18059378862380981,-0.3534730076789856
h20,new-high-20,selection-validation,SH603799,2018-07-02,2018-06-29,7,2018-07-16,-0.03358489274978638,-0.005051910877227783,-0.028532981872558594,-0.3222900629043579,-0.03287839889526367,-0.28941166400909424,-0.4906173348426819,-0.1927083134651184,-0.2979090213775635,-0.6192465722560883,-0.1754787564277649,-0.44376781582832336
h18-control,direct,selection-validation,SH603799,2018-08-01,2018-07-31,8,2018-08-01,-0.2173597812652588,-0.04647183418273926,-0.17088794708251953,-0.24055516719818115,-0.04313629865646362,-0.19741886854171753,-0.513609379529953,-0.17811107635498047,-0.33549830317497253,-0.5786174833774567,-0.1692834496498108,-0.4093340337276459
h18-control,direct,selection-validation,SH603799,2018-09-03,2018-08-31,12,2018-09-03,-0.06019097566604614,-0.003451526165008545,-0.0567394495010376,-0.06390339136123657,-0.033667564392089844,-0.03023582696914673,-0.3178650140762329,-0.06097817420959473,-0.2568868398666382,-0.22794032096862793,0.12096667289733887,-0.3489069938659668
h18-control,direct,selection-validation,SH603806,2019-07-01,2019-06-28,29,2019-07-01,-0.0007462501525878906,-0.0003968477249145508,-0.00034940242767333984,0.03320157527923584,-0.029050886631011963,0.0622524619102478,0.23151791095733643,0.02513909339904785,0.20637881755828857,0.2593282461166382,0.00786733627319336,0.2514609098434448
h20,new-high-20,selection-validation,SH603806,2019-07-01,2019-06-28,29,2019-07-02,-0.02867025136947632,-0.04360276460647583,0.014932513236999512,0.026150822639465332,-0.038450419902801514,0.06460124254226685,0.19456994533538818,0.01725912094116211,0.17731082439422607,0.22603070735931396,0.013593196868896484,0.21243751049041748
h21,new-high-55,selection-validation,SH603806,2019-07-01,2019-06-28,29,2019-07-30,0.0497204065322876,-0.03077065944671631,0.0804910659790039,0.03044426441192627,-0.009664535522460938,0.04010879993438721,0.059633731842041016,0.021388888359069824,0.03824484348297119,0.2624915838241577,0.13719916343688965,0.12529242038726807
h18-control,direct,selection-validation,SH603806,2021-04-01,2021-03-31,25,2021-04-01,-0.04177367687225342,0.015551209449768066,-0.057324886322021484,-0.0028458833694458008,0.03714752197265625,-0.03999340534210205,0.4631849527359009,0.08767139911651611,0.37551355361938477,0.6882233619689941,0.17908573150634766,0.5091376304626465
h20,new-high-20,selection-validation,SH603806,2021-04-01,2021-03-31,25,2021-04-02,-0.08303660154342651,0.0029572248458862305,-0.08599382638931274,0.016236305236816406,0.026778817176818848,-0.010542511940002441,0.39239072799682617,0.06334292888641357,0.3290477991104126,0.6941739320755005,0.13520491123199463,0.5589690208435059
h18-control,direct,selection-validation,SH603877,2021-05-06,2021-04-30,15,2021-05-06,0.07090771198272705,0.0012989044189453125,0.06960880756378174,0.06772100925445557,0.027342915534973145,0.04037809371948242,0.052318572998046875,0.03925323486328125,0.013065338134765625,-0.23041242361068726,0.08566904067993164,-0.3160814642906189
h20,new-high-20,selection-validation,SH603877,2021-05-06,2021-04-30,15,2021-05-27,-0.0392724871635437,0.007872462272644043,-0.047144949436187744,-0.09486758708953857,0.018950700759887695,-0.11381828784942627,-0.04819321632385254,0.04794192314147949,-0.09613513946533203,-0.34624016284942627,0.09440422058105469,-0.44064438343048096
h18-control,direct,selection-validation,SH603877,2021-06-01,2021-05-31,20,2021-06-01,-0.04139566421508789,0.00042557716369628906,-0.04182124137878418,0.0272524356842041,0.0069626569747924805,0.02028977870941162,-0.03151822090148926,0.05538904666900635,-0.0869072675704956,-0.3281702995300293,0.0766373872756958,-0.4048076868057251
h18-control,direct,selection-validation,SH603877,2021-07-01,2021-06-30,16,2021-07-01,-0.01873987913131714,-0.009310781955718994,-0.009429097175598145,-0.0850754976272583,-0.030130386352539062,-0.05494511127471924,-0.24592739343643188,0.08094656467437744,-0.3268739581108093,-0.4764396548271179,0.0660630464553833,-0.5425027012825012
h20,new-high-20,selection-validation,SH603877,2021-07-01,2021-06-30,16,2021-07-15,-0.12574553489685059,0.015961408615112305,-0.1417069435119629,-0.1288008689880371,0.028904318809509277,-0.1577051877975464,-0.3477645516395569,0.021724462509155273,-0.36948901414871216,,,
h21,new-high-55,selection-validation,SH603877,2021-07-01,2021-06-30,16,2021-07-15,-0.12574553489685059,0.015961408615112305,-0.1417069435119629,-0.1288008689880371,0.028904318809509277,-0.1577051877975464,-0.3477645516395569,0.021724462509155273,-0.36948901414871216,,,
h22,new-high-55-volume-1.4,selection-validation,SH603877,2021-07-01,2021-06-30,16,2021-07-15,-0.12574553489685059,0.015961408615112305,-0.1417069435119629,-0.1288008689880371,0.028904318809509277,-0.1577051877975464,-0.3477645516395569,0.021724462509155273,-0.36948901414871216,,,
h18-control,direct,selection-validation,SH603877,2021-08-02,2021-07-30,14,2021-08-02,0.0573650598526001,0.026944279670715332,0.030420780181884766,-0.05869758129119873,0.06264746189117432,-0.12134504318237305,-0.3043067455291748,0.03378617763519287,-0.3380929231643677,,,
h18-control,direct,selection-validation,SH603882,2020-10-09,2020-09-30,29,2020-10-09,0.11830604076385498,0.02539193630218506,0.09291410446166992,0.026958942413330078,0.00823974609375,0.018719196319580078,0.23783349990844727,0.010641336441040039,0.22719216346740723,0.30790138244628906,0.004212737083435059,0.303688645362854
h20,new-high-20,selection-validation,SH603882,2020-10-09,2020-09-30,29,2020-10-14,-0.001661062240600586,-0.019047975540161133,0.017386913299560547,-0.1789911985397339,-0.026687145233154297,-0.1523040533065796,0.18867456912994385,-0.003007650375366211,0.19168221950531006,0.14262843132019043,-0.029182612895965576,0.171811044216156
h21,new-high-55,selection-validation,SH603882,2020-10-09,2020-09-30,29,2020-10-15,-0.038416266441345215,-0.02473628520965576,-0.013679981231689453,-0.24451875686645508,-0.03324490785598755,-0.21127384901046753,0.21891260147094727,0.0041544437408447266,0.21475815773010254,0.11457860469818115,-0.02700483798980713,0.14158344268798828
h18-control,direct,selection-validation,SH603882,2020-12-01,2020-11-30,23,2020-12-01,0.12160992622375488,0.018519997596740723,0.10308992862701416,0.3866947889328003,-0.010047554969787598,0.3967423439025879,0.593497633934021,0.01989126205444336,0.5736063718795776,0.7563880681991577,0.06676304340362549,0.6896250247955322
h20,new-high-20,selection-validation,SH603882,2020-12-01,2020-11-30,23,2020-12-15,0.10246026515960693,0.023760557174682617,0.07869970798492432,0.41624343395233154,0.04690086841583252,0.369342565536499,0.16240394115447998,-0.008776605129241943,0.17118054628372192,0.4038279056549072,0.0661693811416626,0.33765852451324463
h21,new-high-55,selection-validation,SH603882,2020-12-01,2020-11-30,23,2020-12-28,0.10233378410339355,0.031670451164245605,0.07066333293914795,0.4465986490249634,0.057533860206604004,0.3890647888183594,0.0628361701965332,-0.0045896172523498535,0.06742578744888306,0.30157899856567383,0.08668982982635498,0.21488916873931885
h18-control,direct,selection-validation,SH603882,2021-02-01,2021-01-29,15,2021-02-01,0.043459415435791016,-0.015583217144012451,0.05904263257980347,-0.20066553354263306,0.010231494903564453,-0.2108970284461975,-0.12902557849884033,0.023775339126586914,-0.15280091762542725,-0.16440868377685547,0.06762850284576416,-0.23203718662261963
h18-control,direct,selection-validation,SH603882,2021-03-01,2021-02-26,13,2021-03-01,-0.08186477422714233,-0.0005720257759094238,-0.08129274845123291,-0.08086127042770386,-0.024250268936157227,-0.05661100149154663,0.09826433658599854,0.043427109718322754,0.05483722686767578,-0.1708182692527771,0.08004391193389893,-0.250862181186676
h18-control,direct,selection-validation,SH603882,2021-04-01,2021-03-31,16,2021-04-01,0.014917135238647461,0.015551209449768066,-0.0006340742111206055,0.12785911560058594,0.03714752197265625,0.09071159362792969,0.25953376293182373,0.08767139911651611,0.17186236381530762,-0.20323973894119263,0.17908573150634766,-0.3823254704475403
h20,new-high-20,selection-validation,SH603882,2021-04-01,2021-03-31,16,2021-04-06,-0.067391037940979,-0.018827199935913086,-0.04856383800506592,0.02161705493927002,0.02260589599609375,-0.0009888410568237305,0.050164103507995605,0.04919004440307617,0.0009740591049194336,-0.22410684823989868,0.13441836833953857,-0.35852521657943726
h18-control,direct,selection-validation,SH603882,2021-05-06,2021-04-30,6,2021-05-06,-0.06427007913589478,0.0012989044189453125,-0.06556898355484009,0.03357994556427002,0.027342915534973145,0.006237030029296875,-0.07018369436264038,0.03925323486328125,-0.10943692922592163,-0.20674747228622437,0.08566904067993164,-0.292416512966156
h20,new-high-20,selection-validation,SH603882,2021-05-06,2021-04-30,6,2021-05-28,-0.0390467643737793,-0.004710078239440918,-0.03433668613433838,-0.017552673816680908,0.017035484313964844,-0.03458815813064575,-0.2349410057067871,0.032949209213256836,-0.26789021492004395,-0.27012526988983154,0.08390378952026367,-0.3540290594100952
h21,new-high-55,selection-validation,SH603882,2021-05-06,2021-04-30,6,2021-05-28,-0.0390467643737793,-0.004710078239440918,-0.03433668613433838,-0.017552673816680908,0.017035484313964844,-0.03458815813064575,-0.2349410057067871,0.032949209213256836,-0.26789021492004395,-0.27012526988983154,0.08390378952026367,-0.3540290594100952
h18-control,direct,selection-validation,SH603882,2021-06-01,2021-05-31,7,2021-06-01,-0.056762874126434326,0.00042557716369628906,-0.057188451290130615,0.01867806911468506,0.0069626569747924805,0.011715412139892578,-0.24327141046524048,0.05538904666900635,-0.2986604571342468,-0.2539657950401306,0.0766373872756958,-0.3306031823158264
h18-control,direct,selection-validation,SH603882,2021-07-01,2021-06-30,17,2021-07-01,-0.13808435201644897,-0.009310781955718994,-0.12877357006072998,-0.23789554834365845,-0.030130386352539062,-0.20776516199111938,-0.36833691596984863,0.08094656467437744,-0.4492834806442261,-0.3738442063331604,0.0660630464553833,-0.4399072527885437
h18-control,direct,selection-validation,SH603882,2021-08-02,2021-07-30,5,2021-08-02,-0.018139779567718506,0.026944279670715332,-0.04508405923843384,-0.1824817657470703,0.06264746189117432,-0.24512922763824463,-0.17359250783920288,0.03378617763519287,-0.20737868547439575,,,
h20,new-high-20,selection-validation,SH603882,2021-08-02,2021-07-30,5,2021-08-04,-0.07890653610229492,0.0301055908203125,-0.10901212692260742,-0.3003655672073364,0.06475591659545898,-0.3651214838027954,-0.2506636381149292,0.03812134265899658,-0.2887849807739258,,,
h18-control,direct,selection-validation,SH603887,2020-04-01,2020-03-31,3,2020-04-01,0.0238494873046875,0.04815793037414551,-0.024308443069458008,0.05613875389099121,0.039212942123413086,0.016925811767578125,0.21834778785705566,0.169458270072937,0.04888951778411865,0.24123001098632812,0.2708861827850342,-0.029656171798706055
h20,new-high-20,selection-validation,SH603887,2020-04-01,2020-03-31,3,2020-04-23,-0.10209399461746216,-0.0325465202331543,-0.06954747438430786,-0.1617525815963745,-0.015926897525787354,-0.14582568407058716,0.2824450731277466,0.22545289993286133,0.056992173194885254,0.05224037170410156,0.16926753520965576,-0.1170271635055542
h18-control,direct,selection-validation,SH603887,2020-05-06,2020-04-30,18,2020-05-06,-0.006678640842437744,0.03599286079406738,-0.04267150163650513,-0.031751811504364014,0.04613757133483887,-0.07788938283920288,0.3577033281326294,0.2237377166748047,0.1339656114578247,0.043233513832092285,0.14857053756713867,-0.10533702373504639
h18-control,direct,selection-validation,SH603887,2020-06-01,2020-05-29,15,2020-06-01,0.04115033149719238,0.025545597076416016,0.015604734420776367,0.1994091272354126,0.07677304744720459,0.12263607978820801,0.45889437198638916,0.22148263454437256,0.2374117374420166,0.02139890193939209,0.1659989356994629,-0.1446000337600708
h20,new-high-20,selection-validation,SH603887,2020-06-01,2020-05-29,15,2020-06-24,0.07634592056274414,0.028706073760986328,0.04763984680175781,0.2890554666519165,0.13971686363220215,0.14933860301971436,0.0869373083114624,0.09614813327789307,-0.009210824966430664,-0.18248015642166138,0.08321905136108398,-0.26569920778274536
h21,new-high-55,selection-validation,SH603887,2020-06-01,2020-05-29,15,2020-06-30,0.08980691432952881,0.08804595470428467,0.0017609596252441406,0.1884622573852539,0.08785247802734375,0.10060977935791016,0.030028462409973145,0.11327874660491943,-0.08325028419494629,-0.2508884072303772,0.0794450044631958,-0.330333411693573
h22,new-high-55-volume-1.4,selection-validation,SH603887,2020-06-01,2020-05-29,15,2020-06-30,0.08980691432952881,0.08804595470428467,0.0017609596252441406,0.1884622573852539,0.08785247802734375,0.10060977935791016,0.030028462409973145,0.11327874660491943,-0.08325028419494629,-0.2508884072303772,0.0794450044631958,-0.330333411693573
h18-control,direct,selection-validation,SH603887,2020-07-01,2020-06-30,30,2020-07-01,0.06737792491912842,0.08420157432556152,-0.016823649406433105,0.12748873233795166,0.08073997497558594,0.04674875736236572,-0.004466831684112549,0.08056831359863281,-0.08503514528274536,-0.2675543427467346,0.07189297676086426,-0.3394473195075989
h20,new-high-20,selection-validation,SH603887,2020-07-01,2020-06-30,30,2020-07-01,0.06737792491912842,0.08420157432556152,-0.016823649406433105,0.12748873233795166,0.08073997497558594,0.04674875736236572,-0.004466831684112549,0.08056831359863281,-0.08503514528274536,-0.2675543427467346,0.07189297676086426,-0.3394473195075989
h21,new-high-55,selection-validation,SH603887,2020-07-01,2020-06-30,30,2020-07-01,0.06737792491912842,0.08420157432556152,-0.016823649406433105,0.12748873233795166,0.08073997497558594,0.04674875736236572,-0.004466831684112549,0.08056831359863281,-0.08503514528274536,-0.2675543427467346,0.07189297676086426,-0.3394473195075989
h22,new-high-55-volume-1.4,selection-validation,SH603887,2020-07-01,2020-06-30,30,2020-07-07,0.12176752090454102,0.08341360092163086,0.038353919982910156,0.22621190547943115,0.05833470821380615,0.167877197265625,-0.10693299770355225,-0.029810965061187744,-0.0771220326423645,-0.33447951078414917,-0.026453733444213867,-0.3080257773399353
h18-control,direct,selection-validation,SH603887,2020-08-03,2020-07-31,27,2020-08-03,0.04657638072967529,0.008068203926086426,0.03850817680358887,-0.09246152639389038,0.008419394493103027,-0.10088092088699341,-0.30259841680526733,-0.07418221235275269,-0.22841620445251465,-0.5095753371715546,-0.015430152416229248,-0.4941451847553253
h20,new-high-20,selection-validation,SH603887,2020-08-03,2020-07-31,27,2020-08-03,0.04657638072967529,0.008068203926086426,0.03850817680358887,-0.09246152639389038,0.008419394493103027,-0.10088092088699341,-0.30259841680526733,-0.07418221235275269,-0.22841620445251465,-0.5095753371715546,-0.015430152416229248,-0.4941451847553253
h21,new-high-55,selection-validation,SH603887,2020-08-03,2020-07-31,27,2020-08-03,0.04657638072967529,0.008068203926086426,0.03850817680358887,-0.09246152639389038,0.008419394493103027,-0.10088092088699341,-0.30259841680526733,-0.07418221235275269,-0.22841620445251465,-0.5095753371715546,-0.015430152416229248,-0.4941451847553253
h22,new-high-55-volume-1.4,selection-validation,SH603887,2020-08-03,2020-07-31,27,2020-08-03,0.04657638072967529,0.008068203926086426,0.03850817680358887,-0.09246152639389038,0.008419394493103027,-0.10088092088699341,-0.30259841680526733,-0.07418221235275269,-0.22841620445251465,-0.5095753371715546,-0.015430152416229248,-0.4941451847553253
h18-control,direct,development,SH603898,2016-06-01,2016-05-31,17,2016-06-01,0.0045566558837890625,0.014802932739257812,-0.01024627685546875,0.002955198287963867,0.027918338775634766,-0.0249631404876709,0.23645126819610596,0.07140862941741943,0.16504263877868652,0.06648063659667969,0.11979234218597412,-0.053311705589294434
h18-control,direct,selection-validation,SH603899,2018-04-02,2018-03-30,28,2018-04-02,0.02443552017211914,-0.010361850261688232,0.03479737043380737,-0.023445487022399902,-0.03535348176956177,0.011907994747161865,0.04102182388305664,-0.14843076467514038,0.18945258855819702,-0.015465378761291504,-0.21575969457626343,0.20029431581497192
h20,new-high-20,selection-validation,SH603899,2018-04-02,2018-03-30,28,2018-04-02,0.02443552017211914,-0.010361850261688232,0.03479737043380737,-0.023445487022399902,-0.03535348176956177,0.011907994747161865,0.04102182388305664,-0.14843076467514038,0.18945258855819702,-0.015465378761291504,-0.21575969457626343,0.20029431581497192
h21,new-high-55,selection-validation,SH603899,2018-04-02,2018-03-30,28,2018-04-02,0.02443552017211914,-0.010361850261688232,0.03479737043380737,-0.023445487022399902,-0.03535348176956177,0.011907994747161865,0.04102182388305664,-0.14843076467514038,0.18945258855819702,-0.015465378761291504,-0.21575969457626343,0.20029431581497192
h18-control,direct,development,SH603986,2017-09-01,2017-08-31,12,2017-09-01,0.12508201599121094,0.013233065605163574,0.11184895038604736,0.34030187129974365,0.014652848243713379,0.3256490230560303,,,,,,
h20,new-high-20,development,SH603986,2017-09-01,2017-08-31,12,2017-09-08,0.14879345893859863,0.017938733100891113,0.13085472583770752,0.19207632541656494,0.015943288803100586,0.17613303661346436,,,,,,
h18-control,direct,selection-validation,SH603986,2019-11-01,2019-10-31,5,2019-11-01,0.08701395988464355,0.020050644874572754,0.0669633150100708,0.08303606510162354,-0.003949761390686035,0.08698582649230957,0.6538828611373901,0.00045871734619140625,0.6534241437911987,0.6837519407272339,0.06502842903137207,0.6187235116958618
h20,new-high-20,selection-validation,SH603986,2019-11-01,2019-10-31,5,2019-11-05,0.010779857635498047,-0.02388143539428711,0.034661293029785156,0.03906130790710449,-0.018024146556854248,0.05708545446395874,0.7044594287872314,0.025723695755004883,0.6787357330322266,0.6822245121002197,0.07174539566040039,0.6104791164398193
h18-control,direct,selection-validation,SH603986,2019-12-02,2019-11-29,5,2019-12-02,0.17963743209838867,0.023047924041748047,0.15658950805664062,0.21580147743225098,0.05748903751373291,0.15831243991851807,1.1294822692871094,0.16587412357330322,0.9636081457138062,0.7581332921981812,0.13717865943908691,0.6209546327590942
h20,new-high-20,selection-validation,SH603986,2019-12-02,2019-11-29,5,2019-12-06,0.11701560020446777,0.008848428726196289,0.10816717147827148,0.17233514785766602,0.08305060863494873,0.08928453922271729,0.5740381479263306,0.1122734546661377,0.46176469326019287,0.6869752407073975,0.12427008152008057,0.5627051591873169
