trial,top_k,universe,lookback,r2_threshold,score_max,buffer_ratio,cost_bp,initial_cash,adv_participation,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return,use_r2,use_ordinary_filters,use_buffer,use_regime,use_mainline,use_retention
factorial_top1_11,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.5361792005472505,-0.06662305134020075,0.42458982727474964,0.050985142244636336,0.7865259308331499,809.6420055165781,72.66017998225702,22975.915701601403,0.001170049012206462,0.9988299509877937,2747,-0.5540503507948276,False,False,True,False,True,True
factorial_top1_12,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.1972572483089174,0.10994268181032352,0.3779876808867826,0.4658897485357154,0.5470425310704479,1149.9372382456188,103.19949573999143,45259.9395434506,0.0023456607349806877,0.9976543392650192,1189,-0.52940036983086,False,False,True,True,False,False
factorial_top1_13,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.1972572483089174,0.10994268181032352,0.3779876808867826,0.4658897485357154,0.5470425310704479,1149.9372382456188,103.19949573999143,45259.9395434506,0.0023456607349806877,0.9976543392650192,1189,-0.52940036983086,False,False,True,True,False,True
factorial_top1_14,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.1972572483089174,0.10994268181032352,0.3779876808867826,0.4658897485357154,0.5470425310704479,1149.9372382456188,103.19949573999143,45259.9395434506,0.0023456607349806877,0.9976543392650192,1189,-0.52940036983086,False,False,True,True,True,False
factorial_top1_15,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.1972572483089174,0.10994268181032352,0.3779876808867826,0.4658897485357154,0.5470425310704479,1149.9372382456188,103.19949573999143,45259.9395434506,0.0023456607349806877,0.9976543392650192,1189,-0.52940036983086,False,False,True,True,True,True
factorial_top1_16,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.17598061825399336,0.014653980472772332,0.3265585254234928,0.2078508344029869,0.6549651453087203,2849.7384263753547,255.74575621317288,154897.88530524037,0.0021354195341963234,0.9978645804658037,1130,-0.574405685207078,False,True,False,False,False,False
factorial_top1_17,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.17598061825399336,0.014653980472772332,0.3265585254234928,0.2078508344029869,0.6549651453087203,2849.7384263753547,255.74575621317288,154897.88530524037,0.0021354195341963234,0.9978645804658037,1130,-0.574405685207078,False,True,False,False,False,True
factorial_top1_18,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.204685282516333,0.016852328818037998,0.3276860402448504,0.21481493194507686,0.6576954451774577,2853.8943755239748,256.11872600856185,154541.36463881336,0.00263008157609694,0.997369918423903,1130,-0.5778286630290366,False,True,False,False,True,False
factorial_top1_19,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.2118905890128122,0.01739665703328308,0.3277387142863206,0.2164643418831674,0.6576954451774577,2852.298692524434,255.97552368809025,154472.5166236686,0.0026308548185447686,0.9973691451814553,1130,-0.5778286630290366,False,True,False,False,True,True
factorial_top1_20,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,10.637000733639864,0.24638554316548333,0.3254471900888303,0.8395967167980701,0.25741836309859323,2445.12141845732,219.43397345129796,291020.3154765839,0.0015044270867360147,0.998495572913264,589,-0.14094806243839586,False,True,False,True,False,False
factorial_top1_21,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,10.717792612281047,0.24715967349279544,0.32554299011249477,0.8413516007314733,0.2574218536921117,2445.4186642300197,219.46064935397612,291360.02095501026,0.0015044588293015632,0.9984955411706985,589,-0.14094806243839586,False,True,False,True,False,True
factorial_top1_22,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,10.049128208132183,0.24060064082066535,0.3257236912944051,0.8248674704228798,0.25742205649030747,2452.1128469302425,220.06140933989357,286537.7322771341,0.0016957914510509608,0.9983042085489491,589,-0.14098440549543556,False,True,False,True,True,False
factorial_top1_23,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,10.19298789318027,0.24204171589739887,0.3258699117055034,0.8282045639140889,0.25742277402867164,2445.5014183457342,219.46807600538642,286190.59468258533,0.0016955866952487633,0.9983044133047512,589,-0.14098440549543556,False,True,False,True,True,True
factorial_top1_24,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.1965844552652115,-0.019451691070037413,0.3248609341808958,0.1019968522656004,0.6836055920266596,2568.4873544248517,230.50527539710208,108071.81749157645,0.002768586453996749,0.9972314135460033,1574,-0.5605953857402902,False,True,True,False,False,False
factorial_top1_25,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.1965844552652115,-0.019451691070037413,0.3248609341808958,0.1019968522656004,0.6836055920266596,2568.4873544248517,230.50527539710208,108071.81749157645,0.002768586453996749,0.9972314135460033,1574,-0.5605953857402902,False,True,True,False,False,True
factorial_top1_26,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.20108872654897758,-0.01994630626239624,0.3258308302431431,0.10106372053641632,0.6862459581872792,2574.0123974546414,231.00111259208322,107868.08366935098,0.0025722837980005986,0.9974277162019993,1574,-0.5606556416243826,False,True,True,False,True,False
factorial_top1_27,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.19657935933109005,-0.01945113291512257,0.32588066784833475,0.10264644713617493,0.6862459581872792,2572.5253649081733,230.86766095329762,107816.27819626413,0.0025728800497217615,0.9974271199502782,1574,-0.5606556416243826,False,True,True,False,True,True
factorial_top1_28,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,8.800179576709366,0.22731742569376046,0.32325591082183414,0.7953702042924143,0.25741787073694156,2244.9606937461344,201.4708314900377,218875.33605334917,0.0017467105775410255,0.998253289422459,941,-0.18112129585924597,False,True,True,True,False,False
factorial_top1_29,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,8.868477387409351,0.22808259845424939,0.323352513797963,0.7971553644184709,0.2574181331076243,2245.0657897445253,201.48026318220099,219116.87391334915,0.0017469812284805753,0.9982530187715194,941,-0.18112129585924597,False,True,True,True,False,True
factorial_top1_30,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,8.026209272142934,0.21828945307902847,0.32336634248372764,0.7723635145710717,0.25741565362833574,2259.81291618337,202.80372324722552,215781.08780854684,0.00197700566262353,0.9980229943373764,941,-0.1810495590999165,False,True,True,True,True,False
factorial_top1_31,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,8.143536523842915,0.2197022889137299,0.32351332704129987,0.7757404445187623,0.25742115202721694,2253.0153441734096,202.19368473351113,215450.1374685468,0.001977623768491454,0.9980223762315085,941,-0.1810495590999165,False,True,True,True,True,True
factorial_top1_32,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.12424074899556992,0.010565105671943797,0.405803806181631,0.2291279193254375,0.6819387048710064,980.2230182939054,87.96873241099152,40202.55960338391,0.0023449008778771295,0.9976550991221229,1189,-0.5176985095026898,True,False,False,False,False,False
factorial_top1_33,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.12424074899556992,0.010565105671943797,0.405803806181631,0.2291279193254375,0.6819387048710064,980.2230182939054,87.96873241099152,40202.55960338391,0.0023449008778771295,0.9976550991221229,1189,-0.5176985095026898,True,False,False,False,False,True
factorial_top1_34,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.12424074899556992,0.010565105671943797,0.405803806181631,0.2291279193254375,0.6819387048710064,980.2230182939054,87.96873241099152,40202.55960338391,0.0023449008778771295,0.9976550991221229,1189,-0.5176985095026898,True,False,False,False,True,False
factorial_top1_35,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.12424074899556992,0.010565105671943797,0.405803806181631,0.2291279193254375,0.6819387048710064,980.2230182939054,87.96873241099152,40202.55960338391,0.0023449008778771295,0.9976550991221229,1189,-0.5176985095026898,True,False,False,False,True,True
factorial_top1_36,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.6382028729712257,0.1228868734632822,0.3585859499746726,0.5030321091024847,0.45215876447320225,1276.3169070764434,114.54126089147569,65107.908969708835,0.004848529784500613,0.9951514702154994,1188,-0.42100529238748285,True,False,False,True,False,False
factorial_top1_37,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.6382028729712257,0.1228868734632822,0.3585859499746726,0.5030321091024847,0.45215876447320225,1276.3169070764434,114.54126089147569,65107.908969708835,0.004848529784500613,0.9951514702154994,1188,-0.42100529238748285,True,False,False,True,False,True
factorial_top1_38,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.6382028729712257,0.1228868734632822,0.3585859499746726,0.5030321091024847,0.45215876447320225,1276.3169070764434,114.54126089147569,65107.908969708835,0.004848529784500613,0.9951514702154994,1188,-0.42100529238748285,True,False,False,True,True,False
factorial_top1_39,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.6382028729712257,0.1228868734632822,0.3585859499746726,0.5030321091024847,0.45215876447320225,1276.3169070764434,114.54126089147569,65107.908969708835,0.004848529784500613,0.9951514702154994,1188,-0.42100529238748285,True,False,False,True,True,True
factorial_top1_40,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.3822248259959342,0.029475549034992277,0.4030314888987838,0.2739876369864879,0.6817860160289664,846.5782204027663,75.97496849768416,38651.60349907442,0.002140078530160689,0.9978599214698395,1156,-0.5762306595432242,True,False,True,False,False,False
factorial_top1_41,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.3822248259959342,0.029475549034992277,0.4030314888987838,0.2739876369864879,0.6817860160289664,846.5782204027663,75.97496849768416,38651.60349907442,0.002140078530160689,0.9978599214698395,1156,-0.5762306595432242,True,False,True,False,False,True
factorial_top1_42,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.3822248259959342,0.029475549034992277,0.4030314888987838,0.2739876369864879,0.6817860160289664,846.5782204027663,75.97496849768416,38651.60349907442,0.002140078530160689,0.9978599214698395,1156,-0.5762306595432242,True,False,True,False,True,False
factorial_top1_43,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.3822248259959342,0.029475549034992277,0.4030314888987838,0.2739876369864879,0.6817860160289664,846.5782204027663,75.97496849768416,38651.60349907442,0.002140078530160689,0.9978599214698395,1156,-0.5762306595432242,True,False,True,False,True,True
factorial_top1_44,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.44917024343889,0.11752292539436993,0.35562330833198913,0.49079886940805256,0.5722881061095915,1168.5159483479135,104.86681587737687,55358.48536115342,0.0051059920307044634,0.9948940079692955,1184,-0.4753017881977373,True,False,True,True,False,False
factorial_top1_45,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.44917024343889,0.11752292539436993,0.35562330833198913,0.49079886940805256,0.5722881061095915,1168.5159483479135,104.86681587737687,55358.48536115342,0.0051059920307044634,0.9948940079692955,1184,-0.4753017881977373,True,False,True,True,False,True
factorial_top1_46,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.44917024343889,0.11752292539436993,0.35562330833198913,0.49079886940805256,0.5722881061095915,1168.5159483479135,104.86681587737687,55358.48536115342,0.0051059920307044634,0.9948940079692955,1184,-0.4753017881977373,True,False,True,True,True,False
factorial_top1_47,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,2.44917024343889,0.11752292539436993,0.35562330833198913,0.49079886940805256,0.5722881061095915,1168.5159483479135,104.86681587737687,55358.48536115342,0.0051059920307044634,0.9948940079692955,1184,-0.4753017881977373,True,False,True,True,True,True
factorial_top1_48,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.5350851153700535,0.03921210098940686,0.29604082710268526,0.27779638299705345,0.5476632937186533,2785.718496683754,250.0003779075164,149186.5713534187,0.004227661231676995,0.9957723387683229,2078,-0.4660899605170111,True,True,False,False,False,False
factorial_top1_49,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.5350851153700535,0.03921210098940686,0.29604082710268526,0.27779638299705345,0.5476632937186533,2785.718496683754,250.0003779075164,149186.5713534187,0.004227661231676995,0.9957723387683229,2078,-0.4660899605170111,True,True,False,False,False,True
factorial_top1_50,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.5455986755263014,0.03984885987479947,0.29732413235031285,0.27988045598300887,0.5476863046080803,2783.394214849642,249.79178851214738,149980.71371285443,0.0038938665765729788,0.996106133423427,2078,-0.465991083625522,True,True,False,False,True,False
factorial_top1_51,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.5676258631263009,0.0411702629185291,0.29753307953226044,0.28415333435024276,0.5476863046080803,2778.4623983074694,249.349189591696,149768.77619285445,0.003916847027650817,0.9960831529723493,2078,-0.465991083625522,True,True,False,False,True,True
factorial_top1_52,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,9.903705726984878,0.23912644701184504,0.30031184646898,0.8641428888521437,0.36687662701425383,2535.826072039135,227.57413467017878,242628.76359757673,0.005158056640357444,0.9948419433596426,1093,-0.3257213869178496,True,True,False,True,False,False
factorial_top1_53,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,9.989256302346536,0.23999585172979065,0.3002697142227615,0.8665599244065636,0.36687662701425383,2536.2944948171817,227.61617261179836,243035.29522088627,0.005157842950144362,0.9948421570498556,1093,-0.3257213869178496,True,True,False,True,False,True
factorial_top1_54,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,9.459269798147817,0.23450744193585016,0.30065038693065976,0.8510791315363119,0.36678080558561077,2533.96467315843,227.4070860526796,239690.95760870824,0.004853231899107278,0.9951467681008925,1093,-0.32565240010238483,True,True,False,True,True,False
factorial_top1_55,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,9.691826678026468,0.23694620480041206,0.3008097508974965,0.8573457145686484,0.36678080558561077,2517.1037534539546,225.8939265920216,238747.92983409605,0.0048532307424808034,0.9951467692575191,1093,-0.32565240010238483,True,True,False,True,True,True
factorial_top1_56,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,1.1457404368473116,0.07091974747650442,0.2966474284348507,0.3790408282085249,0.5546313938837975,2531.7470853965106,227.20807176635353,148255.24299872358,0.003459435724207689,0.9965405642757922,1966,-0.4990873977812573,True,True,True,False,False,False
factorial_top1_57,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,1.1457404368473116,0.07091974747650442,0.2966474284348507,0.3790408282085249,0.5546313938837975,2531.7470853965106,227.20807176635353,148255.24299872358,0.003459435724207689,0.9965405642757922,1966,-0.4990873977812573,True,True,True,False,False,True
factorial_top1_58,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,1.1187356596115854,0.06970321336793295,0.29776748931455127,0.3748589075759894,0.5545414424980611,2535.3872804259818,227.53475593566503,150778.2837843065,0.004019815798944763,0.9959801842010553,1966,-0.49902040422886174,True,True,True,False,True,False
factorial_top1_59,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,1.0928458190596428,0.06852358067605357,0.29772222167485174,0.3711631383827392,0.5545414424980611,2531.3486134607133,227.172311464423,150487.64194037204,0.004054898859354196,0.9959451011406458,1966,-0.49902040422886174,True,True,True,False,True,True
factorial_top1_60,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,13.33708878302429,0.2699451366815946,0.30120659465142874,0.9440529062441521,0.33485143284994767,2340.8449775218082,210.07583131605972,250225.4510867647,0.004121432285527225,0.9958785677144729,769,-0.2587973383180364,True,True,True,True,False,False
factorial_top1_61,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,13.449082938110875,0.27083225934397426,0.30116253987033814,0.9464679643420217,0.33485143284994767,2341.289346215062,210.115710557762,250698.9268861098,0.004122252382763783,0.9958777476172361,769,-0.2587973383180364,True,True,True,True,False,True
factorial_top1_62,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,12.487271000053527,0.2630002700810692,0.30137245410055147,0.9254913692398846,0.33481685157866736,2355.3141979943243,211.37435110205476,251134.63623831607,0.004396206701472999,0.9956037932985271,769,-0.2588363212971462,True,True,True,True,True,False
factorial_top1_63,1,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,12.424384575791631,0.2624706516635864,0.3012890744384344,0.9242704425372663,0.33481685157866736,2345.835085560978,210.52366152470316,250251.21656851473,0.004395965884547519,0.9956040341154526,769,-0.2588363212971462,True,True,True,True,True,True
factorial_top3_00,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.19079452976955624,-0.01881959236848496,0.33689973157332603,0.1126229628267329,0.7192762549060174,780.7929968745118,70.07116638617414,21925.12556562909,0.024033839577372176,0.9759661604226277,2700,-0.5754651531491327,False,False,False,False,False,False
factorial_top3_01,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.19079452976955624,-0.01881959236848496,0.33689973157332603,0.1126229628267329,0.7192762549060174,780.7929968745118,70.07116638617414,21925.12556562909,0.024033839577372176,0.9759661604226277,2700,-0.5754651531491327,False,False,False,False,False,True
factorial_top3_02,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.19079452976955624,-0.01881959236848496,0.33689973157332603,0.1126229628267329,0.7192762549060174,780.7929968745118,70.07116638617414,21925.12556562909,0.024033839577372176,0.9759661604226277,2700,-0.5754651531491327,False,False,False,False,True,False
factorial_top3_03,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.19079452976955624,-0.01881959236848496,0.33689973157332603,0.1126229628267329,0.7192762549060174,780.7929968745118,70.07116638617414,21925.12556562909,0.024033839577372176,0.9759661604226277,2700,-0.5754651531491327,False,False,False,False,True,True
factorial_top3_04,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,4.772810600029006,0.17038738011109045,0.27675759768140634,0.7074438269729207,0.43341764905648084,1154.7612163644278,103.63241685321789,73928.6055547584,0.026704898469540852,0.9732951015304592,1110,-0.37788957652510646,False,False,False,True,False,False
factorial_top3_05,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,4.772810600029006,0.17038738011109045,0.27675759768140634,0.7074438269729207,0.43341764905648084,1154.7612163644278,103.63241685321789,73928.6055547584,0.026704898469540852,0.9732951015304592,1110,-0.37788957652510646,False,False,False,True,False,True
factorial_top3_06,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,4.772810600029006,0.17038738011109045,0.27675759768140634,0.7074438269729207,0.43341764905648084,1154.7612163644278,103.63241685321789,73928.6055547584,0.026704898469540852,0.9732951015304592,1110,-0.37788957652510646,False,False,False,True,True,False
factorial_top3_07,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,4.772810600029006,0.17038738011109045,0.27675759768140634,0.7074438269729207,0.43341764905648084,1154.7612163644278,103.63241685321789,73928.6055547584,0.026704898469540852,0.9732951015304592,1110,-0.37788957652510646,False,False,False,True,True,True
factorial_top3_08,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.23810422198485026,-0.02410996307801605,0.3398905146032207,0.09884006919707597,0.7486999538844217,679.9677498384082,61.022746780369964,17625.574869642154,0.02695405947361734,0.9730459405263827,2700,-0.6065796505417306,False,False,True,False,False,False
factorial_top3_09,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.23810422198485026,-0.02410996307801605,0.3398905146032207,0.09884006919707597,0.7486999538844217,679.9677498384082,61.022746780369964,17625.574869642154,0.02695405947361734,0.9730459405263827,2700,-0.6065796505417306,False,False,True,False,False,True
factorial_top3_10,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.23810422198485026,-0.02410996307801605,0.3398905146032207,0.09884006919707597,0.7486999538844217,679.9677498384082,61.022746780369964,17625.574869642154,0.02695405947361734,0.9730459405263827,2700,-0.6065796505417306,False,False,True,False,True,False
factorial_top3_11,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,-0.23810422198485026,-0.02410996307801605,0.3398905146032207,0.09884006919707597,0.7486999538844217,679.9677498384082,61.022746780369964,17625.574869642154,0.02695405947361734,0.9730459405263827,2700,-0.6065796505417306,False,False,True,False,True,True
factorial_top3_12,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,5.643863594089619,0.18524187418997173,0.27643545154279114,0.7536611855914885,0.4225288766764579,1080.8017934634022,96.99503274671558,75028.69173915418,0.025819135542947357,0.9741808644570527,1138,-0.35816281164049424,False,False,True,True,False,False
factorial_top3_13,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,5.643863594089619,0.18524187418997173,0.27643545154279114,0.7536611855914885,0.4225288766764579,1080.8017934634022,96.99503274671558,75028.69173915418,0.025819135542947357,0.9741808644570527,1138,-0.35816281164049424,False,False,True,True,False,True
factorial_top3_14,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,5.643863594089619,0.18524187418997173,0.27643545154279114,0.7536611855914885,0.4225288766764579,1080.8017934634022,96.99503274671558,75028.69173915418,0.025819135542947357,0.9741808644570527,1138,-0.35816281164049424,False,False,True,True,True,False
factorial_top3_15,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,5.643863594089619,0.18524187418997173,0.27643545154279114,0.7536611855914885,0.4225288766764579,1080.8017934634022,96.99503274671558,75028.69173915418,0.025819135542947357,0.9741808644570527,1138,-0.35816281164049424,False,False,True,True,True,True
factorial_top3_16,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.2592265941199572,0.02090112449764847,0.2697172249210743,0.2119667953832643,0.5990976720568024,2374.996947655662,213.14075171268763,115730.27472636098,0.012683929211623222,0.9873160707883769,1574,-0.5648062666670354,False,True,False,False,False,False
factorial_top3_17,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.2592265941199572,0.02090112449764847,0.2697172249210743,0.2119667953832643,0.5990976720568024,2374.996947655662,213.14075171268763,115730.27472636098,0.012683929211623222,0.9873160707883769,1574,-0.5648062666670354,False,True,False,False,False,True
factorial_top3_18,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.24377260443712712,0.019770386672132156,0.27017569591515467,0.20794060999248115,0.6156354537245027,2376.565444625816,213.28151426129116,116119.5279802105,0.013055020647877322,0.9869449793521227,1574,-0.5832990246134719,False,True,False,False,True,False
factorial_top3_19,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,0.24420154550625872,0.01980194357109255,0.2701405569269504,0.20804834740705178,0.6156354537245027,2376.5326167047715,213.27856816581283,116119.55049366131,0.01305816482092449,0.9869418351790754,1574,-0.5832990246134719,False,True,False,False,True,True
factorial_top3_20,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,11.017755372185182,0.2499919742500234,0.2427210003480401,1.0409803826294979,0.2932679247014941,2051.3298667229724,184.09370598795905,208982.3448307707,0.026771566842703313,0.9732284331572967,803,-0.1835974991819096,False,True,False,True,False,False
factorial_top3_21,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,11.085111469464302,0.2506191061957157,0.2427246604499562,1.0430368043076654,0.2932679247014941,2049.222277194508,183.90456333796868,208970.7022092095,0.026771158046590398,0.9732288419534096,803,-0.1835974991819096,False,True,False,True,False,True
factorial_top3_22,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,11.000604597071316,0.2498317776466139,0.24278892583991596,1.040222956099404,0.2850578885094872,2052.970798742721,184.24096911793652,209367.3041908283,0.026530734311941633,0.9734692656880582,803,-0.17383460019181174,False,True,False,True,True,False
factorial_top3_23,3,original_like,25,0.4,5.0,0.9,2.0,200000.0,,2808,11.075621636000452,0.2505309421138242,0.24275456708046073,1.0426429566929607,0.2850578885094872,2050.758799861954,184.04245639786765,209359.02857582516,0.026531113307978162,0.9734688866920218,803,-0.17383460019181174,False,True,False,True,True,True
