top_k,symbol,net_pnl,return_contribution,holding_days,average_weight_when_held,maximum_weight,average_portfolio_weight,positive_contribution_share
1,SZ159206,29141.539200000025,0.015948861216474756,1,0.9999968775572684,0.9999968775572684,0.00035612424414432637,0.004865116406505827
1,SH513060,27181.824940000024,0.010822745987406589,2,0.9999221176319059,0.9999628453858029,0.0007121952404785654,0.004537946385287818
1,SZ159967,27043.133360000007,0.11389196117334369,15,0.9996476650472238,0.9999837304997322,0.00533999821072235,0.0045147921285180765
1,SZ159326,25078.076000000023,0.010699257756049635,1,0.9999244786819429,0.9999244786819429,0.00035609846106906797,0.004186730088409332
1,SH561100,24494.286080000027,0.011943703211754064,1,0.9999429798389938,0.9999429798389938,0.0003561050498002115,0.004089267634616065
1,SH513090,22081.238399999842,0.008343167023205816,11,0.9999707116552637,0.9999960010615129,0.003917264183834723,0.0036864145877306856
1,SH520830,21769.81020000014,0.017222341730424993,2,0.9999175983047793,0.9999183207653304,0.0007121920215846007,0.0036344223290216086
1,SH513180,21443.077199999952,0.05554193189668353,2,0.9999447214542873,0.9999636140910185,0.0007122113400671562,0.003579874967334969
1,SZ159507,21322.743000000017,0.007362997759503404,1,0.9998964823873442,0.9998964823873442,0.00035608849087868385,0.0035597854351154955
1,SH515220,18695.834991872278,0.06438315958268939,6,0.9995932523786942,0.9999749419075302,0.0021358830179031927,0.003121228872917031
1,SH561910,16399.981599999974,0.05968940379627439,1,0.9998192755912668,0.9998192755912668,0.00035606099558093546,0.0027379411568127974
1,SH516780,16097.961459999993,0.05303901449062917,4,0.9998907844577115,0.9999994671579593,0.0014243458468058568,0.002687519553200004
1,SH512290,15781.772599999955,0.0741357310968037,18,0.9997476918705337,0.9999375095677824,0.006408639050452139,0.002634732512687725
1,SZ159781,15227.193600000017,0.008263647075065614,1,0.9999928987431983,0.9999928987431983,0.0003561228271877487,0.0025421467582742007
1,SH512480,14482.173660000011,0.04902678889252834,8,0.9996543292638813,0.9999623887329234,0.00284801803209083,0.0024177673043135803
1,SZ159761,14249.634960000012,0.045717892329516896,4,0.9998128447128786,0.9998181218310985,0.001424234821528317,0.002378945475557276
1,SZ159316,13614.321120000013,0.009041841550935917,1,0.9999592590692749,0.9999592590692749,0.00035611084724689274,0.002272881215702937
1,SH513500,13010.14050000012,-0.025655060146484932,95,0.9995535066024702,0.9999580942152991,0.033816803107989554,0.0021720145790204673
1,SH510110,12245.489260000038,0.05504044712727362,3,0.9992668344582633,0.9994841299730507,0.0010675927718571188,0.002044357722344228
1,SH512550,12244.618420000015,0.05517389615985328,6,0.9997707738138611,0.9999201583624705,0.002136262337209105,0.002044212337505683
1,SH512980,12103.416160000068,-0.013001081698296826,9,0.9998145127061182,0.9999989398023427,0.0032045336945708915,0.0020206389281861967
1,SH517280,12075.571980000012,0.03470203328355663,2,0.9999093672625965,0.999921539093617,0.0007121861590189434,0.002015990403068348
1,SH562800,11993.219920000007,0.010341606526409319,2,0.9998794072759591,0.9999960960690073,0.0007121648199971219,0.00200224190627599
1,SZ159839,11852.689699999915,0.04458858119356875,11,0.9998966514196334,0.9999848618807001,0.003916974061829048,0.00197878069256864
1,SH512580,11630.739959999943,0.042296288678162354,6,0.9997903856418883,0.9999387884355861,0.0021363042428245477,0.0019417266675879152
1,SH512400,11420.013480000092,0.05110374526064469,5,0.9998185715792568,0.9999443926292942,0.0017803037243220383,0.0019065463413842638
1,SH513400,11297.117359999873,0.02312708026592062,5,0.999921135311534,0.9999236557684351,0.0017804863520504523,0.0018860291022087512
1,SZ159755,11150.35910000001,0.005467818843206108,1,0.9999834854058931,0.9999834854058931,0.0003561194748596485,0.001861528130807914
1,SH516520,10608.414660000188,0.02620725871441813,3,0.9999784744639637,0.9999993850279277,0.0010683530710085083,0.001771051688628163
1,SH515070,10016.091959999985,0.037837393424508974,1,0.9998530526679583,0.9998530526679583,0.0003560730244544011,0.0016721647058253874
1,SH513360,9889.596639999943,0.030381435579354,3,0.9999532500254446,0.999953439712651,0.0010683261218220562,0.0016510465880604063
1,SZ159912,9544.307419999994,0.03900674692723591,2,0.999798607515035,0.999880893462848,0.000712107270309854,0.0015934013059192573
1,SZ159738,9316.561979999886,0.006442395491463816,2,0.9999268949867097,0.9999275193255225,0.0007121986431529271,0.0015553797014649733
1,SZ159865,9308.520800000008,0.036529721882976623,5,0.9999273678238566,0.9999358273526245,0.0017804974498288044,0.0015540372440032524
1,SZ159892,9271.826840000005,0.05914664033482288,5,0.99986431761257,0.9999200256687573,0.0017803851809340635,0.0015479112674173733
1,SH510210,9145.138159999977,0.03629933754828482,6,0.9987641356943305,0.9996006167341718,0.0021341114010562617,0.0015267608686221474
1,SZ159929,8184.097880000008,0.030949561005001364,2,0.999325872239682,0.9993309629701957,0.0007117705642732778,0.0013663172900777172
1,SH513030,8009.7459999999555,0.037002711892443654,103,0.999824980803945,0.9999926006799048,0.036674491817238725,0.0013372096240044922
1,SH510300,7676.102828946542,0.03182842562691902,7,0.9989587397911496,0.9992161989907498,0.002490281758738621,0.0012815086243328417
1,SZ159886,7638.427919999978,0.0254345009575516,2,0.9996903844625387,0.9996914508524674,0.0007120301883636315,0.0012752188804599602
1,SZ159859,7613.134200000008,0.022569371516250998,2,0.9998203709910827,0.9998210476932032,0.00071212277136117,0.001270996149076114
1,SZ159881,7530.208640000027,-0.010759117825707838,4,0.9997588877257706,0.9998884011005166,0.00142415795972332,0.0012571519077096665
1,SH515700,6984.165680000033,0.028176998300988795,11,0.9996624428576125,0.9999125045367728,0.003916056578145918,0.0011659912265554956
1,SZ159907,6802.930279999992,0.04022566183891419,5,0.9997663271161017,0.9997804992921829,0.001780210696431805,0.001135734371832467
1,SZ159692,6793.812480000006,0.013775181980415057,2,0.9999879484619887,0.9999879805990362,0.00071224212853418,0.0011342121750100298
1,SH560860,6761.36886000017,0.004456005785668816,1,0.9999403966359958,0.9999403966359958,0.00035610412985612384,0.0011287957834164228
1,SH512120,6692.10699999998,0.022454187124651304,8,0.9997150782451474,0.9998408730125743,0.002848191106111531,0.0011172326669619554
1,SZ159855,6663.280639999953,0.025358281121340854,1,0.9996662041550566,0.9996662041550566,0.00035600648296120246,0.0011124201690354224
1,SH515860,5879.472500000048,0.026097063942461814,3,0.9997364466725557,0.9998313932585162,0.001068094494308286,0.0009815651096888541
1,SH510630,5184.302059999983,0.02009459249093176,22,0.9996960689814345,0.9999889183909598,0.007832376608828902,0.0008655079210225056
1,SH515030,5138.1687200000015,0.025020442144495936,6,0.999775209801101,0.9999899772726342,0.0021362718158143184,0.0008578060605346141
1,SH513780,4422.914140000117,0.0037355657928474723,2,0.9999184142339281,0.9999192491078663,0.000712192602730718,0.0007383958685024146
1,SH561160,4400.144000000004,0.007943656742631864,1,0.9999267627410624,0.9999267627410624,0.0003560992744804353,0.0007345944432951633
1,SZ159840,4203.221100000003,0.01606115041117024,1,0.9998827475847785,0.9998827475847785,0.0003560835995672288,0.0007017185946643981
1,SH516970,3796.3122800000037,0.010779752506268541,2,0.9996628674247925,0.9996652595149368,0.0007120105893338978,0.0006337860547066624
1,SZ159822,3629.2785600000043,-0.013326561678497668,2,0.999791548281177,0.9999894549366285,0.0007121022423655107,0.0006059001394832243
1,SH516160,3532.7884999999765,0.01359721068291655,1,0.9996891796234025,0.9996891796234025,0.00035601466510804935,0.0005897913344283812
1,SH517380,3094.716720000003,0.009829418303016393,2,0.9998365708651852,0.9998365708651852,0.0007121343097330378,0.0005166562062706661
1,SH510120,2967.3017199999963,0.01240650454009934,1,0.9991863562107145,0.9991863562107145,0.0003558355969411376,0.0004953845499356783
1,SH515650,2937.6130000000253,0.010980226529406577,1,0.999729337486517,0.999729337486517,0.00035602896634135225,0.000490428082888117
1,SZ159720,2506.9128599999754,0.009468843440905542,6,0.9998414470807195,0.9998675105000214,0.002136413348463076,0.0004185236339495175
1,SH515110,2307.4750799999774,0.0072199302325117575,1,0.9998490608114838,0.9998490608114838,0.00035607160285309255,0.00038522793158815805
1,SH510290,1370.1000999999992,0.007340169689194291,4,0.999474076420872,0.9999638725535007,0.001423752245613778,0.00022873522326045376
1,SH512100,1049.669920000001,0.0038028783527824794,1,0.9998338154888491,0.9998338154888491,0.00035606617360714,0.00017524010362526284
1,SH516950,764.9641799999717,0.002902243399223044,4,0.9998092809356507,0.9999761431271657,0.0014242297449225793,0.0001277091013266429
1,SZ159837,693.8248600000302,0.0027114233082119465,1,0.9999848055823151,0.9999848055823151,0.00035611994500794696,0.0001158325470202944
1,SZ159861,649.7582599999778,0.00044890830587909596,5,0.9998448457022185,0.999989457773942,0.0017803505087290216,0.0001084757242674597
1,SZ159869,627.0343200000007,0.0017211183375741798,1,0.9998979321752082,0.9998979321752082,0.0003560890071849032,0.0001046820120494605
1,SH511880,305.6721459932922,0.00942879137348944,426,0.9750652892183269,0.9999700074175855,0.1479265716549171,5.103129804769574e-05
1,SZ159843,-109.24476000000004,-0.0004004546588001316,1,0.9999903464348012,0.9999903464348012,0.0003561219182460118,0.0
1,SH510900,-354.5653200000236,0.0009152474498322792,21,0.999728369632654,0.9998168210924586,0.007476601054945062,0.0
1,SH512800,-451.8954799999774,-0.05314969593819141,7,0.9998825709007105,0.9999985561393833,0.0024925847565188653,0.0
1,SH515960,-484.95600000000195,-0.0010375509921342878,6,0.9995898406296492,0.9995964575723236,0.0021358757278411304,0.0
1,SH510810,-525.3988762046054,-0.003466005640447643,5,0.9996975778351814,0.9998338512620416,0.0017800882796210496,0.0
1,SH512760,-567.7585200000359,0.0010888751440916685,7,0.9996415402649133,0.9997978382391967,0.0024919838966717925,0.0
1,SH560980,-1960.3500000000017,-0.00373852890832626,1,0.9999787020076216,0.9999787020076216,0.0003561177713702356,0.0
1,SZ159943,-2040.3639200000039,-0.008146362578118418,1,0.9987580694512348,0.9987580694512348,0.00035568307316639414,0.0
1,SZ159981,-2233.333020000024,-0.01855281111159837,9,0.9998240160459315,0.9999456863259598,0.00320456415399337,0.0
1,SH510260,-3381.8577600000017,-0.01986879556717587,6,0.9996673369950315,0.9997720465241954,0.002136041318365452,0.0
1,SH516620,-3415.0456599999698,-0.009147956541784834,1,0.9996933553929956,0.9996933553929956,0.00035601615220548277,0.0
1,SZ159910,-3473.1678999999904,-0.014481003857210859,2,0.9996990692288428,0.999701878056447,0.0007120363740946174,0.0
1,SH510160,-3638.020400000003,-0.015100499862820726,1,0.9997692277932179,0.9997692277932179,0.000356043172291032,0.0
1,SH512750,-3827.4300400000034,-0.013365595390338436,1,0.9996718248211576,0.9996718248211576,0.0003560084846229194,0.0
1,SZ159506,-3915.7204800000027,-0.00782224973523864,1,0.9999886375435585,0.9999886375435585,0.00035612130966650944,0.0
1,SH513730,-4402.554480000001,-0.0026828565060766285,3,0.9999571424567936,0.99999219886464,0.0010683302804025572,0.0
1,SH517120,-4498.459200000004,-0.01320778741511028,1,0.9999422834809728,0.9999422834809728,0.00035610480180946327,0.0
1,SH513190,-4579.673200000004,-0.007267764613000395,1,0.9998962449304644,0.9998962449304644,0.00035608840631426794,0.0
1,SH516070,-4930.714040000004,-0.017526948731855747,1,0.9995718397895428,0.9995718397895428,0.0003559728774179283,0.0
1,SH516360,-4993.731200000005,-0.018687440716309876,2,0.9998598299290105,0.9998600810046525,0.0007121508760178137,0.0
1,SH510150,-5368.608000000016,-0.024010022242764148,2,0.998348922269741,0.998363405023019,0.000711074730961354,0.0
1,SZ159613,-5618.229720000006,-0.015647858636663393,1,0.9997760858561603,0.9997760858561603,0.0003560456146211397,0.0
1,SH512950,-5716.686960000005,-0.006210137837979025,1,0.9999896229070302,0.9999896229070302,0.0003561216605794267,0.0
1,SH513920,-5958.4028400000625,-0.009305600014950389,2,0.9999839038386269,0.9999840092127827,0.0007122392477483098,0.0
1,SH512070,-5996.296160000027,-0.02621616195419326,7,0.9995422153318657,0.9999702053151249,0.0024917362917817164,0.0
1,SH510650,-6450.862659999947,-0.023906584403470037,3,0.999593860795966,0.9997888190960657,0.0010679421589700493,0.0
1,SH512960,-7902.664880000007,-0.035981461494747485,1,0.9995845746071832,0.9995845746071832,0.0003559774126093957,0.0
1,SH515120,-8130.627100000008,-0.009070952867248546,6,0.9997666034901664,0.9999853843004792,0.0021362534262610393,0.0
1,SZ159902,-8601.504997586697,-0.030028364102203553,29,0.9989856366676313,0.999862993082944,0.010317159353048899,0.0
1,SH513630,-8661.818880000008,-0.013814969695510172,1,0.9998712217007452,0.9998712217007452,0.00035607949490767276,0.0
1,SH510660,-8733.634700000044,-0.026596170204787335,18,0.9996632561334986,0.9999638990625315,0.006408097795727555,0.0
1,SH515210,-8887.780428180653,0.06209567330559096,5,0.9996727452147818,0.9999053907722341,0.0017800440619921327,0.0
1,SH561330,-9078.618000000008,-0.015614798092184488,1,0.9999944233913661,0.9999944233913661,0.0003561233701536204,0.0
1,SZ159667,-9320.69633999972,0.012818271787476111,4,0.9999504577027906,0.9999659064570792,0.0014244308514284765,0.0
1,SH512770,-9573.381319999993,-0.032884241944133114,3,0.9991940466287677,0.9993080948712637,0.0010675150070820166,0.0
1,SH515150,-10270.644120000008,-0.03682476169970305,1,0.9999742964215893,0.9999742964215893,0.00035611620242934094,0.0
1,SH518680,-10674.608839999994,-0.0072060440612892445,3,0.9998127907327596,0.9998942925835491,0.0010681760584751706,0.0
1,SZ159909,-10678.557799999988,-0.045745219837226354,6,0.9998178390110608,0.9999782803117674,0.002136362903869788,0.0
1,SZ159916,-10849.80900000001,-0.032138806685164334,2,0.9992267718031869,0.9992368293268595,0.0007116999799167997,0.0
1,SZ159583,-11003.691359999833,0.003777030104386704,8,0.9999599086301016,0.9999939048221635,0.002848888628575788,0.0
1,SH561980,-11155.612819999958,-0.02200800093425037,2,0.9997953214843832,0.9997970839050807,0.0007121049298321818,0.0
1,SH510410,-11370.456799999953,-0.041365383267073834,9,0.9998231388633246,0.999970447428919,0.003204561342510656,0.0
1,SH516960,-11765.48940000001,-0.04104944721285613,3,0.9998223747166697,0.9998261543612662,0.0010681862977742198,0.0
1,SZ159928,-11940.865719999982,0.002549983282545956,46,0.9996371900379061,0.9999794050187469,0.01637582291372638,0.0
1,SZ159920,-12936.837790849668,-0.051966626623190876,39,0.9996891041298475,0.9999622379245722,0.013884570890692326,0.0
1,SH515790,-13002.10176000001,-0.045301195378894495,1,0.9995961180462488,0.9995961180462488,0.0003559815235207439,0.0
1,SZ159735,-13187.258400000012,-0.009254381100013866,1,0.9999701719582795,0.9999701719582795,0.0003561147336033759,0.0
1,SH512880,-13732.746259999934,-0.030100703414215092,25,0.999749676148052,0.9999901885220702,0.008900905236360862,0.0
1,SH516820,-13756.318300000012,-0.043064039054221674,2,0.9998456607439963,0.9999340955712079,0.0007121407840056953,0.0
1,SZ159903,-15047.71294000002,-0.06246673877034366,6,0.9996692954357753,0.9998010904745198,0.002136045503067896,0.0
1,SZ159941,-15063.815200000068,-0.006011143082381909,6,0.999713091878482,0.999955589501447,0.0021361390852104316,0.0
1,SH513550,-15416.199280000013,-0.023190255425009673,1,0.9999474590584744,0.9999474590584744,0.00035610664496384413,0.0
1,SH561130,-15568.689960000014,-0.01677400834422393,1,0.9999828819129593,0.9999828819129593,0.00035611925994051254,0.0
1,SH512720,-16288.901591674388,-0.023217708108740166,6,0.9998599403218114,0.9999512164688678,0.0021364528639354944,0.0
1,SZ159652,-17068.749000000014,-0.03125576365470313,1,0.9998607425720395,0.9998607425720395,0.00035607576302423057,0.0
1,SZ159992,-18254.426440000014,-0.015468445150987258,2,0.9997082130612107,0.999979348074311,0.0007120428867957341,0.0
1,SZ159792,-19250.882039999848,0.011831287720839342,2,0.9999624280419162,0.9999787565744882,0.0007122239515968063,0.0
1,SH512690,-19264.287955751395,-0.05359125811201472,41,0.9996229656675012,0.9999008973810685,0.014595634470216364,0.0
1,SZ159273,-19532.45200000002,-0.009610649354346676,2,0.9999905570996586,0.9999906007826709,0.0007122439865382183,0.0
1,SH510880,-19553.782146133028,-0.0863856596354648,21,0.9991542687437032,0.9998450923235986,0.0074723075653909425,0.0
1,SH513750,-20109.496800000135,-0.014732232649458091,4,0.9999819168148641,0.9999915109587649,0.001424475664978439,0.0
1,SH512010,-20731.070400000037,-0.07670105260355901,19,0.9995940059692966,0.9998855755623199,0.006763634655775156,0.0
1,SH510060,-22168.894600000007,-0.10621216776039677,6,0.9996467002016192,0.9999190900096374,0.0021359972226530325,0.0
1,SH515000,-22634.950319999793,-0.1305148020201372,3,0.9998249541279342,0.9999161963708343,0.0010681890535554851,0.0
1,SH515880,-23822.4724800002,0.004412074560333429,16,0.9999284570501077,0.9999949389151892,0.00569759804586956,0.0
1,SH515250,-29702.136880000027,-0.08571803447645165,3,0.999790984772101,0.9998120780966424,0.001068152761508655,0.0
1,SZ159786,-30198.471259999955,-0.09142849820030442,10,0.9999500302454362,0.9999839567070784,0.003561075606287166,0.0
1,SH513950,-31983.753757947277,-0.03741702248515109,1,0.9998696771463631,0.9998696771463631,0.0003560789448526934,0.0
1,SH515980,-34480.37780000025,-0.05319756958276854,8,0.9998945640458795,0.9999422693117935,0.0028487024616691723,0.0
1,SH513160,-34685.0772399999,-0.05442003091706279,3,0.9999647925041885,0.9999665928174077,0.0010683384535301159,0.0
1,SZ159930,-35544.17505999994,-0.08597926030913085,9,0.9998222902927834,0.9999981097901098,0.00320455862273328,0.0
1,SH588780,-38973.4097599999,-0.02463937316198647,3,0.9999516752639459,0.9999522305859975,0.0010683244393845577,0.0
1,SH516220,-39098.591999999786,-0.017220589815901063,1,0.9999632007877103,0.9999632007877103,0.0003561122509927743,0.0
1,SZ159766,-40816.441860000006,-0.052954757587219486,3,0.999849751946297,0.9999723038872174,0.001068215546951172,0.0
1,SH510500,-41972.459384393514,0.018996831707965442,9,0.9996877684250293,0.9999982350036241,0.003204127462900735,0.0
1,SH560280,-42055.16993999993,-0.03028470644321421,2,0.9999473248939728,0.9999854676158683,0.0007122131943689265,0.0
1,SH520870,-42430.62804000004,-0.01738818000662645,1,0.999979913437547,0.999979913437547,0.0003561182027911492,0.0
1,SZ159796,-47080.45056000004,-0.023427404044004813,1,0.9999990097445308,0.9999990097445308,0.0003561250034702745,0.0
1,SH516270,-49703.09400000004,-0.02520698977438624,1,0.9999992994450626,0.9999992994450626,0.00035612510663997956,0.0
1,SZ159819,-51184.249159999745,0.00029402750841967494,5,0.9999593587249336,0.9999658346222753,0.0017805544136839987,0.0
1,SH588100,-51442.999700000124,-0.0030060802407234767,6,0.9998816701899544,0.9999970977751376,0.0021364992952776804,0.0
1,SH513520,-51736.70165999913,-0.11464772474719687,57,0.9998316442851942,0.9999903486688608,0.020295727822028514,0.0
1,SZ159323,-53078.37721999993,-0.038708769013153,4,0.9999716073796178,0.9999721103650795,0.0014244609791732447,0.0
1,SH516150,-53921.42975999981,-0.00956602838091486,3,0.9999654590328859,0.9999929523886185,0.0010683391656334251,0.0
1,SZ159636,-57156.79122000005,-0.07988145407673918,3,0.999916186266682,0.9999852050037097,0.0010682865237891903,0.0
1,SH562590,-73155.34548000006,-0.035424716272123145,1,0.9999919465835079,0.9999919465835079,0.00035612248809953985,0.0
1,SH512170,-74754.00432000017,-0.10694379078669275,18,0.9997175865388264,0.9999837938127843,0.006408446067556579,0.0
1,SZ159366,-80841.48600000006,-0.051676902085863716,1,0.999933784168095,0.999933784168095,0.0003561017749886378,0.0
1,SH517520,-84540.20116000011,-0.03732015816157337,4,0.9999148823945512,0.9999607761164685,0.0014243801743512126,0.0
1,SZ159995,-92805.02384000017,-0.10679181678312612,4,0.99988892779282,0.9999866344197171,0.001424343201984074,0.0
1,SZ159915,-96830.92927999981,0.11102031035280516,46,0.9995388973306435,0.9999977637557812,0.016374212705558975,0.0
1,SZ159518,-106207.93098000027,0.024113577523576308,40,0.9999434686409137,0.9999978823199798,0.01424420895499877,0.0
1,SZ159695,-160872.80819999977,-0.05125068221667197,3,0.999939632600913,0.9999746352385903,0.0010683115732915737,0.0
1,SZ159611,-163763.67584000016,-0.057515940973144705,3,0.999999359299578,0.9999993722950278,0.0010683753838670704,0.0
1,SZ159807,-184439.90547999984,-0.1085555707628728,5,0.9998716229949125,0.9999904324062223,0.001780398189093505,0.0
1,SZ159732,-286915.1701000002,-0.1365312187181626,2,0.9999433743620787,0.9999439542779032,0.0007122103805997711,0.0
1,SZ159502,-608761.5508999998,-0.28555565854197457,41,0.9999586971266472,0.9999879537643649,0.014600536532119849,0.0
3,SH513310,257976.09799999988,0.16414846886464612,123,0.3394881766977524,0.5036049865143196,0.014870742782700693,0.07980172493843501
3,SH518880,160893.13605999993,0.24268844390414834,386,0.6641683736038231,0.9999596634831891,0.09129949865066798,0.049770307745108704
3,SZ159509,135270.37763999993,0.16686380171694956,133,0.33521376743992104,0.4007974643622968,0.01587729026691934,0.04184422336966082
3,SH513350,126283.59597999998,0.08770750476648692,5,0.3338576187327029,0.34412602241983203,0.000594475816831736,0.03906427327477611
3,SZ159529,107735.9851199999,0.1390318816143533,45,0.3828833643966831,0.5141984865299478,0.006135951352510946,0.03332679855680879
3,SH513100,98286.21998000001,0.20379413381996417,477,0.5387857963862672,0.9999193239505165,0.09152451028356462,0.030403630231210337
3,SH588200,96529.47260000001,0.07104032617971942,12,0.33732446110913766,0.35015161842223946,0.0014415575261074258,0.029860202090805345
3,SZ159363,88183.18055999983,0.06741119808351538,19,0.3354194147198878,0.3436875123919575,0.0022695758118510927,0.027278379562301388
3,SZ159309,87692.31438000004,0.05343506266196898,2,0.33723221091539685,0.33723523723507065,0.0002401938824183738,0.027126536162150713
3,SZ159985,86052.14333999994,0.14542366706702395,254,0.5013933061958505,0.9999725807578209,0.04535395291087822,0.026619169475078506
3,SZ159516,76552.4895,0.05882502502929653,4,0.3346965663577135,0.3407381987756966,0.0004767757355522984,0.023680568695288343
