trial,top_k,universe,lookback,r2_threshold,score_max,buffer_ratio,cost_bp,initial_cash,adv_participation,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return
grid_001,1,original_like,20,0.3,3.0,0.85,2.0,200000.0,,2808,9.449684695512433,0.23440586999315327,0.29098832949595554,0.8691495681994708,0.35723144967720044,2372.7868593055005,212.94241045049364,361678.0186552207,0.0027773788952380253,0.997222621104762,961,-0.338619909025598
grid_002,1,original_like,20,0.3,3.0,0.9,2.0,200000.0,,2808,11.106538065092241,0.25081793569459476,0.29046523449006356,0.9156642093345513,0.3665589471292633,2495.4736536295454,223.95276378726692,423794.09426305594,0.002616617824485759,0.9973833821755144,961,-0.3481714205326486
grid_003,1,original_like,20,0.3,3.0,0.95,2.0,200000.0,,2808,10.472130683603808,0.24479049679841913,0.29194633142901855,0.8959025974801819,0.33038431978789773,2670.004994085741,239.61583280256653,507281.6544335994,0.002084946549348602,0.9979150534506515,869,-0.31098089962615605
grid_004,1,original_like,20,0.3,5.0,0.85,2.0,200000.0,,2808,5.686032171661325,0.1859150482444758,0.2947955640103483,0.7260567100719403,0.37661459041944567,2400.9731810391477,215.4719521445389,217822.47793083225,0.0033633623408811427,0.9966366376591187,1037,-0.3133706182714533
grid_005,1,original_like,20,0.3,5.0,0.9,2.0,200000.0,,2808,5.513540948337207,0.1831365533813596,0.29588930557475984,0.716539483333227,0.3865460254499299,2452.9138648744783,220.13329556565833,213257.98930144095,0.0035969853204202034,0.9964030146795799,1099,-0.32147840490762425
grid_006,1,original_like,20,0.3,5.0,0.95,2.0,200000.0,,2808,5.2189080708109765,0.17823184312722296,0.29601868652542696,0.7023540242216891,0.3472750257030697,2528.047542876314,226.87606154018204,215354.33492306276,0.003410430355076596,0.9965895696449234,940,-0.28899758909176154
grid_007,1,original_like,20,0.3,8.0,0.85,2.0,200000.0,,2808,6.363365880435933,0.19622960667496447,0.31242378988505753,0.7294311858405838,0.39288344471359016,2183.686296687207,195.97184713859548,220345.23504716376,0.0025442876751678137,0.9974557123248321,803,-0.23758206009405458
grid_008,1,original_like,20,0.3,8.0,0.9,2.0,200000.0,,2808,5.204636828572036,0.1779889384636979,0.31181221103991835,0.6809604502111466,0.3799434656919429,2237.9658933545707,200.8430929933589,211236.8057241016,0.002830254251031542,0.9971697457489686,807,-0.2464143411553098
grid_009,1,original_like,20,0.3,8.0,0.95,2.0,200000.0,,2808,7.153968826146745,0.20722863958102633,0.31310019738774764,0.7577653623727277,0.3565667394903367,2354.7888944379692,211.32720847520238,267353.0672677024,0.002831427350649237,0.9971685726493508,753,-0.2102351606377182
grid_010,1,original_like,20,0.4,3.0,0.85,2.0,200000.0,,2808,8.939695259726193,0.22887536917579654,0.2856679946615913,0.8642271811015592,0.3756370857418839,2355.3361248060332,211.37631889284916,336284.61271424487,0.0032011212714250946,0.9967988787285748,1139,-0.31948657332868813
grid_011,1,original_like,20,0.4,3.0,0.9,2.0,200000.0,,2808,10.511328481352855,0.24517160023534013,0.28514095716686133,0.9114992061477901,0.3848396909561802,2478.6396385941116,222.44201884818952,394379.60866491066,0.0033350562228930394,0.996664943777107,1140,-0.3295695179101491
grid_012,1,original_like,20,0.4,3.0,0.95,2.0,200000.0,,2808,9.9088558340625,0.23917896013623952,0.2866477359168252,0.8913317512263194,0.36032365502874664,2654.5065549971982,238.2249472433383,472381.9739972796,0.0028629117485382254,0.9971370882514617,1137,-0.30278659108793016
grid_013,1,original_like,20,0.4,5.0,0.85,2.0,200000.0,,2808,4.335697646139978,0.1621461552778416,0.291408185947895,0.6616384333596687,0.4040416372987833,2346.3227554134633,210.5674267678749,183840.33100938133,0.004788257387786142,0.9952117426122138,1058,-0.3242645488800753
grid_014,1,original_like,20,0.4,5.0,0.9,2.0,200000.0,,2808,4.193104531168445,0.1593244441157684,0.2925037993540151,0.6519456764206999,0.46023710098616977,2398.5542269363978,215.25486651993313,179869.49514844798,0.004635362749899857,0.9953646372501,1338,-0.3894762718957204
grid_015,1,original_like,20,0.4,5.0,0.95,2.0,200000.0,,2808,3.96562639527491,0.15467352664469214,0.29263346169448273,0.6380829079856369,0.42507981474871837,2472.6358332598297,221.90321580536934,182190.31652670118,0.004037460666565923,0.995962539333434,1344,-0.34970091538020676
grid_016,1,original_like,20,0.4,8.0,0.85,2.0,200000.0,,2808,5.676633138491104,0.18576533860592792,0.30976977709543474,0.704562203883004,0.40517980882054383,2176.7830833486846,195.35232799283068,198005.58476320445,0.0033414479477735202,0.9966585520522265,803,-0.21988097536053963
grid_017,1,original_like,20,0.4,8.0,0.9,2.0,200000.0,,2808,4.624028063378345,0.16764803621925117,0.30915200540011367,0.6555400531549458,0.3856901797694614,2231.8342172497655,200.2928143685687,189828.36988627218,0.003257353748794448,0.9967426462512056,808,-0.22902222119940796
grid_018,1,original_like,20,0.4,8.0,0.95,2.0,200000.0,,2808,6.390280882937354,0.1966213617301007,0.3104613964630521,0.7330396658220311,0.34880424159239,2350.0550225401566,210.90237381770638,240395.98802231366,0.0032912681467129365,0.996708731853287,766,-0.19204949796911297
grid_019,1,original_like,20,0.5,3.0,0.85,2.0,200000.0,,2808,12.081803985938615,0.25954521492891436,0.27904928007522023,0.9661656611626778,0.3429820965061722,2339.720947984492,209.97495687040313,393284.53544973925,0.00431397394102629,0.9956860260589737,1128,-0.2920103266407357
grid_020,1,original_like,20,0.5,3.0,0.9,2.0,200000.0,,2808,13.450656448916908,0.27084467871465057,0.2779835162421839,1.000937922831171,0.3521459848750913,2462.498410013386,220.9934470524834,449402.06005114014,0.003136733329308228,0.9968632666706919,1130,-0.30193224618448233
grid_021,1,original_like,20,0.5,3.0,0.95,2.0,200000.0,,2808,13.39091528381828,0.270372288857353,0.27907608113569804,0.9967267334847558,0.31893656723163033,2655.8586764055485,238.34629147229282,551656.4613133895,0.0035404332040355675,0.9964595667959644,1038,-0.2745509908100495
grid_022,1,original_like,20,0.5,5.0,0.85,2.0,200000.0,,2808,5.072282984549683,0.17571164770772718,0.28885055885387634,0.7050117828844304,0.42067412031500706,2383.7561701348177,213.9268357813298,193151.99749881058,0.005548229452334697,0.9944517705476652,1248,-0.3662436631595345
grid_023,1,original_like,20,0.5,5.0,0.9,2.0,200000.0,,2808,4.907049037373301,0.1728043402897943,0.28995560580083,0.6948918206317228,0.4767304828122463,2436.6577655591377,218.67441485787134,189504.02695546433,0.006927039418525345,0.9930729605814747,1330,-0.4275979834472583
grid_024,1,original_like,20,0.5,5.0,0.95,2.0,200000.0,,2808,5.184042436489742,0.1776375121931788,0.2892823089643294,0.710085063435114,0.44268599464671,2526.066165783927,226.69824564727548,201406.21810765803,0.0059050632261586555,0.9940949367738413,1328,-0.3903603101489712
grid_025,1,original_like,20,0.5,8.0,0.85,2.0,200000.0,,2808,5.730348081513136,0.18661834991713278,0.30456804774911833,0.7137337207917008,0.35531459838660506,2185.8551186180644,196.16648500418526,200038.42717298027,0.004485938006447496,0.9955140619935526,986,-0.29090279191962
