top_k,window_start,window_end,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return
1,2016-06-27,2019-07-31,756,-0.08668950109532181,-0.029774205359408668,0.18693748734771037,-0.06755079117345845,0.33481685157866825,435.1433412040622,145.04778040135406,19438.908158265807,0.00737204436528569,0.9926279556347144,635,
1,2016-07-27,2019-08-30,756,-0.11321471006219097,-0.039259364246043815,0.18884024884523873,-0.11698253723811299,0.33481685157866736,433.46655096104615,144.48885032034872,19279.021144048373,0.00738881806506261,0.9926111819349374,657,
1,2016-08-24,2019-09-30,756,-0.11671804924370643,-0.04052620317584599,0.19043068927987153,-0.12134788679805819,0.3348168515786678,428.28570272845485,142.76190090948495,18997.702696715798,0.007244313232757124,0.9927556867672429,677,
1,2016-09-21,2019-10-31,756,-0.1639421478008628,-0.0579395385778414,0.18924864471080133,-0.2200839826780764,0.33481685157866803,429.602797277827,143.20093242594234,18973.699821191818,0.007391118062001925,0.9926088819379982,695,
1,2016-10-27,2019-11-29,756,-0.15970997136138565,-0.05635262386384132,0.19121429704326165,-0.20704207418186216,0.33481685157866836,436.40250471136295,145.46750157045432,19181.055197850328,0.006665496465411287,0.9933345035345889,716,
1,2016-11-28,2019-12-31,756,-0.14285716787610636,-0.050085757649286355,0.19541535506057453,-0.16456939289179526,0.3348168515786679,428.7738518081208,142.9246172693736,18772.245587947018,0.006597272914186183,0.9934027270858139,738,
1,2016-12-20,2020-01-23,756,-0.13344954586090463,-0.04662311502210592,0.19509691999780787,-0.14643712068466364,0.3348168515786675,436.538375398367,145.51279179945567,19059.7054641884,0.006434415770493541,0.9935655842295066,754,
1,2017-01-18,2020-02-28,756,0.1471823877656906,0.04683320619430709,0.20268761945075955,0.3276918025892616,0.24955715807189882,439.85724109742534,146.61908036580846,19238.632394569337,0.006322943206734171,0.9936770567932659,499,
1,2017-02-24,2020-03-31,756,0.06809799395258098,0.022202722091533067,0.20514456586264587,0.21015804911678096,0.2495571580718995,440.0252714279858,146.67509047599526,19309.74473342447,0.006888941760049847,0.9931110582399503,499,
1,2017-03-27,2020-04-30,756,0.06341025151064783,0.02070509094937023,0.20462863444151566,0.20298364271090813,0.24955715807189927,444.44706865940026,148.14902288646675,19535.86050160492,0.006987283207083848,0.9930127167929161,499,
1,2017-04-24,2020-05-29,756,0.09043841103878791,0.029280425880482408,0.21230145850644402,0.2427698182823879,0.24955715807189893,448.48624945284047,149.49541648428016,19754.22432582749,0.006965314855244372,0.9930346851447558,499,
1,2017-05-23,2020-06-30,756,0.1364330694765532,0.04355326444370644,0.2137848965773046,0.3069908241766189,0.24955715807189904,454.9060926778434,151.6353642259478,20093.823040728887,0.006550030359023448,0.9934499696409765,499,
1,2017-06-27,2020-07-31,756,0.1331258430957385,0.04253997108466723,0.21978073378819668,0.30008450546078763,0.24955715807189938,472.029078148182,157.343026049394,20964.96629200132,0.0065377717797347095,0.9934622282202652,499,
1,2017-07-26,2020-08-31,756,0.30951627430478035,0.09404948666519353,0.22533750664651142,0.5121775114455326,0.24955715807189927,483.0827055479461,161.02756851598204,21557.41590282941,0.006404642232894856,0.9935953577671052,499,
1,2017-08-25,2020-09-30,756,0.2264250705132813,0.07040223341100882,0.23630138656285826,0.4067396926060388,0.24955715807189938,473.35910152627156,157.78636717542386,21263.823078956375,0.006433253209713382,0.9935667467902867,499,
1,2017-09-18,2020-10-30,756,0.19089788879640412,0.059964959324755984,0.24005036533766658,0.3631828493030974,0.24955715807189904,476.1527674455562,158.71758914851873,21498.230594662182,0.006452624712548414,0.9935473752874516,499,
1,2017-10-24,2020-11-30,756,0.342591958196079,0.10318415091358735,0.2449346867226428,0.5239568381293338,0.24955715807189893,464.91945082788357,154.9731502759612,21174.85800529172,0.006161268880500538,0.9938387311194996,499,
1,2017-11-24,2020-12-31,756,0.35267885019612577,0.10594000128949088,0.24691521085571852,0.531823097475452,0.24955715807189927,461.41951821327785,153.80650607109263,21211.547564830063,0.006026525006419539,0.9939734749935804,499,
1,2017-12-22,2021-01-29,756,0.2231631615745302,0.06945241191706164,0.25193896721327863,0.39297828257721074,0.24955715807189904,491.6972113218326,163.89907044061087,22791.516865443242,0.005671769563962895,0.9943282304360371,499,
1,2018-01-15,2021-02-26,756,0.12832528908152407,0.04106562651769918,0.25411138472662587,0.28584876838053175,0.24955715807189938,493.29025673609914,164.4300855786997,22956.534652378385,0.005715187641016405,0.9942848123589836,499,
1,2018-02-22,2021-03-31,756,0.2628591689396782,0.08089864874501607,0.24987846006222034,0.4366809082564931,0.19711077681478884,486.1724282753806,162.05747609179352,22708.90539105706,0.005336518107973998,0.994663481892026,135,
1,2018-03-23,2021-04-30,756,0.49916604143749677,0.14450206006056043,0.2514585797573606,0.6629875195816751,0.19711077681478884,492.96667052180925,164.32222350726974,23215.17415499071,0.00458864500960244,0.9954113549903976,135,
1,2018-04-20,2021-05-31,756,0.47858683109536915,0.13924101297910974,0.25502057468273104,0.639186308586509,0.19711077681478906,500.79146834216004,166.9304894473867,23807.050506062802,0.004412909888704113,0.9955870901112959,135,
1,2018-05-23,2021-06-30,756,0.44773373517956583,0.1312612161784552,0.2564171633208918,0.6096523344062488,0.19711077681478928,514.3133987397232,171.43779957990773,24685.88087595542,0.004010463646287957,0.995989536353712,135,
1,2018-06-25,2021-07-30,756,0.23842220337570574,0.0738812094663217,0.2587577018356233,0.40522970667234226,0.1971107768147886,531.1306474116269,177.04354913720897,25700.894755955414,0.003996279606528714,0.9960037203934713,136,
1,2018-07-25,2021-08-31,756,0.3502230181904702,0.10527030594766229,0.2652303996027852,0.5102903234020848,0.1971107768147885,538.618530668099,179.53951022269965,26256.28214269221,0.0038458692612953313,0.9961541307387046,158,
1,2018-08-22,2021-09-30,756,0.4149125187445819,0.12264693853276376,0.265818955070992,0.5684451299243461,0.19711077681478828,551.6109439256293,183.87031464187643,27165.252111687012,0.0037182530074544528,0.9962817469925457,164,
1,2018-09-13,2021-10-29,756,0.26855915064256886,0.0825224392563122,0.271363261248615,0.4280968418378123,0.1971107768147894,566.2073160390999,188.73577201303328,28043.70474464159,0.0032570766052320514,0.9967429233947679,164,
1,2018-10-23,2021-11-30,756,0.31250477667818766,0.09488111319598302,0.2749508526876275,0.4673669961258069,0.19711077681478884,569.855870155836,189.951956718612,28441.542454280796,0.003149056677557076,0.996850943322443,164,
1,2018-11-23,2021-12-31,756,0.33142090411356007,0.10011593932607199,0.2750364438515068,0.4846503803631307,0.1971107768147895,570.9827403419062,190.3275801139687,28727.212366343276,0.0028470176190486074,0.9971529823809515,164,
1,2018-12-20,2022-01-28,756,0.40516754376649566,0.12006365065728986,0.2775557588222321,0.5474857669816143,0.1971107768147885,572.8266503656575,190.9422167885525,29047.21757718103,0.002375661124942723,0.9976243388750573,164,
1,2019-01-15,2022-02-28,756,0.3534004110713307,0.10613661390599871,0.27882319522758325,0.5013610924384199,0.19711077681478872,582.7109468953729,194.23698229845763,29737.101738503083,0.002325067838611662,0.9976749321613884,164,
1,2019-02-22,2022-03-31,756,0.3980046196657241,0.11815721082959363,0.2822669509304696,0.5369440717545768,0.19711077681478872,574.8926021433718,191.63086738112395,29679.551289910363,0.0022617999141959703,0.9977382000858039,164,
1,2019-03-21,2022-04-29,756,0.33699748497305837,0.10164972430722541,0.2807781747151931,0.4853255469477653,0.19711077681478928,554.4657012849236,184.82190042830788,28797.33475618541,0.0023688478224370706,0.9976311521775629,164,
1,2019-04-18,2022-05-31,756,0.1953467183710711,0.061283220569317454,0.2789136388579176,0.35284445313728185,0.20332399605683238,547.0703196436899,182.3567732145633,28566.47607994633,0.00300439570549171,0.9969956042945083,168,
1,2019-05-22,2022-06-30,756,0.47511331143050706,0.13834820578814444,0.28695586518113364,0.5951182020600284,0.20332399605683238,567.620394114123,189.206798038041,29910.76629042294,0.0028659399248279673,0.997134060075172,189,
1,2019-06-21,2022-07-29,756,0.43813559433327653,0.12875567059132664,0.28754321289360424,0.5650263852049238,0.20332399605683116,568.230427950676,189.41014265022534,30237.60292979916,0.0030170681126519988,0.996982931887348,209,
1,2019-07-24,2022-08-31,756,0.30873050892051856,0.09383061749573529,0.2879196556867891,0.45545302765481466,0.2033239960568316,577.7276605093654,192.5758868364551,31064.86598979916,0.003031199516361917,0.9969688004836381,209,
1,2019-08-22,2022-09-30,756,0.40857082662010424,0.12096717757820019,0.2879457131705579,0.5405653469486715,0.20332399605683105,567.4513719103594,189.15045730345312,30774.572393671384,0.0029582411204645445,0.9970417588795354,209,
1,2019-09-16,2022-10-31,756,0.3136333846660393,0.0951948485757006,0.2872660515033179,0.46016301066775256,0.2033239960568307,561.4617230075469,187.1539076691823,30639.802019684525,0.0031508919160555897,0.9968491080839444,209,
1,2019-10-23,2022-11-30,756,0.45127084493903324,0.1321817677653443,0.291652955229126,0.5715154528167307,0.20332399605683238,566.7109786337293,188.9036595445764,31196.612072920434,0.003030272520688278,0.9969697274793117,209,
1,2019-11-22,2022-12-30,756,0.5692109715029794,0.16205614602832719,0.29411359376518204,0.6577577312703283,0.20332399605683216,564.1080885201353,188.03602950671177,31421.830160920348,0.0027999993265172577,0.9972000006734829,209,
1,2019-12-16,2023-01-31,756,0.4260491547210197,0.12558465866252022,0.29615768506477447,0.547483329676479,0.2033239960568315,575.1998665390086,191.7332888463362,32332.857324236407,0.0027975871835016954,0.9972024128164984,209,
1,2020-01-14,2023-02-28,756,0.5709668431823511,0.16248941279782758,0.2944031261480796,0.658606897060053,0.20332399605683205,571.5483449293838,190.51611497646127,32512.10110423641,0.0027942334185252827,0.9972057665814746,209,
1,2020-02-24,2023-03-31,756,0.32130688946570696,0.09732321309214709,0.2835903282327198,0.4688656201131103,0.20332399605683238,574.5038875963266,191.50129586544222,33070.36785884667,0.002968572946676025,0.997031427053324,209,
1,2020-03-20,2023-04-28,756,0.49825339388345147,0.14426976668155045,0.28353689708101,0.6165730298264864,0.20332399605683205,585.0166738094603,195.00555793648675,34010.45392706279,0.0026454124872902986,0.9973545875127096,209,
1,2020-04-20,2023-05-31,756,0.6097744647458985,0.17198398735094544,0.2963584238594456,0.6832971293474733,0.20332399605683182,577.5105412929747,192.5035137643249,33976.531078345826,0.002294196413755037,0.9977058035862449,209,
1,2020-05-21,2023-06-30,756,0.8099805300324305,0.2186845379595468,0.29798418228857476,0.8122553035259186,0.20332399605683182,577.2291326997674,192.4097108999225,34469.15357834583,0.002293357196121104,0.997706642803879,209,
1,2020-06-19,2023-07-31,756,1.0144186275343143,0.2629415250210059,0.3000749159673865,0.9274874073126924,0.20332399605683205,561.9393995832546,187.3131331944182,34253.56861834583,0.0022923474667756382,0.9977076525332244,209,
1,2020-07-24,2023-08-31,756,0.9265891963286346,0.24431319599233392,0.29634406644641526,0.8853059149206974,0.20332399605683138,545.4443988259632,181.8147996086544,34057.46353834584,0.0022921181790645554,0.9977078818209353,209,
1,2020-08-21,2023-09-28,756,0.9156913638297282,0.2419625883949852,0.29425638692337797,0.883008040014268,0.20332399605683138,533.8401983476,177.94673278253333,34066.490158345834,0.0022941249864055764,0.9977058750135944,209,
1,2020-09-15,2023-10-31,756,0.7804276624700415,0.21201532475395712,0.2840753930979604,0.8182467720845547,0.2033239960568316,526.2083203272205,175.4027734424068,34095.51120422034,0.0025882906585320297,0.997411709341468,209,
1,2020-10-23,2023-11-30,756,0.6941147547584781,0.19210435617904387,0.2809344782355345,0.7652615868772645,0.20332399605683193,528.6255676179017,176.20852253930056,34903.82624982146,0.0024741338029572405,0.9975258661970428,209,
1,2020-11-23,2023-12-29,756,0.7081706802547854,0.19539220922154943,0.27817610052500225,0.7800132191147945,0.2033239960568316,514.1175975416643,171.3725325138881,34504.35270207729,0.0024624916486515247,0.9975375083513484,209,
1,2020-12-23,2024-01-31,756,0.5982665511383052,0.16918455638640406,0.2889933000872522,0.6848494217490589,0.2033239960568317,493.6745448378138,164.5581816126046,33720.02528207729,0.0024656347179316035,0.9975343652820684,209,
1,2021-01-14,2024-02-29,756,0.665715828407935,0.18540558992383382,0.2861249373063923,0.737030225316974,0.20332399605683193,475.6959419321807,158.56531397739357,32875.12420207729,0.0024650337957933853,0.9975349662042066,209,
1,2021-02-19,2024-03-29,756,0.9611179911110046,0.2517028506234298,0.2870253887825692,0.9253379841494531,0.20332399605683082,490.24632879723407,163.41544293241137,34563.68379484666,0.0021885362705492354,0.9978114637294507,209,
1,2021-03-19,2024-04-30,756,1.243165406229429,0.30904255861151086,0.2854262780355271,1.0860127531653,0.20332399605683227,491.97446245454444,163.99148748484814,35491.40663484665,0.00219532042538253,0.9978046795746176,209,
1,2021-04-19,2024-05-31,756,1.2848882590587993,0.3171088119281875,0.288046377839227,1.1000517361842983,0.20332399605683182,502.54578854285614,167.51526284761871,37185.063838563074,0.002191031438860867,0.9978089685611392,209,
1,2021-05-19,2024-06-28,756,1.640991453881552,0.3822576386394845,0.29070253749314295,1.2588390634321407,0.20332399605683216,481.1236444065759,160.37454813552532,36610.17345856308,0.0021841777450616008,0.9978158222549385,209,
1,2021-06-22,2024-07-31,756,1.6531192472739367,0.3843702467464676,0.2929909594333789,1.2565734821007193,0.2033239960568325,472.75428601092324,157.5847620036411,37256.76643556377,0.002136747165838087,0.997863252834162,209,
1,2021-07-22,2024-08-30,756,1.4778926616906958,0.35319638785687113,0.29162423728125847,1.1829617012526197,0.2033239960568316,460.64334194918536,153.54778064972845,37354.49655308389,0.0024284352485728377,0.9975715647514273,209,
1,2021-08-18,2024-09-30,756,2.066835851548005,0.45288144443651146,0.30250182679519855,1.3857209384706117,0.2033239960568325,468.8572630574093,156.28575435246975,38934.54034641723,0.00242421585963512,0.997575784140365,209,
1,2021-09-13,2024-10-31,756,1.8456486118410242,0.41707800447376964,0.3052526779714566,1.2940380359973742,0.2033239960568315,492.04803924093295,164.01601308031098,42258.11563321588,0.002413915602352192,0.9975860843976477,209,
1,2021-10-21,2024-11-29,756,2.8605068529587334,0.5687296650631162,0.3080495956735887,1.6155393464454466,0.18585871732224324,494.3061297911825,164.76870993039418,44467.74635868827,0.0023499437413158544,0.9976500562586841,91,
1,2021-11-22,2024-12-31,756,2.8930768058815493,0.5731289521871352,0.30711415166795636,1.6286792702593749,0.18585871732224302,498.52497750991307,166.17499250330437,47275.47987078644,0.0022836206855878617,0.997716379314412,91,
1,2021-12-16,2025-01-27,756,3.8604406002121534,0.6939160381765888,0.3251707708613022,1.7833959508014325,0.18585871732224335,496.6995965983859,165.56653219946196,49337.6489340097,0.003575969430510497,0.9964240305694897,91,
1,2022-01-12,2025-02-28,756,4.514674417445477,0.7667426464337268,0.3288185876606756,1.8955521178402266,0.18585871732224357,533.7720649513794,177.92402165045982,56075.190926614,0.0035678502870396833,0.9964321497129603,91,
1,2022-02-17,2025-03-31,756,3.6970025509069,0.6747125133284637,0.3303069518599305,1.7262027030697131,0.19955917998080808,565.4860520928735,188.4953506976245,62839.92877187191,0.0035702216500004234,0.9964297783499996,91,
1,2022-03-18,2025-04-30,756,3.711238157130821,0.6764027049558641,0.3292509583060598,1.7337822776906284,0.2128034423997074,538.7825723475709,179.5941907825236,63100.24026316259,0.003590577840941703,0.9964094221590583,91,
1,2022-04-18,2025-05-30,756,4.040813865204481,0.714616059276227,0.32754139039880686,1.810079227776655,0.2128034423997075,563.122163724024,187.70738790800797,69101.40331387563,0.003542888532690269,0.9964571114673098,91,
1,2022-05-19,2025-06-30,756,4.022081329893779,0.7124894863460269,0.334839249083012,1.7742026014317795,0.2128034423997074,586.6945178646499,195.56483928821663,75596.068246206,0.0029800791306123908,0.9970199208693876,91,
1,2022-06-22,2025-07-31,756,3.94518489004942,0.7037041365657535,0.33209421821702284,1.7706554504740781,0.21280344239970772,606.8056332799666,202.26854442665555,82525.94375267968,0.00270149253660391,0.9972985074633961,109,
1,2022-07-21,2025-08-29,756,5.413356094589137,0.8579261672972056,0.3400129288660577,1.9922691259931629,0.21280344239970717,639.2993467559472,213.09978225198242,91989.10614510861,0.0025116691625636503,0.9974883308374364,117,
1,2022-08-22,2025-09-30,756,5.47329859807267,0.8636966024575088,0.34259797289448324,1.9889190808829738,0.2128034423997074,698.854208481372,232.95140282712399,107519.70686510862,0.002486837673223865,0.997513162326776,117,
1,2022-09-15,2025-10-31,756,4.87734189813863,0.8046527671713686,0.34838532556448465,1.8691465179240803,0.2128034423997076,702.0298759767272,234.00995865890908,113008.7620251086,0.002482557106892363,0.9975174428931076,117,
1,2022-10-20,2025-11-28,756,5.224329736026622,0.8394904204841547,0.35083813710131556,1.913147814409647,0.21280344239970783,697.4291014815634,232.47636716052114,117963.93716394642,0.0024034303483448614,0.9975965696516551,117,
1,2022-11-22,2025-12-31,756,5.130179881519781,0.8301684857383946,0.3501585288468588,1.901627152608031,0.21280344239970772,697.4628695665903,232.4876231888634,124682.71843909548,0.0022812900930150102,0.997718709906985,117,
1,2022-12-20,2026-01-30,756,5.787143287790934,0.8933417254883369,0.35051495139838723,1.9971411002851132,0.2128034423997075,702.9776545256113,234.32588484187045,132492.1264725077,0.00227609422681049,0.9977239057731895,117,
1,2023-01-10,2026-02-27,756,6.911025688334154,0.9925578153209207,0.3646888532129452,2.073280546091192,0.21280344239970772,705.3300906974637,235.1100302324879,138280.8824736706,0.002274104840226448,0.9977258951597736,117,
1,2023-02-16,2026-03-31,756,6.700298602017394,0.9747063475827287,0.3812156878155322,1.9758215635372962,0.21280344239970728,688.8724810999968,229.6241603666656,145107.8662536706,0.002270682592569454,0.9977293174074305,117,
1,2023-03-17,2026-04-30,756,5.903579783430075,0.9041074375978468,0.39290242491719374,1.8362067177105366,0.29181913854045805,703.6572783718764,234.55242612395878,156184.9785409814,0.00209003285331627,0.9979099671466837,117,
1,2023-04-13,2026-05-29,756,6.1824103048135886,0.9294050180625801,0.3986090046770762,1.8488473597175028,0.29181913854045816,700.9007348369548,233.63357827898494,163031.28435763845,0.002086565667338119,0.9979134343326619,117,
1,2023-05-17,2026-06-30,756,7.550756753285244,1.0448816795211666,0.4084901058655418,1.9565526731761143,0.29181913854045805,717.8156162741176,239.27187209137253,177164.12641763847,0.002080120412294705,0.9979198795877053,117,
1,2023-06-12,2026-07-24,756,6.0514821535617935,0.9176093431207284,0.4040110755364812,1.8142193199143406,0.29181913854045827,702.4165152439233,234.1388384146411,181429.84211763847,0.002072613422171792,0.9979273865778282,117,
3,2015-01-22,2018-02-28,756,0.4589644443634182,0.13417891526029146,0.17049043531850502,0.8241109041035617,0.1950164073729156,368.0536081405583,122.68453604685277,18136.589980515997,0.024457847516883093,0.9755421524831169,673,
3,2015-03-02,2018-03-30,756,0.3350613440756074,0.1011176915168237,0.1702288936779149,0.6512887057613783,0.19501640737291503,364.0019606059419,121.3339868686473,18103.255160729837,0.024126579704788462,0.9758734202952116,695,
3,2015-03-26,2018-04-27,756,0.15634016432153275,0.049611394916522444,0.1656525761703782,0.3754045250904097,0.1950164073729146,357.6875670343099,119.22918901143663,17863.433540353042,0.026100186025424056,0.9738998139745759,713,
3,2015-04-28,2018-05-31,756,-0.022598137853657163,-0.007590177656007779,0.16089404006187394,0.03340253872082534,0.1950164073729148,350.5115149209532,116.83717164031772,17517.270966259523,0.02567671425340938,0.9743232857465907,735,
3,2015-05-27,2018-06-29,756,-0.11211096137328058,-0.03886093011941427,0.15672055018528652,-0.17415673558924022,0.19501640737291503,335.19025449061127,111.73008483020375,16748.656978913386,0.025680890763621376,0.9743191092363785,755,
3,2015-06-29,2018-07-31,756,-0.06527467267074227,-0.02224959728892184,0.15065287871062608,-0.0736103064447931,0.17381319474740486,330.9976770205417,110.33255900684723,16506.770356466495,0.02554620938320078,0.9744537906167992,588,
3,2015-07-30,2018-08-31,756,-0.04996476227083346,-0.0169402731449928,0.15236866127456286,-0.0355480553448431,0.17381319474740453,340.5462689341967,113.51542297806556,16959.441652591915,0.02748390174203942,0.9725160982579605,588,
3,2015-08-26,2018-09-28,756,0.0650063026041865,0.021215487611624617,0.14610640788679818,0.21698035441381067,0.1657254324875309,340.6575711558837,113.55252371862791,16951.437066729675,0.027574825815108134,0.9724251741848919,241,
3,2015-09-23,2018-10-31,756,0.08470045926904346,0.02747187164972309,0.14577000082709712,0.2590463593544453,0.16572543248753102,342.1748521625171,114.05828405417236,17058.523071731826,0.02719563818038411,0.9728043618196159,241,
3,2015-10-30,2018-11-30,756,0.019724143582771303,0.006531955190557159,0.13672561344628087,0.1161640894407239,0.1657254324875308,337.97376945178354,112.65792315059451,16868.260157335964,0.027293445944932243,0.9727065540550677,241,
3,2015-11-27,2018-12-28,756,-0.03225064308629377,-0.01086789768879215,0.13254808880076363,-0.015922632281541966,0.16572543248753102,329.3359052965115,109.77863509883717,16420.49806086301,0.026008173173895525,0.9739918268261044,241,
3,2015-12-29,2019-01-31,756,0.04255641085902906,0.013988869334300658,0.12744897084268916,0.17273003054085526,0.16572543248753147,332.9026949272075,110.96756497573584,16613.981562582558,0.025634349873732833,0.9743656501262672,254,
3,2016-01-20,2019-02-28,756,0.13240962293791636,0.04232027041525077,0.13242010358675022,0.37910914185693356,0.16572543248753036,341.18353481143095,113.72784493714364,17053.517167317186,0.025637385406748894,0.9743626145932512,269,
3,2016-02-25,2019-03-29,756,-0.024569111680464606,-0.008257705903427559,0.1336680021481241,0.004734420709917659,0.16572543248753047,360.0955783252788,120.0318594417596,18024.7500012672,0.025639836024169433,0.9743601639758306,270,
3,2016-03-25,2019-04-30,756,0.029228968488007157,0.009649575680656053,0.13430490920042837,0.13857846487969416,0.1657254324875309,371.7560939482026,123.9186979827342,18605.7542632555,0.025646997668236055,0.9743530023317639,270,
3,2016-04-25,2019-05-31,756,0.012945606339769045,0.004296713921116302,0.13419249536399885,0.0989793904373412,0.1657254324875309,360.2962507740163,120.09875025800544,18033.475853318974,0.02581089531407509,0.9741891046859249,270,
3,2016-05-23,2019-06-28,756,0.0651465159668081,0.021260301673219795,0.13553646989861054,0.22291675675421108,0.16572543248753058,355.9216971071234,118.64056570237447,17826.968719060147,0.025727681877049623,0.9742723181229505,270,
3,2016-06-27,2019-07-31,756,0.09600791226681404,0.031029828160796802,0.13582143551989062,0.29281708398625483,0.16572543248753102,355.23653383850683,118.41217794616894,17814.10949899157,0.02945481599204718,0.9705451840079529,270,
3,2016-07-27,2019-08-30,756,0.03980057345506238,0.01309463978312797,0.13925337949784086,0.16297623325220414,0.16572543248753113,353.8653762151545,117.9551254050515,17764.129981943785,0.030300339567424964,0.9696996604325749,270,
3,2016-08-24,2019-09-30,756,0.03885594203261378,0.012787756904220515,0.1407295611086365,0.16058384262924535,0.16572543248753124,342.12799179889606,114.04266393296535,17203.095889291755,0.03114585210814742,0.9688541478918525,270,
3,2016-09-21,2019-10-31,756,0.04709747820853116,0.015458948848129594,0.14001959567638123,0.17948122136418043,0.1657254324875308,341.9475126483804,113.9825042161268,17212.341752810556,0.0327959376590751,0.967204062340925,270,
3,2016-10-27,2019-11-29,756,0.0784966984502844,0.025509308167086076,0.14242765812958227,0.2480131037304829,0.1657254324875309,348.7126255446515,116.23754184821716,17590.871832072044,0.03217068674648727,0.9678293132535128,270,
3,2016-11-28,2019-12-31,756,0.10912356650094357,0.03512622372478291,0.14362041305010154,0.31213504257430896,0.16572543248753147,344.4434137189641,114.81447123965471,17429.550292568172,0.03160897952437714,0.9683910204756229,270,
3,2016-12-20,2020-01-23,756,0.16745572043540546,0.05296387695066018,0.14642487588099412,0.4256510171105852,0.16572543248753102,348.3998525481937,116.13328418273123,17688.819266825056,0.031563412930053096,0.9684365870699467,270,
3,2017-01-18,2020-02-28,756,0.20107457447542743,0.06297567059739673,0.16554167768145406,0.4522555379301021,0.16572543248753102,350.2405822495846,116.74686074986153,17871.556902509248,0.03470419149093772,0.9652958085090624,270,
