trade_date,cash,positions_value,total_value,daily_return,cash_ratio,exposure,gross_traded,transaction_cost,holdings
2015-01-05,5956.126437178667,193983.7777740959,199939.90421127458,-0.0003004789436270583,0.029789583328422953,0.970210416671577,194005.07254831167,38.80101450966234,SH511880
2015-01-06,225.1153571071045,199098.0,199323.1153571071,-0.003084871209679707,0.0011293991502379845,0.998870600849762,393623.713662661,78.7247427325322,SH510210
2015-01-07,296.8949388994952,198641.49847617472,198938.3934150742,-0.001930142127989587,0.0014923963836384257,0.9985076036163616,397288.76266567444,79.4577525331349,SH510880
2015-01-08,296.8949388994952,194059.14241465917,194356.03735355867,-0.02303404578097057,0.0015275827956885385,0.9984724172043115,0.0,0.0,SH510880
2015-01-09,78.14514504681574,195586.4,195664.5451450468,0.0067325296878109064,0.0003993832658281881,0.9996006167341718,387386.72755165765,77.47734551033153,SH510210
2015-01-12,151.57024772750447,193226.90967091848,193378.479918646,-0.011683594617032722,0.0007838010092502011,0.9992161989907498,387912.9922988595,77.58259845977192,SH510300
2015-01-13,177.75458385792444,192424.0,192601.75458385792,-0.00401660688984018,0.0009229125884236476,0.9990770874115763,386023.38901393325,77.20467780278665,SH510210
2015-01-14,74.53666385792894,191778.4,191852.93666385792,-0.0038879080910655395,0.00038850937157414113,0.9996114906284259,388089.6,77.61792,SZ159903
2015-01-15,43.83450385791366,192252.00000000003,192295.83450385794,0.0023085278114665098,0.00022795347580466818,0.9997720465241954,383510.8,76.70215999999999,SH510260
2015-01-16,162.54942385788308,195811.2,195973.7494238579,0.019126336925026743,0.0008294448839998276,0.9991705551160002,387425.4,77.48508000000001,SH510060
2015-01-19,162.54942385788308,176251.0,176413.54942385788,-0.09981030652066891,0.000921411220332831,0.9990785887796672,0.0,0.0,SH510060
2015-01-20,65.83462385789608,174760.0,174825.8346238579,-0.008999959499625954,0.00037657262726381883,0.9996234273727361,353574.0,70.7148,SH518880
2015-01-21,65.83462385789608,178160.0,178225.8346238579,0.019447926602582433,0.00036938878135618636,0.9996306112186438,0.0,0.0,SH518880
2015-01-22,65.83462385789608,176052.0,176117.8346238579,-0.011827690438083183,0.0003738100913998959,0.9996261899086001,0.0,0.0,SH518880
2015-01-23,61.609503857878735,172692.0,172753.60950385788,-0.01910212629621033,0.00035663222340082503,0.9996433677765991,353125.6,70.62512000000001,SH510260
2015-01-26,61.609503857878735,176234.4,176296.00950385787,0.020505504980032674,0.000349466241642472,0.9996505337583576,0.0,0.0,SH510260
2015-01-27,61.609503857878735,176972.40000000002,177034.0095038579,0.004186141263644805,0.000348009425028224,0.9996519905749718,0.0,0.0,SH510260
2015-01-28,61.609503857878735,173872.8,173934.40950385787,-0.01750850025193884,0.0003542111306993125,0.9996457888693007,0.0,0.0,SH510260
2015-01-29,61.609503857878735,171216.0,171277.60950385788,-0.015274723429242187,0.0003597055332354521,0.9996402944667645,0.0,0.0,SH510260
2015-01-30,0.4245638578722719,168305.1,168305.52456385788,-0.017352442906047538,2.5225782633842504e-06,0.9999974774217366,342424.7,68.48494000000001,SZ159915
2015-02-02,119.02030385786202,167055.59999999998,167174.62030385784,-0.00671935316996064,0.0007119519915255667,0.9992880480084745,333521.3,66.70426,SH518880
2015-02-03,119.02030385786202,167184.80000000002,167303.82030385788,0.0007728445846935106,0.0007114021881968795,0.9992885978118031,0.0,0.0,SH518880
2015-02-04,119.02030385786202,165376.0,165495.02030385786,-0.010811468600746,0.0007191775537374736,0.9992808224462625,0.0,0.0,SH518880
2015-02-05,119.02030385786202,166409.6,166528.62030385787,0.006245505140289209,0.0007147138049945445,0.9992852861950055,0.0,0.0,SH518880
2015-02-06,119.02030385786202,165634.4,165753.42030385786,-0.004655055681032749,0.0007180563975070617,0.9992819436024929,0.0,0.0,SH518880
2015-02-09,119.02030385786202,161758.4,161877.42030385786,-0.023384132845612138,0.0007352495711535967,0.9992647504288464,0.0,0.0,SH518880
2015-02-10,119.02030385786202,162404.4,162523.42030385786,0.003990673923437882,0.000732327092522042,0.999267672907478,0.0,0.0,SH518880
2015-02-11,10534.67467295038,151409.28625365673,161943.9609266071,-0.0035653899983607573,0.06505135858523732,0.9349486414147626,313296.8862536567,62.65937725073134,SH511880
2015-02-12,73.72797740090755,163228.0,163301.7279774009,0.008384178348022076,0.00045148314297758477,0.9995485168570224,313400.53341113275,62.68010668222655,SZ159915
2015-02-13,73.72797740090755,167118.9,167192.6279774009,0.023826447204149837,0.0004409762457401723,0.9995590237542599,0.0,0.0,SZ159915
2015-02-16,73.72797740090755,173667.0,173740.7279774009,0.039165004337901266,0.00042435632830143094,0.9995756436716986,0.0,0.0,SZ159915
2015-02-17,73.72797740090755,172718.0,172791.7279774009,-0.005462161987277003,0.0004266869616035687,0.9995733130383965,0.0,0.0,SZ159915
2015-02-25,73.72797740090755,171104.69999999998,171178.4279774009,-0.009336673803105988,0.0004307083449244035,0.9995692916550756,0.0,0.0,SZ159915
2015-02-26,73.72797740090755,172148.6,172222.3279774009,0.006098315145982358,0.0004280976704169402,0.999571902329583,0.0,0.0,SZ159915
2015-02-27,73.72797740090755,176798.7,176872.42797740092,0.02700056406513207,0.0004168426828534734,0.9995831573171465,0.0,0.0,SZ159915
2015-03-02,73.72797740090755,181638.6,181712.3279774009,0.02736379013589607,0.0004057400960163633,0.9995942599039837,0.0,0.0,SZ159915
2015-03-03,73.72797740090755,178696.7,178770.42797740092,-0.016189875682875332,0.00041241707722614946,0.9995875829227738,0.0,0.0,SZ159915
2015-03-04,73.72797740090755,184106.0,184179.7279774009,0.030258360184066913,0.000400304518909671,0.9995996954810903,0.0,0.0,SZ159915
2015-03-05,73.72797740090755,183916.19999999998,183989.9279774009,-0.0010305151499806486,0.0004007174643275224,0.9995992825356724,0.0,0.0,SZ159915
2015-03-06,73.72797740090755,178412.0,178485.7279774009,-0.029915768001583465,0.00041307491773371745,0.9995869250822663,0.0,0.0,SZ159915
2015-03-09,73.72797740090755,182872.30000000002,182946.02797740093,0.02498967312705669,0.000403003980004502,0.9995969960199955,0.0,0.0,SZ159915
2015-03-10,73.72797740090755,187142.8,187216.5279774009,0.02334295008868681,0.00039381126333999384,0.99960618873666,0.0,0.0,SZ159915
2015-03-11,247.4552455303492,185920.76073466305,186168.2159801934,-0.0055994628707890515,0.0013292024324747043,0.9986707975675253,373847.3032712163,74.76946065424326,SZ159902
2015-03-12,43.127175785950385,184816.80000000002,184859.92717578597,-0.007027455237292646,0.00023329650965912225,0.9997667034903409,372205.71307287016,74.44114261457403,SZ159907
2015-03-13,43.127175785950385,187653.9,187697.02717578594,0.01534729588691297,0.00022977015904231674,0.9997702298409576,0.0,0.0,SZ159907
2015-03-16,43.127175785950385,194544.0,194587.12717578595,0.03670862614966808,0.00022163426950124092,0.9997783657304987,0.0,0.0,SZ159907
2015-03-17,43.127175785950385,196435.4,196478.52717578594,0.009720067444602076,0.0002195007078171206,0.9997804992921829,0.0,0.0,SZ159907
2015-03-18,145.80537578594522,194417.1,194562.90537578595,-0.009749776871475269,0.0007493996633342381,0.9992506003366658,391609.0,78.3218,SH510290
2015-03-19,21.129155785951298,196524.0,196545.12915578595,0.010188086861529166,0.00010750282073489529,0.9998924971792651,388881.1,77.77622,SH510500
2015-03-20,159.686555785971,197650.0,197809.68655578597,0.006433928968027081,0.0008072736910228936,0.9991927263089772,392213.0,78.4426,SH510290
2015-03-23,27.857212902541505,203299.19737042338,203327.05458332592,0.02789230458632752,0.00013700691705601469,0.999862993082944,395352.7587911252,79.07055175822504,SZ159902
2015-03-24,141.1922179121466,206228.00000000003,206369.19221791218,0.014961794635841574,0.0006841729445888269,0.9993158270554112,406974.72995099984,81.39494599019997,SH510170
2015-03-25,141.1922179121466,204619.8,204760.99221791213,-0.007792829844010307,0.0006895464628433039,0.9993104535371568,0.0,0.0,SH510170
2015-03-26,141.1922179121466,204525.19999999998,204666.39221791213,-0.00046200205896307356,0.0006898651819777846,0.9993101348180222,0.0,0.0,SH510170
2015-03-27,141.1922179121466,205282.0,205423.19221791215,0.003697724828188864,0.0006873236482586174,0.9993126763517414,0.0,0.0,SH510170
2015-03-30,141.1922179121466,206890.19999999998,207031.39221791213,0.007828716819345383,0.0006819845840747372,0.9993180154159252,0.0,0.0,SH510170
2015-03-31,141.1922179121466,208120.00000000003,208261.19221791218,0.005940161957205037,0.0006779574072754343,0.9993220425927246,0.0,0.0,SH510170
2015-04-01,141.1922179121466,209160.59999999998,209301.79221791212,0.004996610212963271,0.0006745867601799891,0.99932541323982,0.0,0.0,SH510170
2015-04-02,141.1922179121466,211052.59999999998,211193.79221791212,0.009039578591043096,0.0006685434094883948,0.9993314565905116,0.0,0.0,SH510170
2015-04-03,141.1922179121466,213039.19999999998,213180.39221791213,0.009406526485163935,0.0006623133415000966,0.9993376866584999,0.0,0.0,SH510170
2015-04-07,141.1922179121466,217579.99999999997,217721.19221791212,0.021300270408351585,0.0006485001137180554,0.9993514998862819,0.0,0.0,SH510170
2015-04-08,115.39413791216793,223573.0,223688.39413791217,0.02740753832556453,0.000515870026949289,0.9994841299730507,436990.4,87.39808000000001,SH510110
2015-04-09,4.97337791218888,228663.59999999998,228668.57337791217,0.022263914313451316,2.1749284734328405e-05,0.9999782507152657,459103.8,91.82076,SH513030
2015-04-10,34.80399791218224,234622.50000000003,234657.3039979122,0.02618956567373476,0.00014831840867178758,0.9998516815913282,460346.9,92.06938,SH510170
2015-04-13,34.80399791218224,240670.0,240704.80399791218,0.025771624820396744,0.0001445920369436587,0.9998554079630564,0.0,0.0,SH510170
2015-04-14,34.80399791218224,240772.50000000003,240807.3039979122,0.00042583279725860734,0.00014453049112033575,0.9998554695088797,0.0,0.0,SH510170
2015-04-15,34.80399791218224,236057.5,236092.30399791218,-0.019579970880122977,0.00014741690992388308,0.9998525830900761,0.0,0.0,SH510170
2015-04-16,34.80399791218224,239747.5,239782.30399791218,0.015629480239358617,0.00014514831716891537,0.9998548516828311,0.0,0.0,SH510170
2015-04-17,48.08583791213459,241699.2,241747.28583791215,0.008194857615585693,0.0001989095254801554,0.9998010904745198,479590.8,95.91816,SZ159903
2015-04-20,48.08583791213459,236640.0,236688.08583791213,-0.020927639300952205,0.0002031612100030441,0.9997968387899969,0.0,0.0,SZ159903
2015-04-21,7999.331105134654,229505.71970262687,237505.05080776152,0.003451652274584216,0.03368067785476013,0.9663193221452399,466541.04652347276,93.30820930469456,SH511880
2015-04-22,25.922907283180393,240016.8,240042.72290728317,0.010684707928909187,0.00010799288963737156,0.9998920071103626,466566.3050631611,93.31326101263224,SH510410
2015-04-23,90.92078728316119,246905.00000000003,246995.9207872832,0.0289665014451852,0.0003681064326623581,0.9996318935673376,478010.6,95.60212,SH510170
2015-04-24,182.31078728317516,242539.0,242721.31078728318,-0.017306399176047038,0.0007511115801568377,0.9992488884198432,493050.0,98.61000000000001,SH510650
2015-04-27,204.44844728321186,243845.99999999997,244050.44844728318,0.0054759825401768936,0.0008377302667705376,0.9991622697332294,487811.69999999995,97.56234,SH510110
2015-04-28,204.44844728321186,241489.99999999997,241694.44844728318,-0.009653741736552979,0.0008458963314906459,0.9991541036685093,0.0,0.0,SH510110
2015-04-29,63.0595072832366,246142.80000000002,246205.85950728325,0.018665762035424027,0.0002561251280104939,0.9997438748719895,490444.7,98.08894000000001,SH510650
2015-04-30,29.85598728322657,249518.40000000002,249548.25598728325,0.013575617114429894,0.00011964013599336876,0.9998803598640066,494017.60000000003,98.80352000000002,SZ159915
2015-05-04,29.85598728322657,248792.00000000003,248821.85598728326,-0.0029108598540437125,0.00011998940834503077,0.999880010591655,0.0,0.0,SZ159915
2015-05-05,109.0368490156252,237047.1427623959,237156.17961141153,-0.046883648261461186,0.00045976811228063205,0.9995402318877193,495771.2648852905,99.1542529770581,SH510880
2015-05-06,58.2250031704898,235668.0,235726.2250031705,-0.0060295903340324974,0.0002470026539037253,0.9997529973460962,473347.8577257,94.66957154514,SH513100
2015-05-07,58.2250031704898,235340.0,235398.2250031705,-0.0013914446727154584,0.0002473468233233517,0.9997526531766766,0.0,0.0,SH513100
2015-05-08,58.2250031704898,237800.0,237858.2250031705,0.010450376165609843,0.0002447886894376417,0.9997552113105623,0.0,0.0,SH513100
2015-05-11,58.2250031704898,238948.0,239006.2250031705,0.004826404468395884,0.00024361291497624143,0.9997563870850238,0.0,0.0,SH513100
2015-05-12,196.69260317049338,241546.2,241742.8926031705,0.011450193818021814,0.00081364378928555,0.9991863562107145,477662.0,95.5324,SH510120
2015-05-13,55.37272317049792,239890.0,239945.3727231705,-0.007435667955502989,0.00023077220678217652,0.9997692277932179,483599.4,96.71988,SH510160
2015-05-14,28.674443170515588,240717.5,240746.17444317052,0.0033374334787605875,0.00011910653715199263,0.999880893462848,476491.4,95.29828,SZ159912
