trade_date,daily_return,total_value,gross_traded,transaction_cost,cash_ratio,exposure
2019-01-02,0.0038906848058104515,1.0038906848058105,0.0,0.0,,
2019-01-03,0.010922162793576717,1.0148553422922146,0.0,0.0,,
2019-01-04,-0.00522781815379858,1.0095498631103,0.0,0.0,,
2019-01-07,-0.004204233642667532,1.0053054796118612,0.0,0.0,,
2019-01-08,-0.004573815502226353,1.0007073978247394,0.0,0.0,,
2019-01-09,-0.0008699942263774574,0.9998367881663387,0.0,0.0,,
2019-01-10,-9.59282806434203e-06,0.9998271969039374,0.0,0.0,,
2019-01-11,0.00017267256043851376,0.9999998396260229,0.0,0.0,,
2019-01-14,9.59126409725286e-05,1.0000957522516136,0.0,0.0,,
2019-01-15,2.877103179343976e-05,1.000124526038298,0.0,0.0,,
2019-01-16,-0.009860075078904629,0.9902632231233065,0.0,0.0,,
2019-01-17,-0.011138880625367165,0.9792327992932447,0.0,0.0,,
2019-01-18,0.01778484135866165,0.9966482992818733,0.0,0.0,,
2019-01-21,0.014183048158884048,1.010783810108058,0.0,0.0,,
2019-01-22,-0.012477652169764042,0.9981716013067008,0.0,0.0,,
2019-01-23,-0.006498842965811491,0.9916846408168759,0.0,0.0,,
2019-01-24,0.00508387666195631,0.9967262432183454,0.0,0.0,,
2019-01-25,0.0026845955289900303,0.9994020500345163,0.0,0.0,,
2019-01-28,0.0007187883020378649,1.0001204085371138,0.0,0.0,,
2019-01-29,0.0007719126879237592,1.0008924141699151,0.0,0.0,,
2019-01-30,-0.008446414023637772,0.9924384624467177,0.0,0.0,,
2019-01-31,0.009757128544151783,1.0021218120969708,0.0,0.0,,
2019-02-01,0.013266469351947308,1.0154164304040731,0.0,0.0,,
2019-02-11,0.015306140296161175,1.030958536746865,0.0,0.0,,
2019-02-12,0.0020819499623030424,1.033104940833581,0.0,0.0,,
2019-02-13,0.01601545512676239,1.0496505866547379,0.0,0.0,,
2019-02-14,0.0025215742643922567,1.0522973585606508,0.0,0.0,,
2019-02-15,-0.015593847259879112,1.0358879942792818,0.0,0.0,,
2019-02-18,0.03133850544691086,1.0683511758303927,0.0,0.0,,
2019-02-19,-0.0090644471347332,1.058667163075748,0.0,0.0,,
2019-02-20,0.0016123459208756685,1.0603741007576983,0.0,0.0,,
2019-02-21,-0.002372500253841281,1.057858362934484,0.0,0.0,,
2019-02-22,0.01604856550693512,1.0748354721690971,0.0,0.0,,
2019-02-25,0.0564277209341526,1.135485988242783,0.0,0.0,,
2019-02-26,-0.005038301460444927,1.1297650675299047,0.0,0.0,,
2019-02-27,-0.008368965238332748,1.1203101029522642,0.0,0.0,,
2019-02-28,0.014388982206583023,1.1364302250894995,0.0,0.0,,
2019-03-01,0.009105069562792778,1.1467775013421997,0.0,0.0,,
2019-03-04,0.018431680276989937,1.1679145375957845,0.0,0.0,,
2019-03-05,0.005741807632148266,1.1746204782014489,0.0,0.0,,
2019-03-06,-0.0026413267478346825,1.171517921713821,0.0,0.0,,
2019-03-07,-0.0192946195602417,1.1489139291063477,0.0,0.0,,
2019-03-08,-0.016844743862748146,1.1295607682502078,0.0,0.0,,
2019-03-11,0.0017932979390025139,1.131586407247889,0.0,0.0,,
2019-03-12,0.009645766578614712,1.1425014255957353,0.0,0.0,,
2019-03-13,-0.0024072877131402493,1.1397510959516535,0.0,0.0,,
2019-03-14,-0.01918354630470276,1.1178866280266293,0.0,0.0,,
2019-03-15,0.006218292284756899,1.1248379738209202,0.0,0.0,,
2019-03-18,0.00668564485386014,1.1323582410320225,0.0,0.0,,
2019-03-19,-0.00028035539435222745,1.13204077829081,0.0,0.0,,
2019-03-20,-0.003320386167615652,1.1282819657493963,0.0,0.0,,
2019-03-21,0.01171494834125042,1.141499730692515,0.0,0.0,,
2019-03-22,-0.0034806299954652786,1.137526592490051,0.0,0.0,,
2019-03-25,-0.01716565527021885,1.1180002031426601,0.0,0.0,,
2019-03-26,7.532512972829863e-05,1.1180844166529982,0.0,0.0,,
2019-03-27,0.007032128982245922,1.1259469304839413,0.0,0.0,,
2019-03-28,-0.010861710645258427,1.1137172207231079,0.0,0.0,,
2019-03-29,0.008239846676588058,1.122894079862942,0.0,0.0,,
2019-04-01,0.03105369210243225,1.15776408688265,0.0,0.0,,
2019-04-02,-0.009673298336565495,1.1465646894668728,0.0,0.0,,
2019-04-03,0.009284814819693565,1.1572103302873722,0.0,0.0,,
2019-04-04,0.004760327283293009,1.1627190301951478,0.0,0.0,,
2019-04-08,0.001376804430037737,1.1643198669068096,0.0,0.0,,
2019-04-09,0.009314081631600857,1.1751644371924743,0.0,0.0,,
2019-04-10,0.009616538882255554,1.1864654516957798,0.0,0.0,,
2019-04-11,-0.026666471734642982,1.1548266042640039,0.0,0.0,,
2019-04-12,-0.008430639281868935,1.1450906777303484,0.0,0.0,,
2019-04-15,0.018140699714422226,1.165863423860839,0.0,0.0,,
2019-04-16,0.005570837762206793,1.1723582598480586,0.0,0.0,,
2019-04-17,-0.0009935674024745822,1.1711934428970519,0.0,0.0,,
2019-04-18,-0.005096225067973137,1.1652247775139142,0.0,0.0,,
2019-04-19,0.005973189137876034,1.1721848854981443,0.0,0.0,,
2019-04-22,-0.01649230718612671,1.152852852287574,0.0,0.0,,
2019-04-23,0.0007305866456590593,1.1536951111858653,0.0,0.0,,
2019-04-24,0.012445232830941677,1.1680531154604925,0.0,0.0,,
2019-04-25,0.0032042996026575565,1.1717959075942455,0.0,0.0,,
2019-04-26,0.00382260256446898,1.1762752176356495,0.0,0.0,,
2019-04-29,0.010308705270290375,1.188401092171002,0.0,0.0,,
2019-04-30,7.406224904116243e-05,1.1884891078286512,0.0,0.0,,
2019-05-06,-0.022110210731625557,1.162211363202318,0.0,0.0,,
2019-05-07,0.010965540073812008,1.1749556384797528,0.0,0.0,,
2019-05-08,-0.01853334531188011,1.153179779905667,0.0,0.0,,
2019-05-09,-0.0033350037410855293,1.1493339210255373,0.0,0.0,,
2019-05-10,0.0008332669385708869,1.150291622983306,0.0,0.0,,
2019-05-13,0.0006206610123626888,1.151005564146539,0.0,0.0,,
2019-05-14,-0.016263341531157494,1.1322863675525614,0.0,0.0,,
2019-05-15,0.007594772148877382,1.140885824521403,0.0,0.0,,
2019-05-16,0.0017241049790754914,1.142852831452017,0.0,0.0,,
2019-05-17,-0.001399421482346952,1.141253498648522,0.0,0.0,,
2019-05-20,-0.006656567566096783,1.133656667624724,0.0,0.0,,
2019-05-21,-0.0003526934015098959,1.133256834398475,0.0,0.0,,
2019-05-22,0.0,1.133256834398475,0.0,0.0,,
2019-05-23,0.002469724742695689,1.136055666842218,0.0,0.0,,
2019-05-24,0.005279229022562504,1.142053164889858,0.0,0.0,,
2019-05-27,0.0007002007332630455,1.1428528313533393,0.0,0.0,,
2019-05-28,-0.001399421482346952,1.1412534985499823,0.0,0.0,,
2019-05-29,0.0024524196051061153,1.144052331004222,0.0,0.0,,
2019-05-30,-0.004892840050160885,1.1384546659396046,0.0,0.0,,
2019-05-31,0.009842962957918644,1.1496604330457179,0.0,0.0,,
2019-06-03,0.0023632387164980173,1.1523773550919174,0.0,0.0,,
2019-06-04,0.010289662517607212,1.1642349291687462,0.0,0.0,,
2019-06-05,0.006450413726270199,1.1717447261364595,0.0,0.0,,
2019-06-06,-0.00033731962321326137,1.171349473646937,0.0,0.0,,
2019-06-10,-0.0030369008891284466,1.1677922013889384,0.0,0.0,,
2019-06-11,-0.00541538093239069,1.161468161768542,0.0,0.0,,
2019-06-12,0.011910587549209595,1.175301929994906,0.0,0.0,,
2019-06-13,0.0016806581988930702,1.1772772108197267,0.0,0.0,,
2019-06-14,0.015105788595974445,1.195060911485228,0.0,0.0,,
2019-06-17,-0.012894962914288044,1.1796506453513107,0.0,0.0,,
2019-06-18,0.007034295704215765,1.1879486568183808,0.0,0.0,,
2019-06-19,-0.00498664565384388,1.1820247778118678,0.0,0.0,,
2019-06-20,0.021738626062870026,1.207720372453767,0.0,0.0,,
2019-06-21,0.008180566132068634,1.2176002088296716,0.0,0.0,,
2019-06-24,0.007141987793147564,1.226296294658067,0.0,0.0,,
2019-06-25,0.02094474993646145,1.2519807638976896,0.0,0.0,,
2019-06-26,-0.01831289753317833,1.229053368454921,0.0,0.0,,
2019-06-27,-0.0025692670606076717,1.2258956021196208,0.0,0.0,,
2019-06-28,0.002901507308706641,1.2294525471688822,0.0,0.0,,
2019-07-01,-0.006760696414858103,1.2211405917409994,0.0,0.0,,
2019-07-02,0.008384951390326023,1.2313797962435016,0.0,0.0,,
2019-07-03,-0.01754111237823963,1.2097800248573005,0.0,0.0,,
2019-07-04,-0.010121761821210384,1.197534919589637,0.0,0.0,,
2019-07-05,0.009171323850750923,1.2085179001597766,0.0,0.0,,
2019-07-08,-0.023382576182484627,1.1802596382913941,0.0,0.0,,
2019-07-09,-0.005262816324830055,1.1740481485994563,0.0,0.0,,
2019-07-10,0.004568847827613354,1.1794121959326984,0.0,0.0,,
2019-07-11,0.01288545411080122,1.1946094576611086,0.0,0.0,,
2019-07-12,-0.0014486226718872786,1.1928789193166898,0.0,0.0,,
2019-07-15,0.005560972262173891,1.199512485899142,0.0,0.0,,
2019-07-16,-0.0001170200266642496,1.199372118916058,0.0,0.0,,
2019-07-17,-0.005634259898215532,1.1926145446834115,0.0,0.0,,
2019-07-18,-0.003488655434921384,1.1884539234703355,0.0,0.0,,
2019-07-19,0.011891831643879414,1.2025868174447527,0.0,0.0,,
2019-07-22,-0.0077264318242669106,1.1932951123870037,0.0,0.0,,
2019-07-23,0.002600741107016802,1.1963985640385908,0.0,0.0,,
2019-07-24,0.003965436946600676,1.2011428071072894,0.0,0.0,,
2019-07-25,0.004990506451576948,1.2071371180354236,0.0,0.0,,
2019-07-26,-0.0042652590200304985,1.2019883655543093,0.0,0.0,,
2019-07-29,0.007357662543654442,1.2108321903294568,0.0,0.0,,
2019-07-30,0.0005282649071887136,1.2114718304841023,0.0,0.0,,
2019-07-31,0.007001211401075125,1.219953600875769,0.0,0.0,,
2019-08-01,-0.0073026674799621105,1.211044685387591,0.0,0.0,,
2019-08-02,-0.01650257594883442,1.1910593284895499,0.0,0.0,,
2019-08-05,-0.0043882941827178,1.1858326097670675,0.0,0.0,,
2019-08-06,-0.017000818625092506,1.1656724846486974,0.0,0.0,,
2019-08-07,0.006977178622037172,1.1738055897888853,0.0,0.0,,
2019-08-08,0.0023785552475601435,1.1765975512340932,0.0,0.0,,
2019-08-09,0.0017538907704874873,1.1786611748197808,0.0,0.0,,
2019-08-12,-0.002162777818739414,1.1761119925750714,0.0,0.0,,
2019-08-13,0.008566649630665779,1.1861873319418863,0.0,0.0,,
2019-08-14,-0.009107900783419609,1.1753836554120103,0.0,0.0,,
2019-08-15,0.003924510907381773,1.179996461388033,0.0,0.0,,
2019-08-16,0.002365022199228406,1.1827871792142266,0.0,0.0,,
2019-08-19,0.005170235875993967,1.1889024679218656,0.0,0.0,,
2019-08-20,0.0054499488323926926,1.1953819255387452,0.0,0.0,,
2019-08-21,-0.009422507137060165,1.1841184308138437,0.0,0.0,,
2019-08-22,9.726468852022663e-05,1.1842336037241878,0.0,0.0,,
2019-08-23,0.004505514167249203,1.1895691850030998,0.0,0.0,,
2019-08-26,0.01348235085606575,1.2056073741228759,0.0,0.0,,
2019-08-27,0.018963994458317757,1.2284705056846492,0.0,0.0,,
2019-08-28,-0.006837485358119011,1.2200708565891494,0.0,0.0,,
2019-08-29,-0.004789653234183788,1.2142271402649538,0.0,0.0,,
2019-08-30,-0.0010523756500333548,1.2129493171889294,0.0,0.0,,
2019-09-02,0.03457063436508179,1.2548817445368434,0.0,0.0,,
2019-09-03,0.020265478640794754,1.2803125237274782,0.0,0.0,,
2019-09-04,-0.001592425280250609,1.278273721698073,0.0,0.0,,
2019-09-05,0.003652647603303194,1.282942805143999,0.0,0.0,,
2019-09-06,0.0014937521191313863,1.2848592036779072,0.0,0.0,,
2019-09-09,0.028959106653928757,1.3220675783924976,0.0,0.0,,
2019-09-10,-0.012682023458182812,1.305301086350021,0.0,0.0,,
2019-09-11,-0.009851709939539433,1.292441638663535,0.0,0.0,,
2019-09-12,0.007964923046529293,1.30273583685762,0.0,0.0,,
2019-09-16,0.0029768822714686394,1.3066139280747684,0.0,0.0,,
2019-09-17,-0.023722108453512192,1.275618290766109,0.0,0.0,,
2019-09-18,0.004448484163731337,1.2812928585315482,0.0,0.0,,
2019-09-19,0.0034234558697789907,1.2856793080889939,0.0,0.0,,
2019-09-20,0.0011179855791851878,1.2871166790148942,0.0,0.0,,
2019-09-23,0.000960398989263922,1.288352824572485,0.0,0.0,,
2019-09-24,-0.0012918798020109534,1.286688427580556,0.0,0.0,,
2019-09-25,-0.012264389544725418,1.2709079794820177,0.0,0.0,,
2019-09-26,0.0015032528899610043,1.2728184755750485,0.0,0.0,,
2019-09-27,0.0008421415113843977,1.2738903688497871,0.0,0.0,,
