total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,scenario,method,period_start,period_end,completed_positions,trade_count,order_count,rejected_order_count,parameter_selection_used_window,yearly_returns_json
5.738286021677876,0.42789266994110675,0.17063776172964118,1.7926586587098823,0.2109499263634708,33.12968643128827,0.6592295399741238,1.0,113,source-cost-calibration,signal,2013-01-04,2018-07-06,15,30,30,0,False,"{""2013"": 0.3025823343097691, ""2014"": 0.012210951927718261, ""2015"": 1.9359996878855847, ""2016"": 0.17094961782174356, ""2017"": 0.24306976157845006, ""2018"": 0.1958687283139653}"
