date,equity,cash,market_value,positions,gross_traded,benchmark_value,candidate_count,selected_count,target_exposure,daily_return,drawdown
2019-01-02,986836.4029286793,511373.4149489472,475462.987979732,13,487992.1951972962,0.986345112323761,13,13,0.5,-0.013163597071320754,0.0
2019-01-03,982746.0286987852,511373.4149489472,471372.6137498381,13,0.0,0.9847840070724487,13,13,0.5,-0.004144936503917784,-0.004144936503917784
2019-01-04,987528.1344539085,511373.4149489472,476154.71950496134,13,0.0,1.0083768367767334,13,13,0.5,0.004866064695733252,0.0
2019-01-07,990105.9549775474,511373.4149489472,478732.5400286002,13,0.0,1.0144984722137451,13,13,0.5,0.002610376792013591,0.0
2019-01-08,984063.675702938,511373.4149489472,472690.2607539908,13,0.0,1.0123063325881958,13,13,0.5,-0.006102659260085352,-0.006102659260085352
2019-01-09,984214.5273101954,511373.4149489472,472841.1123612481,13,0.0,1.02252995967865,13,13,0.5,0.00015329455906365475,-0.005950300205482151
2019-01-10,983852.9303288787,511373.4149489472,472479.5153799315,13,0.0,1.0206068754196167,13,13,0.5,-0.0003673965088738518,-0.0063155105948338175
2019-01-11,982667.3741402752,511373.4149489472,471293.959191328,13,0.0,1.0279440879821777,13,13,0.5,-0.0012050136276030576,-0.00751291394610476
2019-01-14,978680.5336262339,511373.4149489472,467307.1186772867,13,0.0,1.0189759731292725,13,13,0.5,-0.004057161781248042,-0.011539594620024851
2019-01-15,984108.966314028,511373.4149489472,472735.5513650809,13,0.0,1.0389750003814697,13,13,0.5,0.00554668505327327,-0.006056916063751361
2019-01-16,983835.9126654124,511373.4149489472,472462.4977164652,13,0.0,1.039194107055664,13,13,0.5,-0.0002774628196289264,-0.006332698314370999
2019-01-17,983020.6031226632,511373.4149489472,471647.18817371596,13,0.0,1.0334711074829102,13,13,0.5,-0.0008287047995029218,-0.0071561551763870135
2019-01-18,988725.2993379835,511373.4149489472,477351.8843890363,13,0.0,1.052320957183838,13,13,0.5,0.00580323158761753,-0.0013944524145349524
2019-01-21,990314.3308012564,511373.4149489472,478940.91585230915,13,0.0,1.0581237077713013,13,13,0.5,0.0016071516166693556,0.0
2019-01-22,987400.3839247259,511373.4149489472,476026.96897577867,13,0.0,1.0440667867660522,13,13,0.5,-0.0029424464393772443,-0.0029424464393772443
2019-01-23,988275.3158127056,511373.4149489472,476901.90086375835,13,0.0,1.0433127880096436,13,13,0.5,0.0008860963619459206,-0.0020589573685165785
2019-01-24,990539.2878880586,511373.4149489472,479165.8729391114,13,0.0,1.0492019653320312,13,13,0.5,0.0022908313494516275,0.0
2019-01-25,994758.709612526,511373.4149489472,483385.2946635788,13,0.0,1.0577349662780762,13,13,0.5,0.004259721725388355,0.0
2019-01-28,999321.2149641506,511373.4149489472,487947.80001520336,13,0.0,1.0575058460235596,13,13,0.5,0.004586544764610956,0.0
2019-01-29,1001108.9746647768,511373.4149489472,489735.5597158297,13,0.0,1.0608904361724854,13,13,0.5,0.0017889740294270151,0.0
2019-01-30,996746.6780819334,511373.4149489472,485373.26313298615,13,0.0,1.0524238348007202,13,13,0.5,-0.004357464265370425,-0.004357464265370425
2019-01-31,997812.8958700192,511373.4149489472,486439.480921072,13,0.0,1.0634348392486572,13,13,0.5,0.0010696978595781115,-0.003292427575990242
2019-02-01,1006053.5758671989,495953.92869151203,510099.64717568684,19,604971.7883856734,1.0786374807357788,19,19,0.5,0.008258742727507373,0.0
2019-02-11,1011283.279805104,495953.92869151203,515329.351113592,19,0.0,1.0982577800750732,19,19,0.5,0.005198236021771718,0.0
2019-02-12,1014855.5816067731,495953.92869151203,518901.65291526105,19,0.0,1.1061862707138062,19,19,0.5,0.0035324442448583238,0.0
2019-02-13,1017660.1494694047,495953.92869151203,521706.2207778926,19,0.0,1.1283377408981323,19,19,0.5,0.002763514251152177,0.0
2019-02-14,1016336.8246933641,495953.92869151203,520382.896001852,19,0.0,1.1300350427627563,19,19,0.5,-0.0013003602201879794,-0.0013003602201879794
2019-02-15,1010148.297222622,495953.92869151203,514194.36853110994,19,0.0,1.108963131904602,19,19,0.5,-0.006089051700561177,-0.007381493960139207
2019-02-18,1022660.0027338862,495953.92869151203,526706.0740423742,19,0.0,1.144516944885254,19,19,0.5,0.012386008614442945,0.0
2019-02-19,1017459.0513041647,495953.92869151203,521505.12261265266,19,0.0,1.142480731010437,19,19,0.5,-0.005085709244341041,-0.005085709244341041
2019-02-20,1017230.311171714,495953.92869151203,521276.382480202,19,0.0,1.1465729475021362,19,19,0.5,-0.00022481507453053773,-0.00530938097476874
2019-02-21,1019705.9722508442,495953.92869151203,523752.0435593322,19,0.0,1.1435105800628662,19,19,0.5,0.00243372720213042,-0.002888575357543055
2019-02-22,1029529.3675566597,495953.92869151203,533575.4388651476,19,0.0,1.1692225933074951,19,19,0.5,0.00963355670471544,0.0
2019-02-25,1053294.9560726343,495953.92869151203,557341.0273811223,19,0.0,1.238762378692627,19,19,0.5,0.023083934528624894,0.0
2019-02-26,1043360.6942292629,495953.92869151203,547406.7655377508,19,0.0,1.223885178565979,19,19,0.5,-0.009431604875820176,-0.009431604875820176
2019-02-27,1040578.2822892608,495953.92869151203,544624.3535977488,19,0.0,1.2217925786972046,19,19,0.5,-0.00266677856985742,-0.012073231443915367
