trade_date,event,symbol,amount,cash_after
,initial_cash,,10000000.0,10000000.0
2019-01-02,buy,SH600097,-500660.8183671681,9499339.181632832
2019-01-02,buy,SH600114,-500623.39789003157,8998715.7837428
2019-01-02,buy,SH600230,-500127.9653554716,8498587.81838733
2019-01-02,buy,SH600382,-501034.5943837894,7997553.22400354
2019-01-02,buy,SH600516,-501138.35250603734,7496414.871497503
2019-01-02,buy,SH600525,-501093.63306605344,6995321.238431449
2019-01-02,buy,SH600567,-500869.2402969155,6494451.998134534
2019-01-02,buy,SH600585,-499049.9146748209,5995402.083459713
2019-01-02,buy,SH600596,-501039.1734232766,5494362.910036436
2019-01-02,buy,SH600668,-500448.3875256047,4993914.522510831
2019-01-02,buy,SH600995,-500599.9664026639,4493314.556108167
2019-01-02,buy,SH601006,-500534.52292459086,3992780.0331835765
2019-01-02,buy,SZ000581,-500965.68722120125,3491814.3459623754
2019-01-02,buy,SZ000636,-500998.1544363956,2990816.19152598
2019-01-02,buy,SZ000789,-501138.27813948045,2489677.9133864995
2019-01-02,buy,SZ002033,-500674.50936498214,1989003.4040215174
2019-01-02,buy,SZ002440,-500921.54044193967,1488081.8635795778
2019-01-02,buy,SZ002517,-500791.2574989972,987290.6060805805
2019-01-02,buy,SZ002884,-500850.7357373171,486439.8703432634
2019-01-02,buy,SZ300145,-486402.2195765807,37.650766682694666
2019-02-01,sell,SH600097,7739.090874263001,7776.7416409456955
2019-02-01,sell,SH600114,45226.73821158165,53003.47985252734
2019-02-01,sell,SH600516,48195.48570882134,101198.96556134868
2019-02-01,sell,SH600567,22991.589994628677,124190.55555597736
2019-02-01,sell,SH600585,551815.6621640212,676006.2177199986
2019-02-01,sell,SH600995,1863.920932480812,677870.1386524794
2019-02-01,sell,SH601006,520917.1298851575,1198787.2685376368
2019-02-01,sell,SZ000581,33520.318006016576,1232307.5865436534
2019-02-01,sell,SZ000789,7238.633334283543,1239546.2198779369
2019-02-01,sell,SZ002033,509404.7158270803,1748950.9357050173
2019-02-01,sell,SZ002440,22609.73851018704,1771560.6742152043
2019-02-01,buy,SH600062,-504265.27418620494,1267295.4000289994
2019-02-01,buy,SH600230,-15532.614374160767,1251762.7856548387
2019-02-01,buy,SH600382,-21323.093873069975,1230439.6917817686
2019-02-01,buy,SH600525,-18566.563909874152,1211873.1278718945
2019-02-01,buy,SH600596,-7665.336517715454,1204207.7913541791
2019-02-01,buy,SH600668,-15554.822569847109,1188652.968784332
2019-02-01,buy,SZ000055,-505043.82823185774,683609.1405524743
2019-02-01,buy,SZ000636,-30299.86345395092,653309.2770985233
2019-02-01,buy,SZ000922,-504673.90340877644,148635.3736897469
2019-02-01,buy,SZ002517,-92870.23821035743,55765.13547938946
2019-02-01,buy,SZ002884,-2556.1555500030518,53208.979929386405
2019-02-01,buy,SZ300145,-52910.98155070115,297.99837868525356
2019-03-01,sell,SH600062,612151.0078973002,612449.0062759854
2019-03-01,sell,SH600230,40087.744792071535,652536.7510680569
2019-03-01,sell,SH600525,205131.2798281517,857668.0308962086
2019-03-01,sell,SH600995,574715.6210983928,1432383.6519946014
2019-03-01,sell,SZ000055,11780.016874589921,1444163.6688691913
2019-03-01,sell,SZ000636,74545.60196000565,1518709.270829197
2019-03-01,sell,SZ002517,689074.8196473285,2207784.0904765255
2019-03-01,sell,SZ300145,635518.8757793036,2843302.966255829
2019-03-01,buy,SH600097,-44116.01177147598,2799186.9544843533
2019-03-01,buy,SH600114,-76896.43873439856,2722290.5157499546
2019-03-01,buy,SH600382,-6551.341199874878,2715739.1745500797
2019-03-01,buy,SH600516,-5062.854574203491,2710676.3199758762
2019-03-01,buy,SH600567,-43938.32731757584,2666737.9926583003
2019-03-01,buy,SH600585,-616228.1718547001,2050509.8208036004
2019-03-01,buy,SH600596,-12230.56580963135,2038279.254993969
2019-03-01,buy,SH600668,-27773.62807778194,2010505.6269161871
2019-03-01,buy,SH601006,-616312.2040087853,1394193.4229074018
2019-03-01,buy,SH603898,-615760.3320369436,778433.0908704582
2019-03-01,buy,SZ000581,-53852.1483006237,724580.9425698344
2019-03-01,buy,SZ000789,-45668.71942729391,678912.2231425405
2019-03-01,buy,SZ000922,-6720.322964763641,672191.9001777769
2019-03-01,buy,SZ002406,-616609.3826152664,55582.51756251056
2019-03-01,buy,SZ002440,-23035.705302283288,32546.812260227274
2019-03-01,buy,SZ002884,-32293.826412852864,252.9858473744098
2019-04-01,sell,SH600382,5318.541619488812,5571.527466863222
2019-04-01,sell,SH600596,2525.578207841301,8097.105674704522
2019-04-01,sell,SH603898,714087.0097334689,722184.1154081734
2019-04-01,sell,SZ000055,16670.47253635168,738854.5879445251
2019-04-01,sell,SZ000636,5931.2720839500425,744785.860028475
2019-04-01,sell,SZ000789,763373.2963924133,1508159.1564208884
2019-04-01,sell,SZ000922,739260.9898550733,2247420.146275962
2019-04-01,sell,SZ002440,800579.8570508292,3048000.003326791
2019-04-01,sell,SZ002884,769581.9673312802,3817581.9706580713
2019-04-01,buy,SH600097,-1221.5456665039062,3816360.4249915676
2019-04-01,buy,SH600114,-10729.164067745209,3805631.2609238224
2019-04-01,buy,SH600230,-84035.74528261586,3721595.5156412064
2019-04-01,buy,SH600426,-680880.3217054424,3040715.193935764
2019-04-01,buy,SH600516,-53582.12084756675,2987133.073088197
2019-04-01,buy,SH600525,-80466.36753755607,2906666.705550641
2019-04-01,buy,SH600567,-21986.520029336756,2884680.185521304
2019-04-01,buy,SH600585,-9120.164308166504,2875560.0212131375
2019-04-01,buy,SH600598,-681128.162594057,2194431.8586190804
2019-04-01,buy,SH600668,-15653.611462402345,2178778.2471566782
2019-04-01,buy,SH600971,-681455.9192375463,1497322.327919132
2019-04-01,buy,SH601006,-103600.4499968566,1393721.8779222756
2019-04-01,buy,SZ000581,-5374.6037277221685,1388347.2741945535
2019-04-01,buy,SZ000910,-680456.8238552625,707890.450339291
2019-04-01,buy,SZ002233,-681272.3061058571,26618.14423343388
2019-04-01,buy,SZ002406,-26579.58181825985,38.56241517403032
2019-05-06,sell,SH600097,567556.3160255996,567594.8784407736
2019-05-06,sell,SH600114,594198.4750564534,1161793.353497227
2019-05-06,sell,SH600230,581771.5632935212,1743564.916790748
2019-05-06,sell,SH600382,75767.67847178609,1819332.595262534
2019-05-06,sell,SH600426,37403.966850536046,1856736.56211307
2019-05-06,sell,SH600525,569088.6291678442,2425825.191280914
2019-05-06,sell,SH600567,596167.3205658743,3021992.511846788
2019-05-06,sell,SH600585,672111.0499173012,3694103.5617640894
2019-05-06,sell,SH600596,586808.0166613758,4280911.578425465
2019-05-06,sell,SH600598,682195.6075803435,4963107.186005808
2019-05-06,sell,SH600668,629616.2577383184,5592723.443744127
2019-05-06,sell,SH600971,673337.8067421272,6266061.250486254
2019-05-06,sell,SH601006,66615.46760728197,6332676.718093536
2019-05-06,sell,SZ000055,563985.3307989526,6896662.048892489
2019-05-06,sell,SZ000910,556524.8427957561,7453186.891688244
2019-05-06,sell,SZ002233,624803.4174735555,8077990.3091618
2019-05-06,sell,SZ002406,36785.44051200586,8114775.749673806
2019-05-06,buy,SH600173,-616966.7361447065,7497809.0135290995
2019-05-06,buy,SH600261,-616895.6021912346,6880913.411337865
2019-05-06,buy,SH600269,-616877.5238055354,6264035.887532329
2019-05-06,buy,SH600327,-616838.0666597278,5647197.820872601
2019-05-06,buy,SH600587,-616963.2062185155,5030234.614654086
2019-05-06,buy,SH600603,-616913.9226505907,4413320.692003495
2019-05-06,buy,SH600694,-616463.8067825531,3796856.885220942
