order_id,trade_date,symbol,side,execution,requested_shares,filled_shares,unfilled_shares,price,gross_value,commission,tax,reason
1,2019-01-02,SH600097,buy,open,52700,52700,0,9.497356075286865,500510.6651676178,150.15319955028534,0.0,filled
2,2019-01-02,SH600114,buy,open,89500,89500,0,5.591879954338074,500473.2559132576,150.14197677397726,0.0,filled
3,2019-01-02,SH600230,buy,open,31500,31500,0,15.872316570281983,499977.97196388245,149.99339158916473,0.0,filled
4,2019-01-02,SH600382,buy,open,133800,133800,0,3.7435301127433775,500884.3290850639,150.26529872551916,0.0,filled
5,2019-01-02,SH600516,buy,open,66200,66200,0,7.567795409202576,500988.05608921056,150.29641682676316,0.0,filled
6,2019-01-02,SH600525,buy,open,115200,115200,0,4.34846658039093,500943.35006103513,150.28300501831052,0.0,filled
7,2019-01-02,SH600567,buy,open,169000,169000,0,2.9628344650268557,500719.02458953863,150.2157073768616,0.0,filled
8,2019-01-02,SH600585,buy,open,21800,21800,0,22.88533232116699,498900.24460144044,149.67007338043211,0.0,filled
9,2019-01-02,SH600596,buy,open,77800,77800,0,6.438160755157471,500888.9067512512,150.26667202537536,0.0,filled
10,2019-01-02,SH600668,buy,open,47200,47200,0,10.599540212631226,500298.2980361938,150.08948941085814,0.0,filled
11,2019-01-02,SH600995,buy,open,80900,80900,0,6.186030055046081,500449.83145322796,150.13494943596837,0.0,filled
12,2019-01-02,SH601006,buy,open,80400,80400,0,6.223686661720276,500384.4076023102,150.11532228069305,0.0,filled
13,2019-01-02,SZ000581,buy,open,36700,36700,0,13.646197345733643,500815.4425884247,150.2446327765274,0.0,filled
14,2019-01-02,SZ000636,buy,open,48500,48500,0,10.32676082611084,500847.90006637573,150.2543700199127,0.0,filled
15,2019-01-02,SZ000789,buy,open,77300,77300,0,6.481086439132691,500987.981744957,150.2963945234871,0.0,filled
16,2019-01-02,SZ002033,buy,open,95300,95300,0,5.2520918369293215,500524.3520593643,150.15730561780927,0.0,filled
17,2019-01-02,SZ002440,buy,open,67300,67300,0,7.44088126373291,500771.3090492249,150.23139271476745,0.0,filled
18,2019-01-02,SZ002517,buy,open,131800,131800,0,3.798490631103516,500641.0651794434,150.19231955383302,0.0,filled
19,2019-01-02,SZ002884,buy,open,78700,78700,0,6.362141366958618,500700.52557964326,150.21015767389298,0.0,filled
20,2019-01-02,SZ300145,buy,open,154700,150200,4500,3.237392427921295,486256.34267377853,145.87690280213354,0.0,partial_volume_or_cash
21,2019-02-01,SH600097,sell,open,800,800,0,9.689803396224976,7751.842716979981,5.0,7.751842716979981,filled
22,2019-02-01,SH600114,sell,open,7400,7400,0,6.119676959991455,45285.60950393677,13.58568285118103,45.285609503936776,filled
23,2019-02-01,SH600516,sell,open,5800,5800,0,8.320382999420167,48258.22139663697,14.477466418991089,48.25822139663697,filled
24,2019-02-01,SH600567,sell,open,7400,7400,0,3.111015941619873,23021.51796798706,6.9064553903961174,23.02151796798706,filled
25,2019-02-01,SH600585,sell,open,21800,21800,0,25.345594326019288,552533.9563072205,165.76018689216613,552.5339563072205,filled
26,2019-02-01,SH600995,sell,open,300,300,0,6.235972414016723,1870.791724205017,5.0,1.8707917242050172,filled
27,2019-02-01,SH601006,sell,open,80400,80400,0,6.487502532958985,521595.20364990237,156.4785610949707,521.5952036499024,filled
28,2019-02-01,SZ000581,sell,open,2300,2300,0,14.593022235870361,33563.95114250183,10.069185342750547,33.56395114250183,filled
29,2019-02-01,SZ000789,sell,open,1100,1100,0,6.59171292591095,7250.884218502045,5.0,7.250884218502045,filled
30,2019-02-01,SZ002033,sell,open,95300,95300,0,5.352232990264892,510067.8039722442,153.02034119167325,510.06780397224423,filled
31,2019-02-01,SZ002440,sell,open,2900,2900,0,7.80661014842987,22639.169430446622,6.791750829133986,22.63916943044662,filled
