date,equity,cash,market_value,positions,gross_traded,benchmark_value,market_state,watchlist_size,daily_return,drawdown
2019-01-28,1000000.0,1000000.0,0.0,0,0.0,1.0575058460235596,confirmed_uptrend,0,0.0,0.0
2019-01-29,1000000.0,1000000.0,0.0,0,0.0,1.0608904361724854,confirmed_uptrend,0,0.0,0.0
2019-01-30,1000000.0,1000000.0,0.0,0,0.0,1.0524238348007202,confirmed_uptrend,0,0.0,0.0
2019-01-31,1000000.0,1000000.0,0.0,0,0.0,1.0634348392486572,confirmed_uptrend,0,0.0,0.0
2019-02-01,1000000.0,1000000.0,0.0,0,0.0,1.0786374807357788,confirmed_uptrend,0,0.0,0.0
2019-02-11,1000000.0,1000000.0,0.0,0,0.0,1.0982577800750732,confirmed_uptrend,0,0.0,0.0
2019-02-12,1000000.0,1000000.0,0.0,0,0.0,1.1061862707138062,confirmed_uptrend,0,0.0,0.0
2019-02-13,1000000.0,1000000.0,0.0,0,0.0,1.1283377408981323,confirmed_uptrend,0,0.0,0.0
2019-02-14,1000000.0,1000000.0,0.0,0,0.0,1.1300350427627563,confirmed_uptrend,0,0.0,0.0
2019-02-15,1000000.0,1000000.0,0.0,0,0.0,1.108963131904602,confirmed_uptrend,0,0.0,0.0
2019-02-18,1000000.0,1000000.0,0.0,0,0.0,1.144516944885254,confirmed_uptrend,0,0.0,0.0
2019-02-19,1000000.0,1000000.0,0.0,0,0.0,1.142480731010437,confirmed_uptrend,0,0.0,0.0
2019-02-20,1000000.0,1000000.0,0.0,0,0.0,1.1465729475021362,confirmed_uptrend,0,0.0,0.0
2019-02-21,1000000.0,1000000.0,0.0,0,0.0,1.1435105800628662,confirmed_uptrend,0,0.0,0.0
2019-02-22,1000000.0,1000000.0,0.0,0,0.0,1.1692225933074951,confirmed_uptrend,0,0.0,0.0
2019-02-25,1000000.0,1000000.0,0.0,0,0.0,1.238762378692627,confirmed_uptrend,0,0.0,0.0
2019-02-26,1000000.0,1000000.0,0.0,0,0.0,1.223885178565979,confirmed_uptrend,0,0.0,0.0
2019-02-27,1000000.0,1000000.0,0.0,0,0.0,1.2217925786972046,confirmed_uptrend,0,0.0,0.0
2019-02-28,1000000.0,1000000.0,0.0,0,0.0,1.2187966108322144,confirmed_uptrend,0,0.0,0.0
2019-03-01,1000000.0,1000000.0,0.0,0,0.0,1.2454818487167358,confirmed_uptrend,0,0.0,0.0
2019-03-04,1000000.0,1000000.0,0.0,0,0.0,1.2602261304855347,confirmed_uptrend,0,0.0,0.0
2019-03-05,1000000.0,1000000.0,0.0,0,0.0,1.2675036191940308,confirmed_uptrend,0,0.0,0.0
2019-03-06,1000000.0,1000000.0,0.0,0,0.0,1.2781591415405273,confirmed_uptrend,0,0.0,0.0
2019-03-07,1000000.0,1000000.0,0.0,0,0.0,1.2651253938674927,confirmed_uptrend,0,0.0,0.0
2019-03-08,1000000.0,1000000.0,0.0,0,0.0,1.2148804664611816,confirmed_uptrend,0,0.0,0.0
2019-03-11,1000000.0,1000000.0,0.0,0,0.0,1.2389185428619385,confirmed_uptrend,0,0.0,0.0
2019-03-12,1000000.0,1000000.0,0.0,0,0.0,1.2473552227020264,confirmed_uptrend,0,0.0,0.0
2019-03-13,1000000.0,1000000.0,0.0,0,0.0,1.2370052337646484,confirmed_uptrend,0,0.0,0.0
2019-03-14,1000000.0,1000000.0,0.0,0,0.0,1.228468894958496,confirmed_uptrend,0,0.0,0.0
2019-03-15,1000000.0,1000000.0,0.0,0,0.0,1.2439206838607788,confirmed_uptrend,0,0.0,0.0
2019-03-18,1000000.0,1000000.0,0.0,0,0.0,1.2793748378753662,confirmed_uptrend,0,0.0,0.0
2019-03-19,1000000.0,1000000.0,0.0,0,0.0,1.273465871810913,confirmed_uptrend,0,0.0,0.0
2019-03-20,1000000.0,1000000.0,0.0,0,0.0,1.273957371711731,confirmed_uptrend,0,0.0,0.0
2019-03-21,1000000.0,1000000.0,0.0,0,0.0,1.2744389772415161,confirmed_uptrend,0,0.0,0.0
2019-03-22,1000000.0,1000000.0,0.0,0,0.0,1.2734127044677734,confirmed_uptrend,0,0.0,0.0
2019-03-25,1000000.0,1000000.0,0.0,0,0.0,1.2431966066360474,confirmed_uptrend,0,0.0,0.0
2019-03-26,1000000.0,1000000.0,0.0,0,0.0,1.2291165590286255,confirmed_uptrend,0,0.0,0.0
2019-03-27,1000000.0,1000000.0,0.0,0,0.0,1.2433825731277466,confirmed_uptrend,0,0.0,0.0
2019-03-28,1000000.0,1000000.0,0.0,0,0.0,1.2384036779403687,confirmed_uptrend,0,0.0,0.0
2019-03-29,1000000.0,1000000.0,0.0,0,0.0,1.2862138748168945,confirmed_uptrend,0,0.0,0.0
2019-04-01,1000000.0,1000000.0,0.0,0,0.0,1.3199574947357178,confirmed_uptrend,1,0.0,0.0
2019-04-02,1000000.0,1000000.0,0.0,0,0.0,1.3190804719924927,confirmed_uptrend,1,0.0,0.0
2019-04-03,1000000.0,1000000.0,0.0,0,0.0,1.33597731590271,confirmed_uptrend,1,0.0,0.0
2019-04-04,1000000.0,1000000.0,0.0,0,0.0,1.349286675453186,confirmed_uptrend,1,0.0,0.0
2019-04-08,1000000.0,1000000.0,0.0,0,0.0,1.347625970840454,confirmed_uptrend,0,0.0,0.0
2019-04-09,1000000.0,1000000.0,0.0,0,0.0,1.3536710739135742,confirmed_uptrend,0,0.0,0.0
2019-04-10,1000000.0,1000000.0,0.0,0,0.0,1.357132077217102,confirmed_uptrend,0,0.0,0.0
2019-04-11,1000000.0,1000000.0,0.0,0,0.0,1.327812910079956,confirmed_uptrend,0,0.0,0.0
2019-04-12,1000000.0,1000000.0,0.0,0,0.0,1.3248368501663208,confirmed_uptrend,0,0.0,0.0
2019-04-15,1000000.0,1000000.0,0.0,0,0.0,1.3204855918884277,confirmed_uptrend,0,0.0,0.0
2019-04-16,1000000.0,1000000.0,0.0,0,0.0,1.357112169265747,confirmed_uptrend,0,0.0,0.0
2019-04-17,1000000.0,1000000.0,0.0,0,0.0,1.3575937747955322,confirmed_uptrend,0,0.0,0.0
2019-04-18,1000000.0,1000000.0,0.0,0,0.0,1.3525583744049072,confirmed_uptrend,0,0.0,0.0
2019-04-19,1000000.0,1000000.0,0.0,0,0.0,1.3686778545379639,confirmed_uptrend,0,0.0,0.0
2019-04-22,1000000.0,1000000.0,0.0,0,0.0,1.3371232748031616,confirmed_uptrend,0,0.0,0.0
2019-04-23,1000000.0,1000000.0,0.0,0,0.0,1.3349308967590332,confirmed_uptrend,0,0.0,0.0
2019-04-24,1000000.0,1000000.0,0.0,0,0.0,1.338611125946045,confirmed_uptrend,0,0.0,0.0
2019-04-25,1000000.0,1000000.0,0.0,0,0.0,1.309291958808899,confirmed_uptrend,0,0.0,0.0
2019-04-26,1000000.0,1000000.0,0.0,0,0.0,1.2918373346328735,confirmed_uptrend,0,0.0,0.0
2019-04-29,1000000.0,1000000.0,0.0,0,0.0,1.2955108880996704,confirmed_uptrend,1,0.0,0.0
2019-04-30,1000000.0,1000000.0,0.0,0,0.0,1.2997890710830688,confirmed_uptrend,1,0.0,0.0
2019-05-06,1000000.0,1000000.0,0.0,0,0.0,1.2238619327545166,confirmed_uptrend,2,0.0,0.0
2019-05-07,1000000.0,1000000.0,0.0,0,0.0,1.2358360290527344,uptrend_under_pressure,2,0.0,0.0
2019-05-08,1000000.0,1000000.0,0.0,0,0.0,1.218162178993225,uptrend_under_pressure,2,0.0,0.0
2019-05-09,1000000.0,1000000.0,0.0,0,0.0,1.195655345916748,uptrend_under_pressure,2,0.0,0.0
2019-05-10,1000000.0,1000000.0,0.0,0,0.0,1.2390844821929932,uptrend_under_pressure,2,0.0,0.0
2019-05-13,1000000.0,1000000.0,0.0,0,0.0,1.2185839414596558,uptrend_under_pressure,2,0.0,0.0
2019-05-14,1000000.0,1000000.0,0.0,0,0.0,1.2107517719268799,uptrend_under_pressure,2,0.0,0.0
2019-05-15,1000000.0,1000000.0,0.0,0,0.0,1.2379685640335083,uptrend_under_pressure,2,0.0,0.0
2019-05-16,1000000.0,1000000.0,0.0,0,0.0,1.2435719966888428,uptrend_under_pressure,2,0.0,0.0
2019-05-17,1000000.0,1000000.0,0.0,0,0.0,1.2119508981704712,uptrend_under_pressure,2,0.0,0.0
2019-05-20,1000000.0,1000000.0,0.0,0,0.0,1.2016640901565552,correction,1,0.0,0.0
2019-05-21,1000000.0,1000000.0,0.0,0,0.0,1.2179362773895264,correction,1,0.0,0.0
2019-05-22,1000000.0,1000000.0,0.0,0,0.0,1.2121567726135254,rally_attempt,1,0.0,0.0
2019-05-23,1000000.0,1000000.0,0.0,0,0.0,1.190427303314209,rally_attempt,1,0.0,0.0
2019-05-24,1000000.0,1000000.0,0.0,0,0.0,1.1937322616577148,correction,1,0.0,0.0
2019-05-27,1000000.0,1000000.0,0.0,0,0.0,1.2081111669540405,rally_attempt,0,0.0,0.0
2019-05-28,1000000.0,1000000.0,0.0,0,0.0,1.2197564840316772,rally_attempt,0,0.0,0.0
2019-05-29,1000000.0,1000000.0,0.0,0,0.0,1.2169829607009888,rally_attempt,0,0.0,0.0
2019-05-30,1000000.0,1000000.0,0.0,0,0.0,1.2094330787658691,rally_attempt,0,0.0,0.0
2019-05-31,1000000.0,1000000.0,0.0,0,0.0,1.205649971961975,rally_attempt,0,0.0,0.0
2019-06-03,1000000.0,1000000.0,0.0,0,0.0,1.2063872814178467,rally_attempt,1,0.0,0.0
2019-06-04,1000000.0,1000000.0,0.0,0,0.0,1.1952468156814575,rally_attempt,1,0.0,0.0
2019-06-05,1000000.0,1000000.0,0.0,0,0.0,1.19479501247406,rally_attempt,1,0.0,0.0
2019-06-06,1000000.0,1000000.0,0.0,0,0.0,1.184023380279541,rally_attempt,1,0.0,0.0
2019-06-10,1000000.0,1000000.0,0.0,0,0.0,1.1993223428726196,rally_attempt,0,0.0,0.0
2019-06-11,1000000.0,1000000.0,0.0,0,0.0,1.2353744506835938,rally_attempt,0,0.0,0.0
2019-06-12,1000000.0,1000000.0,0.0,0,0.0,1.226014256477356,confirmed_uptrend,0,0.0,0.0
2019-06-13,1000000.0,1000000.0,0.0,0,0.0,1.2241177558898926,confirmed_uptrend,0,0.0,0.0
2019-06-14,1000000.0,1000000.0,0.0,0,0.0,1.2139836549758911,confirmed_uptrend,0,0.0,0.0
2019-06-17,1000000.0,1000000.0,0.0,0,0.0,1.2139637470245361,confirmed_uptrend,3,0.0,0.0
2019-06-18,1000000.0,1000000.0,0.0,0,0.0,1.2182153463363647,confirmed_uptrend,3,0.0,0.0
2019-06-19,1000000.0,1000000.0,0.0,0,0.0,1.2342649698257446,confirmed_uptrend,3,0.0,0.0
2019-06-20,1000000.0,1000000.0,0.0,0,0.0,1.2716588973999023,confirmed_uptrend,3,0.0,0.0
2019-06-21,1000000.0,1000000.0,0.0,0,0.0,1.2734591960906982,confirmed_uptrend,3,0.0,0.0
2019-06-24,1000000.0,1000000.0,0.0,0,0.0,1.2758939266204834,confirmed_uptrend,7,0.0,0.0
2019-06-25,1000000.0,1000000.0,0.0,0,0.0,1.2626209259033203,confirmed_uptrend,7,0.0,0.0
2019-06-26,1000000.0,1000000.0,0.0,0,0.0,1.2603025436401367,confirmed_uptrend,7,0.0,0.0
2019-06-27,1000000.0,1000000.0,0.0,0,0.0,1.2737514972686768,confirmed_uptrend,7,0.0,0.0
2019-06-28,1000000.0,1000000.0,0.0,0,0.0,1.2706856727600098,confirmed_uptrend,7,0.0,0.0
2019-07-01,1000000.0,1000000.0,0.0,0,0.0,1.307295799255371,confirmed_uptrend,9,0.0,0.0
2019-07-02,1000000.0,1000000.0,0.0,0,0.0,1.307747483253479,confirmed_uptrend,9,0.0,0.0
2019-07-03,1000000.0,1000000.0,0.0,0,0.0,1.2932522296905518,confirmed_uptrend,9,0.0,0.0
2019-07-04,1000000.0,1000000.0,0.0,0,0.0,1.286466360092163,confirmed_uptrend,9,0.0,0.0
2019-07-05,1000000.0,1000000.0,0.0,0,0.0,1.2931426763534546,confirmed_uptrend,9,0.0,0.0
2019-07-08,1000000.0,1000000.0,0.0,0,0.0,1.2631125450134277,confirmed_uptrend,10,0.0,0.0
2019-07-09,1000000.0,1000000.0,0.0,0,0.0,1.259903907775879,confirmed_uptrend,10,0.0,0.0
2019-07-10,1000000.0,1000000.0,0.0,0,0.0,1.2577815055847168,confirmed_uptrend,10,0.0,0.0
2019-07-11,1000000.0,1000000.0,0.0,0,0.0,1.2572766542434692,confirmed_uptrend,10,0.0,0.0
2019-07-12,1000000.0,1000000.0,0.0,0,0.0,1.2650855779647827,confirmed_uptrend,10,0.0,0.0
2019-07-15,1000000.0,1000000.0,0.0,0,0.0,1.2702207565307617,confirmed_uptrend,9,0.0,0.0
2019-07-16,1000000.0,1000000.0,0.0,0,0.0,1.2644578218460083,confirmed_uptrend,9,0.0,0.0
2019-07-17,1000000.0,1000000.0,0.0,0,0.0,1.263727068901062,confirmed_uptrend,9,0.0,0.0
2019-07-18,1000000.0,1000000.0,0.0,0,0.0,1.2516897916793823,confirmed_uptrend,9,0.0,0.0
2019-07-19,999423.3351318256,917763.3375447525,81659.99758707314,1,82211.99885559082,1.2648298740386963,confirmed_uptrend,9,-0.0005766648681743147,-0.0005766648681743147
2019-07-22,1000830.0608390877,835760.7463770199,165069.31446206785,2,81977.9977684021,1.2561007738113403,confirmed_uptrend,10,0.0014075373846225148,0.0
2019-07-23,999650.0672752082,835760.7463770199,163889.32089818822,2,0.0,1.2588344812393188,confirmed_uptrend,10,-0.0011790149097742342,-0.0011790149097742342
2019-07-24,1000791.1270432755,835760.7463770199,165030.38066625563,2,0.0,1.2687724828720093,confirmed_uptrend,10,0.0011414592019960423,-3.890150519614277e-05
2019-07-25,1000298.7066953635,835760.7463770199,164537.9603183436,2,0.0,1.279149055480957,confirmed_uptrend,10,-0.0004920310888114621,-0.0005309134532577309
2019-07-26,1004713.3428164608,835760.7463770199,168952.59643944082,2,0.0,1.2816401720046997,confirmed_uptrend,10,0.00441331783351151,0.0
2019-07-29,1002725.415529101,835760.7463770199,166964.66915208113,2,0.0,1.2802119255065918,confirmed_uptrend,8,-0.0019786014603797586,-0.0019786014603797586
2019-07-30,1004752.8258000719,835760.7463770199,168992.07942305203,2,0.0,1.2855429649353027,confirmed_uptrend,8,0.0020218997539831474,0.0
2019-07-31,999779.5658541868,835760.7463770199,164018.81947716686,2,0.0,1.2739307880401611,confirmed_uptrend,8,-0.004949734719009169,-0.004949734719009169
2019-08-01,999305.4137103903,914166.1017162672,85139.31199412319,1,78507.41497871958,1.2633384466171265,confirmed_uptrend,8,-0.0004742566861639652,-0.005421643960387912
2019-08-02,997745.6772020027,914166.1017162672,83579.57548573558,1,0.0,1.2447278499603271,confirmed_uptrend,8,-0.001560820632999782,-0.006974002379629529
2019-08-05,995705.7335036293,914166.1017162672,81539.63178736216,1,0.0,1.220895767211914,uptrend_under_pressure,7,-0.0020445527803177876,-0.009004296443992144
2019-08-06,995525.8102347032,914166.1017162672,81359.7085184361,1,0.0,1.2078222036361694,uptrend_under_pressure,7,-0.00018069923961672174,-0.009183368614088083
2019-08-07,996007.647392919,996007.647392919,0.0,0,81948.07817828369,1.2028731107711792,correction,7,0.0004840026780443818,-0.008703810711046422
2019-08-08,996007.647392919,996007.647392919,0.0,0,0.0,1.2187700271606445,correction,7,0.0,-0.008703810711046422
2019-08-09,996007.647392919,996007.647392919,0.0,0,0.0,1.2068921327590942,rally_attempt,7,0.0,-0.008703810711046422
2019-08-12,996007.647392919,996007.647392919,0.0,0,0.0,1.2286714315414429,rally_attempt,3,0.0,-0.008703810711046422
2019-08-13,996007.647392919,996007.647392919,0.0,0,0.0,1.2175941467285156,rally_attempt,3,0.0,-0.008703810711046422
2019-08-14,996007.647392919,996007.647392919,0.0,0,0.0,1.2231245040893555,rally_attempt,3,0.0,-0.008703810711046422
2019-08-15,996007.647392919,996007.647392919,0.0,0,0.0,1.2269775867462158,rally_attempt,3,0.0,-0.008703810711046422
2019-08-16,996007.647392919,996007.647392919,0.0,0,0.0,1.2324713468551636,rally_attempt,3,0.0,-0.008703810711046422
2019-08-19,996007.647392919,996007.647392919,0.0,0,0.0,1.2592263221740723,rally_attempt,4,0.0,-0.008703810711046422
2019-08-20,996007.647392919,996007.647392919,0.0,0,0.0,1.2581102848052979,rally_attempt,4,0.0,-0.008703810711046422
2019-08-21,996007.647392919,996007.647392919,0.0,0,0.0,1.2561273574829102,rally_attempt,4,0.0,-0.008703810711046422
2019-08-22,996007.647392919,996007.647392919,0.0,0,0.0,1.2600301504135132,rally_attempt,4,0.0,-0.008703810711046422
2019-08-23,996007.647392919,996007.647392919,0.0,0,0.0,1.26911461353302,rally_attempt,4,0.0,-0.008703810711046422
2019-08-26,996007.647392919,996007.647392919,0.0,0,0.0,1.250862717628479,rally_attempt,5,0.0,-0.008703810711046422
2019-08-27,996007.647392919,996007.647392919,0.0,0,0.0,1.2678158283233643,rally_attempt,5,0.0,-0.008703810711046422
2019-08-28,996007.647392919,996007.647392919,0.0,0,0.0,1.2630428075790405,rally_attempt,5,0.0,-0.008703810711046422
2019-08-29,996007.647392919,996007.647392919,0.0,0,0.0,1.2589274644851685,rally_attempt,5,0.0,-0.008703810711046422
2019-08-30,996007.647392919,996007.647392919,0.0,0,0.0,1.262049674987793,rally_attempt,5,0.0,-0.008703810711046422
2019-09-02,996007.647392919,996007.647392919,0.0,0,0.0,1.2782355546951294,rally_attempt,5,0.0,-0.008703810711046422
2019-09-03,996007.647392919,996007.647392919,0.0,0,0.0,1.279992699623108,rally_attempt,5,0.0,-0.008703810711046422
2019-09-04,996007.647392919,996007.647392919,0.0,0,0.0,1.2907510995864868,rally_attempt,5,0.0,-0.008703810711046422
2019-09-05,996007.647392919,996007.647392919,0.0,0,0.0,1.3038114309310913,rally_attempt,5,0.0,-0.008703810711046422
2019-09-06,996007.647392919,996007.647392919,0.0,0,0.0,1.311514139175415,rally_attempt,5,0.0,-0.008703810711046422
2019-09-09,996007.647392919,996007.647392919,0.0,0,0.0,1.3196319341659546,rally_attempt,5,0.0,-0.008703810711046422
2019-09-10,996007.647392919,996007.647392919,0.0,0,0.0,1.3150880336761475,rally_attempt,5,0.0,-0.008703810711046422
2019-09-11,996007.647392919,996007.647392919,0.0,0,0.0,1.3053990602493286,rally_attempt,5,0.0,-0.008703810711046422
2019-09-12,996007.647392919,996007.647392919,0.0,0,0.0,1.3194425106048584,rally_attempt,5,0.0,-0.008703810711046422
2019-09-16,996007.647392919,996007.647392919,0.0,0,0.0,1.3145732879638672,rally_attempt,5,0.0,-0.008703810711046422
2019-09-17,996007.647392919,996007.647392919,0.0,0,0.0,1.292484998703003,rally_attempt,5,0.0,-0.008703810711046422
2019-09-18,996007.647392919,996007.647392919,0.0,0,0.0,1.2987494468688965,rally_attempt,5,0.0,-0.008703810711046422
2019-09-19,996007.647392919,996007.647392919,0.0,0,0.0,1.3034992218017578,rally_attempt,5,0.0,-0.008703810711046422
2019-09-20,996007.647392919,996007.647392919,0.0,0,0.0,1.307242512702942,rally_attempt,5,0.0,-0.008703810711046422
2019-09-23,996007.647392919,996007.647392919,0.0,0,0.0,1.2922989130020142,rally_attempt,5,0.0,-0.008703810711046422
2019-09-24,996007.647392919,996007.647392919,0.0,0,0.0,1.2957600355148315,rally_attempt,5,0.0,-0.008703810711046422
2019-09-25,996007.647392919,996007.647392919,0.0,0,0.0,1.2857621908187866,rally_attempt,5,0.0,-0.008703810711046422
2019-09-26,996007.647392919,996007.647392919,0.0,0,0.0,1.2758506536483765,rally_attempt,5,0.0,-0.008703810711046422
2019-09-27,996007.647392919,996007.647392919,0.0,0,0.0,1.2796738147735596,rally_attempt,5,0.0,-0.008703810711046422
2019-09-30,996007.647392919,996007.647392919,0.0,0,0.0,1.267012119293213,rally_attempt,4,0.0,-0.008703810711046422
2019-10-08,996007.647392919,996007.647392919,0.0,0,0.0,1.274701476097107,rally_attempt,4,0.0,-0.008703810711046422
2019-10-09,996007.647392919,996007.647392919,0.0,0,0.0,1.276548147201538,rally_attempt,4,0.0,-0.008703810711046422
2019-10-10,996007.647392919,996007.647392919,0.0,0,0.0,1.2869778871536255,rally_attempt,4,0.0,-0.008703810711046422
2019-10-11,996007.647392919,996007.647392919,0.0,0,0.0,1.2992974519729614,rally_attempt,4,0.0,-0.008703810711046422
2019-10-14,996007.647392919,996007.647392919,0.0,0,0.0,1.3130851984024048,rally_attempt,4,0.0,-0.008703810711046422
2019-10-15,996007.647392919,996007.647392919,0.0,0,0.0,1.3074418306350708,rally_attempt,4,0.0,-0.008703810711046422
2019-10-16,996007.647392919,996007.647392919,0.0,0,0.0,1.3029378652572632,rally_attempt,4,0.0,-0.008703810711046422
2019-10-17,996007.647392919,996007.647392919,0.0,0,0.0,1.3037782907485962,rally_attempt,4,0.0,-0.008703810711046422
2019-10-18,996007.647392919,996007.647392919,0.0,0,0.0,1.2852307558059692,rally_attempt,4,0.0,-0.008703810711046422
2019-10-21,996007.647392919,996007.647392919,0.0,0,0.0,1.2890372276306152,rally_attempt,3,0.0,-0.008703810711046422
2019-10-22,996007.647392919,996007.647392919,0.0,0,0.0,1.2940328121185303,rally_attempt,3,0.0,-0.008703810711046422
2019-10-23,996007.647392919,996007.647392919,0.0,0,0.0,1.2857953310012817,rally_attempt,3,0.0,-0.008703810711046422
2019-10-24,996007.647392919,996007.647392919,0.0,0,0.0,1.2856591939926147,rally_attempt,3,0.0,-0.008703810711046422
2019-10-25,996007.647392919,996007.647392919,0.0,0,0.0,1.2943350076675415,rally_attempt,3,0.0,-0.008703810711046422
2019-10-28,996007.647392919,996007.647392919,0.0,0,0.0,1.304233193397522,rally_attempt,2,0.0,-0.008703810711046422
2019-10-29,996007.647392919,996007.647392919,0.0,0,0.0,1.2987992763519287,rally_attempt,2,0.0,-0.008703810711046422
2019-10-30,996007.647392919,996007.647392919,0.0,0,0.0,1.2924883365631104,rally_attempt,2,0.0,-0.008703810711046422
2019-10-31,996007.647392919,996007.647392919,0.0,0,0.0,1.291000247001648,rally_attempt,2,0.0,-0.008703810711046422
2019-11-01,996007.647392919,996007.647392919,0.0,0,0.0,1.312802791595459,rally_attempt,2,0.0,-0.008703810711046422
2019-11-04,996007.647392919,996007.647392919,0.0,0,0.0,1.3213491439819336,rally_attempt,3,0.0,-0.008703810711046422
2019-11-05,996007.647392919,996007.647392919,0.0,0,0.0,1.32955002784729,rally_attempt,3,0.0,-0.008703810711046422
2019-11-06,996007.647392919,996007.647392919,0.0,0,0.0,1.323594570159912,rally_attempt,3,0.0,-0.008703810711046422
2019-11-07,996007.647392919,996007.647392919,0.0,0,0.0,1.3259162902832031,rally_attempt,3,0.0,-0.008703810711046422
2019-11-08,996007.647392919,996007.647392919,0.0,0,0.0,1.3196519613265991,rally_attempt,3,0.0,-0.008703810711046422
2019-11-11,996007.647392919,996007.647392919,0.0,0,0.0,1.2963911294937134,rally_attempt,3,0.0,-0.008703810711046422
2019-11-12,996007.647392919,996007.647392919,0.0,0,0.0,1.2966269254684448,rally_attempt,3,0.0,-0.008703810711046422
2019-11-13,996007.647392919,996007.647392919,0.0,0,0.0,1.2953946590423584,rally_attempt,3,0.0,-0.008703810711046422
2019-11-14,996007.647392919,996007.647392919,0.0,0,0.0,1.2973476648330688,rally_attempt,3,0.0,-0.008703810711046422
2019-11-15,996007.647392919,996007.647392919,0.0,0,0.0,1.2877916097640991,rally_attempt,3,0.0,-0.008703810711046422
2019-11-18,996007.647392919,996007.647392919,0.0,0,0.0,1.2980352640151978,rally_attempt,2,0.0,-0.008703810711046422
2019-11-19,996007.647392919,996007.647392919,0.0,0,0.0,1.311025857925415,rally_attempt,2,0.0,-0.008703810711046422
2019-11-20,996007.647392919,996007.647392919,0.0,0,0.0,1.2980120182037354,rally_attempt,2,0.0,-0.008703810711046422
2019-11-21,996007.647392919,996007.647392919,0.0,0,0.0,1.2919468879699707,rally_attempt,2,0.0,-0.008703810711046422
2019-11-22,996007.647392919,996007.647392919,0.0,0,0.0,1.2787902355194092,rally_attempt,2,0.0,-0.008703810711046422
2019-11-25,996007.647392919,996007.647392919,0.0,0,0.0,1.288163661956787,rally_attempt,3,0.0,-0.008703810711046422
2019-11-26,996007.647392919,996007.647392919,0.0,0,0.0,1.2926278114318848,rally_attempt,3,0.0,-0.008703810711046422
2019-11-27,996007.647392919,996007.647392919,0.0,0,0.0,1.2873033285140991,rally_attempt,3,0.0,-0.008703810711046422
2019-11-28,996007.647392919,996007.647392919,0.0,0,0.0,1.282879114151001,rally_attempt,3,0.0,-0.008703810711046422
2019-11-29,996007.647392919,996007.647392919,0.0,0,0.0,1.2717087268829346,rally_attempt,3,0.0,-0.008703810711046422
2019-12-02,996007.647392919,996007.647392919,0.0,0,0.0,1.2741633653640747,rally_attempt,1,0.0,-0.008703810711046422
2019-12-03,996007.647392919,996007.647392919,0.0,0,0.0,1.2791556119918823,rally_attempt,1,0.0,-0.008703810711046422
2019-12-04,996007.647392919,996007.647392919,0.0,0,0.0,1.278733730316162,rally_attempt,1,0.0,-0.008703810711046422
2019-12-05,996007.647392919,996007.647392919,0.0,0,0.0,1.2885456085205078,rally_attempt,1,0.0,-0.008703810711046422
2019-12-06,996007.647392919,996007.647392919,0.0,0,0.0,1.296195149421692,rally_attempt,1,0.0,-0.008703810711046422
2019-12-09,996007.647392919,996007.647392919,0.0,0,0.0,1.2938899993896484,rally_attempt,1,0.0,-0.008703810711046422
2019-12-10,996007.647392919,996007.647392919,0.0,0,0.0,1.2955275774002075,rally_attempt,1,0.0,-0.008703810711046422
2019-12-11,996007.647392919,996007.647392919,0.0,0,0.0,1.2963147163391113,rally_attempt,1,0.0,-0.008703810711046422
