scenario,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,median_holdings,valid_month_ratio,rebalance_count,selected_unique_symbols,future_notice_rows,rejected_order_count
local-public-window-calibration,2.4868923975923463,0.12381594886321445,0.44850331067516425,0.7543777364066465,0.17525352968078411,28.419466476129724,0.004231470907722452,0.19924262072177112,1111,"{'2009': 1.023046632591281, '2010': 0.08330552611548403, '2011': -0.15121027824986122, '2012': 0.06851227745241384, '2013': 0.014179093705300572, '2014': 0.32535748319289715, '2015': 0.6429350213876426, '2016': -0.11492632106929201, '2017': -0.06489192178624403, '2018': -0.1709944422952081, '2019': 0.15780471231436}",41.0,0.8787878787878788,132,367,0,104036
