order_id,trade_date,symbol,side,execution,requested_shares,filled_shares,unfilled_shares,price,gross_value,commission,tax,reason
1,2013-03-05,SH601238,buy,open,26200,26200,0,3.8122992515563965,99882.24039077759,29.964672117233274,0.0,filled
2,2013-04-23,SH601238,sell,open,26200,26200,0,4.008341312408447,105018.54238510132,31.50556271553039,105.01854238510133,filled
3,2013-06-25,SH601238,buy,open,22700,22700,0,4.611643314361572,104684.30323600769,31.405290970802305,0.0,filled
4,2013-09-05,SH601238,sell,open,22700,22700,0,5.734508991241455,130173.35410118103,39.05200623035431,130.17335410118102,filled
5,2014-08-26,SH601238,buy,open,24200,24200,0,5.380209445953369,130201.06859207153,39.060320577621454,0.0,filled
6,2014-11-25,SH601238,sell,open,24200,24200,0,5.454640865325928,132002.30894088745,39.600692682266235,132.00230894088745,filled
7,2015-01-20,SH601238,buy,open,24100,24100,0,5.457111358642578,131516.38374328613,39.45491512298584,0.0,filled
8,2015-03-06,SH601238,sell,open,24100,24100,0,6.128450393676758,147695.65448760986,44.30869634628296,147.69565448760986,filled
9,2015-06-01,SH601238,buy,open,18100,18100,0,8.131207466125488,147174.85513687134,44.1524565410614,0.0,filled
10,2015-06-08,SH601238,sell,open,18100,18100,0,9.897884368896484,179151.70707702637,53.74551212310791,179.15170707702637,filled
11,2015-07-08,SH601238,buy,open,21600,21600,0,8.307394027709961,179439.71099853516,53.83191329956054,0.0,filled
12,2015-07-20,SH601238,sell,open,21600,21600,0,11.860406875610352,256184.7885131836,76.85543655395507,256.1847885131836,filled
13,2015-08-26,SH601238,buy,open,23100,23100,0,11.030033111572266,254793.76487731934,76.43812946319579,0.0,filled
14,2015-10-13,SH601238,sell,open,23100,23100,0,14.022294998168945,323915.01445770264,97.17450433731078,323.9150144577026,filled
15,2015-11-30,SH601238,buy,open,23100,23100,0,14.014450073242188,323733.79669189453,97.12013900756835,0.0,filled
16,2015-12-24,SH601238,sell,open,23100,23100,0,16.75167465209961,386963.684463501,116.08910533905028,386.963684463501,filled
17,2016-06-14,SH601238,buy,open,25600,25600,0,15.101430892944336,386596.630859375,115.97898925781249,0.0,filled
18,2016-07-07,SH601238,sell,open,25600,25600,0,16.834884643554688,430973.046875,129.29191406249998,430.973046875,filled
19,2016-09-02,SH601238,buy,open,28300,28300,0,15.185731887817383,429756.21242523193,128.92686372756958,0.0,filled
20,2017-03-01,SH601238,sell,open,28300,28300,0,17.66347885131836,499876.45149230957,149.96293544769287,499.87645149230957,filled
21,2017-04-11,SH601238,buy,open,28500,28500,0,17.510671615600586,499054.1410446167,149.716242313385,0.0,filled
22,2017-05-04,SH601238,sell,open,28500,28500,0,18.155221939086914,517423.82526397705,155.22714757919312,517.423825263977,filled
23,2017-05-24,SH601238,buy,open,30000,30000,0,17.247068405151367,517412.052154541,155.2236156463623,0.0,filled
24,2017-06-12,SH601238,sell,open,30000,30000,0,18.797773361206055,563933.2008361816,169.17996025085446,563.9332008361816,filled
25,2017-11-21,SH601238,buy,open,32700,32700,0,17.204320907592773,562581.2936782837,168.77438810348508,0.0,filled
26,2018-01-04,SH601238,sell,open,32700,32700,0,17.67669105529785,578027.7975082397,173.4083392524719,578.0277975082398,filled
27,2018-02-02,SH601238,buy,open,40900,40900,0,14.101298332214355,576743.1017875671,173.02293053627014,0.0,filled
28,2018-03-09,SH601238,sell,open,40900,40900,0,15.27602481842041,624789.4150733948,187.4368245220184,624.7894150733948,filled
29,2018-04-19,SH601238,buy,open,51900,51900,0,12.027216911315918,624212.5576972961,187.26376730918884,0.0,filled
30,2018-05-16,SH601238,sell,open,51900,51900,0,12.990128517150879,674187.6700401306,202.25630101203916,674.1876700401307,filled
