comparison,execution_date,local_count,joinquant_count,intersection_count,overlap_ratio,local_only,joinquant_only
selected_candidates,2019-11-01,20,20,9,0.45,"SH600512,SH600516,SH600668,SH600995,SH603277,SH603585,SH603980,SZ000581,SZ000922,SZ002195,SZ002440","SH600097,SH600267,SH600510,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002150,SZ002664,SZ300625"
selected_candidates,2019-12-02,20,20,10,0.5,"SH600512,SH600668,SH600682,SH603277,SH603980,SZ000922,SZ002195,SZ002440,SZ002775,SZ300017","SH600097,SH600267,SH601222,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002664,SZ300625"
selected_candidates,2020-01-02,20,20,9,0.45,"SH600328,SH600512,SH600516,SH600668,SH600682,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775","SH600097,SH600267,SH600720,SH601222,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300625"
selected_candidates,2020-02-03,20,20,8,0.4,"SH600512,SH600516,SH600668,SH600694,SH603980,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775,SZ300017","SH600097,SH600267,SH600510,SH600720,SH601222,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300107,SZ300625"
selected_candidates,2020-03-02,20,20,8,0.4,"SH600566,SH600668,SH600682,SH600694,SH603277,SH603980,SZ000922,SZ002195,SZ002406,SZ002440,SZ002746,SZ002775","SH600097,SH600720,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ002360,SZ002724,SZ002884,SZ300107,SZ300625"
selected_candidates,2020-04-01,20,20,9,0.45,"SH600449,SH600566,SH600682,SH600694,SH600750,SH603585,SH603980,SZ002195,SZ002440,SZ002884,SZ300570","SH600097,SH600987,SH603458,SH603808,SH603858,SZ000910,SZ000933,SZ002233,SZ002664,SZ002724,SZ300625"
selected_candidates,2020-05-06,20,20,19,0.95,SZ002128,SH600035
selected_candidates,2020-06-01,20,20,18,0.9,"SH600273,SZ000581","SH600035,SH600682"
selected_candidates,2020-07-01,20,20,18,0.9,"SH600273,SH600352","SH601677,SZ002746"
selected_candidates,2020-08-03,20,20,18,0.9,"SZ002746,SZ300193","SH600062,SZ002664"
selected_candidates,2020-09-01,20,20,13,0.65,"SH600051,SH600846,SZ002234,SZ002582,SZ002746,SZ002884,SZ002933","SH600023,SH600026,SH603556,SZ000027,SZ000922,SZ002403,SZ002406"
selected_candidates,2020-10-09,20,20,12,0.6,"SH600051,SH600750,SH601567,SH603758,SZ002234,SZ002270,SZ002582,SZ002746","SH600023,SH600026,SH600720,SH603012,SH603556,SZ000027,SZ002403,SZ002406"
selected_candidates,2020-11-02,20,20,9,0.45,"SH600051,SH600750,SH601000,SH601006,SH603556,SH603758,SZ000027,SZ002394,SZ002406,SZ002432,SZ002582","SH600067,SH600368,SH600668,SH603886,SZ000069,SZ000791,SZ000883,SZ000910,SZ002033,SZ002236,SZ002724"
selected_candidates,2020-12-01,20,20,9,0.45,"SH600051,SH600668,SH600750,SH601000,SH601006,SH601677,SZ002100,SZ002394,SZ002406,SZ002432,SZ002540","SH600023,SH600067,SH600368,SH603886,SZ000069,SZ000883,SZ000910,SZ002033,SZ002312,SZ002382,SZ300625"
selected_candidates,2021-01-04,20,20,10,0.5,"SH600051,SH600273,SH601000,SH601006,SH601088,SH601677,SZ002236,SZ002394,SZ002406,SZ002432","SH600067,SH600368,SH603886,SZ000612,SZ000883,SZ000910,SZ002322,SZ002724,SZ300552,SZ300625"
selected_candidates,2021-02-01,20,20,9,0.45,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ002381,SZ002394,SZ002406,SZ002432,SZ300771","SH600023,SH600028,SH600067,SH600368,SH603886,SZ000069,SZ000910,SZ002033,SZ002724,SZ300552,SZ300625"
selected_candidates,2021-03-01,20,20,9,0.45,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ000581,SZ000690,SZ002394,SZ002406,SZ002540","SH600023,SH600067,SH600368,SH603886,SZ000883,SZ000910,SZ002322,SZ002724,SZ300259,SZ300462,SZ300625"
selected_candidates,2021-04-01,20,20,11,0.55,"SH600449,SH600603,SH600668,SH600720,SH601677,SZ000690,SZ002128,SZ002394,SZ002406","SH600390,SH600585,SH601163,SH603886,SZ002322,SZ002382,SZ002724,SZ300462,SZ300625"
selected_candidates,2021-05-06,20,20,19,0.95,SZ002763,SZ002531
selected_candidates,2021-06-01,20,20,18,0.9,"SH601126,SZ300403","SZ002128,SZ002531"
selected_candidates,2021-07-01,20,20,19,0.95,SZ002283,SZ002406
selected_candidates,2021-08-02,20,20,11,0.55,"SH600033,SH600566,SH603199,SH603238,SZ000698,SZ002296,SZ002611,SZ300192,SZ300690","SH600075,SH600089,SH600707,SH601006,SH603089,SH603900,SZ002022,SZ002406,SZ002763"
selected_candidates,2021-09-01,20,20,11,0.55,"SH600033,SH600273,SH600512,SH600643,SH600668,SH600966,SH603238,SZ002022,SZ002606","SH600449,SH600535,SH600720,SH601019,SZ000910,SZ000923,SZ002233,SZ002467,SZ002543"
selected_candidates,2021-10-08,20,20,11,0.55,"SH600033,SH600075,SH600512,SH600643,SH600668,SH600966,SH603199,SZ002022,SZ300888","SH600449,SH600535,SH600720,SZ000612,SZ000910,SZ000923,SZ002110,SZ002467,SZ002543"
selected_candidates,2021-11-01,20,20,11,0.55,"SH600512,SH600643,SH600694,SH600707,SZ000581,SZ002270,SZ002382,SZ002774,SZ300888","SH600033,SH600449,SH601000,SH601019,SH603886,SH688298,SZ000026,SZ000666,SZ002131"
selected_candidates,2021-12-01,20,20,10,0.5,"SH600097,SH600512,SH600643,SH600668,SH600707,SH600966,SZ000581,SZ002382,SZ002469,SZ002774","SH600327,SH600449,SH600566,SH600585,SH603886,SH603898,SZ000026,SZ000666,SZ000807,SZ002255"
selected_candidates,2022-01-04,20,20,7,0.35,"SH600512,SH600643,SH600668,SH600694,SH600707,SH600966,SH688068,SZ000581,SZ002064,SZ002270,SZ002382,SZ002469,SZ002774","SH600089,SH600327,SH600449,SH603886,SH603898,SH688399,SZ000666,SZ000833,SZ000883,SZ002022,SZ002109,SZ002818,SZ300259"
selected_candidates,2022-02-07,20,20,8,0.4,"SH600512,SH600643,SH600668,SH600707,SH600966,SZ000581,SZ002270,SZ002382,SZ002469,SZ002759,SZ002774,SZ300888","SH600089,SH600449,SH601000,SH603012,SH603886,SH603898,SH688399,SZ000666,SZ000725,SZ000833,SZ002255,SZ300259"
selected_candidates,2022-03-01,20,20,8,0.4,"SH600512,SH600643,SH600668,SH600694,SH600707,SH600966,SZ000581,SZ002064,SZ002270,SZ002382,SZ002469,SZ002774","SH600089,SH600449,SH601000,SH603886,SH603898,SH688399,SZ000666,SZ000725,SZ000833,SZ002109,SZ002322,SZ002818"
selected_candidates,2022-04-01,20,20,8,0.4,"SH600512,SH600643,SH600668,SH600707,SH600746,SH600966,SH603508,SZ000581,SZ002064,SZ002270,SZ002382,SZ300888","SH600535,SH600618,SH600636,SH601000,SH601811,SH603898,SZ000598,SZ002109,SZ002255,SZ002322,SZ300360,SZ300771"
selected_candidates,2022-05-05,20,20,11,0.55,"SH600033,SH600097,SH600694,SH601857,SH688298,SZ000949,SZ002067,SZ002543,SZ002798","SH600035,SH600368,SH600585,SH600780,SH601339,SH688057,SH688317,SZ002109,SZ002763"
selected_candidates,2022-06-01,20,20,19,0.95,SZ300360,SH600694
selected_candidates,2022-07-01,20,20,16,0.8,"SZ000731,SZ000848,SZ000933,SZ002763","SH600694,SH600746,SH601339,SH688057"
selected_candidates,2022-08-01,20,20,17,0.85,"SH601919,SZ002296,SZ002932","SH600694,SH601827,SH688298"
selected_candidates,2022-09-01,20,20,12,0.6,"SH600643,SH603357,SH603508,SH688068,SH688181,SZ000598,SZ000663,SZ002759","SH600449,SH601019,SH601339,SH603889,SZ000910,SZ000930,SZ002432,SZ300259"
selected_candidates,2022-10-10,20,20,12,0.6,"SH600643,SH603508,SH688068,SZ000598,SZ002759,SZ003019,SZ300146,SZ300502","SH600449,SH600720,SH601019,SZ000833,SZ000910,SZ000930,SZ002432,SZ300259"
selected_candidates,2022-11-01,20,20,11,0.55,"SH600596,SH603095,SH603357,SH603508,SH688606,SZ000663,SZ000731,SZ002759,SZ300771","SH600141,SH600438,SH600777,SH603886,SZ000666,SZ000726,SZ002432,SZ002955,SZ300230"
selected_candidates,2022-12-01,20,20,11,0.55,"SH600596,SH603095,SH603357,SH603508,SH688075,SH688606,SZ000731,SZ002759,SZ300502","SH600438,SH603886,SH688399,SZ000666,SZ000726,SZ002432,SZ002955,SZ300230,SZ300761"
selected_candidates,2023-01-03,20,20,11,0.55,"SH600596,SH603095,SH603357,SH688075,SH688606,SZ000731,SZ000848,SZ002759,SZ300502","SH600438,SH603886,SH688399,SZ000726,SZ002432,SZ002955,SZ300121,SZ300230,SZ300761"
selected_candidates,2023-02-01,20,20,11,0.55,"SH600596,SH603095,SH603357,SH688075,SH688606,SZ000731,SZ002759,SZ300502,SZ300771","SH600438,SH600720,SH600780,SH603886,SH688399,SZ000726,SZ002432,SZ002955,SZ300230"
selected_candidates,2023-03-01,20,20,11,0.55,"SH600596,SH603077,SH603095,SH603357,SH688075,SH688606,SZ000731,SZ002759,SZ300771","SH600438,SH603886,SH688399,SZ000666,SZ000726,SZ002048,SZ002432,SZ002955,SZ300230"
selected_candidates,2023-04-03,20,20,8,0.4,"SH600596,SH600777,SH601857,SH603077,SH603095,SH688075,SH688606,SZ000731,SZ002662,SZ002884,SZ300726,SZ300771","SH600271,SH600971,SH601811,SH688068,SZ000666,SZ000726,SZ002048,SZ002432,SZ002497,SZ002611,SZ002756,SZ002955"
selected_candidates,2023-05-04,20,20,11,0.55,"SH600618,SH600777,SH601339,SH603077,SH688075,SH688606,SZ002030,SZ002759,SZ002884","SH600133,SH600328,SH600525,SH600566,SH600757,SZ000731,SZ000915,SZ002432,SZ002497"
selected_candidates,2023-06-01,20,20,18,0.9,"SZ002643,SZ300146","SZ002466,SZ003019"
holdings,2019-01-02,20,20,20,1.0,,
holdings,2019-02-01,20,20,20,1.0,,
holdings,2019-03-01,20,20,20,1.0,,
holdings,2019-04-01,20,20,20,1.0,,
holdings,2019-05-06,21,20,20,0.9523809523809523,SH600328,
holdings,2019-06-03,20,20,20,1.0,,
holdings,2019-07-01,20,20,20,1.0,,
holdings,2019-08-01,20,20,20,1.0,,
holdings,2019-09-02,20,20,20,1.0,,
holdings,2019-10-08,20,20,20,1.0,,
holdings,2019-11-01,20,20,20,1.0,,
holdings,2019-12-02,20,20,20,1.0,,
holdings,2020-01-02,20,20,20,1.0,,
holdings,2020-02-03,20,21,20,0.9523809523809523,,SZ300107
holdings,2020-03-02,20,20,20,1.0,,
holdings,2020-04-01,20,20,20,1.0,,
holdings,2020-05-06,20,20,20,1.0,,
holdings,2020-06-01,20,20,20,1.0,,
holdings,2020-07-01,20,20,20,1.0,,
holdings,2020-08-03,20,20,20,1.0,,
holdings,2020-09-01,20,20,20,1.0,,
holdings,2020-10-09,20,20,20,1.0,,
holdings,2020-11-02,20,20,20,1.0,,
holdings,2020-12-01,20,20,20,1.0,,
holdings,2021-01-04,20,20,20,1.0,,
holdings,2021-02-01,20,20,20,1.0,,
holdings,2021-03-01,20,20,20,1.0,,
holdings,2021-04-01,20,20,20,1.0,,
holdings,2021-05-06,20,20,20,1.0,,
holdings,2021-06-01,20,20,20,1.0,,
holdings,2021-07-01,20,20,20,1.0,,
holdings,2021-08-02,20,20,20,1.0,,
holdings,2021-09-01,20,20,20,1.0,,
holdings,2021-10-08,20,20,20,1.0,,
holdings,2021-11-01,20,20,20,1.0,,
holdings,2021-12-01,20,20,20,1.0,,
holdings,2022-01-04,20,20,20,1.0,,
holdings,2022-02-07,20,20,20,1.0,,
holdings,2022-03-01,20,20,20,1.0,,
holdings,2022-04-01,19,20,19,0.95,,SZ300771
holdings,2022-05-05,19,20,19,0.95,,SH688317
holdings,2022-06-01,20,20,20,1.0,,
holdings,2022-07-01,20,20,20,1.0,,
holdings,2022-08-01,20,20,20,1.0,,
holdings,2022-09-01,20,20,20,1.0,,
holdings,2022-10-10,20,20,20,1.0,,
holdings,2022-11-01,20,20,20,1.0,,
holdings,2022-12-01,20,20,19,0.95,SH688068,SZ300761
holdings,2023-01-03,20,20,20,1.0,,
holdings,2023-02-01,20,20,20,1.0,,
holdings,2023-03-01,20,20,20,1.0,,
holdings,2023-04-03,20,20,20,1.0,,
holdings,2023-05-04,19,19,19,1.0,,
holdings,2023-06-01,20,20,20,1.0,,
ordered_symbols,2019-01-02,20,20,20,1.0,,
ordered_symbols,2019-02-01,23,23,23,1.0,,
ordered_symbols,2019-03-01,25,25,25,1.0,,
ordered_symbols,2019-04-01,32,32,32,1.0,,
ordered_symbols,2019-05-06,37,37,37,1.0,,
ordered_symbols,2019-06-03,25,24,24,0.96,SH600328,
ordered_symbols,2019-07-01,21,21,21,1.0,,
ordered_symbols,2019-08-01,24,24,24,1.0,,
ordered_symbols,2019-09-02,34,34,34,1.0,,
ordered_symbols,2019-10-08,25,25,25,1.0,,
ordered_symbols,2019-11-01,34,34,34,1.0,,
ordered_symbols,2019-12-02,21,21,21,1.0,,
ordered_symbols,2020-01-02,22,22,22,1.0,,
ordered_symbols,2020-02-03,22,22,22,1.0,,
ordered_symbols,2020-03-02,25,25,25,1.0,,
ordered_symbols,2020-04-01,29,29,29,1.0,,
ordered_symbols,2020-05-06,38,38,38,1.0,,
ordered_symbols,2020-06-01,22,23,22,0.9565217391304348,,SH600051
ordered_symbols,2020-07-01,23,24,23,0.9583333333333334,,SZ000600
ordered_symbols,2020-08-03,26,26,26,1.0,,
ordered_symbols,2020-09-01,36,36,36,1.0,,
ordered_symbols,2020-10-09,22,22,22,1.0,,
ordered_symbols,2020-11-02,33,33,33,1.0,,
ordered_symbols,2020-12-01,24,24,24,1.0,,
ordered_symbols,2021-01-04,25,25,25,1.0,,
ordered_symbols,2021-02-01,24,24,24,1.0,,
ordered_symbols,2021-03-01,24,24,24,1.0,,
ordered_symbols,2021-04-01,27,27,27,1.0,,
ordered_symbols,2021-05-06,38,38,38,1.0,,
ordered_symbols,2021-06-01,27,27,27,1.0,,
ordered_symbols,2021-07-01,25,25,25,1.0,,
ordered_symbols,2021-08-02,29,29,29,1.0,,
ordered_symbols,2021-09-01,36,36,36,1.0,,
ordered_symbols,2021-10-08,24,24,24,1.0,,
ordered_symbols,2021-11-01,35,35,35,1.0,,
ordered_symbols,2021-12-01,28,28,28,1.0,,
ordered_symbols,2022-01-04,25,25,25,1.0,,
ordered_symbols,2022-02-07,22,22,22,1.0,,
ordered_symbols,2022-03-01,22,22,22,1.0,,
ordered_symbols,2022-04-01,31,31,31,1.0,,
ordered_symbols,2022-05-05,36,37,36,0.972972972972973,,SZ300771
ordered_symbols,2022-06-01,27,28,27,0.9642857142857143,,SH688317
ordered_symbols,2022-07-01,25,25,25,1.0,,
ordered_symbols,2022-08-01,24,24,24,1.0,,
ordered_symbols,2022-09-01,35,35,35,1.0,,
ordered_symbols,2022-10-10,23,23,23,1.0,,
ordered_symbols,2022-11-01,33,33,33,1.0,,
ordered_symbols,2022-12-01,22,22,22,1.0,,
ordered_symbols,2023-01-03,21,21,20,0.9523809523809523,SH688068,SZ000726
ordered_symbols,2023-02-01,21,22,21,0.9545454545454546,,SH688399
ordered_symbols,2023-03-01,23,23,23,1.0,,
ordered_symbols,2023-04-03,28,28,28,1.0,,
ordered_symbols,2023-05-04,31,32,31,0.96875,,SZ002466
ordered_symbols,2023-06-01,28,28,28,1.0,,
