family,split,train_blocks,test_blocks,selected_trial,is_sharpe,oos_sharpe,oos_percentile,logit,below_oos_median
bollinger-breakout,46,1;3;4;5,0;2;6;7,bollinger-breakout__period-20-width-1,0.4366936013643152,1.1942540398014652,0.75,1.0986122886681098,False
bollinger-breakout,47,1;3;4;6,0;2;5;7,bollinger-breakout__period-50-width-1p5,1.1329196016329415,-0.048353674325312145,0.25,-1.0986122886681098,True
bollinger-breakout,48,1;3;4;7,0;2;5;6,bollinger-breakout__period-20-width-1,0.7221504700724014,0.9528653396576361,0.5833333333333334,0.336472236621213,False
bollinger-breakout,49,1;3;5;6,0;2;4;7,bollinger-breakout__period-20-width-2,1.266095346914719,0.2460929350783602,0.08333333333333333,-2.3978952727983707,True
bollinger-breakout,50,1;3;5;7,0;2;4;6,bollinger-breakout__period-20-width-1,0.6841165026304702,0.8923728020175156,0.08333333333333333,-2.3978952727983707,True
bollinger-breakout,51,1;3;6;7,0;2;4;5,bollinger-breakout__period-20-width-1,1.3437473545036223,0.3183392704268315,0.4166666666666667,-0.33647223662121273,True
bollinger-breakout,52,1;4;5;6,0;2;3;7,bollinger-breakout__period-20-width-1p5,1.0431751502353592,0.3161503891269395,0.75,1.0986122886681098,False
bollinger-breakout,53,1;4;5;7,0;2;3;6,bollinger-breakout__period-20-width-1,0.7535445265141554,0.9178168824596791,0.4166666666666667,-0.33647223662121273,True
bollinger-breakout,54,1;4;6;7,0;2;3;5,bollinger-breakout__period-20-width-1,1.2443255135900826,-0.03953920969471376,0.5833333333333334,0.336472236621213,False
bollinger-breakout,55,1;5;6;7,0;2;3;4,bollinger-breakout__period-20-width-1,1.3682469173710947,0.27722651647054963,0.4166666666666667,-0.33647223662121273,True
bollinger-breakout,56,2;3;4;5,0;1;6;7,bollinger-breakout__period-20-width-2,0.5395596799190711,0.6665517432835683,0.25,-1.0986122886681098,True
bollinger-breakout,57,2;3;4;6,0;1;5;7,bollinger-breakout__period-50-width-2,1.1241608032534987,-0.29128334738444045,0.08333333333333333,-2.3978952727983707,True
bollinger-breakout,58,2;3;4;7,0;1;5;6,bollinger-breakout__period-20-width-1,0.6216346561597179,1.1113988002113726,0.5833333333333334,0.336472236621213,False
bollinger-breakout,59,2;3;5;6,0;1;4;7,bollinger-breakout__period-20-width-2,1.434376184327165,0.11113853130546401,0.08333333333333333,-2.3978952727983707,True
bollinger-breakout,60,2;3;5;7,0;1;4;6,bollinger-breakout__period-20-width-1,0.5340263568635804,0.9953513451730777,0.5833333333333334,0.336472236621213,False
bollinger-breakout,61,2;3;6;7,0;1;4;5,bollinger-breakout__period-20-width-1,1.2132344670163209,0.43021862736000394,0.9166666666666666,2.3978952727983702,False
bollinger-breakout,62,2;4;5;6,0;1;3;7,bollinger-breakout__period-20-width-2,1.1581347401570794,-0.3832515445269988,0.08333333333333333,-2.3978952727983707,True
bollinger-breakout,63,2;4;5;7,0;1;3;6,bollinger-breakout__period-20-width-1,0.6542215792936561,1.0813652733186476,0.75,1.0986122886681098,False
bollinger-breakout,64,2;4;6;7,0;1;3;5,bollinger-breakout__period-20-width-1,1.1511741664225659,0.17107557592015127,0.9166666666666666,2.3978952727983702,False
bollinger-breakout,65,2;5;6;7,0;1;3;4,bollinger-breakout__period-20-width-1,1.240284221714087,0.3908480884820515,0.75,1.0986122886681098,False
bollinger-breakout,66,3;4;5;6,0;1;2;7,bollinger-breakout__period-20-width-2,1.1180650879957423,-0.22957890422696758,0.08333333333333333,-2.3978952727983707,True
bollinger-breakout,67,3;4;5;7,0;1;2;6,bollinger-breakout__period-20-width-1,0.699123464434757,0.9968459686561577,0.5833333333333334,0.336472236621213,False
bollinger-breakout,68,3;4;6;7,0;1;2;5,bollinger-breakout__period-20-width-1,1.1964758710794294,0.08463892458304555,0.5833333333333334,0.336472236621213,False
bollinger-breakout,69,3;5;6;7,0;1;2;4,bollinger-breakout__period-20-width-1,1.3071210562036557,0.3422977495128541,0.75,1.0986122886681098,False
bollinger-breakout,70,4;5;6;7,0;1;2;3,bollinger-breakout__period-20-width-1,1.221281754922996,0.0013780972859558744,0.75,1.0986122886681098,False
keltner-breakout,1,0;1;2;3,4;5;6;7,keltner-breakout__multiplier-2p5-period-20,-0.3601192031658348,1.0132749003132475,0.4166666666666667,-0.33647223662121273,True
keltner-breakout,2,0;1;2;4,3;5;6;7,keltner-breakout__multiplier-1p5-period-20,0.38143674092982743,1.2873905312248681,0.9166666666666666,2.3978952727983702,False
keltner-breakout,3,0;1;2;5,3;4;6;7,keltner-breakout__multiplier-1p5-period-20,-0.31848363877740754,1.3440722906414475,0.9166666666666666,2.3978952727983702,False
keltner-breakout,4,0;1;2;6,3;4;5;7,keltner-breakout__multiplier-2p5-period-20,0.8505736434131304,0.5197727058889144,0.5833333333333334,0.336472236621213,False
keltner-breakout,5,0;1;2;7,3;4;5;6,keltner-breakout__multiplier-1p5-period-20,0.21303341235610052,1.2314078013063392,0.9166666666666666,2.3978952727983702,False
keltner-breakout,6,0;1;3;4,2;5;6;7,keltner-breakout__multiplier-1p5-period-20,0.36892338580783984,1.2873967849902523,0.9166666666666666,2.3978952727983702,False
keltner-breakout,7,0;1;3;5,2;4;6;7,keltner-breakout__multiplier-1p5-period-20,-0.3748372410881677,1.346918433077129,0.9166666666666666,2.3978952727983702,False
keltner-breakout,8,0;1;3;6,2;4;5;7,keltner-breakout__multiplier-2p5-period-20,0.8042447191386815,0.5710384332977336,0.5833333333333334,0.336472236621213,False
keltner-breakout,9,0;1;3;7,2;4;5;6,keltner-breakout__multiplier-1p5-period-20,0.19423258986958838,1.2345391604542346,0.9166666666666666,2.3978952727983702,False
keltner-breakout,10,0;1;4;5,2;3;6;7,keltner-breakout__multiplier-1p5-period-20,0.42788209704008606,1.240618160320031,0.9166666666666666,2.3978952727983702,False
keltner-breakout,11,0;1;4;6,2;3;5;7,keltner-breakout__multiplier-1p5-period-20,0.9981481967766733,0.5657283391594683,0.9166666666666666,2.3978952727983702,False
keltner-breakout,12,0;1;4;7,2;3;5;6,keltner-breakout__multiplier-1p5-period-20,0.6385536548332167,1.1613320436531869,0.9166666666666666,2.3978952727983702,False
keltner-breakout,13,0;1;5;6,2;3;4;7,keltner-breakout__multiplier-1p5-period-20,0.8511281219331887,0.8267531919200889,0.9166666666666666,2.3978952727983702,False
keltner-breakout,14,0;1;5;7,2;3;4;6,keltner-breakout__multiplier-1p5-period-20,0.27597866084643663,1.192188471666496,0.9166666666666666,2.3978952727983702,False
keltner-breakout,15,0;1;6;7,2;3;4;5,keltner-breakout__multiplier-1p5-period-20,0.9997730259310198,0.6441635079417383,0.9166666666666666,2.3978952727983702,False
keltner-breakout,16,0;2;3;4,1;5;6;7,keltner-breakout__multiplier-2p5-period-40,0.529780665055718,0.27086789507009584,0.08333333333333333,-2.3978952727983707,True
keltner-breakout,17,0;2;3;5,1;4;6;7,keltner-breakout__multiplier-1p5-period-20,-0.16907774828620797,1.2829280307121471,0.9166666666666666,2.3978952727983702,False
keltner-breakout,18,0;2;3;6,1;4;5;7,keltner-breakout__multiplier-2p5-period-20,1.0174588328656073,0.42590979453540406,0.5833333333333334,0.336472236621213,False
keltner-breakout,19,0;2;3;7,1;4;5;6,keltner-breakout__multiplier-1p5-period-20,0.31192729982109363,1.163175683737156,0.9166666666666666,2.3978952727983702,False
keltner-breakout,20,0;2;4;5,1;3;6;7,keltner-breakout__multiplier-1p5-period-20,0.5120247928461561,1.1525740608536719,0.9166666666666666,2.3978952727983702,False
keltner-breakout,21,0;2;4;6,1;3;5;7,keltner-breakout__multiplier-1p5-period-40,1.1029659064035098,-0.12646463961040852,0.4166666666666667,-0.33647223662121273,True
keltner-breakout,22,0;2;4;7,1;3;5;6,keltner-breakout__multiplier-1p5-period-20,0.7111030519813025,1.0501647029646315,0.9166666666666666,2.3978952727983702,False
keltner-breakout,23,0;2;5;6,1;3;4;7,keltner-breakout__multiplier-1p5-period-20,0.9650512786738569,0.7546971901830204,0.9166666666666666,2.3978952727983702,False
keltner-breakout,24,0;2;5;7,1;3;4;6,keltner-breakout__multiplier-1p5-period-20,0.3890973945294944,1.1197312352667914,0.9166666666666666,2.3978952727983702,False
keltner-breakout,25,0;2;6;7,1;3;4;5,keltner-breakout__multiplier-1p5-period-20,1.0889727284838846,0.56082638392666,0.9166666666666666,2.3978952727983702,False
keltner-breakout,26,0;3;4;5,1;2;6;7,keltner-breakout__multiplier-1p5-period-20,0.5011903486932187,1.1542985073375778,0.9166666666666666,2.3978952727983702,False
keltner-breakout,27,0;3;4;6,1;2;5;7,keltner-breakout__multiplier-1p5-period-40,1.0955494910847885,-0.08138430931715925,0.4166666666666667,-0.33647223662121273,True
keltner-breakout,28,0;3;4;7,1;2;5;6,keltner-breakout__multiplier-1p5-period-20,0.7029490487294996,1.0488788159986544,0.9166666666666666,2.3978952727983702,False
keltner-breakout,29,0;3;5;6,1;2;4;7,keltner-breakout__multiplier-1p5-period-20,0.9643148314369814,0.7623707792001787,0.9166666666666666,2.3978952727983702,False
keltner-breakout,30,0;3;5;7,1;2;4;6,keltner-breakout__multiplier-1p5-period-20,0.3743856605670893,1.1238759279788983,0.9166666666666666,2.3978952727983702,False
keltner-breakout,31,0;3;6;7,1;2;4;5,keltner-breakout__multiplier-1p5-period-20,1.0862854794145556,0.57094187561976,0.9166666666666666,2.3978952727983702,False
keltner-breakout,32,0;4;5;6,1;2;3;7,keltner-breakout__multiplier-1p5-period-20,1.1106500440303175,0.393192427140485,0.9166666666666666,2.3978952727983702,False
keltner-breakout,33,0;4;5;7,1;2;3;6,keltner-breakout__multiplier-1p5-period-20,0.7504493062785678,0.9896099423085093,0.75,1.0986122886681098,False
keltner-breakout,34,0;4;6;7,1;2;3;5,keltner-breakout__multiplier-1p5-period-20,1.2359523501782885,-0.037678733391623996,0.9166666666666666,2.3978952727983702,False
keltner-breakout,35,0;5;6;7,1;2;3;4,keltner-breakout__multiplier-1p5-period-20,1.1364477961741655,0.5148740727978985,0.9166666666666666,2.3978952727983702,False
keltner-breakout,36,1;2;3;4,0;5;6;7,keltner-breakout__multiplier-1p5-period-20,0.5148740727978985,1.1364477961741655,0.9166666666666666,2.3978952727983702,False
keltner-breakout,37,1;2;3;5,0;4;6;7,keltner-breakout__multiplier-1p5-period-20,-0.037678733391623996,1.2359523501782885,0.9166666666666666,2.3978952727983702,False
keltner-breakout,38,1;2;3;6,0;4;5;7,keltner-breakout__multiplier-2p5-period-20,1.0080641509975585,0.4326072926624421,0.4166666666666667,-0.33647223662121273,True
keltner-breakout,39,1;2;3;7,0;4;5;6,keltner-breakout__multiplier-1p5-period-20,0.393192427140485,1.1106500440303175,0.9166666666666666,2.3978952727983702,False
keltner-breakout,40,1;2;4;5,0;3;6;7,keltner-breakout__multiplier-1p5-period-20,0.57094187561976,1.0862854794145556,0.9166666666666666,2.3978952727983702,False
keltner-breakout,41,1;2;4;6,0;3;5;7,keltner-breakout__multiplier-1p5-period-20,1.1238759279788983,0.3743856605670893,0.9166666666666666,2.3978952727983702,False
keltner-breakout,42,1;2;4;7,0;3;5;6,keltner-breakout__multiplier-1p5-period-20,0.7623707792001787,0.9643148314369814,0.9166666666666666,2.3978952727983702,False
keltner-breakout,43,1;2;5;6,0;3;4;7,keltner-breakout__multiplier-1p5-period-20,1.0488788159986544,0.7029490487294996,0.9166666666666666,2.3978952727983702,False
keltner-breakout,44,1;2;5;7,0;3;4;6,keltner-breakout__multiplier-1p5-period-20,0.4677389931622029,1.0664769595451757,0.75,1.0986122886681098,False
keltner-breakout,45,1;2;6;7,0;3;4;5,keltner-breakout__multiplier-1p5-period-20,1.1542985073375778,0.5011903486932187,0.9166666666666666,2.3978952727983702,False
keltner-breakout,46,1;3;4;5,0;2;6;7,keltner-breakout__multiplier-1p5-period-20,0.56082638392666,1.0889727284838846,0.9166666666666666,2.3978952727983702,False
keltner-breakout,47,1;3;4;6,0;2;5;7,keltner-breakout__multiplier-1p5-period-20,1.1197312352667914,0.3890973945294944,0.9166666666666666,2.3978952727983702,False
keltner-breakout,48,1;3;4;7,0;2;5;6,keltner-breakout__multiplier-1p5-period-20,0.7546971901830204,0.9650512786738569,0.9166666666666666,2.3978952727983702,False
keltner-breakout,49,1;3;5;6,0;2;4;7,keltner-breakout__multiplier-1p5-period-20,1.0501647029646315,0.7111030519813025,0.9166666666666666,2.3978952727983702,False
keltner-breakout,50,1;3;5;7,0;2;4;6,keltner-breakout__multiplier-1p5-period-20,0.4547117715071272,1.0711392404027469,0.75,1.0986122886681098,False
keltner-breakout,51,1;3;6;7,0;2;4;5,keltner-breakout__multiplier-1p5-period-20,1.1525740608536719,0.5120247928461561,0.9166666666666666,2.3978952727983702,False
keltner-breakout,52,1;4;5;6,0;2;3;7,keltner-breakout__multiplier-1p5-period-20,1.163175683737156,0.31192729982109363,0.9166666666666666,2.3978952727983702,False
keltner-breakout,53,1;4;5;7,0;2;3;6,keltner-breakout__multiplier-1p5-period-20,0.8015179130359675,0.9026243428070199,0.4166666666666667,-0.33647223662121273,True
keltner-breakout,54,1;4;6;7,0;2;3;5,keltner-breakout__multiplier-1p5-period-20,1.2829280307121471,-0.16907774828620797,0.9166666666666666,2.3978952727983702,False
keltner-breakout,55,1;5;6;7,0;2;3;4,keltner-breakout__multiplier-1p5-period-20,1.201331789201103,0.45488849743994003,0.75,1.0986122886681098,False
keltner-breakout,56,2;3;4;5,0;1;6;7,keltner-breakout__multiplier-1p5-period-20,0.6441635079417383,0.9997730259310198,0.9166666666666666,2.3978952727983702,False
keltner-breakout,57,2;3;4;6,0;1;5;7,keltner-breakout__multiplier-1p5-period-20,1.192188471666496,0.27597866084643663,0.9166666666666666,2.3978952727983702,False
keltner-breakout,58,2;3;4;7,0;1;5;6,keltner-breakout__multiplier-1p5-period-20,0.8267531919200889,0.8511281219331887,0.9166666666666666,2.3978952727983702,False
keltner-breakout,59,2;3;5;6,0;1;4;7,keltner-breakout__multiplier-1p5-period-20,1.1613320436531869,0.6385536548332167,0.9166666666666666,2.3978952727983702,False
keltner-breakout,60,2;3;5;7,0;1;4;6,keltner-breakout__multiplier-1p5-period-20,0.5657283391594683,0.9981481967766733,0.9166666666666666,2.3978952727983702,False
keltner-breakout,61,2;3;6;7,0;1;4;5,keltner-breakout__multiplier-1p5-period-20,1.240618160320031,0.42788209704008606,0.9166666666666666,2.3978952727983702,False
keltner-breakout,62,2;4;5;6,0;1;3;7,keltner-breakout__multiplier-1p5-period-20,1.2345391604542346,0.19423258986958838,0.9166666666666666,2.3978952727983702,False
keltner-breakout,63,2;4;5;7,0;1;3;6,keltner-breakout__multiplier-1p5-period-20,0.8724980020767564,0.7838739305313857,0.75,1.0986122886681098,False
keltner-breakout,64,2;4;6;7,0;1;3;5,keltner-breakout__multiplier-1p5-period-20,1.346918433077129,-0.3748372410881677,0.9166666666666666,2.3978952727983702,False
keltner-breakout,65,2;5;6;7,0;1;3;4,keltner-breakout__multiplier-1p5-period-20,1.2873967849902523,0.36892338580783984,0.9166666666666666,2.3978952727983702,False
keltner-breakout,66,3;4;5;6,0;1;2;7,keltner-breakout__multiplier-1p5-period-20,1.2314078013063392,0.21303341235610052,0.9166666666666666,2.3978952727983702,False
keltner-breakout,67,3;4;5;7,0;1;2;6,keltner-breakout__multiplier-1p5-period-20,0.865837328328333,0.78864156203521,0.75,1.0986122886681098,False
keltner-breakout,68,3;4;6;7,0;1;2;5,keltner-breakout__multiplier-1p5-period-20,1.3440722906414475,-0.31848363877740754,0.9166666666666666,2.3978952727983702,False
keltner-breakout,69,3;5;6;7,0;1;2;4,keltner-breakout__multiplier-1p5-period-20,1.2873905312248681,0.38143674092982743,0.9166666666666666,2.3978952727983702,False
keltner-breakout,70,4;5;6;7,0;1;2;3,keltner-breakout__multiplier-1p5-period-20,1.3818947728891313,-0.49754138518049523,0.75,1.0986122886681098,False
rsi-reversion,1,0;1;2;3,4;5;6;7,rsi-reversion__entry-10-exit-70-period-2,-0.20972279430252708,0.7045963724336076,0.5833333333333334,0.336472236621213,False
rsi-reversion,2,0;1;2;4,3;5;6;7,rsi-reversion__entry-10-exit-70-period-2,0.13737383372578363,0.41889886284129557,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,3,0;1;2;5,3;4;6;7,rsi-reversion__entry-30-exit-50-period-14,0.19877535659447898,0.30960981521304065,0.25,-1.0986122886681098,True
rsi-reversion,4,0;1;2;6,3;4;5;7,rsi-reversion__entry-10-exit-70-period-2,0.344237775429411,0.2715273916319118,0.25,-1.0986122886681098,True
rsi-reversion,5,0;1;2;7,3;4;5;6,rsi-reversion__entry-10-exit-70-period-2,0.1694073658520126,0.46193590247879046,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,6,0;1;3;4,2;5;6;7,rsi-reversion__entry-30-exit-50-period-14,-0.036618450030001984,0.7183918717419124,0.9166666666666666,2.3978952727983702,False
rsi-reversion,7,0;1;3;5,2;4;6;7,rsi-reversion__entry-30-exit-50-period-14,0.13403869193303525,0.4577582628934969,0.25,-1.0986122886681098,True
rsi-reversion,8,0;1;3;6,2;4;5;7,rsi-reversion__entry-10-exit-70-period-2,0.10033844055748126,0.453421442413591,0.25,-1.0986122886681098,True
rsi-reversion,9,0;1;3;7,2;4;5;6,rsi-reversion__entry-10-exit-70-period-2,-0.0014623394237306834,0.7327033811007538,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,10,0;1;4;5,2;3;6;7,rsi-reversion__entry-30-exit-50-period-14,0.4617424298653533,-0.02066116697747076,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,11,0;1;4;6,2;3;5;7,rsi-reversion__entry-10-exit-70-period-2,0.4715226145608965,0.1786648733278231,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,12,0;1;4;7,2;3;5;6,rsi-reversion__entry-10-exit-70-period-2,0.2655846188526262,0.3421575827915204,0.5833333333333334,0.336472236621213,False
rsi-reversion,13,0;1;5;6,2;3;4;7,rsi-reversion__entry-10-exit-70-period-2,0.3453386536861352,0.2590229379615641,0.75,1.0986122886681098,False
rsi-reversion,14,0;1;5;7,2;3;4;6,rsi-reversion__entry-30-exit-50-period-14,0.40354352056806514,0.012233262618275216,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,15,0;1;6;7,2;3;4;5,rsi-reversion__entry-10-exit-70-period-2,0.41849210660957276,0.14870440507810093,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,16,0;2;3;4,1;5;6;7,rsi-reversion__entry-15-exit-70-period-2,-0.019606233574804118,0.13203653391790318,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,17,0;2;3;5,1;4;6;7,rsi-reversion__entry-20-exit-60-period-5,0.12682108218789592,-0.22918933928688234,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,18,0;2;3;6,1;4;5;7,rsi-reversion__entry-15-exit-70-period-2,0.07987491342923152,0.0505286592414614,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,19,0;2;3;7,1;4;5;6,rsi-reversion__entry-10-exit-70-period-2,-0.0838129264505971,0.8392376428319765,0.75,1.0986122886681098,False
rsi-reversion,20,0;2;4;5,1;3;6;7,rsi-reversion__entry-30-exit-50-period-14,0.2096182396152242,0.2764984517018286,0.5833333333333334,0.336472236621213,False
rsi-reversion,21,0;2;4;6,1;3;5;7,rsi-reversion__entry-15-exit-70-period-2,0.6680181317820273,-0.39582955292425387,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,22,0;2;4;7,1;3;5;6,rsi-reversion__entry-15-exit-70-period-2,0.23974803641368747,-0.16428528058832165,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,23,0;2;5;6,1;3;4;7,rsi-reversion__entry-15-exit-70-period-2,0.2944293787182196,-0.12450608208810018,0.25,-1.0986122886681098,True
rsi-reversion,24,0;2;5;7,1;3;4;6,rsi-reversion__entry-30-exit-50-period-14,0.16796753946794224,0.3451794990278157,0.75,1.0986122886681098,False
rsi-reversion,25,0;2;6;7,1;3;4;5,rsi-reversion__entry-10-exit-70-period-2,0.3346549796551801,0.25277422462114196,0.5833333333333334,0.336472236621213,False
rsi-reversion,26,0;3;4;5,1;2;6;7,rsi-reversion__entry-30-exit-50-period-14,0.13673167278207293,0.38575344569358894,0.75,1.0986122886681098,False
rsi-reversion,27,0;3;4;6,1;2;5;7,rsi-reversion__entry-15-exit-70-period-2,0.30263114347303105,-0.13754620533605225,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,28,0;3;4;7,1;2;5;6,rsi-reversion__entry-10-exit-70-period-2,0.011389350662792622,0.7188244127667355,0.75,1.0986122886681098,False
rsi-reversion,29,0;3;5;6,1;2;4;7,rsi-reversion__entry-20-exit-60-period-5,0.11566006256606894,-0.20470863802502443,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,30,0;3;5;7,1;2;4;6,rsi-reversion__entry-30-exit-50-period-14,0.10394203613499911,0.4901345434311548,0.5833333333333334,0.336472236621213,False
rsi-reversion,31,0;3;6;7,1;2;4;5,rsi-reversion__entry-10-exit-70-period-2,0.15412489027392193,0.49919067178789855,0.75,1.0986122886681098,False
rsi-reversion,32,0;4;5;6,1;2;3;7,rsi-reversion__entry-15-exit-70-period-2,0.5063923939173652,-0.3191778860759159,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,33,0;4;5;7,1;2;3;6,rsi-reversion__entry-30-exit-50-period-14,0.434878624079311,0.022019211346558338,0.75,1.0986122886681098,False
rsi-reversion,34,0;4;6;7,1;2;3;5,rsi-reversion__entry-15-exit-70-period-2,0.49925714897625806,-0.5073309181404986,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,35,0;5;6;7,1;2;3;4,rsi-reversion__entry-10-exit-70-period-2,0.3427523767888976,0.24126950716017764,0.9166666666666666,2.3978952727983702,False
rsi-reversion,36,1;2;3;4,0;5;6;7,rsi-reversion__entry-10-exit-70-period-2,0.24126950716017764,0.3427523767888976,0.9166666666666666,2.3978952727983702,False
rsi-reversion,37,1;2;3;5,0;4;6;7,rsi-reversion__entry-30-exit-50-period-14,0.44207817705784125,0.04610850012489259,0.5833333333333334,0.336472236621213,False
rsi-reversion,38,1;2;3;6,0;4;5;7,rsi-reversion__entry-10-exit-70-period-2,0.4593674355200755,0.19911508387051366,0.75,1.0986122886681098,False
rsi-reversion,39,1;2;3;7,0;4;5;6,rsi-reversion__entry-10-exit-70-period-2,0.2461483732923734,0.3602133125373592,0.75,1.0986122886681098,False
rsi-reversion,40,1;2;4;5,0;3;6;7,rsi-reversion__entry-30-exit-50-period-14,0.9715718653979846,-0.24775601014396478,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,41,1;2;4;6,0;3;5;7,rsi-reversion__entry-10-exit-70-period-2,0.9098076253803361,-0.053179707180261375,0.5833333333333334,0.336472236621213,False
rsi-reversion,42,1;2;4;7,0;3;5;6,rsi-reversion__entry-30-exit-50-period-14,0.6090034230485523,-0.046534803365174515,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,43,1;2;5;6,0;3;4;7,rsi-reversion__entry-30-exit-50-period-14,0.739151559746305,-0.07030193700323538,0.5833333333333334,0.336472236621213,False
rsi-reversion,44,1;2;5;7,0;3;4;6,rsi-reversion__entry-30-exit-50-period-14,0.8181354138290095,-0.24128629861822562,0.5833333333333334,0.336472236621213,False
rsi-reversion,45,1;2;6;7,0;3;4;5,rsi-reversion__entry-10-exit-70-period-2,0.7100547152896087,-0.14270260630539208,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,46,1;3;4;5,0;2;6;7,rsi-reversion__entry-30-exit-50-period-14,0.7817406644989142,-0.20756169252200787,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,47,1;3;4;6,0;2;5;7,rsi-reversion__entry-10-exit-70-period-2,0.5883678228150985,0.10708179404414264,0.75,1.0986122886681098,False
rsi-reversion,48,1;3;4;7,0;2;5;6,rsi-reversion__entry-30-exit-50-period-14,0.48032350798718454,0.012353770212675719,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,49,1;3;5;6,0;2;4;7,rsi-reversion__entry-30-exit-50-period-14,0.570141739654877,-0.01746505606281176,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,50,1;3;5;7,0;2;4;6,rsi-reversion__entry-30-exit-50-period-14,0.6746538464120054,-0.19854701842983827,0.25,-1.0986122886681098,True
rsi-reversion,51,1;3;6;7,0;2;4;5,rsi-reversion__entry-10-exit-70-period-2,0.5006168647743364,0.0566474247060599,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,52,1;4;5;6,0;2;3;7,rsi-reversion__entry-30-exit-50-period-14,1.271225967899247,-0.28436672321895773,0.25,-1.0986122886681098,True
rsi-reversion,53,1;4;5;7,0;2;3;6,rsi-reversion__entry-30-exit-50-period-14,1.237595743008381,-0.4636795369710017,0.25,-1.0986122886681098,True
rsi-reversion,54,1;4;6;7,0;2;3;5,rsi-reversion__entry-10-exit-70-period-2,0.8076552000657744,-0.25936631453528836,0.4166666666666667,-0.33647223662121273,True
rsi-reversion,55,1;5;6;7,0;2;3;4,rsi-reversion__entry-30-exit-50-period-14,1.0208514580861412,-0.2796459695010032,0.25,-1.0986122886681098,True
rsi-reversion,56,2;3;4;5,0;1;6;7,rsi-reversion__entry-20-exit-60-period-5,0.7719788415901621,-0.5905111890913213,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,57,2;3;4;6,0;1;5;7,rsi-reversion__entry-15-exit-70-period-2,0.4923989921587817,-0.22752854104998205,0.25,-1.0986122886681098,True
rsi-reversion,58,2;3;4;7,0;1;5;6,rsi-reversion__entry-25-exit-60-period-5,0.38664619730418465,-0.4231325887111528,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,59,2;3;5;6,0;1;4;7,rsi-reversion__entry-20-exit-60-period-5,0.8902873022129755,-0.6276529915292454,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,60,2;3;5;7,0;1;4;6,rsi-reversion__entry-20-exit-60-period-5,0.4340667870967745,-0.7176458570506218,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,61,2;3;6;7,0;1;4;5,rsi-reversion__entry-10-exit-70-period-2,0.41583756460207405,0.1590131529821892,0.75,1.0986122886681098,False
rsi-reversion,62,2;4;5;6,0;1;3;7,rsi-reversion__entry-20-exit-60-period-5,1.2708855502681802,-0.6203140847308439,0.08333333333333333,-2.3978952727983707,True
rsi-reversion,63,2;4;5;7,0;1;3;6,rsi-reversion__entry-30-exit-50-period-14,0.9599728789118185,-0.21031907698925548,0.5833333333333334,0.336472236621213,False
rsi-reversion,64,2;4;6;7,0;1;3;5,rsi-reversion__entry-10-exit-70-period-2,0.7219947135561858,-0.15876736689718451,0.75,1.0986122886681098,False
rsi-reversion,65,2;5;6;7,0;1;3;4,rsi-reversion__entry-30-exit-50-period-14,0.7183918717419124,-0.036618450030001984,0.9166666666666666,2.3978952727983702,False
rsi-reversion,66,3;4;5;6,0;1;2;7,rsi-reversion__entry-20-exit-60-period-5,0.8167890085684338,-0.5587680098950444,0.25,-1.0986122886681098,True
rsi-reversion,67,3;4;5;7,0;1;2;6,rsi-reversion__entry-30-exit-50-period-14,0.7615065514914297,-0.1678680861829803,0.5833333333333334,0.336472236621213,False
rsi-reversion,68,3;4;6;7,0;1;2;5,rsi-reversion__entry-10-exit-70-period-2,0.5128173177157287,0.04047717703073973,0.75,1.0986122886681098,False
rsi-reversion,69,3;5;6;7,0;1;2;4,rsi-reversion__entry-30-exit-50-period-14,0.5430072044410776,0.01764716542966992,0.5833333333333334,0.336472236621213,False
rsi-reversion,70,4;5;6;7,0;1;2;3,rsi-reversion__entry-30-exit-50-period-14,1.2851925840245553,-0.24895872616081377,0.75,1.0986122886681098,False
